"ple0018","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2015","secondary school degree","direct migration background","44","1","1","1"
"Yes","2015","secondary school degree","indirect migration background","31","1","1","1"
"Yes","2015","college entrance qualification","no migration background","1186","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","37","1","1","1"
"Yes","2015","college entrance qualification","indirect migration background","38","1","1","1"
"Yes","2015","Other degree","no migration background","46","1","1","1"
"Yes","2015","Other degree","direct migration background","465","1","1","1"
"Yes","2015","Other degree","indirect migration background","8","","",""
"Yes","2015","no degree/no degree yet","no migration background","44","1","1","1"
"Yes","2015","no degree/no degree yet","direct migration background","56","1","1","1"
"Yes","2015","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","2028","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","81","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","41","1","1","1"
"Yes","2017","secondary school degree","no migration background","1985","1","1","1"
"Yes","2017","secondary school degree","direct migration background","46","1","1","1"
"Yes","2017","secondary school degree","indirect migration background","40","1","1","1"
"Yes","2017","college entrance qualification","no migration background","1384","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","39","1","1","1"
"Yes","2017","college entrance qualification","indirect migration background","40","1","1","1"
"Yes","2017","Other degree","no migration background","47","1","1","1"
"Yes","2017","Other degree","direct migration background","531","1","1","1"
"Yes","2017","Other degree","indirect migration background","6","","",""
"Yes","2017","no degree/no degree yet","no migration background","60","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","59","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","1893","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","74","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","48","1","1","1"
"Yes","2019","secondary school degree","no migration background","2095","1","1","1"
"Yes","2019","secondary school degree","direct migration background","42","1","1","1"
"Yes","2019","secondary school degree","indirect migration background","61","1","1","1"
"Yes","2019","college entrance qualification","no migration background","1575","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","46","1","1","1"
"Yes","2019","college entrance qualification","indirect migration background","66","1","1","1"
"Yes","2019","Other degree","no migration background","42","1","1","1"
"Yes","2019","Other degree","direct migration background","494","1","1","1"
"Yes","2019","Other degree","indirect migration background","9","","",""
"Yes","2019","no degree/no degree yet","no migration background","55","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","58","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","4","","",""
