"ple0018","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","4","","",""
"Yes","2013","(0) in school","Female","2","","",""
"Yes","2013","(1a) inadequately completed","Male","23","","",""
"Yes","2013","(1a) inadequately completed","Female","35","1","1","1"
"Yes","2013","(1b) general elementary school","Male","99","1","1","1"
"Yes","2013","(1b) general elementary school","Female","401","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","981","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","895","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","17","","",""
"Yes","2013","(2b) intermediate general qualification","Female","62","1","1","1"
"Yes","2013","(2a) intermediate vocational","Male","584","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","694","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","37","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Female","34","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Male","168","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Female","155","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","315","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","195","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","434","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","275","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","2","","",""
"Yes","2015","(0) in school","Female","2","","",""
"Yes","2015","(1a) inadequately completed","Male","38","1","1","1"
"Yes","2015","(1a) inadequately completed","Female","60","1","1","1"
"Yes","2015","(1b) general elementary school","Male","154","1","1","1"
"Yes","2015","(1b) general elementary school","Female","397","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","991","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","876","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","27","","",""
"Yes","2015","(2b) intermediate general qualification","Female","60","1","1","1"
"Yes","2015","(2a) intermediate vocational","Male","649","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","804","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","47","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Female","56","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Male","211","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","213","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","316","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","215","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","481","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","310","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","1","","",""
"Yes","2017","(0) in school","Female","2","","",""
"Yes","2017","(1a) inadequately completed","Male","46","1","1","1"
"Yes","2017","(1a) inadequately completed","Female","73","1","1","1"
"Yes","2017","(1b) general elementary school","Male","141","1","1","1"
"Yes","2017","(1b) general elementary school","Female","401","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","993","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","829","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","40","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Female","87","1","1","1"
"Yes","2017","(2a) intermediate vocational","Male","740","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","950","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","78","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Female","52","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","244","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","259","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","345","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","224","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","574","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","322","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","2","","",""
"Yes","2019","(0) in school","Female","4","","",""
"Yes","2019","(1a) inadequately completed","Male","48","1","1","1"
"Yes","2019","(1a) inadequately completed","Female","62","1","1","1"
"Yes","2019","(1b) general elementary school","Male","147","1","1","1"
"Yes","2019","(1b) general elementary school","Female","328","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","958","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","764","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","41","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Female","84","1","1","1"
"Yes","2019","(2a) intermediate vocational","Male","804","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","980","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","84","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Female","64","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Male","275","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","276","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","383","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","246","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","660","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","372","1","1","1"
