"ple0018","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2015","Couple + C. LE and GT 16","1903","0.888147272424994","0.874849216545932","0.901445328304057"
"Yes","2016","1-pers.-HH","","","",""
"Yes","2016","(Married) couple without C. ","","","",""
"Yes","2016","Single parent ","","","",""
"Yes","2016","Couple + C. LE 16 ","","","",""
"Yes","2016","Couple + C. GT 16 ","","","",""
"Yes","2016","Couple + C. LE and GT 16","","","",""
"No","2016","1-pers.-HH","","","",""
"No","2016","(Married) couple without C. ","","","",""
"No","2016","Single parent ","","","",""
"No","2016","Couple + C. LE 16 ","","","",""
"No","2016","Couple + C. GT 16 ","","","",""
"No","2016","Couple + C. LE and GT 16","","","",""
"Yes","2017","1-pers.-HH","1299","0.334978313175672","0.320263123216527","0.349693503134818"
"Yes","2017","(Married) couple without C. ","3106","0.365876967185476","0.355488177579348","0.376265756791605"
"Yes","2017","Single parent ","297","0.129074333025762","0.115202075119176","0.142946590932349"
"Yes","2017","Couple + C. LE 16 ","667","0.115758579746127","0.10763408591745","0.123883073574805"
"Yes","2017","Couple + C. GT 16 ","657","0.198213062711762","0.184549314861613","0.211876810561912"
"Yes","2017","Couple + C. LE and GT 16","269","0.125571716619131","0.111870643985442","0.13927278925282"
"No","2017","1-pers.-HH","2653","0.665021686824328","0.650306496865182","0.679736876783473"
"No","2017","(Married) couple without C. ","5152","0.634123032814524","0.623734243208395","0.644511822420652"
"No","2017","Single parent ","1947","0.870925666974238","0.857053409067651","0.884797924880824"
"No","2017","Couple + C. LE 16 ","5290","0.884241420253873","0.876116926425195","0.892365914082551"
"No","2017","Couple + C. GT 16 ","2613","0.801786937288238","0.788123189438088","0.815450685138387"
"No","2017","Couple + C. LE and GT 16","1978","0.874428283380869","0.86072721074718","0.888129356014558"
"Yes","2018","1-pers.-HH","","","",""
"Yes","2018","(Married) couple without C. ","","","",""
"Yes","2018","Single parent ","","","",""
"Yes","2018","Couple + C. LE 16 ","","","",""
"Yes","2018","Couple + C. GT 16 ","","","",""
"Yes","2018","Couple + C. LE and GT 16","","","",""
"No","2018","1-pers.-HH","","","",""
"No","2018","(Married) couple without C. ","","","",""
"No","2018","Single parent ","","","",""
"No","2018","Couple + C. LE 16 ","","","",""
"No","2018","Couple + C. GT 16 ","","","",""
"No","2018","Couple + C. LE and GT 16","","","",""
"Yes","2019","1-pers.-HH","1415","0.345629344492717","0.331349958426928","0.359908730558506"
"Yes","2019","(Married) couple without C. ","3243","0.367582122596684","0.357364667734486","0.377799577458882"
"Yes","2019","Single parent ","287","0.12982623051801","0.115343446189971","0.144309014846048"
"Yes","2019","Couple + C. LE 16 ","619","0.113810726618819","0.105182246761903","0.122439206475735"
"Yes","2019","Couple + C. GT 16 ","675","0.212393019360537","0.197703396629707","0.227082642091367"
"Yes","2019","Couple + C. LE and GT 16","289","0.132632694560736","0.118424070272926","0.146841318848547"
"No","2019","1-pers.-HH","2846","0.654370655507283","0.640091269441494","0.668650041573072"
"No","2019","(Married) couple without C. ","5311","0.632417877403316","0.622200422541118","0.642635332265514"
"No","2019","Single parent ","1782","0.87017376948199","0.855690985153952","0.884656553810029"
"No","2019","Couple + C. LE 16 ","4585","0.886189273381181","0.877560793524265","0.894817753238097"
"No","2019","Couple + C. GT 16 ","2303","0.787606980639463","0.772917357908633","0.802296603370293"
"No","2019","Couple + C. LE and GT 16","1900","0.867367305439264","0.853158681151453","0.881575929727074"
