"ple0018","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2017","inadequately","West Germany","324","0.772645815743138","0.731877123701403","0.813414507784872"
"No","2017","inadequately","East Germany","39","0.644490925237261","0.513120758290024","0.775861092184498"
"No","2017","general elemantary","West Germany","1816","0.696799893588457","0.678356892839929","0.715242894336985"
"No","2017","general elemantary","East Germany","284","0.730309292409866","0.685687943247333","0.774930641572399"
"No","2017","middle vocational","West Germany","6911","0.700201364602612","0.690877038922669","0.709525690282555"
"No","2017","middle vocational","East Germany","1896","0.641760638637099","0.624194089059784","0.659327188214414"
"No","2017","vocational + Abi","West Germany","1564","0.790340431931693","0.772022397587378","0.808658466276008"
"No","2017","vocational + Abi","East Germany","271","0.815190945000365","0.773249688353628","0.857132201647103"
"No","2017","higher vocational","West Germany","800","0.694322115482499","0.66763769002003","0.721006540944968"
"No","2017","higher vocational","East Germany","266","0.648493452981264","0.601763492700868","0.695223413261661"
"No","2017","higher education","West Germany","4120","0.793436941463708","0.782330490734386","0.80454339219303"
"No","2017","higher education","East Germany","969","0.663697822417438","0.639380591102965","0.688015053731911"
"Yes","2018","in school","West Germany","","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","","","",""
"Yes","2018","inadequately","East Germany","","","",""
"Yes","2018","general elemantary","West Germany","","","",""
"Yes","2018","general elemantary","East Germany","","","",""
"Yes","2018","middle vocational","West Germany","","","",""
"Yes","2018","middle vocational","East Germany","","","",""
"Yes","2018","vocational + Abi","West Germany","","","",""
"Yes","2018","vocational + Abi","East Germany","","","",""
"Yes","2018","higher vocational","West Germany","","","",""
"Yes","2018","higher vocational","East Germany","","","",""
"Yes","2018","higher education","West Germany","","","",""
"Yes","2018","higher education","East Germany","","","",""
"No","2018","in school","West Germany","","","",""
"No","2018","in school","East Germany","","","",""
"No","2018","inadequately","West Germany","","","",""
"No","2018","inadequately","East Germany","","","",""
"No","2018","general elemantary","West Germany","","","",""
"No","2018","general elemantary","East Germany","","","",""
"No","2018","middle vocational","West Germany","","","",""
"No","2018","middle vocational","East Germany","","","",""
"No","2018","vocational + Abi","West Germany","","","",""
"No","2018","vocational + Abi","East Germany","","","",""
"No","2018","higher vocational","West Germany","","","",""
"No","2018","higher vocational","East Germany","","","",""
"No","2018","higher education","West Germany","","","",""
"No","2018","higher education","East Germany","","","",""
"Yes","2019","in school","West Germany","4","","",""
"Yes","2019","in school","East Germany","2","","",""
"Yes","2019","inadequately","West Germany","74","0.227583787396901","0.183148152609269","0.272019422184532"
"Yes","2019","inadequately","East Germany","10","","",""
"Yes","2019","general elemantary","West Germany","511","0.310718193317315","0.290665300817161","0.33077108581747"
"Yes","2019","general elemantary","East Germany","82","0.23416643810553","0.191132990227583","0.277199885983476"
"Yes","2019","middle vocational","West Germany","2369","0.307783861307577","0.2979666784492","0.317601044165954"
"Yes","2019","middle vocational","East Germany","910","0.379550667793467","0.360947652629849","0.398153682957085"
"Yes","2019","vocational + Abi","West Germany","357","0.19595775852587","0.177835760123939","0.214079756927801"
"Yes","2019","vocational + Abi","East Germany","53","0.156456506338556","0.116776593518136","0.196136419158977"
"Yes","2019","higher vocational","West Germany","409","0.344255174263472","0.317692009012064","0.370818339514881"
"Yes","2019","higher vocational","East Germany","165","0.360685656649727","0.315867864678827","0.405503448620627"
"Yes","2019","higher education","West Germany","1125","0.210899227514321","0.20001655952882","0.221781895499822"
"Yes","2019","higher education","East Germany","531","0.345653580265439","0.322292067904572","0.369015092626305"
"No","2019","in school","West Germany","274","0.980918363954051","0.964835998392746","0.997000729515357"
"No","2019","in school","East Germany","51","0.961598398578301","0.909863727797229","1.01333306935937"
"No","2019","inadequately","West Germany","268","0.772416212603099","0.727980577815468","0.816851847390731"
"No","2019","inadequately","East Germany","37","0.686247517455341","0.553589610551864","0.818905424358818"
"No","2019","general elemantary","West Germany","1535","0.689281806682685","0.66922891418253","0.709334699182839"
"No","2019","general elemantary","East Germany","290","0.76583356189447","0.722800114016524","0.808867009772417"
"No","2019","middle vocational","West Germany","6123","0.692216138692423","0.682398955834046","0.7020333215508"
"No","2019","middle vocational","East Germany","1704","0.620449332206533","0.601846317042915","0.639052347370151"
"No","2019","vocational + Abi","West Germany","1486","0.80404224147413","0.785920243072199","0.822164239876061"
"No","2019","vocational + Abi","East Germany","269","0.843543493661444","0.803863580841023","0.883223406481864"
"No","2019","higher vocational","West Germany","820","0.655744825736528","0.629181660485119","0.682307990987936"
"No","2019","higher vocational","East Germany","276","0.639314343350273","0.594496551379374","0.684132135321173"
"No","2019","higher education","West Germany","4273","0.789100772485679","0.778218104500178","0.79998344047118"
"No","2019","higher education","East Germany","1061","0.654346419734561","0.630984907373695","0.677707932095428"
