"ple0018","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"No","2011","Not Employed","indirect migration background","216","0.929505016195965","0.896131739597364","0.962878292794565"
"No","2011","Employed","no migration background","8985","0.818938029884574","0.81173417124193","0.826141888527219"
"No","2011","Employed","direct migration background","1017","0.866549583407343","0.847022301134052","0.886076865680635"
"No","2011","Employed","indirect migration background","537","0.951836173915637","0.934304944511379","0.969367403319895"
"Yes","2012","Not Employed","no migration background","","","",""
"Yes","2012","Not Employed","direct migration background","","","",""
"Yes","2012","Not Employed","indirect migration background","","","",""
"Yes","2012","Employed","no migration background","","","",""
"Yes","2012","Employed","direct migration background","","","",""
"Yes","2012","Employed","indirect migration background","","","",""
"No","2012","Not Employed","no migration background","","","",""
"No","2012","Not Employed","direct migration background","","","",""
"No","2012","Not Employed","indirect migration background","","","",""
"No","2012","Employed","no migration background","","","",""
"No","2012","Employed","direct migration background","","","",""
"No","2012","Employed","indirect migration background","","","",""
"Yes","2013","Not Employed","no migration background","2869","0.453891510630664","0.441815033852294","0.465967987409034"
"Yes","2013","Not Employed","direct migration background","254","0.39773203459502","0.361026808213909","0.434437260976131"
"Yes","2013","Not Employed","indirect migration background","11","","",""
"Yes","2013","Employed","no migration background","2105","0.211629257080759","0.203635504028795","0.219623010132723"
"Yes","2013","Employed","direct migration background","157","0.148378365129594","0.126488050583438","0.170268679675751"
"Yes","2013","Employed","indirect migration background","51","0.0992994153992607","0.0743510486144372","0.124247782184084"
"No","2013","Not Employed","no migration background","3660","0.546108489369336","0.534032012590966","0.558184966147706"
"No","2013","Not Employed","direct migration background","429","0.60226796540498","0.565562739023869","0.638973191786091"
"No","2013","Not Employed","indirect migration background","153","0.858567681594886","0.805235694471667","0.911899668718105"
"No","2013","Employed","no migration background","7925","0.788370742919241","0.780376989867277","0.796364495971205"
"No","2013","Employed","direct migration background","856","0.851621634870406","0.829731320324249","0.873511949416563"
"No","2013","Employed","indirect migration background","501","0.900700584600739","0.875752217815916","0.925648951385563"
"Yes","2014","Not Employed","no migration background","","","",""
"Yes","2014","Not Employed","direct migration background","","","",""
"Yes","2014","Not Employed","indirect migration background","","","",""
"Yes","2014","Employed","no migration background","","","",""
"Yes","2014","Employed","direct migration background","","","",""
"Yes","2014","Employed","indirect migration background","","","",""
"No","2014","Not Employed","no migration background","","","",""
"No","2014","Not Employed","direct migration background","","","",""
"No","2014","Not Employed","indirect migration background","","","",""
"No","2014","Employed","no migration background","","","",""
"No","2014","Employed","direct migration background","","","",""
"No","2014","Employed","indirect migration background","","","",""
"Yes","2015","Not Employed","no migration background","2781","0.449215648428257","0.43733881071039","0.461092486146124"
"Yes","2015","Not Employed","direct migration background","352","0.327679541314444","0.302416295024101","0.352942787604787"
"Yes","2015","Not Employed","indirect migration background","29","","",""
"Yes","2015","Employed","no migration background","2369","0.206877777502967","0.199770511327174","0.21398504367876"
"Yes","2015","Employed","direct migration background","358","0.137171059020218","0.124850135115449","0.149491982924988"
"Yes","2015","Employed","indirect migration background","87","0.0596160850626194","0.0461634013130005","0.0730687688122382"
"No","2015","Not Employed","no migration background","3957","0.550784351571743","0.538907513853876","0.56266118928961"
"No","2015","Not Employed","direct migration background","974","0.672320458685556","0.647057212395212","0.697583704975899"
"No","2015","Not Employed","indirect migration background","414","0.921443906718676","0.896390279118094","0.946497534319258"
"No","2015","Employed","no migration background","10109","0.793122222497033","0.78601495632124","0.800229488672826"
"No","2015","Employed","direct migration background","2637","0.862828940979782","0.850508017075012","0.875149864884551"
"No","2015","Employed","indirect migration background","1103","0.940383914937381","0.926931231187762","0.953836598686999"
"Yes","2016","Not Employed","no migration background","","","",""
"Yes","2016","Not Employed","direct migration background","","","",""
"Yes","2016","Not Employed","indirect migration background","","","",""
"Yes","2016","Employed","no migration background","","","",""
"Yes","2016","Employed","direct migration background","","","",""
"Yes","2016","Employed","indirect migration background","","","",""
"No","2016","Not Employed","no migration background","","","",""
"No","2016","Not Employed","direct migration background","","","",""
"No","2016","Not Employed","indirect migration background","","","",""
"No","2016","Employed","no migration background","","","",""
"No","2016","Employed","direct migration background","","","",""
"No","2016","Employed","indirect migration background","","","",""
"Yes","2017","Not Employed","no migration background","2773","0.443915734717457","0.4320648043314","0.455766665103514"
"Yes","2017","Not Employed","direct migration background","387","0.347131729600504","0.322474940568982","0.371788518632026"
"Yes","2017","Not Employed","indirect migration background","35","0.0882336317197035","0.0620276341697035","0.114439629269704"
"Yes","2017","Employed","no migration background","2779","0.215808717198449","0.208891748367322","0.222725686029577"
"Yes","2017","Employed","direct migration background","393","0.139374074214443","0.127441282922551","0.151306865506336"
"Yes","2017","Employed","indirect migration background","103","0.069014300055517","0.0550459896558775","0.0829826104551566"
"No","2017","Not Employed","no migration background","3979","0.556084265282543","0.544233334896486","0.5679351956686"
"No","2017","Not Employed","direct migration background","1045","0.652868270399496","0.628211481367974","0.677525059431018"
"No","2017","Not Employed","indirect migration background","415","0.911766368280296","0.885560370730296","0.937972365830296"
"No","2017","Employed","no migration background","10809","0.78419128280155","0.777274313970422","0.791108251632678"
"No","2017","Employed","direct migration background","2843","0.860625925785557","0.848693134493664","0.872558717077449"
"No","2017","Employed","indirect migration background","1162","0.930985699944483","0.917017389544843","0.944954010344123"
"Yes","2018","Not Employed","no migration background","","","",""
"Yes","2018","Not Employed","direct migration background","","","",""
"Yes","2018","Not Employed","indirect migration background","","","",""
"Yes","2018","Employed","no migration background","","","",""
"Yes","2018","Employed","direct migration background","","","",""
"Yes","2018","Employed","indirect migration background","","","",""
"No","2018","Not Employed","no migration background","","","",""
"No","2018","Not Employed","direct migration background","","","",""
"No","2018","Not Employed","indirect migration background","","","",""
"No","2018","Employed","no migration background","","","",""
"No","2018","Employed","direct migration background","","","",""
"No","2018","Employed","indirect migration background","","","",""
"Yes","2019","Not Employed","no migration background","2797","0.447087934360219","0.435089287377407","0.459086581343031"
"Yes","2019","Not Employed","direct migration background","348","0.365974212573794","0.337913184312803","0.394035240834785"
"Yes","2019","Not Employed","indirect migration background","51","0.101563647419943","0.0717364270622649","0.131390867777622"
"Yes","2019","Employed","no migration background","2951","0.21909181792591","0.212169060971933","0.226014574879886"
"Yes","2019","Employed","direct migration background","388","0.155128771221935","0.141541039649618","0.168716502794252"
"Yes","2019","Employed","indirect migration background","143","0.0987604267203077","0.0826477828188621","0.114873070621753"
"No","2019","Not Employed","no migration background","3799","0.552912065639781","0.540913418656969","0.564910712622593"
"No","2019","Not Employed","direct migration background","784","0.634025787426206","0.605964759165215","0.662086815687197"
"No","2019","Not Employed","indirect migration background","343","0.898436352580057","0.868609132222379","0.928263572937735"
"No","2019","Employed","no migration background","10763","0.78090818207409","0.773985425120114","0.787830939028067"
"No","2019","Employed","direct migration background","2339","0.844871228778065","0.831283497205748","0.858458960350382"
"No","2019","Employed","indirect migration background","1174","0.901239573279692","0.885126929378247","0.917352217181138"
