"ple0018","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2013","35-65 y.","Other degree","157","1","1","1"
"Yes","2013","35-65 y.","no degree/no degree yet","26","","",""
"Yes","2013","66 and older","lower secondary degree","1396","1","1","1"
"Yes","2013","66 and older","secondary school degree","525","1","1","1"
"Yes","2013","66 and older","college entrance qualification","462","1","1","1"
"Yes","2013","66 and older","Other degree","135","1","1","1"
"Yes","2013","66 and older","no degree/no degree yet","31","1","1","1"
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","52","1","1","1"
"Yes","2015","16-34 y.","secondary school degree","69","1","1","1"
"Yes","2015","16-34 y.","college entrance qualification","64","1","1","1"
"Yes","2015","16-34 y.","Other degree","13","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","12","","",""
"Yes","2015","35-65 y.","lower secondary degree","848","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","1159","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","724","1","1","1"
"Yes","2015","35-65 y.","Other degree","347","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","60","1","1","1"
"Yes","2015","66 and older","lower secondary degree","1339","1","1","1"
"Yes","2015","66 and older","secondary school degree","552","1","1","1"
"Yes","2015","66 and older","college entrance qualification","473","1","1","1"
"Yes","2015","66 and older","Other degree","159","1","1","1"
"Yes","2015","66 and older","no degree/no degree yet","30","1","1","1"
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","48","1","1","1"
"Yes","2017","16-34 y.","secondary school degree","58","1","1","1"
"Yes","2017","16-34 y.","college entrance qualification","73","1","1","1"
"Yes","2017","16-34 y.","Other degree","13","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","10","","",""
"Yes","2017","35-65 y.","lower secondary degree","848","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","1391","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","866","1","1","1"
"Yes","2017","35-65 y.","Other degree","399","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","79","1","1","1"
"Yes","2017","66 and older","lower secondary degree","1254","1","1","1"
"Yes","2017","66 and older","secondary school degree","622","1","1","1"
"Yes","2017","66 and older","college entrance qualification","524","1","1","1"
"Yes","2017","66 and older","Other degree","172","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","34","1","1","1"
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","46","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","64","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","66","1","1","1"
"Yes","2019","16-34 y.","Other degree","16","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","10","","",""
"Yes","2019","35-65 y.","lower secondary degree","790","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","1377","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","1031","1","1","1"
"Yes","2019","35-65 y.","Other degree","344","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","78","1","1","1"
"Yes","2019","66 and older","lower secondary degree","1179","1","1","1"
"Yes","2019","66 and older","secondary school degree","757","1","1","1"
"Yes","2019","66 and older","college entrance qualification","590","1","1","1"
"Yes","2019","66 and older","Other degree","185","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","29","","",""
