"ple0018","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2015","Employed","Female","7312","0.834470496802872","0.82660962780731","0.842331365798433","2"
"No","2015","Employed","Male","6537","0.790564564956103","0.781690069126758","0.799439060785447","2"
"Yes","2015","Not Employed","Female","1754","0.41106927344259","0.397520339893625","0.424618206991555","1"
"Yes","2015","Employed","Female","1275","0.165529503197128","0.157668634201567","0.17339037219269","1"
"Yes","2015","Not Employed","Male","1408","0.436851503895803","0.420279152377064","0.453423855414542","1"
"Yes","2015","Employed","Male","1539","0.209435435043897","0.200560939214553","0.218309930873242","1"
"No","2016","Employed","Female","","","","","2"
"No","2016","Not Employed","Male","","","","","2"
"No","2016","Not Employed","Female","","","","","2"
"No","2016","Employed","Male","","","","","2"
"Yes","2016","Not Employed","Female","","","","","1"
"Yes","2016","Employed","Female","","","","","1"
"Yes","2016","Not Employed","Male","","","","","1"
"Yes","2016","Employed","Male","","","","","1"
"No","2017","Employed","Female","7847","0.826288375252603","0.818602891788716","0.833973858716489","2"
"No","2017","Not Employed","Male","2139","0.580973600951844","0.564822489917242","0.597124711986446","2"
"No","2017","Not Employed","Female","3300","0.586618948214987","0.573035853404918","0.600202043025056","2"
"No","2017","Employed","Male","6967","0.786957183016479","0.77837981943085","0.795534546602109","2"
"Yes","2017","Not Employed","Female","1749","0.413381051785013","0.399797956974944","0.426964146595082","1"
"Yes","2017","Employed","Female","1488","0.173711624747397","0.166026141283511","0.181397108211284","1"
"Yes","2017","Not Employed","Male","1446","0.419026399048156","0.402875288013554","0.435177510082758","1"
"Yes","2017","Employed","Male","1787","0.213042816983521","0.204465453397891","0.22162018056915","1"
"No","2018","Not Employed","Male","","","","","2"
"No","2018","Not Employed","Female","","","","","2"
"No","2018","Employed","Male","","","","","2"
"No","2018","Employed","Female","","","","","2"
"Yes","2018","Not Employed","Male","","","","","1"
"Yes","2018","Not Employed","Female","","","","","1"
"Yes","2018","Employed","Female","","","","","1"
"Yes","2018","Employed","Male","","","","","1"
"No","2019","Not Employed","Male","2057","0.571603596511328","0.55525625469271","0.587950938329946","2"
"No","2019","Not Employed","Female","2865","0.580283922924984","0.566017703127561","0.594550142722407","2"
"No","2019","Employed","Male","6849","0.776930590015761","0.768248883595314","0.785612296436209","2"
"No","2019","Employed","Female","7423","0.825600012478003","0.817725940298726","0.833474084657279","2"
"Yes","2019","Employed","Female","1498","0.174399987521997","0.166525915342721","0.182274059701274","1"
"Yes","2019","Employed","Male","1984","0.223069409984239","0.214387703563791","0.231751116404686","1"
"Yes","2019","Not Employed","Male","1463","0.428396403488672","0.412049061670054","0.44474374530729","1"
"Yes","2019","Not Employed","Female","1732","0.419716077075016","0.405449857277593","0.433982296872439","1"
