"pli0082","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","college entrance qualification","indirect migration background","15","","",""
"Min 1x per month","1990","Other degree","no migration background","11","","",""
"Min 1x per month","1990","Other degree","direct migration background","212","0.222086493887419","0.195669429034208","0.24850355874063"
"Min 1x per month","1990","Other degree","indirect migration background","4","","",""
"Min 1x per month","1990","no degree/no degree yet","no migration background","40","0.268615910079082","0.199283406088078","0.337948414070087"
"Min 1x per month","1990","no degree/no degree yet","direct migration background","100","0.199220971571668","0.168081343276974","0.230360599866363"
"Min 1x per month","1990","no degree/no degree yet","indirect migration background","6","","",""
"Rarely","1990","lower secondary degree","no migration background","1916","0.489704921422313","0.473840082357439","0.505569760487187"
"Rarely","1990","lower secondary degree","direct migration background","287","0.528560686802968","0.488144102290835","0.568977271315101"
"Rarely","1990","lower secondary degree","indirect migration background","62","0.514135672748571","0.430136499281925","0.598134846215217"
"Rarely","1990","secondary school degree","no migration background","755","0.502769626534587","0.477296598430235","0.52824265463894"
"Rarely","1990","secondary school degree","direct migration background","73","0.525071430324353","0.444618739257798","0.605524121390908"
"Rarely","1990","secondary school degree","indirect migration background","29","","",""
"Rarely","1990","college entrance qualification","no migration background","443","0.418140647461544","0.388418823297596","0.447862471625493"
"Rarely","1990","college entrance qualification","direct migration background","52","0.348091383499025","0.262141145310582","0.434041621687469"
"Rarely","1990","college entrance qualification","indirect migration background","11","","",""
"Rarely","1990","Other degree","no migration background","16","","",""
"Rarely","1990","Other degree","direct migration background","429","0.427234613330336","0.395794838257454","0.458674388403217"
"Rarely","1990","Other degree","indirect migration background","5","","",""
"Rarely","1990","no degree/no degree yet","no migration background","96","0.600367040025484","0.523747889003499","0.67698619104747"
"Rarely","1990","no degree/no degree yet","direct migration background","305","0.447853378364426","0.409084370350275","0.486622386378577"
"Rarely","1990","no degree/no degree yet","indirect migration background","30","0.583897603308776","0.445885076909996","0.721910129707555"
"Never","1990","lower secondary degree","no migration background","424","0.130587935144937","0.119894380195838","0.141281490094037"
"Never","1990","lower secondary degree","direct migration background","93","0.131399539935952","0.104046460112588","0.158752619759317"
"Never","1990","lower secondary degree","indirect migration background","17","","",""
"Never","1990","secondary school degree","no migration background","60","0.0490929432244516","0.038085263034322","0.0601006234145813"
"Never","1990","secondary school degree","direct migration background","9","","",""
"Never","1990","secondary school degree","indirect migration background","4","","",""
"Never","1990","college entrance qualification","no migration background","28","","",""
"Never","1990","college entrance qualification","direct migration background","9","","",""
"Never","1990","college entrance qualification","indirect migration background","","","",""
"Never","1990","Other degree","no migration background","9","","",""
"Never","1990","Other degree","direct migration background","254","0.275353064336194","0.246963023346207","0.303743105326181"
"Never","1990","Other degree","indirect migration background","2","","",""
"Never","1990","no degree/no degree yet","no migration background","12","","",""
"Never","1990","no degree/no degree yet","direct migration background","196","0.313422443172618","0.277256533009623","0.349588353335613"
"Never","1990","no degree/no degree yet","indirect migration background","10","","",""
"Daily","1991","lower secondary degree","no migration background","","","",""
"Daily","1991","lower secondary degree","direct migration background","","","",""
"Daily","1991","lower secondary degree","indirect migration background","","","",""
"Daily","1991","secondary school degree","no migration background","","","",""
"Daily","1991","secondary school degree","direct migration background","","","",""
"Daily","1991","secondary school degree","indirect migration background","","","",""
"Daily","1991","college entrance qualification","no migration background","","","",""
"Daily","1991","college entrance qualification","direct migration background","","","",""
"Daily","1991","college entrance qualification","indirect migration background","","","",""
"Daily","1991","Other degree","no migration background","","","",""
"Daily","1991","Other degree","direct migration background","","","",""
"Daily","1991","Other degree","indirect migration background","","","",""
"Daily","1991","no degree/no degree yet","no migration background","","","",""
"Daily","1991","no degree/no degree yet","direct migration background","","","",""
"Daily","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1991","lower secondary degree","no migration background","","","",""
"Min 1x per week","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1991","secondary school degree","no migration background","","","",""
"Min 1x per week","1991","secondary school degree","direct migration background","","","",""
"Min 1x per week","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1991","college entrance qualification","no migration background","","","",""
"Min 1x per week","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1991","Other degree","no migration background","","","",""
"Min 1x per week","1991","Other degree","direct migration background","","","",""
"Min 1x per week","1991","Other degree","indirect migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1991","lower secondary degree","no migration background","","","",""
"Min 1x per month","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1991","secondary school degree","no migration background","","","",""
"Min 1x per month","1991","secondary school degree","direct migration background","","","",""
"Min 1x per month","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1991","college entrance qualification","no migration background","","","",""
"Min 1x per month","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1991","Other degree","no migration background","","","",""
"Min 1x per month","1991","Other degree","direct migration background","","","",""
"Min 1x per month","1991","Other degree","indirect migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1991","lower secondary degree","no migration background","","","",""
"Rarely","1991","lower secondary degree","direct migration background","","","",""
"Rarely","1991","lower secondary degree","indirect migration background","","","",""
"Rarely","1991","secondary school degree","no migration background","","","",""
"Rarely","1991","secondary school degree","direct migration background","","","",""
"Rarely","1991","secondary school degree","indirect migration background","","","",""
"Rarely","1991","college entrance qualification","no migration background","","","",""
"Rarely","1991","college entrance qualification","direct migration background","","","",""
"Rarely","1991","college entrance qualification","indirect migration background","","","",""
"Rarely","1991","Other degree","no migration background","","","",""
"Rarely","1991","Other degree","direct migration background","","","",""
"Rarely","1991","Other degree","indirect migration background","","","",""
"Rarely","1991","no degree/no degree yet","no migration background","","","",""
"Rarely","1991","no degree/no degree yet","direct migration background","","","",""
"Rarely","1991","no degree/no degree yet","indirect migration background","","","",""
"Never","1991","lower secondary degree","no migration background","","","",""
"Never","1991","lower secondary degree","direct migration background","","","",""
"Never","1991","lower secondary degree","indirect migration background","","","",""
"Never","1991","secondary school degree","no migration background","","","",""
"Never","1991","secondary school degree","direct migration background","","","",""
"Never","1991","secondary school degree","indirect migration background","","","",""
"Never","1991","college entrance qualification","no migration background","","","",""
"Never","1991","college entrance qualification","direct migration background","","","",""
"Never","1991","college entrance qualification","indirect migration background","","","",""
"Never","1991","Other degree","no migration background","","","",""
"Never","1991","Other degree","direct migration background","","","",""
"Never","1991","Other degree","indirect migration background","","","",""
"Never","1991","no degree/no degree yet","no migration background","","","",""
"Never","1991","no degree/no degree yet","direct migration background","","","",""
"Never","1991","no degree/no degree yet","indirect migration background","","","",""
"Daily","1992","lower secondary degree","no migration background","","","",""
"Daily","1992","lower secondary degree","direct migration background","","","",""
"Daily","1992","lower secondary degree","indirect migration background","","","",""
"Daily","1992","secondary school degree","no migration background","","","",""
"Daily","1992","secondary school degree","direct migration background","","","",""
"Daily","1992","secondary school degree","indirect migration background","","","",""
"Daily","1992","college entrance qualification","no migration background","","","",""
"Daily","1992","college entrance qualification","direct migration background","","","",""
"Daily","1992","college entrance qualification","indirect migration background","","","",""
"Daily","1992","Other degree","no migration background","","","",""
"Daily","1992","Other degree","direct migration background","","","",""
"Daily","1992","Other degree","indirect migration background","","","",""
"Daily","1992","no degree/no degree yet","no migration background","","","",""
"Daily","1992","no degree/no degree yet","direct migration background","","","",""
"Daily","1992","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1992","lower secondary degree","no migration background","","","",""
"Min 1x per week","1992","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1992","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1992","secondary school degree","no migration background","","","",""
"Min 1x per week","1992","secondary school degree","direct migration background","","","",""
"Min 1x per week","1992","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1992","college entrance qualification","no migration background","","","",""
"Min 1x per week","1992","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1992","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1992","Other degree","no migration background","","","",""
"Min 1x per week","1992","Other degree","direct migration background","","","",""
"Min 1x per week","1992","Other degree","indirect migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1992","lower secondary degree","no migration background","","","",""
"Min 1x per month","1992","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1992","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1992","secondary school degree","no migration background","","","",""
"Min 1x per month","1992","secondary school degree","direct migration background","","","",""
"Min 1x per month","1992","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1992","college entrance qualification","no migration background","","","",""
"Min 1x per month","1992","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1992","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1992","Other degree","no migration background","","","",""
"Min 1x per month","1992","Other degree","direct migration background","","","",""
"Min 1x per month","1992","Other degree","indirect migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1992","lower secondary degree","no migration background","","","",""
"Rarely","1992","lower secondary degree","direct migration background","","","",""
"Rarely","1992","lower secondary degree","indirect migration background","","","",""
"Rarely","1992","secondary school degree","no migration background","","","",""
"Rarely","1992","secondary school degree","direct migration background","","","",""
"Rarely","1992","secondary school degree","indirect migration background","","","",""
"Rarely","1992","college entrance qualification","no migration background","","","",""
"Rarely","1992","college entrance qualification","direct migration background","","","",""
"Rarely","1992","college entrance qualification","indirect migration background","","","",""
"Rarely","1992","Other degree","no migration background","","","",""
"Rarely","1992","Other degree","direct migration background","","","",""
"Rarely","1992","Other degree","indirect migration background","","","",""
"Rarely","1992","no degree/no degree yet","no migration background","","","",""
"Rarely","1992","no degree/no degree yet","direct migration background","","","",""
"Rarely","1992","no degree/no degree yet","indirect migration background","","","",""
"Never","1992","lower secondary degree","no migration background","","","",""
"Never","1992","lower secondary degree","direct migration background","","","",""
"Never","1992","lower secondary degree","indirect migration background","","","",""
"Never","1992","secondary school degree","no migration background","","","",""
"Never","1992","secondary school degree","direct migration background","","","",""
"Never","1992","secondary school degree","indirect migration background","","","",""
"Never","1992","college entrance qualification","no migration background","","","",""
"Never","1992","college entrance qualification","direct migration background","","","",""
"Never","1992","college entrance qualification","indirect migration background","","","",""
"Never","1992","Other degree","no migration background","","","",""
"Never","1992","Other degree","direct migration background","","","",""
"Never","1992","Other degree","indirect migration background","","","",""
"Never","1992","no degree/no degree yet","no migration background","","","",""
"Never","1992","no degree/no degree yet","direct migration background","","","",""
"Never","1992","no degree/no degree yet","indirect migration background","","","",""
"Daily","1993","lower secondary degree","no migration background","","","",""
"Daily","1993","lower secondary degree","direct migration background","","","",""
"Daily","1993","lower secondary degree","indirect migration background","","","",""
"Daily","1993","secondary school degree","no migration background","","","",""
"Daily","1993","secondary school degree","direct migration background","","","",""
"Daily","1993","secondary school degree","indirect migration background","","","",""
"Daily","1993","college entrance qualification","no migration background","","","",""
"Daily","1993","college entrance qualification","direct migration background","","","",""
"Daily","1993","college entrance qualification","indirect migration background","","","",""
"Daily","1993","Other degree","no migration background","","","",""
"Daily","1993","Other degree","direct migration background","","","",""
"Daily","1993","Other degree","indirect migration background","","","",""
"Daily","1993","no degree/no degree yet","no migration background","","","",""
"Daily","1993","no degree/no degree yet","direct migration background","","","",""
"Daily","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1993","lower secondary degree","no migration background","","","",""
"Min 1x per week","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1993","secondary school degree","no migration background","","","",""
"Min 1x per week","1993","secondary school degree","direct migration background","","","",""
"Min 1x per week","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1993","college entrance qualification","no migration background","","","",""
"Min 1x per week","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1993","Other degree","no migration background","","","",""
"Min 1x per week","1993","Other degree","direct migration background","","","",""
"Min 1x per week","1993","Other degree","indirect migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1993","lower secondary degree","no migration background","","","",""
"Min 1x per month","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1993","secondary school degree","no migration background","","","",""
"Min 1x per month","1993","secondary school degree","direct migration background","","","",""
"Min 1x per month","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1993","college entrance qualification","no migration background","","","",""
"Min 1x per month","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1993","Other degree","no migration background","","","",""
"Min 1x per month","1993","Other degree","direct migration background","","","",""
"Min 1x per month","1993","Other degree","indirect migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1993","lower secondary degree","no migration background","","","",""
"Rarely","1993","lower secondary degree","direct migration background","","","",""
"Rarely","1993","lower secondary degree","indirect migration background","","","",""
"Rarely","1993","secondary school degree","no migration background","","","",""
"Rarely","1993","secondary school degree","direct migration background","","","",""
"Rarely","1993","secondary school degree","indirect migration background","","","",""
"Rarely","1993","college entrance qualification","no migration background","","","",""
"Rarely","1993","college entrance qualification","direct migration background","","","",""
"Rarely","1993","college entrance qualification","indirect migration background","","","",""
"Rarely","1993","Other degree","no migration background","","","",""
"Rarely","1993","Other degree","direct migration background","","","",""
"Rarely","1993","Other degree","indirect migration background","","","",""
"Rarely","1993","no degree/no degree yet","no migration background","","","",""
"Rarely","1993","no degree/no degree yet","direct migration background","","","",""
"Rarely","1993","no degree/no degree yet","indirect migration background","","","",""
"Never","1993","lower secondary degree","no migration background","","","",""
"Never","1993","lower secondary degree","direct migration background","","","",""
"Never","1993","lower secondary degree","indirect migration background","","","",""
"Never","1993","secondary school degree","no migration background","","","",""
"Never","1993","secondary school degree","direct migration background","","","",""
"Never","1993","secondary school degree","indirect migration background","","","",""
"Never","1993","college entrance qualification","no migration background","","","",""
"Never","1993","college entrance qualification","direct migration background","","","",""
"Never","1993","college entrance qualification","indirect migration background","","","",""
"Never","1993","Other degree","no migration background","","","",""
"Never","1993","Other degree","direct migration background","","","",""
"Never","1993","Other degree","indirect migration background","","","",""
"Never","1993","no degree/no degree yet","no migration background","","","",""
"Never","1993","no degree/no degree yet","direct migration background","","","",""
"Never","1993","no degree/no degree yet","indirect migration background","","","",""
"Daily","1994","lower secondary degree","no migration background","","","",""
"Daily","1994","lower secondary degree","direct migration background","","","",""
"Daily","1994","lower secondary degree","indirect migration background","","","",""
"Daily","1994","secondary school degree","no migration background","","","",""
"Daily","1994","secondary school degree","direct migration background","","","",""
"Daily","1994","secondary school degree","indirect migration background","","","",""
"Daily","1994","college entrance qualification","no migration background","","","",""
"Daily","1994","college entrance qualification","direct migration background","","","",""
"Daily","1994","college entrance qualification","indirect migration background","","","",""
"Daily","1994","Other degree","no migration background","","","",""
"Daily","1994","Other degree","direct migration background","","","",""
"Daily","1994","Other degree","indirect migration background","","","",""
"Daily","1994","no degree/no degree yet","no migration background","","","",""
"Daily","1994","no degree/no degree yet","direct migration background","","","",""
"Daily","1994","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1994","lower secondary degree","no migration background","","","",""
"Min 1x per week","1994","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1994","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1994","secondary school degree","no migration background","","","",""
"Min 1x per week","1994","secondary school degree","direct migration background","","","",""
"Min 1x per week","1994","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1994","college entrance qualification","no migration background","","","",""
"Min 1x per week","1994","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1994","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1994","Other degree","no migration background","","","",""
"Min 1x per week","1994","Other degree","direct migration background","","","",""
"Min 1x per week","1994","Other degree","indirect migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1994","lower secondary degree","no migration background","","","",""
"Min 1x per month","1994","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1994","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1994","secondary school degree","no migration background","","","",""
"Min 1x per month","1994","secondary school degree","direct migration background","","","",""
"Min 1x per month","1994","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1994","college entrance qualification","no migration background","","","",""
"Min 1x per month","1994","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1994","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1994","Other degree","no migration background","","","",""
"Min 1x per month","1994","Other degree","direct migration background","","","",""
"Min 1x per month","1994","Other degree","indirect migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1994","lower secondary degree","no migration background","","","",""
"Rarely","1994","lower secondary degree","direct migration background","","","",""
"Rarely","1994","lower secondary degree","indirect migration background","","","",""
"Rarely","1994","secondary school degree","no migration background","","","",""
"Rarely","1994","secondary school degree","direct migration background","","","",""
"Rarely","1994","secondary school degree","indirect migration background","","","",""
"Rarely","1994","college entrance qualification","no migration background","","","",""
"Rarely","1994","college entrance qualification","direct migration background","","","",""
"Rarely","1994","college entrance qualification","indirect migration background","","","",""
"Rarely","1994","Other degree","no migration background","","","",""
"Rarely","1994","Other degree","direct migration background","","","",""
"Rarely","1994","Other degree","indirect migration background","","","",""
"Rarely","1994","no degree/no degree yet","no migration background","","","",""
"Rarely","1994","no degree/no degree yet","direct migration background","","","",""
"Rarely","1994","no degree/no degree yet","indirect migration background","","","",""
"Never","1994","lower secondary degree","no migration background","","","",""
"Never","1994","lower secondary degree","direct migration background","","","",""
"Never","1994","lower secondary degree","indirect migration background","","","",""
"Never","1994","secondary school degree","no migration background","","","",""
"Never","1994","secondary school degree","direct migration background","","","",""
"Never","1994","secondary school degree","indirect migration background","","","",""
"Never","1994","college entrance qualification","no migration background","","","",""
"Never","1994","college entrance qualification","direct migration background","","","",""
"Never","1994","college entrance qualification","indirect migration background","","","",""
"Never","1994","Other degree","no migration background","","","",""
"Never","1994","Other degree","direct migration background","","","",""
"Never","1994","Other degree","indirect migration background","","","",""
"Never","1994","no degree/no degree yet","no migration background","","","",""
"Never","1994","no degree/no degree yet","direct migration background","","","",""
"Never","1994","no degree/no degree yet","indirect migration background","","","",""
"Daily","1995","lower secondary degree","no migration background","10","","",""
"Daily","1995","lower secondary degree","direct migration background","2","","",""
"Daily","1995","lower secondary degree","indirect migration background","","","",""
"Daily","1995","secondary school degree","no migration background","1","","",""
"Daily","1995","secondary school degree","direct migration background","1","","",""
"Daily","1995","secondary school degree","indirect migration background","1","","",""
"Daily","1995","college entrance qualification","no migration background","","","",""
"Daily","1995","college entrance qualification","direct migration background","","","",""
"Daily","1995","college entrance qualification","indirect migration background","1","","",""
"Daily","1995","Other degree","no migration background","","","",""
"Daily","1995","Other degree","direct migration background","2","","",""
"Daily","1995","Other degree","indirect migration background","","","",""
"Daily","1995","no degree/no degree yet","no migration background","1","","",""
"Daily","1995","no degree/no degree yet","direct migration background","1","","",""
"Daily","1995","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1995","lower secondary degree","no migration background","251","0.0580715008379926","0.0512929324161794","0.0648500692598057"
"Min 1x per week","1995","lower secondary degree","direct migration background","24","","",""
"Min 1x per week","1995","lower secondary degree","indirect migration background","8","","",""
"Min 1x per week","1995","secondary school degree","no migration background","194","0.0682412571396201","0.0595972348441685","0.0768852794350718"
"Min 1x per week","1995","secondary school degree","direct migration background","11","","",""
"Min 1x per week","1995","secondary school degree","indirect migration background","5","","",""
"Min 1x per week","1995","college entrance qualification","no migration background","115","0.0800733590311679","0.066997515541346","0.0931492025209897"
"Min 1x per week","1995","college entrance qualification","direct migration background","12","","",""
"Min 1x per week","1995","college entrance qualification","indirect migration background","4","","",""
"Min 1x per week","1995","Other degree","no migration background","4","","",""
"Min 1x per week","1995","Other degree","direct migration background","43","0.0489285490939774","0.0361046214068223","0.0617524767811326"
"Min 1x per week","1995","Other degree","indirect migration background","","","",""
"Min 1x per week","1995","no degree/no degree yet","no migration background","14","","",""
"Min 1x per week","1995","no degree/no degree yet","direct migration background","8","","",""
"Min 1x per week","1995","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1995","lower secondary degree","no migration background","1114","0.236283468312374","0.223971421596888","0.248595515027859"
"Min 1x per month","1995","lower secondary degree","direct migration background","121","0.18426096276525","0.153986941803225","0.214534983727275"
"Min 1x per month","1995","lower secondary degree","indirect migration background","41","0.193311070917495","0.137012340572891","0.249609801262099"
"Min 1x per month","1995","secondary school degree","no migration background","1070","0.321509727734655","0.305499057881855","0.337520397587454"
"Min 1x per month","1995","secondary school degree","direct migration background","48","0.240423615657948","0.17949918520839","0.301348046107506"
"Min 1x per month","1995","secondary school degree","indirect migration background","26","","",""
"Min 1x per month","1995","college entrance qualification","no migration background","676","0.418538921160121","0.39477175830069","0.442306084019553"
"Min 1x per month","1995","college entrance qualification","direct migration background","65","0.437693470442182","0.368062510486127","0.507324430398238"
"Min 1x per month","1995","college entrance qualification","indirect migration background","15","","",""
"Min 1x per month","1995","Other degree","no migration background","22","","",""
"Min 1x per month","1995","Other degree","direct migration background","198","0.193328198066726","0.169851913859202","0.21680448227425"
"Min 1x per month","1995","Other degree","indirect migration background","2","","",""
"Min 1x per month","1995","no degree/no degree yet","no migration background","53","0.182788619381546","0.13419416239122","0.231383076371872"
"Min 1x per month","1995","no degree/no degree yet","direct migration background","66","0.136597156959042","0.107817739743457","0.165376574174626"
"Min 1x per month","1995","no degree/no degree yet","indirect migration background","13","","",""
"Rarely","1995","lower secondary degree","no migration background","2525","0.528032357532756","0.513563512301864","0.542501202763648"
"Rarely","1995","lower secondary degree","direct migration background","364","0.583689461902427","0.545196844351463","0.62218207945339"
"Rarely","1995","lower secondary degree","indirect migration background","106","0.61078637100519","0.541274996298966","0.680297745711414"
"Rarely","1995","secondary school degree","no migration background","1829","0.553341299919304","0.536299122880609","0.570383476957999"
"Rarely","1995","secondary school degree","direct migration background","108","0.600700756331282","0.530878235849161","0.670523276813403"
"Rarely","1995","secondary school degree","indirect migration background","71","0.574434258648752","0.485224865825433","0.663643651472072"
"Rarely","1995","college entrance qualification","no migration background","807","0.460606246351718","0.43659211067542","0.484620382028017"
"Rarely","1995","college entrance qualification","direct migration background","101","0.446304046401157","0.37653193390007","0.516076158902244"
"Rarely","1995","college entrance qualification","indirect migration background","38","0.500021765435846","0.37454792887405","0.625495601997641"
"Rarely","1995","Other degree","no migration background","33","0.43805781571114","0.321829858377678","0.554285773044601"
"Rarely","1995","Other degree","direct migration background","586","0.522521236714743","0.492827673068717","0.552214800360769"
"Rarely","1995","Other degree","indirect migration background","9","","",""
"Rarely","1995","no degree/no degree yet","no migration background","154","0.656839175165526","0.597146185690618","0.716532164640435"
"Rarely","1995","no degree/no degree yet","direct migration background","298","0.501745590762649","0.459844841839098","0.5436463396862"
"Rarely","1995","no degree/no degree yet","indirect migration background","44","0.617681929037597","0.500443231704744","0.73492062637045"
"Never","1995","lower secondary degree","no migration background","673","0.17521223011121","0.164194279905976","0.186230180316443"
"Never","1995","lower secondary degree","direct migration background","119","0.193688227454503","0.162829292784042","0.224547162124965"
"Never","1995","lower secondary degree","indirect migration background","34","0.179229217142509","0.124548709597752","0.233909724687267"
"Never","1995","secondary school degree","no migration background","175","0.0563945864329998","0.0484868069379323","0.0643023659280672"
