"pli0082","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Lower Saxony","college entrance qualification","62","0.450491641649783","0.364963913725209","0.536019369574357"
"Min 1x per month","1990","Lower Saxony","Other degree","13","","",""
"Min 1x per month","1990","Lower Saxony","no degree/no degree yet","12","","",""
"Min 1x per month","1990","Bremen","lower secondary degree","22","","",""
"Min 1x per month","1990","Bremen","secondary school degree","8","","",""
"Min 1x per month","1990","Bremen","college entrance qualification","6","","",""
"Min 1x per month","1990","Bremen","Other degree","2","","",""
"Min 1x per month","1990","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","lower secondary degree","330","0.282268312295849","0.256265366371323","0.308271258220375"
"Min 1x per month","1990","North Rhine-Westphalia","secondary school degree","142","0.303342578075039","0.261056589758268","0.345628566391811"
"Min 1x per month","1990","North Rhine-Westphalia","college entrance qualification","140","0.370671254054152","0.321787371097048","0.419555137011257"
"Min 1x per month","1990","North Rhine-Westphalia","Other degree","59","0.211322466908061","0.161410567201256","0.261234366614867"
"Min 1x per month","1990","North Rhine-Westphalia","no degree/no degree yet","34","0.170458762295371","0.125098580852362","0.215818943738379"
"Min 1x per month","1990","Hesse","lower secondary degree","123","0.303720947849737","0.259370081966849","0.348071813732626"
"Min 1x per month","1990","Hesse","secondary school degree","66","0.391883404053561","0.318283609418525","0.465483198688597"
"Min 1x per month","1990","Hesse","college entrance qualification","65","0.440151003958904","0.356722407556487","0.523579600361321"
"Min 1x per month","1990","Hesse","Other degree","22","","",""
"Min 1x per month","1990","Hesse","no degree/no degree yet","13","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","lower secondary degree","117","0.285041950928893","0.241451219747354","0.328632682110431"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","secondary school degree","23","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","college entrance qualification","38","0.57518871406703","0.461010027236082","0.689367400897977"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Other degree","8","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","12","","",""
"Min 1x per month","1990","Baden-Württemberg","lower secondary degree","251","0.277951077022169","0.247637680288784","0.308264473755554"
"Min 1x per month","1990","Baden-Württemberg","secondary school degree","106","0.406965506747795","0.347928266129176","0.466002747366415"
"Min 1x per month","1990","Baden-Württemberg","college entrance qualification","86","0.499665378422554","0.426005437717796","0.573325319127312"
"Min 1x per month","1990","Baden-Württemberg","Other degree","58","0.178664295974227","0.132279389773969","0.225049202174485"
"Min 1x per month","1990","Baden-Württemberg","no degree/no degree yet","40","0.248758163509707","0.19000990768967","0.307506419329743"
"Min 1x per month","1990","Bavaria","lower secondary degree","264","0.322654331908335","0.29040020780693","0.35490845600974"
"Min 1x per month","1990","Bavaria","secondary school degree","111","0.356426950566474","0.302048835292911","0.410805065840038"
"Min 1x per month","1990","Bavaria","college entrance qualification","83","0.394041566767107","0.32615028807542","0.461932845458794"
"Min 1x per month","1990","Bavaria","Other degree","52","0.347918981730665","0.275242154447634","0.420595809013696"
"Min 1x per month","1990","Bavaria","no degree/no degree yet","32","0.448252509530794","0.348770620679567","0.547734398382022"
"Min 1x per month","1990","Berlin","lower secondary degree","38","0.331858249234304","0.249310792229658","0.41440570623895"
"Min 1x per month","1990","Berlin","secondary school degree","24","","",""
"Min 1x per month","1990","Berlin","college entrance qualification","24","","",""
"Min 1x per month","1990","Berlin","Other degree","4","","",""
"Min 1x per month","1990","Berlin","no degree/no degree yet","2","","",""
"Min 1x per month","1990","Brandenburg","lower secondary degree","","","",""
"Min 1x per month","1990","Brandenburg","secondary school degree","","","",""
"Min 1x per month","1990","Brandenburg","college entrance qualification","","","",""
"Min 1x per month","1990","Brandenburg","Other degree","","","",""
"Min 1x per month","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony","secondary school degree","","","",""
"Min 1x per month","1990","Saxony","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony","Other degree","","","",""
"Min 1x per month","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per month","1990","Thuringia","lower secondary degree","","","",""
"Min 1x per month","1990","Thuringia","secondary school degree","","","",""
"Min 1x per month","1990","Thuringia","college entrance qualification","","","",""
"Min 1x per month","1990","Thuringia","Other degree","","","",""
"Min 1x per month","1990","Thuringia","no degree/no degree yet","","","",""
"Rarely","1990","Schleswig-Holstein","lower secondary degree","81","0.520684555388488","0.442037892156255","0.599331218620721"
"Rarely","1990","Schleswig-Holstein","secondary school degree","38","0.59246361116259","0.473916722440007","0.711010499885172"
"Rarely","1990","Schleswig-Holstein","college entrance qualification","12","","",""
"Rarely","1990","Schleswig-Holstein","Other degree","11","","",""
"Rarely","1990","Schleswig-Holstein","no degree/no degree yet","9","","",""
"Rarely","1990","Hamburg","lower secondary degree","28","","",""
"Rarely","1990","Hamburg","secondary school degree","15","","",""
"Rarely","1990","Hamburg","college entrance qualification","4","","",""
"Rarely","1990","Hamburg","Other degree","7","","",""
"Rarely","1990","Hamburg","no degree/no degree yet","4","","",""
"Rarely","1990","Lower Saxony","lower secondary degree","254","0.499201191984052","0.455462510944892","0.542939873023211"
"Rarely","1990","Lower Saxony","secondary school degree","97","0.448218998579898","0.381744149033261","0.514693848126534"
"Rarely","1990","Lower Saxony","college entrance qualification","53","0.398254666943055","0.314102904305566","0.482406429580543"
"Rarely","1990","Lower Saxony","Other degree","29","","",""
"Rarely","1990","Lower Saxony","no degree/no degree yet","34","0.556522912541269","0.426406765233682","0.686639059848856"
"Rarely","1990","Bremen","lower secondary degree","19","","",""
"Rarely","1990","Bremen","secondary school degree","10","","",""
"Rarely","1990","Bremen","college entrance qualification","4","","",""
"Rarely","1990","Bremen","Other degree","1","","",""
"Rarely","1990","Bremen","no degree/no degree yet","","","",""
"Rarely","1990","North Rhine-Westphalia","lower secondary degree","616","0.525413238472119","0.496565036859044","0.554261440085194"
"Rarely","1990","North Rhine-Westphalia","secondary school degree","259","0.577816870872295","0.532384467576562","0.623249274168028"
"Rarely","1990","North Rhine-Westphalia","college entrance qualification","195","0.51562141465485","0.465040066857555","0.566202762452146"
"Rarely","1990","North Rhine-Westphalia","Other degree","108","0.415048288512196","0.354807471818483","0.475289105205909"
"Rarely","1990","North Rhine-Westphalia","no degree/no degree yet","149","0.607269669234177","0.548360330949599","0.666179007518756"
"Rarely","1990","Hesse","lower secondary degree","209","0.501219595851309","0.452997977937534","0.549441213765085"
"Rarely","1990","Hesse","secondary school degree","71","0.37866271050588","0.305532854611749","0.451792566400011"
"Rarely","1990","Hesse","college entrance qualification","52","0.390557684106089","0.308562653355417","0.472552714856761"
"Rarely","1990","Hesse","Other degree","54","0.401711716916817","0.319013964714897","0.484409469118736"
"Rarely","1990","Hesse","no degree/no degree yet","41","0.464297850082681","0.370672194213604","0.557923505951758"
"Rarely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","193","0.444498974535871","0.396517090455058","0.492480858616684"
"Rarely","1990","Rhineland-Palatinate,Saarland","secondary school degree","51","0.533170783041046","0.430099181996095","0.636242384085998"
"Rarely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","27","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Other degree","17","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","23","","",""
"Rarely","1990","Baden-Württemberg","lower secondary degree","421","0.50973693417139","0.475910614387726","0.543563253955054"
"Rarely","1990","Baden-Württemberg","secondary school degree","135","0.483625028596696","0.423570709275094","0.543679347918297"
"Rarely","1990","Baden-Württemberg","college entrance qualification","66","0.344024657417473","0.274040457676899","0.414008857158048"
"Rarely","1990","Baden-Württemberg","Other degree","133","0.501306034248615","0.440762751116292","0.561849317380937"
"Rarely","1990","Baden-Württemberg","no degree/no degree yet","109","0.499781104367259","0.431831585452731","0.567730623281787"
"Rarely","1990","Bavaria","lower secondary degree","393","0.482879886161129","0.448403114171065","0.517356658151194"
"Rarely","1990","Bavaria","secondary school degree","153","0.501106184165816","0.444337490511768","0.557874877819864"
"Rarely","1990","Bavaria","college entrance qualification","73","0.376757643435386","0.309431913723702","0.44408337314707"
"Rarely","1990","Bavaria","Other degree","73","0.414066500392626","0.338910210806716","0.489222789978536"
"Rarely","1990","Bavaria","no degree/no degree yet","47","0.452595690771943","0.353027231294025","0.552164150249861"
"Rarely","1990","Berlin","lower secondary degree","51","0.392083722654312","0.306497397958732","0.477670047349892"
"Rarely","1990","Berlin","secondary school degree","28","","",""
"Rarely","1990","Berlin","college entrance qualification","20","","",""
"Rarely","1990","Berlin","Other degree","17","","",""
"Rarely","1990","Berlin","no degree/no degree yet","15","","",""
"Rarely","1990","Brandenburg","lower secondary degree","","","",""
"Rarely","1990","Brandenburg","secondary school degree","","","",""
"Rarely","1990","Brandenburg","college entrance qualification","","","",""
"Rarely","1990","Brandenburg","Other degree","","","",""
"Rarely","1990","Brandenburg","no degree/no degree yet","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","1990","Saxony","lower secondary degree","","","",""
"Rarely","1990","Saxony","secondary school degree","","","",""
"Rarely","1990","Saxony","college entrance qualification","","","",""
"Rarely","1990","Saxony","Other degree","","","",""
"Rarely","1990","Saxony","no degree/no degree yet","","","",""
"Rarely","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","1990","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","1990","Saxony-Anhalt","Other degree","","","",""
"Rarely","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","1990","Thuringia","lower secondary degree","","","",""
"Rarely","1990","Thuringia","secondary school degree","","","",""
"Rarely","1990","Thuringia","college entrance qualification","","","",""
"Rarely","1990","Thuringia","Other degree","","","",""
"Rarely","1990","Thuringia","no degree/no degree yet","","","",""
"Never","1990","Schleswig-Holstein","lower secondary degree","14","","",""
"Never","1990","Schleswig-Holstein","secondary school degree","2","","",""
"Never","1990","Schleswig-Holstein","college entrance qualification","","","",""
"Never","1990","Schleswig-Holstein","Other degree","1","","",""
"Never","1990","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Never","1990","Hamburg","lower secondary degree","10","","",""
"Never","1990","Hamburg","secondary school degree","3","","",""
"Never","1990","Hamburg","college entrance qualification","","","",""
"Never","1990","Hamburg","Other degree","8","","",""
"Never","1990","Hamburg","no degree/no degree yet","3","","",""
"Never","1990","Lower Saxony","lower secondary degree","68","0.147403983881793","0.116392503916919","0.178415463846667"
"Never","1990","Lower Saxony","secondary school degree","11","","",""
"Never","1990","Lower Saxony","college entrance qualification","4","","",""
"Never","1990","Lower Saxony","Other degree","13","","",""
"Never","1990","Lower Saxony","no degree/no degree yet","8","","",""
"Never","1990","Bremen","lower secondary degree","9","","",""
"Never","1990","Bremen","secondary school degree","4","","",""
"Never","1990","Bremen","college entrance qualification","","","",""
"Never","1990","Bremen","Other degree","3","","",""
"Never","1990","Bremen","no degree/no degree yet","2","","",""
"Never","1990","North Rhine-Westphalia","lower secondary degree","124","0.123572560685271","0.10456048934018","0.142584632030363"
"Never","1990","North Rhine-Westphalia","secondary school degree","20","","",""
"Never","1990","North Rhine-Westphalia","college entrance qualification","17","","",""
"Never","1990","North Rhine-Westphalia","Other degree","71","0.283450603433515","0.228351657638284","0.338549549228747"
"Never","1990","North Rhine-Westphalia","no degree/no degree yet","70","0.178854470753751","0.132626365418771","0.225082576088731"
"Never","1990","Hesse","lower secondary degree","48","0.126519905549332","0.0944587625689069","0.158581048529757"
"Never","1990","Hesse","secondary school degree","11","","",""
"Never","1990","Hesse","college entrance qualification","1","","",""
"Never","1990","Hesse","Other degree","53","0.351619784367009","0.271075869345206","0.432163699388812"
"Never","1990","Hesse","no degree/no degree yet","48","0.357750189878662","0.267763812042958","0.447736567714366"
"Never","1990","Rhineland-Palatinate,Saarland","lower secondary degree","60","0.17214493158881","0.135692730345979","0.208597132831642"
"Never","1990","Rhineland-Palatinate,Saarland","secondary school degree","6","","",""
"Never","1990","Rhineland-Palatinate,Saarland","college entrance qualification","3","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Other degree","15","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"Never","1990","Baden-Württemberg","lower secondary degree","105","0.13842139089045","0.115053680098826","0.161789101682074"
"Never","1990","Baden-Württemberg","secondary school degree","7","","",""
"Never","1990","Baden-Württemberg","college entrance qualification","3","","",""
"Never","1990","Baden-Württemberg","Other degree","54","0.207880329490683","0.158744358500788","0.257016300480579"
"Never","1990","Baden-Württemberg","no degree/no degree yet","47","0.194220427136447","0.140458849734301","0.247982004538594"
"Never","1990","Bavaria","lower secondary degree","73","0.0964937976422793","0.0761221295266898","0.116865465757869"
"Never","1990","Bavaria","secondary school degree","5","","",""
"Never","1990","Bavaria","college entrance qualification","8","","",""
"Never","1990","Bavaria","Other degree","27","","",""
"Never","1990","Bavaria","no degree/no degree yet","12","","",""
"Never","1990","Berlin","lower secondary degree","23","","",""
"Never","1990","Berlin","secondary school degree","4","","",""
"Never","1990","Berlin","college entrance qualification","1","","",""
"Never","1990","Berlin","Other degree","20","","",""
"Never","1990","Berlin","no degree/no degree yet","18","","",""
"Never","1990","Brandenburg","lower secondary degree","","","",""
"Never","1990","Brandenburg","secondary school degree","","","",""
"Never","1990","Brandenburg","college entrance qualification","","","",""
"Never","1990","Brandenburg","Other degree","","","",""
"Never","1990","Brandenburg","no degree/no degree yet","","","",""
"Never","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1990","Saxony","lower secondary degree","","","",""
"Never","1990","Saxony","secondary school degree","","","",""
"Never","1990","Saxony","college entrance qualification","","","",""
"Never","1990","Saxony","Other degree","","","",""
"Never","1990","Saxony","no degree/no degree yet","","","",""
"Never","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1990","Saxony-Anhalt","secondary school degree","","","",""
"Never","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1990","Saxony-Anhalt","Other degree","","","",""
"Never","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1990","Thuringia","lower secondary degree","","","",""
"Never","1990","Thuringia","secondary school degree","","","",""
"Never","1990","Thuringia","college entrance qualification","","","",""
"Never","1990","Thuringia","Other degree","","","",""
"Never","1990","Thuringia","no degree/no degree yet","","","",""
"Daily","1991","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1991","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1991","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1991","Schleswig-Holstein","Other degree","","","",""
"Daily","1991","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1991","Hamburg","lower secondary degree","","","",""
"Daily","1991","Hamburg","secondary school degree","","","",""
"Daily","1991","Hamburg","college entrance qualification","","","",""
"Daily","1991","Hamburg","Other degree","","","",""
"Daily","1991","Hamburg","no degree/no degree yet","","","",""
"Daily","1991","Lower Saxony","lower secondary degree","","","",""
"Daily","1991","Lower Saxony","secondary school degree","","","",""
"Daily","1991","Lower Saxony","college entrance qualification","","","",""
"Daily","1991","Lower Saxony","Other degree","","","",""
"Daily","1991","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1991","Bremen","lower secondary degree","","","",""
"Daily","1991","Bremen","secondary school degree","","","",""
"Daily","1991","Bremen","college entrance qualification","","","",""
"Daily","1991","Bremen","Other degree","","","",""
"Daily","1991","Bremen","no degree/no degree yet","","","",""
"Daily","1991","North Rhine-Westphalia","lower secondary degree","","","",""
