"pli0082","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","college entrance qualification","Single parent ","8","","",""
"Min 1x per week","1990","college entrance qualification","Couple + C. LE 16 ","30","0.129290060378203","0.0888934919809807","0.169686628775426"
"Min 1x per week","1990","college entrance qualification","Couple + C. GT 16 ","24","","",""
"Min 1x per week","1990","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","1990","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1990","Other degree","(Married) couple without C. ","15","","",""
"Min 1x per week","1990","Other degree","Single parent ","1","","",""
"Min 1x per week","1990","Other degree","Couple + C. LE 16 ","17","","",""
"Min 1x per week","1990","Other degree","Couple + C. GT 16 ","11","","",""
"Min 1x per week","1990","Other degree","Couple + C. LE and GT 16","8","","",""
"Min 1x per week","1990","no degree/no degree yet","1-pers.-HH","1","","",""
"Min 1x per week","1990","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Min 1x per week","1990","no degree/no degree yet","Single parent ","2","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Min 1x per week","1990","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"Min 1x per month","1990","lower secondary degree","1-pers.-HH","147","0.25817588549429","0.220776580639835","0.295575190348746"
"Min 1x per month","1990","lower secondary degree","(Married) couple without C. ","424","0.320350901139259","0.294887958976892","0.345813843301626"
"Min 1x per month","1990","lower secondary degree","Single parent ","70","0.287701371482652","0.229450004855264","0.34595273811004"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE 16 ","292","0.332105683340981","0.301181284429705","0.363030082252257"
"Min 1x per month","1990","lower secondary degree","Couple + C. GT 16 ","285","0.304420891367436","0.275113066141306","0.333728716593565"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE and GT 16","82","0.236526850986372","0.191423582979595","0.28163011899315"
"Min 1x per month","1990","secondary school degree","1-pers.-HH","74","0.314758154806046","0.251338348087036","0.378177961525057"
"Min 1x per month","1990","secondary school degree","(Married) couple without C. ","169","0.376394911969744","0.331022931883783","0.421766892055704"
"Min 1x per month","1990","secondary school degree","Single parent ","27","","",""
"Min 1x per month","1990","secondary school degree","Couple + C. LE 16 ","150","0.374432237697691","0.32694406705844","0.421920408336942"
"Min 1x per month","1990","secondary school degree","Couple + C. GT 16 ","119","0.341868615343128","0.293073011600345","0.39066421908591"
"Min 1x per month","1990","secondary school degree","Couple + C. LE and GT 16","44","0.359041154025552","0.275935553015891","0.442146755035212"
"Min 1x per month","1990","college entrance qualification","1-pers.-HH","83","0.440289624786922","0.368755522505982","0.511823727067861"
"Min 1x per month","1990","college entrance qualification","(Married) couple without C. ","148","0.473177853686768","0.417327861081179","0.529027846292358"
"Min 1x per month","1990","college entrance qualification","Single parent ","24","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE 16 ","122","0.468319600867332","0.408240745958233","0.528398455776431"
"Min 1x per month","1990","college entrance qualification","Couple + C. GT 16 ","104","0.356732833092611","0.300218216710151","0.413247449475072"
"Min 1x per month","1990","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"Min 1x per month","1990","Other degree","1-pers.-HH","9","","",""
"Min 1x per month","1990","Other degree","(Married) couple without C. ","40","0.27923160782794","0.209057254376637","0.349405961279242"
"Min 1x per month","1990","Other degree","Single parent ","3","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE 16 ","72","0.233899084503503","0.187446487261914","0.280351681745091"
"Min 1x per month","1990","Other degree","Couple + C. GT 16 ","39","0.228495914051648","0.168478469370228","0.288513358733068"
"Min 1x per month","1990","Other degree","Couple + C. LE and GT 16","34","0.227461469727921","0.161890401357851","0.293032538097992"
"Min 1x per month","1990","no degree/no degree yet","1-pers.-HH","10","","",""
"Min 1x per month","1990","no degree/no degree yet","(Married) couple without C. ","13","","",""
"Min 1x per month","1990","no degree/no degree yet","Single parent ","6","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE 16 ","33","0.227722802445973","0.163735178357266","0.29171042653468"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. GT 16 ","39","0.250430272454317","0.193943949626578","0.306916595282057"
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE and GT 16","26","","",""
"Rarely","1990","lower secondary degree","1-pers.-HH","214","0.407548621645514","0.365556164238488","0.449541079052541"
"Rarely","1990","lower secondary degree","(Married) couple without C. ","620","0.479802266039795","0.452539581942915","0.507064950136675"
"Rarely","1990","lower secondary degree","Single parent ","115","0.520173287153587","0.455886705615643","0.584459868691532"
"Rarely","1990","lower secondary degree","Couple + C. LE 16 ","461","0.518555935085466","0.485747919524178","0.551363950646755"
"Rarely","1990","lower secondary degree","Couple + C. GT 16 ","516","0.55717519360944","0.525538946542519","0.58881144067636"
"Rarely","1990","lower secondary degree","Couple + C. LE and GT 16","202","0.621484836247514","0.570006107793356","0.672963564701672"
"Rarely","1990","secondary school degree","1-pers.-HH","88","0.441131710811826","0.373328017014991","0.50893540460866"
"Rarely","1990","secondary school degree","(Married) couple without C. ","212","0.492624611190602","0.445804354876039","0.539444867505164"
"Rarely","1990","secondary school degree","Single parent ","44","0.547649850220457","0.437193765355906","0.658105935085008"
"Rarely","1990","secondary school degree","Couple + C. LE 16 ","208","0.520243524483179","0.471223287389084","0.569263761577274"
"Rarely","1990","secondary school degree","Couple + C. GT 16 ","191","0.536183318041737","0.48488246227098","0.587484173812493"
"Rarely","1990","secondary school degree","Couple + C. LE and GT 16","72","0.541489871824328","0.455169611419939","0.627810132228716"
"Rarely","1990","college entrance qualification","1-pers.-HH","69","0.359769081928944","0.29061107521982","0.428927088638069"
"Rarely","1990","college entrance qualification","(Married) couple without C. ","114","0.372384164436577","0.318306061026722","0.426462267846432"
"Rarely","1990","college entrance qualification","Single parent ","30","0.430787869893977","0.31132170299746","0.550254036790494"
"Rarely","1990","college entrance qualification","Couple + C. LE 16 ","107","0.387424988618869","0.328770857335373","0.446079119902365"
"Rarely","1990","college entrance qualification","Couple + C. GT 16 ","139","0.515858388911166","0.456900081901556","0.574816695920776"
"Rarely","1990","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"Rarely","1990","Other degree","1-pers.-HH","25","","",""
"Rarely","1990","Other degree","(Married) couple without C. ","60","0.329136087550951","0.255633397899148","0.402638777202754"
"Rarely","1990","Other degree","Single parent ","12","","",""
"Rarely","1990","Other degree","Couple + C. LE 16 ","164","0.472192615750221","0.417409077768993","0.526976153731449"
"Rarely","1990","Other degree","Couple + C. GT 16 ","87","0.491034013191526","0.419572972829475","0.562495053553578"
"Rarely","1990","Other degree","Couple + C. LE and GT 16","67","0.377211582291447","0.301395552537103","0.453027612045791"
"Rarely","1990","no degree/no degree yet","1-pers.-HH","13","","",""
"Rarely","1990","no degree/no degree yet","(Married) couple without C. ","42","0.586011626805613","0.477398645728015","0.69462460788321"
"Rarely","1990","no degree/no degree yet","Single parent ","21","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE 16 ","90","0.528222393855568","0.452052529070763","0.604392258640373"
"Rarely","1990","no degree/no degree yet","Couple + C. GT 16 ","123","0.560495790206948","0.495787255042114","0.625204325371782"
"Rarely","1990","no degree/no degree yet","Couple + C. LE and GT 16","97","0.560719977724159","0.488417605803211","0.633022349645106"
"Never","1990","lower secondary degree","1-pers.-HH","127","0.262349148735331","0.224754981191714","0.299943316278948"
"Never","1990","lower secondary degree","(Married) couple without C. ","112","0.0961838273744806","0.0800942618300677","0.112273392918894"
"Never","1990","lower secondary degree","Single parent ","33","0.144293669080218","0.0990778805000037","0.189509457660431"
"Never","1990","lower secondary degree","Couple + C. LE 16 ","84","0.0842211786694022","0.0659857828604411","0.102456574478363"
"Never","1990","lower secondary degree","Couple + C. GT 16 ","79","0.0771123153093681","0.0601216885994335","0.0941029420193027"
"Never","1990","lower secondary degree","Couple + C. LE and GT 16","35","0.0686052380369063","0.0417754998392817","0.0954349762345309"
"Never","1990","secondary school degree","1-pers.-HH","21","","",""
"Never","1990","secondary school degree","(Married) couple without C. ","12","","",""
"Never","1990","secondary school degree","Single parent ","3","","",""
"Never","1990","secondary school degree","Couple + C. LE 16 ","7","","",""
"Never","1990","secondary school degree","Couple + C. GT 16 ","19","","",""
"Never","1990","secondary school degree","Couple + C. LE and GT 16","7","","",""
"Never","1990","college entrance qualification","1-pers.-HH","8","","",""
"Never","1990","college entrance qualification","(Married) couple without C. ","11","","",""
"Never","1990","college entrance qualification","Single parent ","4","","",""
"Never","1990","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Never","1990","college entrance qualification","Couple + C. GT 16 ","7","","",""
"Never","1990","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1990","Other degree","1-pers.-HH","25","","",""
"Never","1990","Other degree","(Married) couple without C. ","39","0.226994904246341","0.16147134245091","0.292518466041772"
"Never","1990","Other degree","Single parent ","13","","",""
"Never","1990","Other degree","Couple + C. LE 16 ","63","0.191826627932532","0.148619095531627","0.235034160333436"
"Never","1990","Other degree","Couple + C. GT 16 ","50","0.218930522781827","0.159819679267954","0.278041366295701"
"Never","1990","Other degree","Couple + C. LE and GT 16","48","0.350025943373607","0.27541605445907","0.424635832288144"
"Never","1990","no degree/no degree yet","1-pers.-HH","19","","",""
"Never","1990","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Never","1990","no degree/no degree yet","Single parent ","11","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE 16 ","35","0.213646759648953","0.151106005420208","0.276187513877698"
"Never","1990","no degree/no degree yet","Couple + C. GT 16 ","51","0.0994325957766422","0.0604189647830223","0.138446226770262"
"Never","1990","no degree/no degree yet","Couple + C. LE and GT 16","47","0.163112463744877","0.109287229643189","0.216937697846564"
"Daily","1991","lower secondary degree","1-pers.-HH","","","",""
"Daily","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1991","lower secondary degree","Single parent ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","secondary school degree","1-pers.-HH","","","",""
"Daily","1991","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1991","secondary school degree","Single parent ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","college entrance qualification","1-pers.-HH","","","",""
"Daily","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1991","college entrance qualification","Single parent ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1991","Other degree","1-pers.-HH","","","",""
"Daily","1991","Other degree","(Married) couple without C. ","","","",""
"Daily","1991","Other degree","Single parent ","","","",""
"Daily","1991","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1991","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1991","no degree/no degree yet","Single parent ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","secondary school degree","Single parent ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Other degree","Single parent ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","secondary school degree","Single parent ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Other degree","Single parent ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1991","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1991","lower secondary degree","Single parent ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","secondary school degree","1-pers.-HH","","","",""
"Rarely","1991","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1991","secondary school degree","Single parent ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1991","college entrance qualification","Single parent ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Other degree","1-pers.-HH","","","",""
"Rarely","1991","Other degree","(Married) couple without C. ","","","",""
"Rarely","1991","Other degree","Single parent ","","","",""
"Rarely","1991","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1991","no degree/no degree yet","Single parent ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1991","lower secondary degree","1-pers.-HH","","","",""
"Never","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1991","lower secondary degree","Single parent ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1991","secondary school degree","1-pers.-HH","","","",""
"Never","1991","secondary school degree","(Married) couple without C. ","","","",""
"Never","1991","secondary school degree","Single parent ","","","",""
"Never","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1991","college entrance qualification","1-pers.-HH","","","",""
"Never","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1991","college entrance qualification","Single parent ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1991","Other degree","1-pers.-HH","","","",""
"Never","1991","Other degree","(Married) couple without C. ","","","",""
"Never","1991","Other degree","Single parent ","","","",""
"Never","1991","Other degree","Couple + C. LE 16 ","","","",""
"Never","1991","Other degree","Couple + C. GT 16 ","","","",""
"Never","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1991","no degree/no degree yet","Single parent ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1992","lower secondary degree","1-pers.-HH","","","",""
"Daily","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1992","lower secondary degree","Single parent ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","secondary school degree","1-pers.-HH","","","",""
"Daily","1992","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1992","secondary school degree","Single parent ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","college entrance qualification","1-pers.-HH","","","",""
"Daily","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1992","college entrance qualification","Single parent ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1992","Other degree","1-pers.-HH","","","",""
"Daily","1992","Other degree","(Married) couple without C. ","","","",""
"Daily","1992","Other degree","Single parent ","","","",""
"Daily","1992","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1992","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1992","no degree/no degree yet","Single parent ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","secondary school degree","Single parent ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1992","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1992","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Other degree","Single parent ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","secondary school degree","Single parent ","","","",""
"Min 1x per month","1992","secondary school degree","Couple + C. LE 16 ","","","",""
