"pli0082","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no migration background","53","0.100664252516087","0.0752866976240949","0.126041807408078"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Min 1x per week","1990","Baden-Württemberg","no migration background","83","0.0844483830786041","0.0675164984886728","0.101380267668535"
"Min 1x per week","1990","Baden-Württemberg","direct migration background","40","0.0706884772294806","0.0514526495513092","0.0899243049076521"
"Min 1x per week","1990","Baden-Württemberg","indirect migration background","4","","",""
"Min 1x per week","1990","Bavaria","no migration background","123","0.110819472309866","0.0929391538137146","0.128699790806017"
"Min 1x per week","1990","Bavaria","direct migration background","29","","",""
"Min 1x per week","1990","Bavaria","indirect migration background","4","","",""
"Min 1x per week","1990","Berlin","no migration background","26","","",""
"Min 1x per week","1990","Berlin","direct migration background","1","","",""
"Min 1x per week","1990","Berlin","indirect migration background","","","",""
"Min 1x per week","1990","Brandenburg","no migration background","","","",""
"Min 1x per week","1990","Brandenburg","direct migration background","","","",""
"Min 1x per week","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1990","Saxony","no migration background","","","",""
"Min 1x per week","1990","Saxony","direct migration background","","","",""
"Min 1x per week","1990","Saxony","indirect migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1990","Thuringia","no migration background","","","",""
"Min 1x per week","1990","Thuringia","direct migration background","","","",""
"Min 1x per week","1990","Thuringia","indirect migration background","","","",""
"Min 1x per month","1990","Schleswig-Holstein","no migration background","75","0.294286910221286","0.237454094466835","0.351119725975736"
"Min 1x per month","1990","Schleswig-Holstein","direct migration background","9","","",""
"Min 1x per month","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Min 1x per month","1990","Hamburg","no migration background","54","0.402365080493061","0.315349644646233","0.489380516339888"
"Min 1x per month","1990","Hamburg","direct migration background","16","","",""
"Min 1x per month","1990","Hamburg","indirect migration background","1","","",""
"Min 1x per month","1990","Lower Saxony","no migration background","286","0.348400465192491","0.315445560173134","0.381355370211847"
"Min 1x per month","1990","Lower Saxony","direct migration background","38","0.300310973503555","0.227913091205895","0.372708855801216"
"Min 1x per month","1990","Lower Saxony","indirect migration background","8","","",""
"Min 1x per month","1990","Bremen","no migration background","32","0.381766018588803","0.277873680864605","0.485658356313"
"Min 1x per month","1990","Bremen","direct migration background","6","","",""
"Min 1x per month","1990","Bremen","indirect migration background","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","no migration background","565","0.308380082185917","0.287098411751042","0.329661752620793"
"Min 1x per month","1990","North Rhine-Westphalia","direct migration background","132","0.184721106072711","0.155423677600011","0.214018534545412"
"Min 1x per month","1990","North Rhine-Westphalia","indirect migration background","27","","",""
"Min 1x per month","1990","Hesse","no migration background","216","0.340610441875702","0.302847100435303","0.378373783316102"
"Min 1x per month","1990","Hesse","direct migration background","68","0.301869488192","0.253637364135674","0.350101612248326"
"Min 1x per month","1990","Hesse","indirect migration background","9","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no migration background","174","0.318979257887734","0.279668392672432","0.358290123103036"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","direct migration background","23","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Min 1x per month","1990","Baden-Württemberg","no migration background","365","0.345358634797552","0.31640486649678","0.374312403098323"
"Min 1x per month","1990","Baden-Württemberg","direct migration background","166","0.251132515417177","0.218585597838345","0.28367943299601"
"Min 1x per month","1990","Baden-Württemberg","indirect migration background","22","","",""
"Min 1x per month","1990","Bavaria","no migration background","412","0.337374447949035","0.310442831372786","0.364306064525283"
"Min 1x per month","1990","Bavaria","direct migration background","125","0.41200083903643","0.361086715715152","0.462914962357708"
"Min 1x per month","1990","Bavaria","indirect migration background","19","","",""
"Min 1x per month","1990","Berlin","no migration background","83","0.379833793890401","0.315258101216538","0.444409486564263"
"Min 1x per month","1990","Berlin","direct migration background","12","","",""
"Min 1x per month","1990","Berlin","indirect migration background","","","",""
"Min 1x per month","1990","Brandenburg","no migration background","","","",""
"Min 1x per month","1990","Brandenburg","direct migration background","","","",""
"Min 1x per month","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1990","Saxony","no migration background","","","",""
"Min 1x per month","1990","Saxony","direct migration background","","","",""
"Min 1x per month","1990","Saxony","indirect migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1990","Thuringia","no migration background","","","",""
"Min 1x per month","1990","Thuringia","direct migration background","","","",""
"Min 1x per month","1990","Thuringia","indirect migration background","","","",""
"Rarely","1990","Schleswig-Holstein","no migration background","139","0.548918404232004","0.486862792019244","0.610974016444764"
"Rarely","1990","Schleswig-Holstein","direct migration background","13","","",""
"Rarely","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Rarely","1990","Hamburg","no migration background","46","0.400298475055969","0.313356856682032","0.487240093429906"
"Rarely","1990","Hamburg","direct migration background","12","","",""
"Rarely","1990","Hamburg","indirect migration background","2","","",""
"Rarely","1990","Lower Saxony","no migration background","385","0.47091229736056","0.436388054101522","0.505436540619599"
"Rarely","1990","Lower Saxony","direct migration background","84","0.515018317811165","0.436084749464582","0.593951886157747"
"Rarely","1990","Lower Saxony","indirect migration background","7","","",""
"Rarely","1990","Bremen","no migration background","33","0.360526488087318","0.257845907174084","0.463207069000552"
"Rarely","1990","Bremen","direct migration background","1","","",""
"Rarely","1990","Bremen","indirect migration background","","","",""
"Rarely","1990","North Rhine-Westphalia","no migration background","985","0.534736410603668","0.51175121418807","0.557721607019265"
"Rarely","1990","North Rhine-Westphalia","direct migration background","337","0.545064275496075","0.5074704065688","0.58265814442335"
"Rarely","1990","North Rhine-Westphalia","indirect migration background","43","0.514894569408848","0.408647771009641","0.621141367808055"
"Rarely","1990","Hesse","no migration background","287","0.461723446598893","0.421998428879896","0.501448464317891"
"Rarely","1990","Hesse","direct migration background","136","0.384441298945877","0.333331023168346","0.435551574723408"
"Rarely","1990","Hesse","indirect migration background","13","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no migration background","243","0.433174899346128","0.391381529558847","0.474968269133409"
"Rarely","1990","Rhineland-Palatinate,Saarland","direct migration background","70","0.556536914793572","0.467278260392849","0.645795569194295"
"Rarely","1990","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Rarely","1990","Baden-Württemberg","no migration background","498","0.469263526783643","0.438874549776894","0.499652503790392"
"Rarely","1990","Baden-Württemberg","direct migration background","342","0.524029033067017","0.486546942167604","0.561511123966431"
"Rarely","1990","Baden-Württemberg","indirect migration background","43","0.681487157812464","0.574611457671417","0.78836285795351"
"Rarely","1990","Bavaria","no migration background","574","0.48040922684686","0.451950948360585","0.508867505333134"
"Rarely","1990","Bavaria","direct migration background","152","0.374287107336717","0.324227106517167","0.424347108156267"
"Rarely","1990","Bavaria","indirect migration background","27","","",""
"Rarely","1990","Berlin","no migration background","88","0.392657605937395","0.327683243033271","0.45763196884152"
"Rarely","1990","Berlin","direct migration background","39","0.473557849491354","0.375696784411197","0.571418914571511"
"Rarely","1990","Berlin","indirect migration background","9","","",""
"Rarely","1990","Brandenburg","no migration background","","","",""
"Rarely","1990","Brandenburg","direct migration background","","","",""
"Rarely","1990","Brandenburg","indirect migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1990","Saxony","no migration background","","","",""
"Rarely","1990","Saxony","direct migration background","","","",""
"Rarely","1990","Saxony","indirect migration background","","","",""
"Rarely","1990","Saxony-Anhalt","no migration background","","","",""
"Rarely","1990","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1990","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1990","Thuringia","no migration background","","","",""
"Rarely","1990","Thuringia","direct migration background","","","",""
"Rarely","1990","Thuringia","indirect migration background","","","",""
"Never","1990","Schleswig-Holstein","no migration background","14","","",""
"Never","1990","Schleswig-Holstein","direct migration background","8","","",""
"Never","1990","Schleswig-Holstein","indirect migration background","2","","",""
"Never","1990","Hamburg","no migration background","11","","",""
"Never","1990","Hamburg","direct migration background","13","","",""
"Never","1990","Hamburg","indirect migration background","","","",""
"Never","1990","Lower Saxony","no migration background","79","0.109339071545047","0.0877549583566622","0.130923184733432"
"Never","1990","Lower Saxony","direct migration background","23","","",""
"Never","1990","Lower Saxony","indirect migration background","4","","",""
"Never","1990","Bremen","no migration background","9","","",""
"Never","1990","Bremen","direct migration background","8","","",""
"Never","1990","Bremen","indirect migration background","1","","",""
"Never","1990","North Rhine-Westphalia","no migration background","134","0.0876362075604049","0.0746059015171253","0.100666513603684"
"Never","1990","North Rhine-Westphalia","direct migration background","165","0.210758018824946","0.17996762204133","0.241548415608562"
"Never","1990","North Rhine-Westphalia","indirect migration background","9","","",""
"Never","1990","Hesse","no migration background","44","0.100708261821282","0.0767280367122403","0.124688486930324"
"Never","1990","Hesse","direct migration background","116","0.223970762496073","0.180168839708928","0.267772685283218"
"Never","1990","Hesse","indirect migration background","6","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no migration background","68","0.141078488972791","0.111718333528439","0.170438644417142"
"Never","1990","Rhineland-Palatinate,Saarland","direct migration background","22","","",""
"Never","1990","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Never","1990","Baden-Württemberg","no migration background","85","0.0964339307509096","0.0784591705597922","0.114408690942027"
"Never","1990","Baden-Württemberg","direct migration background","133","0.153451281216178","0.126401289185076","0.18050127324728"
"Never","1990","Baden-Württemberg","indirect migration background","4","","",""
"Never","1990","Bavaria","no migration background","74","0.0709960282171397","0.0563675869666023","0.0856244694676772"
"Never","1990","Bavaria","direct migration background","51","0.108791348075759","0.0765815692336891","0.141001126917829"
"Never","1990","Bavaria","indirect migration background","3","","",""
"Never","1990","Berlin","no migration background","20","","",""
"Never","1990","Berlin","direct migration background","48","0.27055305913384","0.183482532929884","0.357623585337797"
"Never","1990","Berlin","indirect migration background","5","","",""
"Never","1990","Brandenburg","no migration background","","","",""
"Never","1990","Brandenburg","direct migration background","","","",""
"Never","1990","Brandenburg","indirect migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1990","Saxony","no migration background","","","",""
"Never","1990","Saxony","direct migration background","","","",""
"Never","1990","Saxony","indirect migration background","","","",""
"Never","1990","Saxony-Anhalt","no migration background","","","",""
"Never","1990","Saxony-Anhalt","direct migration background","","","",""
"Never","1990","Saxony-Anhalt","indirect migration background","","","",""
"Never","1990","Thuringia","no migration background","","","",""
"Never","1990","Thuringia","direct migration background","","","",""
"Never","1990","Thuringia","indirect migration background","","","",""
"Daily","1991","Schleswig-Holstein","no migration background","","","",""
"Daily","1991","Schleswig-Holstein","direct migration background","","","",""
"Daily","1991","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1991","Hamburg","no migration background","","","",""
"Daily","1991","Hamburg","direct migration background","","","",""
"Daily","1991","Hamburg","indirect migration background","","","",""
"Daily","1991","Lower Saxony","no migration background","","","",""
"Daily","1991","Lower Saxony","direct migration background","","","",""
"Daily","1991","Lower Saxony","indirect migration background","","","",""
"Daily","1991","Bremen","no migration background","","","",""
"Daily","1991","Bremen","direct migration background","","","",""
"Daily","1991","Bremen","indirect migration background","","","",""
"Daily","1991","North Rhine-Westphalia","no migration background","","","",""
"Daily","1991","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1991","Hesse","no migration background","","","",""
"Daily","1991","Hesse","direct migration background","","","",""
"Daily","1991","Hesse","indirect migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1991","Baden-Württemberg","no migration background","","","",""
"Daily","1991","Baden-Württemberg","direct migration background","","","",""
"Daily","1991","Baden-Württemberg","indirect migration background","","","",""
"Daily","1991","Bavaria","no migration background","","","",""
"Daily","1991","Bavaria","direct migration background","","","",""
"Daily","1991","Bavaria","indirect migration background","","","",""
"Daily","1991","Berlin","no migration background","","","",""
"Daily","1991","Berlin","direct migration background","","","",""
"Daily","1991","Berlin","indirect migration background","","","",""
"Daily","1991","Brandenburg","no migration background","","","",""
"Daily","1991","Brandenburg","direct migration background","","","",""
"Daily","1991","Brandenburg","indirect migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1991","Saxony","no migration background","","","",""
"Daily","1991","Saxony","direct migration background","","","",""
"Daily","1991","Saxony","indirect migration background","","","",""
"Daily","1991","Saxony-Anhalt","no migration background","","","",""
"Daily","1991","Saxony-Anhalt","direct migration background","","","",""
"Daily","1991","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1991","Thuringia","no migration background","","","",""
"Daily","1991","Thuringia","direct migration background","","","",""
"Daily","1991","Thuringia","indirect migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1991","Hamburg","no migration background","","","",""
"Min 1x per week","1991","Hamburg","direct migration background","","","",""
"Min 1x per week","1991","Hamburg","indirect migration background","","","",""
"Min 1x per week","1991","Lower Saxony","no migration background","","","",""
"Min 1x per week","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Bremen","no migration background","","","",""
"Min 1x per week","1991","Bremen","direct migration background","","","",""
"Min 1x per week","1991","Bremen","indirect migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1991","Hesse","no migration background","","","",""
"Min 1x per week","1991","Hesse","direct migration background","","","",""
"Min 1x per week","1991","Hesse","indirect migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1991","Bavaria","no migration background","","","",""
"Min 1x per week","1991","Bavaria","direct migration background","","","",""
"Min 1x per week","1991","Bavaria","indirect migration background","","","",""
"Min 1x per week","1991","Berlin","no migration background","","","",""
"Min 1x per week","1991","Berlin","direct migration background","","","",""
"Min 1x per week","1991","Berlin","indirect migration background","","","",""
"Min 1x per week","1991","Brandenburg","no migration background","","","",""
"Min 1x per week","1991","Brandenburg","direct migration background","","","",""
"Min 1x per week","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1991","Saxony","no migration background","","","",""
"Min 1x per week","1991","Saxony","direct migration background","","","",""
"Min 1x per week","1991","Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1991","Thuringia","no migration background","","","",""
"Min 1x per week","1991","Thuringia","direct migration background","","","",""
"Min 1x per week","1991","Thuringia","indirect migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1991","Hamburg","no migration background","","","",""
"Min 1x per month","1991","Hamburg","direct migration background","","","",""
"Min 1x per month","1991","Hamburg","indirect migration background","","","",""
"Min 1x per month","1991","Lower Saxony","no migration background","","","",""
"Min 1x per month","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Bremen","no migration background","","","",""
"Min 1x per month","1991","Bremen","direct migration background","","","",""
"Min 1x per month","1991","Bremen","indirect migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1991","Hesse","no migration background","","","",""
"Min 1x per month","1991","Hesse","direct migration background","","","",""
"Min 1x per month","1991","Hesse","indirect migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1991","Bavaria","no migration background","","","",""
"Min 1x per month","1991","Bavaria","direct migration background","","","",""
"Min 1x per month","1991","Bavaria","indirect migration background","","","",""
"Min 1x per month","1991","Berlin","no migration background","","","",""
"Min 1x per month","1991","Berlin","direct migration background","","","",""
"Min 1x per month","1991","Berlin","indirect migration background","","","",""
"Min 1x per month","1991","Brandenburg","no migration background","","","",""
"Min 1x per month","1991","Brandenburg","direct migration background","","","",""
"Min 1x per month","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1991","Saxony","no migration background","","","",""
"Min 1x per month","1991","Saxony","direct migration background","","","",""
"Min 1x per month","1991","Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1991","Thuringia","no migration background","","","",""
"Min 1x per month","1991","Thuringia","direct migration background","","","",""
"Min 1x per month","1991","Thuringia","indirect migration background","","","",""
"Rarely","1991","Schleswig-Holstein","no migration background","","","",""
"Rarely","1991","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1991","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1991","Hamburg","no migration background","","","",""
"Rarely","1991","Hamburg","direct migration background","","","",""
"Rarely","1991","Hamburg","indirect migration background","","","",""
"Rarely","1991","Lower Saxony","no migration background","","","",""
"Rarely","1991","Lower Saxony","direct migration background","","","",""
"Rarely","1991","Lower Saxony","indirect migration background","","","",""
"Rarely","1991","Bremen","no migration background","","","",""
"Rarely","1991","Bremen","direct migration background","","","",""
"Rarely","1991","Bremen","indirect migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1991","Hesse","no migration background","","","",""
"Rarely","1991","Hesse","direct migration background","","","",""
"Rarely","1991","Hesse","indirect migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1991","Baden-Württemberg","no migration background","","","",""
"Rarely","1991","Baden-Württemberg","direct migration background","","","",""
"Rarely","1991","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1991","Bavaria","no migration background","","","",""
"Rarely","1991","Bavaria","direct migration background","","","",""
"Rarely","1991","Bavaria","indirect migration background","","","",""
"Rarely","1991","Berlin","no migration background","","","",""
"Rarely","1991","Berlin","direct migration background","","","",""
"Rarely","1991","Berlin","indirect migration background","","","",""
"Rarely","1991","Brandenburg","no migration background","","","",""
"Rarely","1991","Brandenburg","direct migration background","","","",""
"Rarely","1991","Brandenburg","indirect migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1991","Saxony","no migration background","","","",""
"Rarely","1991","Saxony","direct migration background","","","",""
"Rarely","1991","Saxony","indirect migration background","","","",""
"Rarely","1991","Saxony-Anhalt","no migration background","","","",""
"Rarely","1991","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1991","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1991","Thuringia","no migration background","","","",""
"Rarely","1991","Thuringia","direct migration background","","","",""
"Rarely","1991","Thuringia","indirect migration background","","","",""
"Never","1991","Schleswig-Holstein","no migration background","","","",""
"Never","1991","Schleswig-Holstein","direct migration background","","","",""
"Never","1991","Schleswig-Holstein","indirect migration background","","","",""
"Never","1991","Hamburg","no migration background","","","",""
"Never","1991","Hamburg","direct migration background","","","",""
"Never","1991","Hamburg","indirect migration background","","","",""
"Never","1991","Lower Saxony","no migration background","","","",""
"Never","1991","Lower Saxony","direct migration background","","","",""
"Never","1991","Lower Saxony","indirect migration background","","","",""
"Never","1991","Bremen","no migration background","","","",""
"Never","1991","Bremen","direct migration background","","","",""
"Never","1991","Bremen","indirect migration background","","","",""
"Never","1991","North Rhine-Westphalia","no migration background","","","",""
"Never","1991","North Rhine-Westphalia","direct migration background","","","",""
"Never","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1991","Hesse","no migration background","","","",""
"Never","1991","Hesse","direct migration background","","","",""
"Never","1991","Hesse","indirect migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1991","Baden-Württemberg","no migration background","","","",""
"Never","1991","Baden-Württemberg","direct migration background","","","",""
"Never","1991","Baden-Württemberg","indirect migration background","","","",""
"Never","1991","Bavaria","no migration background","","","",""
