"pli0082","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1993","Not Working","Male","","","","","5"
"Never","1993","Not Working","Female","","","","","5"
"Rarely","1993","Full Time","Male","","","","","4"
"Rarely","1993","Full Time","Female","","","","","4"
"Rarely","1993","Part Time","Male","","","","","4"
"Rarely","1993","Part Time","Female","","","","","4"
"Rarely","1993","Not Working","Male","","","","","4"
"Rarely","1993","Not Working","Female","","","","","4"
"Daily","1994","Full Time","Male","","","","","1"
"Daily","1994","Full Time","Female","","","","","1"
"Daily","1994","Part Time","Male","","","","","1"
"Daily","1994","Part Time","Female","","","","","1"
"Daily","1994","Not Working","Male","","","","","1"
"Daily","1994","Not Working","Female","","","","","1"
"Min 1x per month","1994","Full Time","Female","","","","","3"
"Min 1x per month","1994","Full Time","Male","","","","","3"
"Min 1x per month","1994","Part Time","Male","","","","","3"
"Min 1x per month","1994","Part Time","Female","","","","","3"
"Min 1x per month","1994","Not Working","Female","","","","","3"
"Min 1x per month","1994","Not Working","Male","","","","","3"
"Min 1x per week","1994","Full Time","Male","","","","","2"
"Min 1x per week","1994","Full Time","Female","","","","","2"
"Min 1x per week","1994","Part Time","Male","","","","","2"
"Min 1x per week","1994","Part Time","Female","","","","","2"
"Min 1x per week","1994","Not Working","Female","","","","","2"
"Min 1x per week","1994","Not Working","Male","","","","","2"
"Never","1994","Full Time","Male","","","","","5"
"Never","1994","Full Time","Female","","","","","5"
"Never","1994","Part Time","Male","","","","","5"
"Never","1994","Part Time","Female","","","","","5"
"Never","1994","Not Working","Male","","","","","5"
"Never","1994","Not Working","Female","","","","","5"
"Rarely","1994","Full Time","Female","","","","","4"
"Rarely","1994","Full Time","Male","","","","","4"
"Rarely","1994","Part Time","Female","","","","","4"
"Rarely","1994","Part Time","Male","","","","","4"
"Rarely","1994","Not Working","Male","","","","","4"
"Rarely","1994","Not Working","Female","","","","","4"
"Daily","1995","Full Time","Male","3","","","","1"
"Daily","1995","Full Time","Female","2","","","","1"
"Daily","1995","Part Time","Male","1","","","","1"
"Daily","1995","Part Time","Female","1","","","","1"
"Daily","1995","Not Working","Male","6","","","","1"
"Daily","1995","Not Working","Female","7","","","","1"
"Min 1x per month","1995","Full Time","Male","1183","0.320872135263113","0.30626447317027","0.335479797355956","3"
"Min 1x per month","1995","Full Time","Female","574","0.292828928261689","0.272708554408841","0.312949302114536","3"
"Min 1x per month","1995","Part Time","Male","236","0.29557321517773","0.264951885599383","0.326194544756077","3"
"Min 1x per month","1995","Part Time","Female","485","0.292751851761708","0.271384054688016","0.314119648835401","3"
"Min 1x per month","1995","Not Working","Male","408","0.248979090847378","0.227960902816923","0.269997278877833","3"
"Min 1x per month","1995","Not Working","Female","732","0.238755929794397","0.223924477661475","0.253587381927319","3"
"Min 1x per week","1995","Full Time","Male","214","0.062414928665732","0.0548450569789698","0.0699848003524942","2"
"Min 1x per week","1995","Full Time","Female","82","0.0444464835374365","0.0353344979418344","0.0535584691330387","2"
"Min 1x per week","1995","Part Time","Male","56","0.0986029963902855","0.0785962398724968","0.118609752908074","2"
"Min 1x per week","1995","Part Time","Female","117","0.0695112343074844","0.057568408914585","0.0814540597003838","2"
"Min 1x per week","1995","Not Working","Male","105","0.0719335842671247","0.059374927267742","0.0844922412665074","2"
"Min 1x per week","1995","Not Working","Female","143","0.0483997720989576","0.0409336763224785","0.0558658678754368","2"
"Never","1995","Full Time","Male","311","0.0641437473069139","0.0564768318533607","0.0718106627604671","5"
"Never","1995","Full Time","Female","143","0.0673245308817702","0.0562450666760252","0.0784039950875152","5"
"Never","1995","Part Time","Male","110","0.103431426775823","0.0829956293446345","0.123867224207012","5"
"Never","1995","Part Time","Female","186","0.0884357925878873","0.0751026757746662","0.101768909401108","5"
"Never","1995","Not Working","Male","297","0.188581256540369","0.169567864602801","0.207594648477937","5"
"Never","1995","Not Working","Female","607","0.214607265167679","0.200324566301987","0.228889964033371","5"
"Rarely","1995","Full Time","Female","1164","0.594200031304022","0.572488565074487","0.615911497533556","4"
"Rarely","1995","Full Time","Male","2212","0.552243700397395","0.536683142115183","0.567804258679607","4"
"Rarely","1995","Part Time","Male","450","0.502015805542098","0.468462133894665","0.535569477189531","4"
"Rarely","1995","Part Time","Female","953","0.548331336134327","0.524961507437445","0.571701164831209","4"
"Rarely","1995","Not Working","Male","810","0.484887201360748","0.46059542069176","0.509178982029735","4"
"Rarely","1995","Not Working","Female","1685","0.495844175092622","0.478450168420354","0.513238181764889","4"
"Daily","1996","Full Time","Male","","","","","1"
"Daily","1996","Full Time","Female","","","","","1"
"Daily","1996","Part Time","Male","","","","","1"
"Daily","1996","Part Time","Female","","","","","1"
"Daily","1996","Not Working","Male","","","","","1"
"Daily","1996","Not Working","Female","","","","","1"
"Min 1x per month","1996","Full Time","Male","","","","","3"
"Min 1x per month","1996","Full Time","Female","","","","","3"
"Min 1x per month","1996","Part Time","Male","","","","","3"
"Min 1x per month","1996","Part Time","Female","","","","","3"
"Min 1x per month","1996","Not Working","Male","","","","","3"
"Min 1x per month","1996","Not Working","Female","","","","","3"
"Min 1x per week","1996","Full Time","Male","","","","","2"
"Min 1x per week","1996","Full Time","Female","","","","","2"
"Min 1x per week","1996","Part Time","Male","","","","","2"
"Min 1x per week","1996","Not Working","Male","","","","","2"
"Min 1x per week","1996","Part Time","Female","","","","","2"
"Min 1x per week","1996","Not Working","Female","","","","","2"
"Never","1996","Full Time","Male","","","","","5"
"Never","1996","Full Time","Female","","","","","5"
"Never","1996","Part Time","Male","","","","","5"
"Never","1996","Part Time","Female","","","","","5"
"Never","1996","Not Working","Male","","","","","5"
"Never","1996","Not Working","Female","","","","","5"
"Rarely","1996","Full Time","Female","","","","","4"
"Rarely","1996","Full Time","Male","","","","","4"
"Rarely","1996","Part Time","Male","","","","","4"
"Rarely","1996","Part Time","Female","","","","","4"
"Rarely","1996","Not Working","Male","","","","","4"
"Rarely","1996","Not Working","Female","","","","","4"
"Daily","1997","Full Time","Male","","","","","1"
"Daily","1997","Full Time","Female","","","","","1"
"Daily","1997","Part Time","Male","","","","","1"
"Daily","1997","Part Time","Female","","","","","1"
"Daily","1997","Not Working","Male","","","","","1"
"Daily","1997","Not Working","Female","","","","","1"
"Min 1x per month","1997","Full Time","Male","","","","","3"
"Min 1x per month","1997","Full Time","Female","","","","","3"
"Min 1x per month","1997","Part Time","Male","","","","","3"
"Min 1x per month","1997","Part Time","Female","","","","","3"
"Min 1x per month","1997","Not Working","Male","","","","","3"
"Min 1x per month","1997","Not Working","Female","","","","","3"
"Min 1x per week","1997","Full Time","Male","","","","","2"
"Min 1x per week","1997","Full Time","Female","","","","","2"
"Min 1x per week","1997","Part Time","Male","","","","","2"
"Min 1x per week","1997","Part Time","Female","","","","","2"
"Min 1x per week","1997","Not Working","Female","","","","","2"
"Min 1x per week","1997","Not Working","Male","","","","","2"
"Never","1997","Full Time","Male","","","","","5"
"Never","1997","Full Time","Female","","","","","5"
"Never","1997","Part Time","Male","","","","","5"
"Never","1997","Part Time","Female","","","","","5"
"Never","1997","Not Working","Male","","","","","5"
"Never","1997","Not Working","Female","","","","","5"
"Rarely","1997","Full Time","Male","","","","","4"
"Rarely","1997","Part Time","Male","","","","","4"
"Rarely","1997","Full Time","Female","","","","","4"
"Rarely","1997","Part Time","Female","","","","","4"
"Rarely","1997","Not Working","Male","","","","","4"
"Rarely","1997","Not Working","Female","","","","","4"
"Daily","1998","Full Time","Male","3","","","","1"
"Daily","1998","Full Time","Female","2","","","","1"
"Daily","1998","Part Time","Male","","","","","1"
"Daily","1998","Part Time","Female","1","","","","1"
"Daily","1998","Not Working","Female","1","","","","1"
"Daily","1998","Not Working","Male","7","","","","1"
"Min 1x per month","1998","Full Time","Male","1061","0.279506654785151","0.265531496580644","0.293481812989658","3"
"Min 1x per month","1998","Full Time","Female","518","0.273208866501984","0.253795759785663","0.292621973218305","3"
"Min 1x per month","1998","Part Time","Male","240","0.241701875576359","0.215180804867433","0.268222946285286","3"
"Min 1x per month","1998","Part Time","Female","452","0.256446080426086","0.236569233527711","0.276322927324461","3"
"Min 1x per month","1998","Not Working","Female","766","0.222829553768871","0.208989421736591","0.23666968580115","3"
"Min 1x per month","1998","Not Working","Male","445","0.247729225929587","0.228353924748736","0.267104527110438","3"
"Min 1x per week","1998","Full Time","Male","198","0.051885915617809","0.0449787366102393","0.0587930946253787","2"
"Min 1x per week","1998","Full Time","Female","79","0.0348555975076562","0.0268650736772516","0.0428461213380608","2"
"Min 1x per week","1998","Part Time","Male","46","0.0513484461445939","0.0376759419130251","0.0650209503761628","2"
"Min 1x per week","1998","Part Time","Female","75","0.0404841953813973","0.0315127576223081","0.0494556331404865","2"
"Min 1x per week","1998","Not Working","Male","107","0.0649740432313707","0.0539115116213336","0.0760365748414078","2"
"Min 1x per week","1998","Not Working","Female","170","0.0515721169688181","0.0442167332253797","0.0589275007122564","2"
"Never","1998","Full Time","Male","269","0.0657697072614845","0.0580502707998319","0.0734891437231371","5"
"Never","1998","Full Time","Female","122","0.05312798537917","0.0433567347879064","0.0628992359704336","5"
"Never","1998","Part Time","Male","98","0.0992929120134755","0.080766898935419","0.117818925091532","5"
"Never","1998","Part Time","Female","145","0.070616235410448","0.0589550406837904","0.0822774301371055","5"
"Never","1998","Not Working","Male","290","0.145167928320461","0.129357323350729","0.160978533290193","5"
"Never","1998","Not Working","Female","582","0.180947075667439","0.168143612207562","0.193750539127316","5"
"Rarely","1998","Full Time","Male","2430","0.602439156428478","0.587198486154018","0.617679826702938","4"
"Rarely","1998","Full Time","Female","1303","0.638378089025076","0.617446162985162","0.65931001506499","4"
"Rarely","1998","Part Time","Male","617","0.607656766265571","0.577409000240244","0.637904532290898","4"
"Rarely","1998","Part Time","Female","1181","0.632327445446117","0.610379450651389","0.654275440240845","4"
"Rarely","1998","Not Working","Female","1954","0.544069595051435","0.527505328704645","0.560633861398226","4"
"Rarely","1998","Not Working","Male","1058","0.539380701411431","0.517009386502547","0.561752016320314","4"
"Daily","1999","Full Time","Male","","","","","1"
"Daily","1999","Full Time","Female","","","","","1"
"Daily","1999","Part Time","Male","","","","","1"
"Daily","1999","Part Time","Female","","","","","1"
"Daily","1999","Not Working","Female","","","","","1"
"Daily","1999","Not Working","Male","","","","","1"
"Min 1x per month","1999","Full Time","Male","","","","","3"
"Min 1x per month","1999","Full Time","Female","","","","","3"
"Min 1x per month","1999","Part Time","Male","","","","","3"
"Min 1x per month","1999","Part Time","Female","","","","","3"
"Min 1x per month","1999","Not Working","Female","","","","","3"
"Min 1x per month","1999","Not Working","Male","","","","","3"
"Min 1x per week","1999","Full Time","Male","","","","","2"
"Min 1x per week","1999","Full Time","Female","","","","","2"
"Min 1x per week","1999","Part Time","Male","","","","","2"
"Min 1x per week","1999","Part Time","Female","","","","","2"
"Min 1x per week","1999","Not Working","Female","","","","","2"
"Min 1x per week","1999","Not Working","Male","","","","","2"
"Never","1999","Full Time","Female","","","","","5"
"Never","1999","Full Time","Male","","","","","5"
"Never","1999","Part Time","Male","","","","","5"
"Never","1999","Part Time","Female","","","","","5"
"Never","1999","Not Working","Male","","","","","5"
"Never","1999","Not Working","Female","","","","","5"
"Rarely","1999","Full Time","Male","","","","","4"
"Rarely","1999","Full Time","Female","","","","","4"
"Rarely","1999","Part Time","Male","","","","","4"
"Rarely","1999","Part Time","Female","","","","","4"
"Rarely","1999","Not Working","Male","","","","","4"
"Rarely","1999","Not Working","Female","","","","","4"
"Daily","2000","Full Time","Male","","","","","1"
"Daily","2000","Full Time","Female","","","","","1"
"Daily","2000","Part Time","Male","","","","","1"
"Daily","2000","Part Time","Female","","","","","1"
"Daily","2000","Not Working","Male","","","","","1"
"Daily","2000","Not Working","Female","","","","","1"
"Min 1x per month","2000","Full Time","Male","","","","","3"
"Min 1x per month","2000","Full Time","Female","","","","","3"
"Min 1x per month","2000","Part Time","Male","","","","","3"
"Min 1x per month","2000","Part Time","Female","","","","","3"
"Min 1x per month","2000","Not Working","Male","","","","","3"
"Min 1x per month","2000","Not Working","Female","","","","","3"
"Min 1x per week","2000","Full Time","Male","","","","","2"
"Min 1x per week","2000","Full Time","Female","","","","","2"
"Min 1x per week","2000","Part Time","Male","","","","","2"
"Min 1x per week","2000","Part Time","Female","","","","","2"
"Min 1x per week","2000","Not Working","Male","","","","","2"
"Min 1x per week","2000","Not Working","Female","","","","","2"
"Never","2000","Full Time","Male","","","","","5"
"Never","2000","Full Time","Female","","","","","5"
"Never","2000","Part Time","Male","","","","","5"
"Never","2000","Part Time","Female","","","","","5"
"Never","2000","Not Working","Male","","","","","5"
"Never","2000","Not Working","Female","","","","","5"
"Rarely","2000","Full Time","Male","","","","","4"
"Rarely","2000","Full Time","Female","","","","","4"
"Rarely","2000","Part Time","Male","","","","","4"
"Rarely","2000","Part Time","Female","","","","","4"
"Rarely","2000","Not Working","Male","","","","","4"
"Rarely","2000","Not Working","Female","","","","","4"
"Daily","2001","Full Time","Male","","","","","1"
"Daily","2001","Full Time","Female","","","","","1"
"Daily","2001","Part Time","Male","","","","","1"
"Daily","2001","Part Time","Female","","","","","1"
"Daily","2001","Not Working","Female","","","","","1"
"Daily","2001","Not Working","Male","","","","","1"
"Min 1x per month","2001","Full Time","Male","","","","","3"
"Min 1x per month","2001","Full Time","Female","","","","","3"
"Min 1x per month","2001","Part Time","Male","","","","","3"
"Min 1x per month","2001","Part Time","Female","","","","","3"
"Min 1x per month","2001","Not Working","Male","","","","","3"
"Min 1x per month","2001","Not Working","Female","","","","","3"
"Min 1x per week","2001","Full Time","Female","","","","","2"
"Min 1x per week","2001","Full Time","Male","","","","","2"
"Min 1x per week","2001","Part Time","Male","","","","","2"
"Min 1x per week","2001","Part Time","Female","","","","","2"
"Min 1x per week","2001","Not Working","Male","","","","","2"
"Min 1x per week","2001","Not Working","Female","","","","","2"
"Never","2001","Full Time","Female","","","","","5"
"Never","2001","Full Time","Male","","","","","5"
"Never","2001","Part Time","Male","","","","","5"
"Never","2001","Part Time","Female","","","","","5"
"Never","2001","Not Working","Male","","","","","5"
"Never","2001","Not Working","Female","","","","","5"
"Rarely","2001","Full Time","Male","","","","","4"
"Rarely","2001","Full Time","Female","","","","","4"
"Rarely","2001","Part Time","Male","","","","","4"
"Rarely","2001","Not Working","Male","","","","","4"
"Rarely","2001","Part Time","Female","","","","","4"
"Rarely","2001","Not Working","Female","","","","","4"
"Daily","2002","Full Time","Male","","","","","1"
"Daily","2002","Full Time","Female","","","","","1"
"Daily","2002","Part Time","Male","","","","","1"
"Daily","2002","Part Time","Female","","","","","1"
"Daily","2002","Not Working","Female","","","","","1"
"Daily","2002","Not Working","Male","","","","","1"
"Min 1x per month","2002","Full Time","Male","","","","","3"
"Min 1x per month","2002","Full Time","Female","","","","","3"
"Min 1x per month","2002","Part Time","Male","","","","","3"
"Min 1x per month","2002","Part Time","Female","","","","","3"
"Min 1x per month","2002","Not Working","Male","","","","","3"
"Min 1x per month","2002","Not Working","Female","","","","","3"
"Min 1x per week","2002","Full Time","Male","","","","","2"
"Min 1x per week","2002","Full Time","Female","","","","","2"
"Min 1x per week","2002","Part Time","Male","","","","","2"
"Min 1x per week","2002","Part Time","Female","","","","","2"
"Min 1x per week","2002","Not Working","Female","","","","","2"
"Min 1x per week","2002","Not Working","Male","","","","","2"
"Never","2002","Full Time","Male","","","","","5"
"Never","2002","Full Time","Female","","","","","5"
"Never","2002","Part Time","Male","","","","","5"
"Never","2002","Part Time","Female","","","","","5"
"Never","2002","Not Working","Male","","","","","5"
"Never","2002","Not Working","Female","","","","","5"
"Rarely","2002","Full Time","Male","","","","","4"
"Rarely","2002","Full Time","Female","","","","","4"
"Rarely","2002","Part Time","Male","","","","","4"
"Rarely","2002","Part Time","Female","","","","","4"
"Rarely","2002","Not Working","Male","","","","","4"
"Rarely","2002","Not Working","Female","","","","","4"
"Daily","2003","Full Time","Male","2","","","","1"
"Daily","2003","Full Time","Female","","","","","1"
"Daily","2003","Part Time","Male","2","","","","1"
"Daily","2003","Part Time","Female","","","","","1"
"Daily","2003","Not Working","Male","7","","","","1"
"Daily","2003","Not Working","Female","8","","","","1"
"Min 1x per month","2003","Full Time","Male","1728","0.277097242575536","0.265729787388083","0.28846469776299","3"
"Min 1x per month","2003","Full Time","Female","769","0.254694003409738","0.238937030604573","0.270450976214902","3"
"Min 1x per month","2003","Part Time","Male","408","0.273084120664752","0.250824432150066","0.295343809179438","3"
"Min 1x per month","2003","Part Time","Female","951","0.24406701887421","0.229996737808575","0.258137299939845","3"
"Min 1x per month","2003","Not Working","Male","715","0.208703698463586","0.194585983400727","0.222821413526445","3"
"Min 1x per month","2003","Not Working","Female","1083","0.203440680547772","0.192255683682898","0.214625677412647","3"
"Min 1x per week","2003","Full Time","Female","133","0.0385922645219386","0.0316259984941076","0.0455585305497696","2"
"Min 1x per week","2003","Full Time","Male","303","0.0531541133062477","0.0474562071072293","0.0588520195052661","2"
"Min 1x per week","2003","Part Time","Male","75","0.0450016771142843","0.0346444276875532","0.0553589265410153","2"
"Min 1x per week","2003","Part Time","Female","145","0.0361323398704925","0.0300192141768929","0.0422454655640921","2"
"Min 1x per week","2003","Not Working","Female","235","0.0418813356031284","0.036315532778414","0.0474471384278427","2"
"Min 1x per week","2003","Not Working","Male","189","0.0581249216303041","0.0499964739483763","0.0662533693122319","2"
"Never","2003","Full Time","Male","394","0.0783361272095926","0.0715115690558731","0.0851606853633121","5"
"Never","2003","Full Time","Female","205","0.0867388331739535","0.0765599436408053","0.0969177227071017","5"
"Never","2003","Part Time","Male","165","0.128153359677929","0.111453461301524","0.144853258054334","5"
"Never","2003","Part Time","Female","342","0.105625535488142","0.0955573609644276","0.115693710011857","5"
"Never","2003","Not Working","Male","588","0.195044198140714","0.181279005067285","0.208809391214143","5"
"Never","2003","Not Working","Female","937","0.217201620167544","0.205744792132304","0.228658448202784","5"
"Rarely","2003","Full Time","Male","3528","0.591076954368525","0.578590187168745","0.603563721568305","4"
"Rarely","2003","Full Time","Female","1830","0.61997489889437","0.60242036459703","0.63752943319171","4"
"Rarely","2003","Part Time","Male","889","0.551898856389324","0.527053424281805","0.576744288496842","4"
"Rarely","2003","Part Time","Female","2142","0.614175105767155","0.598229250964301","0.630120960570009","4"
"Rarely","2003","Not Working","Female","2713","0.535822862649499","0.521966144025156","0.549679581273843","4"
"Rarely","2003","Not Working","Male","1684","0.535464382613162","0.518138132674822","0.552790632551502","4"
"Daily","2004","Full Time","Male","","","","","1"
"Daily","2004","Full Time","Female","","","","","1"
"Daily","2004","Part Time","Male","","","","","1"
"Daily","2004","Not Working","Male","","","","","1"
"Daily","2004","Part Time","Female","","","","","1"
"Daily","2004","Not Working","Female","","","","","1"
"Min 1x per month","2004","Full Time","Male","","","","","3"
"Min 1x per month","2004","Full Time","Female","","","","","3"
"Min 1x per month","2004","Part Time","Male","","","","","3"
"Min 1x per month","2004","Part Time","Female","","","","","3"
"Min 1x per month","2004","Not Working","Male","","","","","3"
"Min 1x per month","2004","Not Working","Female","","","","","3"
"Min 1x per week","2004","Full Time","Male","","","","","2"
"Min 1x per week","2004","Part Time","Male","","","","","2"
"Min 1x per week","2004","Full Time","Female","","","","","2"
"Min 1x per week","2004","Part Time","Female","","","","","2"
"Min 1x per week","2004","Not Working","Male","","","","","2"
"Min 1x per week","2004","Not Working","Female","","","","","2"
"Never","2004","Full Time","Male","","","","","5"
"Never","2004","Full Time","Female","","","","","5"
"Never","2004","Part Time","Male","","","","","5"
"Never","2004","Part Time","Female","","","","","5"
"Never","2004","Not Working","Male","","","","","5"
"Never","2004","Not Working","Female","","","","","5"
"Rarely","2004","Full Time","Male","","","","","4"
"Rarely","2004","Full Time","Female","","","","","4"
"Rarely","2004","Part Time","Male","","","","","4"
"Rarely","2004","Part Time","Female","","","","","4"
"Rarely","2004","Not Working","Female","","","","","4"
"Rarely","2004","Not Working","Male","","","","","4"
"Daily","2005","Full Time","Male","","","","","1"
"Daily","2005","Full Time","Female","","","","","1"
"Daily","2005","Part Time","Male","","","","","1"
"Daily","2005","Part Time","Female","","","","","1"
"Daily","2005","Not Working","Male","","","","","1"
"Daily","2005","Not Working","Female","","","","","1"
"Min 1x per month","2005","Full Time","Male","","","","","3"
"Min 1x per month","2005","Full Time","Female","","","","","3"
"Min 1x per month","2005","Part Time","Male","","","","","3"
"Min 1x per month","2005","Part Time","Female","","","","","3"
"Min 1x per month","2005","Not Working","Male","","","","","3"
"Min 1x per month","2005","Not Working","Female","","","","","3"
"Min 1x per week","2005","Full Time","Female","","","","","2"
"Min 1x per week","2005","Full Time","Male","","","","","2"
"Min 1x per week","2005","Part Time","Male","","","","","2"
"Min 1x per week","2005","Part Time","Female","","","","","2"
"Min 1x per week","2005","Not Working","Male","","","","","2"
"Min 1x per week","2005","Not Working","Female","","","","","2"
"Never","2005","Full Time","Male","","","","","5"
"Never","2005","Part Time","Male","","","","","5"
"Never","2005","Full Time","Female","","","","","5"
"Never","2005","Part Time","Female","","","","","5"
"Never","2005","Not Working","Male","","","","","5"
"Never","2005","Not Working","Female","","","","","5"
