"pli0082","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","no migration background","(2b) intermediate general qualification","104","0.378979021105871","0.321641031090808","0.436317011120934"
"Min 1x per month","1990","no migration background","(2a) intermediate vocational","405","0.340038636722441","0.312683100001384","0.367394173443498"
"Min 1x per month","1990","no migration background","(2c_gen) general maturity certificate","74","0.314057488200116","0.254073876849251","0.37404109955098"
"Min 1x per month","1990","no migration background","(2c_voc) vocational maturity certificate","135","0.46309059689432","0.406092820642443","0.520088373146197"
"Min 1x per month","1990","no migration background","(3a) lower tertiary education","96","0.431502488108834","0.364354827875345","0.498650148342324"
"Min 1x per month","1990","no migration background","(3b) higher tertiary education","194","0.463556862055998","0.414441895533251","0.512671828578745"
"Min 1x per month","1990","direct migration background","(0) in school","8","","",""
"Min 1x per month","1990","direct migration background","(1a) inadequately completed","93","0.170405357172336","0.140592604491354","0.200218109853318"
"Min 1x per month","1990","direct migration background","(1b) general elementary school","165","0.201385745908873","0.173665124642323","0.229106367175423"
"Min 1x per month","1990","direct migration background","(1c) basic vocational qualification","159","0.28645612614227","0.249243016738171","0.323669235546369"
"Min 1x per month","1990","direct migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per month","1990","direct migration background","(2a) intermediate vocational","38","0.409740243837668","0.310848010208171","0.508632477467166"
"Min 1x per month","1990","direct migration background","(2c_gen) general maturity certificate","21","","",""
"Min 1x per month","1990","direct migration background","(2c_voc) vocational maturity certificate","33","0.327961432628042","0.240228987277104","0.415693877978979"
"Min 1x per month","1990","direct migration background","(3a) lower tertiary education","12","","",""
"Min 1x per month","1990","direct migration background","(3b) higher tertiary education","29","","",""
"Min 1x per month","1990","indirect migration background","(0) in school","4","","",""
"Min 1x per month","1990","indirect migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","indirect migration background","(1b) general elementary school","26","","",""
"Min 1x per month","1990","indirect migration background","(1c) basic vocational qualification","23","","",""
"Min 1x per month","1990","indirect migration background","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1990","indirect migration background","(2a) intermediate vocational","8","","",""
"Min 1x per month","1990","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Min 1x per month","1990","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","indirect migration background","(3b) higher tertiary education","2","","",""
"Rarely","1990","no migration background","(0) in school","65","0.634485405326283","0.540567027272284","0.728403783380281"
"Rarely","1990","no migration background","(1a) inadequately completed","31","0.540791100648976","0.410272023740407","0.671310177557545"
"Rarely","1990","no migration background","(1b) general elementary school","637","0.504280631323038","0.47656357065589","0.531997691990187"
"Rarely","1990","no migration background","(1c) basic vocational qualification","1288","0.481016307258566","0.461774096599873","0.50025851791726"
"Rarely","1990","no migration background","(2b) intermediate general qualification","132","0.466637627147014","0.407674187706991","0.525601066587037"
"Rarely","1990","no migration background","(2a) intermediate vocational","603","0.515981051760478","0.487122807169273","0.544839296351682"
"Rarely","1990","no migration background","(2c_gen) general maturity certificate","130","0.5578731924619","0.493689404635608","0.622056980288193"
"Rarely","1990","no migration background","(2c_voc) vocational maturity certificate","114","0.364592429881625","0.309574475149467","0.419610384613784"
"Rarely","1990","no migration background","(3a) lower tertiary education","76","0.382750335336176","0.316853710769397","0.448646959902955"
"Rarely","1990","no migration background","(3b) higher tertiary education","152","0.400193609514231","0.351938743177591","0.44844847585087"
"Rarely","1990","direct migration background","(0) in school","15","","",""
"Rarely","1990","direct migration background","(1a) inadequately completed","292","0.449183831960156","0.409743289134778","0.488624374785533"
"Rarely","1990","direct migration background","(1b) general elementary school","381","0.504798054803232","0.470238346040647","0.539357763565816"
"Rarely","1990","direct migration background","(1c) basic vocational qualification","268","0.483755972600407","0.442622322290763","0.52488962291005"
"Rarely","1990","direct migration background","(2b) intermediate general qualification","27","","",""
"Rarely","1990","direct migration background","(2a) intermediate vocational","44","0.497729838312646","0.397186843702044","0.598272832923247"
"Rarely","1990","direct migration background","(2c_gen) general maturity certificate","41","0.405981538936391","0.305084014965719","0.506879062907063"
"Rarely","1990","direct migration background","(2c_voc) vocational maturity certificate","48","0.443681309294401","0.350838314474215","0.536524304114588"
"Rarely","1990","direct migration background","(3a) lower tertiary education","10","","",""
"Rarely","1990","direct migration background","(3b) higher tertiary education","23","","",""
"Rarely","1990","indirect migration background","(0) in school","20","","",""
"Rarely","1990","indirect migration background","(1a) inadequately completed","11","","",""
"Rarely","1990","indirect migration background","(1b) general elementary school","39","0.533702593032383","0.428268753565513","0.639136432499252"
"Rarely","1990","indirect migration background","(1c) basic vocational qualification","28","","",""
"Rarely","1990","indirect migration background","(2b) intermediate general qualification","21","","",""
"Rarely","1990","indirect migration background","(2a) intermediate vocational","8","","",""
"Rarely","1990","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Rarely","1990","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1990","no migration background","(0) in school","1","","",""
"Never","1990","no migration background","(1a) inadequately completed","11","","",""
"Never","1990","no migration background","(1b) general elementary school","226","0.206316931875753","0.183884101231889","0.228749762519617"
"Never","1990","no migration background","(1c) basic vocational qualification","206","0.094770445218149","0.0834903171137069","0.106050573322591"
"Never","1990","no migration background","(2b) intermediate general qualification","21","","",""
"Never","1990","no migration background","(2a) intermediate vocational","39","0.0438129829097592","0.0319936032314165","0.0556323625881019"
"Never","1990","no migration background","(2c_gen) general maturity certificate","7","","",""
"Never","1990","no migration background","(2c_voc) vocational maturity certificate","13","","",""
"Never","1990","no migration background","(3a) lower tertiary education","3","","",""
"Never","1990","no migration background","(3b) higher tertiary education","6","","",""
"Never","1990","direct migration background","(0) in school","2","","",""
"Never","1990","direct migration background","(1a) inadequately completed","196","0.334527277981536","0.297115496982841","0.37193905898023"
"Never","1990","direct migration background","(1b) general elementary school","207","0.219430393766094","0.190823264642854","0.248037522889334"
"Never","1990","direct migration background","(1c) basic vocational qualification","104","0.158688608136295","0.128613456767595","0.188763759504995"
"Never","1990","direct migration background","(2b) intermediate general qualification","3","","",""
"Never","1990","direct migration background","(2a) intermediate vocational","5","","",""
"Never","1990","direct migration background","(2c_gen) general maturity certificate","22","","",""
"Never","1990","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Never","1990","direct migration background","(3a) lower tertiary education","2","","",""
"Never","1990","direct migration background","(3b) higher tertiary education","4","","",""
"Never","1990","indirect migration background","(0) in school","8","","",""
"Never","1990","indirect migration background","(1a) inadequately completed","2","","",""
"Never","1990","indirect migration background","(1b) general elementary school","13","","",""
"Never","1990","indirect migration background","(1c) basic vocational qualification","5","","",""
"Never","1990","indirect migration background","(2b) intermediate general qualification","3","","",""
"Never","1990","indirect migration background","(2a) intermediate vocational","1","","",""
"Never","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1990","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Never","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1991","no migration background","(0) in school","","","",""
"Daily","1991","no migration background","(1a) inadequately completed","","","",""
"Daily","1991","no migration background","(1b) general elementary school","","","",""
"Daily","1991","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","no migration background","(2a) intermediate vocational","","","",""
"Daily","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no migration background","(3a) lower tertiary education","","","",""
"Daily","1991","no migration background","(3b) higher tertiary education","","","",""
"Daily","1991","direct migration background","(0) in school","","","",""
"Daily","1991","direct migration background","(1a) inadequately completed","","","",""
"Daily","1991","direct migration background","(1b) general elementary school","","","",""
"Daily","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1991","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1991","indirect migration background","(0) in school","","","",""
"Daily","1991","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1991","indirect migration background","(1b) general elementary school","","","",""
"Daily","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1992","no migration background","(0) in school","","","",""
"Daily","1992","no migration background","(1a) inadequately completed","","","",""
"Daily","1992","no migration background","(1b) general elementary school","","","",""
"Daily","1992","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","no migration background","(2a) intermediate vocational","","","",""
"Daily","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","no migration background","(3a) lower tertiary education","","","",""
"Daily","1992","no migration background","(3b) higher tertiary education","","","",""
"Daily","1992","direct migration background","(0) in school","","","",""
"Daily","1992","direct migration background","(1a) inadequately completed","","","",""
"Daily","1992","direct migration background","(1b) general elementary school","","","",""
"Daily","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1992","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1992","indirect migration background","(0) in school","","","",""
"Daily","1992","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1992","indirect migration background","(1b) general elementary school","","","",""
"Daily","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(0) in school","","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(0) in school","","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","indirect migration background","(0) in school","","","",""
"Min 1x per month","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","indirect migration background","(3a) lower tertiary education","","","",""
