"pli0082","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","lower secondary degree","Male","1073","0.497181991596214","0.476115967849161","0.518248015343268"
"Rarely","1990","lower secondary degree","Female","1192","0.489057741189635","0.468941041654142","0.509174440725128"
"Rarely","1990","secondary school degree","Male","337","0.490551741664205","0.453196949551235","0.527906533777175"
"Rarely","1990","secondary school degree","Female","520","0.511881230996143","0.480791223748156","0.542971238244131"
"Rarely","1990","college entrance qualification","Male","302","0.409226167954665","0.373942721432077","0.444509614477254"
"Rarely","1990","college entrance qualification","Female","204","0.420821390018197","0.375508597231278","0.466134182805117"
"Rarely","1990","Other degree","Male","266","0.394989227526998","0.355610523689892","0.434367931364104"
"Rarely","1990","Other degree","Female","184","0.463552692023724","0.415342343737973","0.511763040309475"
"Rarely","1990","no degree/no degree yet","Male","203","0.563986515947087","0.513996127470237","0.613976904423936"
"Rarely","1990","no degree/no degree yet","Female","228","0.499809503482206","0.454117610809389","0.545501396155022"
"Never","1990","lower secondary degree","Male","207","0.0954121970697869","0.0830343026238969","0.107790091515677"
"Never","1990","lower secondary degree","Female","327","0.159942785443713","0.145191580080666","0.17469399080676"
"Never","1990","secondary school degree","Male","27","","",""
"Never","1990","secondary school degree","Female","46","0.0598316514051834","0.0450799614880206","0.0745833413223462"
"Never","1990","college entrance qualification","Male","23","","",""
"Never","1990","college entrance qualification","Female","14","","",""
"Never","1990","Other degree","Male","151","0.267057151440885","0.231418242524125","0.302696060357646"
"Never","1990","Other degree","Female","114","0.253350219665278","0.211302127690986","0.29539831163957"
"Never","1990","no degree/no degree yet","Male","84","0.137878627337811","0.1031222204726","0.172635034203023"
"Never","1990","no degree/no degree yet","Female","134","0.23605339417057","0.197246775530395","0.274860012810746"
"Daily","1991","lower secondary degree","Male","","","",""
"Daily","1991","lower secondary degree","Female","","","",""
"Daily","1991","secondary school degree","Male","","","",""
"Daily","1991","secondary school degree","Female","","","",""
"Daily","1991","college entrance qualification","Male","","","",""
"Daily","1991","college entrance qualification","Female","","","",""
"Daily","1991","Other degree","Male","","","",""
"Daily","1991","Other degree","Female","","","",""
"Daily","1991","no degree/no degree yet","Male","","","",""
"Daily","1991","no degree/no degree yet","Female","","","",""
"Min 1x per week","1991","lower secondary degree","Male","","","",""
"Min 1x per week","1991","lower secondary degree","Female","","","",""
"Min 1x per week","1991","secondary school degree","Male","","","",""
"Min 1x per week","1991","secondary school degree","Female","","","",""
"Min 1x per week","1991","college entrance qualification","Male","","","",""
"Min 1x per week","1991","college entrance qualification","Female","","","",""
"Min 1x per week","1991","Other degree","Male","","","",""
"Min 1x per week","1991","Other degree","Female","","","",""
"Min 1x per week","1991","no degree/no degree yet","Male","","","",""
"Min 1x per week","1991","no degree/no degree yet","Female","","","",""
"Min 1x per month","1991","lower secondary degree","Male","","","",""
"Min 1x per month","1991","lower secondary degree","Female","","","",""
"Min 1x per month","1991","secondary school degree","Male","","","",""
"Min 1x per month","1991","secondary school degree","Female","","","",""
"Min 1x per month","1991","college entrance qualification","Male","","","",""
"Min 1x per month","1991","college entrance qualification","Female","","","",""
"Min 1x per month","1991","Other degree","Male","","","",""
"Min 1x per month","1991","Other degree","Female","","","",""
"Min 1x per month","1991","no degree/no degree yet","Male","","","",""
"Min 1x per month","1991","no degree/no degree yet","Female","","","",""
"Rarely","1991","lower secondary degree","Male","","","",""
"Rarely","1991","lower secondary degree","Female","","","",""
"Rarely","1991","secondary school degree","Male","","","",""
"Rarely","1991","secondary school degree","Female","","","",""
"Rarely","1991","college entrance qualification","Male","","","",""
"Rarely","1991","college entrance qualification","Female","","","",""
"Rarely","1991","Other degree","Male","","","",""
"Rarely","1991","Other degree","Female","","","",""
"Rarely","1991","no degree/no degree yet","Male","","","",""
"Rarely","1991","no degree/no degree yet","Female","","","",""
"Never","1991","lower secondary degree","Male","","","",""
"Never","1991","lower secondary degree","Female","","","",""
"Never","1991","secondary school degree","Male","","","",""
"Never","1991","secondary school degree","Female","","","",""
"Never","1991","college entrance qualification","Male","","","",""
"Never","1991","college entrance qualification","Female","","","",""
"Never","1991","Other degree","Male","","","",""
"Never","1991","Other degree","Female","","","",""
"Never","1991","no degree/no degree yet","Male","","","",""
"Never","1991","no degree/no degree yet","Female","","","",""
"Daily","1992","lower secondary degree","Male","","","",""
"Daily","1992","lower secondary degree","Female","","","",""
"Daily","1992","secondary school degree","Male","","","",""
"Daily","1992","secondary school degree","Female","","","",""
"Daily","1992","college entrance qualification","Male","","","",""
"Daily","1992","college entrance qualification","Female","","","",""
"Daily","1992","Other degree","Male","","","",""
"Daily","1992","Other degree","Female","","","",""
"Daily","1992","no degree/no degree yet","Male","","","",""
"Daily","1992","no degree/no degree yet","Female","","","",""
"Min 1x per week","1992","lower secondary degree","Male","","","",""
"Min 1x per week","1992","lower secondary degree","Female","","","",""
"Min 1x per week","1992","secondary school degree","Male","","","",""
"Min 1x per week","1992","secondary school degree","Female","","","",""
"Min 1x per week","1992","college entrance qualification","Male","","","",""
"Min 1x per week","1992","college entrance qualification","Female","","","",""
"Min 1x per week","1992","Other degree","Male","","","",""
"Min 1x per week","1992","Other degree","Female","","","",""
"Min 1x per week","1992","no degree/no degree yet","Male","","","",""
"Min 1x per week","1992","no degree/no degree yet","Female","","","",""
"Min 1x per month","1992","lower secondary degree","Male","","","",""
"Min 1x per month","1992","lower secondary degree","Female","","","",""
"Min 1x per month","1992","secondary school degree","Male","","","",""
"Min 1x per month","1992","secondary school degree","Female","","","",""
"Min 1x per month","1992","college entrance qualification","Male","","","",""
"Min 1x per month","1992","college entrance qualification","Female","","","",""
"Min 1x per month","1992","Other degree","Male","","","",""
"Min 1x per month","1992","Other degree","Female","","","",""
"Min 1x per month","1992","no degree/no degree yet","Male","","","",""
"Min 1x per month","1992","no degree/no degree yet","Female","","","",""
"Rarely","1992","lower secondary degree","Male","","","",""
"Rarely","1992","lower secondary degree","Female","","","",""
"Rarely","1992","secondary school degree","Male","","","",""
"Rarely","1992","secondary school degree","Female","","","",""
"Rarely","1992","college entrance qualification","Male","","","",""
"Rarely","1992","college entrance qualification","Female","","","",""
"Rarely","1992","Other degree","Male","","","",""
"Rarely","1992","Other degree","Female","","","",""
"Rarely","1992","no degree/no degree yet","Male","","","",""
"Rarely","1992","no degree/no degree yet","Female","","","",""
"Never","1992","lower secondary degree","Male","","","",""
"Never","1992","lower secondary degree","Female","","","",""
"Never","1992","secondary school degree","Male","","","",""
"Never","1992","secondary school degree","Female","","","",""
"Never","1992","college entrance qualification","Male","","","",""
"Never","1992","college entrance qualification","Female","","","",""
"Never","1992","Other degree","Male","","","",""
"Never","1992","Other degree","Female","","","",""
"Never","1992","no degree/no degree yet","Male","","","",""
"Never","1992","no degree/no degree yet","Female","","","",""
"Daily","1993","lower secondary degree","Male","","","",""
"Daily","1993","lower secondary degree","Female","","","",""
"Daily","1993","secondary school degree","Male","","","",""
"Daily","1993","secondary school degree","Female","","","",""
"Daily","1993","college entrance qualification","Male","","","",""
"Daily","1993","college entrance qualification","Female","","","",""
"Daily","1993","Other degree","Male","","","",""
"Daily","1993","Other degree","Female","","","",""
"Daily","1993","no degree/no degree yet","Male","","","",""
"Daily","1993","no degree/no degree yet","Female","","","",""
"Min 1x per week","1993","lower secondary degree","Male","","","",""
"Min 1x per week","1993","lower secondary degree","Female","","","",""
"Min 1x per week","1993","secondary school degree","Male","","","",""
"Min 1x per week","1993","secondary school degree","Female","","","",""
"Min 1x per week","1993","college entrance qualification","Male","","","",""
"Min 1x per week","1993","college entrance qualification","Female","","","",""
"Min 1x per week","1993","Other degree","Male","","","",""
"Min 1x per week","1993","Other degree","Female","","","",""
"Min 1x per week","1993","no degree/no degree yet","Male","","","",""
"Min 1x per week","1993","no degree/no degree yet","Female","","","",""
"Min 1x per month","1993","lower secondary degree","Male","","","",""
"Min 1x per month","1993","lower secondary degree","Female","","","",""
"Min 1x per month","1993","secondary school degree","Male","","","",""
"Min 1x per month","1993","secondary school degree","Female","","","",""
"Min 1x per month","1993","college entrance qualification","Male","","","",""
"Min 1x per month","1993","college entrance qualification","Female","","","",""
"Min 1x per month","1993","Other degree","Male","","","",""
"Min 1x per month","1993","Other degree","Female","","","",""
"Min 1x per month","1993","no degree/no degree yet","Male","","","",""
"Min 1x per month","1993","no degree/no degree yet","Female","","","",""
"Rarely","1993","lower secondary degree","Male","","","",""
"Rarely","1993","lower secondary degree","Female","","","",""
"Rarely","1993","secondary school degree","Male","","","",""
"Rarely","1993","secondary school degree","Female","","","",""
"Rarely","1993","college entrance qualification","Male","","","",""
"Rarely","1993","college entrance qualification","Female","","","",""
"Rarely","1993","Other degree","Male","","","",""
"Rarely","1993","Other degree","Female","","","",""
"Rarely","1993","no degree/no degree yet","Male","","","",""
"Rarely","1993","no degree/no degree yet","Female","","","",""
"Never","1993","lower secondary degree","Male","","","",""
"Never","1993","lower secondary degree","Female","","","",""
"Never","1993","secondary school degree","Male","","","",""
"Never","1993","secondary school degree","Female","","","",""
"Never","1993","college entrance qualification","Male","","","",""
"Never","1993","college entrance qualification","Female","","","",""
"Never","1993","Other degree","Male","","","",""
"Never","1993","Other degree","Female","","","",""
"Never","1993","no degree/no degree yet","Male","","","",""
"Never","1993","no degree/no degree yet","Female","","","",""
"Daily","1994","lower secondary degree","Male","","","",""
"Daily","1994","lower secondary degree","Female","","","",""
"Daily","1994","secondary school degree","Male","","","",""
"Daily","1994","secondary school degree","Female","","","",""
"Daily","1994","college entrance qualification","Male","","","",""
"Daily","1994","college entrance qualification","Female","","","",""
"Daily","1994","Other degree","Male","","","",""
"Daily","1994","Other degree","Female","","","",""
"Daily","1994","no degree/no degree yet","Male","","","",""
"Daily","1994","no degree/no degree yet","Female","","","",""
"Min 1x per week","1994","lower secondary degree","Male","","","",""
"Min 1x per week","1994","lower secondary degree","Female","","","",""
"Min 1x per week","1994","secondary school degree","Male","","","",""
"Min 1x per week","1994","secondary school degree","Female","","","",""
"Min 1x per week","1994","college entrance qualification","Male","","","",""
"Min 1x per week","1994","college entrance qualification","Female","","","",""
"Min 1x per week","1994","Other degree","Male","","","",""
"Min 1x per week","1994","Other degree","Female","","","",""
"Min 1x per week","1994","no degree/no degree yet","Male","","","",""
"Min 1x per week","1994","no degree/no degree yet","Female","","","",""
"Min 1x per month","1994","lower secondary degree","Male","","","",""
"Min 1x per month","1994","lower secondary degree","Female","","","",""
"Min 1x per month","1994","secondary school degree","Male","","","",""
"Min 1x per month","1994","secondary school degree","Female","","","",""
"Min 1x per month","1994","college entrance qualification","Male","","","",""
"Min 1x per month","1994","college entrance qualification","Female","","","",""
"Min 1x per month","1994","Other degree","Male","","","",""
"Min 1x per month","1994","Other degree","Female","","","",""
"Min 1x per month","1994","no degree/no degree yet","Male","","","",""
"Min 1x per month","1994","no degree/no degree yet","Female","","","",""
"Rarely","1994","lower secondary degree","Male","","","",""
"Rarely","1994","lower secondary degree","Female","","","",""
"Rarely","1994","secondary school degree","Male","","","",""
"Rarely","1994","secondary school degree","Female","","","",""
"Rarely","1994","college entrance qualification","Male","","","",""
"Rarely","1994","college entrance qualification","Female","","","",""
"Rarely","1994","Other degree","Male","","","",""
"Rarely","1994","Other degree","Female","","","",""
"Rarely","1994","no degree/no degree yet","Male","","","",""
"Rarely","1994","no degree/no degree yet","Female","","","",""
"Never","1994","lower secondary degree","Male","","","",""
"Never","1994","lower secondary degree","Female","","","",""
"Never","1994","secondary school degree","Male","","","",""
"Never","1994","secondary school degree","Female","","","",""
"Never","1994","college entrance qualification","Male","","","",""
"Never","1994","college entrance qualification","Female","","","",""
"Never","1994","Other degree","Male","","","",""
"Never","1994","Other degree","Female","","","",""
"Never","1994","no degree/no degree yet","Male","","","",""
"Never","1994","no degree/no degree yet","Female","","","",""
"Daily","1995","lower secondary degree","Male","8","","",""
"Daily","1995","lower secondary degree","Female","4","","",""
"Daily","1995","secondary school degree","Male","1","","",""
"Daily","1995","secondary school degree","Female","2","","",""
"Daily","1995","college entrance qualification","Male","","","",""
"Daily","1995","college entrance qualification","Female","1","","",""
"Daily","1995","Other degree","Male","1","","",""
"Daily","1995","Other degree","Female","1","","",""
"Daily","1995","no degree/no degree yet","Male","","","",""
"Daily","1995","no degree/no degree yet","Female","2","","",""
"Min 1x per week","1995","lower secondary degree","Male","161","0.0730804169386917","0.0630375022144035","0.0831233316629799"
"Min 1x per week","1995","lower secondary degree","Female","122","0.0410372060706598","0.0337050752646659","0.0483693368766538"
"Min 1x per week","1995","secondary school degree","Male","86","0.0637584812117112","0.0515320885036639","0.0759848739197584"
"Min 1x per week","1995","secondary school degree","Female","124","0.0693274868074671","0.0583102827261134","0.0803446908888208"
"Min 1x per week","1995","college entrance qualification","Male","76","0.0816697635452018","0.0654564080568093","0.0978831190335943"
"Min 1x per week","1995","college entrance qualification","Female","55","0.0712963928952421","0.053630254356045","0.0889625314344392"
"Min 1x per week","1995","Other degree","Male","29","","",""
"Min 1x per week","1995","Other degree","Female","18","","",""
"Min 1x per week","1995","no degree/no degree yet","Male","12","","",""
"Min 1x per week","1995","no degree/no degree yet","Female","10","","",""
"Min 1x per month","1995","lower secondary degree","Male","655","0.250047625200376","0.233338010049675","0.266757240351078"
"Min 1x per month","1995","lower secondary degree","Female","621","0.215167762207031","0.199979172473421","0.23035635194064"
"Min 1x per month","1995","secondary school degree","Male","512","0.33855892086389","0.314878025227895","0.362239816499886"
"Min 1x per month","1995","secondary school degree","Female","632","0.296260460476386","0.276455998653211","0.316064922299561"
"Min 1x per month","1995","college entrance qualification","Male","432","0.405235612586097","0.376170695088909","0.434300530083285"
"Min 1x per month","1995","college entrance qualification","Female","324","0.439973964606897","0.405894961317296","0.474052967896497"
"Min 1x per month","1995","Other degree","Male","121","0.205380470244775","0.174131208170468","0.236629732319082"
"Min 1x per month","1995","Other degree","Female","101","0.212235668778261","0.177424588589957","0.247046748966565"
"Min 1x per month","1995","no degree/no degree yet","Male","62","0.177854849362583","0.139458254759248","0.216251443965917"
"Min 1x per month","1995","no degree/no degree yet","Female","70","0.156885689808865","0.124179030860021","0.18959234875771"
"Rarely","1995","lower secondary degree","Male","1436","0.538077427255516","0.518840078542032","0.557314775968999"
"Rarely","1995","lower secondary degree","Female","1559","0.530479583933093","0.512033592157587","0.548925575708599"
"Rarely","1995","secondary school degree","Male","846","0.540220221883145","0.515280261293341","0.565160182472948"
"Rarely","1995","secondary school degree","Female","1162","0.568788359945672","0.547308036824847","0.590268683066497"
"Rarely","1995","college entrance qualification","Male","549","0.475784947291502","0.446218243760007","0.505351650822996"
"Rarely","1995","college entrance qualification","Female","397","0.436870019603264","0.402817462307044","0.470922576899484"
"Rarely","1995","Other degree","Male","344","0.519015266076781","0.480366441589819","0.557664090563743"
"Rarely","1995","Other degree","Female","284","0.517200329608995","0.474657826900792","0.559742832317197"
"Rarely","1995","no degree/no degree yet","Male","212","0.582095801362954","0.532571175445827","0.631620427280082"
"Rarely","1995","no degree/no degree yet","Female","284","0.580601372755767","0.536224793924319","0.624977951587215"
"Never","1995","lower secondary degree","Male","320","0.136117625851309","0.122885710088609","0.149349541614009"
"Never","1995","lower secondary degree","Female","506","0.211452179292468","0.196359701916752","0.226544656668184"
"Never","1995","secondary school degree","Male","89","0.0548773256446025","0.0434807081644167","0.0662739431247884"
"Never","1995","secondary school degree","Female","122","0.0636399630238901","0.0530521413874181","0.074227784660362"
"Never","1995","college entrance qualification","Male","39","0.0373096765771993","0.0260895731738589","0.0485297799805398"
"Never","1995","college entrance qualification","Female","38","0.0515621628404414","0.0363798028280891","0.0667445228527937"
"Never","1995","Other degree","Male","147","0.219383347907677","0.18737219524513","0.251394500570224"
"Never","1995","Other degree","Female","126","0.227711946097102","0.192009931583941","0.263413960610263"
"Never","1995","no degree/no degree yet","Male","95","0.202048218735724","0.161729990363728","0.242366447107719"
"Never","1995","no degree/no degree yet","Female","109","0.231896771424967","0.193942694575748","0.269850848274186"
"Daily","1996","lower secondary degree","Male","","","",""
"Daily","1996","lower secondary degree","Female","","","",""
"Daily","1996","secondary school degree","Male","","","",""
"Daily","1996","secondary school degree","Female","","","",""
"Daily","1996","college entrance qualification","Male","","","",""
"Daily","1996","college entrance qualification","Female","","","",""
"Daily","1996","Other degree","Male","","","",""
"Daily","1996","Other degree","Female","","","",""
"Daily","1996","no degree/no degree yet","Male","","","",""
"Daily","1996","no degree/no degree yet","Female","","","",""
"Min 1x per week","1996","lower secondary degree","Male","","","",""
"Min 1x per week","1996","lower secondary degree","Female","","","",""
"Min 1x per week","1996","secondary school degree","Male","","","",""
"Min 1x per week","1996","secondary school degree","Female","","","",""
"Min 1x per week","1996","college entrance qualification","Male","","","",""
"Min 1x per week","1996","college entrance qualification","Female","","","",""
"Min 1x per week","1996","Other degree","Male","","","",""
"Min 1x per week","1996","Other degree","Female","","","",""
"Min 1x per week","1996","no degree/no degree yet","Male","","","",""
"Min 1x per week","1996","no degree/no degree yet","Female","","","",""
"Min 1x per month","1996","lower secondary degree","Male","","","",""
"Min 1x per month","1996","lower secondary degree","Female","","","",""
"Min 1x per month","1996","secondary school degree","Male","","","",""
"Min 1x per month","1996","secondary school degree","Female","","","",""
"Min 1x per month","1996","college entrance qualification","Male","","","",""
"Min 1x per month","1996","college entrance qualification","Female","","","",""
"Min 1x per month","1996","Other degree","Male","","","",""
"Min 1x per month","1996","Other degree","Female","","","",""
"Min 1x per month","1996","no degree/no degree yet","Male","","","",""
"Min 1x per month","1996","no degree/no degree yet","Female","","","",""
"Rarely","1996","lower secondary degree","Male","","","",""
"Rarely","1996","lower secondary degree","Female","","","",""
"Rarely","1996","secondary school degree","Male","","","",""
"Rarely","1996","secondary school degree","Female","","","",""
"Rarely","1996","college entrance qualification","Male","","","",""
"Rarely","1996","college entrance qualification","Female","","","",""
"Rarely","1996","Other degree","Male","","","",""
"Rarely","1996","Other degree","Female","","","",""
"Rarely","1996","no degree/no degree yet","Male","","","",""
"Rarely","1996","no degree/no degree yet","Female","","","",""
"Never","1996","lower secondary degree","Male","","","",""
"Never","1996","lower secondary degree","Female","","","",""
"Never","1996","secondary school degree","Male","","","",""
"Never","1996","secondary school degree","Female","","","",""
"Never","1996","college entrance qualification","Male","","","",""
"Never","1996","college entrance qualification","Female","","","",""
"Never","1996","Other degree","Male","","","",""
"Never","1996","Other degree","Female","","","",""
"Never","1996","no degree/no degree yet","Male","","","",""
"Never","1996","no degree/no degree yet","Female","","","",""
"Daily","1997","lower secondary degree","Male","","","",""
"Daily","1997","lower secondary degree","Female","","","",""
"Daily","1997","secondary school degree","Male","","","",""
"Daily","1997","secondary school degree","Female","","","",""
"Daily","1997","college entrance qualification","Male","","","",""
"Daily","1997","college entrance qualification","Female","","","",""
"Daily","1997","Other degree","Male","","","",""
"Daily","1997","Other degree","Female","","","",""
"Daily","1997","no degree/no degree yet","Male","","","",""
"Daily","1997","no degree/no degree yet","Female","","","",""
"Min 1x per week","1997","lower secondary degree","Male","","","",""
"Min 1x per week","1997","lower secondary degree","Female","","","",""
"Min 1x per week","1997","secondary school degree","Male","","","",""
"Min 1x per week","1997","secondary school degree","Female","","","",""
"Min 1x per week","1997","college entrance qualification","Male","","","",""
"Min 1x per week","1997","college entrance qualification","Female","","","",""
"Min 1x per week","1997","Other degree","Male","","","",""
"Min 1x per week","1997","Other degree","Female","","","",""
"Min 1x per week","1997","no degree/no degree yet","Male","","","",""
"Min 1x per week","1997","no degree/no degree yet","Female","","","",""
"Min 1x per month","1997","lower secondary degree","Male","","","",""
"Min 1x per month","1997","lower secondary degree","Female","","","",""
"Min 1x per month","1997","secondary school degree","Male","","","",""
"Min 1x per month","1997","secondary school degree","Female","","","",""
"Min 1x per month","1997","college entrance qualification","Male","","","",""
"Min 1x per month","1997","college entrance qualification","Female","","","",""
"Min 1x per month","1997","Other degree","Male","","","",""
"Min 1x per month","1997","Other degree","Female","","","",""
"Min 1x per month","1997","no degree/no degree yet","Male","","","",""
"Min 1x per month","1997","no degree/no degree yet","Female","","","",""
"Rarely","1997","lower secondary degree","Male","","","",""
"Rarely","1997","lower secondary degree","Female","","","",""
"Rarely","1997","secondary school degree","Male","","","",""
"Rarely","1997","secondary school degree","Female","","","",""
"Rarely","1997","college entrance qualification","Male","","","",""
"Rarely","1997","college entrance qualification","Female","","","",""
"Rarely","1997","Other degree","Male","","","",""
"Rarely","1997","Other degree","Female","","","",""
"Rarely","1997","no degree/no degree yet","Male","","","",""
"Rarely","1997","no degree/no degree yet","Female","","","",""
"Never","1997","lower secondary degree","Male","","","",""
"Never","1997","lower secondary degree","Female","","","",""
"Never","1997","secondary school degree","Male","","","",""
"Never","1997","secondary school degree","Female","","","",""
"Never","1997","college entrance qualification","Male","","","",""
"Never","1997","college entrance qualification","Female","","","",""
"Never","1997","Other degree","Male","","","",""
"Never","1997","Other degree","Female","","","",""
"Never","1997","no degree/no degree yet","Male","","","",""
"Never","1997","no degree/no degree yet","Female","","","",""
"Daily","1998","lower secondary degree","Male","3","","",""
"Daily","1998","lower secondary degree","Female","1","","",""
"Daily","1998","secondary school degree","Male","2","","",""
"Daily","1998","secondary school degree","Female","1","","",""
"Daily","1998","college entrance qualification","Male","","","",""
"Daily","1998","college entrance qualification","Female","1","","",""
"Daily","1998","Other degree","Male","3","","",""
"Daily","1998","Other degree","Female","1","","",""
"Daily","1998","no degree/no degree yet","Male","","","",""
"Daily","1998","no degree/no degree yet","Female","","","",""
"Min 1x per week","1998","lower secondary degree","Male","139","0.0534381622432225","0.0449673703230973","0.0619089541633477"
"Min 1x per week","1998","lower secondary degree","Female","113","0.0355398632731335","0.0288015824061713","0.0422781441400956"
"Min 1x per week","1998","secondary school degree","Male","92","0.059195186637232","0.0479440162635147","0.0704463570109493"
"Min 1x per week","1998","secondary school degree","Female","117","0.0604819456651554","0.0504684821808697","0.0704954091494411"
"Min 1x per week","1998","college entrance qualification","Male","68","0.0560281467816804","0.0431391975261839","0.0689170960371768"
"Min 1x per week","1998","college entrance qualification","Female","53","0.056052431472912","0.0416729741441913","0.0704318888016328"
"Min 1x per week","1998","Other degree","Male","19","","",""
"Min 1x per week","1998","Other degree","Female","14","","",""
"Min 1x per week","1998","no degree/no degree yet","Male","10","","",""
"Min 1x per week","1998","no degree/no degree yet","Female","12","","",""
"Min 1x per month","1998","lower secondary degree","Male","609","0.22320596052749","0.20752294410636","0.238888976948619"
"Min 1x per month","1998","lower secondary degree","Female","624","0.21262482765127","0.197733036475449","0.22751661882709"
"Min 1x per month","1998","secondary school degree","Male","457","0.277778375362739","0.256423885579707","0.299132865145771"
"Min 1x per month","1998","secondary school degree","Female","539","0.252159876490163","0.233918347015549","0.270401405964776"
"Min 1x per month","1998","college entrance qualification","Male","437","0.378568918506473","0.351385515407843","0.405752321605103"
"Min 1x per month","1998","college entrance qualification","Female","323","0.336789256597473","0.307244785265633","0.366333727929314"
"Min 1x per month","1998","Other degree","Male","84","0.165330619374208","0.133734429295681","0.196926809452736"
"Min 1x per month","1998","Other degree","Female","93","0.255692912207264","0.215826734595535","0.295559089818994"
"Min 1x per month","1998","no degree/no degree yet","Male","66","0.220788911228522","0.177702603085687","0.263875219371357"
"Min 1x per month","1998","no degree/no degree yet","Female","60","0.169298064124","0.134533007844561","0.204063120403438"
"Rarely","1998","lower secondary degree","Male","1645","0.597840326306007","0.579372506684051","0.616308145927963"
"Rarely","1998","lower secondary degree","Female","1710","0.578953555091076","0.560984056583812","0.59692305359834"
"Rarely","1998","secondary school degree","Male","1048","0.606137772671293","0.58284277993454","0.629432765408046"
"Rarely","1998","secondary school degree","Female","1393","0.615515843215591","0.595080698438438","0.635950987992744"
"Rarely","1998","college entrance qualification","Male","683","0.536625239696001","0.508678149444267","0.564572329947734"
"Rarely","1998","college entrance qualification","Female","577","0.579045971116522","0.548182470064048","0.609909472168996"
"Rarely","1998","Other degree","Male","327","0.601874531616755","0.560239030698806","0.643510032534703"
"Rarely","1998","Other degree","Female","264","0.5348505188075","0.489269748928006","0.580431288686994"
"Rarely","1998","no degree/no degree yet","Male","209","0.541027357838035","0.489263563272306","0.592791152403765"
"Rarely","1998","no degree/no degree yet","Female","282","0.617309240684772","0.572251469387902","0.662367011981642"
"Never","1998","lower secondary degree","Male","312","0.124379196090649","0.111949638541719","0.136808753639578"
"Never","1998","lower secondary degree","Female","452","0.172708425245423","0.158951063567314","0.186465786923532"
"Never","1998","secondary school degree","Male","91","0.0560098806737033","0.0450470984546898","0.0669726628927167"
"Never","1998","secondary school degree","Female","127","0.0717325038347629","0.0608928991636583","0.0825721085058675"
"Never","1998","college entrance qualification","Male","35","0.0287776950158461","0.0194080704529314","0.0381473195787607"
"Never","1998","college entrance qualification","Female","29","","",""
"Never","1998","Other degree","Male","98","0.175017060403453","0.142697644240142","0.207336476566763"
"Never","1998","Other degree","Female","88","0.171683336203761","0.13722205287488","0.206144619532643"
"Never","1998","no degree/no degree yet","Male","71","0.197807821883775","0.156428436666982","0.239187207100568"
"Never","1998","no degree/no degree yet","Female","93","0.184342814284189","0.148395928693022","0.220289699875355"
"Daily","1999","lower secondary degree","Male","","","",""
"Daily","1999","lower secondary degree","Female","","","",""
"Daily","1999","secondary school degree","Male","","","",""
"Daily","1999","secondary school degree","Female","","","",""
"Daily","1999","college entrance qualification","Male","","","",""
"Daily","1999","college entrance qualification","Female","","","",""
"Daily","1999","Other degree","Male","","","",""
