"pli0082","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1992","higher education","Rural Area","","","",""
"Min 1x per week","1992","in school","Urban Area","","","",""
"Min 1x per week","1992","in school","Rural Area","","","",""
"Min 1x per week","1992","inadequately","Urban Area","","","",""
"Min 1x per week","1992","inadequately","Rural Area","","","",""
"Min 1x per week","1992","general elemantary","Urban Area","","","",""
"Min 1x per week","1992","general elemantary","Rural Area","","","",""
"Min 1x per week","1992","middle vocational","Urban Area","","","",""
"Min 1x per week","1992","middle vocational","Rural Area","","","",""
"Min 1x per week","1992","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1992","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1992","higher vocational","Urban Area","","","",""
"Min 1x per week","1992","higher vocational","Rural Area","","","",""
"Min 1x per week","1992","higher education","Urban Area","","","",""
"Min 1x per week","1992","higher education","Rural Area","","","",""
"Min 1x per month","1992","in school","Urban Area","","","",""
"Min 1x per month","1992","in school","Rural Area","","","",""
"Min 1x per month","1992","inadequately","Urban Area","","","",""
"Min 1x per month","1992","inadequately","Rural Area","","","",""
"Min 1x per month","1992","general elemantary","Urban Area","","","",""
"Min 1x per month","1992","general elemantary","Rural Area","","","",""
"Min 1x per month","1992","middle vocational","Urban Area","","","",""
"Min 1x per month","1992","middle vocational","Rural Area","","","",""
"Min 1x per month","1992","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1992","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1992","higher vocational","Urban Area","","","",""
"Min 1x per month","1992","higher vocational","Rural Area","","","",""
"Min 1x per month","1992","higher education","Urban Area","","","",""
"Min 1x per month","1992","higher education","Rural Area","","","",""
"Rarely","1992","in school","Urban Area","","","",""
"Rarely","1992","in school","Rural Area","","","",""
"Rarely","1992","inadequately","Urban Area","","","",""
"Rarely","1992","inadequately","Rural Area","","","",""
"Rarely","1992","general elemantary","Urban Area","","","",""
"Rarely","1992","general elemantary","Rural Area","","","",""
"Rarely","1992","middle vocational","Urban Area","","","",""
"Rarely","1992","middle vocational","Rural Area","","","",""
"Rarely","1992","vocational + Abi","Urban Area","","","",""
"Rarely","1992","vocational + Abi","Rural Area","","","",""
"Rarely","1992","higher vocational","Urban Area","","","",""
"Rarely","1992","higher vocational","Rural Area","","","",""
"Rarely","1992","higher education","Urban Area","","","",""
"Rarely","1992","higher education","Rural Area","","","",""
"Never","1992","in school","Urban Area","","","",""
"Never","1992","in school","Rural Area","","","",""
"Never","1992","inadequately","Urban Area","","","",""
"Never","1992","inadequately","Rural Area","","","",""
"Never","1992","general elemantary","Urban Area","","","",""
"Never","1992","general elemantary","Rural Area","","","",""
"Never","1992","middle vocational","Urban Area","","","",""
"Never","1992","middle vocational","Rural Area","","","",""
"Never","1992","vocational + Abi","Urban Area","","","",""
"Never","1992","vocational + Abi","Rural Area","","","",""
"Never","1992","higher vocational","Urban Area","","","",""
"Never","1992","higher vocational","Rural Area","","","",""
"Never","1992","higher education","Urban Area","","","",""
"Never","1992","higher education","Rural Area","","","",""
"Daily","1993","in school","Urban Area","","","",""
"Daily","1993","in school","Rural Area","","","",""
"Daily","1993","inadequately","Urban Area","","","",""
"Daily","1993","inadequately","Rural Area","","","",""
"Daily","1993","general elemantary","Urban Area","","","",""
"Daily","1993","general elemantary","Rural Area","","","",""
"Daily","1993","middle vocational","Urban Area","","","",""
"Daily","1993","middle vocational","Rural Area","","","",""
"Daily","1993","vocational + Abi","Urban Area","","","",""
"Daily","1993","vocational + Abi","Rural Area","","","",""
"Daily","1993","higher vocational","Urban Area","","","",""
"Daily","1993","higher vocational","Rural Area","","","",""
"Daily","1993","higher education","Urban Area","","","",""
"Daily","1993","higher education","Rural Area","","","",""
"Min 1x per week","1993","in school","Urban Area","","","",""
"Min 1x per week","1993","in school","Rural Area","","","",""
"Min 1x per week","1993","inadequately","Urban Area","","","",""
"Min 1x per week","1993","inadequately","Rural Area","","","",""
"Min 1x per week","1993","general elemantary","Urban Area","","","",""
"Min 1x per week","1993","general elemantary","Rural Area","","","",""
"Min 1x per week","1993","middle vocational","Urban Area","","","",""
"Min 1x per week","1993","middle vocational","Rural Area","","","",""
"Min 1x per week","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1993","higher vocational","Urban Area","","","",""
"Min 1x per week","1993","higher vocational","Rural Area","","","",""
"Min 1x per week","1993","higher education","Urban Area","","","",""
"Min 1x per week","1993","higher education","Rural Area","","","",""
"Min 1x per month","1993","in school","Urban Area","","","",""
"Min 1x per month","1993","in school","Rural Area","","","",""
"Min 1x per month","1993","inadequately","Urban Area","","","",""
"Min 1x per month","1993","inadequately","Rural Area","","","",""
"Min 1x per month","1993","general elemantary","Urban Area","","","",""
"Min 1x per month","1993","general elemantary","Rural Area","","","",""
"Min 1x per month","1993","middle vocational","Urban Area","","","",""
"Min 1x per month","1993","middle vocational","Rural Area","","","",""
"Min 1x per month","1993","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1993","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1993","higher vocational","Urban Area","","","",""
"Min 1x per month","1993","higher vocational","Rural Area","","","",""
"Min 1x per month","1993","higher education","Urban Area","","","",""
"Min 1x per month","1993","higher education","Rural Area","","","",""
"Rarely","1993","in school","Urban Area","","","",""
"Rarely","1993","in school","Rural Area","","","",""
"Rarely","1993","inadequately","Urban Area","","","",""
"Rarely","1993","inadequately","Rural Area","","","",""
"Rarely","1993","general elemantary","Urban Area","","","",""
"Rarely","1993","general elemantary","Rural Area","","","",""
"Rarely","1993","middle vocational","Urban Area","","","",""
"Rarely","1993","middle vocational","Rural Area","","","",""
"Rarely","1993","vocational + Abi","Urban Area","","","",""
"Rarely","1993","vocational + Abi","Rural Area","","","",""
"Rarely","1993","higher vocational","Urban Area","","","",""
"Rarely","1993","higher vocational","Rural Area","","","",""
"Rarely","1993","higher education","Urban Area","","","",""
"Rarely","1993","higher education","Rural Area","","","",""
"Never","1993","in school","Urban Area","","","",""
"Never","1993","in school","Rural Area","","","",""
"Never","1993","inadequately","Urban Area","","","",""
"Never","1993","inadequately","Rural Area","","","",""
"Never","1993","general elemantary","Urban Area","","","",""
"Never","1993","general elemantary","Rural Area","","","",""
"Never","1993","middle vocational","Urban Area","","","",""
"Never","1993","middle vocational","Rural Area","","","",""
"Never","1993","vocational + Abi","Urban Area","","","",""
"Never","1993","vocational + Abi","Rural Area","","","",""
"Never","1993","higher vocational","Urban Area","","","",""
"Never","1993","higher vocational","Rural Area","","","",""
"Never","1993","higher education","Urban Area","","","",""
"Never","1993","higher education","Rural Area","","","",""
"Daily","1994","in school","Urban Area","","","",""
"Daily","1994","in school","Rural Area","","","",""
"Daily","1994","inadequately","Urban Area","","","",""
"Daily","1994","inadequately","Rural Area","","","",""
"Daily","1994","general elemantary","Urban Area","","","",""
"Daily","1994","general elemantary","Rural Area","","","",""
"Daily","1994","middle vocational","Urban Area","","","",""
"Daily","1994","middle vocational","Rural Area","","","",""
"Daily","1994","vocational + Abi","Urban Area","","","",""
"Daily","1994","vocational + Abi","Rural Area","","","",""
"Daily","1994","higher vocational","Urban Area","","","",""
"Daily","1994","higher vocational","Rural Area","","","",""
"Daily","1994","higher education","Urban Area","","","",""
"Daily","1994","higher education","Rural Area","","","",""
"Min 1x per week","1994","in school","Urban Area","","","",""
"Min 1x per week","1994","in school","Rural Area","","","",""
"Min 1x per week","1994","inadequately","Urban Area","","","",""
"Min 1x per week","1994","inadequately","Rural Area","","","",""
"Min 1x per week","1994","general elemantary","Urban Area","","","",""
"Min 1x per week","1994","general elemantary","Rural Area","","","",""
"Min 1x per week","1994","middle vocational","Urban Area","","","",""
"Min 1x per week","1994","middle vocational","Rural Area","","","",""
"Min 1x per week","1994","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1994","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1994","higher vocational","Urban Area","","","",""
"Min 1x per week","1994","higher vocational","Rural Area","","","",""
"Min 1x per week","1994","higher education","Urban Area","","","",""
"Min 1x per week","1994","higher education","Rural Area","","","",""
"Min 1x per month","1994","in school","Urban Area","","","",""
"Min 1x per month","1994","in school","Rural Area","","","",""
"Min 1x per month","1994","inadequately","Urban Area","","","",""
"Min 1x per month","1994","inadequately","Rural Area","","","",""
"Min 1x per month","1994","general elemantary","Urban Area","","","",""
"Min 1x per month","1994","general elemantary","Rural Area","","","",""
"Min 1x per month","1994","middle vocational","Urban Area","","","",""
"Min 1x per month","1994","middle vocational","Rural Area","","","",""
"Min 1x per month","1994","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1994","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1994","higher vocational","Urban Area","","","",""
"Min 1x per month","1994","higher vocational","Rural Area","","","",""
"Min 1x per month","1994","higher education","Urban Area","","","",""
"Min 1x per month","1994","higher education","Rural Area","","","",""
"Rarely","1994","in school","Urban Area","","","",""
"Rarely","1994","in school","Rural Area","","","",""
"Rarely","1994","inadequately","Urban Area","","","",""
"Rarely","1994","inadequately","Rural Area","","","",""
"Rarely","1994","general elemantary","Urban Area","","","",""
"Rarely","1994","general elemantary","Rural Area","","","",""
"Rarely","1994","middle vocational","Urban Area","","","",""
"Rarely","1994","middle vocational","Rural Area","","","",""
"Rarely","1994","vocational + Abi","Urban Area","","","",""
"Rarely","1994","vocational + Abi","Rural Area","","","",""
"Rarely","1994","higher vocational","Urban Area","","","",""
"Rarely","1994","higher vocational","Rural Area","","","",""
"Rarely","1994","higher education","Urban Area","","","",""
"Rarely","1994","higher education","Rural Area","","","",""
"Never","1994","in school","Urban Area","","","",""
"Never","1994","in school","Rural Area","","","",""
"Never","1994","inadequately","Urban Area","","","",""
"Never","1994","inadequately","Rural Area","","","",""
"Never","1994","general elemantary","Urban Area","","","",""
"Never","1994","general elemantary","Rural Area","","","",""
"Never","1994","middle vocational","Urban Area","","","",""
"Never","1994","middle vocational","Rural Area","","","",""
"Never","1994","vocational + Abi","Urban Area","","","",""
"Never","1994","vocational + Abi","Rural Area","","","",""
"Never","1994","higher vocational","Urban Area","","","",""
"Never","1994","higher vocational","Rural Area","","","",""
"Never","1994","higher education","Urban Area","","","",""
"Never","1994","higher education","Rural Area","","","",""
"Daily","1995","in school","Urban Area","","","",""
"Daily","1995","in school","Rural Area","","","",""
"Daily","1995","inadequately","Urban Area","1","","",""
"Daily","1995","inadequately","Rural Area","","","",""
"Daily","1995","general elemantary","Urban Area","3","","",""
"Daily","1995","general elemantary","Rural Area","1","","",""
"Daily","1995","middle vocational","Urban Area","7","","",""
"Daily","1995","middle vocational","Rural Area","6","","",""
"Daily","1995","vocational + Abi","Urban Area","","","",""
"Daily","1995","vocational + Abi","Rural Area","","","",""
"Daily","1995","higher vocational","Urban Area","1","","",""
"Daily","1995","higher vocational","Rural Area","","","",""
"Daily","1995","higher education","Urban Area","","","",""
"Daily","1995","higher education","Rural Area","1","","",""
"Min 1x per week","1995","in school","Urban Area","7","","",""
"Min 1x per week","1995","in school","Rural Area","7","","",""
"Min 1x per week","1995","inadequately","Urban Area","8","","",""
"Min 1x per week","1995","inadequately","Rural Area","2","","",""
"Min 1x per week","1995","general elemantary","Urban Area","85","0.0456015374500533","0.0357935971644","0.0554094777357067"
"Min 1x per week","1995","general elemantary","Rural Area","21","","",""
"Min 1x per week","1995","middle vocational","Urban Area","251","0.061777202960466","0.0545721499717089","0.0689822559492232"
"Min 1x per week","1995","middle vocational","Rural Area","109","0.056203263451874","0.0470384697131469","0.0653680571906011"
"Min 1x per week","1995","vocational + Abi","Urban Area","17","","",""
"Min 1x per week","1995","vocational + Abi","Rural Area","9","","",""
"Min 1x per week","1995","higher vocational","Urban Area","28","","",""
"Min 1x per week","1995","higher vocational","Rural Area","19","","",""
"Min 1x per week","1995","higher education","Urban Area","94","0.101693498126958","0.0840161515028813","0.119370844751035"
"Min 1x per week","1995","higher education","Rural Area","44","0.0725225536734325","0.0523663955803108","0.0926787117665542"
"Min 1x per month","1995","in school","Urban Area","44","0.202591060322624","0.146747610252259","0.258434510392989"
"Min 1x per month","1995","in school","Rural Area","23","","",""
"Min 1x per month","1995","inadequately","Urban Area","48","0.0967634397665897","0.0692336667164171","0.124293212816762"
"Min 1x per month","1995","inadequately","Rural Area","13","","",""
"Min 1x per month","1995","general elemantary","Urban Area","310","0.194052052027277","0.175459636298542","0.212644467756012"
"Min 1x per month","1995","general elemantary","Rural Area","173","0.202314964418097","0.173697583970864","0.230932344865329"
"Min 1x per month","1995","middle vocational","Urban Area","1148","0.267548799967551","0.254300476626863","0.280797123308239"
"Min 1x per month","1995","middle vocational","Rural Area","694","0.28167582466509","0.263776455655106","0.299575193675074"
"Min 1x per month","1995","vocational + Abi","Urban Area","125","0.367809821995377","0.318204267130918","0.417415376859837"
"Min 1x per month","1995","vocational + Abi","Rural Area","42","0.315628137332327","0.230312312411955","0.4009439622527"
"Min 1x per month","1995","higher vocational","Urban Area","155","0.326997747564886","0.284676571175653","0.36931892395412"
"Min 1x per month","1995","higher vocational","Rural Area","88","0.318676427771714","0.265047295557558","0.372305559985869"
"Min 1x per month","1995","higher education","Urban Area","459","0.42897829260256","0.400031384645599","0.457925200559521"
"Min 1x per month","1995","higher education","Rural Area","240","0.386519868766328","0.348675113961025","0.424364623571632"
"Rarely","1995","in school","Urban Area","133","0.67009593570609","0.604770264951107","0.735421606461073"
"Rarely","1995","in school","Rural Area","52","0.609281983534615","0.506162731968903","0.712401235100327"
"Rarely","1995","inadequately","Urban Area","231","0.491508492915291","0.444954858366824","0.538062127463757"
"Rarely","1995","inadequately","Rural Area","57","0.627336234967977","0.524547055700242","0.730125414235711"
"Rarely","1995","general elemantary","Urban Area","959","0.53529255270342","0.511844400643207","0.558740704763632"
"Rarely","1995","general elemantary","Rural Area","420","0.546169666152601","0.510703789473991","0.581635542831211"
"Rarely","1995","middle vocational","Urban Area","2377","0.545427043894112","0.530525193496538","0.560328894291686"
"Rarely","1995","middle vocational","Rural Area","1386","0.54906840412136","0.529268127730424","0.568868680512297"
"Rarely","1995","vocational + Abi","Urban Area","187","0.499686135915613","0.448250430864266","0.551121840966959"
"Rarely","1995","vocational + Abi","Rural Area","58","0.553989590677069","0.462742512885332","0.645236668468807"
"Rarely","1995","higher vocational","Urban Area","253","0.473882220772176","0.428836474283062","0.51892796726129"
"Rarely","1995","higher vocational","Rural Area","164","0.530374947623478","0.472934710872294","0.587815184374663"
"Rarely","1995","higher education","Urban Area","532","0.43166209524785","0.40269309676405","0.46063109373165"
"Rarely","1995","higher education","Rural Area","327","0.494865424008176","0.456008659352419","0.533722188663933"
"Never","1995","in school","Urban Area","15","","",""
"Never","1995","in school","Rural Area","4","","",""
"Never","1995","inadequately","Urban Area","155","0.380842397544832","0.335623551201133","0.426061243888531"
"Never","1995","inadequately","Rural Area","13","","",""
"Never","1995","general elemantary","Urban Area","381","0.223857187736992","0.20426064104254","0.243453734431444"
"Never","1995","general elemantary","Rural Area","142","0.22661311121756","0.196790815623741","0.256435406811379"
"Never","1995","middle vocational","Urban Area","506","0.122948632579135","0.113121101309099","0.132776163849171"
"Never","1995","middle vocational","Rural Area","231","0.109777409199052","0.0973377498766078","0.122217068521495"
"Never","1995","vocational + Abi","Urban Area","34","0.0908867827580031","0.0613165917657024","0.120456973750304"
"Never","1995","vocational + Abi","Rural Area","5","","",""
"Never","1995","higher vocational","Urban Area","35","0.111183074924667","0.0828233123842212","0.139542837465112"
"Never","1995","higher vocational","Rural Area","19","","",""
"Never","1995","higher education","Urban Area","38","0.037666114022632","0.0265309527712895","0.0488012752739746"
"Never","1995","higher education","Rural Area","24","","",""
"Daily","1996","in school","Urban Area","","","",""
"Daily","1996","in school","Rural Area","","","",""
"Daily","1996","inadequately","Urban Area","","","",""
"Daily","1996","inadequately","Rural Area","","","",""
"Daily","1996","general elemantary","Urban Area","","","",""
"Daily","1996","general elemantary","Rural Area","","","",""
"Daily","1996","middle vocational","Urban Area","","","",""
"Daily","1996","middle vocational","Rural Area","","","",""
"Daily","1996","vocational + Abi","Urban Area","","","",""
"Daily","1996","vocational + Abi","Rural Area","","","",""
"Daily","1996","higher vocational","Urban Area","","","",""
"Daily","1996","higher vocational","Rural Area","","","",""
"Daily","1996","higher education","Urban Area","","","",""
"Daily","1996","higher education","Rural Area","","","",""
"Min 1x per week","1996","in school","Urban Area","","","",""
"Min 1x per week","1996","in school","Rural Area","","","",""
"Min 1x per week","1996","inadequately","Urban Area","","","",""
"Min 1x per week","1996","inadequately","Rural Area","","","",""
"Min 1x per week","1996","general elemantary","Urban Area","","","",""
"Min 1x per week","1996","general elemantary","Rural Area","","","",""
"Min 1x per week","1996","middle vocational","Urban Area","","","",""
"Min 1x per week","1996","middle vocational","Rural Area","","","",""
"Min 1x per week","1996","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1996","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1996","higher vocational","Urban Area","","","",""
"Min 1x per week","1996","higher vocational","Rural Area","","","",""
"Min 1x per week","1996","higher education","Urban Area","","","",""
"Min 1x per week","1996","higher education","Rural Area","","","",""
"Min 1x per month","1996","in school","Urban Area","","","",""
"Min 1x per month","1996","in school","Rural Area","","","",""
"Min 1x per month","1996","inadequately","Urban Area","","","",""
"Min 1x per month","1996","inadequately","Rural Area","","","",""
"Min 1x per month","1996","general elemantary","Urban Area","","","",""
"Min 1x per month","1996","general elemantary","Rural Area","","","",""
"Min 1x per month","1996","middle vocational","Urban Area","","","",""
"Min 1x per month","1996","middle vocational","Rural Area","","","",""
"Min 1x per month","1996","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1996","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1996","higher vocational","Urban Area","","","",""
"Min 1x per month","1996","higher vocational","Rural Area","","","",""
"Min 1x per month","1996","higher education","Urban Area","","","",""
"Min 1x per month","1996","higher education","Rural Area","","","",""
"Rarely","1996","in school","Urban Area","","","",""
"Rarely","1996","in school","Rural Area","","","",""
"Rarely","1996","inadequately","Urban Area","","","",""
"Rarely","1996","inadequately","Rural Area","","","",""
"Rarely","1996","general elemantary","Urban Area","","","",""
"Rarely","1996","general elemantary","Rural Area","","","",""
"Rarely","1996","middle vocational","Urban Area","","","",""
