"pli0082","year","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1995","no degree/no degree yet","496","0.581332656389664","0.548283672437864","0.614381640341464"
"Never","1995","lower secondary degree","826","0.176885322791229","0.166700599799419","0.187070045783038"
"Never","1995","secondary school degree","211","0.0598531597740696","0.0520783329803909","0.0676279865677484"
"Never","1995","college entrance qualification","77","0.0432446454775295","0.0341248653313791","0.05236442562368"
"Never","1995","Other degree","273","0.223082174377393","0.199247772234866","0.24691657651992"
"Never","1995","no degree/no degree yet","204","0.217290681865265","0.189663790998732","0.244917572731799"
"Daily","1996","lower secondary degree","","","",""
"Daily","1996","secondary school degree","","","",""
"Daily","1996","college entrance qualification","","","",""
"Daily","1996","Other degree","","","",""
"Daily","1996","no degree/no degree yet","","","",""
"Min 1x per week","1996","lower secondary degree","","","",""
"Min 1x per week","1996","secondary school degree","","","",""
"Min 1x per week","1996","college entrance qualification","","","",""
"Min 1x per week","1996","Other degree","","","",""
"Min 1x per week","1996","no degree/no degree yet","","","",""
"Min 1x per month","1996","lower secondary degree","","","",""
"Min 1x per month","1996","secondary school degree","","","",""
"Min 1x per month","1996","college entrance qualification","","","",""
"Min 1x per month","1996","Other degree","","","",""
"Min 1x per month","1996","no degree/no degree yet","","","",""
"Rarely","1996","lower secondary degree","","","",""
"Rarely","1996","secondary school degree","","","",""
"Rarely","1996","college entrance qualification","","","",""
"Rarely","1996","Other degree","","","",""
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","","","",""
"Never","1996","secondary school degree","","","",""
"Never","1996","college entrance qualification","","","",""
"Never","1996","Other degree","","","",""
"Never","1996","no degree/no degree yet","","","",""
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","","","",""
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","","","",""
"Min 1x per month","1997","secondary school degree","","","",""
"Min 1x per month","1997","college entrance qualification","","","",""
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","","","",""
"Rarely","1997","secondary school degree","","","",""
"Rarely","1997","college entrance qualification","","","",""
"Rarely","1997","Other degree","","","",""
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","","","",""
"Never","1997","secondary school degree","","","",""
"Never","1997","college entrance qualification","","","",""
"Never","1997","Other degree","","","",""
"Never","1997","no degree/no degree yet","","","",""
"Daily","1998","lower secondary degree","4","","",""
"Daily","1998","secondary school degree","3","","",""
"Daily","1998","college entrance qualification","1","","",""
"Daily","1998","Other degree","4","","",""
"Daily","1998","no degree/no degree yet","","","",""
"Min 1x per week","1998","lower secondary degree","252","0.043883578121385","0.0385225202798201","0.04924463596295"
"Min 1x per week","1998","secondary school degree","209","0.0599080434318501","0.0524282648596888","0.0673878220040114"
"Min 1x per week","1998","college entrance qualification","121","0.056038605517331","0.046440928887299","0.0656362821473631"
"Min 1x per week","1998","Other degree","33","0.0434887015754192","0.0307904321757347","0.0561869709751037"
"Min 1x per week","1998","no degree/no degree yet","22","","",""
"Min 1x per month","1998","lower secondary degree","1233","0.217557472682967","0.206759124801364","0.22835582056457"
"Min 1x per month","1998","secondary school degree","996","0.263585880425514","0.249699689580806","0.277472071270221"
"Min 1x per month","1998","college entrance qualification","760","0.360575589486469","0.340538340079607","0.380612838893331"
"Min 1x per month","1998","Other degree","177","0.207396557794455","0.182153613270774","0.232639502318137"
"Min 1x per month","1998","no degree/no degree yet","126","0.192747011381174","0.165464209106563","0.220029813655784"
"Rarely","1998","lower secondary degree","3355","0.587758069625385","0.574874996546249","0.600641142704521"
"Rarely","1998","secondary school degree","2441","0.611333167584278","0.595969718521124","0.626696616647432"
"Rarely","1998","college entrance qualification","1260","0.554894659381138","0.534155936327264","0.575633382435012"
"Rarely","1998","Other degree","591","0.570673154282064","0.53985554050532","0.601490768058809"
"Rarely","1998","no degree/no degree yet","491","0.582570448294737","0.54846245731631","0.616678439273164"
"Never","1998","lower secondary degree","764","0.150178613469615","0.140828605912736","0.159528621026494"
"Never","1998","secondary school degree","218","0.0647201197366217","0.0569656615777277","0.0724745778955156"
"Never","1998","college entrance qualification","64","0.0284265569048594","0.0214915757595951","0.0353615380501238"
"Never","1998","Other degree","186","0.173465127263007","0.149890331214974","0.197039923311039"
"Never","1998","no degree/no degree yet","164","0.190474782794616","0.163315127553492","0.21763443803574"
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","","","",""
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","","","",""
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","","","",""
"Min 1x per month","1999","secondary school degree","","","",""
"Min 1x per month","1999","college entrance qualification","","","",""
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","","","",""
"Rarely","1999","secondary school degree","","","",""
"Rarely","1999","college entrance qualification","","","",""
"Rarely","1999","Other degree","","","",""
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","","","",""
"Never","1999","secondary school degree","","","",""
"Never","1999","college entrance qualification","","","",""
"Never","1999","Other degree","","","",""
"Never","1999","no degree/no degree yet","","","",""
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","","","",""
"Min 1x per week","2001","secondary school degree","","","",""
"Min 1x per week","2001","college entrance qualification","","","",""
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","","","",""
"Min 1x per month","2001","secondary school degree","","","",""
"Min 1x per month","2001","college entrance qualification","","","",""
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","","","",""
"Rarely","2001","secondary school degree","","","",""
"Rarely","2001","college entrance qualification","","","",""
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","","","",""
"Never","2001","lower secondary degree","","","",""
"Never","2001","secondary school degree","","","",""
"Never","2001","college entrance qualification","","","",""
"Never","2001","Other degree","","","",""
"Never","2001","no degree/no degree yet","","","",""
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
"Never","2002","college entrance qualification","","","",""
"Never","2002","Other degree","","","",""
"Never","2002","no degree/no degree yet","","","",""
"Daily","2003","lower secondary degree","9","","",""
"Daily","2003","secondary school degree","3","","",""
"Daily","2003","college entrance qualification","4","","",""
"Daily","2003","Other degree","1","","",""
"Daily","2003","no degree/no degree yet","2","","",""
"Min 1x per week","2003","lower secondary degree","352","0.0436741553428632","0.0391689731641562","0.0481793375215702"
"Min 1x per week","2003","secondary school degree","278","0.0418394266338855","0.0369504716802583","0.0467283815875128"
"Min 1x per week","2003","college entrance qualification","360","0.0642596164198852","0.0577301853508305","0.0707890474889399"
"Min 1x per week","2003","Other degree","43","0.0321734173164968","0.0223596747275898","0.0419871599054037"
"Min 1x per week","2003","no degree/no degree yet","35","0.0354497348139321","0.0233080720324094","0.0475913975954548"
"Min 1x per month","2003","lower secondary degree","1619","0.199835292325722","0.191020279569144","0.2086503050823"
"Min 1x per month","2003","secondary school degree","1683","0.257516320611164","0.246839305422744","0.268193335799584"
"Min 1x per month","2003","college entrance qualification","1920","0.337496895201444","0.324905975895654","0.350087814507234"
"Min 1x per month","2003","Other degree","204","0.164759957710308","0.144129028810802","0.185390886609813"
"Min 1x per month","2003","no degree/no degree yet","174","0.158876459492087","0.134873272443659","0.182879646540515"
"Rarely","2003","lower secondary degree","4531","0.561497875335194","0.550559393158112","0.572436357512276"
"Rarely","2003","secondary school degree","3997","0.611410316188983","0.599508423235116","0.62331220914285"
"Rarely","2003","college entrance qualification","2901","0.548117449395008","0.53486554816095","0.561369350629066"
"Rarely","2003","Other degree","673","0.539540284335761","0.511820167793368","0.567260400878153"
"Rarely","2003","no degree/no degree yet","509","0.564392260555934","0.53183502231883","0.596949498793039"
"Never","2003","lower secondary degree","1394","0.193704471143194","0.184992546657785","0.202416395628602"
"Never","2003","secondary school degree","482","0.0887434628830186","0.0817997374541212","0.095687188311916"
"Never","2003","college entrance qualification","233","0.0488944370206428","0.0431523115687687","0.0546365624725169"
"Never","2003","Other degree","321","0.26315666940124","0.238667048508342","0.287646290294137"
"Never","2003","no degree/no degree yet","171","0.238062604517476","0.210097627042093","0.266027581992859"
"Daily","2004","lower secondary degree","","","",""
"Daily","2004","secondary school degree","","","",""
"Daily","2004","college entrance qualification","","","",""
"Daily","2004","Other degree","","","",""
"Daily","2004","no degree/no degree yet","","","",""
"Min 1x per week","2004","lower secondary degree","","","",""
"Min 1x per week","2004","secondary school degree","","","",""
"Min 1x per week","2004","college entrance qualification","","","",""
"Min 1x per week","2004","Other degree","","","",""
"Min 1x per week","2004","no degree/no degree yet","","","",""
"Min 1x per month","2004","lower secondary degree","","","",""
"Min 1x per month","2004","secondary school degree","","","",""
"Min 1x per month","2004","college entrance qualification","","","",""
"Min 1x per month","2004","Other degree","","","",""
"Min 1x per month","2004","no degree/no degree yet","","","",""
"Rarely","2004","lower secondary degree","","","",""
"Rarely","2004","secondary school degree","","","",""
"Rarely","2004","college entrance qualification","","","",""
"Rarely","2004","Other degree","","","",""
"Rarely","2004","no degree/no degree yet","","","",""
"Never","2004","lower secondary degree","","","",""
"Never","2004","secondary school degree","","","",""
"Never","2004","college entrance qualification","","","",""
"Never","2004","Other degree","","","",""
"Never","2004","no degree/no degree yet","","","",""
"Daily","2005","lower secondary degree","","","",""
"Daily","2005","secondary school degree","","","",""
"Daily","2005","college entrance qualification","","","",""
"Daily","2005","Other degree","","","",""
"Daily","2005","no degree/no degree yet","","","",""
"Min 1x per week","2005","lower secondary degree","","","",""
"Min 1x per week","2005","secondary school degree","","","",""
"Min 1x per week","2005","college entrance qualification","","","",""
"Min 1x per week","2005","Other degree","","","",""
"Min 1x per week","2005","no degree/no degree yet","","","",""
"Min 1x per month","2005","lower secondary degree","","","",""
"Min 1x per month","2005","secondary school degree","","","",""
"Min 1x per month","2005","college entrance qualification","","","",""
"Min 1x per month","2005","Other degree","","","",""
"Min 1x per month","2005","no degree/no degree yet","","","",""
"Rarely","2005","lower secondary degree","","","",""
"Rarely","2005","secondary school degree","","","",""
"Rarely","2005","college entrance qualification","","","",""
"Rarely","2005","Other degree","","","",""
"Rarely","2005","no degree/no degree yet","","","",""
"Never","2005","lower secondary degree","","","",""
"Never","2005","secondary school degree","","","",""
"Never","2005","college entrance qualification","","","",""
"Never","2005","Other degree","","","",""
"Never","2005","no degree/no degree yet","","","",""
"Daily","2006","lower secondary degree","","","",""
"Daily","2006","secondary school degree","","","",""
"Daily","2006","college entrance qualification","","","",""
"Daily","2006","Other degree","","","",""
"Daily","2006","no degree/no degree yet","","","",""
"Min 1x per week","2006","lower secondary degree","","","",""
"Min 1x per week","2006","secondary school degree","","","",""
"Min 1x per week","2006","college entrance qualification","","","",""
"Min 1x per week","2006","Other degree","","","",""
"Min 1x per week","2006","no degree/no degree yet","","","",""
"Min 1x per month","2006","lower secondary degree","","","",""
"Min 1x per month","2006","secondary school degree","","","",""
"Min 1x per month","2006","college entrance qualification","","","",""
"Min 1x per month","2006","Other degree","","","",""
"Min 1x per month","2006","no degree/no degree yet","","","",""
"Rarely","2006","lower secondary degree","","","",""
"Rarely","2006","secondary school degree","","","",""
"Rarely","2006","college entrance qualification","","","",""
"Rarely","2006","Other degree","","","",""
"Rarely","2006","no degree/no degree yet","","","",""
"Never","2006","lower secondary degree","","","",""
"Never","2006","secondary school degree","","","",""
"Never","2006","college entrance qualification","","","",""
"Never","2006","Other degree","","","",""
"Never","2006","no degree/no degree yet","","","",""
"Daily","2007","lower secondary degree","","","",""
"Daily","2007","secondary school degree","","","",""
"Daily","2007","college entrance qualification","","","",""
"Daily","2007","Other degree","","","",""
"Daily","2007","no degree/no degree yet","","","",""
"Min 1x per week","2007","lower secondary degree","","","",""
"Min 1x per week","2007","secondary school degree","","","",""
"Min 1x per week","2007","college entrance qualification","","","",""
"Min 1x per week","2007","Other degree","","","",""
"Min 1x per week","2007","no degree/no degree yet","","","",""
"Min 1x per month","2007","lower secondary degree","","","",""
"Min 1x per month","2007","secondary school degree","","","",""
"Min 1x per month","2007","college entrance qualification","","","",""
"Min 1x per month","2007","Other degree","","","",""
"Min 1x per month","2007","no degree/no degree yet","","","",""
"Rarely","2007","lower secondary degree","","","",""
"Rarely","2007","secondary school degree","","","",""
"Rarely","2007","college entrance qualification","","","",""
"Rarely","2007","Other degree","","","",""
"Rarely","2007","no degree/no degree yet","","","",""
"Never","2007","lower secondary degree","","","",""
"Never","2007","secondary school degree","","","",""
"Never","2007","college entrance qualification","","","",""
"Never","2007","Other degree","","","",""
"Never","2007","no degree/no degree yet","","","",""
"Daily","2008","lower secondary degree","6","","",""
"Daily","2008","secondary school degree","4","","",""
"Daily","2008","college entrance qualification","3","","",""
"Daily","2008","Other degree","1","","",""
"Daily","2008","no degree/no degree yet","","","",""
"Min 1x per week","2008","lower secondary degree","143","0.0228190357186177","0.0191807354851403","0.0264573359520951"
"Min 1x per week","2008","secondary school degree","171","0.029093028874518","0.0247485747526774","0.0334374829963586"
"Min 1x per week","2008","college entrance qualification","198","0.0364525648653228","0.0313255679699302","0.0415795617607154"
"Min 1x per week","2008","Other degree","18","","",""
"Min 1x per week","2008","no degree/no degree yet","6","","",""
"Min 1x per month","2008","lower secondary degree","1079","0.154329819448318","0.145527688531078","0.163131950365559"
"Min 1x per month","2008","secondary school degree","1248","0.202611084545199","0.192221010694799","0.213001158395599"
"Min 1x per month","2008","college entrance qualification","1557","0.287583142044661","0.275200558555047","0.299965725534275"
"Min 1x per month","2008","Other degree","129","0.135253890996907","0.113460655342701","0.157047126651113"
"Min 1x per month","2008","no degree/no degree yet","95","0.19067830956338","0.157757867045647","0.223598752081112"
"Rarely","2008","lower secondary degree","3747","0.578038690383251","0.566005600490508","0.590071780275993"
"Rarely","2008","secondary school degree","3648","0.629176345714862","0.616690388434031","0.641662302995693"
"Rarely","2008","college entrance qualification","3056","0.604500060663825","0.591123827085633","0.617876294242017"
"Rarely","2008","Other degree","548","0.546526730605543","0.514803013171811","0.578250448039276"
"Rarely","2008","no degree/no degree yet","322","0.531746050112048","0.489929587768601","0.573562512455495"
"Never","2008","lower secondary degree","1496","0.243985470683412","0.233521188449834","0.254449752916991"
"Never","2008","secondary school degree","678","0.138588233955729","0.129656813869805","0.147519654041654"
"Never","2008","college entrance qualification","319","0.0697587197271679","0.0627898954526287","0.0767275440017071"
"Never","2008","Other degree","250","0.296270846099578","0.267173742971177","0.325367949227979"
"Never","2008","no degree/no degree yet","124","0.27115044974465","0.233895967033334","0.308404932455966"
"Daily","2009","lower secondary degree","","","",""
"Daily","2009","secondary school degree","","","",""
"Daily","2009","college entrance qualification","","","",""
"Daily","2009","Other degree","","","",""
"Daily","2009","no degree/no degree yet","","","",""
"Min 1x per week","2009","lower secondary degree","","","",""
"Min 1x per week","2009","secondary school degree","","","",""
"Min 1x per week","2009","college entrance qualification","","","",""
"Min 1x per week","2009","Other degree","","","",""
"Min 1x per week","2009","no degree/no degree yet","","","",""
"Min 1x per month","2009","lower secondary degree","","","",""
"Min 1x per month","2009","secondary school degree","","","",""
"Min 1x per month","2009","college entrance qualification","","","",""
"Min 1x per month","2009","Other degree","","","",""
"Min 1x per month","2009","no degree/no degree yet","","","",""
"Rarely","2009","lower secondary degree","","","",""
"Rarely","2009","secondary school degree","","","",""
"Rarely","2009","college entrance qualification","","","",""
"Rarely","2009","Other degree","","","",""
"Rarely","2009","no degree/no degree yet","","","",""
"Never","2009","lower secondary degree","","","",""
"Never","2009","secondary school degree","","","",""
"Never","2009","college entrance qualification","","","",""
"Never","2009","Other degree","","","",""
"Never","2009","no degree/no degree yet","","","",""
"Daily","2010","lower secondary degree","","","",""
"Daily","2010","secondary school degree","","","",""
"Daily","2010","college entrance qualification","","","",""
"Daily","2010","Other degree","","","",""
"Daily","2010","no degree/no degree yet","","","",""
"Min 1x per week","2010","lower secondary degree","","","",""
"Min 1x per week","2010","secondary school degree","","","",""
"Min 1x per week","2010","college entrance qualification","","","",""
"Min 1x per week","2010","Other degree","","","",""
"Min 1x per week","2010","no degree/no degree yet","","","",""
"Min 1x per month","2010","lower secondary degree","","","",""
"Min 1x per month","2010","secondary school degree","","","",""
"Min 1x per month","2010","college entrance qualification","","","",""
"Min 1x per month","2010","Other degree","","","",""
"Min 1x per month","2010","no degree/no degree yet","","","",""
"Rarely","2010","lower secondary degree","","","",""
"Rarely","2010","secondary school degree","","","",""
"Rarely","2010","college entrance qualification","","","",""
"Rarely","2010","Other degree","","","",""
"Rarely","2010","no degree/no degree yet","","","",""
"Never","2010","lower secondary degree","","","",""
"Never","2010","secondary school degree","","","",""
"Never","2010","college entrance qualification","","","",""
"Never","2010","Other degree","","","",""
"Never","2010","no degree/no degree yet","","","",""
"Daily","2011","lower secondary degree","","","",""
"Daily","2011","secondary school degree","","","",""
