"pli0082","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Rhineland-Palatinate,Saarland","general elemantary","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","higher education","1","","",""
"Daily","1990","Baden-Württemberg","in school","","","",""
"Daily","1990","Baden-Württemberg","inadequately","1","","",""
"Daily","1990","Baden-Württemberg","general elemantary","2","","",""
"Daily","1990","Baden-Württemberg","middle vocational","1","","",""
"Daily","1990","Baden-Württemberg","vocational + Abi","","","",""
"Daily","1990","Baden-Württemberg","higher vocational","1","","",""
"Daily","1990","Baden-Württemberg","higher education","1","","",""
"Daily","1990","Bavaria","in school","","","",""
"Daily","1990","Bavaria","inadequately","","","",""
"Daily","1990","Bavaria","general elemantary","2","","",""
"Daily","1990","Bavaria","middle vocational","","","",""
"Daily","1990","Bavaria","vocational + Abi","","","",""
"Daily","1990","Bavaria","higher vocational","1","","",""
"Daily","1990","Bavaria","higher education","","","",""
"Daily","1990","Berlin","in school","","","",""
"Daily","1990","Berlin","inadequately","","","",""
"Daily","1990","Berlin","general elemantary","","","",""
"Daily","1990","Berlin","middle vocational","","","",""
"Daily","1990","Berlin","vocational + Abi","","","",""
"Daily","1990","Berlin","higher vocational","","","",""
"Daily","1990","Berlin","higher education","","","",""
"Daily","1990","Brandenburg","in school","","","",""
"Daily","1990","Brandenburg","inadequately","","","",""
"Daily","1990","Brandenburg","general elemantary","","","",""
"Daily","1990","Brandenburg","middle vocational","","","",""
"Daily","1990","Brandenburg","vocational + Abi","","","",""
"Daily","1990","Brandenburg","higher vocational","","","",""
"Daily","1990","Brandenburg","higher education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Daily","1990","Saxony","in school","","","",""
"Daily","1990","Saxony","inadequately","","","",""
"Daily","1990","Saxony","general elemantary","","","",""
"Daily","1990","Saxony","middle vocational","","","",""
"Daily","1990","Saxony","vocational + Abi","","","",""
"Daily","1990","Saxony","higher vocational","","","",""
"Daily","1990","Saxony","higher education","","","",""
"Daily","1990","Saxony-Anhalt","in school","","","",""
"Daily","1990","Saxony-Anhalt","inadequately","","","",""
"Daily","1990","Saxony-Anhalt","general elemantary","","","",""
"Daily","1990","Saxony-Anhalt","middle vocational","","","",""
"Daily","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Daily","1990","Saxony-Anhalt","higher vocational","","","",""
"Daily","1990","Saxony-Anhalt","higher education","","","",""
"Daily","1990","Thuringia","in school","","","",""
"Daily","1990","Thuringia","inadequately","","","",""
"Daily","1990","Thuringia","general elemantary","","","",""
"Daily","1990","Thuringia","middle vocational","","","",""
"Daily","1990","Thuringia","vocational + Abi","","","",""
"Daily","1990","Thuringia","higher vocational","","","",""
"Daily","1990","Thuringia","higher education","","","",""
"Min 1x per week","1990","Schleswig-Holstein","in school","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","inadequately","","","",""
"Min 1x per week","1990","Schleswig-Holstein","general elemantary","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","middle vocational","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","vocational + Abi","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher vocational","3","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher education","4","","",""
"Min 1x per week","1990","Hamburg","in school","1","","",""
"Min 1x per week","1990","Hamburg","inadequately","1","","",""
"Min 1x per week","1990","Hamburg","general elemantary","2","","",""
"Min 1x per week","1990","Hamburg","middle vocational","8","","",""
"Min 1x per week","1990","Hamburg","vocational + Abi","","","",""
"Min 1x per week","1990","Hamburg","higher vocational","1","","",""
"Min 1x per week","1990","Hamburg","higher education","","","",""
"Min 1x per week","1990","Lower Saxony","in school","","","",""
"Min 1x per week","1990","Lower Saxony","inadequately","2","","",""
"Min 1x per week","1990","Lower Saxony","general elemantary","6","","",""
"Min 1x per week","1990","Lower Saxony","middle vocational","33","0.0733223747715073","0.0504516241752412","0.0961931253677734"
"Min 1x per week","1990","Lower Saxony","vocational + Abi","1","","",""
"Min 1x per week","1990","Lower Saxony","higher vocational","8","","",""
"Min 1x per week","1990","Lower Saxony","higher education","10","","",""
"Min 1x per week","1990","Bremen","in school","","","",""
"Min 1x per week","1990","Bremen","inadequately","","","",""
"Min 1x per week","1990","Bremen","general elemantary","2","","",""
"Min 1x per week","1990","Bremen","middle vocational","6","","",""
"Min 1x per week","1990","Bremen","vocational + Abi","","","",""
"Min 1x per week","1990","Bremen","higher vocational","1","","",""
"Min 1x per week","1990","Bremen","higher education","1","","",""
"Min 1x per week","1990","North Rhine-Westphalia","in school","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","inadequately","7","","",""
"Min 1x per week","1990","North Rhine-Westphalia","general elemantary","32","0.0486451175852819","0.0317253966649376","0.0655648385056262"
"Min 1x per week","1990","North Rhine-Westphalia","middle vocational","84","0.0731567192271052","0.0585689916113933","0.0877444468428171"
"Min 1x per week","1990","North Rhine-Westphalia","vocational + Abi","8","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher vocational","8","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher education","15","","",""
"Min 1x per week","1990","Hesse","in school","3","","",""
"Min 1x per week","1990","Hesse","inadequately","4","","",""
"Min 1x per week","1990","Hesse","general elemantary","17","","",""
"Min 1x per week","1990","Hesse","middle vocational","39","0.084668386181807","0.0590041262176896","0.110332646145924"
"Min 1x per week","1990","Hesse","vocational + Abi","4","","",""
"Min 1x per week","1990","Hesse","higher vocational","2","","",""
"Min 1x per week","1990","Hesse","higher education","12","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","general elemantary","16","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","middle vocational","35","0.117395099612128","0.0821820428848778","0.152608156339378"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher education","4","","",""
"Min 1x per week","1990","Baden-Württemberg","in school","","","",""
"Min 1x per week","1990","Baden-Württemberg","inadequately","12","","",""
"Min 1x per week","1990","Baden-Württemberg","general elemantary","29","","",""
"Min 1x per week","1990","Baden-Württemberg","middle vocational","63","0.0888511196038693","0.0690975741713285","0.10860466503641"
"Min 1x per week","1990","Baden-Württemberg","vocational + Abi","3","","",""
"Min 1x per week","1990","Baden-Württemberg","higher vocational","5","","",""
"Min 1x per week","1990","Baden-Württemberg","higher education","14","","",""
"Min 1x per week","1990","Bavaria","in school","1","","",""
"Min 1x per week","1990","Bavaria","inadequately","4","","",""
"Min 1x per week","1990","Bavaria","general elemantary","32","0.0708240928781344","0.0457159041017032","0.0959322816545656"
"Min 1x per week","1990","Bavaria","middle vocational","78","0.114335331370439","0.0924208867412469","0.136249775999632"
"Min 1x per week","1990","Bavaria","vocational + Abi","7","","",""
"Min 1x per week","1990","Bavaria","higher vocational","14","","",""
"Min 1x per week","1990","Bavaria","higher education","20","","",""
"Min 1x per week","1990","Berlin","in school","","","",""
"Min 1x per week","1990","Berlin","inadequately","","","",""
"Min 1x per week","1990","Berlin","general elemantary","7","","",""
"Min 1x per week","1990","Berlin","middle vocational","13","","",""
"Min 1x per week","1990","Berlin","vocational + Abi","1","","",""
"Min 1x per week","1990","Berlin","higher vocational","1","","",""
"Min 1x per week","1990","Berlin","higher education","4","","",""
"Min 1x per week","1990","Brandenburg","in school","","","",""
"Min 1x per week","1990","Brandenburg","inadequately","","","",""
"Min 1x per week","1990","Brandenburg","general elemantary","","","",""
"Min 1x per week","1990","Brandenburg","middle vocational","","","",""
"Min 1x per week","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per week","1990","Brandenburg","higher vocational","","","",""
"Min 1x per week","1990","Brandenburg","higher education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per week","1990","Saxony","in school","","","",""
"Min 1x per week","1990","Saxony","inadequately","","","",""
"Min 1x per week","1990","Saxony","general elemantary","","","",""
"Min 1x per week","1990","Saxony","middle vocational","","","",""
"Min 1x per week","1990","Saxony","vocational + Abi","","","",""
"Min 1x per week","1990","Saxony","higher vocational","","","",""
"Min 1x per week","1990","Saxony","higher education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","in school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per week","1990","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per week","1990","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher education","","","",""
"Min 1x per week","1990","Thuringia","in school","","","",""
"Min 1x per week","1990","Thuringia","inadequately","","","",""
"Min 1x per week","1990","Thuringia","general elemantary","","","",""
"Min 1x per week","1990","Thuringia","middle vocational","","","",""
"Min 1x per week","1990","Thuringia","vocational + Abi","","","",""
"Min 1x per week","1990","Thuringia","higher vocational","","","",""
"Min 1x per week","1990","Thuringia","higher education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","in school","","","",""
"Min 1x per month","1990","Schleswig-Holstein","inadequately","","","",""
"Min 1x per month","1990","Schleswig-Holstein","general elemantary","15","","",""
"Min 1x per month","1990","Schleswig-Holstein","middle vocational","53","0.339502298680193","0.265897429750756","0.413107167609631"
"Min 1x per month","1990","Schleswig-Holstein","vocational + Abi","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher vocational","9","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher education","5","","",""
"Min 1x per month","1990","Hamburg","in school","","","",""
"Min 1x per month","1990","Hamburg","inadequately","","","",""
"Min 1x per month","1990","Hamburg","general elemantary","11","","",""
"Min 1x per month","1990","Hamburg","middle vocational","34","0.336628817703212","0.240066401577857","0.433191233828568"
"Min 1x per month","1990","Hamburg","vocational + Abi","3","","",""
"Min 1x per month","1990","Hamburg","higher vocational","11","","",""
"Min 1x per month","1990","Hamburg","higher education","11","","",""
"Min 1x per month","1990","Lower Saxony","in school","4","","",""
"Min 1x per month","1990","Lower Saxony","inadequately","8","","",""
"Min 1x per month","1990","Lower Saxony","general elemantary","76","0.294317372859588","0.237251336220635","0.351383409498541"
"Min 1x per month","1990","Lower Saxony","middle vocational","170","0.357765936967239","0.315708385923411","0.399823488011066"
"Min 1x per month","1990","Lower Saxony","vocational + Abi","11","","",""
"Min 1x per month","1990","Lower Saxony","higher vocational","22","","",""
"Min 1x per month","1990","Lower Saxony","higher education","38","0.439742822063566","0.328150480861975","0.551335163265157"
"Min 1x per month","1990","Bremen","in school","","","",""
"Min 1x per month","1990","Bremen","inadequately","","","",""
"Min 1x per month","1990","Bremen","general elemantary","10","","",""
"Min 1x per month","1990","Bremen","middle vocational","21","","",""
"Min 1x per month","1990","Bremen","vocational + Abi","3","","",""
"Min 1x per month","1990","Bremen","higher vocational","2","","",""
"Min 1x per month","1990","Bremen","higher education","2","","",""
"Min 1x per month","1990","North Rhine-Westphalia","in school","12","","",""
"Min 1x per month","1990","North Rhine-Westphalia","inadequately","22","","",""
"Min 1x per month","1990","North Rhine-Westphalia","general elemantary","145","0.235989840945715","0.202593528815066","0.269386153076365"
"Min 1x per month","1990","North Rhine-Westphalia","middle vocational","362","0.29266954650662","0.267180280610073","0.318158812403168"
"Min 1x per month","1990","North Rhine-Westphalia","vocational + Abi","29","","",""
"Min 1x per month","1990","North Rhine-Westphalia","higher vocational","53","0.367980406875974","0.286630169336847","0.449330644415101"
"Min 1x per month","1990","North Rhine-Westphalia","higher education","83","0.403067906842404","0.334916766483372","0.471219047201436"
"Min 1x per month","1990","Hesse","in school","2","","",""
"Min 1x per month","1990","Hesse","inadequately","6","","",""
"Min 1x per month","1990","Hesse","general elemantary","63","0.247184300690052","0.195246933595304","0.2991216677848"
"Min 1x per month","1990","Hesse","middle vocational","151","0.360386139766597","0.316125076085087","0.404647203448107"
"Min 1x per month","1990","Hesse","vocational + Abi","12","","",""
"Min 1x per month","1990","Hesse","higher vocational","15","","",""
"Min 1x per month","1990","Hesse","higher education","40","0.430265104585416","0.323749431133756","0.536780778037076"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","in school","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","inadequately","7","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","general elemantary","52","0.261723372349606","0.202966364074873","0.320480380624339"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","middle vocational","96","0.295473100451093","0.245561288167545","0.34538491273464"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher vocational","9","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher education","22","","",""
"Min 1x per month","1990","Baden-Württemberg","in school","7","","",""
"Min 1x per month","1990","Baden-Württemberg","inadequately","32","0.164548296016636","0.111264029959754","0.217832562073519"
"Min 1x per month","1990","Baden-Württemberg","general elemantary","122","0.226475965223081","0.190292138297154","0.262659792149008"
"Min 1x per month","1990","Baden-Württemberg","middle vocational","264","0.338217110595111","0.305371715910288","0.371062505279933"
"Min 1x per month","1990","Baden-Württemberg","vocational + Abi","27","","",""
"Min 1x per month","1990","Baden-Württemberg","higher vocational","42","0.399838256547341","0.302851735797174","0.496824777297509"
"Min 1x per month","1990","Baden-Württemberg","higher education","51","0.525447526766148","0.427083275527088","0.623811778005208"
"Min 1x per month","1990","Bavaria","in school","11","","",""
"Min 1x per month","1990","Bavaria","inadequately","20","","",""
"Min 1x per month","1990","Bavaria","general elemantary","114","0.269639222092222","0.226204588849041","0.313073855335403"
"Min 1x per month","1990","Bavaria","middle vocational","290","0.344827439797151","0.312094550592273","0.377560329002028"
"Min 1x per month","1990","Bavaria","vocational + Abi","17","","",""
"Min 1x per month","1990","Bavaria","higher vocational","32","0.384675222763266","0.28416131798475","0.485189127541783"
"Min 1x per month","1990","Bavaria","higher education","64","0.479413691978278","0.394510531308804","0.564316852647753"
"Min 1x per month","1990","Berlin","in school","2","","",""
"Min 1x per month","1990","Berlin","inadequately","","","",""
"Min 1x per month","1990","Berlin","general elemantary","13","","",""
"Min 1x per month","1990","Berlin","middle vocational","47","0.370728874535772","0.290143606206643","0.451314142864902"
"Min 1x per month","1990","Berlin","vocational + Abi","3","","",""
"Min 1x per month","1990","Berlin","higher vocational","11","","",""
"Min 1x per month","1990","Berlin","higher education","18","","",""
"Min 1x per month","1990","Brandenburg","in school","","","",""
"Min 1x per month","1990","Brandenburg","inadequately","","","",""
"Min 1x per month","1990","Brandenburg","general elemantary","","","",""
"Min 1x per month","1990","Brandenburg","middle vocational","","","",""
"Min 1x per month","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per month","1990","Brandenburg","higher vocational","","","",""
"Min 1x per month","1990","Brandenburg","higher education","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per month","1990","Saxony","in school","","","",""
"Min 1x per month","1990","Saxony","inadequately","","","",""
"Min 1x per month","1990","Saxony","general elemantary","","","",""
"Min 1x per month","1990","Saxony","middle vocational","","","",""
"Min 1x per month","1990","Saxony","vocational + Abi","","","",""
"Min 1x per month","1990","Saxony","higher vocational","","","",""
"Min 1x per month","1990","Saxony","higher education","","","",""
"Min 1x per month","1990","Saxony-Anhalt","in school","","","",""
"Min 1x per month","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per month","1990","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per month","1990","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per month","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher education","","","",""
"Min 1x per month","1990","Thuringia","in school","","","",""
"Min 1x per month","1990","Thuringia","inadequately","","","",""
"Min 1x per month","1990","Thuringia","general elemantary","","","",""
"Min 1x per month","1990","Thuringia","middle vocational","","","",""
"Min 1x per month","1990","Thuringia","vocational + Abi","","","",""
"Min 1x per month","1990","Thuringia","higher vocational","","","",""
"Min 1x per month","1990","Thuringia","higher education","","","",""
"Rarely","1990","Schleswig-Holstein","in school","5","","",""
"Rarely","1990","Schleswig-Holstein","inadequately","3","","",""
"Rarely","1990","Schleswig-Holstein","general elemantary","38","0.582331761452933","0.462439161836246","0.702224361069621"
"Rarely","1990","Schleswig-Holstein","middle vocational","91","0.548463334934134","0.471111639108448","0.625815030759821"
"Rarely","1990","Schleswig-Holstein","vocational + Abi","3","","",""
"Rarely","1990","Schleswig-Holstein","higher vocational","6","","",""
"Rarely","1990","Schleswig-Holstein","higher education","5","","",""
"Rarely","1990","Hamburg","in school","1","","",""
"Rarely","1990","Hamburg","inadequately","3","","",""
"Rarely","1990","Hamburg","general elemantary","11","","",""
"Rarely","1990","Hamburg","middle vocational","38","0.433569069006671","0.332304666708293","0.53483347130505"
"Rarely","1990","Hamburg","vocational + Abi","1","","",""
"Rarely","1990","Hamburg","higher vocational","3","","",""
"Rarely","1990","Hamburg","higher education","3","","",""
"Rarely","1990","Lower Saxony","in school","7","","",""
"Rarely","1990","Lower Saxony","inadequately","24","","",""
"Rarely","1990","Lower Saxony","general elemantary","116","0.483644756741394","0.421069507736803","0.546220005745985"
"Rarely","1990","Lower Saxony","middle vocational","252","0.481945890369708","0.438104479634955","0.52578730110446"
"Rarely","1990","Lower Saxony","vocational + Abi","9","","",""
"Rarely","1990","Lower Saxony","higher vocational","33","0.498882743021646","0.378255599610197","0.619509886433096"
"Rarely","1990","Lower Saxony","higher education","27","","",""
"Rarely","1990","Bremen","in school","","","",""
"Rarely","1990","Bremen","inadequately","","","",""
"Rarely","1990","Bremen","general elemantary","8","","",""
"Rarely","1990","Bremen","middle vocational","21","","",""
"Rarely","1990","Bremen","vocational + Abi","3","","",""
"Rarely","1990","Bremen","higher vocational","1","","",""
"Rarely","1990","Bremen","higher education","1","","",""
"Rarely","1990","North Rhine-Westphalia","in school","38","0.677540797421855","0.558271901634589","0.79680969320912"
"Rarely","1990","North Rhine-Westphalia","inadequately","96","0.518349994952829","0.447302523785294","0.589397466120364"
"Rarely","1990","North Rhine-Westphalia","general elemantary","335","0.53590675754581","0.496682969810131","0.575130545281488"
"Rarely","1990","North Rhine-Westphalia","middle vocational","668","0.546689463028737","0.51880093190093","0.574577994156545"
"Rarely","1990","North Rhine-Westphalia","vocational + Abi","38","0.451525033646525","0.345731785817384","0.557318281475666"
"Rarely","1990","North Rhine-Westphalia","higher vocational","69","0.520781819002284","0.436511282849556","0.605052355155012"
"Rarely","1990","North Rhine-Westphalia","higher education","94","0.49496054977567","0.425494996790327","0.564426102761014"
"Rarely","1990","Hesse","in school","14","","",""
"Rarely","1990","Hesse","inadequately","22","","",""
"Rarely","1990","Hesse","general elemantary","119","0.484258114991193","0.42408814300917","0.544428086973215"
"Rarely","1990","Hesse","middle vocational","208","0.450822467412764","0.404951486191513","0.496693448634015"
"Rarely","1990","Hesse","vocational + Abi","16","","",""
"Rarely","1990","Hesse","higher vocational","19","","",""
"Rarely","1990","Hesse","higher education","31","0.391356801055971","0.286359804962899","0.496353797149042"
"Rarely","1990","Rhineland-Palatinate,Saarland","in school","1","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","inadequately","21","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","general elemantary","103","0.447896896458161","0.381426543961788","0.514367248954534"
"Rarely","1990","Rhineland-Palatinate,Saarland","middle vocational","157","0.470222539319007","0.415622364313033","0.524822714324982"
"Rarely","1990","Rhineland-Palatinate,Saarland","vocational + Abi","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher vocational","11","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher education","13","","",""
"Rarely","1990","Baden-Württemberg","in school","13","","",""
"Rarely","1990","Baden-Württemberg","inadequately","97","0.487143445511425","0.415311437691309","0.558975453331541"
"Rarely","1990","Baden-Württemberg","general elemantary","266","0.528339950166161","0.485184286154312","0.571495614178009"
"Rarely","1990","Baden-Württemberg","middle vocational","396","0.489472367739971","0.454767319956571","0.52417741552337"
"Rarely","1990","Baden-Württemberg","vocational + Abi","22","","",""
"Rarely","1990","Baden-Württemberg","higher vocational","48","0.478697674886587","0.37979442938132","0.577600920391853"
"Rarely","1990","Baden-Württemberg","higher education","31","0.289792607822395","0.200427756034071","0.379157459610718"
"Rarely","1990","Bavaria","in school","16","","",""
"Rarely","1990","Bavaria","inadequately","28","","",""
"Rarely","1990","Bavaria","general elemantary","193","0.506148942236899","0.45721467767402","0.555083206799778"
"Rarely","1990","Bavaria","middle vocational","397","0.479036678803391","0.444633898724975","0.513439458881806"
"Rarely","1990","Bavaria","vocational + Abi","23","","",""
"Rarely","1990","Bavaria","higher vocational","42","0.442817686913925","0.340196277078971","0.545439096748878"
"Rarely","1990","Bavaria","higher education","44","0.323998611037517","0.244461898060396","0.403535324014637"
"Rarely","1990","Berlin","in school","5","","",""
"Rarely","1990","Berlin","inadequately","10","","",""
"Rarely","1990","Berlin","general elemantary","36","0.41088485133912","0.303073805835497","0.518695896842743"
"Rarely","1990","Berlin","middle vocational","56","0.410785552343677","0.328702627754969","0.492868476932384"
"Rarely","1990","Berlin","vocational + Abi","5","","",""
"Rarely","1990","Berlin","higher vocational","7","","",""
"Rarely","1990","Berlin","higher education","12","","",""
"Rarely","1990","Brandenburg","in school","","","",""
"Rarely","1990","Brandenburg","inadequately","","","",""
"Rarely","1990","Brandenburg","general elemantary","","","",""
"Rarely","1990","Brandenburg","middle vocational","","","",""
"Rarely","1990","Brandenburg","vocational + Abi","","","",""
"Rarely","1990","Brandenburg","higher vocational","","","",""
"Rarely","1990","Brandenburg","higher education","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Rarely","1990","Saxony","in school","","","",""
"Rarely","1990","Saxony","inadequately","","","",""
"Rarely","1990","Saxony","general elemantary","","","",""
"Rarely","1990","Saxony","middle vocational","","","",""
"Rarely","1990","Saxony","vocational + Abi","","","",""
"Rarely","1990","Saxony","higher vocational","","","",""
"Rarely","1990","Saxony","higher education","","","",""
"Rarely","1990","Saxony-Anhalt","in school","","","",""
"Rarely","1990","Saxony-Anhalt","inadequately","","","",""
"Rarely","1990","Saxony-Anhalt","general elemantary","","","",""
"Rarely","1990","Saxony-Anhalt","middle vocational","","","",""
"Rarely","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Rarely","1990","Saxony-Anhalt","higher vocational","","","",""
"Rarely","1990","Saxony-Anhalt","higher education","","","",""
"Rarely","1990","Thuringia","in school","","","",""
"Rarely","1990","Thuringia","inadequately","","","",""
"Rarely","1990","Thuringia","general elemantary","","","",""
"Rarely","1990","Thuringia","middle vocational","","","",""
"Rarely","1990","Thuringia","vocational + Abi","","","",""
"Rarely","1990","Thuringia","higher vocational","","","",""
"Rarely","1990","Thuringia","higher education","","","",""
"Never","1990","Schleswig-Holstein","in school","","","",""
"Never","1990","Schleswig-Holstein","inadequately","4","","",""
"Never","1990","Schleswig-Holstein","general elemantary","10","","",""
