"pli0082","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1991","no migration background","in school","","","","","2"
"Min 1x per week","1991","no migration background","inadequately","","","","","2"
"Min 1x per week","1991","no migration background","general elemantary","","","","","2"
"Min 1x per week","1991","no migration background","middle vocational","","","","","2"
"Min 1x per week","1991","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","no migration background","higher vocational","","","","","2"
"Min 1x per week","1991","no migration background","higher education","","","","","2"
"Min 1x per week","1991","direct migration background","in school","","","","","2"
"Min 1x per week","1991","direct migration background","inadequately","","","","","2"
"Min 1x per week","1991","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1991","direct migration background","middle vocational","","","","","2"
"Never","1991","indirect migration background","vocational + Abi","","","","","5"
"Never","1991","indirect migration background","in school","","","","","5"
"Never","1991","indirect migration background","inadequately","","","","","5"
"Never","1991","indirect migration background","general elemantary","","","","","5"
"Never","1991","indirect migration background","middle vocational","","","","","5"
"Never","1991","indirect migration background","higher vocational","","","","","5"
"Never","1991","indirect migration background","higher education","","","","","5"
"Never","1991","direct migration background","in school","","","","","5"
"Never","1991","direct migration background","inadequately","","","","","5"
"Never","1991","direct migration background","general elemantary","","","","","5"
"Never","1991","direct migration background","middle vocational","","","","","5"
"Never","1991","direct migration background","vocational + Abi","","","","","5"
"Never","1991","direct migration background","higher vocational","","","","","5"
"Never","1991","direct migration background","higher education","","","","","5"
"Never","1991","no migration background","in school","","","","","5"
"Never","1991","no migration background","inadequately","","","","","5"
"Never","1991","no migration background","general elemantary","","","","","5"
"Never","1991","no migration background","middle vocational","","","","","5"
"Never","1991","no migration background","vocational + Abi","","","","","5"
"Never","1991","no migration background","higher vocational","","","","","5"
"Never","1991","no migration background","higher education","","","","","5"
"Rarely","1991","no migration background","general elemantary","","","","","4"
"Rarely","1991","no migration background","middle vocational","","","","","4"
"Rarely","1991","no migration background","vocational + Abi","","","","","4"
"Rarely","1991","no migration background","higher vocational","","","","","4"
"Rarely","1991","no migration background","higher education","","","","","4"
"Rarely","1991","direct migration background","in school","","","","","4"
"Rarely","1991","direct migration background","inadequately","","","","","4"
"Rarely","1991","direct migration background","general elemantary","","","","","4"
"Rarely","1991","direct migration background","middle vocational","","","","","4"
"Rarely","1991","direct migration background","vocational + Abi","","","","","4"
"Rarely","1991","direct migration background","higher vocational","","","","","4"
"Rarely","1991","direct migration background","higher education","","","","","4"
"Rarely","1991","indirect migration background","in school","","","","","4"
"Rarely","1991","indirect migration background","inadequately","","","","","4"
"Rarely","1991","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1991","indirect migration background","higher vocational","","","","","4"
"Rarely","1991","indirect migration background","higher education","","","","","4"
"Rarely","1991","no migration background","in school","","","","","4"
"Rarely","1991","no migration background","inadequately","","","","","4"
"Rarely","1991","indirect migration background","general elemantary","","","","","4"
"Rarely","1991","indirect migration background","middle vocational","","","","","4"
"Daily","1992","direct migration background","general elemantary","","","","","1"
"Daily","1992","direct migration background","middle vocational","","","","","1"
"Daily","1992","direct migration background","vocational + Abi","","","","","1"
"Daily","1992","direct migration background","higher vocational","","","","","1"
"Daily","1992","direct migration background","higher education","","","","","1"
"Daily","1992","indirect migration background","in school","","","","","1"
"Daily","1992","indirect migration background","inadequately","","","","","1"
"Daily","1992","no migration background","in school","","","","","1"
"Daily","1992","no migration background","inadequately","","","","","1"
"Daily","1992","no migration background","general elemantary","","","","","1"
"Daily","1992","no migration background","middle vocational","","","","","1"
"Daily","1992","no migration background","vocational + Abi","","","","","1"
"Daily","1992","no migration background","higher vocational","","","","","1"
"Daily","1992","no migration background","higher education","","","","","1"
"Daily","1992","direct migration background","in school","","","","","1"
"Daily","1992","direct migration background","inadequately","","","","","1"
"Daily","1992","indirect migration background","general elemantary","","","","","1"
"Daily","1992","indirect migration background","middle vocational","","","","","1"
"Daily","1992","indirect migration background","vocational + Abi","","","","","1"
"Daily","1992","indirect migration background","higher vocational","","","","","1"
"Daily","1992","indirect migration background","higher education","","","","","1"
"Min 1x per month","1992","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1992","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1992","direct migration background","in school","","","","","3"
"Min 1x per month","1992","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1992","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1992","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1992","direct migration background","inadequately","","","","","3"
"Min 1x per month","1992","no migration background","in school","","","","","3"
"Min 1x per month","1992","no migration background","inadequately","","","","","3"
"Min 1x per month","1992","no migration background","general elemantary","","","","","3"
"Min 1x per month","1992","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1992","direct migration background","higher education","","","","","3"
"Min 1x per month","1992","indirect migration background","in school","","","","","3"
"Min 1x per month","1992","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1992","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1992","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1992","indirect migration background","higher education","","","","","3"
"Min 1x per month","1992","no migration background","middle vocational","","","","","3"
"Min 1x per month","1992","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1992","no migration background","higher vocational","","","","","3"
"Min 1x per month","1992","no migration background","higher education","","","","","3"
"Min 1x per week","1992","indirect migration background","in school","","","","","2"
"Min 1x per week","1992","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1992","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1992","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1992","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1992","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1992","indirect migration background","higher education","","","","","2"
"Min 1x per week","1992","direct migration background","in school","","","","","2"
"Min 1x per week","1992","direct migration background","inadequately","","","","","2"
"Min 1x per week","1992","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1992","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1992","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1992","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1992","direct migration background","higher education","","","","","2"
"Min 1x per week","1992","no migration background","in school","","","","","2"
"Min 1x per week","1992","no migration background","inadequately","","","","","2"
"Min 1x per week","1992","no migration background","general elemantary","","","","","2"
"Min 1x per week","1992","no migration background","middle vocational","","","","","2"
"Min 1x per week","1992","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1992","no migration background","higher vocational","","","","","2"
"Min 1x per week","1992","no migration background","higher education","","","","","2"
"Never","1992","indirect migration background","higher vocational","","","","","5"
"Never","1992","direct migration background","in school","","","","","5"
"Never","1992","direct migration background","inadequately","","","","","5"
"Never","1992","direct migration background","general elemantary","","","","","5"
"Never","1992","direct migration background","middle vocational","","","","","5"
"Never","1992","indirect migration background","in school","","","","","5"
"Never","1992","indirect migration background","inadequately","","","","","5"
"Never","1992","indirect migration background","general elemantary","","","","","5"
"Never","1992","indirect migration background","middle vocational","","","","","5"
"Never","1992","indirect migration background","vocational + Abi","","","","","5"
"Never","1992","indirect migration background","higher education","","","","","5"
"Never","1992","direct migration background","vocational + Abi","","","","","5"
"Never","1992","direct migration background","higher vocational","","","","","5"
"Never","1992","direct migration background","higher education","","","","","5"
"Never","1992","no migration background","in school","","","","","5"
"Never","1992","no migration background","inadequately","","","","","5"
"Never","1992","no migration background","general elemantary","","","","","5"
"Never","1992","no migration background","middle vocational","","","","","5"
"Never","1992","no migration background","vocational + Abi","","","","","5"
"Never","1992","no migration background","higher vocational","","","","","5"
"Never","1992","no migration background","higher education","","","","","5"
"Rarely","1992","no migration background","in school","","","","","4"
"Rarely","1992","no migration background","inadequately","","","","","4"
"Rarely","1992","no migration background","general elemantary","","","","","4"
"Rarely","1992","no migration background","middle vocational","","","","","4"
"Rarely","1992","no migration background","vocational + Abi","","","","","4"
"Rarely","1992","no migration background","higher vocational","","","","","4"
"Rarely","1992","no migration background","higher education","","","","","4"
"Rarely","1992","direct migration background","in school","","","","","4"
"Rarely","1992","direct migration background","inadequately","","","","","4"
"Rarely","1992","direct migration background","general elemantary","","","","","4"
"Rarely","1992","direct migration background","middle vocational","","","","","4"
"Rarely","1992","direct migration background","vocational + Abi","","","","","4"
"Rarely","1992","direct migration background","higher vocational","","","","","4"
"Rarely","1992","direct migration background","higher education","","","","","4"
"Rarely","1992","indirect migration background","in school","","","","","4"
"Rarely","1992","indirect migration background","inadequately","","","","","4"
"Rarely","1992","indirect migration background","general elemantary","","","","","4"
"Rarely","1992","indirect migration background","middle vocational","","","","","4"
"Rarely","1992","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1992","indirect migration background","higher vocational","","","","","4"
"Rarely","1992","indirect migration background","higher education","","","","","4"
"Daily","1993","direct migration background","general elemantary","","","","","1"
"Daily","1993","direct migration background","middle vocational","","","","","1"
"Daily","1993","direct migration background","vocational + Abi","","","","","1"
"Daily","1993","direct migration background","higher vocational","","","","","1"
"Daily","1993","direct migration background","higher education","","","","","1"
"Daily","1993","indirect migration background","in school","","","","","1"
"Daily","1993","indirect migration background","inadequately","","","","","1"
"Daily","1993","no migration background","in school","","","","","1"
"Daily","1993","no migration background","inadequately","","","","","1"
"Daily","1993","no migration background","general elemantary","","","","","1"
"Daily","1993","no migration background","middle vocational","","","","","1"
"Daily","1993","no migration background","vocational + Abi","","","","","1"
"Daily","1993","no migration background","higher vocational","","","","","1"
"Daily","1993","no migration background","higher education","","","","","1"
"Daily","1993","direct migration background","in school","","","","","1"
"Daily","1993","direct migration background","inadequately","","","","","1"
"Daily","1993","indirect migration background","general elemantary","","","","","1"
"Daily","1993","indirect migration background","middle vocational","","","","","1"
"Daily","1993","indirect migration background","vocational + Abi","","","","","1"
"Daily","1993","indirect migration background","higher vocational","","","","","1"
"Daily","1993","indirect migration background","higher education","","","","","1"
"Min 1x per month","1993","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1993","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1993","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1993","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1993","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1993","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1993","direct migration background","in school","","","","","3"
"Min 1x per month","1993","direct migration background","inadequately","","","","","3"
"Min 1x per month","1993","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1993","direct migration background","higher education","","","","","3"
"Min 1x per month","1993","indirect migration background","in school","","","","","3"
"Min 1x per month","1993","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1993","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1993","indirect migration background","higher education","","","","","3"
"Min 1x per month","1993","no migration background","in school","","","","","3"
"Min 1x per month","1993","no migration background","inadequately","","","","","3"
"Min 1x per month","1993","no migration background","general elemantary","","","","","3"
"Min 1x per month","1993","no migration background","middle vocational","","","","","3"
"Min 1x per month","1993","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1993","no migration background","higher vocational","","","","","3"
"Min 1x per month","1993","no migration background","higher education","","","","","3"
"Min 1x per week","1993","indirect migration background","in school","","","","","2"
"Min 1x per week","1993","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1993","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1993","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1993","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1993","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1993","indirect migration background","higher education","","","","","2"
"Min 1x per week","1993","direct migration background","in school","","","","","2"
"Min 1x per week","1993","direct migration background","inadequately","","","","","2"
"Min 1x per week","1993","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1993","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1993","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1993","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1993","direct migration background","higher education","","","","","2"
"Min 1x per week","1993","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1993","no migration background","higher vocational","","","","","2"
"Min 1x per week","1993","no migration background","higher education","","","","","2"
"Min 1x per week","1993","no migration background","general elemantary","","","","","2"
"Min 1x per week","1993","no migration background","middle vocational","","","","","2"
"Min 1x per week","1993","no migration background","inadequately","","","","","2"
"Min 1x per week","1993","no migration background","in school","","","","","2"
"Never","1993","indirect migration background","vocational + Abi","","","","","5"
"Never","1993","indirect migration background","higher vocational","","","","","5"
"Never","1993","direct migration background","in school","","","","","5"
"Never","1993","direct migration background","inadequately","","","","","5"
"Never","1993","direct migration background","general elemantary","","","","","5"
"Never","1993","indirect migration background","in school","","","","","5"
"Never","1993","indirect migration background","inadequately","","","","","5"
"Never","1993","indirect migration background","general elemantary","","","","","5"
"Never","1993","indirect migration background","middle vocational","","","","","5"
"Never","1993","indirect migration background","higher education","","","","","5"
"Never","1993","direct migration background","middle vocational","","","","","5"
"Never","1993","direct migration background","vocational + Abi","","","","","5"
"Never","1993","direct migration background","higher vocational","","","","","5"
"Never","1993","direct migration background","higher education","","","","","5"
"Never","1993","no migration background","in school","","","","","5"
"Never","1993","no migration background","inadequately","","","","","5"
"Never","1993","no migration background","general elemantary","","","","","5"
"Never","1993","no migration background","middle vocational","","","","","5"
"Never","1993","no migration background","vocational + Abi","","","","","5"
"Never","1993","no migration background","higher vocational","","","","","5"
"Never","1993","no migration background","higher education","","","","","5"
"Rarely","1993","no migration background","general elemantary","","","","","4"
"Rarely","1993","no migration background","middle vocational","","","","","4"
"Rarely","1993","no migration background","vocational + Abi","","","","","4"
"Rarely","1993","no migration background","higher vocational","","","","","4"
"Rarely","1993","no migration background","higher education","","","","","4"
"Rarely","1993","direct migration background","in school","","","","","4"
"Rarely","1993","direct migration background","inadequately","","","","","4"
"Rarely","1993","direct migration background","general elemantary","","","","","4"
"Rarely","1993","direct migration background","middle vocational","","","","","4"
"Rarely","1993","direct migration background","vocational + Abi","","","","","4"
"Rarely","1993","direct migration background","higher vocational","","","","","4"
"Rarely","1993","direct migration background","higher education","","","","","4"
"Rarely","1993","indirect migration background","in school","","","","","4"
"Rarely","1993","indirect migration background","inadequately","","","","","4"
"Rarely","1993","no migration background","in school","","","","","4"
"Rarely","1993","no migration background","inadequately","","","","","4"
"Rarely","1993","indirect migration background","general elemantary","","","","","4"
"Rarely","1993","indirect migration background","middle vocational","","","","","4"
"Rarely","1993","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1993","indirect migration background","higher vocational","","","","","4"
"Rarely","1993","indirect migration background","higher education","","","","","4"
"Daily","1994","no migration background","in school","","","","","1"
"Daily","1994","no migration background","inadequately","","","","","1"
"Daily","1994","no migration background","general elemantary","","","","","1"
"Daily","1994","no migration background","middle vocational","","","","","1"
"Daily","1994","no migration background","vocational + Abi","","","","","1"
"Daily","1994","no migration background","higher vocational","","","","","1"
"Daily","1994","no migration background","higher education","","","","","1"
"Daily","1994","direct migration background","in school","","","","","1"
"Daily","1994","direct migration background","inadequately","","","","","1"
"Daily","1994","direct migration background","general elemantary","","","","","1"
"Daily","1994","direct migration background","middle vocational","","","","","1"
"Daily","1994","direct migration background","vocational + Abi","","","","","1"
"Daily","1994","direct migration background","higher vocational","","","","","1"
"Daily","1994","direct migration background","higher education","","","","","1"
"Daily","1994","indirect migration background","in school","","","","","1"
"Daily","1994","indirect migration background","inadequately","","","","","1"
"Daily","1994","indirect migration background","general elemantary","","","","","1"
"Daily","1994","indirect migration background","middle vocational","","","","","1"
"Daily","1994","indirect migration background","vocational + Abi","","","","","1"
"Daily","1994","indirect migration background","higher vocational","","","","","1"
"Daily","1994","indirect migration background","higher education","","","","","1"
"Min 1x per month","1994","no migration background","in school","","","","","3"
"Min 1x per month","1994","no migration background","inadequately","","","","","3"
"Min 1x per month","1994","no migration background","general elemantary","","","","","3"
"Min 1x per month","1994","no migration background","middle vocational","","","","","3"
"Min 1x per month","1994","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1994","no migration background","higher vocational","","","","","3"
"Min 1x per month","1994","no migration background","higher education","","","","","3"
"Min 1x per month","1994","direct migration background","in school","","","","","3"
"Min 1x per month","1994","direct migration background","inadequately","","","","","3"
"Min 1x per month","1994","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1994","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1994","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1994","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1994","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1994","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1994","indirect migration background","higher education","","","","","3"
"Min 1x per month","1994","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1994","direct migration background","higher education","","","","","3"
"Min 1x per month","1994","indirect migration background","in school","","","","","3"
"Min 1x per month","1994","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1994","indirect migration background","general elemantary","","","","","3"
"Min 1x per week","1994","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1994","indirect migration background","general elemantary","","","","","2"
