"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1991","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1991","66 and older","general elemantary","","","","","","","","","","",""
"1991","66 and older","higher education","","","","","","","","","","",""
"1991","66 and older","higher vocational","","","","","","","","","","",""
"1991","66 and older","in school","","","","","","","","","","",""
"1991","66 and older","inadequately","","","","","","","","","","",""
"1991","66 and older","middle vocational","","","","","","","","","","",""
"1991","66 and older","vocational + Abi","","","","","","","","","","",""
"1992","16-34 y.","general elemantary","","","","","","","","","","",""
"1992","16-34 y.","higher education","","","","","","","","","","",""
"1992","16-34 y.","higher vocational","","","","","","","","","","",""
"1992","16-34 y.","in school","","","","","","","","","","",""
"1992","16-34 y.","inadequately","","","","","","","","","","",""
"1992","16-34 y.","middle vocational","","","","","","","","","","",""
"1992","16-34 y.","vocational + Abi","","","","","","","","","","",""
"1992","35-65 y.","general elemantary","","","","","","","","","","",""
"1992","35-65 y.","higher education","","","","","","","","","","",""
"1992","35-65 y.","higher vocational","","","","","","","","","","",""
"1992","35-65 y.","in school","","","","","","","","","","",""
"1992","35-65 y.","inadequately","","","","","","","","","","",""
"1992","35-65 y.","middle vocational","","","","","","","","","","",""
"1992","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1992","66 and older","general elemantary","","","","","","","","","","",""
"1992","66 and older","higher education","","","","","","","","","","",""
"1992","66 and older","higher vocational","","","","","","","","","","",""
"1992","66 and older","in school","","","","","","","","","","",""
"1992","66 and older","inadequately","","","","","","","","","","",""
"1992","66 and older","middle vocational","","","","","","","","","","",""
"1992","66 and older","vocational + Abi","","","","","","","","","","",""
"1993","16-34 y.","general elemantary","","","","","","","","","","",""
"1993","16-34 y.","higher education","","","","","","","","","","",""
"1993","16-34 y.","higher vocational","","","","","","","","","","",""
"1993","16-34 y.","in school","","","","","","","","","","",""
"1993","16-34 y.","inadequately","","","","","","","","","","",""
"1993","16-34 y.","middle vocational","","","","","","","","","","",""
"1993","16-34 y.","vocational + Abi","","","","","","","","","","",""
"1993","35-65 y.","general elemantary","","","","","","","","","","",""
"1993","35-65 y.","higher education","","","","","","","","","","",""
"1993","35-65 y.","higher vocational","","","","","","","","","","",""
"1993","35-65 y.","in school","","","","","","","","","","",""
"1993","35-65 y.","inadequately","","","","","","","","","","",""
"1993","35-65 y.","middle vocational","","","","","","","","","","",""
"1993","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1993","66 and older","general elemantary","","","","","","","","","","",""
"1993","66 and older","higher education","","","","","","","","","","",""
"1993","66 and older","higher vocational","","","","","","","","","","",""
"1993","66 and older","in school","","","","","","","","","","",""
"1993","66 and older","inadequately","","","","","","","","","","",""
"1993","66 and older","middle vocational","","","","","","","","","","",""
"1993","66 and older","vocational + Abi","","","","","","","","","","",""
"1994","16-34 y.","general elemantary","","","","","","","","","","",""
"1994","16-34 y.","higher education","","","","","","","","","","",""
"1994","16-34 y.","higher vocational","","","","","","","","","","",""
"1994","16-34 y.","in school","","","","","","","","","","",""
"1994","16-34 y.","inadequately","","","","","","","","","","",""
"1994","16-34 y.","middle vocational","","","","","","","","","","",""
"1994","16-34 y.","vocational + Abi","","","","","","","","","","",""
"1994","35-65 y.","general elemantary","","","","","","","","","","",""
"1994","35-65 y.","higher education","","","","","","","","","","",""
"1994","35-65 y.","higher vocational","","","","","","","","","","",""
"1994","35-65 y.","in school","","","","","","","","","","",""
"1994","35-65 y.","inadequately","","","","","","","","","","",""
"1994","35-65 y.","middle vocational","","","","","","","","","","",""
"1994","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1994","66 and older","general elemantary","","","","","","","","","","",""
"1994","66 and older","higher education","","","","","","","","","","",""
"1994","66 and older","higher vocational","","","","","","","","","","",""
"1994","66 and older","in school","","","","","","","","","","",""
"1994","66 and older","inadequately","","","","","","","","","","",""
"1994","66 and older","middle vocational","","","","","","","","","","",""
"1994","66 and older","vocational + Abi","","","","","","","","","","",""
"1995","16-34 y.","general elemantary","","","","","","","","","","",""
"1995","16-34 y.","higher education","","","","","","","","","","",""
"1995","16-34 y.","higher vocational","","","","","","","","","","",""
"1995","16-34 y.","in school","","","","","","","","","","",""
"1995","16-34 y.","inadequately","","","","","","","","","","",""
"1995","16-34 y.","middle vocational","","","","","","","","","","",""
"1995","16-34 y.","vocational + Abi","","","","","","","","","","",""
"1995","35-65 y.","general elemantary","","","","","","","","","","",""
"1995","35-65 y.","higher education","","","","","","","","","","",""
"1995","35-65 y.","higher vocational","","","","","","","","","","",""
"1995","35-65 y.","in school","","","","","","","","","","",""
"1995","35-65 y.","inadequately","","","","","","","","","","",""
"1995","35-65 y.","middle vocational","","","","","","","","","","",""
"1995","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1995","66 and older","general elemantary","","","","","","","","","","",""
"1995","66 and older","higher education","","","","","","","","","","",""
"1995","66 and older","higher vocational","","","","","","","","","","",""
"1995","66 and older","in school","","","","","","","","","","",""
"1995","66 and older","inadequately","","","","","","","","","","",""
"1995","66 and older","middle vocational","","","","","","","","","","",""
"1995","66 and older","vocational + Abi","","","","","","","","","","",""
"1996","16-34 y.","general elemantary","","","","","","","","","","",""
"1996","16-34 y.","higher education","","","","","","","","","","",""
"1996","16-34 y.","higher vocational","","","","","","","","","","",""
"1996","16-34 y.","in school","","","","","","","","","","",""
"1996","16-34 y.","inadequately","","","","","","","","","","",""
"1996","16-34 y.","middle vocational","","","","","","","","","","",""
"1996","16-34 y.","vocational + Abi","","","","","","","","","","",""
"1996","35-65 y.","general elemantary","","","","","","","","","","",""
"1996","35-65 y.","higher education","","","","","","","","","","",""
"1996","35-65 y.","higher vocational","","","","","","","","","","",""
"1996","35-65 y.","in school","","","","","","","","","","",""
"1996","35-65 y.","inadequately","","","","","","","","","","",""
"1996","35-65 y.","middle vocational","","","","","","","","","","",""
"1996","35-65 y.","vocational + Abi","","","","","","","","","","",""
"1996","66 and older","general elemantary","","","","","","","","","","",""
"1996","66 and older","higher education","","","","","","","","","","",""
"1996","66 and older","higher vocational","","","","","","","","","","",""
"1996","66 and older","in school","","","","","","","","","","",""
"1996","66 and older","inadequately","","","","","","","","","","",""
"1996","66 and older","middle vocational","","","","","","","","","","",""
"1996","66 and older","vocational + Abi","","","","","","","","","","",""
"1997","16-34 y.","general elemantary","6.24","6","296","3","5","8","10","5.95","6.53","6","7"
"1997","16-34 y.","higher education","6.27","7","151","3","5","8","9","5.9","6.64","7","8"
"1997","16-34 y.","higher vocational","6.49","7","91","3","5","8","9","5.98","7","6","8"
"1997","16-34 y.","in school","","","","","","","","","","",""
"1997","16-34 y.","inadequately","6.05","6","55","4","5","7","9","5.44","6.66","5","7"
"1997","16-34 y.","middle vocational","6.45","7","919","3","5","8","10","6.29","6.61","7","7"
"1997","16-34 y.","vocational + Abi","6.43","6","89","3","5","8","9","5.91","6.95","6","7"
"1997","35-65 y.","general elemantary","6.45","7","232","3","5","8","9","6.15","6.75","6","7"
"1997","35-65 y.","higher education","6.5","7","326","4","5","8","9","6.26","6.74","7","7"
"1997","35-65 y.","higher vocational","6.21","7","155","2","5","8","9","5.84","6.58","6","7"
"1997","35-65 y.","in school","","","","","","","","","","",""
"1997","35-65 y.","inadequately","5.73","5","71","3","4","8","9","5.21","6.25","6","7"
"1997","35-65 y.","middle vocational","6.48","7","866","3","5","8","10","6.32","6.64","7","7"
"1997","35-65 y.","vocational + Abi","6.47","7","66","2","5","8","9","5.92","7.02","7","8"
"1997","66 and older","general elemantary","","","","","","","","","","",""
"1997","66 and older","higher education","","","","","","","","","","",""
"1997","66 and older","higher vocational","","","","","","","","","","",""
"1997","66 and older","in school","","","","","","","","","","",""
"1997","66 and older","inadequately","","","","","","","","","","",""
"1997","66 and older","middle vocational","","","","","","","","","","",""
"1997","66 and older","vocational + Abi","","","","","","","","","","",""
"1998","16-34 y.","general elemantary","6.13","7","297","2","5","8","10","5.85","6.41","7","7"
"1998","16-34 y.","higher education","6.8","7","156","3","5","9","10","6.41","7.19","7","8"
"1998","16-34 y.","higher vocational","5.82","6","113","2","3","8","9","5.33","6.31","6","7"
"1998","16-34 y.","in school","","","","","","","","","","",""
"1998","16-34 y.","inadequately","6.25","7","46","1","5","8","9","5.58","6.92","6","8"
"1998","16-34 y.","middle vocational","6.94","7","903","3","5","9","10","6.78","7.1","7","8"
"1998","16-34 y.","vocational + Abi","6.58","7","96","3","5","9","9","6.12","7.04","7","8"
"1998","35-65 y.","general elemantary","6.54","7","243","4","5","8","10","6.25","6.83","6","7"
"1998","35-65 y.","higher education","6.87","7","371","3","6","9","10","6.63","7.11","7","8"
"1998","35-65 y.","higher vocational","6.39","7","152","3","5","8","9","6.01","6.77","6","7"
"1998","35-65 y.","in school","","","","","","","","","","",""
"1998","35-65 y.","inadequately","5.34","6","67","0","3","8","9","4.72","5.96","6","7"
"1998","35-65 y.","middle vocational","6.54","7","959","3","5","8","10","6.39","6.69","7","7"
"1998","35-65 y.","vocational + Abi","6.76","7","69","4","5","8","10","6.25","7.27","6","8"
"1998","66 and older","general elemantary","","","","","","","","","","",""
"1998","66 and older","higher education","","","","","","","","","","",""
"1998","66 and older","higher vocational","","","","","","","","","","",""
"1998","66 and older","in school","","","","","","","","","","",""
"1998","66 and older","inadequately","","","","","","","","","","",""
"1998","66 and older","middle vocational","","","","","","","","","","",""
"1998","66 and older","vocational + Abi","","","","","","","","","","",""
"1999","16-34 y.","general elemantary","6.4","7","273","3","5","8","10","6.11","6.69","7","7"
"1999","16-34 y.","higher education","6.53","7","137","2","5","9","10","6.12","6.94","7","8"
"1999","16-34 y.","higher vocational","6.8","7","98","3","5","9","10","6.29","7.31","6","8"
"1999","16-34 y.","in school","","","","","","","","","","",""
"1999","16-34 y.","inadequately","6.37","7","48","3","5","8","9","5.75","6.99","5","8"
"1999","16-34 y.","middle vocational","6.58","7","863","3","5","9","10","6.41","6.75","7","7"
"1999","16-34 y.","vocational + Abi","6.2","6","85","3","5","8","9","5.67","6.73","5","7"
"1999","35-65 y.","general elemantary","6.24","6","235","3","5","8","10","5.92","6.56","6","7"
"1999","35-65 y.","higher education","6.75","7","373","4","5","8","9","6.51","6.99","7","7"
"1999","35-65 y.","higher vocational","6.56","7","159","3","5","8","9","6.16","6.96","7","8"
"1999","35-65 y.","in school","","","","","","","","","","",""
"1999","35-65 y.","inadequately","6.14","6","65","2","5","8","10","5.55","6.73","6","8"
"1999","35-65 y.","middle vocational","6.57","7","1009","3","5","8","10","6.42","6.72","7","7"
"1999","35-65 y.","vocational + Abi","7.07","8","90","4","5","9","10","6.59","7.55","7","8"
"1999","66 and older","general elemantary","","","","","","","","","","",""
"1999","66 and older","higher education","","","","","","","","","","",""
"1999","66 and older","higher vocational","","","","","","","","","","",""
"1999","66 and older","in school","","","","","","","","","","",""
"1999","66 and older","inadequately","","","","","","","","","","",""
"1999","66 and older","middle vocational","","","","","","","","","","",""
"1999","66 and older","vocational + Abi","","","","","","","","","","",""
"2000","16-34 y.","general elemantary","6.78","8","354","2","5","9","10","6.49","7.07","7","8"
"2000","16-34 y.","higher education","6.61","7","254","2","5","9","10","6.29","6.93","7","8"
"2000","16-34 y.","higher vocational","6.78","7","197","3","5","9","10","6.41","7.15","7","8"
"2000","16-34 y.","in school","","","","","","","","","","",""
"2000","16-34 y.","inadequately","7.42","8","33","5","6","9","10","6.45","8.39","6","8"
"2000","16-34 y.","middle vocational","6.72","7","1288","3","5","9","10","6.58","6.86","7","8"
"2000","16-34 y.","vocational + Abi","6.52","7","168","3","5","8","9","6.12","6.92","7","8"
"2000","35-65 y.","general elemantary","5.93","7","290","0","4","8","10","5.62","6.24","6","7"
"2000","35-65 y.","higher education","6.45","7","742","3","5","8","9","6.27","6.63","7","7"
"2000","35-65 y.","higher vocational","6.67","7","380","3","5","8","10","6.42","6.92","7","8"
"2000","35-65 y.","in school","","","","","","","","","","",""
"2000","35-65 y.","inadequately","7.22","8","59","5","5","10","10","6.58","7.86","7","8"
"2000","35-65 y.","middle vocational","6.5","7","1824","3","5","8","10","6.38","6.62","7","7"
"2000","35-65 y.","vocational + Abi","6.38","7","193","2","5","8","10","6.01","6.75","7","8"
"2000","66 and older","general elemantary","4.18","5","37","0","0","7","9","3.02","5.34","4","6"
"2000","66 and older","higher education","","","","","","","","","","",""
"2000","66 and older","higher vocational","","","","","","","","","","",""
"2000","66 and older","in school","","","","","","","","","","",""
"2000","66 and older","inadequately","","","","","","","","","","",""
"2000","66 and older","middle vocational","5.43","7","52","0","2","8","9","4.41","6.45","3","8"
"2000","66 and older","vocational + Abi","","","","","","","","","","",""
"2001","16-34 y.","general elemantary","6.55","7","293","1","5","9","10","6.23","6.87","7","8"
"2001","16-34 y.","higher education","6.4","7","192","2","5","8","10","6.02","6.78","7","8"
"2001","16-34 y.","higher vocational","6.7","7","144","3","5","9","10","6.28","7.12","7","8"
"2001","16-34 y.","in school","","","","","","","","","","",""
"2001","16-34 y.","inadequately","","","","","","","","","","",""
"2001","16-34 y.","middle vocational","6.74","7","990","3","5","9","10","6.58","6.9","7","8"
"2001","16-34 y.","vocational + Abi","6.62","7","122","3","5","8","10","6.15","7.09","7","8"
"2001","35-65 y.","general elemantary","6.5","7","212","2","5","9","10","6.13","6.87","6","8"
"2001","35-65 y.","higher education","6.44","7","538","2","5","8","9","6.22","6.66","7","8"
"2001","35-65 y.","higher vocational","6.81","7","273","3","5","8","10","6.52","7.1","7","8"
"2001","35-65 y.","in school","","","","","","","","","","",""
"2001","35-65 y.","inadequately","6.3","6.46","33","2","5","9","10","5.45","7.15","5","8"
"2001","35-65 y.","middle vocational","6.24","7","1268","2","5","8","10","6.09","6.39","7","7"
"2001","35-65 y.","vocational + Abi","6.59","7","158","3","5","9","10","6.18","7","6","8"
"2001","66 and older","general elemantary","4.84","5","36","0","0","8","10","3.68","6","4","8"
"2001","66 and older","higher education","","","","","","","","","","",""
"2001","66 and older","higher vocational","","","","","","","","","","",""
"2001","66 and older","in school","","","","","","","","","","",""
"2001","66 and older","inadequately","","","","","","","","","","",""
"2001","66 and older","middle vocational","4.78","5.12","52","0","0","8","9","3.76","5.8","4","7"
"2001","66 and older","vocational + Abi","","","","","","","","","","",""
"2002","16-34 y.","general elemantary","6.54","7","231","2","5","9","10","6.18","6.9","7","8"
"2002","16-34 y.","higher education","6.31","7","161","2","5","8","9","5.91","6.71","7","8"
"2002","16-34 y.","higher vocational","6.59","6.61","134","4","5","9","10","6.19","6.99","7","7"
"2002","16-34 y.","in school","","","","","","","","","","",""
"2002","16-34 y.","inadequately","","","","","","","","","","",""
"2002","16-34 y.","middle vocational","6.48","7","825","2","5","8","10","6.31","6.65","7","7"
"2002","16-34 y.","vocational + Abi","6.44","7","107","3","5","8","9","6.01","6.87","6","8"
"2002","35-65 y.","general elemantary","6.31","7","167","2","5","8","9","5.92","6.7","6","7"
"2002","35-65 y.","higher education","6.63","7","663","3","5","8","10","6.45","6.81","7","7"
"2002","35-65 y.","higher vocational","6.66","7","293","3","5","8","9","6.4","6.92","6","7"
"2002","35-65 y.","in school","","","","","","","","","","",""
"2002","35-65 y.","inadequately","","","","","","","","","","",""
"2002","35-65 y.","middle vocational","6.28","7","1172","3","5","8","9","6.13","6.43","7","7"
"2002","35-65 y.","vocational + Abi","6.77","7","193","3","5","9","10","6.4","7.14","6","7"
"2002","66 and older","general elemantary","","","","","","","","","","",""
"2002","66 and older","higher education","","","","","","","","","","",""
"2002","66 and older","higher vocational","","","","","","","","","","",""
"2002","66 and older","in school","","","","","","","","","","",""
"2002","66 and older","inadequately","","","","","","","","","","",""
"2002","66 and older","middle vocational","4.45","5","44","0","0","7","9","3.41","5.49","4","6"
"2002","66 and older","vocational + Abi","","","","","","","","","","",""
"2003","16-34 y.","general elemantary","6.35","7","461","3","5","8","10","6.13","6.57","6","7"
"2003","16-34 y.","higher education","5.84","6","302","2","5","8","9","5.56","6.12","6","7"
"2003","16-34 y.","higher vocational","5.69","6","181","2","4","8","9","5.29","6.09","5","7"
"2003","16-34 y.","in school","6.32","7","193","4","5","8","9","6.02","6.62","6","7"
"2003","16-34 y.","inadequately","5.38","5","34","1","4","8","9","4.41","6.35","5","7"
"2003","16-34 y.","middle vocational","6.3","7","1490","3","5","8","9","6.17","6.43","6","7"
"2003","16-34 y.","vocational + Abi","6.12","6","230","3","5","8","10","5.82","6.42","6","7"
"2003","35-65 y.","general elemantary","6.26","7","340","3","5","8","9","6","6.52","6","7"
"2003","35-65 y.","higher education","6.23","7","1586","3","5","8","9","6.11","6.35","7","7"
"2003","35-65 y.","higher vocational","6.73","7","595","4","5","8","9","6.55","6.91","7","7"
"2003","35-65 y.","in school","","","","","","","","","","",""
"2003","35-65 y.","inadequately","5.74","5","50","0","4","8","9","4.9","6.58","5","8"
"2003","35-65 y.","middle vocational","6.26","7","2845","3","5","8","10","6.17","6.35","7","7"
"2003","35-65 y.","vocational + Abi","6.27","6","333","3","5","8","9","6.01","6.53","6","7"
"2003","66 and older","general elemantary","5.97","6","121","0","5","8","10","5.45","6.49","5","7"
"2003","66 and older","higher education","5.97","6","81","3","5","8","9","5.42","6.52","5","7"
"2003","66 and older","higher vocational","6.75","6.2","44","5","5","9","10","6.03","7.47","6","8"
"2003","66 and older","in school","","","","","","","","","","",""
"2003","66 and older","inadequately","","","","","","","","","","",""
"2003","66 and older","middle vocational","6","6","274","0","5","8","10","5.66","6.34","5","7"
"2003","66 and older","vocational + Abi","","","","","","","","","","",""
"2004","16-34 y.","general elemantary","6.94","7","220","4","5","9","10","6.61","7.27","7","8"
"2004","16-34 y.","higher education","6.66","7","128","3","5","8","9","6.27","7.05","6","7"
"2004","16-34 y.","higher vocational","6.15","7","114","2","4","8","9","5.7","6.6","7","8"
"2004","16-34 y.","in school","","","","","","","","","","",""
"2004","16-34 y.","inadequately","","","","","","","","","","",""
"2004","16-34 y.","middle vocational","6.55","7","713","3","5","8","10","6.36","6.74","7","7"
"2004","16-34 y.","vocational + Abi","6.96","7","102","5","6","8","9","6.55","7.37","6","8"
"2004","35-65 y.","general elemantary","5.94","6","154","2","5","8","9","5.53","6.35","6","7"
"2004","35-65 y.","higher education","6.22","7","633","2","5","8","9","6.03","6.41","7","7"
"2004","35-65 y.","higher vocational","6.37","7","278","3","5","8","9","6.1","6.64","6","7"
"2004","35-65 y.","in school","","","","","","","","","","",""
"2004","35-65 y.","inadequately","6.67","7.96","30","2","5","9","10","5.51","7.83","4","8"
"2004","35-65 y.","middle vocational","6","6","1192","2","5","8","9","5.85","6.15","6","7"
"2004","35-65 y.","vocational + Abi","6.48","7","175","3","5","9","10","6.09","6.87","6","7"
"2004","66 and older","general elemantary","","","","","","","","","","",""
"2004","66 and older","higher education","","","","","","","","","","",""
"2004","66 and older","higher vocational","","","","","","","","","","",""
"2004","66 and older","in school","","","","","","","","","","",""
"2004","66 and older","inadequately","","","","","","","","","","",""
"2004","66 and older","middle vocational","4.99","6","38","0","0","8","8","3.86","6.12","2","7"
"2004","66 and older","vocational + Abi","","","","","","","","","","",""
"2005","16-34 y.","general elemantary","6.41","7","182","3","5","8","9","6.03","6.79","7","8"
"2005","16-34 y.","higher education","6.31","7","123","1","4","8","10","5.77","6.85","6","7"
"2005","16-34 y.","higher vocational","6.6","7","104","3","5","9","10","6.13","7.07","7","8"
"2005","16-34 y.","in school","","","","","","","","","","",""
"2005","16-34 y.","inadequately","","","","","","","","","","",""
"2005","16-34 y.","middle vocational","6.46","7","670","2","5","9","10","6.25","6.67","7","7"
"2005","16-34 y.","vocational + Abi","6.57","7","119","3","5","8","10","6.08","7.06","6","7"
"2005","35-65 y.","general elemantary","6.41","7","147","3","5","8","10","6","6.82","6","7"
"2005","35-65 y.","higher education","6.19","7","605","1","5","8","9","5.97","6.41","7","7"
"2005","35-65 y.","higher vocational","6.27","7","266","3","5","8","9","5.99","6.55","7","7"
"2005","35-65 y.","in school","","","","","","","","","","",""
"2005","35-65 y.","inadequately","","","","","","","","","","",""
"2005","35-65 y.","middle vocational","5.97","6.59","1142","1","4","8","10","5.81","6.13","7","7"
"2005","35-65 y.","vocational + Abi","5.76","6","161","1","4","8","9","5.36","6.16","6","7"
"2005","66 and older","general elemantary","","","","","","","","","","",""
"2005","66 and older","higher education","","","","","","","","","","",""
"2005","66 and older","higher vocational","","","","","","","","","","",""
"2005","66 and older","in school","","","","","","","","","","",""
"2005","66 and older","inadequately","","","","","","","","","","",""
"2005","66 and older","middle vocational","4.35","5","57","0","0","8","9","3.34","5.36","0","7"
"2005","66 and older","vocational + Abi","","","","","","","","","","",""
"2006","16-34 y.","general elemantary","6.55","7","157","2","5","9","10","6.11","6.99","7","8"
"2006","16-34 y.","higher education","6.76","8","145","2","5","8","10","6.33","7.19","7","8"
"2006","16-34 y.","higher vocational","7.06","8","88","4","5","9","10","6.54","7.58","7","8"
"2006","16-34 y.","in school","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","6.04","7","667","2","4","8","9","5.84","6.24","7","7"
"2006","16-34 y.","vocational + Abi","6.57","8","112","2","5","9","10","6.06","7.08","7","8"
"2006","35-65 y.","general elemantary","6.07","7","143","1","5","8","9","5.61","6.53","6","7"
"2006","35-65 y.","higher education","6.3","7","619","2","5","8","9","6.09","6.51","7","7"
"2006","35-65 y.","higher vocational","6.18","7","253","3","4","8","9","5.87","6.49","6","7"
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","5.95","7","1079","1","4","8","9","5.79","6.11","7","7"
"2006","35-65 y.","vocational + Abi","6.43","7","177","3","5","8","9","6.04","6.82","7","8"
"2006","66 and older","general elemantary","","","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","","","",""
"2006","66 and older","middle vocational","4.51","5","43","0","0","9","10","3.22","5.8","0","8"
"2006","66 and older","vocational + Abi","","","","","","","","","","",""
"2007","16-34 y.","general elemantary","6.55","7","142","1","5","8","10","6.08","7.02","6","7"
"2007","16-34 y.","higher education","6.55","7","137","2","5","9","10","6.11","6.99","7","8"
"2007","16-34 y.","higher vocational","6.33","7","69","3","5","8","10","5.78","6.88","7","8"
"2007","16-34 y.","in school","","","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","","","",""
"2007","16-34 y.","middle vocational","6.46","7","551","2","5","8","9","6.24","6.68","7","7"
"2007","16-34 y.","vocational + Abi","6.47","7","119","3","5","8","9","6.04","6.9","6","7"
"2007","35-65 y.","general elemantary","6.13","6","127","1","5","8","9","5.65","6.61","6","8"
"2007","35-65 y.","higher education","6.43","7","639","3","5","8","9","6.24","6.62","7","8"
"2007","35-65 y.","higher vocational","5.85","7","251","1","4","8","9","5.52","6.18","6","7"
"2007","35-65 y.","in school","","","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","","","",""
"2007","35-65 y.","middle vocational","6.1","7","1058","1","5","8","9","5.94","6.26","7","7"
"2007","35-65 y.","vocational + Abi","6.46","7","163","4","5","8","9","6.1","6.82","7","8"
"2007","66 and older","general elemantary","","","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","","","",""
"2007","66 and older","middle vocational","4.85","5","58","0","0","8","10","3.89","5.81","3","6"
"2007","66 and older","vocational + Abi","","","","","","","","","","",""
"2008","16-34 y.","general elemantary","6.2","7","116","1","4","8","10","5.68","6.72","6","8"
"2008","16-34 y.","higher education","6.85","7","104","3","5","9","10","6.35","7.35","7","8"
"2008","16-34 y.","higher vocational","7.73","8","56","5","7","8","10","7.27","8.19","7","8"
"2008","16-34 y.","in school","","","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","","","",""
"2008","16-34 y.","middle vocational","6.5","7","484","2","5","8","9","6.27","6.73","7","8"
"2008","16-34 y.","vocational + Abi","6.99","8","99","4","6","8","9","6.52","7.46","7","8"
"2008","35-65 y.","general elemantary","6.15","6.98","120","2","5","8","9","5.66","6.64","6","7"
"2008","35-65 y.","higher education","6.88","7","518","4","5","8","10","6.69","7.07","7","8"
"2008","35-65 y.","higher vocational","6.82","8","203","3","6","8","9","6.51","7.13","7","8"
"2008","35-65 y.","in school","","","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","","","",""
"2008","35-65 y.","middle vocational","6.6","7","876","3","5","8","10","6.43","6.77","7","8"
"2008","35-65 y.","vocational + Abi","6.88","7","164","4","5","9","9","6.52","7.24","7","8"
"2008","66 and older","general elemantary","","","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","","","",""
"2008","66 and older","middle vocational","4.53","5","34","0","0","8","10","3.21","5.85","0","8"
"2008","66 and older","vocational + Abi","","","","","","","","","","",""
"2009","16-34 y.","general elemantary","6.51","8","102","1","4","10","10","5.9","7.12","7","8"
"2009","16-34 y.","higher education","7.13","8","117","2","5","9","10","6.62","7.64","7","8"
"2009","16-34 y.","higher vocational","6.57","7","39","2","5","9","10","5.83","7.31","7","9"
"2009","16-34 y.","in school","","","","","","","","","","",""
