"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1998","Other degree","Westdeutschland, alte Bundeslaender","6.34","7","346","3","5","8","10","6.09","6.59","7","7"
"1998","secondary school degree","Ostdeutschland, neue Bundeslaender","7.2","8","612","4","6","9","10","7.02","7.38","7","8"
"1998","secondary school degree","Westdeutschland, alte Bundeslaender","6.47","7","661","2","5","8","9","6.28","6.66","7","7"
"1999","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.62","7","122","4","5","8","9","6.2","7.04","6","7"
"1999","college entrance qualification","Westdeutschland, alte Bundeslaender","6.61","7","462","3","5","9","9","6.39","6.83","7","7"
"1999","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.13","6","142","3","5","8","10","5.71","6.55","6","7"
"1999","lower secondary degree","Westdeutschland, alte Bundeslaender","6.48","7","1051","3","5","8","10","6.33","6.63","7","7"
"1999","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.18","7","128","2","5","8","10","5.76","6.6","6","7"
"1999","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","Other degree","Westdeutschland, alte Bundeslaender","6.72","7","322","4","5","8","10","6.47","6.97","6","7"
"1999","secondary school degree","Ostdeutschland, neue Bundeslaender","6.91","7","573","3","5","9","10","6.72","7.1","7","8"
"1999","secondary school degree","Westdeutschland, alte Bundeslaender","6.46","7","656","2","5","8","10","6.26","6.66","7","7"
"2000","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.69","7","201","3","5","8","9","6.36","7.02","7","8"
"2000","college entrance qualification","Westdeutschland, alte Bundeslaender","6.36","7","1008","2","5","8","10","6.2","6.52","7","7"
"2000","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.25","7","178","0","5","8","10","5.8","6.7","6","7"
"2000","lower secondary degree","Westdeutschland, alte Bundeslaender","6.49","7","1788","2","5","8","10","6.37","6.61","7","7"
"2000","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.51","7","121","2","5","9","10","5.99","7.03","6","8"
"2000","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","Other degree","Westdeutschland, alte Bundeslaender","6.76","7","538","3","5","8","10","6.55","6.97","7","8"
"2000","secondary school degree","Ostdeutschland, neue Bundeslaender","6.91","7","759","4","5","9","10","6.74","7.08","7","8"
"2000","secondary school degree","Westdeutschland, alte Bundeslaender","6.43","7","1304","3","5","8","10","6.29","6.57","7","7"
"2001","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.16","7","151","2","5","8","9","5.7","6.62","6","8"
"2001","college entrance qualification","Westdeutschland, alte Bundeslaender","6.31","7","814","2","5","8","9","6.13","6.49","7","7"
"2001","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.73","6.08","154","0","5","8","9","5.23","6.23","5","7"
"2001","lower secondary degree","Westdeutschland, alte Bundeslaender","6.31","7","1319","0","5","8","10","6.16","6.46","7","7"
"2001","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.96","8","75","3","5","8","10","6.45","7.47","7","8"
"2001","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","Other degree","Westdeutschland, alte Bundeslaender","6.88","8","351","3","5","9","10","6.61","7.15","7","8"
"2001","secondary school degree","Ostdeutschland, neue Bundeslaender","6.78","7","542","3","5","9","10","6.56","7","7","8"
"2001","secondary school degree","Westdeutschland, alte Bundeslaender","6.48","7","953","3","5","8","10","6.32","6.64","7","7"
"2002","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.75","8","158","3","5","8","9","6.39","7.11","7","8"
"2002","college entrance qualification","Westdeutschland, alte Bundeslaender","6.42","7","935","3","5","8","9","6.26","6.58","7","7"
"2002","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.88","7","98","0","5","8","9","5.31","6.45","6","7"
"2002","lower secondary degree","Westdeutschland, alte Bundeslaender","6.25","7","1097","2","5","8","10","6.1","6.4","7","7"
"2002","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.19","6","55","3","5","8","9","5.48","6.9","5","8"
"2002","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","Other degree","Westdeutschland, alte Bundeslaender","6.71","7","310","4","5","8","10","6.44","6.98","7","8"
"2002","secondary school degree","Ostdeutschland, neue Bundeslaender","6.88","7","500","4","5","9","10","6.67","7.09","7","8"
"2002","secondary school degree","Westdeutschland, alte Bundeslaender","6.28","7","919","2","5","8","10","6.11","6.45","7","7"
"2003","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.16","6","552","3","5","8","9","5.97","6.35","6","7"
"2003","college entrance qualification","Westdeutschland, alte Bundeslaender","6.06","6","1972","3","5","8","9","5.95","6.17","6","7"
"2003","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.61","6","414","1","5","8","9","5.35","5.87","5","6"
"2003","lower secondary degree","Westdeutschland, alte Bundeslaender","6.37","7","2255","3","5","8","10","6.27","6.47","7","7"
"2003","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.79","6","68","0","4","8","9","5.22","6.36","5","7"
"2003","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.02","6","223","2","5","8","9","5.69","6.35","6","7"
"2003","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","Other degree","Westdeutschland, alte Bundeslaender","6.66","7","506","3","5","9","10","6.43","6.89","6","7"
"2003","secondary school degree","Ostdeutschland, neue Bundeslaender","6.29","7","1264","3","5","8","9","6.16","6.42","6","7"
"2003","secondary school degree","Westdeutschland, alte Bundeslaender","6.28","7","1888","3","5","8","10","6.17","6.39","7","7"
"2004","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.83","7.08","211","3","5","9","9","6.49","7.17","7","8"
"2004","college entrance qualification","Westdeutschland, alte Bundeslaender","6.26","7","850","3","5","8","9","6.09","6.43","7","7"
"2004","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.16","5","113","0","3","8","10","4.6","5.72","5","7"
"2004","lower secondary degree","Westdeutschland, alte Bundeslaender","6.24","7","985","2","5","8","10","6.07","6.41","7","7"
"2004","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.13","7","67","0","5","8","10","5.45","6.81","6","7"
"2004","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","Other degree","Westdeutschland, alte Bundeslaender","6.4","7","253","3","5","8","10","6.08","6.72","6","7"
"2004","secondary school degree","Ostdeutschland, neue Bundeslaender","6.54","7","530","3","5","8","10","6.32","6.76","7","7"
"2004","secondary school degree","Westdeutschland, alte Bundeslaender","6.28","7","839","2","5","8","9","6.12","6.44","7","7"
"2005","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.89","8","223","2","6","9","10","6.51","7.27","7","8"
"2005","college entrance qualification","Westdeutschland, alte Bundeslaender","5.96","7","790","2","4","8","9","5.78","6.14","7","7"
"2005","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.41","5","118","0","0","7","10","3.75","5.07","5","6"
"2005","lower secondary degree","Westdeutschland, alte Bundeslaender","6.35","7","931","2","5","9","10","6.18","6.52","7","7"
"2005","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.16","6","59","3","4","9","10","5.49","6.83","5","7"
"2005","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","Other degree","Westdeutschland, alte Bundeslaender","6.23","7","235","2","4","8","10","5.87","6.59","6","7"
"2005","secondary school degree","Ostdeutschland, neue Bundeslaender","6.64","7","534","3","5","9","10","6.41","6.87","7","8"
"2005","secondary school degree","Westdeutschland, alte Bundeslaender","5.92","7","769","1","4","8","9","5.74","6.1","6","7"
"2006","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.12","8","246","2","6","9","10","6.81","7.43","8","8"
"2006","college entrance qualification","Westdeutschland, alte Bundeslaender","6.13","7","805","2","4","8","9","5.94","6.32","7","7"
"2006","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.79","7","95","0","4","8","10","5.15","6.43","6","8"
"2006","lower secondary degree","Westdeutschland, alte Bundeslaender","5.86","7","858","0","4","8","10","5.67","6.05","6","7"
"2006","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","no degree/no degree yet","Westdeutschland, alte Bundeslaender","4.89","5","42","2","4","7","8","4.13","5.65","5","7"
"2006","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Other degree","Westdeutschland, alte Bundeslaender","6.41","7","221","2","5","8","10","6.05","6.77","6","7"
"2006","secondary school degree","Ostdeutschland, neue Bundeslaender","6.92","8","506","4","6","8","9","6.72","7.12","7","8"
"2006","secondary school degree","Westdeutschland, alte Bundeslaender","5.87","7","765","1","4","8","9","5.67","6.07","7","7"
"2007","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.89","8","254","3","6","9","10","6.57","7.21","7","8"
"2007","college entrance qualification","Westdeutschland, alte Bundeslaender","6.18","7","785","2","5","8","9","6","6.36","7","7"
"2007","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.72","5","106","0","0","8","10","4.05","5.39","5","7"
"2007","lower secondary degree","Westdeutschland, alte Bundeslaender","5.96","7","770","0","5","8","9","5.76","6.16","7","7"
"2007","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","no degree/no degree yet","Westdeutschland, alte Bundeslaender","4.86","5.91","36","0","1","8","9","3.77","5.95","5","8"
"2007","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Other degree","Westdeutschland, alte Bundeslaender","6.32","7","206","2","5","8","10","5.96","6.68","7","7"
"2007","secondary school degree","Ostdeutschland, neue Bundeslaender","6.75","8","470","2","5","9","9","6.51","6.99","7","8"
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","6.24","7","747","3","5","8","9","6.06","6.42","7","7"
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.85","8","221","5","7","9","10","7.55","8.15","8","9"
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","6.73","7","663","3","5","8","9","6.55","6.91","7","8"
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.83","5","63","0","2","8","10","4","5.66","5","8"
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","6.33","7","639","2","5","8","10","6.12","6.54","7","7"
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.01","6","34","4","5","7","9","5.09","6.93","6","8"
"2008","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Westdeutschland, alte Bundeslaender","6.72","7","150","3","5","8","10","6.32","7.12","7","8"
"2008","secondary school degree","Ostdeutschland, neue Bundeslaender","7.4","8","424","5","7","9","10","7.19","7.61","8","8"
"2008","secondary school degree","Westdeutschland, alte Bundeslaender","6.36","7","617","3","5","8","9","6.16","6.56","7","8"
"2009","college entrance qualification","Ostdeutschland, neue Bundeslaender","8.08","9","211","5","7","9","10","7.79","8.37","8","9"
"2009","college entrance qualification","Westdeutschland, alte Bundeslaender","6.99","8","637","3","6","9","10","6.81","7.17","7","8"
"2009","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.22","7","73","0","5","8","10","5.47","6.97","5","8"
"2009","lower secondary degree","Westdeutschland, alte Bundeslaender","5.93","7","577","0","4","8","9","5.7","6.16","7","7"
"2009","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Other degree","Westdeutschland, alte Bundeslaender","6.2","7","127","0","4","9","10","5.68","6.72","7","8"
"2009","secondary school degree","Ostdeutschland, neue Bundeslaender","6.94","8","409","3","6","9","10","6.7","7.18","8","8"
"2009","secondary school degree","Westdeutschland, alte Bundeslaender","6.65","7","553","3","5","8","9","6.44","6.86","7","8"
"2010","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.57","8","462","5","7","9","10","7.35","7.79","8","8"
"2010","college entrance qualification","Westdeutschland, alte Bundeslaender","6.82","7","1735","3","5","9","10","6.7","6.94","7","8"
"2010","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.87","7","178","0","4","9","10","5.42","6.32","7","8"
"2010","lower secondary degree","Westdeutschland, alte Bundeslaender","6.31","7","1261","0","5","9","10","6.16","6.46","7","8"
"2010","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.3","7","161","0","4","9","10","5.83","6.77","7","8"
"2010","Other degree","Ostdeutschland, neue Bundeslaender","7.93","8.41","51","5","8","9","10","7.2","8.66","8","9"
"2010","Other degree","Westdeutschland, alte Bundeslaender","6.59","7","681","0","5","9","10","6.38","6.8","8","8"
"2010","secondary school degree","Ostdeutschland, neue Bundeslaender","7.19","8","798","5","6","9","10","7.03","7.35","8","8"
"2010","secondary school degree","Westdeutschland, alte Bundeslaender","6.92","8","1435","3","5","9","10","6.79","7.05","8","8"
"2011","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.47","8","492","4","7","9","10","7.27","7.67","8","9"
"2011","college entrance qualification","Westdeutschland, alte Bundeslaender","6.89","8","1896","3","5","9","10","6.78","7","8","8"
"2011","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.17","6","195","0","0","8","10","4.72","5.62","8","8"
"2011","lower secondary degree","Westdeutschland, alte Bundeslaender","6.7","8","1265","3","5","9","10","6.56","6.84","8","8"
"2011","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.75","8","133","5","7","9","10","7.37","8.13","8","9"
"2011","Other degree","Ostdeutschland, neue Bundeslaender","7.83","8.68","56","5","7","10","10","7.16","8.5","8","9"
"2011","Other degree","Westdeutschland, alte Bundeslaender","7.07","8","623","3","6","9","10","6.89","7.25","8","8"
"2011","secondary school degree","Ostdeutschland, neue Bundeslaender","7.19","8","836","4","6","9","10","7.03","7.35","8","8"
"2011","secondary school degree","Westdeutschland, alte Bundeslaender","7.12","8","1532","4","6","9","10","7","7.24","8","8"
"2012","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.99","8","465","6","7","9","10","7.81","8.17","8","8"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","7.41","8","1775","5","6","9","10","7.31","7.51","8","8"
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","7.02","8","165","2","5","9","10","6.63","7.41","8","8"
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","6.72","8","1208","2","5","9","10","6.58","6.86","8","8"
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.05","8","141","4","6","9","10","6.6","7.5","7","8"
"2012","Other degree","Ostdeutschland, neue Bundeslaender","7.94","8","52","6","7","9","10","7.42","8.46","8","9"
"2012","Other degree","Westdeutschland, alte Bundeslaender","7.4","8","608","5","6","9","10","7.22","7.58","8","8"
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","7.21","8","749","4","6","9","10","7.06","7.36","8","8"
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","7.1","8","1437","4","6","9","10","6.98","7.22","8","8"
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","8.26","9","433","7","8","9","10","8.1","8.42","8","9"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","7.25","8","1634","3","6","9","10","7.14","7.36","8","8"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.96","7","165","0","5","9","10","5.54","6.38","8","8"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","6.92","8","1034","4","5","9","10","6.78","7.06","8","8"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.46","8","121","5","7","10","10","6.99","7.93","8","9"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","5.05","5","55","0","4","8","9","4.4","5.7","8","9"
"2013","Other degree","Westdeutschland, alte Bundeslaender","7.39","8","543","4","6","9","10","7.21","7.57","8","8"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","7.04","8","667","3","5","9","10","6.87","7.21","8","8"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","7.1","8","1308","4","6","9","10","6.98","7.22","8","8"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.89","8","388","5","7","9","10","7.71","8.07","8","9"
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","7.23","8","1551","4","6","9","10","7.12","7.34","8","8"
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.84","7","145","0","3","9","10","5.36","6.32","7","8"
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","6.79","8","1023","3","5","9","10","6.64","6.94","8","8"
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.4","7","170","0","5","8","9","6.03","6.77","7","8"
"2014","Other degree","Ostdeutschland, neue Bundeslaender","7.01","8","82","0","6","9","10","6.52","7.5","8","9"
"2014","Other degree","Westdeutschland, alte Bundeslaender","7.14","8","999","4","6","9","10","7","7.28","8","8"
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","7.15","8","599","4","6","9","9","6.98","7.32","8","8"
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","7.21","8","1212","5","6","9","10","7.09","7.33","8","8"
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.8","8","343","5","7","9","10","7.62","7.98","8","8"
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","7.59","8","1284","5","7","9","10","7.48","7.7","8","8"
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","7.09","8","132","2","6","9","10","6.68","7.5","8","8"
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","6.93","8","848","3","5","9","10","6.76","7.1","8","8"
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.67","7","148","4","5","8","9","6.26","7.08","7","8"
"2015","Other degree","Ostdeutschland, neue Bundeslaender","7.16","8","72","5","5","9","10","6.68","7.64","8","9"
"2015","Other degree","Westdeutschland, alte Bundeslaender","7.35","8","757","4","6","9","10","7.2","7.5","8","8"
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","7.07","8","485","3","6","9","10","6.89","7.25","8","8"
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","7.22","8","1040","4","6","9","10","7.09","7.35","8","8"
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.59","8","301","5","7","9","10","7.38","7.8","8","8"
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","7.71","8","1159","5","7","9","10","7.6","7.82","8","8"
