"pgoeffd","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Other degree","East Germany","2","","",""
"Yes","2001","no degree/no degree yet","West Germany","17","","",""
"Yes","2001","no degree/no degree yet","East Germany","","","",""
"No","2001","lower secondary degree","West Germany","2769","0.831257809994186","0.81853344429732","0.843982175691051"
"No","2001","lower secondary degree","East Germany","311","0.802774447473612","0.763182160462335","0.842366734484889"
"No","2001","secondary school degree","West Germany","1868","0.740321091409316","0.723283117952535","0.757359064866098"
"No","2001","secondary school degree","East Germany","1301","0.745629060706386","0.725212972339385","0.766045149073388"
"No","2001","college entrance qualification","West Germany","1563","0.685607968580981","0.66666692592982","0.704549011232142"
"No","2001","college entrance qualification","East Germany","389","0.621596418945488","0.58405151936939","0.659141318521585"
"No","2001","Other degree","West Germany","587","0.833531918126443","0.805838134557211","0.861225701695675"
"No","2001","Other degree","East Germany","10","","",""
"No","2001","no degree/no degree yet","West Germany","131","0.912677654566863","0.867195750458622","0.958159558675103"
"No","2001","no degree/no degree yet","East Germany","14","","",""
"Yes","2002","lower secondary degree","West Germany","555","0.173017563298401","0.160133236273016","0.185901890323786"
"Yes","2002","lower secondary degree","East Germany","66","0.16545504358864","0.127123230336443","0.203786856840838"
"Yes","2002","secondary school degree","West Germany","783","0.263778207025109","0.247791653947597","0.279764760102621"
"Yes","2002","secondary school degree","East Germany","447","0.25080903954442","0.230447221026139","0.271170858062702"
"Yes","2002","college entrance qualification","West Germany","1115","0.309477966859072","0.293567671040912","0.325388262677231"
"Yes","2002","college entrance qualification","East Germany","297","0.341935999496944","0.308646499705487","0.3752254992884"
"Yes","2002","Other degree","West Germany","114","0.155600656314298","0.12890066513085","0.182300647497746"
"Yes","2002","Other degree","East Germany","3","","",""
"Yes","2002","no degree/no degree yet","West Germany","19","","",""
"Yes","2002","no degree/no degree yet","East Germany","2","","",""
"No","2002","lower secondary degree","West Germany","2756","0.826982436701599","0.814098109676214","0.839866763726984"
"No","2002","lower secondary degree","East Germany","295","0.83454495641136","0.796213143159162","0.872876769663557"
"No","2002","secondary school degree","West Germany","2136","0.736221792974891","0.720235239897379","0.752208346052403"
"No","2002","secondary school degree","East Germany","1294","0.74919096045558","0.728829141937298","0.769552778973861"
"No","2002","college entrance qualification","West Germany","2128","0.690522033140928","0.674611737322769","0.706432328959088"
"No","2002","college entrance qualification","East Germany","483","0.658064000503056","0.6247745007116","0.691353500294513"
"No","2002","Other degree","West Germany","594","0.844399343685702","0.817699352502254","0.87109933486915"
"No","2002","Other degree","East Germany","8","","",""
"No","2002","no degree/no degree yet","West Germany","143","0.907002448687122","0.862279485543134","0.951725411831109"
"No","2002","no degree/no degree yet","East Germany","13","","",""
"Yes","2003","lower secondary degree","West Germany","495","0.184422480994108","0.170203890972397","0.198641071015819"
"Yes","2003","lower secondary degree","East Germany","55","0.179958097395772","0.135514330465976","0.224401864325569"
"Yes","2003","secondary school degree","West Germany","734","0.278745493846965","0.261648101345537","0.295842886348392"
"Yes","2003","secondary school degree","East Germany","418","0.260695724081917","0.238875386898514","0.28251606126532"
"Yes","2003","college entrance qualification","West Germany","997","0.319101838099973","0.302180506147129","0.336023170052816"
"Yes","2003","college entrance qualification","East Germany","286","0.363859922188267","0.328766721321387","0.398953123055148"
"Yes","2003","Other degree","West Germany","95","0.154467434217343","0.125501927192466","0.183432941242219"
"Yes","2003","Other degree","East Germany","2","","",""
"Yes","2003","no degree/no degree yet","West Germany","12","","",""
"Yes","2003","no degree/no degree yet","East Germany","1","","",""
"No","2003","lower secondary degree","West Germany","2363","0.815577519005892","0.801358928984181","0.829796109027603"
"No","2003","lower secondary degree","East Germany","232","0.820041902604228","0.775598135674431","0.864485669534024"
"No","2003","secondary school degree","West Germany","1908","0.721254506153035","0.704157113651608","0.738351898654463"
"No","2003","secondary school degree","East Germany","1137","0.739304275918083","0.71748393873468","0.761124613101486"
"No","2003","college entrance qualification","West Germany","1918","0.680898161900027","0.663976829947184","0.697819493852871"
"No","2003","college entrance qualification","East Germany","436","0.636140077811733","0.601046876944852","0.671233278678613"
"No","2003","Other degree","West Germany","503","0.845532565782657","0.816567058757781","0.874498072807533"
"No","2003","Other degree","East Germany","10","","",""
"No","2003","no degree/no degree yet","West Germany","103","0.929608382647903","0.882855363815239","0.976361401480567"
"No","2003","no degree/no degree yet","East Germany","9","","",""
"Yes","2004","lower secondary degree","West Germany","472","0.173474320817956","0.159616201668182","0.18733243996773"
"Yes","2004","lower secondary degree","East Germany","56","0.182084757256531","0.139331730272755","0.224837784240308"
"Yes","2004","secondary school degree","West Germany","721","0.265761342832073","0.249012130357501","0.282510555306646"
"Yes","2004","secondary school degree","East Germany","401","0.241122156250524","0.220233773495759","0.262010539005288"
"Yes","2004","college entrance qualification","West Germany","1029","0.318601367569716","0.302019389650892","0.33518334548854"
"Yes","2004","college entrance qualification","East Germany","292","0.347202564944174","0.313444146363502","0.380960983524846"
"Yes","2004","Other degree","West Germany","95","0.186137776563413","0.154678253505429","0.217597299621397"
"Yes","2004","Other degree","East Germany","6","","",""
"Yes","2004","no degree/no degree yet","West Germany","14","","",""
"Yes","2004","no degree/no degree yet","East Germany","","","",""
"No","2004","lower secondary degree","West Germany","2396","0.826525679182044","0.81266756003227","0.840383798331818"
"No","2004","lower secondary degree","East Germany","257","0.817915242743468","0.775162215759692","0.860668269727245"
"No","2004","secondary school degree","West Germany","1951","0.734238657167927","0.717489444693354","0.750987869642499"
"No","2004","secondary school degree","East Germany","1210","0.758877843749476","0.737989460994712","0.77976622650424"
"No","2004","college entrance qualification","West Germany","2004","0.681398632430284","0.66481665451146","0.697980610349108"
"No","2004","college entrance qualification","East Germany","472","0.652797435055826","0.619039016475154","0.686555853636498"
"No","2004","Other degree","West Germany","493","0.813862223436587","0.782402700378603","0.845321746494571"
"No","2004","Other degree","East Germany","7","","",""
"No","2004","no degree/no degree yet","West Germany","102","0.894725914693526","0.838875700515401","0.950576128871651"
"No","2004","no degree/no degree yet","East Germany","15","","",""
"Yes","2005","lower secondary degree","West Germany","432","0.182300383477691","0.167202051800528","0.197398715154854"
"Yes","2005","lower secondary degree","East Germany","37","0.147959017623243","0.101668201966818","0.194249833279667"
"Yes","2005","secondary school degree","West Germany","656","0.263852557868993","0.246322360414424","0.281382755323562"
"Yes","2005","secondary school degree","East Germany","374","0.254586126019445","0.232202383755292","0.276969868283598"
"Yes","2005","college entrance qualification","West Germany","928","0.312755441865769","0.295430934732998","0.33007994899854"
"Yes","2005","college entrance qualification","East Germany","268","0.355408180396855","0.32000146503649","0.39081489575722"
"Yes","2005","Other degree","West Germany","85","0.150084668652289","0.11941668476208","0.180752652542497"
"Yes","2005","Other degree","East Germany","4","","",""
"Yes","2005","no degree/no degree yet","West Germany","13","","",""
"Yes","2005","no degree/no degree yet","East Germany","","","",""
"No","2005","lower secondary degree","West Germany","2080","0.817699616522309","0.802601284845146","0.832797948199472"
"No","2005","lower secondary degree","East Germany","189","0.852040982376757","0.805750166720333","0.898331798033181"
"No","2005","secondary school degree","West Germany","1772","0.736147442131007","0.718617244676438","0.753677639585576"
"No","2005","secondary school degree","East Germany","1081","0.745413873980555","0.723030131716402","0.767797616244708"
"No","2005","college entrance qualification","West Germany","1823","0.687244558134231","0.66992005100146","0.704569065267002"
"No","2005","college entrance qualification","East Germany","434","0.644591819603145","0.60918510424278","0.67999853496351"
"No","2005","Other degree","West Germany","436","0.849915331347711","0.819247347457503","0.88058331523792"
"No","2005","Other degree","East Germany","9","","",""
"No","2005","no degree/no degree yet","West Germany","72","0.861937721514924","0.788602249758657","0.935273193271191"
"No","2005","no degree/no degree yet","East Germany","11","","",""
"Yes","2006","lower secondary degree","West Germany","454","0.186524374093943","0.171432157957956","0.20161659022993"
"Yes","2006","lower secondary degree","East Germany","39","0.15487167497398","0.107281321523475","0.202462028424484"
"Yes","2006","secondary school degree","West Germany","692","0.255232841604856","0.238183138920523","0.272282544289189"
"Yes","2006","secondary school degree","East Germany","373","0.243086916038209","0.221299559505435","0.264874272570983"
"Yes","2006","college entrance qualification","West Germany","971","0.313805688276242","0.296822763726602","0.330788612825883"
"Yes","2006","college entrance qualification","East Germany","277","0.383748874280345","0.348103966933142","0.419393781627547"
"Yes","2006","Other degree","West Germany","92","0.156118631667165","0.125158756775506","0.187078506558825"
"Yes","2006","Other degree","East Germany","4","","",""
"Yes","2006","no degree/no degree yet","West Germany","10","","",""
"Yes","2006","no degree/no degree yet","East Germany","1","","",""
"No","2006","lower secondary degree","West Germany","2105","0.813475625906057","0.79838340977007","0.828567842042044"
"No","2006","lower secondary degree","East Germany","183","0.84512832502602","0.797537971575516","0.892718678476525"
"No","2006","secondary school degree","West Germany","1820","0.744767158395144","0.727717455710811","0.761816861079477"
"No","2006","secondary school degree","East Germany","1116","0.756913083961791","0.735125727429017","0.778700440494565"
"No","2006","college entrance qualification","West Germany","1897","0.686194311723758","0.669211387174117","0.703177236273398"
"No","2006","college entrance qualification","East Germany","438","0.616251125719655","0.580606218372453","0.651896033066858"
"No","2006","Other degree","West Germany","436","0.843881368332835","0.812921493441175","0.874841243224494"
"No","2006","Other degree","East Germany","9","","",""
"No","2006","no degree/no degree yet","West Germany","73","0.915402920709069","0.855535178989025","0.975270662429113"
"No","2006","no degree/no degree yet","East Germany","8","","",""
"Yes","2007","lower secondary degree","West Germany","413","0.154617913842832","0.140656429721331","0.168579397964332"
"Yes","2007","lower secondary degree","East Germany","45","0.219069525086582","0.165615385686792","0.272523664486371"
"Yes","2007","secondary school degree","West Germany","661","0.237256537142405","0.220719463564288","0.253793610720523"
"Yes","2007","secondary school degree","East Germany","338","0.226230675200677","0.205293556686518","0.247167793714836"
"Yes","2007","college entrance qualification","West Germany","1001","0.326874800704501","0.310013569570699","0.343736031838303"
"Yes","2007","college entrance qualification","East Germany","278","0.335164961647589","0.301909432235015","0.368420491060163"
"Yes","2007","Other degree","West Germany","93","0.15528475731676","0.123634031202571","0.18693548343095"
"Yes","2007","Other degree","East Germany","3","","",""
"Yes","2007","no degree/no degree yet","West Germany","13","","",""
"Yes","2007","no degree/no degree yet","East Germany","","","",""
"No","2007","lower secondary degree","West Germany","2163","0.845382086157168","0.831420602035668","0.859343570278669"
"No","2007","lower secondary degree","East Germany","185","0.780930474913418","0.727476335513629","0.834384614313208"
"No","2007","secondary school degree","West Germany","1881","0.762743462857595","0.746206389279477","0.779280536435712"
"No","2007","secondary school degree","East Germany","1196","0.773769324799323","0.752832206285164","0.794706443313482"
"No","2007","college entrance qualification","West Germany","1972","0.673125199295499","0.656263968161697","0.689986430429301"
"No","2007","college entrance qualification","East Germany","496","0.664835038352411","0.631579508939837","0.698090567764985"
"No","2007","Other degree","West Germany","410","0.84471524268324","0.81306451656905","0.876365968797429"
"No","2007","Other degree","East Germany","13","","",""
"No","2007","no degree/no degree yet","West Germany","71","0.824952126820758","0.743687557044007","0.906216696597509"
"No","2007","no degree/no degree yet","East Germany","9","","",""
"Yes","2008","lower secondary degree","West Germany","373","0.154375266046956","0.139580324808206","0.169170207285705"
"Yes","2008","lower secondary degree","East Germany","31","0.179530327629885","0.12510117346492","0.23395948179485"
"Yes","2008","secondary school degree","West Germany","621","0.243887754614894","0.22633794916252","0.261437560067269"
"Yes","2008","secondary school degree","East Germany","315","0.234936475048933","0.212985745012732","0.256887205085134"
"Yes","2008","college entrance qualification","West Germany","902","0.315792812888795","0.298333819234932","0.333251806542659"
"Yes","2008","college entrance qualification","East Germany","250","0.304799357143789","0.270939819573557","0.338658894714021"
"Yes","2008","Other degree","West Germany","79","0.135236518077299","0.103391471464387","0.167081564690212"
"Yes","2008","Other degree","East Germany","3","","",""
"Yes","2008","no degree/no degree yet","West Germany","11","","",""
"Yes","2008","no degree/no degree yet","East Germany","1","","",""
"No","2008","lower secondary degree","West Germany","1918","0.845624733953044","0.830829792714295","0.860419675191794"
"No","2008","lower secondary degree","East Germany","160","0.820469672370115","0.76604051820515","0.87489882653508"
"No","2008","secondary school degree","West Germany","1679","0.756112245385106","0.738562439932731","0.77366205083748"
"No","2008","secondary school degree","East Germany","1118","0.765063524951067","0.743112794914866","0.787014254987268"
"No","2008","college entrance qualification","West Germany","1821","0.684207187111205","0.666748193457341","0.701666180765068"
"No","2008","college entrance qualification","East Germany","460","0.695200642856211","0.661341105285979","0.729060180426443"
"No","2008","Other degree","West Germany","364","0.864763481922701","0.832918435309788","0.896608528535613"
"No","2008","Other degree","East Germany","13","","",""
"No","2008","no degree/no degree yet","West Germany","68","0.823740601590876","0.739716104184069","0.907765098997684"
"No","2008","no degree/no degree yet","East Germany","6","","",""
"Yes","2009","lower secondary degree","West Germany","360","0.158016915583161","0.142662901821898","0.173370929344424"
"Yes","2009","lower secondary degree","East Germany","32","0.201699982346115","0.145666065992783","0.257733898699446"
"Yes","2009","secondary school degree","West Germany","591","0.236383146448368","0.218874692516056","0.253891600380681"
"Yes","2009","secondary school degree","East Germany","297","0.225676313534974","0.203949173947421","0.247403453122526"
"Yes","2009","college entrance qualification","West Germany","880","0.30054955430514","0.283207023852868","0.317892084757411"
"Yes","2009","college entrance qualification","East Germany","249","0.294135816302011","0.260308602344343","0.327963030259679"
"Yes","2009","Other degree","West Germany","75","0.14843984451618","0.113684789832827","0.183194899199532"
"Yes","2009","Other degree","East Germany","5","","",""
"Yes","2009","no degree/no degree yet","West Germany","9","","",""
"Yes","2009","no degree/no degree yet","East Germany","2","","",""
"No","2009","lower secondary degree","West Germany","1808","0.841983084416839","0.826629070655576","0.857337098178102"
"No","2009","lower secondary degree","East Germany","165","0.798300017653885","0.742266101300554","0.854333934007217"
"No","2009","secondary school degree","West Germany","1671","0.763616853551632","0.746108399619319","0.781125307483945"
"No","2009","secondary school degree","East Germany","1125","0.774323686465026","0.752596546877474","0.796050826052579"
"No","2009","college entrance qualification","West Germany","1805","0.69945044569486","0.682107915242589","0.716792976147132"
"No","2009","college entrance qualification","East Germany","448","0.705864183697989","0.672036969740321","0.739691397655657"
"No","2009","Other degree","West Germany","327","0.85156015548382","0.816805100800468","0.886315210167173"
"No","2009","Other degree","East Germany","12","","",""
"No","2009","no degree/no degree yet","West Germany","74","0.87552352845033","0.804502559978599","0.946544496922062"
"No","2009","no degree/no degree yet","East Germany","8","","",""
"Yes","2010","lower secondary degree","West Germany","411","0.165172317808023","0.151034180135613","0.179310455480433"
"Yes","2010","lower secondary degree","East Germany","26","","",""
"Yes","2010","secondary school degree","West Germany","742","0.225106583878922","0.21049367401251","0.239719493745334"
"Yes","2010","secondary school degree","East Germany","315","0.223609358545031","0.203843464443134","0.243375252646928"
"Yes","2010","college entrance qualification","West Germany","1206","0.325695305760295","0.310564460633705","0.340826150886884"
"Yes","2010","college entrance qualification","East Germany","300","0.315738849306135","0.28494109733089","0.34653660128138"
"Yes","2010","Other degree","West Germany","123","0.172771423066443","0.145733281215383","0.199809564917502"
"Yes","2010","Other degree","East Germany","6","","",""
"Yes","2010","no degree/no degree yet","West Germany","15","","",""
"Yes","2010","no degree/no degree yet","East Germany","","","",""
"No","2010","lower secondary degree","West Germany","2239","0.834827682191977","0.820689544519567","0.848965819864387"
"No","2010","lower secondary degree","East Germany","212","0.830990505373839","0.783378859481839","0.878602151265839"
"No","2010","secondary school degree","West Germany","2396","0.774893416121078","0.760280506254666","0.78950632598749"
"No","2010","secondary school degree","East Germany","1392","0.776390641454969","0.756624747353072","0.796156535556866"
"No","2010","college entrance qualification","West Germany","2479","0.674304694239705","0.659173849113116","0.689435539366295"
"No","2010","college entrance qualification","East Germany","575","0.684261150693865","0.65346339871862","0.71505890266911"
"No","2010","Other degree","West Germany","628","0.827228576933557","0.800190435082498","0.854266718784617"
"No","2010","Other degree","East Germany","30","0.845706365722301","0.727706735932515","0.963705995512086"
"No","2010","no degree/no degree yet","West Germany","124","0.92984732308995","0.887388432989011","0.972306213190888"
"No","2010","no degree/no degree yet","East Germany","13","","",""
"Yes","2011","lower secondary degree","West Germany","490","0.165519891097339","0.152456052066719","0.178583730127959"
"Yes","2011","lower secondary degree","East Germany","37","0.194594273021778","0.148792791445057","0.2403957545985"
"Yes","2011","secondary school degree","West Germany","940","0.241678787920156","0.228020602245009","0.255336973595304"
"Yes","2011","secondary school degree","East Germany","403","0.217191211353903","0.199001597185751","0.235380825522054"
"Yes","2011","college entrance qualification","West Germany","1479","0.324243009613713","0.310441815170021","0.338044204057404"
"Yes","2011","college entrance qualification","East Germany","343","0.302241549149103","0.273919997717066","0.330563100581139"
"Yes","2011","Other degree","West Germany","137","0.168642788749419","0.144029200437577","0.193256377061262"
"Yes","2011","Other degree","East Germany","7","","",""
"Yes","2011","no degree/no degree yet","West Germany","17","","",""
"Yes","2011","no degree/no degree yet","East Germany","5","","",""
"No","2011","lower secondary degree","West Germany","2619","0.834480108902661","0.821416269872041","0.847543947933281"
"No","2011","lower secondary degree","East Germany","250","0.805405726978222","0.7596042454015","0.851207208554943"
"No","2011","secondary school degree","West Germany","2834","0.758321212079844","0.744663026404696","0.771979397754991"
"No","2011","secondary school degree","East Germany","1571","0.782808788646097","0.764619174477946","0.800998402814249"
"No","2011","college entrance qualification","West Germany","2940","0.675756990386287","0.661955795942596","0.689558184829979"
"No","2011","college entrance qualification","East Germany","667","0.697758450850897","0.669436899418861","0.726080002282933"
"No","2011","Other degree","West Germany","752","0.831357211250581","0.806743622938738","0.855970799562424"
"No","2011","Other degree","East Germany","40","0.891751842236246","0.80292761729113","0.980576067181361"
"No","2011","no degree/no degree yet","West Germany","170","0.888552425616814","0.843449560960601","0.933655290273027"
"No","2011","no degree/no degree yet","East Germany","20","","",""
"Yes","2012","lower secondary degree","West Germany","472","0.165444545101624","0.15206967513159","0.178819415071658"
"Yes","2012","lower secondary degree","East Germany","46","0.193617964111929","0.147983275247542","0.239252652976316"
"Yes","2012","secondary school degree","West Germany","909","0.237077515282674","0.223346117901146","0.250808912664202"
"Yes","2012","secondary school degree","East Germany","371","0.212965060074356","0.194527252049786","0.231402868098927"
"Yes","2012","college entrance qualification","West Germany","1467","0.337508265256567","0.323420668770913","0.351595861742222"
"Yes","2012","college entrance qualification","East Germany","347","0.318843549534399","0.290271927416485","0.347415171652312"
"Yes","2012","Other degree","West Germany","144","0.167395064030029","0.143478379163719","0.19131174889634"
"Yes","2012","Other degree","East Germany","10","","",""
"Yes","2012","no degree/no degree yet","West Germany","15","","",""
"Yes","2012","no degree/no degree yet","East Germany","3","","",""
"No","2012","lower secondary degree","West Germany","2493","0.834555454898376","0.821180584928342","0.84793032486841"
"No","2012","lower secondary degree","East Germany","242","0.806382035888071","0.760747347023684","0.852016724752458"
"No","2012","secondary school degree","West Germany","2776","0.762922484717326","0.749191087335798","0.776653882098854"
"No","2012","secondary school degree","East Germany","1523","0.787034939925644","0.768597131901073","0.805472747950214"
"No","2012","college entrance qualification","West Germany","2861","0.662491734743432","0.648404138257778","0.676579331229087"
"No","2012","college entrance qualification","East Germany","675","0.681156450465601","0.652584828347688","0.709728072583515"
"No","2012","Other degree","West Germany","792","0.832604935969971","0.80868825110366","0.856521620836281"
"No","2012","Other degree","East Germany","48","0.888145836575804","0.807030623493759","0.969261049657848"
"No","2012","no degree/no degree yet","West Germany","194","0.925511103191273","0.889914255875636","0.961107950506911"
"No","2012","no degree/no degree yet","East Germany","18","","",""
"Yes","2013","lower secondary degree","West Germany","458","0.164186370831039","0.15093925289172","0.177433488770357"
"Yes","2013","lower secondary degree","East Germany","45","0.170085978941527","0.126619150746228","0.213552807136826"
"Yes","2013","secondary school degree","West Germany","904","0.238210876648846","0.224614662314087","0.251807090983605"
"Yes","2013","secondary school degree","East Germany","376","0.2244439980333","0.204913302371121","0.243974693695479"
"Yes","2013","college entrance qualification","West Germany","1500","0.35613174831184","0.341845729277141","0.37041776734654"
"Yes","2013","college entrance qualification","East Germany","326","0.356099613585162","0.325022135711569","0.387177091458755"
"Yes","2013","Other degree","West Germany","322","0.156908288301176","0.142005057294705","0.171811519307646"
"Yes","2013","Other degree","East Germany","37","0.180401610494956","0.125141420695747","0.235661800294164"
"Yes","2013","no degree/no degree yet","West Germany","30","0.106446768533772","0.0738084717797729","0.139085065287771"
"Yes","2013","no degree/no degree yet","East Germany","","","",""
"No","2013","lower secondary degree","West Germany","2546","0.835813629168961","0.822566511229643","0.84906074710828"
"No","2013","lower secondary degree","East Germany","242","0.829914021058473","0.786447192863174","0.873380849253772"
"No","2013","secondary school degree","West Germany","2867","0.761789123351154","0.748192909016395","0.775385337685913"
"No","2013","secondary school degree","East Germany","1377","0.7755560019667","0.756025306304521","0.795086697628879"
"No","2013","college entrance qualification","West Germany","2816","0.64386825168816","0.62958223265346","0.658154270722859"
"No","2013","college entrance qualification","East Germany","586","0.643900386414838","0.612822908541244","0.674977864288431"
"No","2013","Other degree","West Germany","1966","0.843091711698824","0.828188480692354","0.857994942705295"
"No","2013","Other degree","East Germany","149","0.819598389505044","0.764338199705836","0.874858579304253"
"No","2013","no degree/no degree yet","West Germany","313","0.893553231466228","0.860914934712229","0.926191528220227"
"No","2013","no degree/no degree yet","East Germany","27","","",""
"Yes","2014","lower secondary degree","West Germany","434","0.171656081833907","0.157307320642805","0.18600484302501"
"Yes","2014","lower secondary degree","East Germany","35","0.142972826334851","0.100259609005816","0.185686043663886"
"Yes","2014","secondary school degree","West Germany","813","0.23328965667355","0.218892732154511","0.247686581192589"
"Yes","2014","secondary school degree","East Germany","325","0.212703605751097","0.192474421155767","0.232932790346426"
"Yes","2014","college entrance qualification","West Germany","1423","0.367761074128564","0.352853307584594","0.382668840672533"
"Yes","2014","college entrance qualification","East Germany","289","0.340633654972545","0.308450193262211","0.37281711668288"
"Yes","2014","Other degree","West Germany","271","0.182927324820459","0.165160845425915","0.200693804215003"
"Yes","2014","Other degree","East Germany","23","","",""
"Yes","2014","no degree/no degree yet","West Germany","24","","",""
"Yes","2014","no degree/no degree yet","East Germany","","","",""
"No","2014","lower secondary degree","West Germany","2219","0.828343918166093","0.81399515697499","0.842692679357195"
"No","2014","lower secondary degree","East Germany","223","0.857027173665149","0.814313956336114","0.899740390994184"
"No","2014","secondary school degree","West Germany","2502","0.76671034332645","0.752313418807411","0.781107267845489"
"No","2014","secondary school degree","East Germany","1247","0.787296394248903","0.767067209653574","0.807525578844233"
"No","2014","college entrance qualification","West Germany","2596","0.632238925871436","0.617331159327467","0.647146692415406"
"No","2014","college entrance qualification","East Germany","544","0.659366345027455","0.62718288331712","0.691549806737789"
"No","2014","Other degree","West Germany","1548","0.817072675179541","0.799306195784997","0.834839154574085"
"No","2014","Other degree","East Germany","123","0.836401202169677","0.776398744210053","0.896403660129301"
"No","2014","no degree/no degree yet","West Germany","222","0.905271436550025","0.86867739120319","0.94186548189686"
"No","2014","no degree/no degree yet","East Germany","14","","",""
"Yes","2015","lower secondary degree","West Germany","412","0.176762796327456","0.161545503978253","0.191980088676659"
"Yes","2015","lower secondary degree","East Germany","32","0.151624039812701","0.105865695884553","0.197382383740849"
"Yes","2015","secondary school degree","West Germany","759","0.229105522748388","0.214434167506032","0.243776877990745"
"Yes","2015","secondary school degree","East Germany","302","0.205349321648243","0.184803683751373","0.225894959545113"
"Yes","2015","college entrance qualification","West Germany","1379","0.368021517852226","0.352787815066864","0.383255220637588"
"Yes","2015","college entrance qualification","East Germany","288","0.315114796899337","0.282842130605554","0.34738746319312"
"Yes","2015","Other degree","West Germany","301","0.155201975442742","0.140387652311576","0.170016298573909"
"Yes","2015","Other degree","East Germany","37","0.215725360579789","0.159826737382152","0.271623983777426"
"Yes","2015","no degree/no degree yet","West Germany","31","0.188989592097856","0.141763905004865","0.236215279190847"
"Yes","2015","no degree/no degree yet","East Germany","2","","",""
"No","2015","lower secondary degree","West Germany","2002","0.823237203672544","0.808019911323341","0.838454496021747"
"No","2015","lower secondary degree","East Germany","204","0.848375960187299","0.802617616259151","0.894134304115447"
"No","2015","secondary school degree","West Germany","2393","0.770894477251612","0.756223122009255","0.785565832493968"
"No","2015","secondary school degree","East Germany","1183","0.794650678351757","0.774105040454887","0.815196316248627"
"No","2015","college entrance qualification","West Germany","2471","0.631978482147774","0.616744779362411","0.647212184933136"
"No","2015","college entrance qualification","East Germany","508","0.684885203100663","0.65261253680688","0.717157869394446"
"No","2015","Other degree","West Germany","1994","0.844798024557258","0.829983701426091","0.859612347688424"
"No","2015","Other degree","East Germany","171","0.784274639420211","0.728376016222574","0.840173262617848"
"No","2015","no degree/no degree yet","West Germany","233","0.811010407902144","0.763784720809153","0.858236094995135"
"No","2015","no degree/no degree yet","East Germany","18","","",""
"Yes","2016","lower secondary degree","West Germany","382","0.175228011218101","0.159533787014578","0.190922235421624"
"Yes","2016","lower secondary degree","East Germany","22","","",""
"Yes","2016","secondary school degree","West Germany","712","0.239183946975833","0.223577178398452","0.254790715553213"
"Yes","2016","secondary school degree","East Germany","284","0.211755715030646","0.190168985031725","0.233342445029566"
"Yes","2016","college entrance qualification","West Germany","1337","0.362092787239131","0.346520386202737","0.377665188275526"
"Yes","2016","college entrance qualification","East Germany","283","0.338030321410441","0.304981376240663","0.371079266580218"
"Yes","2016","Other degree","West Germany","300","0.148213822078034","0.132973558031265","0.163454086124803"
"Yes","2016","Other degree","East Germany","40","0.281393826799531","0.221145643064651","0.341642010534411"
"Yes","2016","no degree/no degree yet","West Germany","29","","",""
"Yes","2016","no degree/no degree yet","East Germany","3","","",""
"No","2016","lower secondary degree","West Germany","1872","0.824771988781899","0.809077764578376","0.840466212985422"
"No","2016","lower secondary degree","East Germany","204","0.913749558529536","0.877148965276977","0.950350151782096"
"No","2016","secondary school degree","West Germany","2158","0.760816053024167","0.745209284446787","0.776422821601548"
"No","2016","secondary school degree","East Germany","1092","0.788244284969354","0.766657554970434","0.809831014968275"
"No","2016","college entrance qualification","West Germany","2322","0.637907212760869","0.622334811724474","0.653479613797263"
"No","2016","college entrance qualification","East Germany","504","0.661969678589559","0.628920733419781","0.695018623759337"
"No","2016","Other degree","West Germany","1788","0.851786177921966","0.836545913875197","0.867026441968735"
"No","2016","Other degree","East Germany","174","0.718606173200468","0.658357989465589","0.778854356935348"
"No","2016","no degree/no degree yet","West Germany","317","0.88615625910002","0.852689028558057","0.919623489641983"
"No","2016","no degree/no degree yet","East Germany","36","0.903298943650081","0.810541846719709","0.996056040580453"
"Yes","2017","lower secondary degree","West Germany","403","0.163101869844946","0.148502090025323","0.177701649664569"
"Yes","2017","lower secondary degree","East Germany","37","0.122671152578246","0.0834676943606768","0.161874610795816"
"Yes","2017","secondary school degree","West Germany","869","0.240836987147935","0.226368239506506","0.255305734789365"
"Yes","2017","secondary school degree","East Germany","317","0.204625877600324","0.184864444743668","0.22438731045698"
"Yes","2017","college entrance qualification","West Germany","1605","0.363661587538188","0.349397307582145","0.377925867494231"
"Yes","2017","college entrance qualification","East Germany","313","0.346737946250681","0.315678820687778","0.377797071813584"
"Yes","2017","Other degree","West Germany","273","0.155756584028515","0.140627801761325","0.170885366295706"
"Yes","2017","Other degree","East Germany","41","0.224660829692913","0.170005360904972","0.279316298480854"
"Yes","2017","no degree/no degree yet","West Germany","44","0.118680795821029","0.0889641878884561","0.148397403753601"
"Yes","2017","no degree/no degree yet","East Germany","3","","",""
"No","2017","lower secondary degree","West Germany","2057","0.836898130155054","0.822298350335431","0.851497909974677"
"No","2017","lower secondary degree","East Germany","232","0.877328847421754","0.838125389204184","0.916532305639323"
"No","2017","secondary school degree","West Germany","2486","0.759163012852064","0.744694265210635","0.773631760493494"
"No","2017","secondary school degree","East Germany","1284","0.795374122399676","0.77561268954302","0.815135555256332"
"No","2017","college entrance qualification","West Germany","2764","0.636338412461812","0.622074132505769","0.650602692417856"
"No","2017","college entrance qualification","East Germany","589","0.653262053749319","0.622202928186416","0.684321179312222"
