"pgoeffd","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"No","1985","Employed","college entrance qualification","389","0.546735614930151","0.50996285368077","0.583508376179533"
"No","1985","Employed","Other degree","782","0.882403759973197","0.861084177882584","0.90372334206381"
"No","1985","Employed","no degree/no degree yet","455","0.904999017133027","0.879323610461718","0.930674423804337"
"Yes","1986","Not Employed","lower secondary degree","4","","",""
"Yes","1986","Not Employed","secondary school degree","4","","",""
"Yes","1986","Not Employed","college entrance qualification","6","","",""
"Yes","1986","Not Employed","Other degree","","","",""
"Yes","1986","Not Employed","no degree/no degree yet","2","","",""
"Yes","1986","Employed","lower secondary degree","515","0.20951631914016","0.193939200435073","0.225093437845248"
"Yes","1986","Employed","secondary school degree","331","0.304313769955618","0.276744598903252","0.331882941007983"
"Yes","1986","Employed","college entrance qualification","313","0.452134166182789","0.415317004309233","0.488951328056345"
"Yes","1986","Employed","Other degree","77","0.10529091420242","0.0841930161077739","0.126388812297066"
"Yes","1986","Employed","no degree/no degree yet","42","0.115920435361883","0.0855918688110916","0.146249001912675"
"No","1986","Not Employed","lower secondary degree","23","","",""
"No","1986","Not Employed","secondary school degree","8","","",""
"No","1986","Not Employed","college entrance qualification","9","","",""
"No","1986","Not Employed","Other degree","4","","",""
"No","1986","Not Employed","no degree/no degree yet","5","","",""
"No","1986","Employed","lower secondary degree","2107","0.79048368085984","0.774906562154752","0.806060799564927"
"No","1986","Employed","secondary school degree","739","0.695686230044382","0.668117058992017","0.723255401096748"
"No","1986","Employed","college entrance qualification","389","0.547865833817211","0.511048671943655","0.584682995690767"
"No","1986","Employed","Other degree","736","0.89470908579758","0.873611187702934","0.915806983892226"
"No","1986","Employed","no degree/no degree yet","386","0.884079564638117","0.853750998087325","0.914408131188908"
"Yes","1987","Not Employed","lower secondary degree","8","","",""
"Yes","1987","Not Employed","secondary school degree","3","","",""
"Yes","1987","Not Employed","college entrance qualification","8","","",""
"Yes","1987","Not Employed","Other degree","2","","",""
"Yes","1987","Not Employed","no degree/no degree yet","","","",""
"Yes","1987","Employed","lower secondary degree","502","0.204360989286358","0.188996780378798","0.219725198193917"
"Yes","1987","Employed","secondary school degree","344","0.311597534256947","0.284227838913989","0.338967229599904"
"Yes","1987","Employed","college entrance qualification","317","0.444095564909424","0.40790318888845","0.480287940930397"
"Yes","1987","Employed","Other degree","80","0.108076791280502","0.0864538159013926","0.129699766659611"
"Yes","1987","Employed","no degree/no degree yet","41","0.111786332735546","0.0818287542206682","0.141743911250424"
"No","1987","Not Employed","lower secondary degree","28","","",""
"No","1987","Not Employed","secondary school degree","12","","",""
"No","1987","Not Employed","college entrance qualification","9","","",""
"No","1987","Not Employed","Other degree","7","","",""
"No","1987","Not Employed","no degree/no degree yet","5","","",""
"No","1987","Employed","lower secondary degree","2144","0.795639010713642","0.780274801806083","0.811003219621202"
"No","1987","Employed","secondary school degree","756","0.688402465743054","0.661032770400096","0.715772161086011"
"No","1987","Employed","college entrance qualification","407","0.555904435090576","0.519712059069603","0.59209681111155"
"No","1987","Employed","Other degree","712","0.891923208719498","0.870300233340389","0.913546184098607"
"No","1987","Employed","no degree/no degree yet","384","0.888213667264454","0.858256088749576","0.918171245779332"
"Yes","1988","Not Employed","lower secondary degree","12","","",""
"Yes","1988","Not Employed","secondary school degree","5","","",""
"Yes","1988","Not Employed","college entrance qualification","2","","",""
"Yes","1988","Not Employed","Other degree","2","","",""
"Yes","1988","Not Employed","no degree/no degree yet","2","","",""
"Yes","1988","Employed","lower secondary degree","467","0.201618392276843","0.186140050780851","0.217096733772835"
"Yes","1988","Employed","secondary school degree","326","0.297843677643334","0.270794253790269","0.324893101496399"
"Yes","1988","Employed","college entrance qualification","310","0.435366281671383","0.399325708792076","0.471406854550691"
"Yes","1988","Employed","Other degree","71","0.104468183023127","0.0823406706712922","0.126595695374962"
"Yes","1988","Employed","no degree/no degree yet","37","0.0836075421864547","0.0559224508754384","0.111292633497471"
"No","1988","Not Employed","lower secondary degree","32","0.73144952727747","0.600493076808247","0.862405977746694"
"No","1988","Not Employed","secondary school degree","13","","",""
"No","1988","Not Employed","college entrance qualification","15","","",""
"No","1988","Not Employed","Other degree","6","","",""
"No","1988","Not Employed","no degree/no degree yet","8","","",""
"No","1988","Employed","lower secondary degree","2114","0.798381607723157","0.782903266227165","0.813859949219149"
"No","1988","Employed","secondary school degree","772","0.702156322356666","0.675106898503601","0.729205746209731"
"No","1988","Employed","college entrance qualification","417","0.564633718328617","0.528593145449309","0.600674291207924"
"No","1988","Employed","Other degree","663","0.895531816976873","0.873404304625038","0.917659329328708"
"No","1988","Employed","no degree/no degree yet","347","0.916392457813545","0.888707366502529","0.944077549124562"
"Yes","1989","Not Employed","lower secondary degree","9","","",""
"Yes","1989","Not Employed","secondary school degree","5","","",""
"Yes","1989","Not Employed","college entrance qualification","4","","",""
"Yes","1989","Not Employed","Other degree","1","","",""
"Yes","1989","Not Employed","no degree/no degree yet","5","","",""
"Yes","1989","Employed","lower secondary degree","470","0.198401285289296","0.183051667022934","0.213750903555659"
"Yes","1989","Employed","secondary school degree","329","0.299186592608318","0.272345545518666","0.32602763969797"
"Yes","1989","Employed","college entrance qualification","308","0.401502093072712","0.367100701194141","0.435903484951284"
"Yes","1989","Employed","Other degree","68","0.105935089674377","0.0836710224062505","0.128199156942503"
"Yes","1989","Employed","no degree/no degree yet","40","0.0890731285365306","0.0605083067067934","0.117637950366268"
"No","1989","Not Employed","lower secondary degree","32","0.706619593988425","0.567251117281776","0.845988070695075"
"No","1989","Not Employed","secondary school degree","21","","",""
"No","1989","Not Employed","college entrance qualification","18","","",""
"No","1989","Not Employed","Other degree","12","","",""
"No","1989","Not Employed","no degree/no degree yet","8","","",""
"No","1989","Employed","lower secondary degree","2123","0.801598714710704","0.786249096444341","0.816948332977066"
"No","1989","Employed","secondary school degree","789","0.700813407391682","0.67397236030203","0.727654454481334"
"No","1989","Employed","college entrance qualification","472","0.598497906927288","0.564096515048716","0.632899298805859"
"No","1989","Employed","Other degree","666","0.894064910325623","0.871800843057497","0.91632897759375"
"No","1989","Employed","no degree/no degree yet","342","0.91092687146347","0.882362049633732","0.939491693293207"
"Yes","1990","Not Employed","lower secondary degree","7","","",""
"Yes","1990","Not Employed","secondary school degree","3","","",""
"Yes","1990","Not Employed","college entrance qualification","3","","",""
"Yes","1990","Not Employed","Other degree","1","","",""
"Yes","1990","Not Employed","no degree/no degree yet","2","","",""
"Yes","1990","Employed","lower secondary degree","457","0.203424340125796","0.187581347336304","0.219267332915289"
"Yes","1990","Employed","secondary school degree","330","0.301703750803333","0.27462842048787","0.328779081118796"
"Yes","1990","Employed","college entrance qualification","304","0.392409972075585","0.358142968805069","0.426676975346101"
"Yes","1990","Employed","Other degree","61","0.0894498628437896","0.0682929998006585","0.110606725886921"
"Yes","1990","Employed","no degree/no degree yet","36","0.10135949206901","0.0703124673850525","0.132406516752967"
"No","1990","Not Employed","lower secondary degree","29","","",""
"No","1990","Not Employed","secondary school degree","11","","",""
"No","1990","Not Employed","college entrance qualification","6","","",""
"No","1990","Not Employed","Other degree","9","","",""
"No","1990","Not Employed","no degree/no degree yet","6","","",""
"No","1990","Employed","lower secondary degree","2023","0.796575659874204","0.780732667084711","0.812418652663696"
"No","1990","Employed","secondary school degree","774","0.698296249196667","0.671220918881204","0.72537157951213"
"No","1990","Employed","college entrance qualification","476","0.607590027924415","0.573323024653899","0.641857031194931"
"No","1990","Employed","Other degree","638","0.91055013715621","0.889393274113079","0.931707000199341"
"No","1990","Employed","no degree/no degree yet","327","0.89864050793099","0.867593483247033","0.929687532614948"
"Yes","1991","Not Employed","lower secondary degree","5","","",""
"Yes","1991","Not Employed","secondary school degree","4","","",""
"Yes","1991","Not Employed","college entrance qualification","7","","",""
"Yes","1991","Not Employed","Other degree","5","","",""
"Yes","1991","Not Employed","no degree/no degree yet","1","","",""
"Yes","1991","Employed","lower secondary degree","468","0.204733076763954","0.189006864156281","0.220459289371626"
"Yes","1991","Employed","secondary school degree","345","0.299307440285368","0.272499231688825","0.32611564888191"
"Yes","1991","Employed","college entrance qualification","319","0.391455265674468","0.358190638494719","0.424719892854218"
"Yes","1991","Employed","Other degree","68","0.115232886267578","0.0916463337728185","0.138819438762337"
"Yes","1991","Employed","no degree/no degree yet","45","0.139268454701457","0.104132325659131","0.174404583743783"
"No","1991","Not Employed","lower secondary degree","49","0.87892270629738","0.791914962755603","0.965930449839157"
"No","1991","Not Employed","secondary school degree","16","","",""
"No","1991","Not Employed","college entrance qualification","16","","",""
"No","1991","Not Employed","Other degree","12","","",""
"No","1991","Not Employed","no degree/no degree yet","14","","",""
"No","1991","Employed","lower secondary degree","2061","0.795266923236046","0.779540710628374","0.810993135843719"
"No","1991","Employed","secondary school degree","776","0.700692559714632","0.673884351118089","0.727500768311175"
"No","1991","Employed","college entrance qualification","508","0.608544734325532","0.575280107145782","0.641809361505281"
"No","1991","Employed","Other degree","636","0.884767113732422","0.861180561237663","0.908353666227181"
"No","1991","Employed","no degree/no degree yet","328","0.860731545298543","0.825595416256217","0.895867674340869"
"Yes","1992","Not Employed","lower secondary degree","6","","",""
"Yes","1992","Not Employed","secondary school degree","12","","",""
"Yes","1992","Not Employed","college entrance qualification","13","","",""
"Yes","1992","Not Employed","Other degree","","","",""
"Yes","1992","Not Employed","no degree/no degree yet","2","","",""
"Yes","1992","Employed","lower secondary degree","642","0.215397556690642","0.200810347816884","0.229984765564399"
"Yes","1992","Employed","secondary school degree","847","0.325296375132084","0.306887848225018","0.343704902039149"
"Yes","1992","Employed","college entrance qualification","481","0.422015695850292","0.39375249080557","0.450278900895014"
"Yes","1992","Employed","Other degree","74","0.118939285028511","0.0946261973959364","0.143252372661085"
"Yes","1992","Employed","no degree/no degree yet","45","0.169691593915762","0.129675045826095","0.209708142005429"
"No","1992","Not Employed","lower secondary degree","31","0.794239181210378","0.663981236120726","0.924497126300029"
"No","1992","Not Employed","secondary school degree","34","0.641823706687815","0.503267663906435","0.780379749469194"
"No","1992","Not Employed","college entrance qualification","11","","",""
"No","1992","Not Employed","Other degree","6","","",""
"No","1992","Not Employed","no degree/no degree yet","3","","",""
"No","1992","Employed","lower secondary degree","2409","0.784602443309358","0.770015234435601","0.799189652183116"
"No","1992","Employed","secondary school degree","1641","0.674703624867916","0.656295097960851","0.693112151774982"
"No","1992","Employed","college entrance qualification","692","0.577984304149708","0.549721099104986","0.60624750919443"
"No","1992","Employed","Other degree","607","0.881060714971489","0.856747627338915","0.905373802604064"
"No","1992","Employed","no degree/no degree yet","293","0.830308406084238","0.790291857994571","0.870324954173905"
"Yes","1993","Not Employed","lower secondary degree","11","","",""
"Yes","1993","Not Employed","secondary school degree","20","","",""
"Yes","1993","Not Employed","college entrance qualification","11","","",""
"Yes","1993","Not Employed","Other degree","1","","",""
"Yes","1993","Not Employed","no degree/no degree yet","3","","",""
"Yes","1993","Employed","lower secondary degree","566","0.201523774258677","0.186883655420983","0.216163893096372"
"Yes","1993","Employed","secondary school degree","813","0.31293883727081","0.294682028260227","0.331195646281393"
"Yes","1993","Employed","college entrance qualification","488","0.409065431285579","0.381142674176254","0.436988188394904"
"Yes","1993","Employed","Other degree","66","0.121370829884194","0.0961496658420758","0.146591993926312"
"Yes","1993","Employed","no degree/no degree yet","45","0.197506381124713","0.154089543282048","0.240923218967379"
"No","1993","Not Employed","lower secondary degree","39","0.654461321746578","0.52264978746254","0.786272856030615"
"No","1993","Not Employed","secondary school degree","45","0.749242629068444","0.643869589895087","0.854615668241801"
"No","1993","Not Employed","college entrance qualification","19","","",""
"No","1993","Not Employed","Other degree","10","","",""
"No","1993","Not Employed","no degree/no degree yet","8","","",""
"No","1993","Employed","lower secondary degree","2318","0.798476225741323","0.783836106903628","0.813116344579018"
"No","1993","Employed","secondary school degree","1665","0.68706116272919","0.668804353718607","0.705317971739773"
"No","1993","Employed","college entrance qualification","703","0.590934568714421","0.563011811605097","0.618857325823746"
"No","1993","Employed","Other degree","578","0.878629170115806","0.853408006073687","0.903850334157924"
"No","1993","Employed","no degree/no degree yet","278","0.802493618875286","0.759076781032621","0.845910456717952"
"Yes","1994","Not Employed","lower secondary degree","5","","",""
"Yes","1994","Not Employed","secondary school degree","7","","",""
"Yes","1994","Not Employed","college entrance qualification","10","","",""
"Yes","1994","Not Employed","Other degree","","","",""
"Yes","1994","Not Employed","no degree/no degree yet","2","","",""
"Yes","1994","Employed","lower secondary degree","511","0.203018033726804","0.187568365524544","0.218467701929064"
"Yes","1994","Employed","secondary school degree","780","0.31870172309904","0.300055373690338","0.337348072507743"
"Yes","1994","Employed","college entrance qualification","493","0.409728356474596","0.382030255737959","0.437426457211233"
"Yes","1994","Employed","Other degree","61","0.123824719489468","0.0964462056680144","0.151203233310921"
"Yes","1994","Employed","no degree/no degree yet","40","0.1828139982062","0.138018924321486","0.227609072090914"
"No","1994","Not Employed","lower secondary degree","38","0.823425715762666","0.709455911221913","0.93739552030342"
"No","1994","Not Employed","secondary school degree","21","","",""
"No","1994","Not Employed","college entrance qualification","26","","",""
"No","1994","Not Employed","Other degree","7","","",""
"No","1994","Not Employed","no degree/no degree yet","5","","",""
"No","1994","Employed","lower secondary degree","2093","0.796981966273196","0.781532298070936","0.812431634475456"
"No","1994","Employed","secondary school degree","1619","0.68129827690096","0.662651927492257","0.699944626309662"
"No","1994","Employed","college entrance qualification","718","0.590271643525404","0.562573542788767","0.617969744262041"
"No","1994","Employed","Other degree","495","0.876175280510532","0.848796766689079","0.903553794331986"
"No","1994","Employed","no degree/no degree yet","246","0.8171860017938","0.772390927909086","0.861981075678514"
"Yes","1995","Not Employed","lower secondary degree","8","","",""
"Yes","1995","Not Employed","secondary school degree","15","","",""
"Yes","1995","Not Employed","college entrance qualification","8","","",""
"Yes","1995","Not Employed","Other degree","2","","",""
"Yes","1995","Not Employed","no degree/no degree yet","","","",""
"Yes","1995","Employed","lower secondary degree","504","0.207699527828239","0.192145563516248","0.223253492140231"
"Yes","1995","Employed","secondary school degree","778","0.304835766471386","0.286905245390598","0.322766287552175"
"Yes","1995","Employed","college entrance qualification","507","0.398549119168788","0.37207683489599","0.425021403441585"
"Yes","1995","Employed","Other degree","95","0.153905641440507","0.127510588451014","0.180300694430001"
"Yes","1995","Employed","no degree/no degree yet","40","0.17811802972135","0.131610841320829","0.22462521812187"
"No","1995","Not Employed","lower secondary degree","54","0.893501640103412","0.816717525096564","0.97028575511026"
"No","1995","Not Employed","secondary school degree","50","0.766535538819076","0.663694145929258","0.869376931708893"
"No","1995","Not Employed","college entrance qualification","26","","",""
"No","1995","Not Employed","Other degree","11","","",""
"No","1995","Not Employed","no degree/no degree yet","8","","",""
"No","1995","Employed","lower secondary degree","2109","0.792300472171761","0.776746507859769","0.807854436483752"
"No","1995","Employed","secondary school degree","1754","0.695164233528614","0.677233712447825","0.713094754609402"
"No","1995","Employed","college entrance qualification","807","0.601450880831212","0.574978596558415","0.627923165104009"
"No","1995","Employed","Other degree","623","0.846094358559493","0.819699305569999","0.872489411548986"
"No","1995","Employed","no degree/no degree yet","220","0.82188197027865","0.77537478187813","0.868389158679171"
"Yes","1996","Not Employed","lower secondary degree","9","","",""
"Yes","1996","Not Employed","secondary school degree","7","","",""
"Yes","1996","Not Employed","college entrance qualification","6","","",""
"Yes","1996","Not Employed","Other degree","1","","",""
"Yes","1996","Not Employed","no degree/no degree yet","1","","",""
"Yes","1996","Employed","lower secondary degree","481","0.205355530587793","0.18947921099349","0.221231850182096"
"Yes","1996","Employed","secondary school degree","755","0.3088703062989","0.290608796433668","0.327131816164133"
"Yes","1996","Employed","college entrance qualification","487","0.384311756429247","0.357980655929086","0.410642856929407"
"Yes","1996","Employed","Other degree","79","0.159430696097423","0.13066163868213","0.188199753512716"
"Yes","1996","Employed","no degree/no degree yet","39","0.203697086158394","0.152204379503634","0.255189792813153"
"No","1996","Not Employed","lower secondary degree","37","0.78366195903113","0.664674824945512","0.902649093116748"
"No","1996","Not Employed","secondary school degree","28","","",""
"No","1996","Not Employed","college entrance qualification","17","","",""
"No","1996","Not Employed","Other degree","11","","",""
"No","1996","Not Employed","no degree/no degree yet","4","","",""
"No","1996","Employed","lower secondary degree","2006","0.794644469412207","0.778768149817904","0.81052078900651"
"No","1996","Employed","secondary school degree","1704","0.6911296937011","0.672868183835867","0.709391203566333"
"No","1996","Employed","college entrance qualification","824","0.615688243570753","0.589357143070593","0.642019344070914"
"No","1996","Employed","Other degree","543","0.840569303902577","0.811800246487284","0.86933836131787"
"No","1996","Employed","no degree/no degree yet","196","0.796302913841606","0.744810207186847","0.847795620496366"
"Yes","1997","Not Employed","lower secondary degree","4","","",""
"Yes","1997","Not Employed","secondary school degree","11","","",""
"Yes","1997","Not Employed","college entrance qualification","6","","",""
"Yes","1997","Not Employed","Other degree","1","","",""
"Yes","1997","Not Employed","no degree/no degree yet","1","","",""
"Yes","1997","Employed","lower secondary degree","442","0.195007622151383","0.179238268353517","0.210776975949249"
"Yes","1997","Employed","secondary school degree","742","0.304997876149998","0.286774479356127","0.323221272943868"
"Yes","1997","Employed","college entrance qualification","523","0.376703356020787","0.351053997826244","0.40235271421533"
"Yes","1997","Employed","Other degree","76","0.18524336568265","0.153209514668531","0.217277216696769"
"Yes","1997","Employed","no degree/no degree yet","37","0.179501274006919","0.128083422283882","0.230919125729955"
"No","1997","Not Employed","lower secondary degree","22","","",""
"No","1997","Not Employed","secondary school degree","41","0.837432493708466","0.737146981903582","0.937718005513349"
"No","1997","Not Employed","college entrance qualification","14","","",""
"No","1997","Not Employed","Other degree","9","","",""
"No","1997","Not Employed","no degree/no degree yet","5","","",""
"No","1997","Employed","lower secondary degree","1983","0.804992377848617","0.789223024050751","0.820761731646483"
"No","1997","Employed","secondary school degree","1710","0.695002123850002","0.676778727056132","0.713225520643873"
"No","1997","Employed","college entrance qualification","848","0.623296643979213","0.59764728578467","0.648946002173756"
"No","1997","Employed","Other degree","489","0.81475663431735","0.782722783303231","0.846790485331469"
"No","1997","Employed","no degree/no degree yet","177","0.820498725993081","0.769080874270045","0.871916577716118"
"Yes","1998","Not Employed","lower secondary degree","9","","",""
"Yes","1998","Not Employed","secondary school degree","9","","",""
"Yes","1998","Not Employed","college entrance qualification","11","","",""
"Yes","1998","Not Employed","Other degree","4","","",""
"Yes","1998","Not Employed","no degree/no degree yet","","","",""
"Yes","1998","Employed","lower secondary degree","456","0.195863889525813","0.180496485903492","0.211231293148133"
"Yes","1998","Employed","secondary school degree","815","0.30280518541137","0.285477341503068","0.320133029319671"
"Yes","1998","Employed","college entrance qualification","554","0.363226654828371","0.339144241728056","0.387309067928687"
"Yes","1998","Employed","Other degree","86","0.182706048664072","0.150700912252288","0.214711185075855"
"Yes","1998","Employed","no degree/no degree yet","29","","",""
"No","1998","Not Employed","lower secondary degree","30","0.740280416475857","0.602665260498786","0.877895572452928"
"No","1998","Not Employed","secondary school degree","30","0.737653096854692","0.599589290184316","0.875716903525069"
"No","1998","Not Employed","college entrance qualification","19","","",""
"No","1998","Not Employed","Other degree","8","","",""
"No","1998","Not Employed","no degree/no degree yet","4","","",""
"No","1998","Employed","lower secondary degree","2106","0.804136110474187","0.788768706851867","0.819503514096508"
"No","1998","Employed","secondary school degree","1886","0.69719481458863","0.679866970680329","0.714522658496932"
"No","1998","Employed","college entrance qualification","978","0.636773345171629","0.612690932071313","0.660855758271944"
"No","1998","Employed","Other degree","474","0.817293951335929","0.785288814924145","0.849299087747712"
"No","1998","Employed","no degree/no degree yet","176","0.853424884969697","0.80500943935175","0.901840330587643"
"Yes","1999","Not Employed","lower secondary degree","3","","",""
"Yes","1999","Not Employed","secondary school degree","5","","",""
"Yes","1999","Not Employed","college entrance qualification","10","","",""
"Yes","1999","Not Employed","Other degree","1","","",""
"Yes","1999","Not Employed","no degree/no degree yet","1","","",""
"Yes","1999","Employed","lower secondary degree","420","0.191005236545156","0.175195968016779","0.206814505073533"
"Yes","1999","Employed","secondary school degree","743","0.293741391059368","0.276135358379359","0.311347423739377"
"Yes","1999","Employed","college entrance qualification","541","0.358274425640722","0.334089642625464","0.382459208655981"
"Yes","1999","Employed","Other degree","78","0.194847640924097","0.159705777148822","0.229989504699372"
"Yes","1999","Employed","no degree/no degree yet","24","","",""
"No","1999","Not Employed","lower secondary degree","32","0.881803976896225","0.774848869647488","0.988759084144963"
"No","1999","Not Employed","secondary school degree","21","","",""
"No","1999","Not Employed","college entrance qualification","14","","",""
"No","1999","Not Employed","Other degree","4","","",""
"No","1999","Not Employed","no degree/no degree yet","4","","",""
"No","1999","Employed","lower secondary degree","1955","0.808994763454844","0.793185494926467","0.824804031983221"
"No","1999","Employed","secondary school degree","1828","0.706258608940632","0.688652576260623","0.723864641620641"
"No","1999","Employed","college entrance qualification","969","0.641725574359278","0.617540791344019","0.665910357374536"
"No","1999","Employed","Other degree","410","0.805152359075903","0.770010495300628","0.840294222851178"
"No","1999","Employed","no degree/no degree yet","175","0.860785922058803","0.812689728327195","0.908882115790411"
"Yes","2000","Not Employed","lower secondary degree","17","","",""
"Yes","2000","Not Employed","secondary school degree","18","","",""
"Yes","2000","Not Employed","college entrance qualification","14","","",""
"Yes","2000","Not Employed","Other degree","2","","",""
"Yes","2000","Not Employed","no degree/no degree yet","3","","",""
"Yes","2000","Employed","lower secondary degree","766","0.172817999193602","0.161694294105149","0.183941704282055"
"Yes","2000","Employed","secondary school degree","1226","0.251073313276834","0.238821363393073","0.263325263160595"
"Yes","2000","Employed","college entrance qualification","1125","0.32995724736799","0.313826551277299","0.346087943458682"
"Yes","2000","Employed","Other degree","133","0.179257017633572","0.15316241323777","0.205351622029374"
"Yes","2000","Employed","no degree/no degree yet","21","","",""
"No","2000","Not Employed","lower secondary degree","64","0.828909826149399","0.746898891892213","0.910920760406586"
"No","2000","Not Employed","secondary school degree","75","0.821972892069394","0.744226824279519","0.899718959859269"
"No","2000","Not Employed","college entrance qualification","38","0.762614793455895","0.646970060531511","0.878259526380279"
"No","2000","Not Employed","Other degree","18","","",""
"No","2000","Not Employed","no degree/no degree yet","14","","",""
"No","2000","Employed","lower secondary degree","3672","0.827182000806398","0.816058295717945","0.838305705894851"
"No","2000","Employed","secondary school degree","3586","0.748926686723166","0.736674736839405","0.761178636606927"
"No","2000","Employed","college entrance qualification","2139","0.67004275263201","0.653912056541318","0.686173448722701"
"No","2000","Employed","Other degree","697","0.820742982366428","0.794648377970626","0.84683758676223"
"No","2000","Employed","no degree/no degree yet","162","0.903086384092222","0.860223677416979","0.945949090767466"
"Yes","2001","Not Employed","lower secondary degree","8","","",""
"Yes","2001","Not Employed","secondary school degree","14","","",""
"Yes","2001","Not Employed","college entrance qualification","8","","",""
"Yes","2001","Not Employed","Other degree","2","","",""
"Yes","2001","Not Employed","no degree/no degree yet","1","","",""
"Yes","2001","Employed","lower secondary degree","628","0.171494668961487","0.159286180789686","0.183703157133288"
"Yes","2001","Employed","secondary school degree","1109","0.2592571492253","0.246038469461965","0.272475828988634"
"Yes","2001","Employed","college entrance qualification","989","0.325454894547129","0.30843709879106","0.342472690303197"
"Yes","2001","Employed","Other degree","108","0.167288645485969","0.139520374975887","0.195056915996051"
"Yes","2001","Employed","no degree/no degree yet","16","","",""
"No","2001","Not Employed","lower secondary degree","46","0.866272795372469","0.775493160362776","0.957052430382163"
"No","2001","Not Employed","secondary school degree","56","0.824785875860523","0.735731711122595","0.913840040598452"
"No","2001","Not Employed","college entrance qualification","29","","",""
"No","2001","Not Employed","Other degree","11","","",""
"No","2001","Not Employed","no degree/no degree yet","10","","",""
"No","2001","Employed","lower secondary degree","3034","0.828505331038513","0.816296842866712","0.840713819210314"
"No","2001","Employed","secondary school degree","3113","0.7407428507747","0.727524171011366","0.753961530538035"
"No","2001","Employed","college entrance qualification","1923","0.674545105452872","0.657527309696803","0.69156290120894"
"No","2001","Employed","Other degree","586","0.832711354514031","0.804943084003949","0.860479625024113"
"No","2001","Employed","no degree/no degree yet","135","0.916801444174065","0.872750506667619","0.960852381680511"
"Yes","2002","Not Employed","lower secondary degree","6","","",""
"Yes","2002","Not Employed","secondary school degree","10","","",""
"Yes","2002","Not Employed","college entrance qualification","18","","",""
"Yes","2002","Not Employed","Other degree","2","","",""
"Yes","2002","Not Employed","no degree/no degree yet","1","","",""
"Yes","2002","Employed","lower secondary degree","615","0.173359537539804","0.161026047170632","0.185693027908975"
"Yes","2002","Employed","secondary school degree","1220","0.262311833408194","0.249581813850872","0.275041852965515"
"Yes","2002","Employed","college entrance qualification","1394","0.315593312516864","0.30114373404806","0.330042890985668"
"Yes","2002","Employed","Other degree","115","0.157137021042984","0.130272983870971","0.184001058214997"
"Yes","2002","Employed","no degree/no degree yet","20","","",""
"No","2002","Not Employed","lower secondary degree","47","0.889848886112834","0.805561471366038","0.974136300859629"
"No","2002","Not Employed","secondary school degree","63","0.883869203231737","0.810374783585508","0.957363622877966"
"No","2002","Not Employed","college entrance qualification","31","0.779892207965916","0.663884979738762","0.89589943619307"
