"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","direct migration background","inadequately","4.13","4","67","2","2","5","7","3.66","4.6","3","5"
"2012","direct migration background","middle vocational","3.73","4","385","1","2","5","6","3.55","3.91","3","4"
"2012","direct migration background","vocational + Abi","3.75","4","145","2","2","5","6","3.47","4.03","3","4"
"2012","indirect migration background","general elemantary","3.42","3","87","1","2","4","6","3.04","3.8","3","4"
"2012","indirect migration background","higher education","3.4","3","75","2","2","4","5","3.04","3.76","3","4"
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","3.79","4","35","2","3","5","6","3.26","4.32","3","5"
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","3.57","4","180","1","2","5","6","3.3","3.84","3","4"
"2012","indirect migration background","vocational + Abi","4.03","4","47","1","3","5","6","3.56","4.5","3","4"
"2012","no migration background","general elemantary","3.94","4","479","1","3","5","6","3.78","4.1","4","4"
"2012","no migration background","higher education","3.35","3","1192","1","2","5","5","3.26","3.44","3","3"
"2012","no migration background","higher vocational","3.39","3","318","1","2","5","5","3.22","3.56","3","3"
"2012","no migration background","in school","3.72","4","148","2","3","5","6","3.47","3.97","3","4"
"2012","no migration background","inadequately","4.31","5","74","1","2","6","7","3.85","4.77","4","5"
"2012","no migration background","middle vocational","3.62","4","2682","1","2","5","6","3.56","3.68","3","4"
"2012","no migration background","vocational + Abi","3.45","3","564","1","2","5","6","3.31","3.59","3","4"
"2013","direct migration background","general elemantary","3.9","4","330","2","3","5","6","3.71","4.09","4","4"
"2013","direct migration background","higher education","3.67","4","354","2","2","5","6","3.5","3.84","3","4"
"2013","direct migration background","higher vocational","3.92","4.68","72","1","2","5","6","3.52","4.32","3","5"
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","3.92","4","65","1","2","6","6","3.43","4.41","4","5"
"2013","direct migration background","middle vocational","3.71","4","631","1","2","5","6","3.57","3.85","3","4"
"2013","direct migration background","vocational + Abi","3.71","4","188","1","2","5","6","3.44","3.98","3","4"
"2013","indirect migration background","general elemantary","3.66","4","114","2","3","5","5","3.37","3.95","3","4"
"2013","indirect migration background","higher education","3.33","3","113","1","2","4","7","3.01","3.65","3","4"
"2013","indirect migration background","higher vocational","4.18","4","30","2","3","5","6","3.6","4.76","3","5"
"2013","indirect migration background","in school","4.29","5","53","1","3","6","6","3.8","4.78","3","5"
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","3.43","3","306","1","2","5","6","3.24","3.62","3","4"
"2013","indirect migration background","vocational + Abi","3.32","4","37","2","2","4","5","2.8","3.84","2","4"
"2013","no migration background","general elemantary","3.83","4","1393","1","2","5","6","3.74","3.92","4","4"
"2013","no migration background","higher education","3.46","3","3988","2","2","5","6","3.41","3.51","3","3"
"2013","no migration background","higher vocational","3.46","3","1225","1","2","5","6","3.37","3.55","3","4"
"2013","no migration background","in school","3.77","4","195","1","3","5","6","3.55","3.99","3","4"
"2013","no migration background","inadequately","3.82","4","112","1","2","6","7","3.46","4.18","4","5"
"2013","no migration background","middle vocational","3.69","4","8465","1","2","5","6","3.65","3.73","4","4"
"2013","no migration background","vocational + Abi","3.64","4","873","2","2","5","6","3.53","3.75","3","4"
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","3.87","4","1290","1","2","5","6","3.77","3.97","3","4"
"2017","direct migration background","higher education","3.6","3","1662","1","2","5","6","3.51","3.69","3","4"
"2017","direct migration background","higher vocational","3.94","4","91","2","2","5","6","3.57","4.31","3","4"
"2017","direct migration background","in school","4.23","4","35","2","3","5","6","3.61","4.85","3","5"
"2017","direct migration background","inadequately","3.51","3","1161","1","2","5","6","3.4","3.62","3","3"
"2017","direct migration background","middle vocational","3.66","4","1991","1","2","5","6","3.58","3.74","3","4"
"2017","direct migration background","vocational + Abi","3.67","4","716","1","2","5","6","3.54","3.8","3","4"
"2017","indirect migration background","general elemantary","4.04","4","281","1","3","5","6","3.83","4.25","4","4"
"2017","indirect migration background","higher education","3.45","3","283","2","2","5","5","3.26","3.64","3","4"
"2017","indirect migration background","higher vocational","3.49","4","59","1","2","5","5","3.07","3.91","4","5"
"2017","indirect migration background","in school","3.89","4","88","2","3","5","7","3.53","4.25","3","4"
"2017","indirect migration background","inadequately","3.98","4","39","1","3","5","7","3.4","4.56","4","5"
"2017","indirect migration background","middle vocational","3.69","4","722","1","2","5","6","3.57","3.81","4","4"
"2017","indirect migration background","vocational + Abi","3.48","4","130","2","2","5","5","3.18","3.78","3","4"
"2017","no migration background","general elemantary","3.85","4","1714","1","2","5","6","3.77","3.93","4","4"
"2017","no migration background","higher education","3.42","3","5068","2","2","5","6","3.38","3.46","3","3"
"2017","no migration background","higher vocational","3.46","3","1393","1","2","5","6","3.38","3.54","3","4"
"2017","no migration background","in school","3.82","4","289","2","3","5","6","3.64","4","4","4"
"2017","no migration background","inadequately","4","4","169","2","2","5","7","3.72","4.28","4","5"
"2017","no migration background","middle vocational","3.69","4","9846","1","2","5","6","3.66","3.72","4","4"
"2017","no migration background","vocational + Abi","3.6","4","1442","1","2","5","6","3.52","3.68","3","4"
"2018","direct migration background","general elemantary","","","","","","","","","","",""
"2018","direct migration background","higher education","","","","","","","","","","",""
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","","","","","","","","","","",""
"2018","direct migration background","middle vocational","","","","","","","","","","",""
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","3.7","4","587","1","2","5","6","3.55","3.85","4","4"
"2019","direct migration background","higher education","3.34","3","1066","1","2","5","6","3.24","3.44","3","3"
"2019","direct migration background","higher vocational","3.45","3","74","2","3","4","5","3.1","3.8","3","4"
"2019","direct migration background","in school","4.03","4","43","2","3","6","6","3.46","4.6","3","4"
"2019","direct migration background","inadequately","3.74","4","203","1","2","5","6","3.49","3.99","4","4"
"2019","direct migration background","middle vocational","3.38","3","1224","1","2","5","6","3.28","3.48","3","4"
"2019","direct migration background","vocational + Abi","3.66","4","518","1","2","5","6","3.51","3.81","3","4"
"2019","indirect migration background","general elemantary","3.62","4","237","1","3","5","6","3.39","3.85","3","4"
"2019","indirect migration background","higher education","3.38","3","336","2","2","4","5","3.21","3.55","3","3"
"2019","indirect migration background","higher vocational","3.13","3","74","1","2","4","5","2.77","3.49","3","4"
"2019","indirect migration background","in school","3.85","4","81","2","3","5","6","3.49","4.21","3","4"
"2019","indirect migration background","inadequately","2.85","2","38","1","1","4","7","2.18","3.52","2","4"
"2019","indirect migration background","middle vocational","3.5","3","665","1","2","5","6","3.37","3.63","3","4"
"2019","indirect migration background","vocational + Abi","3.29","3","141","2","2","4","5","3.03","3.55","3","4"
"2019","no migration background","general elemantary","3.54","3","1579","1","2","5","6","3.45","3.63","3","4"
"2019","no migration background","higher education","3.25","3","5600","1","2","4","5","3.21","3.29","3","3"
"2019","no migration background","higher vocational","3.27","3","1514","1","2","5","6","3.19","3.35","3","3"
"2019","no migration background","in school","3.93","4","204","2","3","5","6","3.7","4.16","4","4"
"2019","no migration background","inadequately","3.97","4","147","1","2","6","7","3.64","4.3","3","5"
"2019","no migration background","middle vocational","3.43","3","9202","1","2","5","6","3.4","3.46","3","3"
"2019","no migration background","vocational + Abi","3.41","3","1508","1","2","5","6","3.33","3.49","3","3"
