"year","education","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","",""
"2009","college entrance qualification","direct migration background","3.71","4","224","3.49","3.93","1","2","5","6"
"2009","college entrance qualification","indirect migration background","3.43","3","182","3.21","3.65","2","2","5","5"
"2009","college entrance qualification","no migration background","3.52","3","4484","3.47","3.57","2","2","5","6"
"2009","lower secondary degree","direct migration background","3.51","3","407","3.34","3.68","1","2","5","6"
"2009","lower secondary degree","indirect migration background","3.71","4","207","3.47","3.95","1","2","5","6"
"2009","lower secondary degree","no migration background","3.67","4","5293","3.62","3.72","1","2","5","6"
"2009","no degree/no degree yet","direct migration background","3.86","4","113","3.55","4.17","2","3","5","6"
"2009","no degree/no degree yet","indirect migration background","3.84","4","56","3.35","4.33","1","3","6","6"
"2009","no degree/no degree yet","no migration background","3.78","4","315","3.6","3.96","2","2","5","6"
"2009","Other degree","direct migration background","3.73","4","678","3.6","3.86","1","2","5","6"
"2009","Other degree","indirect migration background","","","","","","","","",""
"2009","Other degree","no migration background","3.86","4","110","3.5","4.22","1","2","5","6"
"2009","secondary school degree","direct migration background","3.83","4","181","3.6","4.06","2","3","5","6"
"2009","secondary school degree","indirect migration background","3.38","3","174","3.15","3.61","2","2","4","6"
"2009","secondary school degree","no migration background","3.68","4","5044","3.63","3.73","2","2","5","6"
"2010","college entrance qualification","direct migration background","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","",""
"2012","college entrance qualification","direct migration background","3.24","3","105","2.91","3.57","1","2","5","6"
"2012","college entrance qualification","indirect migration background","3.79","4","139","3.52","4.06","2","3","5","6"
"2012","college entrance qualification","no migration background","3.41","3","1901","3.34","3.48","1","2","5","6"
"2012","lower secondary degree","direct migration background","3.68","4","153","3.4","3.96","1","2","5","6"
"2012","lower secondary degree","indirect migration background","3.49","4","111","3.16","3.82","1","2","4","5"
"2012","lower secondary degree","no migration background","3.72","4","1143","3.62","3.82","1","2","5","6"
"2012","no degree/no degree yet","direct migration background","3.97","4","81","3.55","4.39","2","2","5","7"
"2012","no degree/no degree yet","indirect migration background","3.9","4","47","3.44","4.36","2","3","5","6"
"2012","no degree/no degree yet","no migration background","3.89","4","224","3.66","4.12","2","3","5","7"
"2012","Other degree","direct migration background","3.83","4","616","3.69","3.97","2","2","5","6"
"2012","Other degree","indirect migration background","","","","","","","","",""
"2012","Other degree","no migration background","3.72","4","42","3.08","4.36","1","2","5","7"
"2012","secondary school degree","direct migration background","3.63","4","110","3.29","3.97","1","2","5","6"
"2012","secondary school degree","indirect migration background","3.48","3","144","3.18","3.78","1","2","5","6"
"2012","secondary school degree","no migration background","3.61","4","2132","3.54","3.68","1","2","5","6"
"2013","college entrance qualification","direct migration background","3.52","3","218","3.29","3.75","1","2","5","6"
"2013","college entrance qualification","indirect migration background","3.16","3","228","2.95","3.37","1","2","4","5"
"2013","college entrance qualification","no migration background","3.5","3","4935","3.45","3.55","2","2","5","6"
"2013","lower secondary degree","direct migration background","3.73","4","302","3.53","3.93","1","2","5","6"
"2013","lower secondary degree","indirect migration background","3.64","4","178","3.39","3.89","1","2","5","6"
"2013","lower secondary degree","no migration background","3.72","4","5339","3.67","3.77","1","2","5","6"
"2013","no degree/no degree yet","direct migration background","3.92","4","95","3.53","4.31","1","2","5","6"
"2013","no degree/no degree yet","indirect migration background","4.33","5","63","3.88","4.78","1","3","6","6"
"2013","no degree/no degree yet","no migration background","3.82","4","326","3.63","4.01","1","3","5","6"
"2013","Other degree","direct migration background","3.77","4","842","3.65","3.89","1","2","5","6"
"2013","Other degree","indirect migration background","","","","","","","","",""
"2013","Other degree","no migration background","3.7","4","162","3.42","3.98","1","2","5","6"
"2013","secondary school degree","direct migration background","4.05","4","170","3.8","4.3","2","3","5","6"
"2013","secondary school degree","indirect migration background","3.65","4","165","3.39","3.91","2","2","5","6"
"2013","secondary school degree","no migration background","3.66","4","5291","3.62","3.7","2","2","5","6"
"2014","college entrance qualification","direct migration background","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","",""
"2017","college entrance qualification","direct migration background","3.49","3","434","3.33","3.65","2","2","5","6"
"2017","college entrance qualification","indirect migration background","3.57","4","618","3.44","3.7","2","2","5","5"
"2017","college entrance qualification","no migration background","3.5","3","6893","3.46","3.54","2","2","5","6"
"2017","lower secondary degree","direct migration background","3.94","4","466","3.78","4.1","2","2","5","6"
"2017","lower secondary degree","indirect migration background","3.88","4","355","3.69","4.07","1","3","5","6"
"2017","lower secondary degree","no migration background","3.67","4","5277","3.62","3.72","1","2","5","6"
"2017","no degree/no degree yet","direct migration background","3.61","4","1250","3.5","3.72","1","2","5","6"
"2017","no degree/no degree yet","indirect migration background","3.81","4","122","3.5","4.12","2","3","5","6"
"2017","no degree/no degree yet","no migration background","3.86","4","485","3.71","4.01","2","3","5","6"
"2017","Other degree","direct migration background","3.65","4","4343","3.59","3.71","1","2","5","6"
"2017","Other degree","indirect migration background","3.85","4","50","3.35","4.35","2","2","5","6"
"2017","Other degree","no migration background","3.59","3","165","3.33","3.85","2","3","5","6"
"2017","secondary school degree","direct migration background","4.04","4","366","3.86","4.22","2","3","5","6"
"2017","secondary school degree","indirect migration background","3.74","4","423","3.59","3.89","1","3","5","6"
"2017","secondary school degree","no migration background","3.69","4","6826","3.65","3.73","2","2","5","6"
"2018","college entrance qualification","direct migration background","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","","","","","","","","",""
"2018","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","",""
"2018","Other degree","direct migration background","","","","","","","","",""
"2018","Other degree","indirect migration background","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","",""
"2019","college entrance qualification","direct migration background","3.25","3","386","3.08","3.42","1","2","5","6"
"2019","college entrance qualification","indirect migration background","3.33","3","649","3.21","3.45","2","2","4","5"
"2019","college entrance qualification","no migration background","3.31","3","7508","3.27","3.35","1","2","4","6"
"2019","lower secondary degree","direct migration background","3.58","3","359","3.4","3.76","2","2","5","6"
"2019","lower secondary degree","indirect migration background","3.73","4","304","3.52","3.94","1","2","5","6"
"2019","lower secondary degree","no migration background","3.4","3","4638","3.35","3.45","1","2","5","6"
"2019","no degree/no degree yet","direct migration background","3.69","4","279","3.47","3.91","1","2","5","6"
"2019","no degree/no degree yet","indirect migration background","3.74","3","114","3.41","4.07","1","3","5","7"
"2019","no degree/no degree yet","no migration background","3.82","4","384","3.64","4","2","2","5","6"
"2019","Other degree","direct migration background","3.46","3","2344","3.39","3.53","1","2","5","6"
"2019","Other degree","indirect migration background","2.63","2","47","2.14","3.12","1","1","3","5"
"2019","Other degree","no migration background","3.41","3","158","3.1","3.72","1","2","5","6"
"2019","secondary school degree","direct migration background","3.61","4","290","3.41","3.81","1","3","4","6"
"2019","secondary school degree","indirect migration background","3.48","3","414","3.32","3.64","2","2","5","6"
"2019","secondary school degree","no migration background","3.43","3","6714","3.39","3.47","1","2","5","6"
