"ple0004","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Not at all","2002","college entrance qualification","Female","1899","0.682058470283131","0.664008887814424","0.700108052751839"
"Not at all","2002","Other degree","Male","367","0.562056107887434","0.523558227009137","0.600553988765731"
"Not at all","2002","Other degree","Female","361","0.516937568340949","0.479461120631662","0.554414016050237"
"Not at all","2002","no degree/no degree yet","Male","343","0.750569941002479","0.709626020670786","0.791513861334172"
"Not at all","2002","no degree/no degree yet","Female","343","0.641012381566116","0.598275940361064","0.683748822771168"
"Strong","2003","lower secondary degree","Male","","","",""
"Strong","2003","lower secondary degree","Female","","","",""
"Strong","2003","secondary school degree","Male","","","",""
"Strong","2003","secondary school degree","Female","","","",""
"Strong","2003","college entrance qualification","Male","","","",""
"Strong","2003","college entrance qualification","Female","","","",""
"Strong","2003","Other degree","Male","","","",""
"Strong","2003","Other degree","Female","","","",""
"Strong","2003","no degree/no degree yet","Male","","","",""
"Strong","2003","no degree/no degree yet","Female","","","",""
"A little","2003","lower secondary degree","Male","","","",""
"A little","2003","lower secondary degree","Female","","","",""
"A little","2003","secondary school degree","Male","","","",""
"A little","2003","secondary school degree","Female","","","",""
"A little","2003","college entrance qualification","Male","","","",""
"A little","2003","college entrance qualification","Female","","","",""
"A little","2003","Other degree","Male","","","",""
"A little","2003","Other degree","Female","","","",""
"A little","2003","no degree/no degree yet","Male","","","",""
"A little","2003","no degree/no degree yet","Female","","","",""
"Not at all","2003","lower secondary degree","Male","","","",""
"Not at all","2003","lower secondary degree","Female","","","",""
"Not at all","2003","secondary school degree","Male","","","",""
"Not at all","2003","secondary school degree","Female","","","",""
"Not at all","2003","college entrance qualification","Male","","","",""
"Not at all","2003","college entrance qualification","Female","","","",""
"Not at all","2003","Other degree","Male","","","",""
"Not at all","2003","Other degree","Female","","","",""
"Not at all","2003","no degree/no degree yet","Male","","","",""
"Not at all","2003","no degree/no degree yet","Female","","","",""
"Strong","2004","lower secondary degree","Male","544","0.15738923304171","0.145624930248886","0.169153535834533"
"Strong","2004","lower secondary degree","Female","769","0.221123643501175","0.208077183957641","0.234170103044709"
"Strong","2004","secondary school degree","Male","154","0.0643885198173837","0.0551081293438367","0.0736689102909306"
"Strong","2004","secondary school degree","Female","234","0.0899946077109046","0.0806503203221603","0.0993388950996488"
"Strong","2004","college entrance qualification","Male","113","0.0559716430762207","0.0475604158609622","0.0643828702914792"
"Strong","2004","college entrance qualification","Female","122","0.0737751699633771","0.0635548341521239","0.0839955057746302"
"Strong","2004","Other degree","Male","73","0.133474440027061","0.105773242011805","0.161175638042317"
"Strong","2004","Other degree","Female","93","0.192158981497426","0.16102004128296","0.223297921711892"
"Strong","2004","no degree/no degree yet","Male","16","","",""
"Strong","2004","no degree/no degree yet","Female","40","0.12320718184281","0.0939860885867225","0.152428275098897"
"A little","2004","lower secondary degree","Male","1207","0.334800453206926","0.319555216452473","0.350045689961379"
"A little","2004","lower secondary degree","Female","1547","0.404632339457701","0.389202417265889","0.420062261649514"
"A little","2004","secondary school degree","Male","678","0.259305469943473","0.24273481531854","0.275876124568405"
"A little","2004","secondary school degree","Female","1041","0.305691515312554","0.290648534949381","0.320734495675727"
"A little","2004","college entrance qualification","Male","546","0.203884823920983","0.189142592699099","0.218627055142867"
"A little","2004","college entrance qualification","Female","558","0.249250312864081","0.232337443953347","0.266163181774815"
"A little","2004","Other degree","Male","187","0.329592933593674","0.291304548722041","0.367881318465307"
"A little","2004","Other degree","Female","193","0.283795513930635","0.248164201879093","0.319426825982177"
"A little","2004","no degree/no degree yet","Male","51","0.162008404356936","0.126895519596085","0.197121289117787"
"A little","2004","no degree/no degree yet","Female","105","0.240029538596019","0.202057784673877","0.278001292518162"
"Not at all","2004","lower secondary degree","Male","1930","0.507810313751365","0.491659954199682","0.523960673303047"
"Not at all","2004","lower secondary degree","Female","1571","0.374244017041123","0.359030810583853","0.389457223498394"
"Not at all","2004","secondary school degree","Male","1855","0.676306010239144","0.658614976974546","0.693997043503742"
"Not at all","2004","secondary school degree","Female","2328","0.604313876976541","0.588346901682437","0.620280852270646"
"Not at all","2004","college entrance qualification","Male","2210","0.740143533002796","0.724096026657894","0.756191039347698"
"Not at all","2004","college entrance qualification","Female","1833","0.676974517172542","0.6586911408026","0.695257893542484"
"Not at all","2004","Other degree","Male","319","0.536932626379265","0.496317220478333","0.577548032280198"
"Not at all","2004","Other degree","Female","329","0.524045504571939","0.484574539090775","0.563516470053102"
"Not at all","2004","no degree/no degree yet","Male","356","0.785183231090837","0.746045332347951","0.824321129833723"
"Not at all","2004","no degree/no degree yet","Female","341","0.636763279561171","0.59400562889198","0.679520930230363"
"Strong","2005","lower secondary degree","Male","","","",""
"Strong","2005","lower secondary degree","Female","","","",""
"Strong","2005","secondary school degree","Male","","","",""
"Strong","2005","secondary school degree","Female","","","",""
"Strong","2005","college entrance qualification","Male","","","",""
"Strong","2005","college entrance qualification","Female","","","",""
"Strong","2005","Other degree","Male","","","",""
"Strong","2005","Other degree","Female","","","",""
"Strong","2005","no degree/no degree yet","Male","","","",""
"Strong","2005","no degree/no degree yet","Female","","","",""
"A little","2005","lower secondary degree","Male","","","",""
"A little","2005","lower secondary degree","Female","","","",""
"A little","2005","secondary school degree","Male","","","",""
"A little","2005","secondary school degree","Female","","","",""
"A little","2005","college entrance qualification","Male","","","",""
"A little","2005","college entrance qualification","Female","","","",""
"A little","2005","Other degree","Male","","","",""
"A little","2005","Other degree","Female","","","",""
"A little","2005","no degree/no degree yet","Male","","","",""
"A little","2005","no degree/no degree yet","Female","","","",""
"Not at all","2005","lower secondary degree","Male","","","",""
"Not at all","2005","lower secondary degree","Female","","","",""
"Not at all","2005","secondary school degree","Male","","","",""
"Not at all","2005","secondary school degree","Female","","","",""
"Not at all","2005","college entrance qualification","Male","","","",""
"Not at all","2005","college entrance qualification","Female","","","",""
"Not at all","2005","Other degree","Male","","","",""
"Not at all","2005","Other degree","Female","","","",""
"Not at all","2005","no degree/no degree yet","Male","","","",""
"Not at all","2005","no degree/no degree yet","Female","","","",""
"Strong","2006","lower secondary degree","Male","539","0.1474767635787","0.136076230736866","0.158877296420534"
"Strong","2006","lower secondary degree","Female","801","0.219683438964321","0.206699213657693","0.23266766427095"
"Strong","2006","secondary school degree","Male","179","0.0712897762744992","0.0616728677904024","0.0809066847585961"
"Strong","2006","secondary school degree","Female","252","0.0859375305463298","0.0769407005756364","0.0949343605170231"
"Strong","2006","college entrance qualification","Male","114","0.0463761357878747","0.0387627819132599","0.0539894896624895"
"Strong","2006","college entrance qualification","Female","133","0.062785223869493","0.0536251793921669","0.071945268346819"
"Strong","2006","Other degree","Male","74","0.139647792958548","0.11091370850921","0.168381877407885"
"Strong","2006","Other degree","Female","105","0.182143013861451","0.152240820388315","0.212045207334587"
"Strong","2006","no degree/no degree yet","Male","20","","",""
"Strong","2006","no degree/no degree yet","Female","45","0.148821064823836","0.111427135189071","0.186214994458601"
"A little","2006","lower secondary degree","Male","1282","0.34112592701674","0.32588298449842","0.35636886953506"
"A little","2006","lower secondary degree","Female","1565","0.406754871296979","0.391349738610107","0.422160003983852"
"A little","2006","secondary school degree","Male","737","0.27188118644064","0.25525194462468","0.2885104282566"
"A little","2006","secondary school degree","Female","1149","0.324482708743294","0.309453913980653","0.339511503505935"
"A little","2006","college entrance qualification","Male","628","0.210384292699083","0.195628765623105","0.22513981977506"
"A little","2006","college entrance qualification","Female","614","0.249023725902127","0.232693854416534","0.265353597387719"
"A little","2006","Other degree","Male","188","0.336945331152395","0.29776243101682","0.37612823128797"
"A little","2006","Other degree","Female","227","0.374408055296876","0.336912803883815","0.411903306709937"
"A little","2006","no degree/no degree yet","Male","49","0.184633552480778","0.141301978586349","0.227965126375208"
"A little","2006","no degree/no degree yet","Female","92","0.323434844104506","0.274286749531751","0.37258293867726"
"Not at all","2006","lower secondary degree","Male","1895","0.51139730940456","0.495325403362158","0.527469215446963"
"Not at all","2006","lower secondary degree","Female","1540","0.373561689738699","0.358391106006208","0.388732273471191"
"Not at all","2006","secondary school degree","Male","1834","0.656829037284861","0.639084561138088","0.674573513431634"
"Not at all","2006","secondary school degree","Female","2327","0.589579760710376","0.573789263435037","0.605370257985715"
"Not at all","2006","college entrance qualification","Male","2189","0.743239571513043","0.727424591775453","0.759054551250632"
"Not at all","2006","college entrance qualification","Female","1947","0.68819105022838","0.670698702833344","0.705683397623417"
"Not at all","2006","Other degree","Male","297","0.523406875889058","0.482003496984597","0.564810254793518"
"Not at all","2006","Other degree","Female","308","0.443448930841673","0.404960303668209","0.481937558015137"
"Not at all","2006","no degree/no degree yet","Male","239","0.717364915775614","0.667077903363155","0.767651928188073"
"Not at all","2006","no degree/no degree yet","Female","211","0.527744091071659","0.475292476766337","0.580195705376981"
"Strong","2007","lower secondary degree","Male","","","",""
"Strong","2007","lower secondary degree","Female","","","",""
"Strong","2007","secondary school degree","Male","","","",""
"Strong","2007","secondary school degree","Female","","","",""
"Strong","2007","college entrance qualification","Male","","","",""
"Strong","2007","college entrance qualification","Female","","","",""
"Strong","2007","Other degree","Male","","","",""
"Strong","2007","Other degree","Female","","","",""
"Strong","2007","no degree/no degree yet","Male","","","",""
"Strong","2007","no degree/no degree yet","Female","","","",""
"A little","2007","lower secondary degree","Male","","","",""
"A little","2007","lower secondary degree","Female","","","",""
"A little","2007","secondary school degree","Male","","","",""
"A little","2007","secondary school degree","Female","","","",""
"A little","2007","college entrance qualification","Male","","","",""
"A little","2007","college entrance qualification","Female","","","",""
"A little","2007","Other degree","Male","","","",""
"A little","2007","Other degree","Female","","","",""
"A little","2007","no degree/no degree yet","Male","","","",""
"A little","2007","no degree/no degree yet","Female","","","",""
"Not at all","2007","lower secondary degree","Male","","","",""
"Not at all","2007","lower secondary degree","Female","","","",""
"Not at all","2007","secondary school degree","Male","","","",""
"Not at all","2007","secondary school degree","Female","","","",""
"Not at all","2007","college entrance qualification","Male","","","",""
"Not at all","2007","college entrance qualification","Female","","","",""
"Not at all","2007","Other degree","Male","","","",""
"Not at all","2007","Other degree","Female","","","",""
"Not at all","2007","no degree/no degree yet","Male","","","",""
"Not at all","2007","no degree/no degree yet","Female","","","",""
"Strong","2008","lower secondary degree","Male","478","0.143815488200522","0.131611708543516","0.156019267857527"
"Strong","2008","lower secondary degree","Female","695","0.224671318542255","0.210452914997323","0.238889722087186"
"Strong","2008","secondary school degree","Male","156","0.0690980649113099","0.0590594737500149","0.0791366560726049"
"Strong","2008","secondary school degree","Female","263","0.0954682176877564","0.0854375477422125","0.1054988876333"
"Strong","2008","college entrance qualification","Male","132","0.0552200893138843","0.046546579820202","0.0638935988075667"
"Strong","2008","college entrance qualification","Female","117","0.0553598730970824","0.0463632828610615","0.0643564633331034"
"Strong","2008","Other degree","Male","63","0.134039975162925","0.102206222016745","0.165873728309105"
"Strong","2008","Other degree","Female","95","0.20831219904954","0.17299790221505","0.243626495884029"
"Strong","2008","no degree/no degree yet","Male","14","","",""
"Strong","2008","no degree/no degree yet","Female","30","0.11010844578098","0.0744484658669883","0.145768425694971"
"A little","2008","lower secondary degree","Male","1109","0.359828263609243","0.34313644222589","0.376520084992597"
"A little","2008","lower secondary degree","Female","1339","0.412753645444516","0.395981457602048","0.429525833286984"
"A little","2008","secondary school degree","Male","685","0.26836149906829","0.250822845963706","0.285900152172874"
"A little","2008","secondary school degree","Female","969","0.315040390107943","0.299184003823613","0.330896776392272"
"A little","2008","college entrance qualification","Male","582","0.206093540113066","0.190733305885679","0.221453774340452"
"A little","2008","college entrance qualification","Female","606","0.250415969010021","0.233371307714244","0.267460630305798"
"A little","2008","Other degree","Male","138","0.344836756592514","0.300424453939342","0.389249059245685"
"A little","2008","Other degree","Female","168","0.352371656248856","0.310830398406334","0.393912914091377"
"A little","2008","no degree/no degree yet","Male","34","0.162295292189682","0.11703926361584","0.207551320763523"
"A little","2008","no degree/no degree yet","Female","78","0.302862679819609","0.250516585638697","0.355208774000521"
"Not at all","2008","lower secondary degree","Male","1589","0.496356248190235","0.478967580175801","0.513744916204669"
"Not at all","2008","lower secondary degree","Female","1276","0.36257503601323","0.346197537164679","0.37895253486178"
"Not at all","2008","secondary school degree","Male","1611","0.6625404360204","0.643824785661791","0.681256086379009"
"Not at all","2008","secondary school degree","Female","2065","0.589491392204301","0.572699931191095","0.606282853217508"
"Not at all","2008","college entrance qualification","Male","1950","0.73868637057305","0.722002682757852","0.755370058388248"
"Not at all","2008","college entrance qualification","Female","1759","0.694224157892896","0.676098296733318","0.712350019052475"
"Not at all","2008","Other degree","Male","239","0.521123268244561","0.474446169635481","0.567800366853642"
"Not at all","2008","Other degree","Female","245","0.439316144701605","0.396157893132168","0.482474396271041"
"Not at all","2008","no degree/no degree yet","Male","207","0.766798086749088","0.714896030300311","0.818700143197865"
"Not at all","2008","no degree/no degree yet","Female","188","0.587028874399411","0.530938051569171","0.643119697229651"
"Strong","2009","lower secondary degree","Male","","","",""
"Strong","2009","lower secondary degree","Female","","","",""
"Strong","2009","secondary school degree","Male","","","",""
"Strong","2009","secondary school degree","Female","","","",""
"Strong","2009","college entrance qualification","Male","","","",""
"Strong","2009","college entrance qualification","Female","","","",""
"Strong","2009","Other degree","Male","","","",""
"Strong","2009","Other degree","Female","","","",""
"Strong","2009","no degree/no degree yet","Male","","","",""
"Strong","2009","no degree/no degree yet","Female","","","",""
"A little","2009","lower secondary degree","Male","","","",""
"A little","2009","lower secondary degree","Female","","","",""
"A little","2009","secondary school degree","Male","","","",""
"A little","2009","secondary school degree","Female","","","",""
"A little","2009","college entrance qualification","Male","","","",""
"A little","2009","college entrance qualification","Female","","","",""
"A little","2009","Other degree","Male","","","",""
"A little","2009","Other degree","Female","","","",""
"A little","2009","no degree/no degree yet","Male","","","",""
"A little","2009","no degree/no degree yet","Female","","","",""
"Not at all","2009","lower secondary degree","Male","","","",""
"Not at all","2009","lower secondary degree","Female","","","",""
"Not at all","2009","secondary school degree","Male","","","",""
"Not at all","2009","secondary school degree","Female","","","",""
"Not at all","2009","college entrance qualification","Male","","","",""
"Not at all","2009","college entrance qualification","Female","","","",""
"Not at all","2009","Other degree","Male","","","",""
"Not at all","2009","Other degree","Female","","","",""
"Not at all","2009","no degree/no degree yet","Male","","","",""
"Not at all","2009","no degree/no degree yet","Female","","","",""
"Strong","2010","lower secondary degree","Male","430","0.161554890332884","0.147470231940117","0.175639548725652"
"Strong","2010","lower secondary degree","Female","607","0.240430047031359","0.22446092444241","0.256399169620308"
"Strong","2010","secondary school degree","Male","172","0.086422019858677","0.074522666108925","0.098321373608429"
"Strong","2010","secondary school degree","Female","242","0.103166663238519","0.0920940648731093","0.114239261603929"
"Strong","2010","college entrance qualification","Male","114","0.0541609556944475","0.0451227656394405","0.0631991457494546"
"Strong","2010","college entrance qualification","Female","121","0.0724857213950491","0.061802743031354","0.0831686997587442"
"Strong","2010","Other degree","Male","39","0.155378806565758","0.115748954346922","0.195008658784594"
"Strong","2010","Other degree","Female","63","0.16752720026183","0.130884342684483","0.204170057839177"
"Strong","2010","no degree/no degree yet","Male","16","","",""
"Strong","2010","no degree/no degree yet","Female","26","","",""
"A little","2010","lower secondary degree","Male","955","0.387519311141243","0.368875194102486","0.40616342818"
"A little","2010","lower secondary degree","Female","1152","0.429523473794714","0.411025884310319","0.44802106327911"
"A little","2010","secondary school degree","Male","656","0.315481049701638","0.295801383211004","0.335160716192272"
"A little","2010","secondary school degree","Female","973","0.359011918667417","0.341549540310413","0.376474297024422"
"A little","2010","college entrance qualification","Male","578","0.250885309633034","0.233573540009573","0.268197079256494"
"A little","2010","college entrance qualification","Female","568","0.25324553786631","0.235328524066772","0.271162551665848"
"A little","2010","Other degree","Male","125","0.398667559431647","0.34510536761975","0.452229751243544"
"A little","2010","Other degree","Female","148","0.389011034162684","0.341174546255233","0.436847522070135"
"A little","2010","no degree/no degree yet","Male","29","","",""
"A little","2010","no degree/no degree yet","Female","51","0.271501014907543","0.209865177987114","0.333136851827973"
"Not at all","2010","lower secondary degree","Male","1238","0.450925798525872","0.431883603597736","0.469967993454008"
"Not at all","2010","lower secondary degree","Female","992","0.330046479173927","0.312474823483985","0.347618134863869"
"Not at all","2010","secondary school degree","Male","1314","0.598096930439685","0.57733418372064","0.61885967715873"
"Not at all","2010","secondary school degree","Female","1684","0.537821418094063","0.519672617124396","0.55597021906373"
"Not at all","2010","college entrance qualification","Male","1717","0.694953734672519","0.676567597591376","0.713339871753662"
"Not at all","2010","college entrance qualification","Female","1574","0.674268740738641","0.654960084696446","0.693577396780836"
"Not at all","2010","Other degree","Male","157","0.445953634002596","0.391576854358787","0.500330413646405"
"Not at all","2010","Other degree","Female","188","0.443461765575486","0.394715961677848","0.492207569473123"
"Not at all","2010","no degree/no degree yet","Male","175","0.704855447354495","0.644585034437181","0.765125860271809"
"Not at all","2010","no degree/no degree yet","Female","123","0.542464313165748","0.473419482877948","0.611509143453548"
"Strong","2011","lower secondary degree","Male","","","",""
"Strong","2011","lower secondary degree","Female","","","",""
"Strong","2011","secondary school degree","Male","","","",""
"Strong","2011","secondary school degree","Female","","","",""
"Strong","2011","college entrance qualification","Male","","","",""
"Strong","2011","college entrance qualification","Female","","","",""
"Strong","2011","Other degree","Male","","","",""
"Strong","2011","Other degree","Female","","","",""
"Strong","2011","no degree/no degree yet","Male","","","",""
"Strong","2011","no degree/no degree yet","Female","","","",""
"A little","2011","lower secondary degree","Male","","","",""
"A little","2011","lower secondary degree","Female","","","",""
"A little","2011","secondary school degree","Male","","","",""
"A little","2011","secondary school degree","Female","","","",""
"A little","2011","college entrance qualification","Male","","","",""
"A little","2011","college entrance qualification","Female","","","",""
"A little","2011","Other degree","Male","","","",""
"A little","2011","Other degree","Female","","","",""
"A little","2011","no degree/no degree yet","Male","","","",""
"A little","2011","no degree/no degree yet","Female","","","",""
"Not at all","2011","lower secondary degree","Male","","","",""
"Not at all","2011","lower secondary degree","Female","","","",""
"Not at all","2011","secondary school degree","Male","","","",""
"Not at all","2011","secondary school degree","Female","","","",""
"Not at all","2011","college entrance qualification","Male","","","",""
"Not at all","2011","college entrance qualification","Female","","","",""
"Not at all","2011","Other degree","Male","","","",""
"Not at all","2011","Other degree","Female","","","",""
"Not at all","2011","no degree/no degree yet","Male","","","",""
"Not at all","2011","no degree/no degree yet","Female","","","",""
"Strong","2012","lower secondary degree","Male","520","0.156675900375908","0.144073796329888","0.169278004421927"
"Strong","2012","lower secondary degree","Female","727","0.236241133602203","0.221796578551463","0.250685688652944"
"Strong","2012","secondary school degree","Male","215","0.0831886110628322","0.0725177335615163","0.0938594885641481"
"Strong","2012","secondary school degree","Female","337","0.112859386039242","0.102384021322615","0.123334750755868"
"Strong","2012","college entrance qualification","Male","147","0.0519341301269265","0.0437976108461883","0.0600706494076647"
"Strong","2012","college entrance qualification","Female","152","0.0648052026064647","0.0557303168962859","0.0738800883166434"
"Strong","2012","Other degree","Male","61","0.107311210292835","0.0803700250301739","0.134252395555497"
"Strong","2012","Other degree","Female","107","0.159440205744907","0.131657892504606","0.187222518985208"
"Strong","2012","no degree/no degree yet","Male","26","","",""
"Strong","2012","no degree/no degree yet","Female","49","0.22285877900239","0.17528810859965","0.270429449405131"
"A little","2012","lower secondary degree","Male","1221","0.384721563406069","0.367853943053976","0.401589183758161"
"A little","2012","lower secondary degree","Female","1409","0.433423070345952","0.416571757847782","0.450274382844121"
"A little","2012","secondary school degree","Male","754","0.296263033375009","0.278620046426505","0.313906020323514"
"A little","2012","secondary school degree","Female","1199","0.368085589351446","0.352119166858077","0.384052011844815"
"A little","2012","college entrance qualification","Male","691","0.248142850387334","0.232304442576424","0.263981258198243"
"A little","2012","college entrance qualification","Female","749","0.268186989113294","0.251856315376434","0.284517662850154"
"A little","2012","Other degree","Male","172","0.338988077482836","0.297783926512779","0.380192228452893"
"A little","2012","Other degree","Female","238","0.392919796197438","0.355855123897558","0.429984468497318"
"A little","2012","no degree/no degree yet","Male","50","0.210291177964465","0.160468673923539","0.260113682005391"
"A little","2012","no degree/no degree yet","Female","80","0.324042827313647","0.270545113569086","0.377540541058209"
"Not at all","2012","lower secondary degree","Male","1455","0.458602536218023","0.441327417513697","0.47587765492235"
"Not at all","2012","lower secondary degree","Female","1186","0.330335796051845","0.314341886408227","0.346329705695463"
"Not at all","2012","secondary school degree","Male","1604","0.620548355562158","0.601798659499557","0.63929805162476"
"Not at all","2012","secondary school degree","Female","1969","0.519055024609312","0.502514149766631","0.535595899451993"
"Not at all","2012","college entrance qualification","Male","2019","0.69992301948574","0.683118176852236","0.716727862119243"
"Not at all","2012","college entrance qualification","Female","1926","0.667007808280242","0.649635094254915","0.684380522305568"
"Not at all","2012","Other degree","Male","274","0.553700712224329","0.510429929689405","0.596971494759253"
"Not at all","2012","Other degree","Female","322","0.447639998057656","0.409903575364113","0.485376420751198"
"Not at all","2012","no degree/no degree yet","Male","181","0.685076829020624","0.628289233982044","0.741864424059203"
"Not at all","2012","no degree/no degree yet","Female","165","0.453098393683962","0.396196687794961","0.510000099572963"
"Strong","2013","lower secondary degree","Male","","","",""
"Strong","2013","lower secondary degree","Female","","","",""
"Strong","2013","secondary school degree","Male","","","",""
"Strong","2013","secondary school degree","Female","","","",""
"Strong","2013","college entrance qualification","Male","","","",""
"Strong","2013","college entrance qualification","Female","","","",""
"Strong","2013","Other degree","Male","","","",""
"Strong","2013","Other degree","Female","","","",""
"Strong","2013","no degree/no degree yet","Male","","","",""
"Strong","2013","no degree/no degree yet","Female","","","",""
"A little","2013","lower secondary degree","Male","","","",""
"A little","2013","lower secondary degree","Female","","","",""
"A little","2013","secondary school degree","Male","","","",""
"A little","2013","secondary school degree","Female","","","",""
"A little","2013","college entrance qualification","Male","","","",""
"A little","2013","college entrance qualification","Female","","","",""
"A little","2013","Other degree","Male","","","",""
"A little","2013","Other degree","Female","","","",""
"A little","2013","no degree/no degree yet","Male","","","",""
"A little","2013","no degree/no degree yet","Female","","","",""
"Not at all","2013","lower secondary degree","Male","","","",""
"Not at all","2013","lower secondary degree","Female","","","",""
"Not at all","2013","secondary school degree","Male","","","",""
"Not at all","2013","secondary school degree","Female","","","",""
"Not at all","2013","college entrance qualification","Male","","","",""
"Not at all","2013","college entrance qualification","Female","","","",""
"Not at all","2013","Other degree","Male","","","",""
"Not at all","2013","Other degree","Female","","","",""
"Not at all","2013","no degree/no degree yet","Male","","","",""
"Not at all","2013","no degree/no degree yet","Female","","","",""
"Strong","2014","lower secondary degree","Male","525","0.167443848506052","0.154880727963907","0.180006969048197"
"Strong","2014","lower secondary degree","Female","726","0.237341433733687","0.223284509153931","0.251398358313443"
"Strong","2014","secondary school degree","Male","198","0.0730994432529927","0.063881199266479","0.0823176872395064"
"Strong","2014","secondary school degree","Female","409","0.115716971712174","0.106347821083716","0.125086122340632"
"Strong","2014","college entrance qualification","Male","162","0.0544024796513543","0.0469748915779842","0.0618300677247243"
"Strong","2014","college entrance qualification","Female","191","0.0615678049320667","0.0539820020029323","0.0691536078612011"
"Strong","2014","Other degree","Male","136","0.116904621650263","0.100633712107988","0.133175531192537"
"Strong","2014","Other degree","Female","204","0.170221601016796","0.15289803577821","0.187545166255383"
"Strong","2014","no degree/no degree yet","Male","45","0.116513759102859","0.0872577147645502","0.145769803441169"
"Strong","2014","no degree/no degree yet","Female","78","0.179834598119628","0.147621008890095","0.21204818734916"
"A little","2014","lower secondary degree","Male","1155","0.372363613423665","0.356097123970461","0.38863010287687"
"A little","2014","lower secondary degree","Female","1337","0.407548240745212","0.391313159522658","0.423783321967765"
"A little","2014","secondary school degree","Male","869","0.310454487252945","0.294069163321014","0.326839811184876"
"A little","2014","secondary school degree","Female","1462","0.355565562320672","0.341545328312809","0.369585796328535"
"A little","2014","college entrance qualification","Male","741","0.202138552687094","0.188987103346179","0.215290002028008"
"A little","2014","college entrance qualification","Female","843","0.239104465614028","0.225643394058487","0.252565537169568"
"A little","2014","Other degree","Male","373","0.288122207187048","0.265188024191519","0.311056390182578"
"A little","2014","Other degree","Female","539","0.316623730596559","0.295182458135235","0.338065003057883"
"A little","2014","no degree/no degree yet","Male","83","0.189431963651171","0.15370069215784","0.225163235144502"
"A little","2014","no degree/no degree yet","Female","141","0.275821511579377","0.238333824439538","0.313309198719216"
"Not at all","2014","lower secondary degree","Male","1713","0.460192538070282","0.443422062079333","0.476963014061232"
"Not at all","2014","lower secondary degree","Female","1456","0.355110325521101","0.339299198796562","0.37092145224564"
"Not at all","2014","secondary school degree","Male","1996","0.616446069494062","0.599225981937365","0.63366615705076"
"Not at all","2014","secondary school degree","Female","2607","0.528717465967154","0.514097089772373","0.543337842161935"
"Not at all","2014","college entrance qualification","Male","2679","0.743458967661552","0.729157117573986","0.757760817749118"
"Not at all","2014","college entrance qualification","Female","2823","0.699327729453906","0.684856336557731","0.71379912235008"
"Not at all","2014","Other degree","Male","989","0.594973171162689","0.5701142216938","0.619832120631578"
"Not at all","2014","Other degree","Female","1065","0.513154668386645","0.490115408430558","0.536193928342732"
"Not at all","2014","no degree/no degree yet","Male","334","0.69405427724597","0.652035248104802","0.736073306387137"
"Not at all","2014","no degree/no degree yet","Female","327","0.544343890300996","0.502569795785239","0.586117984816753"
"Strong","2015","lower secondary degree","Male","","","",""
"Strong","2015","lower secondary degree","Female","","","",""
"Strong","2015","secondary school degree","Male","","","",""
"Strong","2015","secondary school degree","Female","","","",""
"Strong","2015","college entrance qualification","Male","","","",""
