"ple0004","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Saxony","middle vocational","294","0.335407448526781","0.304544861228654","0.366270035824907","2"
"A little","2002","Saxony","vocational + Abi","9","","","","2"
"A little","2002","Saxony","higher vocational","46","0.352177095173529","0.271604025478252","0.432750164868806","2"
"A little","2002","Saxony","higher education","122","0.361483053291621","0.314283624799738","0.408682481783504","2"
"A little","2002","Saxony-Anhalt","in school","2","","","","2"
"A little","2002","Saxony-Anhalt","inadequately","1","","","","2"
"A little","2002","Saxony-Anhalt","general elemantary","31","0.314903382439059","0.216736852430679","0.413069912447438","2"
"A little","2002","Saxony-Anhalt","middle vocational","169","0.328869399244045","0.28744083622873","0.37029796225936","2"
"A little","2002","Saxony-Anhalt","vocational + Abi","6","","","","2"
"Not at all","2002","Hesse","vocational + Abi","87","0.714963670983487","0.632812985456409","0.797114356510566","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","middle vocational","455","0.603244481892908","0.567385063871276","0.639103899914541","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","vocational + Abi","41","0.709578543762794","0.590682154918797","0.82847493260679","3"
"Not at all","2002","Baden-Württemberg","inadequately","18","","","","3"
"Not at all","2002","Hesse","middle vocational","477","0.575672130843043","0.54094277938409","0.610401482301995","3"
"Not at all","2002","Brandenburg","inadequately","3","","","","3"
"Not at all","2002","Brandenburg","middle vocational","264","0.522722893909163","0.478315936452397","0.567129851365928","3"
"Not at all","2002","Brandenburg","vocational + Abi","18","","","","3"
"Not at all","2002","Bremen","inadequately","","","","","3"
"Not at all","2002","Hesse","higher vocational","63","0.62869192448315","0.535384625687916","0.721999223278384","3"
"Not at all","2002","Hesse","higher education","263","0.710307883497817","0.662852423381481","0.757763343614154","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","in school","34","0.89842438208737","0.799743654735088","0.997105109439653","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","inadequately","10","","","","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","general elemantary","120","0.486558288297622","0.423585428084153","0.549531148511092","3"
"Not at all","2002","Brandenburg","general elemantary","38","0.445868860225084","0.339572523648898","0.552165196801269","3"
"Not at all","2002","Baden-Württemberg","in school","82","0.926287479132982","0.871379938278602","0.981195019987363","3"
"Not at all","2002","Baden-Württemberg","general elemantary","243","0.397477513800022","0.354366483346816","0.440588544253229","3"
"Not at all","2002","Baden-Württemberg","middle vocational","839","0.608292603918099","0.581727271366061","0.634857936470137","3"
"Not at all","2002","Baden-Württemberg","vocational + Abi","99","0.641553515128914","0.561833146499405","0.721273883758422","3"
"Not at all","2002","Baden-Württemberg","higher vocational","148","0.617712704535194","0.553352971632153","0.682072437438235","3"
"Not at all","2002","Saxony-Anhalt","vocational + Abi","24","","","","3"
"Not at all","2002","Lower Saxony","higher vocational","77","0.506934699030349","0.420660394771305","0.593209003289394","3"
"Not at all","2002","Lower Saxony","higher education","215","0.669712802512656","0.617442132486435","0.721983472538876","3"
"Not at all","2002","Bremen","in school","4","","","","3"
"Not at all","2002","Bremen","general elemantary","9","","","","3"
"Not at all","2002","Bremen","vocational + Abi","9","","","","3"
"Not at all","2002","Brandenburg","higher vocational","42","0.500403687512082","0.392182815851979","0.608624559172184","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","higher vocational","80","0.725088903699483","0.641654817681714","0.808522989717252","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","higher education","130","0.621475327496177","0.551394661299832","0.691555993692522","3"
"Not at all","2002","Saxony","higher vocational","83","0.596994067545287","0.514252844888279","0.679735290202295","3"
"Not at all","2002","Saxony","higher education","256","0.569072122483587","0.520421040232297","0.617723204734877","3"
"Not at all","2002","Saxony-Anhalt","in school","28","","","","3"
"Not at all","2002","Saxony-Anhalt","inadequately","1","","","","3"
"Not at all","2002","Saxony-Anhalt","general elemantary","40","0.441381577559401","0.336436132495788","0.546327022623014","3"
"Not at all","2002","Saxony-Anhalt","middle vocational","255","0.5278833652839","0.483860505012979","0.571906225554821","3"
"Not at all","2002","Bremen","middle vocational","53","0.572576416971552","0.469216363930963","0.67593647001214","3"
"Not at all","2002","Baden-Württemberg","higher education","384","0.719050228208153","0.679653782250151","0.758446674166154","3"
"Not at all","2002","Berlin","higher education","164","0.625060479451536","0.565988725202391","0.68413223370068","3"
"Not at all","2002","Brandenburg","in school","24","","","","3"
"Not at all","2002","Thuringia","in school","26","","","","3"
"Not at all","2002","Thuringia","inadequately","","","","","3"
"Not at all","2002","Thuringia","general elemantary","31","0.323628455919859","0.206220050953769","0.441036860885949","3"
"Not at all","2002","Thuringia","middle vocational","331","0.52682650500024","0.486607506622654","0.567045503377826","3"
"Not at all","2002","Thuringia","vocational + Abi","16","","","","3"
"Not at all","2002","Berlin","middle vocational","190","0.514135361680214","0.461699095297008","0.56657162806342","3"
"Not at all","2002","Berlin","vocational + Abi","25","","","","3"
"Not at all","2002","Berlin","higher vocational","35","0.558364317385759","0.441194851075326","0.675533783696191","3"
"Not at all","2002","Bremen","higher vocational","5","","","","3"
"Not at all","2002","Bremen","higher education","31","0.742111260763049","0.599206222374733","0.885016299151364","3"
"Not at all","2002","North Rhine-Westphalia","in school","136","0.936200792285924","0.896826806675917","0.975574777895931","3"
"Not at all","2002","North Rhine-Westphalia","inadequately","47","0.486273496959888","0.389749396168168","0.582797597751607","3"
"Not at all","2002","North Rhine-Westphalia","general elemantary","327","0.479989468854953","0.440946332973053","0.519032604736854","3"
"Not at all","2002","North Rhine-Westphalia","middle vocational","1425","0.564331353472755","0.544339112708133","0.584323594237378","3"
"Not at all","2002","North Rhine-Westphalia","vocational + Abi","249","0.654854022725501","0.605538045788379","0.704169999662624","3"
"Not at all","2002","North Rhine-Westphalia","higher vocational","222","0.568690735984356","0.516879136128104","0.620502335840608","3"
"Not at all","2002","North Rhine-Westphalia","higher education","677","0.724864003415571","0.695557254917744","0.754170751913399","3"
"Not at all","2002","Hesse","in school","30","0.879680696034653","0.768681123210572","0.990680268858735","3"
"Not at all","2002","Hesse","inadequately","5","","","","3"
"Not at all","2002","Hesse","general elemantary","117","0.458621434325048","0.394503163544031","0.522739705106066","3"
"Not at all","2002","Bavaria","in school","44","0.891601038401357","0.80543007813829","0.977771998664425","3"
"Not at all","2002","Bavaria","inadequately","15","","","","3"
"Not at all","2002","Bavaria","general elemantary","233","0.497653659031605","0.450005828682804","0.545301489380406","3"
"Not at all","2002","Bavaria","middle vocational","1074","0.58982112147967","0.566555762907298","0.613086480052042","3"
"Not at all","2002","Bavaria","vocational + Abi","109","0.65873839019294","0.582862697987464","0.734614082398415","3"
"Not at all","2002","Bavaria","higher vocational","155","0.555746230416062","0.494759995208844","0.616732465623279","3"
"Not at all","2002","Bavaria","higher education","468","0.700019221674248","0.664093146125289","0.735945297223206","3"
"Not at all","2002","Berlin","in school","27","","","","3"
"Not at all","2002","Berlin","inadequately","3","","","","3"
"Not at all","2002","Berlin","general elemantary","40","0.512439649390657","0.39777693620148","0.627102362579835","3"
"Not at all","2002","Brandenburg","higher education","125","0.412085859187676","0.351673080742443","0.472498637632909","3"
"Not at all","2002","Mecklenburg-Western Pomerania","in school","11","","","","3"
"Not at all","2002","Mecklenburg-Western Pomerania","inadequately","3","","","","3"
"Not at all","2002","Mecklenburg-Western Pomerania","general elemantary","22","","","","3"
"Not at all","2002","Mecklenburg-Western Pomerania","middle vocational","131","0.47637388803264","0.416354454177746","0.536393321887533","3"
"Not at all","2002","Mecklenburg-Western Pomerania","vocational + Abi","5","","","","3"
"Not at all","2002","Mecklenburg-Western Pomerania","higher vocational","21","","","","3"
"Not at all","2002","Mecklenburg-Western Pomerania","higher education","75","0.396887557988953","0.31613218620894","0.477642929768966","3"
"Not at all","2002","Saxony","in school","39","0.983776330423164","0.944625513700504","1.02292714714582","3"
"Not at all","2002","Saxony","inadequately","2","","","","3"
"Not at all","2002","Saxony","general elemantary","67","0.467129518376601","0.380358295522307","0.553900741230895","3"
"Not at all","2002","Saxony","middle vocational","496","0.523710317156684","0.491062857262362","0.556357777051005","3"
"Not at all","2002","Saxony","vocational + Abi","34","0.752240997597869","0.626106159092984","0.878375836102754","3"
"Not at all","2002","Saxony-Anhalt","higher vocational","37","0.372312226168043","0.274062329903598","0.470562122432488","3"
"Not at all","2002","Saxony-Anhalt","higher education","127","0.44394051220711","0.379729843904549","0.50815118050967","3"
"Not at all","2002","Thuringia","higher vocational","35","0.456613975147958","0.343123069088825","0.570104881207091","3"
"Not at all","2002","Thuringia","higher education","126","0.612263856078451","0.540886734506482","0.68364097765042","3"
"Not at all","2002","Schleswig-Holstein","in school","21","","","","3"
"Not at all","2002","Schleswig-Holstein","inadequately","1","","","","3"
"Not at all","2002","Schleswig-Holstein","general elemantary","47","0.511986901764824","0.409286401427051","0.614687402102598","3"
"Not at all","2002","Schleswig-Holstein","middle vocational","254","0.600922602499132","0.552006081527361","0.649839123470904","3"
"Not at all","2002","Schleswig-Holstein","vocational + Abi","26","","","","3"
"Not at all","2002","Schleswig-Holstein","higher vocational","38","0.548001664070588","0.415258988303887","0.680744339837288","3"
"Not at all","2002","Schleswig-Holstein","higher education","92","0.804113593209791","0.732199168272773","0.87602801814681","3"
"Not at all","2002","Hamburg","in school","8","","","","3"
"Not at all","2002","Hamburg","inadequately","1","","","","3"
"Not at all","2002","Hamburg","general elemantary","18","","","","3"
"Not at all","2002","Hamburg","middle vocational","93","0.498893416761492","0.421419227462509","0.576367606060476","3"
"Not at all","2002","Hamburg","vocational + Abi","15","","","","3"
"Not at all","2002","Hamburg","higher vocational","14","","","","3"
"Not at all","2002","Hamburg","higher education","70","0.693022961613411","0.595540693936426","0.790505229290397","3"
"Not at all","2002","Lower Saxony","in school","54","0.841743500175462","0.749392175419109","0.934094824931816","3"
"Not at all","2002","Lower Saxony","inadequately","5","","","","3"
"Not at all","2002","Lower Saxony","general elemantary","149","0.463716803094308","0.40509634547154","0.522337260717075","3"
"Not at all","2002","Lower Saxony","middle vocational","635","0.576765704105053","0.546766870301626","0.60676453790848","3"
"Not at all","2002","Lower Saxony","vocational + Abi","82","0.640735080612497","0.556288142813596","0.725182018411398","3"
"Strong","2002","Schleswig-Holstein","in school","1","","","","1"
"Strong","2002","Schleswig-Holstein","inadequately","3","","","","1"
"Strong","2002","Schleswig-Holstein","general elemantary","16","","","","1"
"Strong","2002","Schleswig-Holstein","middle vocational","47","0.153441509459109","0.117440254313005","0.189442764605213","1"
"Strong","2002","Schleswig-Holstein","vocational + Abi","2","","","","1"
"Strong","2002","Schleswig-Holstein","higher vocational","1","","","","1"
"Strong","2002","Schleswig-Holstein","higher education","3","","","","1"
"Strong","2002","Hamburg","in school","","","","","1"
"Strong","2002","Hamburg","inadequately","","","","","1"
"Strong","2002","Hamburg","general elemantary","6","","","","1"
"Strong","2002","Hamburg","middle vocational","27","","","","1"
"Strong","2002","Hamburg","vocational + Abi","2","","","","1"
"Strong","2002","Hamburg","higher vocational","2","","","","1"
"Strong","2002","Hamburg","higher education","5","","","","1"
"Strong","2002","Lower Saxony","in school","","","","","1"
"Strong","2002","Lower Saxony","inadequately","7","","","","1"
"Strong","2002","Lower Saxony","general elemantary","44","0.172793871116883","0.128351550109952","0.217236192123814","1"
"Strong","2002","Lower Saxony","middle vocational","100","0.102663577358062","0.0842346492337332","0.121092505482391","1"
"Strong","2002","Lower Saxony","vocational + Abi","10","","","","1"
"Strong","2002","Lower Saxony","higher vocational","13","","","","1"
"Strong","2002","Lower Saxony","higher education","16","","","","1"
"Strong","2002","Bremen","in school","","","","","1"
"Strong","2002","Bremen","inadequately","","","","","1"
"Strong","2002","Bremen","general elemantary","5","","","","1"
"Strong","2002","Bremen","middle vocational","10","","","","1"
"Strong","2002","Bremen","vocational + Abi","2","","","","1"
"Strong","2002","Bremen","higher vocational","1","","","","1"
"Strong","2002","Bremen","higher education","1","","","","1"
"Strong","2002","North Rhine-Westphalia","in school","1","","","","1"
"Strong","2002","North Rhine-Westphalia","inadequately","14","","","","1"
"Strong","2002","North Rhine-Westphalia","general elemantary","94","0.169886868612544","0.140539354781265","0.199234382443822","1"
"Strong","2002","North Rhine-Westphalia","middle vocational","254","0.12824304387236","0.114761772538464","0.141724315206256","1"
"Strong","2002","North Rhine-Westphalia","vocational + Abi","24","","","","1"
"Strong","2002","North Rhine-Westphalia","higher vocational","35","0.137371463783745","0.101358844802845","0.173384082764644","1"
"Strong","2002","North Rhine-Westphalia","higher education","34","0.0493297345746062","0.0351183952767415","0.0635410738724709","1"
"Strong","2002","Hesse","in school","","","","","1"
"Strong","2002","Hesse","inadequately","10","","","","1"
"Strong","2002","Hesse","general elemantary","48","0.270015702276154","0.212886867248717","0.327144537303592","1"
"Strong","2002","Hesse","middle vocational","99","0.156426409876465","0.130900876904929","0.181951942848001","1"
"Strong","2002","Hesse","vocational + Abi","8","","","","1"
"Strong","2002","Hesse","higher vocational","5","","","","1"
"Strong","2002","Hesse","higher education","15","","","","1"
"Strong","2002","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Strong","2002","Rhineland-Palatinate,Saarland","inadequately","5","","","","1"
"Strong","2002","Rhineland-Palatinate,Saarland","general elemantary","52","0.211009185751146","0.159601617314965","0.262416754187327","1"
"Strong","2002","Rhineland-Palatinate,Saarland","middle vocational","62","0.0936078131782597","0.0722572568174839","0.114958369539035","1"
"Strong","2002","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","1"
"Strong","2002","Rhineland-Palatinate,Saarland","higher vocational","5","","","","1"
"Strong","2002","Rhineland-Palatinate,Saarland","higher education","11","","","","1"
"Strong","2002","Baden-Württemberg","in school","","","","","1"
"Strong","2002","Baden-Württemberg","inadequately","14","","","","1"
"Strong","2002","Baden-Württemberg","general elemantary","80","0.206917292518194","0.171230860775504","0.242603724260885","1"
"Strong","2002","Baden-Württemberg","middle vocational","111","0.105021511932081","0.0883366147615907","0.121706409102572","1"
"Strong","2002","Baden-Württemberg","vocational + Abi","8","","","","1"
"Strong","2002","Baden-Württemberg","higher vocational","10","","","","1"
"Strong","2002","Baden-Württemberg","higher education","24","","","","1"
"Strong","2002","Bavaria","in school","2","","","","1"
"Strong","2002","Bavaria","inadequately","5","","","","1"
"Strong","2002","Bavaria","general elemantary","53","0.166229466372372","0.130751788673822","0.201707144070922","1"
"Strong","2002","Bavaria","middle vocational","134","0.0992374238672146","0.0850955860773834","0.113379261657046","1"
"Strong","2002","Bavaria","vocational + Abi","12","","","","1"
"Strong","2002","Bavaria","higher vocational","19","","","","1"
"Strong","2002","Bavaria","higher education","32","0.0729642649835379","0.0525745372778038","0.0933539926892721","1"
"Strong","2002","Berlin","in school","","","","","1"
"Strong","2002","Berlin","inadequately","2","","","","1"
"Strong","2002","Berlin","general elemantary","10","","","","1"
"Strong","2002","Berlin","middle vocational","41","0.124031017634666","0.0894494325971438","0.158612602672189","1"
"Strong","2002","Berlin","vocational + Abi","4","","","","1"
"Strong","2002","Berlin","higher vocational","4","","","","1"
"Strong","2002","Berlin","higher education","17","","","","1"
"Strong","2002","Brandenburg","in school","","","","","1"
"Strong","2002","Brandenburg","inadequately","","","","","1"
"Strong","2002","Brandenburg","general elemantary","24","","","","1"
"Strong","2002","Brandenburg","middle vocational","63","0.144097501666375","0.112874810811055","0.175320192521696","1"
"Strong","2002","Brandenburg","vocational + Abi","1","","","","1"
"Strong","2002","Brandenburg","higher vocational","6","","","","1"
"Strong","2002","Brandenburg","higher education","28","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","in school","","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","general elemantary","5","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","middle vocational","36","0.170901113764473","0.125665250245538","0.216136977283408","1"
"Strong","2002","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","higher vocational","3","","","","1"
"Strong","2002","Mecklenburg-Western Pomerania","higher education","7","","","","1"
"Strong","2002","Saxony","in school","","","","","1"
"Strong","2002","Saxony","inadequately","","","","","1"
"Strong","2002","Saxony","general elemantary","27","","","","1"
"Strong","2002","Saxony","middle vocational","109","0.140882234316536","0.118140545613491","0.16362392301958","1"
"Strong","2002","Saxony","vocational + Abi","2","","","","1"
"Strong","2002","Saxony","higher vocational","6","","","","1"
"Strong","2002","Saxony","higher education","20","","","","1"
"Strong","2002","Saxony-Anhalt","in school","","","","","1"
"Strong","2002","Saxony-Anhalt","inadequately","","","","","1"
"Strong","2002","Saxony-Anhalt","general elemantary","15","","","","1"
"Strong","2002","Saxony-Anhalt","middle vocational","70","0.143247235472055","0.112354561689008","0.174139909255102","1"
"Strong","2002","Saxony-Anhalt","vocational + Abi","1","","","","1"
"Strong","2002","Saxony-Anhalt","higher vocational","17","","","","1"
"Strong","2002","Saxony-Anhalt","higher education","21","","","","1"
"Strong","2002","Thuringia","in school","","","","","1"
"Strong","2002","Thuringia","inadequately","1","","","","1"
"Strong","2002","Thuringia","general elemantary","9","","","","1"
"Strong","2002","Thuringia","middle vocational","62","0.117252888870118","0.091336936925912","0.143168840814323","1"
"Strong","2002","Thuringia","vocational + Abi","","","","","1"
"Strong","2002","Thuringia","higher vocational","5","","","","1"
"Strong","2002","Thuringia","higher education","12","","","","1"
"A little","2003","Bavaria","general elemantary","","","","","2"
"A little","2003","Bavaria","inadequately","","","","","2"
"A little","2003","Baden-Württemberg","higher education","","","","","2"
"A little","2003","Baden-Württemberg","vocational + Abi","","","","","2"
"A little","2003","Baden-Württemberg","higher vocational","","","","","2"
"A little","2003","Bavaria","in school","","","","","2"
"A little","2003","Bavaria","middle vocational","","","","","2"
"A little","2003","Baden-Württemberg","general elemantary","","","","","2"
"A little","2003","Baden-Württemberg","middle vocational","","","","","2"
"A little","2003","Brandenburg","vocational + Abi","","","","","2"
"A little","2003","Brandenburg","higher vocational","","","","","2"
"A little","2003","Brandenburg","higher education","","","","","2"
"A little","2003","Mecklenburg-Western Pomerania","in school","","","","","2"
"A little","2003","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"A little","2003","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"A little","2003","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"A little","2003","Bremen","higher vocational","","","","","2"
"A little","2003","Bremen","higher education","","","","","2"
"A little","2003","North Rhine-Westphalia","in school","","","","","2"
"A little","2003","North Rhine-Westphalia","general elemantary","","","","","2"
"A little","2003","North Rhine-Westphalia","middle vocational","","","","","2"
"A little","2003","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"A little","2003","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"A little","2003","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"A little","2003","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"A little","2003","Baden-Württemberg","in school","","","","","2"
"A little","2003","Baden-Württemberg","inadequately","","","","","2"
"A little","2003","Bavaria","vocational + Abi","","","","","2"
"A little","2003","Bavaria","higher vocational","","","","","2"
"A little","2003","Bavaria","higher education","","","","","2"
"A little","2003","Berlin","in school","","","","","2"
"A little","2003","Berlin","inadequately","","","","","2"
"A little","2003","Berlin","general elemantary","","","","","2"
"A little","2003","Berlin","middle vocational","","","","","2"
"A little","2003","Berlin","vocational + Abi","","","","","2"
"A little","2003","Berlin","higher vocational","","","","","2"
"A little","2003","North Rhine-Westphalia","inadequately","","","","","2"
"A little","2003","Brandenburg","in school","","","","","2"
"A little","2003","Brandenburg","inadequately","","","","","2"
"A little","2003","Brandenburg","general elemantary","","","","","2"
"A little","2003","Brandenburg","middle vocational","","","","","2"
"A little","2003","Berlin","higher education","","","","","2"
"A little","2003","Lower Saxony","higher vocational","","","","","2"
"A little","2003","Lower Saxony","higher education","","","","","2"
"A little","2003","Bremen","in school","","","","","2"
"A little","2003","Bremen","inadequately","","","","","2"
"A little","2003","Bremen","general elemantary","","","","","2"
"A little","2003","Bremen","middle vocational","","","","","2"
"A little","2003","Bremen","vocational + Abi","","","","","2"
"A little","2003","Hesse","middle vocational","","","","","2"
"A little","2003","Hesse","vocational + Abi","","","","","2"
"A little","2003","Hesse","higher vocational","","","","","2"
"A little","2003","Hesse","higher education","","","","","2"
"A little","2003","Rhineland-Palatinate,Saarland","in school","","","","","2"
