"ple0004","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Not at all","2002","Other degree","middle vocational","277","0.588198394552888","0.543465443503647","0.632931345602129"
"Not at all","2002","Other degree","vocational + Abi","79","0.539926836189617","0.458522459986679","0.621331212392556"
"Not at all","2002","Other degree","higher vocational","35","0.467045585356618","0.350170016231832","0.583921154481404"
"Not at all","2002","Other degree","higher education","137","0.573824489657764","0.506457567978245","0.641191411337283"
"Not at all","2002","no degree/no degree yet","in school","568","0.912794109310754","0.890495906635635","0.935092311985873"
"Not at all","2002","no degree/no degree yet","inadequately","93","0.368168779111951","0.308020440761313","0.428317117462588"
"Not at all","2002","no degree/no degree yet","general elemantary","","","",""
"Not at all","2002","no degree/no degree yet","middle vocational","22","","",""
"Not at all","2002","no degree/no degree yet","vocational + Abi","","","",""
"Not at all","2002","no degree/no degree yet","higher vocational","1","","",""
"Not at all","2002","no degree/no degree yet","higher education","2","","",""
"Strong","2003","lower secondary degree","in school","","","",""
"Strong","2003","lower secondary degree","inadequately","","","",""
"Strong","2003","lower secondary degree","general elemantary","","","",""
"Strong","2003","lower secondary degree","middle vocational","","","",""
"Strong","2003","lower secondary degree","vocational + Abi","","","",""
"Strong","2003","lower secondary degree","higher vocational","","","",""
"Strong","2003","lower secondary degree","higher education","","","",""
"Strong","2003","secondary school degree","in school","","","",""
"Strong","2003","secondary school degree","inadequately","","","",""
"Strong","2003","secondary school degree","general elemantary","","","",""
"Strong","2003","secondary school degree","middle vocational","","","",""
"Strong","2003","secondary school degree","vocational + Abi","","","",""
"Strong","2003","secondary school degree","higher vocational","","","",""
"Strong","2003","secondary school degree","higher education","","","",""
"Strong","2003","college entrance qualification","in school","","","",""
"Strong","2003","college entrance qualification","inadequately","","","",""
"Strong","2003","college entrance qualification","general elemantary","","","",""
"Strong","2003","college entrance qualification","middle vocational","","","",""
"Strong","2003","college entrance qualification","vocational + Abi","","","",""
"Strong","2003","college entrance qualification","higher vocational","","","",""
"Strong","2003","college entrance qualification","higher education","","","",""
"Strong","2003","Other degree","in school","","","",""
"Strong","2003","Other degree","inadequately","","","",""
"Strong","2003","Other degree","general elemantary","","","",""
"Strong","2003","Other degree","middle vocational","","","",""
"Strong","2003","Other degree","vocational + Abi","","","",""
"Strong","2003","Other degree","higher vocational","","","",""
"Strong","2003","Other degree","higher education","","","",""
"Strong","2003","no degree/no degree yet","in school","","","",""
"Strong","2003","no degree/no degree yet","inadequately","","","",""
"Strong","2003","no degree/no degree yet","general elemantary","","","",""
"Strong","2003","no degree/no degree yet","middle vocational","","","",""
"Strong","2003","no degree/no degree yet","vocational + Abi","","","",""
"Strong","2003","no degree/no degree yet","higher vocational","","","",""
"Strong","2003","no degree/no degree yet","higher education","","","",""
"A little","2003","lower secondary degree","in school","","","",""
"A little","2003","lower secondary degree","inadequately","","","",""
"A little","2003","lower secondary degree","general elemantary","","","",""
"A little","2003","lower secondary degree","middle vocational","","","",""
"A little","2003","lower secondary degree","vocational + Abi","","","",""
"A little","2003","lower secondary degree","higher vocational","","","",""
"A little","2003","lower secondary degree","higher education","","","",""
"A little","2003","secondary school degree","in school","","","",""
"A little","2003","secondary school degree","inadequately","","","",""
"A little","2003","secondary school degree","general elemantary","","","",""
"A little","2003","secondary school degree","middle vocational","","","",""
"A little","2003","secondary school degree","vocational + Abi","","","",""
"A little","2003","secondary school degree","higher vocational","","","",""
"A little","2003","secondary school degree","higher education","","","",""
"A little","2003","college entrance qualification","in school","","","",""
"A little","2003","college entrance qualification","inadequately","","","",""
"A little","2003","college entrance qualification","general elemantary","","","",""
"A little","2003","college entrance qualification","middle vocational","","","",""
"A little","2003","college entrance qualification","vocational + Abi","","","",""
"A little","2003","college entrance qualification","higher vocational","","","",""
"A little","2003","college entrance qualification","higher education","","","",""
"A little","2003","Other degree","in school","","","",""
"A little","2003","Other degree","inadequately","","","",""
"A little","2003","Other degree","general elemantary","","","",""
"A little","2003","Other degree","middle vocational","","","",""
"A little","2003","Other degree","vocational + Abi","","","",""
"A little","2003","Other degree","higher vocational","","","",""
"A little","2003","Other degree","higher education","","","",""
"A little","2003","no degree/no degree yet","in school","","","",""
"A little","2003","no degree/no degree yet","inadequately","","","",""
"A little","2003","no degree/no degree yet","general elemantary","","","",""
"A little","2003","no degree/no degree yet","middle vocational","","","",""
"A little","2003","no degree/no degree yet","vocational + Abi","","","",""
"A little","2003","no degree/no degree yet","higher vocational","","","",""
"A little","2003","no degree/no degree yet","higher education","","","",""
"Not at all","2003","lower secondary degree","in school","","","",""
"Not at all","2003","lower secondary degree","inadequately","","","",""
"Not at all","2003","lower secondary degree","general elemantary","","","",""
"Not at all","2003","lower secondary degree","middle vocational","","","",""
"Not at all","2003","lower secondary degree","vocational + Abi","","","",""
"Not at all","2003","lower secondary degree","higher vocational","","","",""
"Not at all","2003","lower secondary degree","higher education","","","",""
"Not at all","2003","secondary school degree","in school","","","",""
"Not at all","2003","secondary school degree","inadequately","","","",""
"Not at all","2003","secondary school degree","general elemantary","","","",""
"Not at all","2003","secondary school degree","middle vocational","","","",""
"Not at all","2003","secondary school degree","vocational + Abi","","","",""
"Not at all","2003","secondary school degree","higher vocational","","","",""
"Not at all","2003","secondary school degree","higher education","","","",""
"Not at all","2003","college entrance qualification","in school","","","",""
"Not at all","2003","college entrance qualification","inadequately","","","",""
"Not at all","2003","college entrance qualification","general elemantary","","","",""
"Not at all","2003","college entrance qualification","middle vocational","","","",""
"Not at all","2003","college entrance qualification","vocational + Abi","","","",""
"Not at all","2003","college entrance qualification","higher vocational","","","",""
"Not at all","2003","college entrance qualification","higher education","","","",""
"Not at all","2003","Other degree","in school","","","",""
"Not at all","2003","Other degree","inadequately","","","",""
"Not at all","2003","Other degree","general elemantary","","","",""
"Not at all","2003","Other degree","middle vocational","","","",""
"Not at all","2003","Other degree","vocational + Abi","","","",""
"Not at all","2003","Other degree","higher vocational","","","",""
"Not at all","2003","Other degree","higher education","","","",""
"Not at all","2003","no degree/no degree yet","in school","","","",""
"Not at all","2003","no degree/no degree yet","inadequately","","","",""
"Not at all","2003","no degree/no degree yet","general elemantary","","","",""
"Not at all","2003","no degree/no degree yet","middle vocational","","","",""
"Not at all","2003","no degree/no degree yet","vocational + Abi","","","",""
"Not at all","2003","no degree/no degree yet","higher vocational","","","",""
"Not at all","2003","no degree/no degree yet","higher education","","","",""
"Strong","2004","lower secondary degree","in school","","","",""
"Strong","2004","lower secondary degree","inadequately","","","",""
"Strong","2004","lower secondary degree","general elemantary","366","0.24308624076756","0.222262551358319","0.2639099301768"
"Strong","2004","lower secondary degree","middle vocational","844","0.174154177163568","0.163889786202217","0.184418568124919"
"Strong","2004","lower secondary degree","vocational + Abi","3","","",""
"Strong","2004","lower secondary degree","higher vocational","76","0.18885415931204","0.153767106335904","0.223941212288177"
"Strong","2004","lower secondary degree","higher education","24","","",""
"Strong","2004","secondary school degree","in school","","","",""
"Strong","2004","secondary school degree","inadequately","","","",""
"Strong","2004","secondary school degree","general elemantary","28","","",""
"Strong","2004","secondary school degree","middle vocational","256","0.0757860294944157","0.0678460985102513","0.0837259604785801"
"Strong","2004","secondary school degree","vocational + Abi","7","","",""
"Strong","2004","secondary school degree","higher vocational","50","0.0892789110545152","0.0686081464437685","0.109949675665262"
"Strong","2004","secondary school degree","higher education","47","0.0976596198396297","0.0747325861907683","0.120586653488491"
"Strong","2004","college entrance qualification","in school","","","",""
"Strong","2004","college entrance qualification","inadequately","","","",""
"Strong","2004","college entrance qualification","general elemantary","","","",""
"Strong","2004","college entrance qualification","middle vocational","11","","",""
"Strong","2004","college entrance qualification","vocational + Abi","52","0.0856741046043693","0.0681331202687462","0.103215088939993"
"Strong","2004","college entrance qualification","higher vocational","21","","",""
"Strong","2004","college entrance qualification","higher education","151","0.0660426322142742","0.0575198414600046","0.0745654229685438"
"Strong","2004","Other degree","in school","","","",""
"Strong","2004","Other degree","inadequately","2","","",""
"Strong","2004","Other degree","general elemantary","62","0.222057092550771","0.178699323697351","0.265414861404192"
"Strong","2004","Other degree","middle vocational","62","0.168076152119827","0.132732721782683","0.20341958245697"
"Strong","2004","Other degree","vocational + Abi","14","","",""
"Strong","2004","Other degree","higher vocational","6","","",""
"Strong","2004","Other degree","higher education","20","","",""
"Strong","2004","no degree/no degree yet","in school","7","","",""
"Strong","2004","no degree/no degree yet","inadequately","39","0.190767818181203","0.138126066344997","0.243409570017409"
"Strong","2004","no degree/no degree yet","general elemantary","","","",""
"Strong","2004","no degree/no degree yet","middle vocational","7","","",""
"Strong","2004","no degree/no degree yet","vocational + Abi","","","",""
"Strong","2004","no degree/no degree yet","higher vocational","3","","",""
"Strong","2004","no degree/no degree yet","higher education","","","",""
"A little","2004","lower secondary degree","in school","","","",""
"A little","2004","lower secondary degree","inadequately","","","",""
"A little","2004","lower secondary degree","general elemantary","589","0.368711001726989","0.345289677432648","0.39213232602133"
"A little","2004","lower secondary degree","middle vocational","1873","0.368925986323994","0.355866487168943","0.381985485479045"
"A little","2004","lower secondary degree","vocational + Abi","7","","",""
"A little","2004","lower secondary degree","higher vocational","185","0.373015346889879","0.329661668840902","0.416369024938856"
"A little","2004","lower secondary degree","higher education","100","0.488209062890202","0.416945685170528","0.559472440609876"
"A little","2004","secondary school degree","in school","","","",""
"A little","2004","secondary school degree","inadequately","","","",""
"A little","2004","secondary school degree","general elemantary","109","0.195836894883763","0.164292977212697","0.227380812554828"
"A little","2004","secondary school degree","middle vocational","1163","0.279625555682892","0.266160645385365","0.293090465980419"
"A little","2004","secondary school degree","vocational + Abi","14","","",""
"A little","2004","secondary school degree","higher vocational","208","0.307734557130931","0.274275487327278","0.341193626934584"
"A little","2004","secondary school degree","higher education","225","0.37904624703024","0.341576489222069","0.416516004838412"
"A little","2004","college entrance qualification","in school","","","",""
"A little","2004","college entrance qualification","inadequately","","","",""
"A little","2004","college entrance qualification","general elemantary","","","",""
"A little","2004","college entrance qualification","middle vocational","89","0.140506565262766","0.1160561172673","0.164957013258231"
"A little","2004","college entrance qualification","vocational + Abi","211","0.220542253452416","0.194557365030801","0.246527141874031"
"A little","2004","college entrance qualification","higher vocational","83","0.260440760245215","0.215478461261548","0.305403059228882"
"A little","2004","college entrance qualification","higher education","721","0.241594810328495","0.226905528568456","0.256284092088534"
"A little","2004","Other degree","in school","","","",""
"A little","2004","Other degree","inadequately","10","","",""
"A little","2004","Other degree","general elemantary","119","0.304779351732921","0.25676016062979","0.352798542836053"
"A little","2004","Other degree","middle vocational","137","0.292949123668476","0.249932601306289","0.335965646030664"
"A little","2004","Other degree","vocational + Abi","40","0.355569186685557","0.270973982414824","0.44016439095629"
"A little","2004","Other degree","higher vocational","20","","",""
"A little","2004","Other degree","higher education","54","0.28797626468353","0.223925685784653","0.352026843582407"
"A little","2004","no degree/no degree yet","in school","52","0.0874188767488061","0.0655192852697623","0.10931846822785"
"A little","2004","no degree/no degree yet","inadequately","84","0.378611295680894","0.313625316826718","0.44359727453507"
"A little","2004","no degree/no degree yet","general elemantary","","","",""
"A little","2004","no degree/no degree yet","middle vocational","19","","",""
"A little","2004","no degree/no degree yet","vocational + Abi","","","",""
"A little","2004","no degree/no degree yet","higher vocational","1","","",""
"A little","2004","no degree/no degree yet","higher education","","","",""
"Not at all","2004","lower secondary degree","in school","","","",""
"Not at all","2004","lower secondary degree","inadequately","","","",""
"Not at all","2004","lower secondary degree","general elemantary","675","0.388202757505451","0.364544249418933","0.41186126559197"
"Not at all","2004","lower secondary degree","middle vocational","2527","0.456919836512438","0.443437389382827","0.470402283642049"
"Not at all","2004","lower secondary degree","vocational + Abi","17","","",""
"Not at all","2004","lower secondary degree","higher vocational","217","0.43813049379808","0.393651637188192","0.482609350407969"
"Not at all","2004","lower secondary degree","higher education","65","0.367054377265053","0.298337155431984","0.435771599098122"
"Not at all","2004","secondary school degree","in school","","","",""
"Not at all","2004","secondary school degree","inadequately","","","",""
"Not at all","2004","secondary school degree","general elemantary","471","0.747623356528605","0.713096080896014","0.782150632161196"
"Not at all","2004","secondary school degree","middle vocational","2849","0.644588414822693","0.630228795606526","0.658948034038859"
"Not at all","2004","secondary school degree","vocational + Abi","18","","",""
"Not at all","2004","secondary school degree","higher vocational","473","0.602986531814554","0.567517786285617","0.63845527734349"
"Not at all","2004","secondary school degree","higher education","372","0.52329413313013","0.484719363721342","0.561868902538919"
"Not at all","2004","college entrance qualification","in school","","","",""
"Not at all","2004","college entrance qualification","inadequately","","","",""
"Not at all","2004","college entrance qualification","general elemantary","","","",""
"Not at all","2004","college entrance qualification","middle vocational","676","0.842039275838886","0.816379198383671","0.867699353294101"
"Not at all","2004","college entrance qualification","vocational + Abi","715","0.693783641943215","0.66489647940791","0.722670804478519"
"Not at all","2004","college entrance qualification","higher vocational","262","0.669488444534142","0.621296725846216","0.717680163222068"
"Not at all","2004","college entrance qualification","higher education","2390","0.692362557457231","0.676524843478612","0.70820027143585"
"Not at all","2004","Other degree","in school","","","",""
"Not at all","2004","Other degree","inadequately","25","","",""
"Not at all","2004","Other degree","general elemantary","172","0.473163555716308","0.421079560938803","0.525247550493813"
"Not at all","2004","Other degree","middle vocational","231","0.538974724211697","0.491859590185957","0.586089858237437"
"Not at all","2004","Other degree","vocational + Abi","69","0.535291662919817","0.447150047260416","0.623433278579218"
"Not at all","2004","Other degree","higher vocational","33","0.567771447725191","0.44136605981919","0.694176835631193"
"Not at all","2004","Other degree","higher education","118","0.575943670454148","0.506040116443548","0.645847224464748"
"Not at all","2004","no degree/no degree yet","in school","580","0.898569376926309","0.875161716124333","0.921977037728285"
"Not at all","2004","no degree/no degree yet","inadequately","91","0.430620886137903","0.36427874015952","0.496963032116286"
"Not at all","2004","no degree/no degree yet","general elemantary","","","",""
"Not at all","2004","no degree/no degree yet","middle vocational","23","","",""
"Not at all","2004","no degree/no degree yet","vocational + Abi","","","",""
"Not at all","2004","no degree/no degree yet","higher vocational","1","","",""
"Not at all","2004","no degree/no degree yet","higher education","2","","",""
"Strong","2005","lower secondary degree","in school","","","",""
"Strong","2005","lower secondary degree","inadequately","","","",""
"Strong","2005","lower secondary degree","general elemantary","","","",""
"Strong","2005","lower secondary degree","middle vocational","","","",""
"Strong","2005","lower secondary degree","vocational + Abi","","","",""
"Strong","2005","lower secondary degree","higher vocational","","","",""
"Strong","2005","lower secondary degree","higher education","","","",""
"Strong","2005","secondary school degree","in school","","","",""
"Strong","2005","secondary school degree","inadequately","","","",""
"Strong","2005","secondary school degree","general elemantary","","","",""
"Strong","2005","secondary school degree","middle vocational","","","",""
"Strong","2005","secondary school degree","vocational + Abi","","","",""
"Strong","2005","secondary school degree","higher vocational","","","",""
"Strong","2005","secondary school degree","higher education","","","",""
"Strong","2005","college entrance qualification","in school","","","",""
"Strong","2005","college entrance qualification","inadequately","","","",""
"Strong","2005","college entrance qualification","general elemantary","","","",""
"Strong","2005","college entrance qualification","middle vocational","","","",""
"Strong","2005","college entrance qualification","vocational + Abi","","","",""
"Strong","2005","college entrance qualification","higher vocational","","","",""
"Strong","2005","college entrance qualification","higher education","","","",""
"Strong","2005","Other degree","in school","","","",""
"Strong","2005","Other degree","inadequately","","","",""
"Strong","2005","Other degree","general elemantary","","","",""
"Strong","2005","Other degree","middle vocational","","","",""
"Strong","2005","Other degree","vocational + Abi","","","",""
"Strong","2005","Other degree","higher vocational","","","",""
"Strong","2005","Other degree","higher education","","","",""
"Strong","2005","no degree/no degree yet","in school","","","",""
"Strong","2005","no degree/no degree yet","inadequately","","","",""
"Strong","2005","no degree/no degree yet","general elemantary","","","",""
"Strong","2005","no degree/no degree yet","middle vocational","","","",""
"Strong","2005","no degree/no degree yet","vocational + Abi","","","",""
"Strong","2005","no degree/no degree yet","higher vocational","","","",""
"Strong","2005","no degree/no degree yet","higher education","","","",""
"A little","2005","lower secondary degree","in school","","","",""
"A little","2005","lower secondary degree","inadequately","","","",""
"A little","2005","lower secondary degree","general elemantary","","","",""
"A little","2005","lower secondary degree","middle vocational","","","",""
"A little","2005","lower secondary degree","vocational + Abi","","","",""
"A little","2005","lower secondary degree","higher vocational","","","",""
"A little","2005","lower secondary degree","higher education","","","",""
"A little","2005","secondary school degree","in school","","","",""
"A little","2005","secondary school degree","inadequately","","","",""
"A little","2005","secondary school degree","general elemantary","","","",""
"A little","2005","secondary school degree","middle vocational","","","",""
"A little","2005","secondary school degree","vocational + Abi","","","",""
"A little","2005","secondary school degree","higher vocational","","","",""
"A little","2005","secondary school degree","higher education","","","",""
"A little","2005","college entrance qualification","in school","","","",""
"A little","2005","college entrance qualification","inadequately","","","",""
"A little","2005","college entrance qualification","general elemantary","","","",""
"A little","2005","college entrance qualification","middle vocational","","","",""
"A little","2005","college entrance qualification","vocational + Abi","","","",""
"A little","2005","college entrance qualification","higher vocational","","","",""
"A little","2005","college entrance qualification","higher education","","","",""
"A little","2005","Other degree","in school","","","",""
"A little","2005","Other degree","inadequately","","","",""
"A little","2005","Other degree","general elemantary","","","",""
"A little","2005","Other degree","middle vocational","","","",""
"A little","2005","Other degree","vocational + Abi","","","",""
"A little","2005","Other degree","higher vocational","","","",""
"A little","2005","Other degree","higher education","","","",""
"A little","2005","no degree/no degree yet","in school","","","",""
"A little","2005","no degree/no degree yet","inadequately","","","",""
"A little","2005","no degree/no degree yet","general elemantary","","","",""
"A little","2005","no degree/no degree yet","middle vocational","","","",""
"A little","2005","no degree/no degree yet","vocational + Abi","","","",""
"A little","2005","no degree/no degree yet","higher vocational","","","",""
"A little","2005","no degree/no degree yet","higher education","","","",""
"Not at all","2005","lower secondary degree","in school","","","",""
"Not at all","2005","lower secondary degree","inadequately","","","",""
"Not at all","2005","lower secondary degree","general elemantary","","","",""
"Not at all","2005","lower secondary degree","middle vocational","","","",""
"Not at all","2005","lower secondary degree","vocational + Abi","","","",""
"Not at all","2005","lower secondary degree","higher vocational","","","",""
"Not at all","2005","lower secondary degree","higher education","","","",""
"Not at all","2005","secondary school degree","in school","","","",""
"Not at all","2005","secondary school degree","inadequately","","","",""
"Not at all","2005","secondary school degree","general elemantary","","","",""
"Not at all","2005","secondary school degree","middle vocational","","","",""
"Not at all","2005","secondary school degree","vocational + Abi","","","",""
"Not at all","2005","secondary school degree","higher vocational","","","",""
"Not at all","2005","secondary school degree","higher education","","","",""
"Not at all","2005","college entrance qualification","in school","","","",""
"Not at all","2005","college entrance qualification","inadequately","","","",""
"Not at all","2005","college entrance qualification","general elemantary","","","",""
"Not at all","2005","college entrance qualification","middle vocational","","","",""
"Not at all","2005","college entrance qualification","vocational + Abi","","","",""
"Not at all","2005","college entrance qualification","higher vocational","","","",""
"Not at all","2005","college entrance qualification","higher education","","","",""
"Not at all","2005","Other degree","in school","","","",""
"Not at all","2005","Other degree","inadequately","","","",""
"Not at all","2005","Other degree","general elemantary","","","",""
"Not at all","2005","Other degree","middle vocational","","","",""
"Not at all","2005","Other degree","vocational + Abi","","","",""
"Not at all","2005","Other degree","higher vocational","","","",""
"Not at all","2005","Other degree","higher education","","","",""
"Not at all","2005","no degree/no degree yet","in school","","","",""
"Not at all","2005","no degree/no degree yet","inadequately","","","",""
"Not at all","2005","no degree/no degree yet","general elemantary","","","",""
"Not at all","2005","no degree/no degree yet","middle vocational","","","",""
"Not at all","2005","no degree/no degree yet","vocational + Abi","","","",""
"Not at all","2005","no degree/no degree yet","higher vocational","","","",""
"Not at all","2005","no degree/no degree yet","higher education","","","",""
"Strong","2006","lower secondary degree","in school","","","",""
"Strong","2006","lower secondary degree","inadequately","","","",""
"Strong","2006","lower secondary degree","general elemantary","382","0.252104604338456","0.230714226690448","0.273494981986465"
"Strong","2006","lower secondary degree","middle vocational","858","0.165759584761577","0.155784810672194","0.17573435885096"
"Strong","2006","lower secondary degree","vocational + Abi","1","","",""
"Strong","2006","lower secondary degree","higher vocational","67","0.150820838261313","0.118838818142826","0.182802858379801"
"Strong","2006","lower secondary degree","higher education","32","0.180869976187801","0.126983508223176","0.234756444152426"
"Strong","2006","secondary school degree","in school","","","",""
"Strong","2006","secondary school degree","inadequately","","","",""
"Strong","2006","secondary school degree","general elemantary","33","0.0626465125900208","0.0429760776334192","0.0823169475466223"
"Strong","2006","secondary school degree","middle vocational","290","0.0786382548084559","0.0707189608550001","0.0865575487619117"
"Strong","2006","secondary school degree","vocational + Abi","4","","",""
"Strong","2006","secondary school degree","higher vocational","46","0.0737769284315274","0.0547618612932439","0.092791995569811"
"Strong","2006","secondary school degree","higher education","58","0.110387261083654","0.0871061637400237","0.133668358427285"
"Strong","2006","college entrance qualification","in school","","","",""
"Strong","2006","college entrance qualification","inadequately","","","",""
"Strong","2006","college entrance qualification","general elemantary","","","",""
"Strong","2006","college entrance qualification","middle vocational","13","","",""
"Strong","2006","college entrance qualification","vocational + Abi","44","0.0575628489450127","0.0433455826706297","0.0717801152193957"
"Strong","2006","college entrance qualification","higher vocational","22","","",""
"Strong","2006","college entrance qualification","higher education","168","0.059728866668482","0.0518336149626464","0.0676241183743175"
