"plh0176","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","2005","Not Employed","Not Working","614","0.0830770412335201","0.0767509284020292","0.0894031540650109","3"
"3 on Scale 1 to 10","2005","Employed","Full Time","500","0.0726949118899806","0.0670133192701647","0.0783765045097965","3"
"3 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","2005","Employed","Part Time","473","0.103982019176912","0.0952787048168916","0.112685333536933","3"
"3 on Scale 1 to 10","2005","Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","3"
"4 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","2005","Not Employed","Not Working","569","0.077780008770926","0.0716412402177814","0.0839187773240706","4"
"4 on Scale 1 to 10","2005","Employed","Full Time","533","0.0746329889376555","0.0688821767281891","0.0803838011471219","4"
"4 on Scale 1 to 10","2005","Employed","Part Time","469","0.0977198076383333","0.0892532046013932","0.106186410675273","4"
"4 on Scale 1 to 10","2005","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","4"
"5 on Scale 1 to 10","2005","Not Employed","Not Working","1010","0.150270345869658","0.142079909701912","0.158460782037403","5"
"5 on Scale 1 to 10","2005","Employed","Full Time","1109","0.143304520862954","0.135637088644112","0.150971953081796","5"
"5 on Scale 1 to 10","2005","Employed","Part Time","731","0.165668063059678","0.155067327134763","0.176268798984593","5"
"5 on Scale 1 to 10","2005","Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","5"
"6 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","2005","Not Employed","Not Working","721","0.0934498636776345","0.0867784902697567","0.100121237085512","6"
"6 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","2005","Employed","Full Time","1029","0.12879562034043","0.121465394844764","0.136125845836096","6"
"6 on Scale 1 to 10","2005","Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","2005","Employed","Part Time","517","0.103166685412099","0.0944936166485447","0.111839754175654","6"
"7 on Scale 1 to 10","2005","Employed","Part Time","670","0.130151791626226","0.120557917929994","0.139745665322457","7"
"7 on Scale 1 to 10","2005","Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","2005","Not Employed","Not Working","860","0.120030472625332","0.112581273659384","0.12747967159128","7"
"7 on Scale 1 to 10","2005","Employed","Full Time","1525","0.187813448436422","0.179266757436136","0.196360139436709","7"
"8 on Scale 1 to 10","2005","Not Employed","Not Working","1094","0.145919054885228","0.137827434123686","0.154010675646771","8"
"8 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","2005","Employed","Not Working","","","","","8"
"8 on Scale 1 to 10","2005","Employed","Full Time","1658","0.19079592873685","0.182197475306657","0.199394382167044","8"
"8 on Scale 1 to 10","2005","Employed","Part Time","698","0.134742512097271","0.125006699901512","0.14447832429303","8"
"9 on Scale 1 to 10","2005","Employed","Part Time","249","0.0454246991844751","0.0394872718013712","0.0513621265675789","9"
"9 on Scale 1 to 10","2005","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","2005","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","2005","Not Employed","Not Working","413","0.0596939401595984","0.0542635661748046","0.0651243141443922","9"
"9 on Scale 1 to 10","2005","Employed","Full Time","754","0.0798686434020747","0.0739363881210631","0.0858008986830864","9"
"9 on Scale 1 to 10","2005","Employed","Not Working","","","","","9"
"0 Completely dissatisfied","2006","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Not Working","752","0.0900745147187217","0.0838166820430189","0.0963323473944246","0"
"0 Completely dissatisfied","2006","Employed","Full Time","127","0.021086876612773","0.0180175180111964","0.0241562352143496","0"
"0 Completely dissatisfied","2006","Employed","Part Time","251","0.0609404994339023","0.0542749983169835","0.0676060005508211","0"
"0 Completely dissatisfied","2006","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","2006","Not Employed","Not Working","343","0.0444442541197602","0.0399396576530001","0.0489488505865203","1"
"1 on Scale 1 to 10","2006","Employed","Part Time","203","0.0460405615718215","0.0402011577968735","0.0518799653467695","1"
"1 on Scale 1 to 10","2006","Employed","Full Time","143","0.019033259607364","0.0161141315007328","0.0219523877139952","1"
"1 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","2006","Employed","Not Working","","","","","1"
"10 Completely satisfied","2006","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","2006","Not Employed","Not Working","464","0.0566455260697254","0.0515926304066636","0.0616984217327872","10"
"10 Completely satisfied","2006","Employed","Part Time","214","0.0414395195704759","0.0358862294694896","0.0469928096714621","10"
"10 Completely satisfied","2006","Employed","Not Working","","","","","10"
"10 Completely satisfied","2006","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","2006","Employed","Full Time","405","0.0421105296714119","0.0378198857008686","0.0464011736419552","10"
"2 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Not Working","506","0.0657823750073792","0.0603636280686367","0.0712011219461217","2"
"2 on Scale 1 to 10","2006","Employed","Part Time","369","0.0895267425235511","0.0815716866559194","0.0974817983911829","2"
"2 on Scale 1 to 10","2006","Employed","Not Working","","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","2006","Employed","Full Time","268","0.0335412940871975","0.0296949247312934","0.0373876634431016","2"
"3 on Scale 1 to 10","2006","Not Employed","Not Working","709","0.0885777756503579","0.0823670512365154","0.0947885000642004","3"
"3 on Scale 1 to 10","2006","Employed","Full Time","523","0.065808448034067","0.0605114694181023","0.0711054266500317","3"
"3 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","2006","Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","2006","Employed","Part Time","458","0.0970077564448878","0.0887610889206956","0.10525442396908","3"
"4 on Scale 1 to 10","2006","Not Employed","Not Working","669","0.0883663591648781","0.0821623315960564","0.0945703867336997","4"
"4 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","2006","Employed","Part Time","433","0.0928131216509683","0.0847280045309203","0.100898238771016","4"
"4 on Scale 1 to 10","2006","Employed","Full Time","557","0.0718401642731026","0.0663236534899804","0.0773566750562249","4"
"4 on Scale 1 to 10","2006","Employed","Not Working","","","","","4"
"5 on Scale 1 to 10","2006","Employed","Part Time","793","0.164553037926723","0.154221959941659","0.174884115911787","5"
"5 on Scale 1 to 10","2006","Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","2006","Not Employed","Not Working","1205","0.15643583969368","0.148495350565193","0.164376328822168","5"
"5 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","2006","Employed","Full Time","1172","0.146900076205575","0.139337314968578","0.154462837442572","5"
"6 on Scale 1 to 10","2006","Employed","Full Time","1150","0.135122037389767","0.127818892185549","0.142425182593986","6"
"6 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","2006","Not Employed","Not Working","821","0.097377302136463","0.0908968984427898","0.103857705830136","6"
"6 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","2006","Employed","Part Time","561","0.110331349199899","0.101601698755807","0.11906099964399","6"
"6 on Scale 1 to 10","2006","Employed","Not Working","","","","","6"
"7 on Scale 1 to 10","2006","Employed","Part Time","659","0.118022101922707","0.10903243151983","0.127011772325583","7"
"7 on Scale 1 to 10","2006","Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","2006","Not Employed","Not Working","949","0.110803337109999","0.10394221104683","0.117664463173168","7"
"7 on Scale 1 to 10","2006","Employed","Full Time","1624","0.195904031153605","0.187425022935488","0.204383039371722","7"
"7 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","7"
"8 on Scale 1 to 10","2006","Employed","Full Time","1714","0.189684597557287","0.181309063514217","0.198060131600356","8"
"8 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","2006","Not Employed","Not Working","1176","0.145570983897958","0.137862029625834","0.153279938170082","8"
"8 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","2006","Employed","Part Time","705","0.123638870983893","0.114467118754615","0.132810623213172","8"
"8 on Scale 1 to 10","2006","Employed","Not Working","","","","","8"
"9 on Scale 1 to 10","2006","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","2006","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","2006","Not Employed","Not Working","446","0.0559217324310769","0.0508992968459022","0.0609441680162516","9"
"9 on Scale 1 to 10","2006","Employed","Full Time","734","0.0789686854078498","0.0732072051280331","0.0847301656876665","9"
"9 on Scale 1 to 10","2006","Employed","Part Time","302","0.0556864387711717","0.049296950439879","0.0620759271024644","9"
"9 on Scale 1 to 10","2006","Employed","Not Working","","","","","9"
"0 Completely dissatisfied","2007","Not Employed","Not Working","668","0.0906125340002488","0.0841202614666962","0.0971048065338014","0"
"0 Completely dissatisfied","2007","Employed","Full Time","93","0.013667100139095","0.0111001679579348","0.0162340323202552","0"
"0 Completely dissatisfied","2007","Employed","Part Time","241","0.0620211078664806","0.0550945950619201","0.0689476206710411","0"
"0 Completely dissatisfied","2007","Employed","Not Working","","","","","0"
"0 Completely dissatisfied","2007","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","2007","Not Employed","Part Time","","","","","0"
"1 on Scale 1 to 10","2007","Employed","Part Time","195","0.04930022190519","0.0430830270030094","0.0555174168073706","1"
"1 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","2007","Not Employed","Not Working","382","0.0491266495479157","0.0442384600512985","0.0540148390445328","1"
"1 on Scale 1 to 10","2007","Employed","Full Time","128","0.0213276241639928","0.0181334811950246","0.0245217671329609","1"
"1 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","2007","Employed","Not Working","","","","","1"
"10 Completely satisfied","2007","Employed","Not Working","","","","","10"
"10 Completely satisfied","2007","Employed","Part Time","155","0.0360791103877048","0.0307236482253987","0.0414345725500109","10"
"10 Completely satisfied","2007","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","2007","Not Employed","Not Working","384","0.051998441151704","0.0469770065560499","0.0570198757473582","10"
"10 Completely satisfied","2007","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","2007","Employed","Full Time","321","0.0389843967982315","0.034705073723286","0.0432637198731769","10"
"2 on Scale 1 to 10","2007","Employed","Not Working","","","","","2"
"2 on Scale 1 to 10","2007","Not Employed","Not Working","520","0.0768183427743689","0.0707954632948763","0.0828412222538615","2"
"2 on Scale 1 to 10","2007","Employed","Full Time","249","0.033569126954342","0.0295869563009286","0.0375512976077554","2"
"2 on Scale 1 to 10","2007","Employed","Part Time","317","0.0794178803292139","0.0716529285624593","0.0871828320959685","2"
"2 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","2"
"3 on Scale 1 to 10","2007","Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","2007","Employed","Part Time","440","0.105913762128818","0.0970765709303349","0.114750953327301","3"
"3 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","2007","Not Employed","Not Working","668","0.0889013762646594","0.082464649707803","0.0953381028215158","3"
"3 on Scale 1 to 10","2007","Employed","Full Time","462","0.0614778295855445","0.0561672003967169","0.0667884587743722","3"
"3 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","3"
"4 on Scale 1 to 10","2007","Not Employed","Not Working","662","0.0871640351832582","0.0807844394716825","0.0935436308948338","4"
"4 on Scale 1 to 10","2007","Employed","Full Time","549","0.073883567301013","0.0681003279096602","0.0796668066923659","4"
"4 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","2007","Employed","Part Time","439","0.100843739569513","0.0921962428443557","0.109491236294671","4"
"4 on Scale 1 to 10","2007","Employed","Not Working","","","","","4"
"5 on Scale 1 to 10","2007","Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","2007","Not Employed","Not Working","1086","0.146839568660432","0.138834500666002","0.154844636654863","5"
"5 on Scale 1 to 10","2007","Employed","Part Time","721","0.153160767422383","0.14281833717043","0.163503197674337","5"
"5 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","2007","Employed","Full Time","1095","0.139316395264095","0.131660652613892","0.146972137914298","5"
"6 on Scale 1 to 10","2007","Not Employed","Not Working","762","0.0977684452428308","0.091051273025947","0.104485617459715","6"
"6 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","2007","Employed","Full Time","1076","0.14635009954496","0.138535605676841","0.154164593413079","6"
"6 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","2007","Employed","Part Time","573","0.116280709837336","0.1070749560862","0.125486463588472","6"
"6 on Scale 1 to 10","2007","Employed","Not Working","","","","","6"
"7 on Scale 1 to 10","2007","Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","2007","Employed","Part Time","663","0.126426361125647","0.116882657853184","0.135970064398111","7"
"7 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","2007","Not Employed","Not Working","930","0.120046378462611","0.11269561335005","0.127397143575172","7"
"7 on Scale 1 to 10","2007","Employed","Full Time","1537","0.186963102651448","0.178343295937555","0.195582909365341","7"
"8 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","2007","Not Employed","Not Working","1049","0.141824020402428","0.133933762552268","0.149714278252588","8"
"8 on Scale 1 to 10","2007","Employed","Full Time","1651","0.202160657161269","0.193281525596144","0.211039788726393","8"
"8 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","2007","Employed","Part Time","664","0.122542304398005","0.113125480171224","0.131959128624786","8"
"8 on Scale 1 to 10","2007","Employed","Not Working","","","","","8"
"9 on Scale 1 to 10","2007","Employed","Not Working","","","","","9"
"9 on Scale 1 to 10","2007","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","2007","Employed","Part Time","250","0.0480140350297075","0.0418743269259195","0.0541537431334955","9"
"9 on Scale 1 to 10","2007","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","2007","Not Employed","Not Working","399","0.0489002083095431","0.0440227168189716","0.0537776998001147","9"
"9 on Scale 1 to 10","2007","Employed","Full Time","698","0.0823001004360095","0.0762241395234804","0.0883760613485386","9"
"0 Completely dissatisfied","2008","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Not Working","570","0.0761040845186063","0.0699082375551414","0.0822999314820711","0"
"0 Completely dissatisfied","2008","Employed","Full Time","115","0.0180936610826179","0.0150744572654322","0.0211128648998036","0"
"0 Completely dissatisfied","2008","Employed","Part Time","187","0.0542626031590945","0.0475407181614184","0.0609844881567706","0"
"0 Completely dissatisfied","2008","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","2008","Employed","Part Time","174","0.0465184759744354","0.0402692768313516","0.0527676751175192","1"
"1 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Not Working","318","0.0434691336591413","0.0387045477452997","0.0482337195729828","1"
"1 on Scale 1 to 10","2008","Employed","Full Time","118","0.0165395194640514","0.0136506090487612","0.0194284298793415","1"
"1 on Scale 1 to 10","2008","Employed","Not Working","","","","","1"
"10 Completely satisfied","2008","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","2008","Employed","Part Time","173","0.0372076241495127","0.031591486087458","0.0428237622115675","10"
"10 Completely satisfied","2008","Employed","Not Working","","","","","10"
"10 Completely satisfied","2008","Not Employed","Not Working","334","0.0498778644998456","0.0447912500663621","0.054964478933329","10"
"10 Completely satisfied","2008","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","2008","Employed","Full Time","296","0.036560108462156","0.0323089213112923","0.0408112956130197","10"
"2 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","Not Working","462","0.0710899922736802","0.0650855008333423","0.0770944837140181","2"
"2 on Scale 1 to 10","2008","Employed","Full Time","240","0.0334423357788979","0.02936988015693","0.0375147914008658","2"
"2 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","2008","Employed","Part Time","312","0.0750262350827529","0.067209475246969","0.0828429949185367","2"
"2 on Scale 1 to 10","2008","Employed","Not Working","","","","","2"
"3 on Scale 1 to 10","2008","Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","Not Working","669","0.0978731562912739","0.0909300985733189","0.104816214009229","3"
"3 on Scale 1 to 10","2008","Employed","Full Time","410","0.0603495632498906","0.0549555203003186","0.0657436061994626","3"
"3 on Scale 1 to 10","2008","Employed","Part Time","411","0.109055765326173","0.0998065463744357","0.118304984277911","3"
"4 on Scale 1 to 10","2008","Not Employed","Not Working","565","0.0803098992662778","0.0739596543986716","0.0866601441338841","4"
"4 on Scale 1 to 10","2008","Employed","Full Time","541","0.079845517380385","0.0737057796877144","0.0859852550730557","4"
"4 on Scale 1 to 10","2008","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","2008","Employed","Part Time","378","0.0922960200564597","0.0837074850261961","0.100884555086723","4"
"5 on Scale 1 to 10","2008","Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","2008","Not Employed","Not Working","988","0.145438773172099","0.137201245833904","0.153676300510294","5"
"5 on Scale 1 to 10","2008","Employed","Part Time","675","0.158782836133311","0.147938291397877","0.169627380868746","5"
