"pli0097_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Saxony-Anhalt","general elemantary","","","",""
"Daily","1985","Saxony-Anhalt","middle vocational","","","",""
"Daily","1985","Saxony-Anhalt","vocational + Abi","","","",""
"Daily","1985","Saxony-Anhalt","higher vocational","","","",""
"Daily","1985","Saxony-Anhalt","higher education","","","",""
"Daily","1985","Thuringia","in school","","","",""
"Daily","1985","Thuringia","inadequately","","","",""
"Daily","1985","Thuringia","general elemantary","","","",""
"Daily","1985","Thuringia","middle vocational","","","",""
"Daily","1985","Thuringia","vocational + Abi","","","",""
"Daily","1985","Thuringia","higher vocational","","","",""
"Daily","1985","Thuringia","higher education","","","",""
"Min 1x per week","1985","Schleswig-Holstein","in school","","","",""
"Min 1x per week","1985","Schleswig-Holstein","inadequately","","","",""
"Min 1x per week","1985","Schleswig-Holstein","general elemantary","","","",""
"Min 1x per week","1985","Schleswig-Holstein","middle vocational","","","",""
"Min 1x per week","1985","Schleswig-Holstein","vocational + Abi","","","",""
"Min 1x per week","1985","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per week","1985","Schleswig-Holstein","higher education","","","",""
"Min 1x per week","1985","Hamburg","in school","","","",""
"Min 1x per week","1985","Hamburg","inadequately","","","",""
"Min 1x per week","1985","Hamburg","general elemantary","","","",""
"Min 1x per week","1985","Hamburg","middle vocational","","","",""
"Min 1x per week","1985","Hamburg","vocational + Abi","","","",""
"Min 1x per week","1985","Hamburg","higher vocational","","","",""
"Min 1x per week","1985","Hamburg","higher education","","","",""
"Min 1x per week","1985","Lower Saxony","in school","","","",""
"Min 1x per week","1985","Lower Saxony","inadequately","","","",""
"Min 1x per week","1985","Lower Saxony","general elemantary","","","",""
"Min 1x per week","1985","Lower Saxony","middle vocational","","","",""
"Min 1x per week","1985","Lower Saxony","vocational + Abi","","","",""
"Min 1x per week","1985","Lower Saxony","higher vocational","","","",""
"Min 1x per week","1985","Lower Saxony","higher education","","","",""
"Min 1x per week","1985","Bremen","in school","","","",""
"Min 1x per week","1985","Bremen","inadequately","","","",""
"Min 1x per week","1985","Bremen","general elemantary","","","",""
"Min 1x per week","1985","Bremen","middle vocational","","","",""
"Min 1x per week","1985","Bremen","vocational + Abi","","","",""
"Min 1x per week","1985","Bremen","higher vocational","","","",""
"Min 1x per week","1985","Bremen","higher education","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","in school","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","inadequately","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","general elemantary","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","middle vocational","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","vocational + Abi","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","higher vocational","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","higher education","","","",""
"Min 1x per week","1985","Hesse","in school","","","",""
"Min 1x per week","1985","Hesse","inadequately","","","",""
"Min 1x per week","1985","Hesse","general elemantary","","","",""
"Min 1x per week","1985","Hesse","middle vocational","","","",""
"Min 1x per week","1985","Hesse","vocational + Abi","","","",""
"Min 1x per week","1985","Hesse","higher vocational","","","",""
"Min 1x per week","1985","Hesse","higher education","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"Min 1x per week","1985","Baden-Württemberg","in school","","","",""
"Min 1x per week","1985","Baden-Württemberg","inadequately","","","",""
"Min 1x per week","1985","Baden-Württemberg","general elemantary","","","",""
"Min 1x per week","1985","Baden-Württemberg","middle vocational","","","",""
"Min 1x per week","1985","Baden-Württemberg","vocational + Abi","","","",""
"Min 1x per week","1985","Baden-Württemberg","higher vocational","","","",""
"Min 1x per week","1985","Baden-Württemberg","higher education","","","",""
"Min 1x per week","1985","Bavaria","in school","","","",""
"Min 1x per week","1985","Bavaria","inadequately","","","",""
"Min 1x per week","1985","Bavaria","general elemantary","","","",""
"Min 1x per week","1985","Bavaria","middle vocational","","","",""
"Min 1x per week","1985","Bavaria","vocational + Abi","","","",""
"Min 1x per week","1985","Bavaria","higher vocational","","","",""
"Min 1x per week","1985","Bavaria","higher education","","","",""
"Min 1x per week","1985","Berlin","in school","","","",""
"Min 1x per week","1985","Berlin","inadequately","","","",""
"Min 1x per week","1985","Berlin","general elemantary","","","",""
"Min 1x per week","1985","Berlin","middle vocational","","","",""
"Min 1x per week","1985","Berlin","vocational + Abi","","","",""
"Min 1x per week","1985","Berlin","higher vocational","","","",""
"Min 1x per week","1985","Berlin","higher education","","","",""
"Min 1x per week","1985","Brandenburg","in school","","","",""
"Min 1x per week","1985","Brandenburg","inadequately","","","",""
"Min 1x per week","1985","Brandenburg","general elemantary","","","",""
"Min 1x per week","1985","Brandenburg","middle vocational","","","",""
"Min 1x per week","1985","Brandenburg","vocational + Abi","","","",""
"Min 1x per week","1985","Brandenburg","higher vocational","","","",""
"Min 1x per week","1985","Brandenburg","higher education","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per week","1985","Saxony","in school","","","",""
"Min 1x per week","1985","Saxony","inadequately","","","",""
"Min 1x per week","1985","Saxony","general elemantary","","","",""
"Min 1x per week","1985","Saxony","middle vocational","","","",""
"Min 1x per week","1985","Saxony","vocational + Abi","","","",""
"Min 1x per week","1985","Saxony","higher vocational","","","",""
"Min 1x per week","1985","Saxony","higher education","","","",""
"Min 1x per week","1985","Saxony-Anhalt","in school","","","",""
"Min 1x per week","1985","Saxony-Anhalt","inadequately","","","",""
"Min 1x per week","1985","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per week","1985","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per week","1985","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per week","1985","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per week","1985","Saxony-Anhalt","higher education","","","",""
"Min 1x per week","1985","Thuringia","in school","","","",""
"Min 1x per week","1985","Thuringia","inadequately","","","",""
"Min 1x per week","1985","Thuringia","general elemantary","","","",""
"Min 1x per week","1985","Thuringia","middle vocational","","","",""
"Min 1x per week","1985","Thuringia","vocational + Abi","","","",""
"Min 1x per week","1985","Thuringia","higher vocational","","","",""
"Min 1x per week","1985","Thuringia","higher education","","","",""
"Min 1x per month","1985","Schleswig-Holstein","in school","","","",""
"Min 1x per month","1985","Schleswig-Holstein","inadequately","","","",""
"Min 1x per month","1985","Schleswig-Holstein","general elemantary","","","",""
"Min 1x per month","1985","Schleswig-Holstein","middle vocational","","","",""
"Min 1x per month","1985","Schleswig-Holstein","vocational + Abi","","","",""
"Min 1x per month","1985","Schleswig-Holstein","higher vocational","","","",""
"Min 1x per month","1985","Schleswig-Holstein","higher education","","","",""
"Min 1x per month","1985","Hamburg","in school","","","",""
"Min 1x per month","1985","Hamburg","inadequately","","","",""
"Min 1x per month","1985","Hamburg","general elemantary","","","",""
"Min 1x per month","1985","Hamburg","middle vocational","","","",""
"Min 1x per month","1985","Hamburg","vocational + Abi","","","",""
"Min 1x per month","1985","Hamburg","higher vocational","","","",""
"Min 1x per month","1985","Hamburg","higher education","","","",""
"Min 1x per month","1985","Lower Saxony","in school","","","",""
"Min 1x per month","1985","Lower Saxony","inadequately","","","",""
"Min 1x per month","1985","Lower Saxony","general elemantary","","","",""
"Min 1x per month","1985","Lower Saxony","middle vocational","","","",""
"Min 1x per month","1985","Lower Saxony","vocational + Abi","","","",""
"Min 1x per month","1985","Lower Saxony","higher vocational","","","",""
"Min 1x per month","1985","Lower Saxony","higher education","","","",""
"Min 1x per month","1985","Bremen","in school","","","",""
"Min 1x per month","1985","Bremen","inadequately","","","",""
"Min 1x per month","1985","Bremen","general elemantary","","","",""
"Min 1x per month","1985","Bremen","middle vocational","","","",""
"Min 1x per month","1985","Bremen","vocational + Abi","","","",""
"Min 1x per month","1985","Bremen","higher vocational","","","",""
"Min 1x per month","1985","Bremen","higher education","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","in school","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","inadequately","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","general elemantary","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","middle vocational","32","0.0248384297641027","0.0166449792800888","0.0330318802481165"
"Min 1x per month","1985","North Rhine-Westphalia","vocational + Abi","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","higher vocational","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","higher education","","","",""
"Min 1x per month","1985","Hesse","in school","","","",""
"Min 1x per month","1985","Hesse","inadequately","","","",""
"Min 1x per month","1985","Hesse","general elemantary","","","",""
"Min 1x per month","1985","Hesse","middle vocational","","","",""
"Min 1x per month","1985","Hesse","vocational + Abi","","","",""
"Min 1x per month","1985","Hesse","higher vocational","","","",""
"Min 1x per month","1985","Hesse","higher education","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"Min 1x per month","1985","Baden-Württemberg","in school","","","",""
"Min 1x per month","1985","Baden-Württemberg","inadequately","","","",""
"Min 1x per month","1985","Baden-Württemberg","general elemantary","","","",""
"Min 1x per month","1985","Baden-Württemberg","middle vocational","","","",""
"Min 1x per month","1985","Baden-Württemberg","vocational + Abi","","","",""
"Min 1x per month","1985","Baden-Württemberg","higher vocational","","","",""
"Min 1x per month","1985","Baden-Württemberg","higher education","","","",""
"Min 1x per month","1985","Bavaria","in school","","","",""
"Min 1x per month","1985","Bavaria","inadequately","","","",""
"Min 1x per month","1985","Bavaria","general elemantary","","","",""
"Min 1x per month","1985","Bavaria","middle vocational","","","",""
"Min 1x per month","1985","Bavaria","vocational + Abi","","","",""
"Min 1x per month","1985","Bavaria","higher vocational","","","",""
"Min 1x per month","1985","Bavaria","higher education","","","",""
"Min 1x per month","1985","Berlin","in school","","","",""
"Min 1x per month","1985","Berlin","inadequately","","","",""
"Min 1x per month","1985","Berlin","general elemantary","","","",""
"Min 1x per month","1985","Berlin","middle vocational","","","",""
"Min 1x per month","1985","Berlin","vocational + Abi","","","",""
"Min 1x per month","1985","Berlin","higher vocational","","","",""
"Min 1x per month","1985","Berlin","higher education","","","",""
"Min 1x per month","1985","Brandenburg","in school","","","",""
"Min 1x per month","1985","Brandenburg","inadequately","","","",""
"Min 1x per month","1985","Brandenburg","general elemantary","","","",""
"Min 1x per month","1985","Brandenburg","middle vocational","","","",""
"Min 1x per month","1985","Brandenburg","vocational + Abi","","","",""
"Min 1x per month","1985","Brandenburg","higher vocational","","","",""
"Min 1x per month","1985","Brandenburg","higher education","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per month","1985","Saxony","in school","","","",""
"Min 1x per month","1985","Saxony","inadequately","","","",""
"Min 1x per month","1985","Saxony","general elemantary","","","",""
"Min 1x per month","1985","Saxony","middle vocational","","","",""
"Min 1x per month","1985","Saxony","vocational + Abi","","","",""
"Min 1x per month","1985","Saxony","higher vocational","","","",""
"Min 1x per month","1985","Saxony","higher education","","","",""
"Min 1x per month","1985","Saxony-Anhalt","in school","","","",""
"Min 1x per month","1985","Saxony-Anhalt","inadequately","","","",""
"Min 1x per month","1985","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per month","1985","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per month","1985","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per month","1985","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per month","1985","Saxony-Anhalt","higher education","","","",""
"Min 1x per month","1985","Thuringia","in school","","","",""
"Min 1x per month","1985","Thuringia","inadequately","","","",""
"Min 1x per month","1985","Thuringia","general elemantary","","","",""
"Min 1x per month","1985","Thuringia","middle vocational","","","",""
"Min 1x per month","1985","Thuringia","vocational + Abi","","","",""
"Min 1x per month","1985","Thuringia","higher vocational","","","",""
"Min 1x per month","1985","Thuringia","higher education","","","",""
"Rarely","1985","Schleswig-Holstein","in school","","","",""
"Rarely","1985","Schleswig-Holstein","inadequately","","","",""
"Rarely","1985","Schleswig-Holstein","general elemantary","","","",""
"Rarely","1985","Schleswig-Holstein","middle vocational","","","",""
"Rarely","1985","Schleswig-Holstein","vocational + Abi","","","",""
"Rarely","1985","Schleswig-Holstein","higher vocational","","","",""
"Rarely","1985","Schleswig-Holstein","higher education","","","",""
"Rarely","1985","Hamburg","in school","","","",""
"Rarely","1985","Hamburg","inadequately","","","",""
"Rarely","1985","Hamburg","general elemantary","","","",""
"Rarely","1985","Hamburg","middle vocational","","","",""
"Rarely","1985","Hamburg","vocational + Abi","","","",""
"Rarely","1985","Hamburg","higher vocational","","","",""
"Rarely","1985","Hamburg","higher education","","","",""
"Rarely","1985","Lower Saxony","in school","","","",""
"Rarely","1985","Lower Saxony","inadequately","","","",""
"Rarely","1985","Lower Saxony","general elemantary","","","",""
"Rarely","1985","Lower Saxony","middle vocational","","","",""
"Rarely","1985","Lower Saxony","vocational + Abi","","","",""
"Rarely","1985","Lower Saxony","higher vocational","","","",""
"Rarely","1985","Lower Saxony","higher education","","","",""
"Rarely","1985","Bremen","in school","","","",""
"Rarely","1985","Bremen","inadequately","","","",""
"Rarely","1985","Bremen","general elemantary","","","",""
"Rarely","1985","Bremen","middle vocational","","","",""
"Rarely","1985","Bremen","vocational + Abi","","","",""
"Rarely","1985","Bremen","higher vocational","","","",""
"Rarely","1985","Bremen","higher education","","","",""
"Rarely","1985","North Rhine-Westphalia","in school","","","",""
"Rarely","1985","North Rhine-Westphalia","inadequately","","","",""
"Rarely","1985","North Rhine-Westphalia","general elemantary","","","",""
"Rarely","1985","North Rhine-Westphalia","middle vocational","76","0.0519057745782015","0.040226925002242","0.0635846241541609"
"Rarely","1985","North Rhine-Westphalia","vocational + Abi","","","",""
"Rarely","1985","North Rhine-Westphalia","higher vocational","","","",""
"Rarely","1985","North Rhine-Westphalia","higher education","","","",""
"Rarely","1985","Hesse","in school","","","",""
"Rarely","1985","Hesse","inadequately","","","",""
"Rarely","1985","Hesse","general elemantary","","","",""
"Rarely","1985","Hesse","middle vocational","","","",""
"Rarely","1985","Hesse","vocational + Abi","","","",""
"Rarely","1985","Hesse","higher vocational","","","",""
"Rarely","1985","Hesse","higher education","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"Rarely","1985","Baden-Württemberg","in school","","","",""
"Rarely","1985","Baden-Württemberg","inadequately","","","",""
"Rarely","1985","Baden-Württemberg","general elemantary","","","",""
"Rarely","1985","Baden-Württemberg","middle vocational","36","0.043622525041528","0.0299713845847676","0.0572736654982885"
"Rarely","1985","Baden-Württemberg","vocational + Abi","","","",""
"Rarely","1985","Baden-Württemberg","higher vocational","","","",""
"Rarely","1985","Baden-Württemberg","higher education","","","",""
"Rarely","1985","Bavaria","in school","","","",""
"Rarely","1985","Bavaria","inadequately","","","",""
"Rarely","1985","Bavaria","general elemantary","","","",""
"Rarely","1985","Bavaria","middle vocational","55","0.0629542259854171","0.0473443495861467","0.0785641023846874"
"Rarely","1985","Bavaria","vocational + Abi","","","",""
"Rarely","1985","Bavaria","higher vocational","","","",""
"Rarely","1985","Bavaria","higher education","","","",""
"Rarely","1985","Berlin","in school","","","",""
"Rarely","1985","Berlin","inadequately","","","",""
"Rarely","1985","Berlin","general elemantary","","","",""
"Rarely","1985","Berlin","middle vocational","","","",""
"Rarely","1985","Berlin","vocational + Abi","","","",""
"Rarely","1985","Berlin","higher vocational","","","",""
"Rarely","1985","Berlin","higher education","","","",""
"Rarely","1985","Brandenburg","in school","","","",""
"Rarely","1985","Brandenburg","inadequately","","","",""
"Rarely","1985","Brandenburg","general elemantary","","","",""
"Rarely","1985","Brandenburg","middle vocational","","","",""
"Rarely","1985","Brandenburg","vocational + Abi","","","",""
"Rarely","1985","Brandenburg","higher vocational","","","",""
"Rarely","1985","Brandenburg","higher education","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","in school","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"Rarely","1985","Saxony","in school","","","",""
"Rarely","1985","Saxony","inadequately","","","",""
"Rarely","1985","Saxony","general elemantary","","","",""
"Rarely","1985","Saxony","middle vocational","","","",""
"Rarely","1985","Saxony","vocational + Abi","","","",""
"Rarely","1985","Saxony","higher vocational","","","",""
"Rarely","1985","Saxony","higher education","","","",""
"Rarely","1985","Saxony-Anhalt","in school","","","",""
"Rarely","1985","Saxony-Anhalt","inadequately","","","",""
"Rarely","1985","Saxony-Anhalt","general elemantary","","","",""
"Rarely","1985","Saxony-Anhalt","middle vocational","","","",""
"Rarely","1985","Saxony-Anhalt","vocational + Abi","","","",""
"Rarely","1985","Saxony-Anhalt","higher vocational","","","",""
"Rarely","1985","Saxony-Anhalt","higher education","","","",""
"Rarely","1985","Thuringia","in school","","","",""
"Rarely","1985","Thuringia","inadequately","","","",""
"Rarely","1985","Thuringia","general elemantary","","","",""
"Rarely","1985","Thuringia","middle vocational","","","",""
"Rarely","1985","Thuringia","vocational + Abi","","","",""
"Rarely","1985","Thuringia","higher vocational","","","",""
"Rarely","1985","Thuringia","higher education","","","",""
"Never","1985","Schleswig-Holstein","in school","","","",""
"Never","1985","Schleswig-Holstein","inadequately","","","",""
"Never","1985","Schleswig-Holstein","general elemantary","75","0.926276657036335","0.869716053552053","0.982837260520616"
"Never","1985","Schleswig-Holstein","middle vocational","177","0.906417649301724","0.865539433030868","0.94729586557258"
"Never","1985","Schleswig-Holstein","vocational + Abi","","","",""
"Never","1985","Schleswig-Holstein","higher vocational","","","",""
"Never","1985","Schleswig-Holstein","higher education","","","",""
"Never","1985","Hamburg","in school","","","",""
"Never","1985","Hamburg","inadequately","","","",""
"Never","1985","Hamburg","general elemantary","54","0.956873174495275","0.904136638618279","1.00960971037227"
"Never","1985","Hamburg","middle vocational","138","0.974269598206477","0.948409527717684","1.00012966869527"
"Never","1985","Hamburg","vocational + Abi","","","",""
"Never","1985","Hamburg","higher vocational","","","",""
"Never","1985","Hamburg","higher education","","","",""
"Never","1985","Lower Saxony","in school","","","",""
"Never","1985","Lower Saxony","inadequately","49","0.93363965442091","0.864646332993401","1.00263297584842"
"Never","1985","Lower Saxony","general elemantary","296","0.973723659586271","0.955772253455748","0.991675065716794"
"Never","1985","Lower Saxony","middle vocational","493","0.932143397333326","0.910691359721218","0.953595434945433"
"Never","1985","Lower Saxony","vocational + Abi","","","",""
"Never","1985","Lower Saxony","higher vocational","58","0.81161174166767","0.720010755929702","0.903212727405639"
"Never","1985","Lower Saxony","higher education","51","0.729840814644834","0.627274255763795","0.832407373525873"
"Never","1985","Bremen","in school","","","",""
"Never","1985","Bremen","inadequately","","","",""
"Never","1985","Bremen","general elemantary","37","1","1","1"
"Never","1985","Bremen","middle vocational","57","0.896892375805479","0.822389393070214","0.971395358540745"
"Never","1985","Bremen","vocational + Abi","","","",""
"Never","1985","Bremen","higher vocational","","","",""
"Never","1985","Bremen","higher education","","","",""
"Never","1985","North Rhine-Westphalia","in school","56","0.907933769798334","0.835379923836105","0.980487615760563"
"Never","1985","North Rhine-Westphalia","inadequately","249","0.988424982214654","0.975270797895519","1.00157916653379"
"Never","1985","North Rhine-Westphalia","general elemantary","709","0.943563021199286","0.927003567244573","0.960122475154"
"Never","1985","North Rhine-Westphalia","middle vocational","1270","0.917072261419732","0.902553881199865","0.931590641639599"
"Never","1985","North Rhine-Westphalia","vocational + Abi","73","0.859551766862287","0.786118470441753","0.932985063282821"
"Never","1985","North Rhine-Westphalia","higher vocational","132","0.900547234112044","0.852494662116407","0.948599806107681"
"Never","1985","North Rhine-Westphalia","higher education","184","0.830883114326281","0.781461673010096","0.880304555642467"
"Never","1985","Hesse","in school","","","",""
"Never","1985","Hesse","inadequately","89","1","1","1"
"Never","1985","Hesse","general elemantary","315","0.96298437045247","0.942394717847768","0.983574023057173"
"Never","1985","Hesse","middle vocational","467","0.923993627430692","0.900903181316929","0.947084073544455"
"Never","1985","Hesse","vocational + Abi","","","",""
"Never","1985","Hesse","higher vocational","45","0.867125890956666","0.774867117017447","0.959384664895886"
