"pli0097_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Never","1985","Lower Saxony","secondary school degree","191","0.883276595076027","0.84075070924823","0.925802480903825"
"Never","1985","Lower Saxony","college entrance qualification","94","0.793842525765922","0.721461590511942","0.866223461019901"
"Never","1985","Lower Saxony","Other degree","66","1","1","1"
"Never","1985","Lower Saxony","no degree/no degree yet","74","0.945198050075038","0.89402978296929","0.996366317180786"
"Never","1985","Bremen","lower secondary degree","64","0.931881798688311","0.872434031684932","0.991329565691689"
"Never","1985","Bremen","secondary school degree","","","",""
"Never","1985","Bremen","college entrance qualification","","","",""
"Never","1985","Bremen","Other degree","","","",""
"Never","1985","Bremen","no degree/no degree yet","","","",""
"Never","1985","North Rhine-Westphalia","lower secondary degree","1315","0.95063873144569","0.939254979221147","0.962022483670234"
"Never","1985","North Rhine-Westphalia","secondary school degree","419","0.880769402269056","0.85153447203627","0.910004332501843"
"Never","1985","North Rhine-Westphalia","college entrance qualification","299","0.802517072284265","0.762116678919439","0.84291746564909"
"Never","1985","North Rhine-Westphalia","Other degree","305","0.950755870057978","0.927011290087471","0.974500450028484"
"Never","1985","North Rhine-Westphalia","no degree/no degree yet","330","0.950510534439892","0.927524191214992","0.973496877664792"
"Never","1985","Hesse","lower secondary degree","459","0.949591941693487","0.930100502610716","0.969083380776258"
"Never","1985","Hesse","secondary school degree","166","0.917236151015928","0.877207282109299","0.957265019922557"
"Never","1985","Hesse","college entrance qualification","104","0.736320259011092","0.663590811029502","0.809049706992683"
"Never","1985","Hesse","Other degree","171","0.98356757290682","0.96473186162822","1.00240328418542"
"Never","1985","Hesse","no degree/no degree yet","115","0.908115295566088","0.856215372152133","0.960015218980043"
"Never","1985","Rhineland-Palatinate,Saarland","lower secondary degree","441","0.917268972525057","0.892650669474416","0.941887275575697"
"Never","1985","Rhineland-Palatinate,Saarland","secondary school degree","89","0.84724784049457","0.778437714014742","0.916057966974398"
"Never","1985","Rhineland-Palatinate,Saarland","college entrance qualification","45","0.768165146563725","0.658611376887106","0.877718916240343"
"Never","1985","Rhineland-Palatinate,Saarland","Other degree","43","0.994024354713431","0.971251751960211","1.01679695746665"
"Never","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","66","0.95551614701587","0.906149810051508","1.00488248398023"
"Never","1985","Baden-Württemberg","lower secondary degree","903","0.957239275368971","0.944353638618568","0.970124912119374"
"Never","1985","Baden-Württemberg","secondary school degree","260","0.931878362477241","0.902419424603322","0.96133730035116"
"Never","1985","Baden-Württemberg","college entrance qualification","144","0.817828515674363","0.760641110696959","0.875015920651766"
"Never","1985","Baden-Württemberg","Other degree","302","0.997424899473231","0.991718476315865","1.0031313226306"
"Never","1985","Baden-Württemberg","no degree/no degree yet","296","0.993681877300154","0.984730650610992","1.00263310398932"
"Never","1985","Bavaria","lower secondary degree","919","0.937144620089025","0.921980225456076","0.952309014721974"
"Never","1985","Bavaria","secondary school degree","318","0.873263551722914","0.838993304392423","0.907533799053405"
"Never","1985","Bavaria","college entrance qualification","182","0.838998161873405","0.790097566594407","0.887898757152404"
"Never","1985","Bavaria","Other degree","189","0.960621961957485","0.933599504263056","0.987644419651913"
"Never","1985","Bavaria","no degree/no degree yet","99","0.947236655974441","0.90406239793615","0.990410914012733"
"Never","1985","Berlin","lower secondary degree","133","0.94106404063033","0.902329029337302","0.979799051923357"
"Never","1985","Berlin","secondary school degree","75","0.957963675703119","0.913430088678605","1.00249726272763"
"Never","1985","Berlin","college entrance qualification","41","0.765095498197026","0.650961863126062","0.879229133267991"
"Never","1985","Berlin","Other degree","42","0.938935165581514","0.868974291242212","1.00889603992082"
"Never","1985","Berlin","no degree/no degree yet","38","0.958857423129992","0.896521477868184","1.0211933683918"
"Never","1985","Brandenburg","lower secondary degree","","","",""
"Never","1985","Brandenburg","secondary school degree","","","",""
"Never","1985","Brandenburg","college entrance qualification","","","",""
"Never","1985","Brandenburg","Other degree","","","",""
"Never","1985","Brandenburg","no degree/no degree yet","","","",""
"Never","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1985","Saxony","lower secondary degree","","","",""
"Never","1985","Saxony","secondary school degree","","","",""
"Never","1985","Saxony","college entrance qualification","","","",""
"Never","1985","Saxony","Other degree","","","",""
"Never","1985","Saxony","no degree/no degree yet","","","",""
"Never","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1985","Saxony-Anhalt","secondary school degree","","","",""
"Never","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1985","Saxony-Anhalt","Other degree","","","",""
"Never","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1985","Thuringia","lower secondary degree","","","",""
"Never","1985","Thuringia","secondary school degree","","","",""
"Never","1985","Thuringia","college entrance qualification","","","",""
"Never","1985","Thuringia","Other degree","","","",""
"Never","1985","Thuringia","no degree/no degree yet","","","",""
"Daily","1986","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1986","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1986","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1986","Schleswig-Holstein","Other degree","","","",""
"Daily","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1986","Hamburg","lower secondary degree","","","",""
"Daily","1986","Hamburg","secondary school degree","","","",""
"Daily","1986","Hamburg","college entrance qualification","","","",""
"Daily","1986","Hamburg","Other degree","","","",""
"Daily","1986","Hamburg","no degree/no degree yet","","","",""
"Daily","1986","Lower Saxony","lower secondary degree","","","",""
"Daily","1986","Lower Saxony","secondary school degree","","","",""
"Daily","1986","Lower Saxony","college entrance qualification","","","",""
"Daily","1986","Lower Saxony","Other degree","","","",""
"Daily","1986","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1986","Bremen","lower secondary degree","","","",""
"Daily","1986","Bremen","secondary school degree","","","",""
"Daily","1986","Bremen","college entrance qualification","","","",""
"Daily","1986","Bremen","Other degree","","","",""
"Daily","1986","Bremen","no degree/no degree yet","","","",""
"Daily","1986","North Rhine-Westphalia","lower secondary degree","","","",""
"Daily","1986","North Rhine-Westphalia","secondary school degree","","","",""
"Daily","1986","North Rhine-Westphalia","college entrance qualification","","","",""
"Daily","1986","North Rhine-Westphalia","Other degree","","","",""
"Daily","1986","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Daily","1986","Hesse","lower secondary degree","","","",""
"Daily","1986","Hesse","secondary school degree","","","",""
"Daily","1986","Hesse","college entrance qualification","","","",""
"Daily","1986","Hesse","Other degree","","","",""
"Daily","1986","Hesse","no degree/no degree yet","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Daily","1986","Baden-Württemberg","lower secondary degree","","","",""
"Daily","1986","Baden-Württemberg","secondary school degree","","","",""
"Daily","1986","Baden-Württemberg","college entrance qualification","","","",""
"Daily","1986","Baden-Württemberg","Other degree","","","",""
"Daily","1986","Baden-Württemberg","no degree/no degree yet","","","",""
"Daily","1986","Bavaria","lower secondary degree","","","",""
"Daily","1986","Bavaria","secondary school degree","","","",""
"Daily","1986","Bavaria","college entrance qualification","","","",""
"Daily","1986","Bavaria","Other degree","","","",""
