"pli0097_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","college entrance qualification","Couple + C. GT 16 ","7","","",""
"Min 1x per week","1985","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","1985","Other degree","1-pers.-HH","2","","",""
"Min 1x per week","1985","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1985","Other degree","Single parent ","1","","",""
"Min 1x per week","1985","Other degree","Couple + C. LE 16 ","4","","",""
"Min 1x per week","1985","Other degree","Couple + C. GT 16 ","2","","",""
"Min 1x per week","1985","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Min 1x per week","1985","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Min 1x per week","1985","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1985","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Min 1x per week","1985","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","1985","lower secondary degree","1-pers.-HH","8","","",""
"Min 1x per month","1985","lower secondary degree","(Married) couple without C. ","20","","",""
"Min 1x per month","1985","lower secondary degree","Single parent ","6","","",""
"Min 1x per month","1985","lower secondary degree","Couple + C. LE 16 ","23","","",""
"Min 1x per month","1985","lower secondary degree","Couple + C. GT 16 ","17","","",""
"Min 1x per month","1985","lower secondary degree","Couple + C. LE and GT 16","10","","",""
"Min 1x per month","1985","secondary school degree","1-pers.-HH","6","","",""
"Min 1x per month","1985","secondary school degree","(Married) couple without C. ","3","","",""
"Min 1x per month","1985","secondary school degree","Single parent ","2","","",""
"Min 1x per month","1985","secondary school degree","Couple + C. LE 16 ","8","","",""
"Min 1x per month","1985","secondary school degree","Couple + C. GT 16 ","13","","",""
"Min 1x per month","1985","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Min 1x per month","1985","college entrance qualification","1-pers.-HH","9","","",""
"Min 1x per month","1985","college entrance qualification","(Married) couple without C. ","8","","",""
"Min 1x per month","1985","college entrance qualification","Single parent ","4","","",""
"Min 1x per month","1985","college entrance qualification","Couple + C. LE 16 ","13","","",""
"Min 1x per month","1985","college entrance qualification","Couple + C. GT 16 ","16","","",""
"Min 1x per month","1985","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1985","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1985","Other degree","(Married) couple without C. ","1","","",""
"Min 1x per month","1985","Other degree","Single parent ","","","",""
"Min 1x per month","1985","Other degree","Couple + C. LE 16 ","6","","",""
"Min 1x per month","1985","Other degree","Couple + C. GT 16 ","1","","",""
"Min 1x per month","1985","Other degree","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","1985","no degree/no degree yet","1-pers.-HH","2","","",""
"Min 1x per month","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1985","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Min 1x per month","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1985","lower secondary degree","1-pers.-HH","15","","",""
"Rarely","1985","lower secondary degree","(Married) couple without C. ","33","0.0229868388376161","0.0151618734179016","0.0308118042573307"
"Rarely","1985","lower secondary degree","Single parent ","12","","",""
"Rarely","1985","lower secondary degree","Couple + C. LE 16 ","44","0.0381634298364133","0.0269628816820018","0.0493639779908248"
"Rarely","1985","lower secondary degree","Couple + C. GT 16 ","40","0.0411614440661798","0.0286851196637823","0.0536377684685772"
"Rarely","1985","lower secondary degree","Couple + C. LE and GT 16","35","0.0588106832608228","0.0407101091645279","0.0769112573571177"
"Rarely","1985","secondary school degree","1-pers.-HH","13","","",""
"Rarely","1985","secondary school degree","(Married) couple without C. ","20","","",""
"Rarely","1985","secondary school degree","Single parent ","6","","",""
"Rarely","1985","secondary school degree","Couple + C. LE 16 ","34","0.0867768676357022","0.0599817542357162","0.113571981035688"
"Rarely","1985","secondary school degree","Couple + C. GT 16 ","40","0.0972385853707181","0.0680202578168482","0.126456912924588"
"Rarely","1985","secondary school degree","Couple + C. LE and GT 16","11","","",""
"Rarely","1985","college entrance qualification","1-pers.-HH","17","","",""
"Rarely","1985","college entrance qualification","(Married) couple without C. ","36","0.117924399052705","0.0808685868252988","0.154980211280112"
"Rarely","1985","college entrance qualification","Single parent ","7","","",""
"Rarely","1985","college entrance qualification","Couple + C. LE 16 ","37","0.139406914944926","0.0980919590719953","0.180721870817856"
"Rarely","1985","college entrance qualification","Couple + C. GT 16 ","35","0.163851772093044","0.116426768712153","0.211276775473936"
"Rarely","1985","college entrance qualification","Couple + C. LE and GT 16","9","","",""
"Rarely","1985","Other degree","1-pers.-HH","","","",""
"Rarely","1985","Other degree","(Married) couple without C. ","5","","",""
"Rarely","1985","Other degree","Single parent ","1","","",""
"Rarely","1985","Other degree","Couple + C. LE 16 ","10","","",""
"Rarely","1985","Other degree","Couple + C. GT 16 ","2","","",""
"Rarely","1985","Other degree","Couple + C. LE and GT 16","4","","",""
"Rarely","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Rarely","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1985","no degree/no degree yet","Single parent ","3","","",""
"Rarely","1985","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Rarely","1985","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Rarely","1985","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"Never","1985","lower secondary degree","1-pers.-HH","552","0.965825320479196","0.950988584514475","0.980662056443918"
"Never","1985","lower secondary degree","(Married) couple without C. ","1350","0.959905458134841","0.949661932638391","0.970148983631291"
"Never","1985","lower secondary degree","Single parent ","268","0.923475582417909","0.892720289511908","0.954230875323909"
"Never","1985","lower secondary degree","Couple + C. LE 16 ","1050","0.933386485484669","0.918809193145402","0.947963777823935"
"Never","1985","lower secondary degree","Couple + C. GT 16 ","911","0.933951861959487","0.918354140943746","0.949549582975227"
"Never","1985","lower secondary degree","Couple + C. LE and GT 16","596","0.908202103007123","0.885987765790357","0.930416440223888"
"Never","1985","secondary school degree","1-pers.-HH","205","0.914708854610745","0.878212436201054","0.951205273020435"
"Never","1985","secondary school degree","(Married) couple without C. ","370","0.928522911500645","0.903181396385692","0.953864426615599"
"Never","1985","secondary school degree","Single parent ","91","0.892870780915847","0.832253511923543","0.953488049908152"
"Never","1985","secondary school degree","Couple + C. LE 16 ","376","0.880323857566131","0.849428715996877","0.911218999135384"
"Never","1985","secondary school degree","Couple + C. GT 16 ","336","0.849013811803311","0.813705615583946","0.884322008022675"
"Never","1985","secondary school degree","Couple + C. LE and GT 16","206","0.917352610433754","0.881374400386191","0.953330820481317"
"Never","1985","college entrance qualification","1-pers.-HH","169","0.83367973599219","0.782455878852996","0.884903593131384"
"Never","1985","college entrance qualification","(Married) couple without C. ","241","0.836273487088483","0.793759164183149","0.878787809993817"
"Never","1985","college entrance qualification","Single parent ","36","0.772997908611882","0.654494303949494","0.891501513274271"
"Never","1985","college entrance qualification","Couple + C. LE 16 ","213","0.781831169959258","0.73256837471671","0.831093965201805"
"Never","1985","college entrance qualification","Couple + C. GT 16 ","176","0.731543609139066","0.674763379291195","0.788323838986938"
"Never","1985","college entrance qualification","Couple + C. LE and GT 16","66","0.817764913978978","0.732638413494878","0.902891414463078"
"Never","1985","Other degree","1-pers.-HH","88","0.980461419817777","0.95186651918702","1.00905632044853"
"Never","1985","Other degree","(Married) couple without C. ","163","0.962940553494577","0.934459638236955","0.991421468752198"
"Never","1985","Other degree","Single parent ","41","0.964078018754562","0.90845557127871","1.01970046623041"
"Never","1985","Other degree","Couple + C. LE 16 ","483","0.960527911125281","0.943511649741382","0.97754417250918"
"Never","1985","Other degree","Couple + C. GT 16 ","141","0.978928106524179","0.955631168563009","1.00222504448535"
"Never","1985","Other degree","Couple + C. LE and GT 16","195","0.977019853925495","0.956253455593323","0.997786252257668"
"Never","1985","no degree/no degree yet","1-pers.-HH","60","0.93296488626688","0.871695725924839","0.99423404660892"
"Never","1985","no degree/no degree yet","(Married) couple without C. ","107","0.952138624111237","0.911878149117967","0.992399099104508"
"Never","1985","no degree/no degree yet","Single parent ","53","0.935629751956699","0.87135377586375","0.999905728049649"
"Never","1985","no degree/no degree yet","Couple + C. LE 16 ","277","0.990219067971451","0.978732790591349","1.00170534535155"
"Never","1985","no degree/no degree yet","Couple + C. GT 16 ","213","0.940902641046607","0.909883627390806","0.971921654702409"
"Never","1985","no degree/no degree yet","Couple + C. LE and GT 16","276","0.951550913660769","0.926579235327856","0.976522591993681"
"Daily","1986","lower secondary degree","1-pers.-HH","","","",""
"Daily","1986","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1986","lower secondary degree","Single parent ","","","",""
"Daily","1986","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1986","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1986","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1986","secondary school degree","1-pers.-HH","","","",""
"Daily","1986","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1986","secondary school degree","Single parent ","","","",""
"Daily","1986","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1986","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1986","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1986","college entrance qualification","1-pers.-HH","","","",""
"Daily","1986","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1986","college entrance qualification","Single parent ","","","",""
"Daily","1986","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1986","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1986","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1986","Other degree","1-pers.-HH","","","",""
"Daily","1986","Other degree","(Married) couple without C. ","","","",""
"Daily","1986","Other degree","Single parent ","","","",""
"Daily","1986","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1986","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1986","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1986","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1986","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1986","no degree/no degree yet","Single parent ","","","",""
"Daily","1986","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1986","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1986","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1986","lower secondary degree","1-pers.-HH","3","","",""
"Min 1x per week","1986","lower secondary degree","(Married) couple without C. ","10","","",""
"Min 1x per week","1986","lower secondary degree","Single parent ","1","","",""
"Min 1x per week","1986","lower secondary degree","Couple + C. LE 16 ","13","","",""
"Min 1x per week","1986","lower secondary degree","Couple + C. GT 16 ","8","","",""
"Min 1x per week","1986","lower secondary degree","Couple + C. LE and GT 16","4","","",""
"Min 1x per week","1986","secondary school degree","1-pers.-HH","1","","",""
"Min 1x per week","1986","secondary school degree","(Married) couple without C. ","4","","",""
"Min 1x per week","1986","secondary school degree","Single parent ","1","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. GT 16 ","3","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","1986","college entrance qualification","1-pers.-HH","5","","",""
"Min 1x per week","1986","college entrance qualification","(Married) couple without C. ","9","","",""
"Min 1x per week","1986","college entrance qualification","Single parent ","2","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. LE 16 ","7","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. GT 16 ","4","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","1986","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1986","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1986","Other degree","Single parent ","1","","",""
"Min 1x per week","1986","Other degree","Couple + C. LE 16 ","3","","",""
"Min 1x per week","1986","Other degree","Couple + C. GT 16 ","2","","",""
"Min 1x per week","1986","Other degree","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","1986","no degree/no degree yet","1-pers.-HH","1","","",""
"Min 1x per week","1986","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1986","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1986","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Min 1x per week","1986","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1986","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","1986","lower secondary degree","1-pers.-HH","15","","",""
"Min 1x per month","1986","lower secondary degree","(Married) couple without C. ","17","","",""
"Min 1x per month","1986","lower secondary degree","Single parent ","6","","",""
"Min 1x per month","1986","lower secondary degree","Couple + C. LE 16 ","15","","",""
"Min 1x per month","1986","lower secondary degree","Couple + C. GT 16 ","16","","",""
"Min 1x per month","1986","lower secondary degree","Couple + C. LE and GT 16","14","","",""
"Min 1x per month","1986","secondary school degree","1-pers.-HH","2","","",""
"Min 1x per month","1986","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1986","secondary school degree","Single parent ","2","","",""
"Min 1x per month","1986","secondary school degree","Couple + C. LE 16 ","3","","",""
"Min 1x per month","1986","secondary school degree","Couple + C. GT 16 ","8","","",""
"Min 1x per month","1986","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Min 1x per month","1986","college entrance qualification","1-pers.-HH","5","","",""
"Min 1x per month","1986","college entrance qualification","(Married) couple without C. ","6","","",""
"Min 1x per month","1986","college entrance qualification","Single parent ","5","","",""
"Min 1x per month","1986","college entrance qualification","Couple + C. LE 16 ","14","","",""
"Min 1x per month","1986","college entrance qualification","Couple + C. GT 16 ","9","","",""
"Min 1x per month","1986","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1986","Other degree","1-pers.-HH","1","","",""
"Min 1x per month","1986","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1986","Other degree","Single parent ","","","",""
"Min 1x per month","1986","Other degree","Couple + C. LE 16 ","4","","",""
"Min 1x per month","1986","Other degree","Couple + C. GT 16 ","1","","",""
"Min 1x per month","1986","Other degree","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","1986","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1986","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Min 1x per month","1986","no degree/no degree yet","Single parent ","1","","",""
"Min 1x per month","1986","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1986","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Min 1x per month","1986","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Rarely","1986","lower secondary degree","1-pers.-HH","11","","",""
"Rarely","1986","lower secondary degree","(Married) couple without C. ","53","0.0360790382203181","0.0262076654615552","0.045950410979081"
"Rarely","1986","lower secondary degree","Single parent ","6","","",""
"Rarely","1986","lower secondary degree","Couple + C. LE 16 ","36","0.0372620562890227","0.0253672858269706","0.0491568267510747"
"Rarely","1986","lower secondary degree","Couple + C. GT 16 ","38","0.0394679812485774","0.0274482099396455","0.0514877525575094"
"Rarely","1986","lower secondary degree","Couple + C. LE and GT 16","30","0.0614607054394995","0.0421137675166575","0.0808076433623415"
"Rarely","1986","secondary school degree","1-pers.-HH","10","","",""
"Rarely","1986","secondary school degree","(Married) couple without C. ","23","","",""
"Rarely","1986","secondary school degree","Single parent ","6","","",""
"Rarely","1986","secondary school degree","Couple + C. LE 16 ","32","0.0847557385812739","0.057184382880343","0.112327094282205"
"Rarely","1986","secondary school degree","Couple + C. GT 16 ","31","0.0833606335025153","0.0563723462768574","0.110348920728173"
"Rarely","1986","secondary school degree","Couple + C. LE and GT 16","13","","",""
"Rarely","1986","college entrance qualification","1-pers.-HH","27","","",""
"Rarely","1986","college entrance qualification","(Married) couple without C. ","40","0.138584762130343","0.0992900707966462","0.177879453464039"
"Rarely","1986","college entrance qualification","Single parent ","3","","",""
"Rarely","1986","college entrance qualification","Couple + C. LE 16 ","30","0.113365157409678","0.0761638516268647","0.150566463192492"
"Rarely","1986","college entrance qualification","Couple + C. GT 16 ","33","0.141624078031747","0.0985758646375641","0.18467229142593"
"Rarely","1986","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Rarely","1986","Other degree","1-pers.-HH","","","",""
"Rarely","1986","Other degree","(Married) couple without C. ","3","","",""
"Rarely","1986","Other degree","Single parent ","2","","",""
"Rarely","1986","Other degree","Couple + C. LE 16 ","10","","",""
"Rarely","1986","Other degree","Couple + C. GT 16 ","4","","",""
"Rarely","1986","Other degree","Couple + C. LE and GT 16","8","","",""
"Rarely","1986","no degree/no degree yet","1-pers.-HH","2","","",""
"Rarely","1986","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Rarely","1986","no degree/no degree yet","Single parent ","","","",""
"Rarely","1986","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Rarely","1986","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"Rarely","1986","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Never","1986","lower secondary degree","1-pers.-HH","514","0.953271670461187","0.935519696688032","0.971023644234341"
"Never","1986","lower secondary degree","(Married) couple without C. ","1291","0.946072791422918","0.93411652427629","0.958029058569546"
"Never","1986","lower secondary degree","Single parent ","248","0.938859983228916","0.909793597779755","0.967926368678077"
"Never","1986","lower secondary degree","Couple + C. LE 16 ","910","0.933088901142525","0.9173968684052","0.94878093387985"
"Never","1986","lower secondary degree","Couple + C. GT 16 ","946","0.934487958433046","0.919213520201828","0.949762396664263"
"Never","1986","lower secondary degree","Couple + C. LE and GT 16","544","0.898030898050902","0.873654632374299","0.922407163727505"
"Never","1986","secondary school degree","1-pers.-HH","201","0.945919891829782","0.915616784828601","0.976222998830963"
"Never","1986","secondary school degree","(Married) couple without C. ","389","0.933899645271867","0.910024093008747","0.957775197534988"
"Never","1986","secondary school degree","Single parent ","86","0.890342765173301","0.827510379378108","0.953175150968495"
"Never","1986","secondary school degree","Couple + C. LE 16 ","357","0.907275870744167","0.878563363367505","0.93598837812083"
"Never","1986","secondary school degree","Couple + C. GT 16 ","361","0.887691482963955","0.856864363828865","0.918518602099044"
"Never","1986","secondary school degree","Couple + C. LE and GT 16","198","0.919749196930523","0.8836017502083","0.955896643652745"
"Never","1986","college entrance qualification","1-pers.-HH","170","0.813295950290957","0.760211895073556","0.866380005508357"
"Never","1986","college entrance qualification","(Married) couple without C. ","242","0.814659972593556","0.770468073327042","0.85885187186007"
"Never","1986","college entrance qualification","Single parent ","43","0.851864252612046","0.756227396791184","0.947501108432908"
"Never","1986","college entrance qualification","Couple + C. LE 16 ","228","0.801582507952497","0.754786362400608","0.848378653504385"
"Never","1986","college entrance qualification","Couple + C. GT 16 ","206","0.801862138565211","0.75264896065958","0.851075316470842"
"Never","1986","college entrance qualification","Couple + C. LE and GT 16","64","0.817116469551789","0.731872468478696","0.902360470624882"
"Never","1986","Other degree","1-pers.-HH","77","0.99036378639646","0.968684180922998","1.01204339186992"
"Never","1986","Other degree","(Married) couple without C. ","149","0.969530943714614","0.942207424434556","0.996854462994673"
"Never","1986","Other degree","Single parent ","29","","",""
"Never","1986","Other degree","Couple + C. LE 16 ","450","0.968375275705787","0.95250352362746","0.984247027784114"
"Never","1986","Other degree","Couple + C. GT 16 ","165","0.966614550048977","0.939767958924375","0.993461141173579"
"Never","1986","Other degree","Couple + C. LE and GT 16","186","0.959637983523165","0.932155554162156","0.987120412884174"
"Never","1986","no degree/no degree yet","1-pers.-HH","53","0.953641050591559","0.89857127091469","1.00871083026843"
"Never","1986","no degree/no degree yet","(Married) couple without C. ","95","0.988247976131525","0.96680171828788","1.00969423397517"
"Never","1986","no degree/no degree yet","Single parent ","52","0.963615064506076","0.913204361809847","1.0140257672023"
"Never","1986","no degree/no degree yet","Couple + C. LE 16 ","240","0.985006845178566","0.969758619362888","1.00025507099424"
"Never","1986","no degree/no degree yet","Couple + C. GT 16 ","216","0.972426181859001","0.950837370608427","0.994014993109575"
"Never","1986","no degree/no degree yet","Couple + C. LE and GT 16","261","0.958245007171503","0.934341345112937","0.982148669230069"
"Daily","1987","lower secondary degree","1-pers.-HH","","","",""
"Daily","1987","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1987","lower secondary degree","Single parent ","","","",""
"Daily","1987","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1987","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1987","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1987","secondary school degree","1-pers.-HH","","","",""
"Daily","1987","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1987","secondary school degree","Single parent ","","","",""
"Daily","1987","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1987","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1987","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1987","college entrance qualification","1-pers.-HH","","","",""
"Daily","1987","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1987","college entrance qualification","Single parent ","","","",""
"Daily","1987","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1987","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1987","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1987","Other degree","1-pers.-HH","","","",""
"Daily","1987","Other degree","(Married) couple without C. ","","","",""
"Daily","1987","Other degree","Single parent ","","","",""
"Daily","1987","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1987","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1987","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1987","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1987","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1987","no degree/no degree yet","Single parent ","","","",""
"Daily","1987","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1987","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1987","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1987","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1987","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","secondary school degree","Single parent ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1987","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1987","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1987","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","Other degree","Single parent ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1987","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1987","lower secondary degree","(Married) couple without C. ","","","",""
