"pli0097_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","1986","direct migration background","Urban Area","59","0.0299011710897869","0.0231913246899873","0.0366110174895865"
"Rarely","1986","direct migration background","Rural Area","9","","",""
"Rarely","1986","indirect migration background","Urban Area","7","","",""
"Rarely","1986","indirect migration background","Rural Area","","","",""
"Never","1986","no migration background","Urban Area","5244","0.916708249609248","0.909559851864566","0.92385664735393"
"Never","1986","no migration background","Rural Area","1632","0.915934964553867","0.903076682740253","0.928793246367482"
"Never","1986","direct migration background","Urban Area","2387","0.956809381769024","0.948800573215526","0.964818190322521"
"Never","1986","direct migration background","Rural Area","341","0.931914454708903","0.905785052921844","0.958043856495963"
"Never","1986","indirect migration background","Urban Area","128","0.960782478137576","0.928158925909531","0.993406030365621"
"Never","1986","indirect migration background","Rural Area","18","","",""
"Daily","1987","no migration background","Urban Area","","","",""
"Daily","1987","no migration background","Rural Area","","","",""
"Daily","1987","direct migration background","Urban Area","","","",""
"Daily","1987","direct migration background","Rural Area","","","",""
"Daily","1987","indirect migration background","Urban Area","","","",""
"Daily","1987","indirect migration background","Rural Area","","","",""
"Min 1x per week","1987","no migration background","Urban Area","","","",""
"Min 1x per week","1987","no migration background","Rural Area","","","",""
"Min 1x per week","1987","direct migration background","Urban Area","","","",""
"Min 1x per week","1987","direct migration background","Rural Area","","","",""
"Min 1x per week","1987","indirect migration background","Urban Area","","","",""
"Min 1x per week","1987","indirect migration background","Rural Area","","","",""
"Min 1x per month","1987","no migration background","Urban Area","","","",""
"Min 1x per month","1987","no migration background","Rural Area","","","",""
"Min 1x per month","1987","direct migration background","Urban Area","","","",""
"Min 1x per month","1987","direct migration background","Rural Area","","","",""
"Min 1x per month","1987","indirect migration background","Urban Area","","","",""
"Min 1x per month","1987","indirect migration background","Rural Area","","","",""
"Rarely","1987","no migration background","Urban Area","","","",""
"Rarely","1987","no migration background","Rural Area","","","",""
"Rarely","1987","direct migration background","Urban Area","","","",""
"Rarely","1987","direct migration background","Rural Area","","","",""
"Rarely","1987","indirect migration background","Urban Area","","","",""
"Rarely","1987","indirect migration background","Rural Area","","","",""
"Never","1987","no migration background","Urban Area","","","",""
"Never","1987","no migration background","Rural Area","","","",""
"Never","1987","direct migration background","Urban Area","","","",""
"Never","1987","direct migration background","Rural Area","","","",""
"Never","1987","indirect migration background","Urban Area","","","",""
"Never","1987","indirect migration background","Rural Area","","","",""
"Daily","1988","no migration background","Urban Area","","","",""
"Daily","1988","no migration background","Rural Area","","","",""
"Daily","1988","direct migration background","Urban Area","","","",""
"Daily","1988","direct migration background","Rural Area","","","",""
"Daily","1988","indirect migration background","Urban Area","","","",""
"Daily","1988","indirect migration background","Rural Area","","","",""
"Min 1x per week","1988","no migration background","Urban Area","46","0.00816864723488472","0.00576523490693334","0.0105720595628361"
"Min 1x per week","1988","no migration background","Rural Area","10","","",""
"Min 1x per week","1988","direct migration background","Urban Area","10","","",""
"Min 1x per week","1988","direct migration background","Rural Area","3","","",""
"Min 1x per week","1988","indirect migration background","Urban Area","","","",""
"Min 1x per week","1988","indirect migration background","Rural Area","","","",""
"Min 1x per month","1988","no migration background","Urban Area","77","0.0138576288309203","0.0107362349865552","0.0169790226752855"
"Min 1x per month","1988","no migration background","Rural Area","32","0.020367086794881","0.0135286827831242","0.0272054908066377"
"Min 1x per month","1988","direct migration background","Urban Area","10","","",""
"Min 1x per month","1988","direct migration background","Rural Area","1","","",""
"Min 1x per month","1988","indirect migration background","Urban Area","3","","",""
"Min 1x per month","1988","indirect migration background","Rural Area","1","","",""
"Rarely","1988","no migration background","Urban Area","326","0.0579747387575595","0.0517347332625618","0.0642147442525572"
"Rarely","1988","no migration background","Rural Area","111","0.0627768850685412","0.0510338599157191","0.0745199102213633"
"Rarely","1988","direct migration background","Urban Area","54","0.0377983842432557","0.0300614781814055","0.0455352903051059"
"Rarely","1988","direct migration background","Rural Area","11","","",""
"Rarely","1988","indirect migration background","Urban Area","6","","",""
"Rarely","1988","indirect migration background","Rural Area","1","","",""
"Never","1988","no migration background","Urban Area","4939","0.919998985176635","0.912755030578392","0.927242939774879"
"Never","1988","no migration background","Rural Area","1486","0.911054381512486","0.897272990831583","0.924835772193389"
"Never","1988","direct migration background","Urban Area","2260","0.951233340097237","0.94249552797201","0.959971152222465"
"Never","1988","direct migration background","Rural Area","318","0.949822795533978","0.926375082016115","0.973270509051841"
"Never","1988","indirect migration background","Urban Area","184","0.932949259765276","0.897663437915423","0.968235081615128"
"Never","1988","indirect migration background","Rural Area","26","","",""
"Daily","1989","no migration background","Urban Area","","","",""
"Daily","1989","no migration background","Rural Area","","","",""
"Daily","1989","direct migration background","Urban Area","","","",""
"Daily","1989","direct migration background","Rural Area","","","",""
"Daily","1989","indirect migration background","Urban Area","","","",""
"Daily","1989","indirect migration background","Rural Area","","","",""
"Min 1x per week","1989","no migration background","Urban Area","","","",""
"Min 1x per week","1989","no migration background","Rural Area","","","",""
"Min 1x per week","1989","direct migration background","Urban Area","","","",""
"Min 1x per week","1989","direct migration background","Rural Area","","","",""
"Min 1x per week","1989","indirect migration background","Urban Area","","","",""
"Min 1x per week","1989","indirect migration background","Rural Area","","","",""
"Min 1x per month","1989","no migration background","Urban Area","","","",""
"Min 1x per month","1989","no migration background","Rural Area","","","",""
"Min 1x per month","1989","direct migration background","Urban Area","","","",""
"Min 1x per month","1989","direct migration background","Rural Area","","","",""
"Min 1x per month","1989","indirect migration background","Urban Area","","","",""
"Min 1x per month","1989","indirect migration background","Rural Area","","","",""
"Rarely","1989","no migration background","Urban Area","","","",""
"Rarely","1989","no migration background","Rural Area","","","",""
"Rarely","1989","direct migration background","Urban Area","","","",""
"Rarely","1989","direct migration background","Rural Area","","","",""
"Rarely","1989","indirect migration background","Urban Area","","","",""
"Rarely","1989","indirect migration background","Rural Area","","","",""
"Never","1989","no migration background","Urban Area","","","",""
"Never","1989","no migration background","Rural Area","","","",""
"Never","1989","direct migration background","Urban Area","","","",""
"Never","1989","direct migration background","Rural Area","","","",""
"Never","1989","indirect migration background","Urban Area","","","",""
"Never","1989","indirect migration background","Rural Area","","","",""
"Daily","1990","no migration background","Urban Area","17","","",""
"Daily","1990","no migration background","Rural Area","3","","",""
"Daily","1990","direct migration background","Urban Area","3","","",""
"Daily","1990","direct migration background","Rural Area","1","","",""
"Daily","1990","indirect migration background","Urban Area","","","",""
"Daily","1990","indirect migration background","Rural Area","","","",""
"Min 1x per week","1990","no migration background","Urban Area","67","0.00951277074633662","0.00715951014019377","0.0118660313524795"
"Min 1x per week","1990","no migration background","Rural Area","86","0.0183848142819033","0.0143229975456656","0.0224466310181411"
"Min 1x per week","1990","direct migration background","Urban Area","10","","",""
"Min 1x per week","1990","direct migration background","Rural Area","7","","",""
"Min 1x per week","1990","indirect migration background","Urban Area","","","",""
"Min 1x per week","1990","indirect migration background","Rural Area","","","",""
"Min 1x per month","1990","no migration background","Urban Area","198","0.0289688060424192","0.0249027444025159","0.0330348676823225"
"Min 1x per month","1990","no migration background","Rural Area","195","0.0402506594251585","0.0343079365548464","0.0461933822954706"
"Min 1x per month","1990","direct migration background","Urban Area","31","0.0155560118104791","0.01045854370101","0.0206534799199483"
"Min 1x per month","1990","direct migration background","Rural Area","8","","",""
"Min 1x per month","1990","indirect migration background","Urban Area","2","","",""
"Min 1x per month","1990","indirect migration background","Rural Area","1","","",""
"Rarely","1990","no migration background","Urban Area","830","0.129677422194325","0.121532923112432","0.137821921276218"
"Rarely","1990","no migration background","Rural Area","544","0.131190151098538","0.120982329980729","0.141397972216347"
"Rarely","1990","direct migration background","Urban Area","130","0.0735671420356992","0.0628134202352322","0.0843208638361662"
"Rarely","1990","direct migration background","Rural Area","23","","",""
"Rarely","1990","indirect migration background","Urban Area","19","","",""
"Rarely","1990","indirect migration background","Rural Area","","","",""
"Never","1990","no migration background","Urban Area","5424","0.829212135288594","0.820088804989268","0.83833546558792"
"Never","1990","no migration background","Rural Area","3374","0.808975573729714","0.797089669590371","0.820861477869057"
"Never","1990","direct migration background","Urban Area","2090","0.903352098742346","0.89118086445064","0.915523333034053"
"Never","1990","direct migration background","Rural Area","365","0.865112121777101","0.831801704832178","0.898422538722023"
"Never","1990","indirect migration background","Urban Area","236","0.928222452869955","0.896665005211501","0.95977990052841"
"Never","1990","indirect migration background","Rural Area","37","0.989269534042364","0.956511117528216","1.02202795055651"
"Daily","1991","no migration background","Urban Area","","","",""
"Daily","1991","no migration background","Rural Area","","","",""
"Daily","1991","direct migration background","Urban Area","","","",""
"Daily","1991","direct migration background","Rural Area","","","",""
"Daily","1991","indirect migration background","Urban Area","","","",""
"Daily","1991","indirect migration background","Rural Area","","","",""
"Min 1x per week","1991","no migration background","Urban Area","","","",""
"Min 1x per week","1991","no migration background","Rural Area","","","",""
"Min 1x per week","1991","direct migration background","Urban Area","","","",""
"Min 1x per week","1991","direct migration background","Rural Area","","","",""
"Min 1x per week","1991","indirect migration background","Urban Area","","","",""
"Min 1x per week","1991","indirect migration background","Rural Area","","","",""
"Min 1x per month","1991","no migration background","Urban Area","","","",""
"Min 1x per month","1991","no migration background","Rural Area","","","",""
"Min 1x per month","1991","direct migration background","Urban Area","","","",""
"Min 1x per month","1991","direct migration background","Rural Area","","","",""
"Min 1x per month","1991","indirect migration background","Urban Area","","","",""
"Min 1x per month","1991","indirect migration background","Rural Area","","","",""
"Rarely","1991","no migration background","Urban Area","","","",""
"Rarely","1991","no migration background","Rural Area","","","",""
"Rarely","1991","direct migration background","Urban Area","","","",""
"Rarely","1991","direct migration background","Rural Area","","","",""
"Rarely","1991","indirect migration background","Urban Area","","","",""
"Rarely","1991","indirect migration background","Rural Area","","","",""
"Never","1991","no migration background","Urban Area","","","",""
"Never","1991","no migration background","Rural Area","","","",""
"Never","1991","direct migration background","Urban Area","","","",""
"Never","1991","direct migration background","Rural Area","","","",""
"Never","1991","indirect migration background","Urban Area","","","",""
"Never","1991","indirect migration background","Rural Area","","","",""
"Daily","1992","no migration background","Urban Area","","","",""
"Daily","1992","no migration background","Rural Area","","","",""
"Daily","1992","direct migration background","Urban Area","","","",""
"Daily","1992","direct migration background","Rural Area","","","",""
"Daily","1992","indirect migration background","Urban Area","","","",""
"Daily","1992","indirect migration background","Rural Area","","","",""
"Min 1x per week","1992","no migration background","Urban Area","51","0.0075624248306749","0.00540912321097404","0.00971572645037576"
"Min 1x per week","1992","no migration background","Rural Area","51","0.011673132215779","0.00831116345950205","0.0150351009720559"
"Min 1x per week","1992","direct migration background","Urban Area","5","","",""
"Min 1x per week","1992","direct migration background","Rural Area","3","","",""
"Min 1x per week","1992","indirect migration background","Urban Area","","","",""
"Min 1x per week","1992","indirect migration background","Rural Area","","","",""
"Min 1x per month","1992","no migration background","Urban Area","111","0.0190480802923438","0.0156504806723348","0.0224456799123527"
"Min 1x per month","1992","no migration background","Rural Area","106","0.0271173566173735","0.0220333796556438","0.0322013335791031"
"Min 1x per month","1992","direct migration background","Urban Area","7","","",""
"Min 1x per month","1992","direct migration background","Rural Area","4","","",""
"Min 1x per month","1992","indirect migration background","Urban Area","3","","",""
"Min 1x per month","1992","indirect migration background","Rural Area","","","",""
"Rarely","1992","no migration background","Urban Area","341","0.0565488471299819","0.0508077575997945","0.0622899366601693"
"Rarely","1992","no migration background","Rural Area","268","0.0667630966572805","0.0589501680118923","0.0745760253026687"
"Rarely","1992","direct migration background","Urban Area","75","0.0414762948436792","0.0329947590465415","0.0499578306408169"
"Rarely","1992","direct migration background","Rural Area","20","","",""
"Rarely","1992","indirect migration background","Urban Area","18","","",""
"Rarely","1992","indirect migration background","Rural Area","4","","",""
"Never","1992","no migration background","Urban Area","5715","0.916840647746999","0.909977470567701","0.923703824926298"
"Never","1992","no migration background","Rural Area","3496","0.894446414509567","0.88482888940287","0.904063939616264"
"Never","1992","direct migration background","Urban Area","2036","0.952971209838407","0.943965978223735","0.961976441453078"
"Never","1992","direct migration background","Rural Area","367","0.925105296367274","0.899114408409905","0.951096184324643"
"Never","1992","indirect migration background","Urban Area","327","0.918526869426968","0.889785225565598","0.947268513288338"
"Never","1992","indirect migration background","Rural Area","50","0.874028803909669","0.78552749166721","0.962530116152128"
"Daily","1993","no migration background","Urban Area","","","",""
"Daily","1993","no migration background","Rural Area","","","",""
"Daily","1993","direct migration background","Urban Area","","","",""
"Daily","1993","direct migration background","Rural Area","","","",""
"Daily","1993","indirect migration background","Urban Area","","","",""
"Daily","1993","indirect migration background","Rural Area","","","",""
"Min 1x per week","1993","no migration background","Urban Area","","","",""
"Min 1x per week","1993","no migration background","Rural Area","","","",""
"Min 1x per week","1993","direct migration background","Urban Area","","","",""
"Min 1x per week","1993","direct migration background","Rural Area","","","",""
"Min 1x per week","1993","indirect migration background","Urban Area","","","",""
"Min 1x per week","1993","indirect migration background","Rural Area","","","",""
"Min 1x per month","1993","no migration background","Urban Area","","","",""
"Min 1x per month","1993","no migration background","Rural Area","","","",""
"Min 1x per month","1993","direct migration background","Urban Area","","","",""
"Min 1x per month","1993","direct migration background","Rural Area","","","",""
"Min 1x per month","1993","indirect migration background","Urban Area","","","",""
"Min 1x per month","1993","indirect migration background","Rural Area","","","",""
"Rarely","1993","no migration background","Urban Area","","","",""
"Rarely","1993","no migration background","Rural Area","","","",""
"Rarely","1993","direct migration background","Urban Area","","","",""
"Rarely","1993","direct migration background","Rural Area","","","",""
"Rarely","1993","indirect migration background","Urban Area","","","",""
"Rarely","1993","indirect migration background","Rural Area","","","",""
"Never","1993","no migration background","Urban Area","","","",""
"Never","1993","no migration background","Rural Area","","","",""
"Never","1993","direct migration background","Urban Area","","","",""
"Never","1993","direct migration background","Rural Area","","","",""
"Never","1993","indirect migration background","Urban Area","","","",""
"Never","1993","indirect migration background","Rural Area","","","",""
"Daily","1994","no migration background","Urban Area","","","",""
"Daily","1994","no migration background","Rural Area","","","",""
"Daily","1994","direct migration background","Urban Area","","","",""
"Daily","1994","direct migration background","Rural Area","","","",""
"Daily","1994","indirect migration background","Urban Area","","","",""
"Daily","1994","indirect migration background","Rural Area","","","",""
"Min 1x per week","1994","no migration background","Urban Area","47","0.00747242471125925","0.0053165678690254","0.00962828155349311"
"Min 1x per week","1994","no migration background","Rural Area","47","0.0105242798885958","0.0072882302463803","0.0137603295308112"
"Min 1x per week","1994","direct migration background","Urban Area","8","","",""
"Min 1x per week","1994","direct migration background","Rural Area","4","","",""
"Min 1x per week","1994","indirect migration background","Urban Area","","","",""
"Min 1x per week","1994","indirect migration background","Rural Area","","","",""
"Min 1x per month","1994","no migration background","Urban Area","97","0.0152681069703752","0.0121985941424159","0.0183376197983344"
"Min 1x per month","1994","no migration background","Rural Area","91","0.020971389347318","0.0164275004593209","0.0255152782353151"
"Min 1x per month","1994","direct migration background","Urban Area","13","","",""
"Min 1x per month","1994","direct migration background","Rural Area","4","","",""
"Min 1x per month","1994","indirect migration background","Urban Area","5","","",""
"Min 1x per month","1994","indirect migration background","Rural Area","","","",""
"Rarely","1994","no migration background","Urban Area","375","0.0634999139766916","0.0573952982237917","0.0696045297295915"
"Rarely","1994","no migration background","Rural Area","278","0.0800535492281233","0.07144781401341","0.0886592844428366"
"Rarely","1994","direct migration background","Urban Area","87","0.0449677582425611","0.0358259069531071","0.0541096095320151"
"Rarely","1994","direct migration background","Rural Area","20","","",""
"Rarely","1994","indirect migration background","Urban Area","17","","",""
"Rarely","1994","indirect migration background","Rural Area","6","","",""
"Never","1994","no migration background","Urban Area","5611","0.913759554341674","0.906732241055837","0.92078686762751"
"Never","1994","no migration background","Rural Area","3404","0.888450781535963","0.878467659906711","0.898433903165215"
"Never","1994","direct migration background","Urban Area","1866","0.946018268779396","0.936049358606313","0.95598717895248"
"Never","1994","direct migration background","Rural Area","344","0.920609493685","0.893136965253184","0.948082022116816"
"Never","1994","indirect migration background","Urban Area","399","0.929996551479726","0.905623638966575","0.954369463992876"
"Never","1994","indirect migration background","Rural Area","63","0.894880167224818","0.822511876033959","0.967248458415677"
"Daily","1995","no migration background","Urban Area","11","","",""
"Daily","1995","no migration background","Rural Area","10","","",""
"Daily","1995","direct migration background","Urban Area","4","","",""
"Daily","1995","direct migration background","Rural Area","1","","",""
"Daily","1995","indirect migration background","Urban Area","1","","",""
"Daily","1995","indirect migration background","Rural Area","","","",""
"Min 1x per week","1995","no migration background","Urban Area","63","0.00892719034843483","0.00655838441416348","0.0112959962827062"
"Min 1x per week","1995","no migration background","Rural Area","43","0.0107349743753319","0.00750404364368629","0.0139659051069774"
"Min 1x per week","1995","direct migration background","Urban Area","13","","",""
"Min 1x per week","1995","direct migration background","Rural Area","3","","",""
"Min 1x per week","1995","indirect migration background","Urban Area","1","","",""
"Min 1x per week","1995","indirect migration background","Rural Area","","","",""
"Min 1x per month","1995","no migration background","Urban Area","111","0.0184174507316287","0.015031368685897","0.0218035327773605"
"Min 1x per month","1995","no migration background","Rural Area","99","0.0274841005623476","0.0223583209060771","0.0326098802186181"
"Min 1x per month","1995","direct migration background","Urban Area","20","","",""
"Min 1x per month","1995","direct migration background","Rural Area","7","","",""
"Min 1x per month","1995","indirect migration background","Urban Area","4","","",""
"Min 1x per month","1995","indirect migration background","Rural Area","","","",""
"Rarely","1995","no migration background","Urban Area","484","0.0840789108753875","0.0770902837059536","0.0910675380448214"
"Rarely","1995","no migration background","Rural Area","391","0.10945599023254","0.0996674422504235","0.119244538214657"
"Rarely","1995","direct migration background","Urban Area","96","0.0415829659070755","0.0334717699717668","0.0496941618423842"
"Rarely","1995","direct migration background","Rural Area","24","","",""
"Rarely","1995","indirect migration background","Urban Area","20","","",""
"Rarely","1995","indirect migration background","Rural Area","5","","",""
"Never","1995","no migration background","Urban Area","5388","0.88697871136334","0.879005082273037","0.894952340453643"
"Never","1995","no migration background","Rural Area","3365","0.849625599260112","0.838419058813072","0.860832139707153"
"Never","1995","direct migration background","Urban Area","2194","0.93732813798079","0.927480501111951","0.94717577484963"
"Never","1995","direct migration background","Rural Area","427","0.905400236862847","0.878713687035012","0.932086786690682"
"Never","1995","indirect migration background","Urban Area","411","0.918845967407128","0.893243384456954","0.944448550357301"
"Never","1995","indirect migration background","Rural Area","70","0.774862769349838","0.680336282708575","0.869389255991101"
"Daily","1996","no migration background","Urban Area","","","",""
"Daily","1996","no migration background","Rural Area","","","",""
"Daily","1996","direct migration background","Urban Area","","","",""
"Daily","1996","direct migration background","Rural Area","","","",""
"Daily","1996","indirect migration background","Urban Area","","","",""
"Daily","1996","indirect migration background","Rural Area","","","",""
"Min 1x per week","1996","no migration background","Urban Area","50","0.00664244992645625","0.00458947652687769","0.00869542332603481"
"Min 1x per week","1996","no migration background","Rural Area","42","0.0107024932758008","0.00746436431896927","0.0139406222326323"
"Min 1x per week","1996","direct migration background","Urban Area","6","","",""
"Min 1x per week","1996","direct migration background","Rural Area","3","","",""
"Min 1x per week","1996","indirect migration background","Urban Area","2","","",""
"Min 1x per week","1996","indirect migration background","Rural Area","","","",""
"Min 1x per month","1996","no migration background","Urban Area","103","0.0160532309924525","0.0128768440023873","0.0192296179825176"
"Min 1x per month","1996","no migration background","Rural Area","69","0.0182337809942638","0.0140233106711634","0.0224442513173642"
"Min 1x per month","1996","direct migration background","Urban Area","9","","",""
"Min 1x per month","1996","direct migration background","Rural Area","4","","",""
"Min 1x per month","1996","indirect migration background","Urban Area","1","","",""
"Min 1x per month","1996","indirect migration background","Rural Area","1","","",""
"Rarely","1996","no migration background","Urban Area","474","0.0866498870267189","0.0795398964855542","0.0937598775678837"
"Rarely","1996","no migration background","Rural Area","368","0.105879364519613","0.0961967660289215","0.115561963010305"
"Rarely","1996","direct migration background","Urban Area","92","0.0522359051467166","0.0428591080274392","0.0616127022659941"
"Rarely","1996","direct migration background","Rural Area","26","","",""
"Rarely","1996","indirect migration background","Urban Area","28","","",""
"Rarely","1996","indirect migration background","Rural Area","5","","",""
"Never","1996","no migration background","Urban Area","5387","0.890654432054372","0.882767255036073","0.898541609072672"
"Never","1996","no migration background","Rural Area","3400","0.865184361210322","0.854436732161415","0.87593199025923"
"Never","1996","direct migration background","Urban Area","2056","0.940656934611375","0.930700119330588","0.950613749892162"
"Never","1996","direct migration background","Rural Area","411","0.871105622970357","0.839937618288732","0.902273627651982"
"Never","1996","indirect migration background","Urban Area","428","0.938103772693296","0.916059322131715","0.960148223254877"
"Never","1996","indirect migration background","Rural Area","81","0.78933388248061","0.703646636792696","0.875021128168524"
"Daily","1997","no migration background","Urban Area","","","",""
"Daily","1997","no migration background","Rural Area","","","",""
"Daily","1997","direct migration background","Urban Area","","","",""
"Daily","1997","direct migration background","Rural Area","","","",""
"Daily","1997","indirect migration background","Urban Area","","","",""
"Daily","1997","indirect migration background","Rural Area","","","",""
"Min 1x per week","1997","no migration background","Urban Area","48","0.00854832300064833","0.00620380558886579","0.0108928404124309"
"Min 1x per week","1997","no migration background","Rural Area","33","0.00892206767649566","0.00594087936847566","0.0119032559845157"
"Min 1x per week","1997","direct migration background","Urban Area","8","","",""
"Min 1x per week","1997","direct migration background","Rural Area","3","","",""
"Min 1x per week","1997","indirect migration background","Urban Area","2","","",""
"Min 1x per week","1997","indirect migration background","Rural Area","","","",""
"Min 1x per month","1997","no migration background","Urban Area","117","0.0182434999969318","0.0148352362283624","0.0216517637655011"
"Min 1x per month","1997","no migration background","Rural Area","70","0.0190702672165941","0.0147341592415388","0.0234063751916494"
"Min 1x per month","1997","direct migration background","Urban Area","15","","",""
"Min 1x per month","1997","direct migration background","Rural Area","5","","",""
"Min 1x per month","1997","indirect migration background","Urban Area","7","","",""
"Min 1x per month","1997","indirect migration background","Rural Area","1","","",""
"Rarely","1997","no migration background","Urban Area","370","0.0685561071212195","0.0621206611457562","0.0749915530966827"
"Rarely","1997","no migration background","Rural Area","302","0.0856777171791625","0.0768043930704301","0.094551041287895"
"Rarely","1997","direct migration background","Urban Area","71","0.0459441935625377","0.0368833743152704","0.055005012809805"
"Rarely","1997","direct migration background","Rural Area","24","","",""
"Rarely","1997","indirect migration background","Urban Area","16","","",""
"Rarely","1997","indirect migration background","Rural Area","3","","",""
"Never","1997","no migration background","Urban Area","5388","0.904652069881201","0.89717255122016","0.912131588542241"
"Never","1997","no migration background","Rural Area","3417","0.886329947927748","0.87626704018602","0.896392855669475"
"Never","1997","direct migration background","Urban Area","1957","0.942958949266739","0.932921914867404","0.952995983666074"
"Never","1997","direct migration background","Rural Area","386","0.892931597769404","0.863290129880311","0.922573065658497"
"Never","1997","indirect migration background","Urban Area","463","0.939759752052937","0.918649667346261","0.960869836759613"
"Never","1997","indirect migration background","Rural Area","80","0.873539975120506","0.802463403494117","0.944616546746895"
"Daily","1998","no migration background","Urban Area","11","","",""
"Daily","1998","no migration background","Rural Area","5","","",""
"Daily","1998","direct migration background","Urban Area","","","",""
"Daily","1998","direct migration background","Rural Area","","","",""
"Daily","1998","indirect migration background","Urban Area","","","",""
"Daily","1998","indirect migration background","Rural Area","","","",""
"Min 1x per week","1998","no migration background","Urban Area","62","0.00853988233636546","0.00636242526738014","0.0107173394053508"
"Min 1x per week","1998","no migration background","Rural Area","23","","",""
"Min 1x per week","1998","direct migration background","Urban Area","8","","",""
"Min 1x per week","1998","direct migration background","Rural Area","2","","",""
"Min 1x per week","1998","indirect migration background","Urban Area","3","","",""
"Min 1x per week","1998","indirect migration background","Rural Area","","","",""
"Min 1x per month","1998","no migration background","Urban Area","119","0.0157205568718054","0.0127769540970776","0.0186641596465332"
"Min 1x per month","1998","no migration background","Rural Area","91","0.0201389552608985","0.0159706818388672","0.0243072286829297"
"Min 1x per month","1998","direct migration background","Urban Area","26","","",""
"Min 1x per month","1998","direct migration background","Rural Area","7","","",""
"Min 1x per month","1998","indirect migration background","Urban Area","5","","",""
"Min 1x per month","1998","indirect migration background","Rural Area","1","","",""
"Rarely","1998","no migration background","Urban Area","645","0.103203643286384","0.0960045058389571","0.11040278073381"
"Rarely","1998","no migration background","Rural Area","472","0.117043683372806","0.107504766069181","0.126582600676431"
"Rarely","1998","direct migration background","Urban Area","131","0.0697635264314356","0.0586072694154658","0.0809197834474053"
"Rarely","1998","direct migration background","Rural Area","33","0.100891895206862","0.0716311769313421","0.130152613482382"
