"pli0097_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","(0) in school","Male","","","",""
"Min 1x per month","1985","(0) in school","Female","","","",""
"Min 1x per month","1985","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1985","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1985","(1b) general elementary school","Male","","","",""
"Min 1x per month","1985","(1b) general elementary school","Female","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","Male","56","0.0271619420945981","0.020413652021461","0.0339102321677352"
"Min 1x per month","1985","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","Female","","","",""
"Rarely","1985","(0) in school","Male","","","",""
"Rarely","1985","(0) in school","Female","","","",""
"Rarely","1985","(1a) inadequately completed","Male","","","",""
"Rarely","1985","(1a) inadequately completed","Female","","","",""
"Rarely","1985","(1b) general elementary school","Male","","","",""
"Rarely","1985","(1b) general elementary school","Female","30","0.0175456067435374","0.0113534446375924","0.0237377688494824"
"Rarely","1985","(1c) basic vocational qualification","Male","116","0.0530635655719798","0.0437578090667756","0.0623693220771841"
"Rarely","1985","(1c) basic vocational qualification","Female","38","0.0244066329791924","0.0167222192935341","0.0320910466648507"
"Rarely","1985","(2b) intermediate general qualification","Male","","","",""
"Rarely","1985","(2b) intermediate general qualification","Female","","","",""
"Rarely","1985","(2a) intermediate vocational","Male","50","0.0912669342262999","0.0676455723248314","0.114888296127769"
"Rarely","1985","(2a) intermediate vocational","Female","39","0.0479658781158463","0.0327330812679859","0.0631986749637068"
"Rarely","1985","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1985","(3a) lower tertiary education","Male","","","",""
"Rarely","1985","(3a) lower tertiary education","Female","","","",""
"Rarely","1985","(3b) higher tertiary education","Male","44","0.142516937790627","0.104913715208023","0.18012016037323"
"Rarely","1985","(3b) higher tertiary education","Female","","","",""
"Never","1985","(0) in school","Male","102","0.90069004799033","0.845052155664091","0.956327940316569"
"Never","1985","(0) in school","Female","72","0.956574653114239","0.910448361325867","1.00270094490261"
"Never","1985","(1a) inadequately completed","Male","385","0.97243532593667","0.956350611707662","0.988520040165678"
"Never","1985","(1a) inadequately completed","Female","504","0.980797763747292","0.968875606719041","0.992719920775543"
"Never","1985","(1b) general elementary school","Male","833","0.959214932050121","0.946018660200171","0.97241120390007"
"Never","1985","(1b) general elementary school","Female","1686","0.975554229281539","0.968270907507654","0.982837551055425"
"Never","1985","(1c) basic vocational qualification","Male","2031","0.90879605973233","0.896844266388852","0.920747853075808"
"Never","1985","(1c) basic vocational qualification","Female","1490","0.963127349037853","0.953742734893539","0.972511963182167"
"Never","1985","(2b) intermediate general qualification","Male","154","0.856669369012883","0.80519225207214","0.908146485953626"
"Never","1985","(2b) intermediate general qualification","Female","265","0.903832963195479","0.870017614465643","0.937648311925316"
"Never","1985","(2a) intermediate vocational","Male","494","0.860297395046202","0.831862175029161","0.888732615063243"
"Never","1985","(2a) intermediate vocational","Female","702","0.932323135745107","0.914417467324133","0.950228804166082"
"Never","1985","(2c_gen) general maturity certificate","Male","184","0.822567128470353","0.771381985582055","0.87375227135865"
"Never","1985","(2c_gen) general maturity certificate","Female","135","0.816658181854016","0.757072555436779","0.876243808271252"
"Never","1985","(2c_voc) vocational maturity certificate","Male","210","0.846233134626145","0.801155934682284","0.891310334570007"
"Never","1985","(2c_voc) vocational maturity certificate","Female","130","0.797395331076899","0.734722239787124","0.860068422366673"
"Never","1985","(3a) lower tertiary education","Male","141","0.808141631964989","0.749968041358232","0.866315222571746"
"Never","1985","(3a) lower tertiary education","Female","61","0.862988005875378","0.78243518667489","0.943540825075867"
"Never","1985","(3b) higher tertiary education","Male","253","0.749330464539003","0.702711081473777","0.795949847604228"
"Never","1985","(3b) higher tertiary education","Female","142","0.845002462403068","0.790759746981115","0.899245177825021"
"Daily","1986","(0) in school","Male","","","",""
"Daily","1986","(0) in school","Female","","","",""
"Daily","1986","(1a) inadequately completed","Male","","","",""
"Daily","1986","(1a) inadequately completed","Female","","","",""
"Daily","1986","(1b) general elementary school","Male","","","",""
"Daily","1986","(1b) general elementary school","Female","","","",""
"Daily","1986","(1c) basic vocational qualification","Male","","","",""
"Daily","1986","(1c) basic vocational qualification","Female","","","",""
"Daily","1986","(2b) intermediate general qualification","Male","","","",""
"Daily","1986","(2b) intermediate general qualification","Female","","","",""
"Daily","1986","(2a) intermediate vocational","Male","","","",""
"Daily","1986","(2a) intermediate vocational","Female","","","",""
"Daily","1986","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1986","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1986","(3a) lower tertiary education","Male","","","",""
"Daily","1986","(3a) lower tertiary education","Female","","","",""
"Daily","1986","(3b) higher tertiary education","Male","","","",""
"Daily","1986","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1986","(0) in school","Male","","","",""
"Min 1x per week","1986","(0) in school","Female","","","",""
"Min 1x per week","1986","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1986","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1986","(1b) general elementary school","Male","","","",""
"Min 1x per week","1986","(1b) general elementary school","Female","","","",""
"Min 1x per week","1986","(1c) basic vocational qualification","Male","32","0.0155671572839531","0.0102850822386644","0.0208492323292419"
"Min 1x per week","1986","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1986","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1986","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1986","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1986","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1986","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1986","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1986","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1986","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1986","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1986","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1986","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1986","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1986","(0) in school","Male","","","",""
"Min 1x per month","1986","(0) in school","Female","","","",""
"Min 1x per month","1986","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1986","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1986","(1b) general elementary school","Male","","","",""
"Min 1x per month","1986","(1b) general elementary school","Female","","","",""
"Min 1x per month","1986","(1c) basic vocational qualification","Male","56","0.0288489286398478","0.0217070066048561","0.0359908506748395"
"Min 1x per month","1986","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1986","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1986","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1986","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1986","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1986","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1986","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1986","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1986","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1986","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1986","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1986","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1986","(3b) higher tertiary education","Female","","","",""
"Rarely","1986","(0) in school","Male","","","",""
"Rarely","1986","(0) in school","Female","","","",""
"Rarely","1986","(1a) inadequately completed","Male","","","",""
"Rarely","1986","(1a) inadequately completed","Female","","","",""
"Rarely","1986","(1b) general elementary school","Male","","","",""
"Rarely","1986","(1b) general elementary school","Female","32","0.0179117209875912","0.011425089255425","0.0243983527197575"
"Rarely","1986","(1c) basic vocational qualification","Male","107","0.0546713297913947","0.0449711876807097","0.0643714719020796"
"Rarely","1986","(1c) basic vocational qualification","Female","37","0.0223706004634863","0.014800405696348","0.0299407952306246"
"Rarely","1986","(2b) intermediate general qualification","Male","","","",""
"Rarely","1986","(2b) intermediate general qualification","Female","","","",""
"Rarely","1986","(2a) intermediate vocational","Male","49","0.0898759145362029","0.0662302296122591","0.113521599460147"
"Rarely","1986","(2a) intermediate vocational","Female","38","0.0460436472248592","0.0309740100789334","0.0611132843707849"
"Rarely","1986","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1986","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1986","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1986","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1986","(3a) lower tertiary education","Male","","","",""
"Rarely","1986","(3a) lower tertiary education","Female","","","",""
"Rarely","1986","(3b) higher tertiary education","Male","41","0.14405835631959","0.105763703577415","0.182353009061765"
"Rarely","1986","(3b) higher tertiary education","Female","","","",""
"Never","1986","(0) in school","Male","106","0.95047353558672","0.910291886448208","0.990655184725232"
"Never","1986","(0) in school","Female","71","0.953325409863545","0.904936314630369","1.00171450509672"
"Never","1986","(1a) inadequately completed","Male","357","0.970535853621928","0.953281939521869","0.987789767721987"
"Never","1986","(1a) inadequately completed","Female","470","0.991519596425115","0.983273276163591","0.999765916686639"
"Never","1986","(1b) general elementary school","Male","810","0.943769394989645","0.928255326339776","0.959283463639514"
"Never","1986","(1b) general elementary school","Female","1560","0.971491869799604","0.963352715672599","0.97963102392661"
"Never","1986","(1c) basic vocational qualification","Male","1915","0.900912584284804","0.888164132642059","0.91366103592755"
"Never","1986","(1c) basic vocational qualification","Female","1408","0.964161233207988","0.954645714504868","0.973676751911109"
"Never","1986","(2b) intermediate general qualification","Male","156","0.870650384916083","0.821071560406547","0.920229209425619"
"Never","1986","(2b) intermediate general qualification","Female","265","0.945154053301637","0.918627645467591","0.971680461135684"
"Never","1986","(2a) intermediate vocational","Male","499","0.884693522771127","0.858287486890293","0.91109955865196"
"Never","1986","(2a) intermediate vocational","Female","697","0.943294317505705","0.926664381263343","0.959924253748067"
"Never","1986","(2c_gen) general maturity certificate","Male","199","0.831710694183257","0.783569318006844","0.87985207035967"
"Never","1986","(2c_gen) general maturity certificate","Female","145","0.822117389434149","0.764967218718207","0.879267560150091"
"Never","1986","(2c_voc) vocational maturity certificate","Male","211","0.861921874978557","0.81827643637562","0.905567313581494"
"Never","1986","(2c_voc) vocational maturity certificate","Female","146","0.82003002590125","0.762450916894155","0.877609134908345"
"Never","1986","(3a) lower tertiary education","Male","142","0.818261239521454","0.761289231380912","0.875233247661996"
"Never","1986","(3a) lower tertiary education","Female","63","0.901491472634723","0.831681608001607","0.971301337267838"
"Never","1986","(3b) higher tertiary education","Male","253","0.765926195892781","0.719750154561595","0.812102237223967"
"Never","1986","(3b) higher tertiary education","Female","146","0.842729744308665","0.788636762174362","0.896822726442969"
"Daily","1987","(0) in school","Male","","","",""
"Daily","1987","(0) in school","Female","","","",""
"Daily","1987","(1a) inadequately completed","Male","","","",""
"Daily","1987","(1a) inadequately completed","Female","","","",""
"Daily","1987","(1b) general elementary school","Male","","","",""
"Daily","1987","(1b) general elementary school","Female","","","",""
"Daily","1987","(1c) basic vocational qualification","Male","","","",""
"Daily","1987","(1c) basic vocational qualification","Female","","","",""
"Daily","1987","(2b) intermediate general qualification","Male","","","",""
"Daily","1987","(2b) intermediate general qualification","Female","","","",""
"Daily","1987","(2a) intermediate vocational","Male","","","",""
"Daily","1987","(2a) intermediate vocational","Female","","","",""
"Daily","1987","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1987","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1987","(3a) lower tertiary education","Male","","","",""
"Daily","1987","(3a) lower tertiary education","Female","","","",""
"Daily","1987","(3b) higher tertiary education","Male","","","",""
"Daily","1987","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1987","(0) in school","Male","","","",""
"Min 1x per week","1987","(0) in school","Female","","","",""
"Min 1x per week","1987","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1987","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1987","(1b) general elementary school","Male","","","",""
"Min 1x per week","1987","(1b) general elementary school","Female","","","",""
"Min 1x per week","1987","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1987","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1987","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1987","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1987","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1987","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1987","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1987","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1987","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1987","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1987","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1987","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1987","(0) in school","Male","","","",""
"Min 1x per month","1987","(0) in school","Female","","","",""
"Min 1x per month","1987","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1987","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1987","(1b) general elementary school","Male","","","",""
"Min 1x per month","1987","(1b) general elementary school","Female","","","",""
"Min 1x per month","1987","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1987","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1987","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1987","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1987","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1987","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1987","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1987","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1987","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1987","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1987","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1987","(3b) higher tertiary education","Female","","","",""
"Rarely","1987","(0) in school","Male","","","",""
"Rarely","1987","(0) in school","Female","","","",""
"Rarely","1987","(1a) inadequately completed","Male","","","",""
"Rarely","1987","(1a) inadequately completed","Female","","","",""
"Rarely","1987","(1b) general elementary school","Male","","","",""
"Rarely","1987","(1b) general elementary school","Female","","","",""
"Rarely","1987","(1c) basic vocational qualification","Male","","","",""
"Rarely","1987","(1c) basic vocational qualification","Female","","","",""
"Rarely","1987","(2b) intermediate general qualification","Male","","","",""
"Rarely","1987","(2b) intermediate general qualification","Female","","","",""
"Rarely","1987","(2a) intermediate vocational","Male","","","",""
"Rarely","1987","(2a) intermediate vocational","Female","","","",""
"Rarely","1987","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1987","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1987","(3a) lower tertiary education","Male","","","",""
"Rarely","1987","(3a) lower tertiary education","Female","","","",""
"Rarely","1987","(3b) higher tertiary education","Male","","","",""
"Rarely","1987","(3b) higher tertiary education","Female","","","",""
"Never","1987","(0) in school","Male","","","",""
"Never","1987","(0) in school","Female","","","",""
"Never","1987","(1a) inadequately completed","Male","","","",""
"Never","1987","(1a) inadequately completed","Female","","","",""
"Never","1987","(1b) general elementary school","Male","","","",""
"Never","1987","(1b) general elementary school","Female","","","",""
"Never","1987","(1c) basic vocational qualification","Male","","","",""
"Never","1987","(1c) basic vocational qualification","Female","","","",""
"Never","1987","(2b) intermediate general qualification","Male","","","",""
"Never","1987","(2b) intermediate general qualification","Female","","","",""
"Never","1987","(2a) intermediate vocational","Male","","","",""
"Never","1987","(2a) intermediate vocational","Female","","","",""
"Never","1987","(2c_gen) general maturity certificate","Male","","","",""
"Never","1987","(2c_gen) general maturity certificate","Female","","","",""
"Never","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1987","(3a) lower tertiary education","Male","","","",""
"Never","1987","(3a) lower tertiary education","Female","","","",""
"Never","1987","(3b) higher tertiary education","Male","","","",""
"Never","1987","(3b) higher tertiary education","Female","","","",""
"Daily","1988","(0) in school","Male","","","",""
"Daily","1988","(0) in school","Female","","","",""
"Daily","1988","(1a) inadequately completed","Male","","","",""
"Daily","1988","(1a) inadequately completed","Female","","","",""
"Daily","1988","(1b) general elementary school","Male","","","",""
"Daily","1988","(1b) general elementary school","Female","","","",""
"Daily","1988","(1c) basic vocational qualification","Male","","","",""
"Daily","1988","(1c) basic vocational qualification","Female","","","",""
"Daily","1988","(2b) intermediate general qualification","Male","","","",""
"Daily","1988","(2b) intermediate general qualification","Female","","","",""
"Daily","1988","(2a) intermediate vocational","Male","","","",""
"Daily","1988","(2a) intermediate vocational","Female","","","",""
"Daily","1988","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1988","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1988","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1988","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1988","(3a) lower tertiary education","Male","","","",""
"Daily","1988","(3a) lower tertiary education","Female","","","",""
"Daily","1988","(3b) higher tertiary education","Male","","","",""
"Daily","1988","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1988","(0) in school","Male","","","",""
"Min 1x per week","1988","(0) in school","Female","","","",""
"Min 1x per week","1988","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1988","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1988","(1b) general elementary school","Male","","","",""
"Min 1x per week","1988","(1b) general elementary school","Female","","","",""
"Min 1x per week","1988","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1988","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1988","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1988","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1988","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1988","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1988","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1988","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1988","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1988","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1988","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1988","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1988","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1988","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1988","(0) in school","Male","","","",""
"Min 1x per month","1988","(0) in school","Female","","","",""
"Min 1x per month","1988","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1988","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1988","(1b) general elementary school","Male","","","",""
"Min 1x per month","1988","(1b) general elementary school","Female","","","",""
"Min 1x per month","1988","(1c) basic vocational qualification","Male","35","0.0201101134250771","0.0139393940187003","0.0262808328314539"
"Min 1x per month","1988","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1988","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1988","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1988","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1988","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1988","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1988","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1988","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1988","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1988","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1988","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1988","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1988","(3b) higher tertiary education","Female","","","",""
"Rarely","1988","(0) in school","Male","","","",""
"Rarely","1988","(0) in school","Female","","","",""
"Rarely","1988","(1a) inadequately completed","Male","","","",""
"Rarely","1988","(1a) inadequately completed","Female","","","",""
"Rarely","1988","(1b) general elementary school","Male","","","",""
"Rarely","1988","(1b) general elementary school","Female","","","",""
"Rarely","1988","(1c) basic vocational qualification","Male","107","0.059999099862445","0.0495596790772767","0.0704385206476132"
"Rarely","1988","(1c) basic vocational qualification","Female","40","0.0261622457969559","0.0177831429965516","0.0345413485973603"
"Rarely","1988","(2b) intermediate general qualification","Male","","","",""
"Rarely","1988","(2b) intermediate general qualification","Female","","","",""
"Rarely","1988","(2a) intermediate vocational","Male","53","0.109257997108478","0.0828726062734937","0.135643387943463"
"Rarely","1988","(2a) intermediate vocational","Female","34","0.0460214714323126","0.0308321297145315","0.0612108131500936"
"Rarely","1988","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1988","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1988","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1988","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1988","(3a) lower tertiary education","Male","","","",""
"Rarely","1988","(3a) lower tertiary education","Female","","","",""
"Rarely","1988","(3b) higher tertiary education","Male","61","0.202952726766756","0.157666486928737","0.248238966604775"
"Rarely","1988","(3b) higher tertiary education","Female","","","",""
"Never","1988","(0) in school","Male","85","0.952759522225712","0.908433828168548","0.997085216282876"
"Never","1988","(0) in school","Female","68","0.93061166030333","0.872318962663595","0.988904357943065"
"Never","1988","(1a) inadequately completed","Male","303","0.968583738954643","0.949196599610355","0.98797087829893"
"Never","1988","(1a) inadequately completed","Female","435","0.989681524496845","0.980239236275192","0.999123812718499"
"Never","1988","(1b) general elementary school","Male","797","0.951857692200248","0.937311949788928","0.966403434611567"
"Never","1988","(1b) general elementary school","Female","1451","0.977981274722948","0.970512680374104","0.985449869071791"
"Never","1988","(1c) basic vocational qualification","Male","1823","0.908904867964581","0.896256144420831","0.921553591508331"
"Never","1988","(1c) basic vocational qualification","Female","1343","0.966271732584005","0.956794896742226","0.975748568425784"
"Never","1988","(2b) intermediate general qualification","Male","140","0.91035936679717","0.865094497990699","0.95562423560364"
"Never","1988","(2b) intermediate general qualification","Female","261","0.957180378128365","0.933076786926311","0.981283969330418"
"Never","1988","(2a) intermediate vocational","Male","464","0.855258344517891","0.825500163856752","0.885016525179029"
"Never","1988","(2a) intermediate vocational","Female","685","0.938922910855188","0.92156315806839","0.956282663641986"
"Never","1988","(2c_gen) general maturity certificate","Male","179","0.813808608949254","0.762017028700973","0.865600189197535"
"Never","1988","(2c_gen) general maturity certificate","Female","113","0.831641765650185","0.767070609433126","0.896212921867243"
"Never","1988","(2c_voc) vocational maturity certificate","Male","195","0.90349928707198","0.864392224015976","0.942606350127984"
"Never","1988","(2c_voc) vocational maturity certificate","Female","153","0.871892832293525","0.821946668615493","0.921838995971556"
"Never","1988","(3a) lower tertiary education","Male","137","0.807368327048705","0.747556157231203","0.867180496866207"
"Never","1988","(3a) lower tertiary education","Female","58","0.901643014144899","0.829247554563705","0.974038473726092"
"Never","1988","(3b) higher tertiary education","Male","214","0.699536246684115","0.64791506617811","0.751157427190121"
"Never","1988","(3b) higher tertiary education","Female","137","0.84708439764281","0.792001673774145","0.902167121511476"
"Daily","1989","(0) in school","Male","","","",""
"Daily","1989","(0) in school","Female","","","",""
"Daily","1989","(1a) inadequately completed","Male","","","",""
"Daily","1989","(1a) inadequately completed","Female","","","",""
"Daily","1989","(1b) general elementary school","Male","","","",""
"Daily","1989","(1b) general elementary school","Female","","","",""
"Daily","1989","(1c) basic vocational qualification","Male","","","",""
