"pli0097_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","1986","higher education","Urban Area","71","0.115818692603949","0.0906903374617367","0.140947047746161"
"Rarely","1986","higher education","Rural Area","23","","",""
"Never","1986","in school","Urban Area","154","0.949781945533539","0.916047230213049","0.983516660854028"
"Never","1986","in school","Rural Area","23","","",""
"Never","1986","inadequately","Urban Area","669","0.986040055120602","0.977215306678179","0.994864803563025"
"Never","1986","inadequately","Rural Area","101","0.98600628793079","0.963538529249485","1.00847404661209"
"Never","1986","general elemantary","Urban Area","2113","0.953347651686277","0.944555111549604","0.96214019182295"
"Never","1986","general elemantary","Rural Area","650","0.962190851304845","0.947791358211677","0.976590344398012"
"Never","1986","middle vocational","Urban Area","3615","0.925360461469299","0.917108093982658","0.93361282895594"
"Never","1986","middle vocational","Rural Area","972","0.911792518517745","0.894736150582146","0.928848886453345"
"Never","1986","vocational + Abi","Urban Area","204","0.844197239766496","0.797428933857995","0.890965545674997"
"Never","1986","vocational + Abi","Rural Area","41","0.868125747250702","0.770347893643924","0.96590360085748"
"Never","1986","higher vocational","Urban Area","394","0.87566745324884","0.845349183576724","0.905985722920955"
"Never","1986","higher vocational","Rural Area","102","0.885204765416053","0.827688472218609","0.942721058613497"
"Never","1986","higher education","Urban Area","517","0.82929929511149","0.799754745551669","0.858843844671312"
"Never","1986","higher education","Rural Area","87","0.724383954452489","0.644438435210903","0.804329473694075"
"Daily","1987","in school","Urban Area","","","",""
"Daily","1987","in school","Rural Area","","","",""
"Daily","1987","inadequately","Urban Area","","","",""
"Daily","1987","inadequately","Rural Area","","","",""
"Daily","1987","general elemantary","Urban Area","","","",""
"Daily","1987","general elemantary","Rural Area","","","",""
"Daily","1987","middle vocational","Urban Area","","","",""
"Daily","1987","middle vocational","Rural Area","","","",""
"Daily","1987","vocational + Abi","Urban Area","","","",""
"Daily","1987","vocational + Abi","Rural Area","","","",""
"Daily","1987","higher vocational","Urban Area","","","",""
"Daily","1987","higher vocational","Rural Area","","","",""
"Daily","1987","higher education","Urban Area","","","",""
"Daily","1987","higher education","Rural Area","","","",""
"Min 1x per week","1987","in school","Urban Area","","","",""
"Min 1x per week","1987","in school","Rural Area","","","",""
"Min 1x per week","1987","inadequately","Urban Area","","","",""
"Min 1x per week","1987","inadequately","Rural Area","","","",""
"Min 1x per week","1987","general elemantary","Urban Area","","","",""
"Min 1x per week","1987","general elemantary","Rural Area","","","",""
"Min 1x per week","1987","middle vocational","Urban Area","","","",""
"Min 1x per week","1987","middle vocational","Rural Area","","","",""
"Min 1x per week","1987","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1987","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1987","higher vocational","Urban Area","","","",""
"Min 1x per week","1987","higher vocational","Rural Area","","","",""
"Min 1x per week","1987","higher education","Urban Area","","","",""
"Min 1x per week","1987","higher education","Rural Area","","","",""
"Min 1x per month","1987","in school","Urban Area","","","",""
"Min 1x per month","1987","in school","Rural Area","","","",""
"Min 1x per month","1987","inadequately","Urban Area","","","",""
"Min 1x per month","1987","inadequately","Rural Area","","","",""
"Min 1x per month","1987","general elemantary","Urban Area","","","",""
"Min 1x per month","1987","general elemantary","Rural Area","","","",""
"Min 1x per month","1987","middle vocational","Urban Area","","","",""
"Min 1x per month","1987","middle vocational","Rural Area","","","",""
"Min 1x per month","1987","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1987","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1987","higher vocational","Urban Area","","","",""
"Min 1x per month","1987","higher vocational","Rural Area","","","",""
"Min 1x per month","1987","higher education","Urban Area","","","",""
"Min 1x per month","1987","higher education","Rural Area","","","",""
"Rarely","1987","in school","Urban Area","","","",""
"Rarely","1987","in school","Rural Area","","","",""
"Rarely","1987","inadequately","Urban Area","","","",""
"Rarely","1987","inadequately","Rural Area","","","",""
"Rarely","1987","general elemantary","Urban Area","","","",""
"Rarely","1987","general elemantary","Rural Area","","","",""
"Rarely","1987","middle vocational","Urban Area","","","",""
"Rarely","1987","middle vocational","Rural Area","","","",""
"Rarely","1987","vocational + Abi","Urban Area","","","",""
"Rarely","1987","vocational + Abi","Rural Area","","","",""
"Rarely","1987","higher vocational","Urban Area","","","",""
"Rarely","1987","higher vocational","Rural Area","","","",""
"Rarely","1987","higher education","Urban Area","","","",""
"Rarely","1987","higher education","Rural Area","","","",""
"Never","1987","in school","Urban Area","","","",""
"Never","1987","in school","Rural Area","","","",""
"Never","1987","inadequately","Urban Area","","","",""
"Never","1987","inadequately","Rural Area","","","",""
"Never","1987","general elemantary","Urban Area","","","",""
"Never","1987","general elemantary","Rural Area","","","",""
"Never","1987","middle vocational","Urban Area","","","",""
"Never","1987","middle vocational","Rural Area","","","",""
"Never","1987","vocational + Abi","Urban Area","","","",""
"Never","1987","vocational + Abi","Rural Area","","","",""
"Never","1987","higher vocational","Urban Area","","","",""
"Never","1987","higher vocational","Rural Area","","","",""
"Never","1987","higher education","Urban Area","","","",""
"Never","1987","higher education","Rural Area","","","",""
"Daily","1988","in school","Urban Area","","","",""
"Daily","1988","in school","Rural Area","","","",""
"Daily","1988","inadequately","Urban Area","","","",""
"Daily","1988","inadequately","Rural Area","","","",""
"Daily","1988","general elemantary","Urban Area","","","",""
"Daily","1988","general elemantary","Rural Area","","","",""
"Daily","1988","middle vocational","Urban Area","","","",""
"Daily","1988","middle vocational","Rural Area","","","",""
"Daily","1988","vocational + Abi","Urban Area","","","",""
"Daily","1988","vocational + Abi","Rural Area","","","",""
"Daily","1988","higher vocational","Urban Area","","","",""
"Daily","1988","higher vocational","Rural Area","","","",""
"Daily","1988","higher education","Urban Area","","","",""
"Daily","1988","higher education","Rural Area","","","",""
"Min 1x per week","1988","in school","Urban Area","","","",""
"Min 1x per week","1988","in school","Rural Area","","","",""
"Min 1x per week","1988","inadequately","Urban Area","2","","",""
"Min 1x per week","1988","inadequately","Rural Area","","","",""
"Min 1x per week","1988","general elemantary","Urban Area","4","","",""
"Min 1x per week","1988","general elemantary","Rural Area","3","","",""
"Min 1x per week","1988","middle vocational","Urban Area","30","0.00792857548196668","0.00506506750209402","0.0107920834618393"
"Min 1x per week","1988","middle vocational","Rural Area","6","","",""
"Min 1x per week","1988","vocational + Abi","Urban Area","3","","",""
"Min 1x per week","1988","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1988","higher vocational","Urban Area","6","","",""
"Min 1x per week","1988","higher vocational","Rural Area","1","","",""
"Min 1x per week","1988","higher education","Urban Area","11","","",""
"Min 1x per week","1988","higher education","Rural Area","3","","",""
"Min 1x per month","1988","in school","Urban Area","","","",""
"Min 1x per month","1988","in school","Rural Area","","","",""
"Min 1x per month","1988","inadequately","Urban Area","1","","",""
"Min 1x per month","1988","inadequately","Rural Area","","","",""
"Min 1x per month","1988","general elemantary","Urban Area","13","","",""
"Min 1x per month","1988","general elemantary","Rural Area","3","","",""
"Min 1x per month","1988","middle vocational","Urban Area","39","0.0101793191566686","0.00693840914600041","0.0134202291673367"
"Min 1x per month","1988","middle vocational","Rural Area","22","","",""
"Min 1x per month","1988","vocational + Abi","Urban Area","4","","",""
"Min 1x per month","1988","vocational + Abi","Rural Area","1","","",""
"Min 1x per month","1988","higher vocational","Urban Area","13","","",""
"Min 1x per month","1988","higher vocational","Rural Area","1","","",""
"Min 1x per month","1988","higher education","Urban Area","20","","",""
"Min 1x per month","1988","higher education","Rural Area","7","","",""
"Rarely","1988","in school","Urban Area","6","","",""
"Rarely","1988","in school","Rural Area","2","","",""
"Rarely","1988","inadequately","Urban Area","6","","",""
"Rarely","1988","inadequately","Rural Area","3","","",""
"Rarely","1988","general elemantary","Urban Area","51","0.0275561987184398","0.0205863312066098","0.0345260662302698"
"Rarely","1988","general elemantary","Rural Area","16","","",""
"Rarely","1988","middle vocational","Urban Area","176","0.0516350406445884","0.0444902524944179","0.058779828794759"
"Rarely","1988","middle vocational","Rural Area","65","0.0671195747979857","0.0516951100726952","0.0825440395232762"
"Rarely","1988","vocational + Abi","Urban Area","16","","",""
"Rarely","1988","vocational + Abi","Rural Area","3","","",""
"Rarely","1988","higher vocational","Urban Area","34","0.0795190029949082","0.0538276978083466","0.10521030818147"
"Rarely","1988","higher vocational","Rural Area","14","","",""
"Rarely","1988","higher education","Urban Area","93","0.153449010137848","0.124317162188117","0.18258085808758"
"Rarely","1988","higher education","Rural Area","19","","",""
"Never","1988","in school","Urban Area","128","0.949984345873724","0.913077503259472","0.986891188487977"
"Never","1988","in school","Rural Area","25","","",""
"Never","1988","inadequately","Urban Area","594","0.98350973080975","0.973345075918224","0.993674385701277"
"Never","1988","inadequately","Rural Area","91","0.985967048082957","0.962188250874956","1.00974584529096"
"Never","1988","general elemantary","Urban Area","2051","0.96473902404949","0.956886040276671","0.97259200782231"
"Never","1988","general elemantary","Rural Area","571","0.970592304304966","0.956994472531338","0.984190136078593"
"Never","1988","middle vocational","Urban Area","3440","0.930257064716776","0.922033105571186","0.938481023862367"
"Never","1988","middle vocational","Rural Area","918","0.901002903062124","0.882593197696537","0.919412608427711"
"Never","1988","vocational + Abi","Urban Area","211","0.882288497436987","0.840997542905489","0.923579451968485"
"Never","1988","vocational + Abi","Rural Area","32","0.953872922246598","0.885352493475062","1.02239335101813"
"Never","1988","higher vocational","Urban Area","373","0.876600196390864","0.845368087688623","0.907832305093104"
"Never","1988","higher vocational","Rural Area","93","0.870632924172635","0.807629483668716","0.933636364676555"
"Never","1988","higher education","Urban Area","464","0.7905646349196","0.757675448655068","0.823453821184132"
"Never","1988","higher education","Rural Area","82","0.741062669300943","0.659571339805822","0.822553998796064"
"Daily","1989","in school","Urban Area","","","",""
"Daily","1989","in school","Rural Area","","","",""
"Daily","1989","inadequately","Urban Area","","","",""
"Daily","1989","inadequately","Rural Area","","","",""
"Daily","1989","general elemantary","Urban Area","","","",""
"Daily","1989","general elemantary","Rural Area","","","",""
"Daily","1989","middle vocational","Urban Area","","","",""
"Daily","1989","middle vocational","Rural Area","","","",""
"Daily","1989","vocational + Abi","Urban Area","","","",""
"Daily","1989","vocational + Abi","Rural Area","","","",""
"Daily","1989","higher vocational","Urban Area","","","",""
"Daily","1989","higher vocational","Rural Area","","","",""
"Daily","1989","higher education","Urban Area","","","",""
"Daily","1989","higher education","Rural Area","","","",""
"Min 1x per week","1989","in school","Urban Area","","","",""
"Min 1x per week","1989","in school","Rural Area","","","",""
"Min 1x per week","1989","inadequately","Urban Area","","","",""
"Min 1x per week","1989","inadequately","Rural Area","","","",""
"Min 1x per week","1989","general elemantary","Urban Area","","","",""
"Min 1x per week","1989","general elemantary","Rural Area","","","",""
"Min 1x per week","1989","middle vocational","Urban Area","","","",""
"Min 1x per week","1989","middle vocational","Rural Area","","","",""
"Min 1x per week","1989","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1989","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1989","higher vocational","Urban Area","","","",""
"Min 1x per week","1989","higher vocational","Rural Area","","","",""
"Min 1x per week","1989","higher education","Urban Area","","","",""
"Min 1x per week","1989","higher education","Rural Area","","","",""
"Min 1x per month","1989","in school","Urban Area","","","",""
"Min 1x per month","1989","in school","Rural Area","","","",""
"Min 1x per month","1989","inadequately","Urban Area","","","",""
"Min 1x per month","1989","inadequately","Rural Area","","","",""
"Min 1x per month","1989","general elemantary","Urban Area","","","",""
"Min 1x per month","1989","general elemantary","Rural Area","","","",""
"Min 1x per month","1989","middle vocational","Urban Area","","","",""
"Min 1x per month","1989","middle vocational","Rural Area","","","",""
"Min 1x per month","1989","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1989","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1989","higher vocational","Urban Area","","","",""
"Min 1x per month","1989","higher vocational","Rural Area","","","",""
"Min 1x per month","1989","higher education","Urban Area","","","",""
"Min 1x per month","1989","higher education","Rural Area","","","",""
"Rarely","1989","in school","Urban Area","","","",""
"Rarely","1989","in school","Rural Area","","","",""
"Rarely","1989","inadequately","Urban Area","","","",""
"Rarely","1989","inadequately","Rural Area","","","",""
"Rarely","1989","general elemantary","Urban Area","","","",""
"Rarely","1989","general elemantary","Rural Area","","","",""
"Rarely","1989","middle vocational","Urban Area","","","",""
"Rarely","1989","middle vocational","Rural Area","","","",""
"Rarely","1989","vocational + Abi","Urban Area","","","",""
"Rarely","1989","vocational + Abi","Rural Area","","","",""
"Rarely","1989","higher vocational","Urban Area","","","",""
"Rarely","1989","higher vocational","Rural Area","","","",""
"Rarely","1989","higher education","Urban Area","","","",""
"Rarely","1989","higher education","Rural Area","","","",""
"Never","1989","in school","Urban Area","","","",""
"Never","1989","in school","Rural Area","","","",""
"Never","1989","inadequately","Urban Area","","","",""
"Never","1989","inadequately","Rural Area","","","",""
"Never","1989","general elemantary","Urban Area","","","",""
"Never","1989","general elemantary","Rural Area","","","",""
"Never","1989","middle vocational","Urban Area","","","",""
"Never","1989","middle vocational","Rural Area","","","",""
"Never","1989","vocational + Abi","Urban Area","","","",""
"Never","1989","vocational + Abi","Rural Area","","","",""
"Never","1989","higher vocational","Urban Area","","","",""
"Never","1989","higher vocational","Rural Area","","","",""
"Never","1989","higher education","Urban Area","","","",""
"Never","1989","higher education","Rural Area","","","",""
"Daily","1990","in school","Urban Area","","","",""
"Daily","1990","in school","Rural Area","","","",""
"Daily","1990","inadequately","Urban Area","1","","",""
"Daily","1990","inadequately","Rural Area","1","","",""
"Daily","1990","general elemantary","Urban Area","1","","",""
"Daily","1990","general elemantary","Rural Area","","","",""
"Daily","1990","middle vocational","Urban Area","14","","",""
"Daily","1990","middle vocational","Rural Area","1","","",""
"Daily","1990","vocational + Abi","Urban Area","","","",""
"Daily","1990","vocational + Abi","Rural Area","","","",""
"Daily","1990","higher vocational","Urban Area","2","","",""
"Daily","1990","higher vocational","Rural Area","1","","",""
"Daily","1990","higher education","Urban Area","2","","",""
"Daily","1990","higher education","Rural Area","1","","",""
"Min 1x per week","1990","in school","Urban Area","","","",""
"Min 1x per week","1990","in school","Rural Area","1","","",""
"Min 1x per week","1990","inadequately","Urban Area","4","","",""
"Min 1x per week","1990","inadequately","Rural Area","","","",""
"Min 1x per week","1990","general elemantary","Urban Area","5","","",""
"Min 1x per week","1990","general elemantary","Rural Area","4","","",""
"Min 1x per week","1990","middle vocational","Urban Area","37","0.00933150329772144","0.00647854470932369","0.0121844618861192"
"Min 1x per week","1990","middle vocational","Rural Area","33","0.0133152469270832","0.00890179698122263","0.0177286968729437"
"Min 1x per week","1990","vocational + Abi","Urban Area","4","","",""
"Min 1x per week","1990","vocational + Abi","Rural Area","2","","",""
"Min 1x per week","1990","higher vocational","Urban Area","3","","",""
"Min 1x per week","1990","higher vocational","Rural Area","11","","",""
"Min 1x per week","1990","higher education","Urban Area","24","","",""
"Min 1x per week","1990","higher education","Rural Area","42","0.0731429927237532","0.0532939259332196","0.0929920595142869"
"Min 1x per month","1990","in school","Urban Area","","","",""
"Min 1x per month","1990","in school","Rural Area","1","","",""
"Min 1x per month","1990","inadequately","Urban Area","4","","",""
"Min 1x per month","1990","inadequately","Rural Area","1","","",""
"Min 1x per month","1990","general elemantary","Urban Area","32","0.0155742387723116","0.0102683010240209","0.0208801765206022"
"Min 1x per month","1990","general elemantary","Rural Area","14","","",""
"Min 1x per month","1990","middle vocational","Urban Area","107","0.0245022580382318","0.0199148045570045","0.029089711519459"
"Min 1x per month","1990","middle vocational","Rural Area","91","0.0318482162717211","0.0250869402425901","0.038609492300852"
"Min 1x per month","1990","vocational + Abi","Urban Area","7","","",""
"Min 1x per month","1990","vocational + Abi","Rural Area","2","","",""
"Min 1x per month","1990","higher vocational","Urban Area","15","","",""
"Min 1x per month","1990","higher vocational","Rural Area","13","","",""
"Min 1x per month","1990","higher education","Urban Area","65","0.0669974785315052","0.0514234440627276","0.0825715130002828"
"Min 1x per month","1990","higher education","Rural Area","82","0.135059793714509","0.109004051725957","0.161115535703061"
"Rarely","1990","in school","Urban Area","8","","",""
"Rarely","1990","in school","Rural Area","6","","",""
"Rarely","1990","inadequately","Urban Area","17","","",""
"Rarely","1990","inadequately","Rural Area","4","","",""
"Rarely","1990","general elemantary","Urban Area","135","0.0680500917332738","0.0572586891804584","0.0788414942860892"
"Rarely","1990","general elemantary","Rural Area","66","0.0922595102032746","0.0730186435877829","0.111500376818766"
"Rarely","1990","middle vocational","Urban Area","483","0.122745628305814","0.113008715705497","0.132482540906131"
"Rarely","1990","middle vocational","Rural Area","289","0.124591787052792","0.111875380608954","0.137308193496629"
"Rarely","1990","vocational + Abi","Urban Area","36","0.130676583420081","0.0918848964341842","0.169468270405977"
"Rarely","1990","vocational + Abi","Rural Area","17","","",""
"Rarely","1990","higher vocational","Urban Area","75","0.152181556964342","0.120312396609729","0.184050717318956"
"Rarely","1990","higher vocational","Rural Area","47","0.159940734697014","0.116538977203821","0.203342492190206"
"Rarely","1990","higher education","Urban Area","212","0.237855449434447","0.211333483004932","0.264377415863961"
"Rarely","1990","higher education","Rural Area","135","0.191958090932302","0.161934162557432","0.221982019307171"
"Never","1990","in school","Urban Area","133","0.953326307766387","0.918508982662512","0.988143632870262"
"Never","1990","in school","Rural Area","45","0.844426011065328","0.746846317242123","0.942005704888534"
"Never","1990","inadequately","Urban Area","532","0.928442729776382","0.907056440653015","0.94982901889975"
"Never","1990","inadequately","Rural Area","83","0.919272378924376","0.862676309502608","0.975868448346145"
"Never","1990","general elemantary","Urban Area","1919","0.914930254143195","0.902975275270134","0.926885233016255"
"Never","1990","general elemantary","Rural Area","785","0.886629091578094","0.865549606174151","0.907708576982037"
"Never","1990","middle vocational","Urban Area","3722","0.83983698464229","0.828954348700973","0.850719620583607"
"Never","1990","middle vocational","Rural Area","2177","0.829425809276533","0.814942766384323","0.843908852168744"
"Never","1990","vocational + Abi","Urban Area","243","0.802359707570111","0.756527435039297","0.848191980100925"
"Never","1990","vocational + Abi","Rural Area","60","0.774549095165364","0.683546024153111","0.865552166177617"
"Never","1990","higher vocational","Urban Area","393","0.806226792763134","0.771158578036807","0.841295007489461"
"Never","1990","higher vocational","Rural Area","202","0.763409975376395","0.71308889698032","0.81373105377247"
"Never","1990","higher education","Urban Area","687","0.670352531868322","0.6410701100136","0.699634953723045"
"Never","1990","higher education","Rural Area","401","0.595221184999428","0.557801903976364","0.632640466022492"
"Daily","1991","in school","Urban Area","","","",""
"Daily","1991","in school","Rural Area","","","",""
"Daily","1991","inadequately","Urban Area","","","",""
"Daily","1991","inadequately","Rural Area","","","",""
"Daily","1991","general elemantary","Urban Area","","","",""
"Daily","1991","general elemantary","Rural Area","","","",""
"Daily","1991","middle vocational","Urban Area","","","",""
"Daily","1991","middle vocational","Rural Area","","","",""
"Daily","1991","vocational + Abi","Urban Area","","","",""
"Daily","1991","vocational + Abi","Rural Area","","","",""
"Daily","1991","higher vocational","Urban Area","","","",""
"Daily","1991","higher vocational","Rural Area","","","",""
"Daily","1991","higher education","Urban Area","","","",""
"Daily","1991","higher education","Rural Area","","","",""
"Min 1x per week","1991","in school","Urban Area","","","",""
"Min 1x per week","1991","in school","Rural Area","","","",""
"Min 1x per week","1991","inadequately","Urban Area","","","",""
"Min 1x per week","1991","inadequately","Rural Area","","","",""
"Min 1x per week","1991","general elemantary","Urban Area","","","",""
"Min 1x per week","1991","general elemantary","Rural Area","","","",""
"Min 1x per week","1991","middle vocational","Urban Area","","","",""
"Min 1x per week","1991","middle vocational","Rural Area","","","",""
"Min 1x per week","1991","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1991","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1991","higher vocational","Urban Area","","","",""
"Min 1x per week","1991","higher vocational","Rural Area","","","",""
"Min 1x per week","1991","higher education","Urban Area","","","",""
