"pli0097_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","college entrance qualification","in school","","","",""
"Min 1x per week","1985","college entrance qualification","inadequately","","","",""
"Min 1x per week","1985","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1985","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1985","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1985","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1985","college entrance qualification","higher education","","","",""
"Min 1x per week","1985","Other degree","in school","","","",""
"Min 1x per week","1985","Other degree","inadequately","","","",""
"Min 1x per week","1985","Other degree","general elemantary","","","",""
"Min 1x per week","1985","Other degree","middle vocational","","","",""
"Min 1x per week","1985","Other degree","vocational + Abi","","","",""
"Min 1x per week","1985","Other degree","higher vocational","","","",""
"Min 1x per week","1985","Other degree","higher education","","","",""
"Min 1x per week","1985","no degree/no degree yet","in school","","","",""
"Min 1x per week","1985","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1985","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1985","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1985","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1985","lower secondary degree","in school","","","",""
"Min 1x per month","1985","lower secondary degree","inadequately","","","",""
"Min 1x per month","1985","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1985","lower secondary degree","middle vocational","65","0.0201631422158798","0.0152405574088344","0.0250857270229252"
"Min 1x per month","1985","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1985","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1985","lower secondary degree","higher education","","","",""
"Min 1x per month","1985","secondary school degree","in school","","","",""
"Min 1x per month","1985","secondary school degree","inadequately","","","",""
"Min 1x per month","1985","secondary school degree","general elemantary","","","",""
"Min 1x per month","1985","secondary school degree","middle vocational","","","",""
"Min 1x per month","1985","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1985","secondary school degree","higher vocational","","","",""
"Min 1x per month","1985","secondary school degree","higher education","","","",""
"Min 1x per month","1985","college entrance qualification","in school","","","",""
"Min 1x per month","1985","college entrance qualification","inadequately","","","",""
"Min 1x per month","1985","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1985","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1985","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1985","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1985","college entrance qualification","higher education","34","0.0525101792013576","0.0347510852178599","0.0702692731848552"
"Min 1x per month","1985","Other degree","in school","","","",""
"Min 1x per month","1985","Other degree","inadequately","","","",""
"Min 1x per month","1985","Other degree","general elemantary","","","",""
"Min 1x per month","1985","Other degree","middle vocational","","","",""
"Min 1x per month","1985","Other degree","vocational + Abi","","","",""
"Min 1x per month","1985","Other degree","higher vocational","","","",""
"Min 1x per month","1985","Other degree","higher education","","","",""
"Min 1x per month","1985","no degree/no degree yet","in school","","","",""
"Min 1x per month","1985","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1985","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1985","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1985","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1985","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1985","no degree/no degree yet","higher education","","","",""
"Rarely","1985","lower secondary degree","in school","","","",""
"Rarely","1985","lower secondary degree","inadequately","","","",""
"Rarely","1985","lower secondary degree","general elemantary","39","0.0192417467863786","0.0131678130873187","0.0253156804854384"
"Rarely","1985","lower secondary degree","middle vocational","135","0.039928080597241","0.0330711727190705","0.0467849884754115"
"Rarely","1985","lower secondary degree","vocational + Abi","","","",""
"Rarely","1985","lower secondary degree","higher vocational","","","",""
"Rarely","1985","lower secondary degree","higher education","","","",""
"Rarely","1985","secondary school degree","in school","","","",""
"Rarely","1985","secondary school degree","inadequately","","","",""
"Rarely","1985","secondary school degree","general elemantary","33","0.0716079308987756","0.0482977611865289","0.0949181006110223"
"Rarely","1985","secondary school degree","middle vocational","73","0.0630694955945863","0.0489149313360082","0.0772240598531644"
"Rarely","1985","secondary school degree","vocational + Abi","","","",""
"Rarely","1985","secondary school degree","higher vocational","","","",""
"Rarely","1985","secondary school degree","higher education","","","",""
"Rarely","1985","college entrance qualification","in school","","","",""
"Rarely","1985","college entrance qualification","inadequately","","","",""
"Rarely","1985","college entrance qualification","general elemantary","","","",""
"Rarely","1985","college entrance qualification","middle vocational","39","0.139015896861517","0.0994697454149359","0.178562048308098"
"Rarely","1985","college entrance qualification","vocational + Abi","","","",""
"Rarely","1985","college entrance qualification","higher vocational","","","",""
"Rarely","1985","college entrance qualification","higher education","79","0.128826493950154","0.102153811021311","0.155499176878997"
"Rarely","1985","Other degree","in school","","","",""
"Rarely","1985","Other degree","inadequately","","","",""
"Rarely","1985","Other degree","general elemantary","","","",""
"Rarely","1985","Other degree","middle vocational","","","",""
"Rarely","1985","Other degree","vocational + Abi","","","",""
"Rarely","1985","Other degree","higher vocational","","","",""
"Rarely","1985","Other degree","higher education","","","",""
"Rarely","1985","no degree/no degree yet","in school","","","",""
"Rarely","1985","no degree/no degree yet","inadequately","","","",""
"Rarely","1985","no degree/no degree yet","general elemantary","","","",""
"Rarely","1985","no degree/no degree yet","middle vocational","","","",""
"Rarely","1985","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1985","no degree/no degree yet","higher vocational","","","",""
"Rarely","1985","no degree/no degree yet","higher education","","","",""
"Never","1985","lower secondary degree","in school","","","",""
"Never","1985","lower secondary degree","inadequately","","","",""
"Never","1985","lower secondary degree","general elemantary","1906","0.970775365942722","0.963328033716614","0.978222698168829"
"Never","1985","lower secondary degree","middle vocational","2912","0.933805144416356","0.925097965571771","0.942512323260942"
"Never","1985","lower secondary degree","vocational + Abi","","","",""
"Never","1985","lower secondary degree","higher vocational","247","0.894721831212502","0.858513648493449","0.930930013931554"
"Never","1985","lower secondary degree","higher education","","","",""
"Never","1985","secondary school degree","in school","","","",""
"Never","1985","secondary school degree","inadequately","","","",""
"Never","1985","secondary school degree","general elemantary","419","0.88784397475918","0.859315484265217","0.916372465253142"
"Never","1985","secondary school degree","middle vocational","1027","0.9068099912516","0.889883148463551","0.92373683403965"
"Never","1985","secondary school degree","vocational + Abi","","","",""
"Never","1985","secondary school degree","higher vocational","170","0.874031456998955","0.827459405378015","0.920603508619895"
"Never","1985","secondary school degree","higher education","53","0.849921087894977","0.761021164817377","0.938821010972578"
"Never","1985","college entrance qualification","in school","","","",""
"Never","1985","college entrance qualification","inadequately","","","",""
"Never","1985","college entrance qualification","general elemantary","","","",""
"Never","1985","college entrance qualification","middle vocational","242","0.813040762713817","0.768474722314585","0.857606803113049"
"Never","1985","college entrance qualification","vocational + Abi","149","0.813794460215884","0.757548304762577","0.870040615669191"
"Never","1985","college entrance qualification","higher vocational","107","0.832365291993644","0.767653703799403","0.897076880187885"
"Never","1985","college entrance qualification","higher education","473","0.784452822199584","0.751713750254672","0.817191894144496"
"Never","1985","Other degree","in school","","","",""
"Never","1985","Other degree","inadequately","","","",""
"Never","1985","Other degree","general elemantary","586","0.977729497620381","0.965902572016334","0.989556423224428"
"Never","1985","Other degree","middle vocational","436","0.976692950975467","0.96272181384085","0.990664088110084"
"Never","1985","Other degree","vocational + Abi","76","0.907069015958952","0.844607937436288","0.969530094481616"
"Never","1985","Other degree","higher vocational","","","",""
"Never","1985","Other degree","higher education","47","0.904104959277227","0.825570779762721","0.982639138791733"
"Never","1985","no degree/no degree yet","in school","174","0.922786974886736","0.884426177081672","0.9611477726918"
"Never","1985","no degree/no degree yet","inadequately","793","0.97707262240351","0.966752543336077","0.987392701470942"
"Never","1985","no degree/no degree yet","general elemantary","","","",""
"Never","1985","no degree/no degree yet","middle vocational","89","0.971184199714998","0.937000400870111","1.00536799855988"
"Never","1985","no degree/no degree yet","vocational + Abi","","","",""
"Never","1985","no degree/no degree yet","higher vocational","","","",""
"Never","1985","no degree/no degree yet","higher education","","","",""
"Daily","1986","lower secondary degree","in school","","","",""
"Daily","1986","lower secondary degree","inadequately","","","",""
"Daily","1986","lower secondary degree","general elemantary","","","",""
"Daily","1986","lower secondary degree","middle vocational","","","",""
"Daily","1986","lower secondary degree","vocational + Abi","","","",""
"Daily","1986","lower secondary degree","higher vocational","","","",""
"Daily","1986","lower secondary degree","higher education","","","",""
"Daily","1986","secondary school degree","in school","","","",""
"Daily","1986","secondary school degree","inadequately","","","",""
"Daily","1986","secondary school degree","general elemantary","","","",""
"Daily","1986","secondary school degree","middle vocational","","","",""
"Daily","1986","secondary school degree","vocational + Abi","","","",""
"Daily","1986","secondary school degree","higher vocational","","","",""
"Daily","1986","secondary school degree","higher education","","","",""
"Daily","1986","college entrance qualification","in school","","","",""
"Daily","1986","college entrance qualification","inadequately","","","",""
"Daily","1986","college entrance qualification","general elemantary","","","",""
"Daily","1986","college entrance qualification","middle vocational","","","",""
"Daily","1986","college entrance qualification","vocational + Abi","","","",""
"Daily","1986","college entrance qualification","higher vocational","","","",""
"Daily","1986","college entrance qualification","higher education","","","",""
"Daily","1986","Other degree","in school","","","",""
"Daily","1986","Other degree","inadequately","","","",""
"Daily","1986","Other degree","general elemantary","","","",""
"Daily","1986","Other degree","middle vocational","","","",""
"Daily","1986","Other degree","vocational + Abi","","","",""
"Daily","1986","Other degree","higher vocational","","","",""
"Daily","1986","Other degree","higher education","","","",""
"Daily","1986","no degree/no degree yet","in school","","","",""
"Daily","1986","no degree/no degree yet","inadequately","","","",""
"Daily","1986","no degree/no degree yet","general elemantary","","","",""
"Daily","1986","no degree/no degree yet","middle vocational","","","",""
"Daily","1986","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1986","no degree/no degree yet","higher vocational","","","",""
"Daily","1986","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1986","lower secondary degree","in school","","","",""
"Min 1x per week","1986","lower secondary degree","inadequately","","","",""
"Min 1x per week","1986","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1986","lower secondary degree","middle vocational","35","0.0116103758298844","0.00776033941848493","0.0154604122412839"
"Min 1x per week","1986","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1986","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1986","lower secondary degree","higher education","","","",""
"Min 1x per week","1986","secondary school degree","in school","","","",""
"Min 1x per week","1986","secondary school degree","inadequately","","","",""
"Min 1x per week","1986","secondary school degree","general elemantary","","","",""
"Min 1x per week","1986","secondary school degree","middle vocational","","","",""
"Min 1x per week","1986","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1986","secondary school degree","higher vocational","","","",""
"Min 1x per week","1986","secondary school degree","higher education","","","",""
"Min 1x per week","1986","college entrance qualification","in school","","","",""
"Min 1x per week","1986","college entrance qualification","inadequately","","","",""
"Min 1x per week","1986","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1986","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1986","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1986","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1986","college entrance qualification","higher education","","","",""
"Min 1x per week","1986","Other degree","in school","","","",""
"Min 1x per week","1986","Other degree","inadequately","","","",""
"Min 1x per week","1986","Other degree","general elemantary","","","",""
"Min 1x per week","1986","Other degree","middle vocational","","","",""
"Min 1x per week","1986","Other degree","vocational + Abi","","","",""
"Min 1x per week","1986","Other degree","higher vocational","","","",""
"Min 1x per week","1986","Other degree","higher education","","","",""
"Min 1x per week","1986","no degree/no degree yet","in school","","","",""
"Min 1x per week","1986","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1986","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1986","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1986","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1986","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1986","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1986","lower secondary degree","in school","","","",""
"Min 1x per month","1986","lower secondary degree","inadequately","","","",""
"Min 1x per month","1986","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1986","lower secondary degree","middle vocational","65","0.0213510392854567","0.016155859417129","0.0265462191537845"
"Min 1x per month","1986","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1986","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1986","lower secondary degree","higher education","","","",""
"Min 1x per month","1986","secondary school degree","in school","","","",""
"Min 1x per month","1986","secondary school degree","inadequately","","","",""
"Min 1x per month","1986","secondary school degree","general elemantary","","","",""
"Min 1x per month","1986","secondary school degree","middle vocational","","","",""
"Min 1x per month","1986","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1986","secondary school degree","higher vocational","","","",""
"Min 1x per month","1986","secondary school degree","higher education","","","",""
"Min 1x per month","1986","college entrance qualification","in school","","","",""
"Min 1x per month","1986","college entrance qualification","inadequately","","","",""
"Min 1x per month","1986","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1986","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1986","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1986","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1986","college entrance qualification","higher education","","","",""
"Min 1x per month","1986","Other degree","in school","","","",""
"Min 1x per month","1986","Other degree","inadequately","","","",""
"Min 1x per month","1986","Other degree","general elemantary","","","",""
"Min 1x per month","1986","Other degree","middle vocational","","","",""
"Min 1x per month","1986","Other degree","vocational + Abi","","","",""
"Min 1x per month","1986","Other degree","higher vocational","","","",""
"Min 1x per month","1986","Other degree","higher education","","","",""
"Min 1x per month","1986","no degree/no degree yet","in school","","","",""
"Min 1x per month","1986","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1986","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1986","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1986","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1986","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1986","no degree/no degree yet","higher education","","","",""
"Rarely","1986","lower secondary degree","in school","","","",""
"Rarely","1986","lower secondary degree","inadequately","","","",""
"Rarely","1986","lower secondary degree","general elemantary","42","0.0216551083199791","0.0150260205231571","0.0282841961168011"
"Rarely","1986","lower secondary degree","middle vocational","111","0.0367832495307493","0.0300182983197228","0.0435482007417757"
"Rarely","1986","lower secondary degree","vocational + Abi","","","",""
"Rarely","1986","lower secondary degree","higher vocational","","","",""
"Rarely","1986","lower secondary degree","higher education","","","",""
"Rarely","1986","secondary school degree","in school","","","",""
"Rarely","1986","secondary school degree","inadequately","","","",""
"Rarely","1986","secondary school degree","general elemantary","","","",""
"Rarely","1986","secondary school degree","middle vocational","73","0.0630949289438752","0.0489126460936503","0.0772772117941002"
"Rarely","1986","secondary school degree","vocational + Abi","","","",""
"Rarely","1986","secondary school degree","higher vocational","","","",""
"Rarely","1986","secondary school degree","higher education","","","",""
"Rarely","1986","college entrance qualification","in school","","","",""
"Rarely","1986","college entrance qualification","inadequately","","","",""
"Rarely","1986","college entrance qualification","general elemantary","","","",""
"Rarely","1986","college entrance qualification","middle vocational","39","0.131511390853659","0.0947121097362882","0.168310671971029"
"Rarely","1986","college entrance qualification","vocational + Abi","","","",""
"Rarely","1986","college entrance qualification","higher vocational","","","",""
"Rarely","1986","college entrance qualification","higher education","81","0.132355634581711","0.105352604739163","0.159358664424259"
"Rarely","1986","Other degree","in school","","","",""
"Rarely","1986","Other degree","inadequately","","","",""
"Rarely","1986","Other degree","general elemantary","","","",""
"Rarely","1986","Other degree","middle vocational","","","",""
"Rarely","1986","Other degree","vocational + Abi","","","",""
"Rarely","1986","Other degree","higher vocational","","","",""
"Rarely","1986","Other degree","higher education","","","",""
"Rarely","1986","no degree/no degree yet","in school","","","",""
"Rarely","1986","no degree/no degree yet","inadequately","","","",""
"Rarely","1986","no degree/no degree yet","general elemantary","","","",""
"Rarely","1986","no degree/no degree yet","middle vocational","","","",""
"Rarely","1986","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1986","no degree/no degree yet","higher vocational","","","",""
"Rarely","1986","no degree/no degree yet","higher education","","","",""
"Never","1986","lower secondary degree","in school","","","",""
"Never","1986","lower secondary degree","inadequately","","","",""
"Never","1986","lower secondary degree","general elemantary","1789","0.963507980161108","0.954968052164552","0.972047908157665"
"Never","1986","lower secondary degree","middle vocational","2763","0.93025533535391","0.921100844631206","0.939409826076614"
"Never","1986","lower secondary degree","vocational + Abi","","","",""
"Never","1986","lower secondary degree","higher vocational","220","0.883068270852476","0.843550307060551","0.922586234644401"
"Never","1986","lower secondary degree","higher education","","","",""
"Never","1986","secondary school degree","in school","","","",""
"Never","1986","secondary school degree","inadequately","","","",""
"Never","1986","secondary school degree","general elemantary","421","0.918882230866877","0.893905840468523","0.943858621265231"
"Never","1986","secondary school degree","middle vocational","1039","0.921679134534979","0.906006942775157","0.9373513262948"
"Never","1986","secondary school degree","vocational + Abi","","","",""
"Never","1986","secondary school degree","higher vocational","158","0.898237090668867","0.853822226389909","0.942651954947825"
"Never","1986","secondary school degree","higher education","55","0.890467584829895","0.812095109679997","0.968840059979794"
"Never","1986","college entrance qualification","in school","","","",""
"Never","1986","college entrance qualification","inadequately","","","",""
"Never","1986","college entrance qualification","general elemantary","","","",""
"Never","1986","college entrance qualification","middle vocational","269","0.821128465160719","0.779398141175675","0.862858789145762"
"Never","1986","college entrance qualification","vocational + Abi","163","0.838712719974583","0.786277407221681","0.891148032727485"
"Never","1986","college entrance qualification","higher vocational","109","0.837788172795825","0.774418015434568","0.901158330157081"
"Never","1986","college entrance qualification","higher education","482","0.798038920135111","0.766048769734015","0.830029070536206"
"Never","1986","Other degree","in school","","","",""
"Never","1986","Other degree","inadequately","","","",""
"Never","1986","Other degree","general elemantary","553","0.970389568697213","0.95651031205529","0.984268825339136"
"Never","1986","Other degree","middle vocational","411","0.974846390674772","0.959906063253771","0.989786718095772"
"Never","1986","Other degree","vocational + Abi","74","0.941689183813585","0.890340247841367","0.993038119785802"
"Never","1986","Other degree","higher vocational","","","",""
"Never","1986","Other degree","higher education","48","0.941106257334252","0.877724531003062","1.00448798366544"
"Never","1986","no degree/no degree yet","in school","177","0.957224571507805","0.927986866300413","0.986462276715198"
"Never","1986","no degree/no degree yet","inadequately","736","0.984286877647691","0.975380537533884","0.993193217761497"
"Never","1986","no degree/no degree yet","general elemantary","","","",""
"Never","1986","no degree/no degree yet","middle vocational","83","0.929531207895717","0.875751447122246","0.983310968669188"
"Never","1986","no degree/no degree yet","vocational + Abi","","","",""
"Never","1986","no degree/no degree yet","higher vocational","","","",""
"Never","1986","no degree/no degree yet","higher education","","","",""
"Daily","1987","lower secondary degree","in school","","","",""
"Daily","1987","lower secondary degree","inadequately","","","",""
"Daily","1987","lower secondary degree","general elemantary","","","",""
"Daily","1987","lower secondary degree","middle vocational","","","",""
"Daily","1987","lower secondary degree","vocational + Abi","","","",""
"Daily","1987","lower secondary degree","higher vocational","","","",""
"Daily","1987","lower secondary degree","higher education","","","",""
"Daily","1987","secondary school degree","in school","","","",""
"Daily","1987","secondary school degree","inadequately","","","",""
"Daily","1987","secondary school degree","general elemantary","","","",""
"Daily","1987","secondary school degree","middle vocational","","","",""
"Daily","1987","secondary school degree","vocational + Abi","","","",""
"Daily","1987","secondary school degree","higher vocational","","","",""
"Daily","1987","secondary school degree","higher education","","","",""
"Daily","1987","college entrance qualification","in school","","","",""
"Daily","1987","college entrance qualification","inadequately","","","",""
"Daily","1987","college entrance qualification","general elemantary","","","",""
"Daily","1987","college entrance qualification","middle vocational","","","",""
"Daily","1987","college entrance qualification","vocational + Abi","","","",""
"Daily","1987","college entrance qualification","higher vocational","","","",""
"Daily","1987","college entrance qualification","higher education","","","",""
"Daily","1987","Other degree","in school","","","",""
"Daily","1987","Other degree","inadequately","","","",""
"Daily","1987","Other degree","general elemantary","","","",""
"Daily","1987","Other degree","middle vocational","","","",""
"Daily","1987","Other degree","vocational + Abi","","","",""
"Daily","1987","Other degree","higher vocational","","","",""
"Daily","1987","Other degree","higher education","","","",""
"Daily","1987","no degree/no degree yet","in school","","","",""
"Daily","1987","no degree/no degree yet","inadequately","","","",""
"Daily","1987","no degree/no degree yet","general elemantary","","","",""
"Daily","1987","no degree/no degree yet","middle vocational","","","",""
"Daily","1987","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1987","no degree/no degree yet","higher vocational","","","",""
"Daily","1987","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1987","lower secondary degree","in school","","","",""
"Min 1x per week","1987","lower secondary degree","inadequately","","","",""
"Min 1x per week","1987","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1987","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1987","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1987","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1987","lower secondary degree","higher education","","","",""
"Min 1x per week","1987","secondary school degree","in school","","","",""
"Min 1x per week","1987","secondary school degree","inadequately","","","",""
"Min 1x per week","1987","secondary school degree","general elemantary","","","",""
"Min 1x per week","1987","secondary school degree","middle vocational","","","",""
"Min 1x per week","1987","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1987","secondary school degree","higher vocational","","","",""
"Min 1x per week","1987","secondary school degree","higher education","","","",""
"Min 1x per week","1987","college entrance qualification","in school","","","",""
"Min 1x per week","1987","college entrance qualification","inadequately","","","",""
"Min 1x per week","1987","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1987","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1987","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1987","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1987","college entrance qualification","higher education","","","",""
"Min 1x per week","1987","Other degree","in school","","","",""
"Min 1x per week","1987","Other degree","inadequately","","","",""
"Min 1x per week","1987","Other degree","general elemantary","","","",""
"Min 1x per week","1987","Other degree","middle vocational","","","",""
"Min 1x per week","1987","Other degree","vocational + Abi","","","",""
"Min 1x per week","1987","Other degree","higher vocational","","","",""
"Min 1x per week","1987","Other degree","higher education","","","",""
"Min 1x per week","1987","no degree/no degree yet","in school","","","",""
"Min 1x per week","1987","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1987","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1987","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1987","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1987","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1987","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1987","lower secondary degree","in school","","","",""
"Min 1x per month","1987","lower secondary degree","inadequately","","","",""
"Min 1x per month","1987","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1987","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1987","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1987","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1987","lower secondary degree","higher education","","","",""
"Min 1x per month","1987","secondary school degree","in school","","","",""
"Min 1x per month","1987","secondary school degree","inadequately","","","",""
"Min 1x per month","1987","secondary school degree","general elemantary","","","",""
"Min 1x per month","1987","secondary school degree","middle vocational","","","",""
"Min 1x per month","1987","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1987","secondary school degree","higher vocational","","","",""
"Min 1x per month","1987","secondary school degree","higher education","","","",""
"Min 1x per month","1987","college entrance qualification","in school","","","",""
"Min 1x per month","1987","college entrance qualification","inadequately","","","",""
"Min 1x per month","1987","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1987","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1987","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1987","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1987","college entrance qualification","higher education","","","",""
"Min 1x per month","1987","Other degree","in school","","","",""
"Min 1x per month","1987","Other degree","inadequately","","","",""
"Min 1x per month","1987","Other degree","general elemantary","","","",""
"Min 1x per month","1987","Other degree","middle vocational","","","",""
"Min 1x per month","1987","Other degree","vocational + Abi","","","",""
"Min 1x per month","1987","Other degree","higher vocational","","","",""
"Min 1x per month","1987","Other degree","higher education","","","",""
"Min 1x per month","1987","no degree/no degree yet","in school","","","",""
"Min 1x per month","1987","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1987","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1987","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1987","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1987","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1987","no degree/no degree yet","higher education","","","",""
"Rarely","1987","lower secondary degree","in school","","","",""
"Rarely","1987","lower secondary degree","inadequately","","","",""
"Rarely","1987","lower secondary degree","general elemantary","","","",""
