"pli0097_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Never","1986","middle vocational","Female","2119","0.949779485131847","0.940729099768169","0.958829870495525"
"Never","1986","vocational + Abi","Male","146","0.85381935450709","0.799913733428676","0.907724975585504"
"Never","1986","vocational + Abi","Female","99","0.84135243061452","0.773690440415567","0.909014420813472"
"Never","1986","higher vocational","Male","274","0.854761389385857","0.816513913279046","0.893008865492667"
"Never","1986","higher vocational","Female","222","0.906733861506514","0.870467705146741","0.943000017866288"
"Never","1986","higher education","Male","395","0.786427746036036","0.750469404962903","0.822386087109168"
"Never","1986","higher education","Female","209","0.86056941887396","0.817105873329651","0.904032964418269"
"Daily","1987","in school","Male","","","",""
"Daily","1987","in school","Female","","","",""
"Daily","1987","inadequately","Male","","","",""
"Daily","1987","inadequately","Female","","","",""
"Daily","1987","general elemantary","Male","","","",""
"Daily","1987","general elemantary","Female","","","",""
"Daily","1987","middle vocational","Male","","","",""
"Daily","1987","middle vocational","Female","","","",""
"Daily","1987","vocational + Abi","Male","","","",""
"Daily","1987","vocational + Abi","Female","","","",""
"Daily","1987","higher vocational","Male","","","",""
"Daily","1987","higher vocational","Female","","","",""
"Daily","1987","higher education","Male","","","",""
"Daily","1987","higher education","Female","","","",""
"Min 1x per week","1987","in school","Male","","","",""
"Min 1x per week","1987","in school","Female","","","",""
"Min 1x per week","1987","inadequately","Male","","","",""
"Min 1x per week","1987","inadequately","Female","","","",""
"Min 1x per week","1987","general elemantary","Male","","","",""
"Min 1x per week","1987","general elemantary","Female","","","",""
"Min 1x per week","1987","middle vocational","Male","","","",""
"Min 1x per week","1987","middle vocational","Female","","","",""
"Min 1x per week","1987","vocational + Abi","Male","","","",""
"Min 1x per week","1987","vocational + Abi","Female","","","",""
"Min 1x per week","1987","higher vocational","Male","","","",""
"Min 1x per week","1987","higher vocational","Female","","","",""
"Min 1x per week","1987","higher education","Male","","","",""
"Min 1x per week","1987","higher education","Female","","","",""
"Min 1x per month","1987","in school","Male","","","",""
"Min 1x per month","1987","in school","Female","","","",""
"Min 1x per month","1987","inadequately","Male","","","",""
"Min 1x per month","1987","inadequately","Female","","","",""
"Min 1x per month","1987","general elemantary","Male","","","",""
"Min 1x per month","1987","general elemantary","Female","","","",""
"Min 1x per month","1987","middle vocational","Male","","","",""
"Min 1x per month","1987","middle vocational","Female","","","",""
"Min 1x per month","1987","vocational + Abi","Male","","","",""
"Min 1x per month","1987","vocational + Abi","Female","","","",""
"Min 1x per month","1987","higher vocational","Male","","","",""
"Min 1x per month","1987","higher vocational","Female","","","",""
"Min 1x per month","1987","higher education","Male","","","",""
"Min 1x per month","1987","higher education","Female","","","",""
"Rarely","1987","in school","Male","","","",""
"Rarely","1987","in school","Female","","","",""
"Rarely","1987","inadequately","Male","","","",""
"Rarely","1987","inadequately","Female","","","",""
"Rarely","1987","general elemantary","Male","","","",""
"Rarely","1987","general elemantary","Female","","","",""
"Rarely","1987","middle vocational","Male","","","",""
"Rarely","1987","middle vocational","Female","","","",""
"Rarely","1987","vocational + Abi","Male","","","",""
"Rarely","1987","vocational + Abi","Female","","","",""
"Rarely","1987","higher vocational","Male","","","",""
"Rarely","1987","higher vocational","Female","","","",""
"Rarely","1987","higher education","Male","","","",""
"Rarely","1987","higher education","Female","","","",""
"Never","1987","in school","Male","","","",""
"Never","1987","in school","Female","","","",""
"Never","1987","inadequately","Male","","","",""
"Never","1987","inadequately","Female","","","",""
"Never","1987","general elemantary","Male","","","",""
"Never","1987","general elemantary","Female","","","",""
"Never","1987","middle vocational","Male","","","",""
"Never","1987","middle vocational","Female","","","",""
"Never","1987","vocational + Abi","Male","","","",""
"Never","1987","vocational + Abi","Female","","","",""
"Never","1987","higher vocational","Male","","","",""
"Never","1987","higher vocational","Female","","","",""
"Never","1987","higher education","Male","","","",""
"Never","1987","higher education","Female","","","",""
"Daily","1988","in school","Male","","","",""
"Daily","1988","in school","Female","","","",""
"Daily","1988","inadequately","Male","","","",""
"Daily","1988","inadequately","Female","","","",""
"Daily","1988","general elemantary","Male","","","",""
"Daily","1988","general elemantary","Female","","","",""
"Daily","1988","middle vocational","Male","","","",""
"Daily","1988","middle vocational","Female","","","",""
"Daily","1988","vocational + Abi","Male","","","",""
"Daily","1988","vocational + Abi","Female","","","",""
"Daily","1988","higher vocational","Male","","","",""
"Daily","1988","higher vocational","Female","","","",""
"Daily","1988","higher education","Male","","","",""
"Daily","1988","higher education","Female","","","",""
"Min 1x per week","1988","in school","Male","","","",""
"Min 1x per week","1988","in school","Female","","","",""
"Min 1x per week","1988","inadequately","Male","2","","",""
"Min 1x per week","1988","inadequately","Female","","","",""
"Min 1x per week","1988","general elemantary","Male","4","","",""
"Min 1x per week","1988","general elemantary","Female","3","","",""
"Min 1x per week","1988","middle vocational","Male","31","0.0117449398794235","0.00757644101640767","0.0159134387424394"
"Min 1x per week","1988","middle vocational","Female","5","","",""
"Min 1x per week","1988","vocational + Abi","Male","2","","",""
"Min 1x per week","1988","vocational + Abi","Female","1","","",""
"Min 1x per week","1988","higher vocational","Male","6","","",""
"Min 1x per week","1988","higher vocational","Female","1","","",""
"Min 1x per week","1988","higher education","Male","11","","",""
"Min 1x per week","1988","higher education","Female","3","","",""
"Min 1x per month","1988","in school","Male","","","",""
"Min 1x per month","1988","in school","Female","","","",""
"Min 1x per month","1988","inadequately","Male","1","","",""
"Min 1x per month","1988","inadequately","Female","","","",""
"Min 1x per month","1988","general elemantary","Male","9","","",""
"Min 1x per month","1988","general elemantary","Female","7","","",""
"Min 1x per month","1988","middle vocational","Male","46","0.0202647635179209","0.0148129009565546","0.0257166260792871"
"Min 1x per month","1988","middle vocational","Female","15","","",""
"Min 1x per month","1988","vocational + Abi","Male","3","","",""
"Min 1x per month","1988","vocational + Abi","Female","2","","",""
"Min 1x per month","1988","higher vocational","Male","8","","",""
"Min 1x per month","1988","higher vocational","Female","6","","",""
"Min 1x per month","1988","higher education","Male","24","","",""
"Min 1x per month","1988","higher education","Female","3","","",""
"Rarely","1988","in school","Male","3","","",""
"Rarely","1988","in school","Female","5","","",""
"Rarely","1988","inadequately","Male","4","","",""
"Rarely","1988","inadequately","Female","5","","",""
"Rarely","1988","general elemantary","Male","35","0.0446477526022194","0.0316507325134101","0.0576447726910287"
"Rarely","1988","general elemantary","Female","32","0.0198162259915195","0.0132715486038198","0.0263609033792193"
"Rarely","1988","middle vocational","Male","162","0.0708278738829136","0.0609019725417599","0.0807537752240674"
"Rarely","1988","middle vocational","Female","79","0.0373875466426183","0.0293310262418957","0.0454440670433409"
"Rarely","1988","vocational + Abi","Male","12","","",""
"Rarely","1988","vocational + Abi","Female","7","","",""
"Rarely","1988","higher vocational","Male","32","0.101770739307981","0.0680048807631321","0.13553659785283"
"Rarely","1988","higher vocational","Female","16","","",""
"Rarely","1988","higher education","Male","84","0.177519824758813","0.142974815641491","0.212064833876135"
"Rarely","1988","higher education","Female","28","","",""
"Never","1988","in school","Male","85","0.952759522225712","0.908433828168548","0.997085216282876"
"Never","1988","in school","Female","68","0.93061166030333","0.872318962663595","0.988904357943065"
"Never","1988","inadequately","Male","267","0.975969041894534","0.957835761640858","0.99410232214821"
"Never","1988","inadequately","Female","418","0.990060556716024","0.980607117921899","0.999513995510149"
"Never","1988","general elemantary","Male","922","0.942938600445989","0.928341212811899","0.957535988080079"
"Never","1988","general elemantary","Female","1700","0.974569383285412","0.967176585218814","0.981962181352009"
"Never","1988","middle vocational","Male","2327","0.897162422719742","0.885409896713915","0.908914948725569"
"Never","1988","middle vocational","Female","2031","0.95356655323522","0.944630427817886","0.962502678652554"
"Never","1988","vocational + Abi","Male","136","0.898921605301249","0.851158511175085","0.946684699427413"
"Never","1988","vocational + Abi","Female","107","0.887081248179298","0.829733034593726","0.944429461764869"
"Never","1988","higher vocational","Male","262","0.854407352712725","0.8150183538422","0.89379635158325"
"Never","1988","higher vocational","Female","204","0.903305197219483","0.864858947464332","0.941751446974634"
"Never","1988","higher education","Male","351","0.742015967475881","0.702460893507228","0.781571041444535"
"Never","1988","higher education","Female","195","0.862117359680713","0.817462539947332","0.906772179414093"
"Daily","1989","in school","Male","","","",""
"Daily","1989","in school","Female","","","",""
"Daily","1989","inadequately","Male","","","",""
"Daily","1989","inadequately","Female","","","",""
"Daily","1989","general elemantary","Male","","","",""
"Daily","1989","general elemantary","Female","","","",""
"Daily","1989","middle vocational","Male","","","",""
"Daily","1989","middle vocational","Female","","","",""
"Daily","1989","vocational + Abi","Male","","","",""
"Daily","1989","vocational + Abi","Female","","","",""
"Daily","1989","higher vocational","Male","","","",""
"Daily","1989","higher vocational","Female","","","",""
"Daily","1989","higher education","Male","","","",""
"Daily","1989","higher education","Female","","","",""
"Min 1x per week","1989","in school","Male","","","",""
"Min 1x per week","1989","in school","Female","","","",""
"Min 1x per week","1989","inadequately","Male","","","",""
"Min 1x per week","1989","inadequately","Female","","","",""
"Min 1x per week","1989","general elemantary","Male","","","",""
"Min 1x per week","1989","general elemantary","Female","","","",""
"Min 1x per week","1989","middle vocational","Male","","","",""
"Min 1x per week","1989","middle vocational","Female","","","",""
"Min 1x per week","1989","vocational + Abi","Male","","","",""
"Min 1x per week","1989","vocational + Abi","Female","","","",""
"Min 1x per week","1989","higher vocational","Male","","","",""
"Min 1x per week","1989","higher vocational","Female","","","",""
"Min 1x per week","1989","higher education","Male","","","",""
"Min 1x per week","1989","higher education","Female","","","",""
"Min 1x per month","1989","in school","Male","","","",""
"Min 1x per month","1989","in school","Female","","","",""
"Min 1x per month","1989","inadequately","Male","","","",""
"Min 1x per month","1989","inadequately","Female","","","",""
"Min 1x per month","1989","general elemantary","Male","","","",""
"Min 1x per month","1989","general elemantary","Female","","","",""
"Min 1x per month","1989","middle vocational","Male","","","",""
"Min 1x per month","1989","middle vocational","Female","","","",""
"Min 1x per month","1989","vocational + Abi","Male","","","",""
"Min 1x per month","1989","vocational + Abi","Female","","","",""
"Min 1x per month","1989","higher vocational","Male","","","",""
"Min 1x per month","1989","higher vocational","Female","","","",""
"Min 1x per month","1989","higher education","Male","","","",""
"Min 1x per month","1989","higher education","Female","","","",""
"Rarely","1989","in school","Male","","","",""
"Rarely","1989","in school","Female","","","",""
"Rarely","1989","inadequately","Male","","","",""
"Rarely","1989","inadequately","Female","","","",""
"Rarely","1989","general elemantary","Male","","","",""
"Rarely","1989","general elemantary","Female","","","",""
"Rarely","1989","middle vocational","Male","","","",""
"Rarely","1989","middle vocational","Female","","","",""
"Rarely","1989","vocational + Abi","Male","","","",""
"Rarely","1989","vocational + Abi","Female","","","",""
"Rarely","1989","higher vocational","Male","","","",""
"Rarely","1989","higher vocational","Female","","","",""
"Rarely","1989","higher education","Male","","","",""
"Rarely","1989","higher education","Female","","","",""
"Never","1989","in school","Male","","","",""
"Never","1989","in school","Female","","","",""
"Never","1989","inadequately","Male","","","",""
"Never","1989","inadequately","Female","","","",""
"Never","1989","general elemantary","Male","","","",""
"Never","1989","general elemantary","Female","","","",""
"Never","1989","middle vocational","Male","","","",""
"Never","1989","middle vocational","Female","","","",""
"Never","1989","vocational + Abi","Male","","","",""
"Never","1989","vocational + Abi","Female","","","",""
"Never","1989","higher vocational","Male","","","",""
"Never","1989","higher vocational","Female","","","",""
"Never","1989","higher education","Male","","","",""
"Never","1989","higher education","Female","","","",""
"Daily","1990","in school","Male","","","",""
"Daily","1990","in school","Female","","","",""
"Daily","1990","inadequately","Male","1","","",""
"Daily","1990","inadequately","Female","1","","",""
"Daily","1990","general elemantary","Male","1","","",""
"Daily","1990","general elemantary","Female","","","",""
"Daily","1990","middle vocational","Male","11","","",""
"Daily","1990","middle vocational","Female","4","","",""
"Daily","1990","vocational + Abi","Male","","","",""
"Daily","1990","vocational + Abi","Female","","","",""
"Daily","1990","higher vocational","Male","1","","",""
"Daily","1990","higher vocational","Female","2","","",""
"Daily","1990","higher education","Male","2","","",""
"Daily","1990","higher education","Female","1","","",""
"Min 1x per week","1990","in school","Male","1","","",""
"Min 1x per week","1990","in school","Female","","","",""
"Min 1x per week","1990","inadequately","Male","3","","",""
"Min 1x per week","1990","inadequately","Female","1","","",""
"Min 1x per week","1990","general elemantary","Male","7","","",""
"Min 1x per week","1990","general elemantary","Female","2","","",""
"Min 1x per week","1990","middle vocational","Male","48","0.0137323973982515","0.00995898402168678","0.0175058107748162"
"Min 1x per week","1990","middle vocational","Female","23","","",""
"Min 1x per week","1990","vocational + Abi","Male","4","","",""
"Min 1x per week","1990","vocational + Abi","Female","2","","",""
"Min 1x per week","1990","higher vocational","Male","15","","",""
"Min 1x per week","1990","higher vocational","Female","1","","",""
"Min 1x per week","1990","higher education","Male","45","0.0419817360957626","0.0289802772803307","0.0549831949111945"
"Min 1x per week","1990","higher education","Female","21","","",""
"Min 1x per month","1990","in school","Male","1","","",""
"Min 1x per month","1990","in school","Female","","","",""
"Min 1x per month","1990","inadequately","Male","4","","",""
"Min 1x per month","1990","inadequately","Female","1","","",""
"Min 1x per month","1990","general elemantary","Male","23","","",""
"Min 1x per month","1990","general elemantary","Female","23","","",""
"Min 1x per month","1990","middle vocational","Male","135","0.0357090270025494","0.0296923474938041","0.0417257065112947"
"Min 1x per month","1990","middle vocational","Female","64","0.0170034344601736","0.0126281037180568","0.0213787652022903"
"Min 1x per month","1990","vocational + Abi","Male","4","","",""
"Min 1x per month","1990","vocational + Abi","Female","5","","",""
"Min 1x per month","1990","higher vocational","Male","18","","",""
"Min 1x per month","1990","higher vocational","Female","10","","",""
"Min 1x per month","1990","higher education","Male","92","0.102557500775767","0.0828894181682034","0.122225583383331"
"Min 1x per month","1990","higher education","Female","58","0.0664919331054364","0.0487324340858477","0.0842514321250252"
"Rarely","1990","in school","Male","7","","",""
"Rarely","1990","in school","Female","7","","",""
"Rarely","1990","inadequately","Male","14","","",""
"Rarely","1990","inadequately","Female","7","","",""
"Rarely","1990","general elemantary","Male","87","0.123744428058117","0.103325000184028","0.144163855932206"
"Rarely","1990","general elemantary","Female","114","0.0577571558873005","0.0474582971212446","0.0680560146533563"
"Rarely","1990","middle vocational","Male","450","0.138984890697336","0.127768503300192","0.150201278094481"
"Rarely","1990","middle vocational","Female","328","0.106166968201445","0.0957416463930345","0.116592290009856"
"Rarely","1990","vocational + Abi","Male","34","0.153680411031432","0.105019154770945","0.20234166729192"
"Rarely","1990","vocational + Abi","Female","19","","",""
"Rarely","1990","higher vocational","Male","80","0.170009321657002","0.137017492528345","0.203001150785659"
"Rarely","1990","higher vocational","Female","42","0.130142099042558","0.0898598459461418","0.170424352138975"
"Rarely","1990","higher education","Male","215","0.244921274843339","0.21704181432001","0.272800735366668"
"Rarely","1990","higher education","Female","137","0.194773558646991","0.166543537297568","0.223003579996413"
"Never","1990","in school","Male","103","0.903846969206915","0.849250064498563","0.958443873915266"
"Never","1990","in school","Female","75","0.947083290715443","0.89862906405054","0.995537517380346"
"Never","1990","inadequately","Male","241","0.896895313933861","0.860143371604496","0.933647256263227"
"Never","1990","inadequately","Female","374","0.950023027619686","0.928229149569538","0.971816905669835"
"Never","1990","general elemantary","Male","881","0.841385726036408","0.818732291757869","0.864039160314946"
"Never","1990","general elemantary","Female","1832","0.92998670434791","0.918721646939622","0.941251761756199"
"Never","1990","middle vocational","Male","3010","0.807726883191955","0.794949104220432","0.820504662163479"
"Never","1990","middle vocational","Female","2935","0.868204145652248","0.85675617877071","0.879652112533787"
"Never","1990","vocational + Abi","Male","169","0.80096723095537","0.747093564852838","0.854840897057902"
"Never","1990","vocational + Abi","Female","135","0.794307401325655","0.731870866777822","0.856743935873489"
"Never","1990","higher vocational","Male","384","0.772515320970517","0.735697079087444","0.809333562853589"
"Never","1990","higher vocational","Female","213","0.822840733070488","0.777129754097799","0.868551712043177"
"Never","1990","higher education","Male","560","0.607963476359605","0.576313236713912","0.639613716005298"
"Never","1990","higher education","Female","539","0.704636068046381","0.672116231170101","0.737155904922662"
"Daily","1991","in school","Male","","","",""
"Daily","1991","in school","Female","","","",""
"Daily","1991","inadequately","Male","","","",""
"Daily","1991","inadequately","Female","","","",""
"Daily","1991","general elemantary","Male","","","",""
"Daily","1991","general elemantary","Female","","","",""
"Daily","1991","middle vocational","Male","","","",""
"Daily","1991","middle vocational","Female","","","",""
"Daily","1991","vocational + Abi","Male","","","",""
"Daily","1991","vocational + Abi","Female","","","",""
"Daily","1991","higher vocational","Male","","","",""
"Daily","1991","higher vocational","Female","","","",""
"Daily","1991","higher education","Male","","","",""
"Daily","1991","higher education","Female","","","",""
"Min 1x per week","1991","in school","Male","","","",""
"Min 1x per week","1991","in school","Female","","","",""
"Min 1x per week","1991","inadequately","Male","","","",""
"Min 1x per week","1991","inadequately","Female","","","",""
"Min 1x per week","1991","general elemantary","Male","","","",""
"Min 1x per week","1991","general elemantary","Female","","","",""
"Min 1x per week","1991","middle vocational","Male","","","",""
"Min 1x per week","1991","middle vocational","Female","","","",""
"Min 1x per week","1991","vocational + Abi","Male","","","",""
"Min 1x per week","1991","vocational + Abi","Female","","","",""
"Min 1x per week","1991","higher vocational","Male","","","",""
"Min 1x per week","1991","higher vocational","Female","","","",""
"Min 1x per week","1991","higher education","Male","","","",""
"Min 1x per week","1991","higher education","Female","","","",""
"Min 1x per month","1991","in school","Male","","","",""
"Min 1x per month","1991","in school","Female","","","",""
"Min 1x per month","1991","inadequately","Male","","","",""
"Min 1x per month","1991","inadequately","Female","","","",""
"Min 1x per month","1991","general elemantary","Male","","","",""
"Min 1x per month","1991","general elemantary","Female","","","",""
"Min 1x per month","1991","middle vocational","Male","","","",""
"Min 1x per month","1991","middle vocational","Female","","","",""
"Min 1x per month","1991","vocational + Abi","Male","","","",""
"Min 1x per month","1991","vocational + Abi","Female","","","",""
"Min 1x per month","1991","higher vocational","Male","","","",""
"Min 1x per month","1991","higher vocational","Female","","","",""
"Min 1x per month","1991","higher education","Male","","","",""
"Min 1x per month","1991","higher education","Female","","","",""
"Rarely","1991","in school","Male","","","",""
"Rarely","1991","in school","Female","","","",""
"Rarely","1991","inadequately","Male","","","",""
"Rarely","1991","inadequately","Female","","","",""
"Rarely","1991","general elemantary","Male","","","",""
"Rarely","1991","general elemantary","Female","","","",""
"Rarely","1991","middle vocational","Male","","","",""
"Rarely","1991","middle vocational","Female","","","",""
"Rarely","1991","vocational + Abi","Male","","","",""
"Rarely","1991","vocational + Abi","Female","","","",""
"Rarely","1991","higher vocational","Male","","","",""
"Rarely","1991","higher vocational","Female","","","",""
"Rarely","1991","higher education","Male","","","",""
"Rarely","1991","higher education","Female","","","",""
"Never","1991","in school","Male","","","",""
"Never","1991","in school","Female","","","",""
"Never","1991","inadequately","Male","","","",""
"Never","1991","inadequately","Female","","","",""
"Never","1991","general elemantary","Male","","","",""
"Never","1991","general elemantary","Female","","","",""
"Never","1991","middle vocational","Male","","","",""
"Never","1991","middle vocational","Female","","","",""
"Never","1991","vocational + Abi","Male","","","",""
"Never","1991","vocational + Abi","Female","","","",""
"Never","1991","higher vocational","Male","","","",""
"Never","1991","higher vocational","Female","","","",""
"Never","1991","higher education","Male","","","",""
"Never","1991","higher education","Female","","","",""
"Daily","1992","in school","Male","","","",""
"Daily","1992","in school","Female","","","",""
"Daily","1992","inadequately","Male","","","",""
"Daily","1992","inadequately","Female","","","",""
"Daily","1992","general elemantary","Male","","","",""
"Daily","1992","general elemantary","Female","","","",""
"Daily","1992","middle vocational","Male","","","",""
"Daily","1992","middle vocational","Female","","","",""
"Daily","1992","vocational + Abi","Male","","","",""
"Daily","1992","vocational + Abi","Female","","","",""
"Daily","1992","higher vocational","Male","","","",""
"Daily","1992","higher vocational","Female","","","",""
"Daily","1992","higher education","Male","","","",""
"Daily","1992","higher education","Female","","","",""
