"pli0097_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","1985","college entrance qualification","indirect migration background","","","",""
"Never","1985","Other degree","no migration background","40","1","1","1"
"Never","1985","Other degree","direct migration background","1130","0.964260685196644","0.953623529865664","0.974897840527624"
"Never","1985","Other degree","indirect migration background","","","",""
"Never","1985","no degree/no degree yet","no migration background","211","0.938797641865874","0.907407436659228","0.97018784707252"
"Never","1985","no degree/no degree yet","direct migration background","833","0.975517097005098","0.965127767349966","0.985906426660231"
"Never","1985","no degree/no degree yet","indirect migration background","","","",""
"Daily","1986","lower secondary degree","no migration background","","","",""
"Daily","1986","lower secondary degree","direct migration background","","","",""
"Daily","1986","lower secondary degree","indirect migration background","","","",""
"Daily","1986","secondary school degree","no migration background","","","",""
"Daily","1986","secondary school degree","direct migration background","","","",""
"Daily","1986","secondary school degree","indirect migration background","","","",""
"Daily","1986","college entrance qualification","no migration background","","","",""
"Daily","1986","college entrance qualification","direct migration background","","","",""
"Daily","1986","college entrance qualification","indirect migration background","","","",""
"Daily","1986","Other degree","no migration background","","","",""
"Daily","1986","Other degree","direct migration background","","","",""
"Daily","1986","Other degree","indirect migration background","","","",""
"Daily","1986","no degree/no degree yet","no migration background","","","",""
"Daily","1986","no degree/no degree yet","direct migration background","","","",""
"Daily","1986","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1986","lower secondary degree","no migration background","36","0.00772563106649536","0.0051499719313123","0.0103012902016784"
"Min 1x per week","1986","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1986","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1986","secondary school degree","no migration background","","","",""
"Min 1x per week","1986","secondary school degree","direct migration background","","","",""
"Min 1x per week","1986","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1986","college entrance qualification","no migration background","","","",""
"Min 1x per week","1986","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1986","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1986","Other degree","no migration background","","","",""
"Min 1x per week","1986","Other degree","direct migration background","","","",""
"Min 1x per week","1986","Other degree","indirect migration background","","","",""
"Min 1x per week","1986","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1986","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1986","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1986","lower secondary degree","no migration background","82","0.0181357148358689","0.0142101822280076","0.0220612474437303"
"Min 1x per month","1986","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1986","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1986","secondary school degree","no migration background","","","",""
"Min 1x per month","1986","secondary school degree","direct migration background","","","",""
"Min 1x per month","1986","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1986","college entrance qualification","no migration background","44","0.0381668957948468","0.0269658592229942","0.0493679323666993"
"Min 1x per month","1986","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1986","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1986","Other degree","no migration background","","","",""
"Min 1x per month","1986","Other degree","direct migration background","","","",""
"Min 1x per month","1986","Other degree","indirect migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1986","lower secondary degree","no migration background","169","0.0357353453807594","0.0302745911062965","0.0411960996552223"
"Rarely","1986","lower secondary degree","direct migration background","","","",""
"Rarely","1986","lower secondary degree","indirect migration background","","","",""
"Rarely","1986","secondary school degree","no migration background","112","0.0662284047956427","0.0542256691829022","0.0782311404083833"
"Rarely","1986","secondary school degree","direct migration background","","","",""
"Rarely","1986","secondary school degree","indirect migration background","","","",""
"Rarely","1986","college entrance qualification","no migration background","138","0.124691643963365","0.105378003252219","0.144005284674512"
"Rarely","1986","college entrance qualification","direct migration background","","","",""
"Rarely","1986","college entrance qualification","indirect migration background","","","",""
"Rarely","1986","Other degree","no migration background","","","",""
"Rarely","1986","Other degree","direct migration background","","","",""
"Rarely","1986","Other degree","indirect migration background","","","",""
"Rarely","1986","no degree/no degree yet","no migration background","","","",""
"Rarely","1986","no degree/no degree yet","direct migration background","","","",""
"Rarely","1986","no degree/no degree yet","indirect migration background","","","",""
"Never","1986","lower secondary degree","no migration background","4152","0.938403308716876","0.931330710684757","0.945475906748995"
"Never","1986","lower secondary degree","direct migration background","563","0.953975268057222","0.936966298439998","0.970984237674446"
"Never","1986","lower secondary degree","indirect migration background","79","0.978432516961837","0.947180775980746","1.00968425794293"
"Never","1986","secondary school degree","no migration background","1506","0.914998668288617","0.901538178617713","0.928459157959521"
"Never","1986","secondary school degree","direct migration background","139","0.953714642777586","0.919979232826211","0.98745005272896"
"Never","1986","secondary school degree","indirect migration background","30","0.994073453048432","0.967053950640148","1.02109295545672"
"Never","1986","college entrance qualification","no migration background","913","0.810793548855062","0.787896049912248","0.833691047797877"
"Never","1986","college entrance qualification","direct migration background","101","0.874024677167593","0.812844115937745","0.935205238397442"
"Never","1986","college entrance qualification","indirect migration background","","","",""
"Never","1986","Other degree","no migration background","40","0.985039754958801","0.947881749394409","1.02219776052319"
"Never","1986","Other degree","direct migration background","1076","0.967901637264295","0.957574258620886","0.978229015907704"
"Never","1986","Other degree","indirect migration background","","","",""
"Never","1986","no degree/no degree yet","no migration background","208","0.970102682888563","0.947338407917501","0.992866957859625"
"Never","1986","no degree/no degree yet","direct migration background","773","0.973796308677094","0.962650158535721","0.984942458818466"
"Never","1986","no degree/no degree yet","indirect migration background","","","",""
"Daily","1987","lower secondary degree","no migration background","","","",""
"Daily","1987","lower secondary degree","direct migration background","","","",""
"Daily","1987","lower secondary degree","indirect migration background","","","",""
"Daily","1987","secondary school degree","no migration background","","","",""
"Daily","1987","secondary school degree","direct migration background","","","",""
"Daily","1987","secondary school degree","indirect migration background","","","",""
"Daily","1987","college entrance qualification","no migration background","","","",""
"Daily","1987","college entrance qualification","direct migration background","","","",""
"Daily","1987","college entrance qualification","indirect migration background","","","",""
"Daily","1987","Other degree","no migration background","","","",""
"Daily","1987","Other degree","direct migration background","","","",""
"Daily","1987","Other degree","indirect migration background","","","",""
"Daily","1987","no degree/no degree yet","no migration background","","","",""
"Daily","1987","no degree/no degree yet","direct migration background","","","",""
"Daily","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1987","lower secondary degree","no migration background","","","",""
"Min 1x per week","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1987","secondary school degree","no migration background","","","",""
"Min 1x per week","1987","secondary school degree","direct migration background","","","",""
"Min 1x per week","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1987","college entrance qualification","no migration background","","","",""
"Min 1x per week","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1987","Other degree","no migration background","","","",""
"Min 1x per week","1987","Other degree","direct migration background","","","",""
"Min 1x per week","1987","Other degree","indirect migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1987","lower secondary degree","no migration background","","","",""
"Min 1x per month","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1987","secondary school degree","no migration background","","","",""
"Min 1x per month","1987","secondary school degree","direct migration background","","","",""
"Min 1x per month","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1987","college entrance qualification","no migration background","","","",""
"Min 1x per month","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1987","Other degree","no migration background","","","",""
"Min 1x per month","1987","Other degree","direct migration background","","","",""
"Min 1x per month","1987","Other degree","indirect migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1987","lower secondary degree","no migration background","","","",""
"Rarely","1987","lower secondary degree","direct migration background","","","",""
"Rarely","1987","lower secondary degree","indirect migration background","","","",""
"Rarely","1987","secondary school degree","no migration background","","","",""
"Rarely","1987","secondary school degree","direct migration background","","","",""
"Rarely","1987","secondary school degree","indirect migration background","","","",""
"Rarely","1987","college entrance qualification","no migration background","","","",""
"Rarely","1987","college entrance qualification","direct migration background","","","",""
"Rarely","1987","college entrance qualification","indirect migration background","","","",""
"Rarely","1987","Other degree","no migration background","","","",""
"Rarely","1987","Other degree","direct migration background","","","",""
"Rarely","1987","Other degree","indirect migration background","","","",""
"Rarely","1987","no degree/no degree yet","no migration background","","","",""
"Rarely","1987","no degree/no degree yet","direct migration background","","","",""
"Rarely","1987","no degree/no degree yet","indirect migration background","","","",""
"Never","1987","lower secondary degree","no migration background","","","",""
"Never","1987","lower secondary degree","direct migration background","","","",""
"Never","1987","lower secondary degree","indirect migration background","","","",""
"Never","1987","secondary school degree","no migration background","","","",""
"Never","1987","secondary school degree","direct migration background","","","",""
"Never","1987","secondary school degree","indirect migration background","","","",""
"Never","1987","college entrance qualification","no migration background","","","",""
"Never","1987","college entrance qualification","direct migration background","","","",""
"Never","1987","college entrance qualification","indirect migration background","","","",""
"Never","1987","Other degree","no migration background","","","",""
"Never","1987","Other degree","direct migration background","","","",""
"Never","1987","Other degree","indirect migration background","","","",""
"Never","1987","no degree/no degree yet","no migration background","","","",""
"Never","1987","no degree/no degree yet","direct migration background","","","",""
"Never","1987","no degree/no degree yet","indirect migration background","","","",""
"Daily","1988","lower secondary degree","no migration background","","","",""
"Daily","1988","lower secondary degree","direct migration background","","","",""
"Daily","1988","lower secondary degree","indirect migration background","","","",""
"Daily","1988","secondary school degree","no migration background","","","",""
"Daily","1988","secondary school degree","direct migration background","","","",""
"Daily","1988","secondary school degree","indirect migration background","","","",""
"Daily","1988","college entrance qualification","no migration background","","","",""
"Daily","1988","college entrance qualification","direct migration background","","","",""
"Daily","1988","college entrance qualification","indirect migration background","","","",""
"Daily","1988","Other degree","no migration background","","","",""
"Daily","1988","Other degree","direct migration background","","","",""
"Daily","1988","Other degree","indirect migration background","","","",""
"Daily","1988","no degree/no degree yet","no migration background","","","",""
"Daily","1988","no degree/no degree yet","direct migration background","","","",""
"Daily","1988","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1988","lower secondary degree","no migration background","","","",""
"Min 1x per week","1988","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1988","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1988","secondary school degree","no migration background","","","",""
"Min 1x per week","1988","secondary school degree","direct migration background","","","",""
"Min 1x per week","1988","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1988","college entrance qualification","no migration background","","","",""
"Min 1x per week","1988","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1988","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1988","Other degree","no migration background","","","",""
"Min 1x per week","1988","Other degree","direct migration background","","","",""
"Min 1x per week","1988","Other degree","indirect migration background","","","",""
"Min 1x per week","1988","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1988","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1988","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1988","lower secondary degree","no migration background","49","0.011584934496503","0.00831385708461805","0.014856011908388"
"Min 1x per month","1988","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1988","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1988","secondary school degree","no migration background","","","",""
"Min 1x per month","1988","secondary school degree","direct migration background","","","",""
"Min 1x per month","1988","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1988","college entrance qualification","no migration background","39","0.0386178908085553","0.0269410719841369","0.0502947096329737"
"Min 1x per month","1988","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1988","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1988","Other degree","no migration background","","","",""
"Min 1x per month","1988","Other degree","direct migration background","","","",""
"Min 1x per month","1988","Other degree","indirect migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1988","lower secondary degree","no migration background","165","0.0376583545698564","0.0318390690932343","0.0434776400464786"
"Rarely","1988","lower secondary degree","direct migration background","","","",""
"Rarely","1988","lower secondary degree","indirect migration background","","","",""
"Rarely","1988","secondary school degree","no migration background","108","0.0720523252225782","0.0592086436732853","0.084896006771871"
"Rarely","1988","secondary school degree","direct migration background","","","",""
"Rarely","1988","secondary school degree","indirect migration background","","","",""
"Rarely","1988","college entrance qualification","no migration background","151","0.133662941275764","0.113040921370341","0.154284961181187"
"Rarely","1988","college entrance qualification","direct migration background","","","",""
"Rarely","1988","college entrance qualification","indirect migration background","","","",""
"Rarely","1988","Other degree","no migration background","","","",""
"Rarely","1988","Other degree","direct migration background","","","",""
"Rarely","1988","Other degree","indirect migration background","","","",""
"Rarely","1988","no degree/no degree yet","no migration background","","","",""
"Rarely","1988","no degree/no degree yet","direct migration background","","","",""
"Rarely","1988","no degree/no degree yet","indirect migration background","","","",""
"Never","1988","lower secondary degree","no migration background","3874","0.945434629003178","0.938491605082476","0.95237765292388"
"Never","1988","lower secondary degree","direct migration background","585","0.95101462611415","0.933886494746076","0.968142757482224"
"Never","1988","lower secondary degree","indirect migration background","101","0.899043216679259","0.841690605559351","0.956395827799168"
"Never","1988","secondary school degree","no migration background","1417","0.90864824108529","0.894337565495654","0.922958916674926"
"Never","1988","secondary school degree","direct migration background","145","0.953559212931975","0.920105069388528","0.987013356475422"
"Never","1988","secondary school degree","indirect migration background","43","0.981436796589008","0.942000196694826","1.02087339648319"
"Never","1988","college entrance qualification","no migration background","834","0.806422604040247","0.782478923100302","0.830366284980193"
"Never","1988","college entrance qualification","direct migration background","98","0.866841305288304","0.803637800009859","0.930044810566749"
"Never","1988","college entrance qualification","indirect migration background","","","",""
"Never","1988","Other degree","no migration background","40","0.950877440654476","0.885515308485897","1.01623957282305"
"Never","1988","Other degree","direct migration background","981","0.968964746235092","0.958270035493639","0.979659456976545"
"Never","1988","Other degree","indirect migration background","","","",""
"Never","1988","no degree/no degree yet","no migration background","173","0.960259395649864","0.931721407405418","0.988797383894309"
"Never","1988","no degree/no degree yet","direct migration background","685","0.97232223725402","0.960152225996296","0.984492248511744"
"Never","1988","no degree/no degree yet","indirect migration background","","","",""
"Daily","1989","lower secondary degree","no migration background","","","",""
"Daily","1989","lower secondary degree","direct migration background","","","",""
"Daily","1989","lower secondary degree","indirect migration background","","","",""
"Daily","1989","secondary school degree","no migration background","","","",""
"Daily","1989","secondary school degree","direct migration background","","","",""
"Daily","1989","secondary school degree","indirect migration background","","","",""
"Daily","1989","college entrance qualification","no migration background","","","",""
"Daily","1989","college entrance qualification","direct migration background","","","",""
"Daily","1989","college entrance qualification","indirect migration background","","","",""
"Daily","1989","Other degree","no migration background","","","",""
"Daily","1989","Other degree","direct migration background","","","",""
"Daily","1989","Other degree","indirect migration background","","","",""
"Daily","1989","no degree/no degree yet","no migration background","","","",""
"Daily","1989","no degree/no degree yet","direct migration background","","","",""
"Daily","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1989","lower secondary degree","no migration background","","","",""
"Min 1x per week","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1989","secondary school degree","no migration background","","","",""
"Min 1x per week","1989","secondary school degree","direct migration background","","","",""
"Min 1x per week","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1989","college entrance qualification","no migration background","","","",""
"Min 1x per week","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1989","Other degree","no migration background","","","",""
"Min 1x per week","1989","Other degree","direct migration background","","","",""
"Min 1x per week","1989","Other degree","indirect migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1989","lower secondary degree","no migration background","","","",""
"Min 1x per month","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1989","secondary school degree","no migration background","","","",""
"Min 1x per month","1989","secondary school degree","direct migration background","","","",""
"Min 1x per month","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1989","college entrance qualification","no migration background","","","",""
"Min 1x per month","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1989","Other degree","no migration background","","","",""
"Min 1x per month","1989","Other degree","direct migration background","","","",""
"Min 1x per month","1989","Other degree","indirect migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1989","lower secondary degree","no migration background","","","",""
"Rarely","1989","lower secondary degree","direct migration background","","","",""
"Rarely","1989","lower secondary degree","indirect migration background","","","",""
"Rarely","1989","secondary school degree","no migration background","","","",""
"Rarely","1989","secondary school degree","direct migration background","","","",""
"Rarely","1989","secondary school degree","indirect migration background","","","",""
"Rarely","1989","college entrance qualification","no migration background","","","",""
"Rarely","1989","college entrance qualification","direct migration background","","","",""
"Rarely","1989","college entrance qualification","indirect migration background","","","",""
"Rarely","1989","Other degree","no migration background","","","",""
"Rarely","1989","Other degree","direct migration background","","","",""
"Rarely","1989","Other degree","indirect migration background","","","",""
"Rarely","1989","no degree/no degree yet","no migration background","","","",""
"Rarely","1989","no degree/no degree yet","direct migration background","","","",""
"Rarely","1989","no degree/no degree yet","indirect migration background","","","",""
"Never","1989","lower secondary degree","no migration background","","","",""
"Never","1989","lower secondary degree","direct migration background","","","",""
"Never","1989","lower secondary degree","indirect migration background","","","",""
"Never","1989","secondary school degree","no migration background","","","",""
"Never","1989","secondary school degree","direct migration background","","","",""
"Never","1989","secondary school degree","indirect migration background","","","",""
"Never","1989","college entrance qualification","no migration background","","","",""
"Never","1989","college entrance qualification","direct migration background","","","",""
"Never","1989","college entrance qualification","indirect migration background","","","",""
"Never","1989","Other degree","no migration background","","","",""
"Never","1989","Other degree","direct migration background","","","",""
"Never","1989","Other degree","indirect migration background","","","",""
"Never","1989","no degree/no degree yet","no migration background","","","",""
"Never","1989","no degree/no degree yet","direct migration background","","","",""
"Never","1989","no degree/no degree yet","indirect migration background","","","",""
"Daily","1990","lower secondary degree","no migration background","","","",""
"Daily","1990","lower secondary degree","direct migration background","","","",""
"Daily","1990","lower secondary degree","indirect migration background","","","",""
"Daily","1990","secondary school degree","no migration background","","","",""
"Daily","1990","secondary school degree","direct migration background","","","",""
"Daily","1990","secondary school degree","indirect migration background","","","",""
"Daily","1990","college entrance qualification","no migration background","","","",""
"Daily","1990","college entrance qualification","direct migration background","","","",""
"Daily","1990","college entrance qualification","indirect migration background","","","",""
"Daily","1990","Other degree","no migration background","","","",""
"Daily","1990","Other degree","direct migration background","","","",""
"Daily","1990","Other degree","indirect migration background","","","",""
"Daily","1990","no degree/no degree yet","no migration background","","","",""
"Daily","1990","no degree/no degree yet","direct migration background","","","",""
"Daily","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1990","lower secondary degree","no migration background","48","0.00849180891538521","0.00604986036072729","0.0109337574700431"
"Min 1x per week","1990","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1990","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1990","secondary school degree","no migration background","60","0.0130217299179148","0.00923497047619725","0.0168084893596323"
"Min 1x per week","1990","secondary school degree","direct migration background","","","",""
"Min 1x per week","1990","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1990","college entrance qualification","no migration background","45","0.0279156228705198","0.0197384971223183","0.0360927486187214"
"Min 1x per week","1990","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1990","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1990","Other degree","no migration background","","","",""
"Min 1x per week","1990","Other degree","direct migration background","","","",""
"Min 1x per week","1990","Other degree","indirect migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1990","lower secondary degree","no migration background","149","0.0241187124211695","0.0200358588409541","0.0282015660013849"
"Min 1x per month","1990","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1990","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1990","secondary school degree","no migration background","141","0.0350899400863647","0.0289436322196073","0.0412362479531221"
"Min 1x per month","1990","secondary school degree","direct migration background","","","",""
"Min 1x per month","1990","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1990","college entrance qualification","no migration background","103","0.0661393240799853","0.0538027107262408","0.0784759374337299"
"Min 1x per month","1990","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1990","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1990","Other degree","no migration background","","","",""
"Min 1x per month","1990","Other degree","direct migration background","","","",""
"Min 1x per month","1990","Other degree","indirect migration background","","","",""
"Min 1x per month","1990","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1990","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1990","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1990","lower secondary degree","no migration background","572","0.106952648586526","0.0987279258578556","0.115177371315197"
"Rarely","1990","lower secondary degree","direct migration background","41","0.0782568758346872","0.0577513179200702","0.0987624337493042"
"Rarely","1990","lower secondary degree","indirect migration background","","","",""
"Rarely","1990","secondary school degree","no migration background","440","0.13783333029578","0.126318638468463","0.149348022123098"
"Rarely","1990","secondary school degree","direct migration background","","","",""
"Rarely","1990","secondary school degree","indirect migration background","","","",""
"Rarely","1990","college entrance qualification","no migration background","325","0.206912784207012","0.186804307593727","0.227021260820297"
"Rarely","1990","college entrance qualification","direct migration background","","","",""
"Rarely","1990","college entrance qualification","indirect migration background","","","",""
"Rarely","1990","Other degree","no migration background","","","",""
"Rarely","1990","Other degree","direct migration background","52","0.0438831007918077","0.0309392140018851","0.0568269875817302"
"Rarely","1990","Other degree","indirect migration background","","","",""
"Rarely","1990","no degree/no degree yet","no migration background","","","",""
"Rarely","1990","no degree/no degree yet","direct migration background","","","",""
"Rarely","1990","no degree/no degree yet","indirect migration background","","","",""
"Never","1990","lower secondary degree","no migration background","4643","0.858123769687967","0.848837997240174","0.867409542135761"
"Never","1990","lower secondary degree","direct migration background","604","0.909257213070716","0.887326395721599","0.931188030419833"
