"pli0097_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","Employed","secondary school degree","91","0.07451664585143","0.0598526039765323","0.0891806877263277"
"Rarely","1985","Employed","college entrance qualification","113","0.141913591962007","0.118144618248699","0.165682565675315"
"Rarely","1985","Employed","Other degree","20","","",""
"Rarely","1985","Employed","no degree/no degree yet","9","","",""
"Never","1985","Not Employed","lower secondary degree","2215","0.971285987062553","0.964434090811627","0.978137883313479"
"Never","1985","Not Employed","secondary school degree","569","0.907982830843835","0.885393882061088","0.930571779626583"
"Never","1985","Not Employed","college entrance qualification","322","0.854004640508856","0.818687777560111","0.889321503457602"
"Never","1985","Not Employed","Other degree","259","0.975871010299868","0.957430495111679","0.994311525488058"
"Never","1985","Not Employed","no degree/no degree yet","513","0.941140364180931","0.921121620640943","0.961159107720919"
"Never","1985","Employed","lower secondary degree","2875","0.921731729161769","0.912304041759683","0.931159416563856"
"Never","1985","Employed","secondary school degree","1101","0.890151702433162","0.872690609821611","0.907612795044713"
"Never","1985","Employed","college entrance qualification","649","0.775020782061981","0.746578738443753","0.803462825680209"
"Never","1985","Employed","Other degree","918","0.96802425420803","0.956842465197518","0.979206043218541"
"Never","1985","Employed","no degree/no degree yet","548","0.981479206025617","0.97031251680959","0.992645895241643"
"Daily","1986","Not Employed","lower secondary degree","","","",""
"Daily","1986","Not Employed","secondary school degree","","","",""
"Daily","1986","Not Employed","college entrance qualification","","","",""
"Daily","1986","Not Employed","Other degree","","","",""
"Daily","1986","Not Employed","no degree/no degree yet","","","",""
"Daily","1986","Employed","lower secondary degree","","","",""
"Daily","1986","Employed","secondary school degree","","","",""
"Daily","1986","Employed","college entrance qualification","","","",""
"Daily","1986","Employed","Other degree","","","",""
"Daily","1986","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1986","Not Employed","lower secondary degree","12","","",""
"Min 1x per week","1986","Not Employed","secondary school degree","1","","",""
"Min 1x per week","1986","Not Employed","college entrance qualification","6","","",""
"Min 1x per week","1986","Not Employed","Other degree","2","","",""
"Min 1x per week","1986","Not Employed","no degree/no degree yet","3","","",""
"Min 1x per week","1986","Employed","lower secondary degree","27","","",""
"Min 1x per week","1986","Employed","secondary school degree","11","","",""
"Min 1x per week","1986","Employed","college entrance qualification","26","","",""
"Min 1x per week","1986","Employed","Other degree","7","","",""
"Min 1x per week","1986","Employed","no degree/no degree yet","1","","",""
"Min 1x per month","1986","Not Employed","lower secondary degree","23","","",""
"Min 1x per month","1986","Not Employed","secondary school degree","6","","",""
"Min 1x per month","1986","Not Employed","college entrance qualification","10","","",""
"Min 1x per month","1986","Not Employed","Other degree","1","","",""
"Min 1x per month","1986","Not Employed","no degree/no degree yet","4","","",""
"Min 1x per month","1986","Employed","lower secondary degree","65","0.0231539999067976","0.0177902232683371","0.028517776545258"
"Min 1x per month","1986","Employed","secondary school degree","15","","",""
"Min 1x per month","1986","Employed","college entrance qualification","36","0.0443274186632097","0.0305874658276386","0.0580673714987808"
"Min 1x per month","1986","Employed","Other degree","6","","",""
"Min 1x per month","1986","Employed","no degree/no degree yet","1","","",""
"Rarely","1986","Not Employed","lower secondary degree","39","0.0167727254756436","0.0112605397842759","0.0222849111670114"
"Rarely","1986","Not Employed","secondary school degree","30","0.0392007194764992","0.023671993748496","0.0547294452045024"
"Rarely","1986","Not Employed","college entrance qualification","37","0.0894405991560697","0.0609713554681445","0.117909842843995"
"Rarely","1986","Not Employed","Other degree","5","","",""
"Rarely","1986","Not Employed","no degree/no degree yet","10","","",""
"Rarely","1986","Employed","lower secondary degree","145","0.050716264448974","0.0428906892627005","0.0585418396352475"
"Rarely","1986","Employed","secondary school degree","91","0.0784951015628896","0.0634587576112558","0.0935314455145234"
"Rarely","1986","Employed","college entrance qualification","110","0.137168684568987","0.114202709212157","0.160134659925817"
"Rarely","1986","Employed","Other degree","23","","",""
"Rarely","1986","Employed","no degree/no degree yet","5","","",""
"Never","1986","Not Employed","lower secondary degree","2011","0.964732566480482","0.956815114114937","0.972650018846026"
"Never","1986","Not Employed","secondary school degree","563","0.950721471726242","0.933402265581653","0.968040677870831"
"Never","1986","Not Employed","college entrance qualification","333","0.873175103898257","0.839977451859914","0.906372755936601"
"Never","1986","Not Employed","Other degree","242","0.97626893534147","0.957401127993294","0.995136742689646"
"Never","1986","Not Employed","no degree/no degree yet","491","0.960932823304075","0.94408403155853","0.97778161504962"
"Never","1986","Employed","lower secondary degree","2783","0.917243140814153","0.907416867135021","0.927069414493286"
"Never","1986","Employed","secondary school degree","1112","0.898453426251241","0.881566423603373","0.915340428899109"
"Never","1986","Employed","college entrance qualification","690","0.78627511824038","0.758909247761066","0.813640988719693"
"Never","1986","Employed","Other degree","878","0.968973358806646","0.957732531050957","0.980214186562335"
"Never","1986","Employed","no degree/no degree yet","509","0.98880458477458","0.979726409181007","0.997882760368153"
"Daily","1987","Not Employed","lower secondary degree","","","",""
"Daily","1987","Not Employed","secondary school degree","","","",""
"Daily","1987","Not Employed","college entrance qualification","","","",""
"Daily","1987","Not Employed","Other degree","","","",""
"Daily","1987","Not Employed","no degree/no degree yet","","","",""
"Daily","1987","Employed","lower secondary degree","","","",""
"Daily","1987","Employed","secondary school degree","","","",""
"Daily","1987","Employed","college entrance qualification","","","",""
"Daily","1987","Employed","Other degree","","","",""
"Daily","1987","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1987","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1987","Not Employed","secondary school degree","","","",""
"Min 1x per week","1987","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1987","Not Employed","Other degree","","","",""
"Min 1x per week","1987","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1987","Employed","lower secondary degree","","","",""
"Min 1x per week","1987","Employed","secondary school degree","","","",""
"Min 1x per week","1987","Employed","college entrance qualification","","","",""
"Min 1x per week","1987","Employed","Other degree","","","",""
"Min 1x per week","1987","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1987","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1987","Not Employed","secondary school degree","","","",""
"Min 1x per month","1987","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1987","Not Employed","Other degree","","","",""
"Min 1x per month","1987","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1987","Employed","lower secondary degree","","","",""
"Min 1x per month","1987","Employed","secondary school degree","","","",""
"Min 1x per month","1987","Employed","college entrance qualification","","","",""
"Min 1x per month","1987","Employed","Other degree","","","",""
"Min 1x per month","1987","Employed","no degree/no degree yet","","","",""
"Rarely","1987","Not Employed","lower secondary degree","","","",""
"Rarely","1987","Not Employed","secondary school degree","","","",""
"Rarely","1987","Not Employed","college entrance qualification","","","",""
"Rarely","1987","Not Employed","Other degree","","","",""
"Rarely","1987","Not Employed","no degree/no degree yet","","","",""
"Rarely","1987","Employed","lower secondary degree","","","",""
"Rarely","1987","Employed","secondary school degree","","","",""
"Rarely","1987","Employed","college entrance qualification","","","",""
"Rarely","1987","Employed","Other degree","","","",""
"Rarely","1987","Employed","no degree/no degree yet","","","",""
"Never","1987","Not Employed","lower secondary degree","","","",""
"Never","1987","Not Employed","secondary school degree","","","",""
"Never","1987","Not Employed","college entrance qualification","","","",""
"Never","1987","Not Employed","Other degree","","","",""
"Never","1987","Not Employed","no degree/no degree yet","","","",""
"Never","1987","Employed","lower secondary degree","","","",""
"Never","1987","Employed","secondary school degree","","","",""
"Never","1987","Employed","college entrance qualification","","","",""
"Never","1987","Employed","Other degree","","","",""
"Never","1987","Employed","no degree/no degree yet","","","",""
"Daily","1988","Not Employed","lower secondary degree","","","",""
"Daily","1988","Not Employed","secondary school degree","","","",""
"Daily","1988","Not Employed","college entrance qualification","","","",""
"Daily","1988","Not Employed","Other degree","","","",""
"Daily","1988","Not Employed","no degree/no degree yet","","","",""
"Daily","1988","Employed","lower secondary degree","","","",""
"Daily","1988","Employed","secondary school degree","","","",""
"Daily","1988","Employed","college entrance qualification","","","",""
"Daily","1988","Employed","Other degree","","","",""
"Daily","1988","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1988","Not Employed","lower secondary degree","7","","",""
"Min 1x per week","1988","Not Employed","secondary school degree","1","","",""
"Min 1x per week","1988","Not Employed","college entrance qualification","6","","",""
"Min 1x per week","1988","Not Employed","Other degree","1","","",""
"Min 1x per week","1988","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1988","Employed","lower secondary degree","21","","",""
"Min 1x per week","1988","Employed","secondary school degree","11","","",""
"Min 1x per week","1988","Employed","college entrance qualification","17","","",""
"Min 1x per week","1988","Employed","Other degree","3","","",""
"Min 1x per week","1988","Employed","no degree/no degree yet","2","","",""
"Min 1x per month","1988","Not Employed","lower secondary degree","16","","",""
"Min 1x per month","1988","Not Employed","secondary school degree","6","","",""
"Min 1x per month","1988","Not Employed","college entrance qualification","11","","",""
"Min 1x per month","1988","Not Employed","Other degree","","","",""
"Min 1x per month","1988","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1988","Employed","lower secondary degree","38","0.0137911221955204","0.00956401108017839","0.0180182333108624"
"Min 1x per month","1988","Employed","secondary school degree","17","","",""
"Min 1x per month","1988","Employed","college entrance qualification","29","","",""
"Min 1x per month","1988","Employed","Other degree","6","","",""
"Min 1x per month","1988","Employed","no degree/no degree yet","1","","",""
"Rarely","1988","Not Employed","lower secondary degree","50","0.0242539888190128","0.0173422284030363","0.0311657492349892"
"Rarely","1988","Not Employed","secondary school degree","31","0.054921016665896","0.0353955877272043","0.0744464456045877"
"Rarely","1988","Not Employed","college entrance qualification","35","0.0840289473348448","0.0544087139204064","0.113649180749283"
"Rarely","1988","Not Employed","Other degree","2","","",""
"Rarely","1988","Not Employed","no degree/no degree yet","10","","",""
"Rarely","1988","Employed","lower secondary degree","135","0.049085962047501","0.0412551159287067","0.0569168081662953"
"Rarely","1988","Employed","secondary school degree","83","0.0759139119179889","0.0611181966042923","0.0907096272316856"
"Rarely","1988","Employed","college entrance qualification","129","0.151816852648078","0.127550010818443","0.176083694477713"
"Rarely","1988","Employed","Other degree","20","","",""
"Rarely","1988","Employed","no degree/no degree yet","8","","",""
"Never","1988","Not Employed","lower secondary degree","1830","0.962913583668319","0.954423151665422","0.971404015671217"
"Never","1988","Not Employed","secondary school degree","485","0.932846049281851","0.911395519702364","0.954296578861337"
"Never","1988","Not Employed","college entrance qualification","285","0.863341697790086","0.82666902955608","0.900014366024091"
"Never","1988","Not Employed","Other degree","246","0.995822913500949","0.987812107594914","1.00383371940698"
"Never","1988","Not Employed","no degree/no degree yet","449","0.965446307654811","0.948737208266779","0.982155407042844"
"Never","1988","Employed","lower secondary degree","2730","0.930638948538714","0.921430046499642","0.939847850577786"
"Never","1988","Employed","secondary school degree","1120","0.901454325419355","0.884804498953606","0.918104151885104"
"Never","1988","Employed","college entrance qualification","665","0.787699362139211","0.760044955510829","0.815353768767593"
"Never","1988","Employed","Other degree","784","0.955984111924897","0.941883664621347","0.970084559228447"
"Never","1988","Employed","no degree/no degree yet","435","0.965982753009327","0.949159308130634","0.982806197888021"
"Daily","1989","Not Employed","lower secondary degree","","","",""
"Daily","1989","Not Employed","secondary school degree","","","",""
"Daily","1989","Not Employed","college entrance qualification","","","",""
"Daily","1989","Not Employed","Other degree","","","",""
"Daily","1989","Not Employed","no degree/no degree yet","","","",""
"Daily","1989","Employed","lower secondary degree","","","",""
"Daily","1989","Employed","secondary school degree","","","",""
"Daily","1989","Employed","college entrance qualification","","","",""
"Daily","1989","Employed","Other degree","","","",""
"Daily","1989","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1989","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1989","Not Employed","secondary school degree","","","",""
"Min 1x per week","1989","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1989","Not Employed","Other degree","","","",""
"Min 1x per week","1989","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1989","Employed","lower secondary degree","","","",""
"Min 1x per week","1989","Employed","secondary school degree","","","",""
"Min 1x per week","1989","Employed","college entrance qualification","","","",""
"Min 1x per week","1989","Employed","Other degree","","","",""
"Min 1x per week","1989","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1989","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1989","Not Employed","secondary school degree","","","",""
"Min 1x per month","1989","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1989","Not Employed","Other degree","","","",""
"Min 1x per month","1989","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1989","Employed","lower secondary degree","","","",""
"Min 1x per month","1989","Employed","secondary school degree","","","",""
"Min 1x per month","1989","Employed","college entrance qualification","","","",""
"Min 1x per month","1989","Employed","Other degree","","","",""
"Min 1x per month","1989","Employed","no degree/no degree yet","","","",""
"Rarely","1989","Not Employed","lower secondary degree","","","",""
"Rarely","1989","Not Employed","secondary school degree","","","",""
"Rarely","1989","Not Employed","college entrance qualification","","","",""
"Rarely","1989","Not Employed","Other degree","","","",""
"Rarely","1989","Not Employed","no degree/no degree yet","","","",""
"Rarely","1989","Employed","lower secondary degree","","","",""
"Rarely","1989","Employed","secondary school degree","","","",""
"Rarely","1989","Employed","college entrance qualification","","","",""
"Rarely","1989","Employed","Other degree","","","",""
"Rarely","1989","Employed","no degree/no degree yet","","","",""
"Never","1989","Not Employed","lower secondary degree","","","",""
"Never","1989","Not Employed","secondary school degree","","","",""
"Never","1989","Not Employed","college entrance qualification","","","",""
"Never","1989","Not Employed","Other degree","","","",""
"Never","1989","Not Employed","no degree/no degree yet","","","",""
"Never","1989","Employed","lower secondary degree","","","",""
"Never","1989","Employed","secondary school degree","","","",""
"Never","1989","Employed","college entrance qualification","","","",""
"Never","1989","Employed","Other degree","","","",""
"Never","1989","Employed","no degree/no degree yet","","","",""
"Daily","1990","Not Employed","lower secondary degree","7","","",""
"Daily","1990","Not Employed","secondary school degree","","","",""
"Daily","1990","Not Employed","college entrance qualification","3","","",""
"Daily","1990","Not Employed","Other degree","","","",""
"Daily","1990","Not Employed","no degree/no degree yet","1","","",""
"Daily","1990","Employed","lower secondary degree","5","","",""
"Daily","1990","Employed","secondary school degree","4","","",""
"Daily","1990","Employed","college entrance qualification","2","","",""
"Daily","1990","Employed","Other degree","1","","",""
"Daily","1990","Employed","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Not Employed","lower secondary degree","9","","",""
"Min 1x per week","1990","Not Employed","secondary school degree","4","","",""
"Min 1x per week","1990","Not Employed","college entrance qualification","2","","",""
"Min 1x per week","1990","Not Employed","Other degree","1","","",""
"Min 1x per week","1990","Not Employed","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Employed","lower secondary degree","24","","",""
"Min 1x per week","1990","Employed","secondary school degree","15","","",""
"Min 1x per week","1990","Employed","college entrance qualification","21","","",""
"Min 1x per week","1990","Employed","Other degree","1","","",""
"Min 1x per week","1990","Employed","no degree/no degree yet","3","","",""
"Min 1x per month","1990","Not Employed","lower secondary degree","22","","",""
"Min 1x per month","1990","Not Employed","secondary school degree","18","","",""
"Min 1x per month","1990","Not Employed","college entrance qualification","14","","",""
"Min 1x per month","1990","Not Employed","Other degree","2","","",""
"Min 1x per month","1990","Not Employed","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Employed","lower secondary degree","68","0.0267368089495471","0.0206956256856469","0.0327779922134472"
"Min 1x per month","1990","Employed","secondary school degree","28","","",""
"Min 1x per month","1990","Employed","college entrance qualification","44","0.0640300681272511","0.0479104718449395","0.0801496644095628"
"Min 1x per month","1990","Employed","Other degree","10","","",""
"Min 1x per month","1990","Employed","no degree/no degree yet","5","","",""
"Rarely","1990","Not Employed","lower secondary degree","150","0.0789013817538197","0.0664370378739279","0.0913657256337115"
"Rarely","1990","Not Employed","secondary school degree","51","0.101771941486139","0.0741422195902155","0.129401663382062"
"Rarely","1990","Not Employed","college entrance qualification","58","0.169478141549033","0.128047162689495","0.210909120408571"
"Rarely","1990","Not Employed","Other degree","12","","",""
"Rarely","1990","Not Employed","no degree/no degree yet","12","","",""
"Rarely","1990","Employed","lower secondary degree","358","0.142116481649865","0.129040073710762","0.155192889588968"
"Rarely","1990","Employed","secondary school degree","192","0.173526332847475","0.152276017436738","0.194776648258212"
"Rarely","1990","Employed","college entrance qualification","190","0.218083317482721","0.190892473238899","0.245274161726543"
"Rarely","1990","Employed","Other degree","46","0.0668955987182926","0.0490388222475085","0.0847523751890767"
"Rarely","1990","Employed","no degree/no degree yet","24","","",""
"Never","1990","Not Employed","lower secondary degree","1609","0.900110973415281","0.886247215345447","0.913974731485115"
"Never","1990","Not Employed","secondary school degree","387","0.853688013086536","0.821391270587474","0.885984755585599"
"Never","1990","Not Employed","college entrance qualification","238","0.7664300223344","0.719706284554025","0.813153760114775"
"Never","1990","Not Employed","Other degree","240","0.941257270197099","0.912396412404194","0.970118127990004"
"Never","1990","Not Employed","no degree/no degree yet","416","0.943993387532107","0.922285698843131","0.965701076221083"
"Never","1990","Employed","lower secondary degree","2284","0.821051439502986","0.806696500120663","0.835406378885308"
"Never","1990","Employed","secondary school degree","981","0.787794235010584","0.764851078699645","0.810737391321524"
"Never","1990","Employed","college entrance qualification","629","0.687285798560773","0.656759530231119","0.717812066890427"
"Never","1990","Employed","Other degree","694","0.916933473204316","0.897208287058736","0.936658659349897"
"Never","1990","Employed","no degree/no degree yet","378","0.88831258309937","0.857860836272818","0.918764329925921"
"Daily","1991","Not Employed","lower secondary degree","","","",""
"Daily","1991","Not Employed","secondary school degree","","","",""
"Daily","1991","Not Employed","college entrance qualification","","","",""
"Daily","1991","Not Employed","Other degree","","","",""
"Daily","1991","Not Employed","no degree/no degree yet","","","",""
"Daily","1991","Employed","lower secondary degree","","","",""
"Daily","1991","Employed","secondary school degree","","","",""
"Daily","1991","Employed","college entrance qualification","","","",""
"Daily","1991","Employed","Other degree","","","",""
"Daily","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Not Employed","secondary school degree","","","",""
"Min 1x per week","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Not Employed","Other degree","","","",""
"Min 1x per week","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Employed","secondary school degree","","","",""
"Min 1x per week","1991","Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Employed","Other degree","","","",""
"Min 1x per week","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Not Employed","secondary school degree","","","",""
"Min 1x per month","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Not Employed","Other degree","","","",""
"Min 1x per month","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Employed","secondary school degree","","","",""
"Min 1x per month","1991","Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Employed","Other degree","","","",""
"Min 1x per month","1991","Employed","no degree/no degree yet","","","",""
"Rarely","1991","Not Employed","lower secondary degree","","","",""
"Rarely","1991","Not Employed","secondary school degree","","","",""
"Rarely","1991","Not Employed","college entrance qualification","","","",""
"Rarely","1991","Not Employed","Other degree","","","",""
"Rarely","1991","Not Employed","no degree/no degree yet","","","",""
"Rarely","1991","Employed","lower secondary degree","","","",""
"Rarely","1991","Employed","secondary school degree","","","",""
"Rarely","1991","Employed","college entrance qualification","","","",""
"Rarely","1991","Employed","Other degree","","","",""
"Rarely","1991","Employed","no degree/no degree yet","","","",""
"Never","1991","Not Employed","lower secondary degree","","","",""
"Never","1991","Not Employed","secondary school degree","","","",""
"Never","1991","Not Employed","college entrance qualification","","","",""
"Never","1991","Not Employed","Other degree","","","",""
"Never","1991","Not Employed","no degree/no degree yet","","","",""
"Never","1991","Employed","lower secondary degree","","","",""
"Never","1991","Employed","secondary school degree","","","",""
"Never","1991","Employed","college entrance qualification","","","",""
"Never","1991","Employed","Other degree","","","",""
"Never","1991","Employed","no degree/no degree yet","","","",""
"Daily","1992","Not Employed","lower secondary degree","","","",""
"Daily","1992","Not Employed","secondary school degree","","","",""
"Daily","1992","Not Employed","college entrance qualification","","","",""
"Daily","1992","Not Employed","Other degree","","","",""
"Daily","1992","Not Employed","no degree/no degree yet","","","",""
"Daily","1992","Employed","lower secondary degree","","","",""
"Daily","1992","Employed","secondary school degree","","","",""
"Daily","1992","Employed","college entrance qualification","","","",""
"Daily","1992","Employed","Other degree","","","",""
"Daily","1992","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1992","Not Employed","lower secondary degree","8","","",""
"Min 1x per week","1992","Not Employed","secondary school degree","4","","",""
"Min 1x per week","1992","Not Employed","college entrance qualification","7","","",""
"Min 1x per week","1992","Not Employed","Other degree","1","","",""
"Min 1x per week","1992","Not Employed","no degree/no degree yet","1","","",""
"Min 1x per week","1992","Employed","lower secondary degree","24","","",""
"Min 1x per week","1992","Employed","secondary school degree","26","","",""
"Min 1x per week","1992","Employed","college entrance qualification","37","0.0262472032088162","0.0176649980508103","0.0348294083668221"
"Min 1x per week","1992","Employed","Other degree","1","","",""
"Min 1x per week","1992","Employed","no degree/no degree yet","2","","",""
"Min 1x per month","1992","Not Employed","lower secondary degree","40","0.0185910189958721","0.0130453679356065","0.0241366700561378"
"Min 1x per month","1992","Not Employed","secondary school degree","15","","",""
"Min 1x per month","1992","Not Employed","college entrance qualification","12","","",""
"Min 1x per month","1992","Not Employed","Other degree","1","","",""
"Min 1x per month","1992","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1992","Employed","lower secondary degree","49","0.014990248146978","0.0109536013049389","0.019026894989017"
"Min 1x per month","1992","Employed","secondary school degree","69","0.0234317981368207","0.0178712992345558","0.0289922970390857"
"Min 1x per month","1992","Employed","college entrance qualification","43","0.0329069593243293","0.0233303665006999","0.0424835521479587"
"Min 1x per month","1992","Employed","Other degree","1","","",""
"Min 1x per month","1992","Employed","no degree/no degree yet","2","","",""
"Rarely","1992","Not Employed","lower secondary degree","84","0.034699025837732","0.0271851166518317","0.0422129350236323"
"Rarely","1992","Not Employed","secondary school degree","44","0.0546002490957612","0.0380622051539528","0.0711382930375696"
"Rarely","1992","Not Employed","college entrance qualification","29","","",""
"Rarely","1992","Not Employed","Other degree","6","","",""
"Rarely","1992","Not Employed","no degree/no degree yet","11","","",""
"Rarely","1992","Employed","lower secondary degree","174","0.0538807508229851","0.0463803264210659","0.0613811752249042"
"Rarely","1992","Employed","secondary school degree","206","0.0713663443214324","0.0619033496323742","0.0808293390104907"
"Rarely","1992","Employed","college entrance qualification","132","0.103206382452894","0.0868746390265403","0.119538125879247"
"Rarely","1992","Employed","Other degree","26","","",""
"Rarely","1992","Employed","no degree/no degree yet","8","","",""
"Never","1992","Not Employed","lower secondary degree","2147","0.943031502576461","0.933515459237355","0.952547545915566"
"Never","1992","Not Employed","secondary school degree","662","0.916773183031616","0.896666442162187","0.936879923901044"
"Never","1992","Not Employed","college entrance qualification","351","0.874392087352279","0.841874130391955","0.906910044312602"
"Never","1992","Not Employed","Other degree","256","0.971893226840677","0.951956176765843","0.991830276915511"
"Never","1992","Not Employed","no degree/no degree yet","431","0.953347281929702","0.933708693435414","0.972985870423991"
"Never","1992","Employed","lower secondary degree","3234","0.924983885982194","0.916233233348042","0.933734538616346"
"Never","1992","Employed","secondary school degree","2542","0.896673496154461","0.885484717170759","0.907862275138163"
"Never","1992","Employed","college entrance qualification","1121","0.837639455013961","0.817842343504427","0.857436566523495"
"Never","1992","Employed","Other degree","702","0.954671471808918","0.939581117307757","0.969761826310079"
"Never","1992","Employed","no degree/no degree yet","393","0.967927106131064","0.950767355232772","0.985086857029356"
"Daily","1993","Not Employed","lower secondary degree","","","",""
"Daily","1993","Not Employed","secondary school degree","","","",""
"Daily","1993","Not Employed","college entrance qualification","","","",""
"Daily","1993","Not Employed","Other degree","","","",""
"Daily","1993","Not Employed","no degree/no degree yet","","","",""
"Daily","1993","Employed","lower secondary degree","","","",""
"Daily","1993","Employed","secondary school degree","","","",""
"Daily","1993","Employed","college entrance qualification","","","",""
"Daily","1993","Employed","Other degree","","","",""
"Daily","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Not Employed","secondary school degree","","","",""
"Min 1x per week","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Not Employed","Other degree","","","",""
"Min 1x per week","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Employed","secondary school degree","","","",""
"Min 1x per week","1993","Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Employed","Other degree","","","",""
"Min 1x per week","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Not Employed","secondary school degree","","","",""
"Min 1x per month","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Not Employed","Other degree","","","",""
"Min 1x per month","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Employed","secondary school degree","","","",""
"Min 1x per month","1993","Employed","college entrance qualification","","","",""
