"pli0097_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","1985","Full Time","Couple + C. LE and GT 16","618","0.867558387195829","0.842155584977863","0.892961189413796","5"
"Never","1985","Part Time","Couple + C. LE 16 ","487","0.913766984601407","0.889868813078015","0.937665156124799","5"
"Never","1985","Part Time","Single parent ","93","0.93828518845083","0.890642398348866","0.985927978552794","5"
"Never","1985","Full Time","1-pers.-HH","423","0.907760280067547","0.881288306287364","0.934232253847731","5"
"Never","1985","Full Time","(Married) couple without C. ","950","0.920726464236704","0.90417106334325","0.937281865130159","5"
"Never","1985","Full Time","Couple + C. LE 16 ","1236","0.886773540358218","0.869920489432351","0.903626591284085","5"
"Never","1985","Part Time","1-pers.-HH","121","0.837588383712465","0.777137321105408","0.898039446319522","5"
"Never","1985","Part Time","(Married) couple without C. ","275","0.907659206022918","0.874953535760763","0.940364876285072","5"
"Never","1985","Full Time","Couple + C. GT 16 ","830","0.879589738247924","0.858662493125226","0.900516983370622","5"
"Never","1985","Full Time","Single parent ","212","0.887490251769957","0.847003117825556","0.927977385714358","5"
"Never","1985","Part Time","Couple + C. GT 16 ","349","0.881435754621183","0.849392847222131","0.913478662020234","5"
"Never","1985","Part Time","Couple + C. LE and GT 16","246","0.936386591455059","0.906720294238397","0.966052888671721","5"
"Never","1985","Not Working","1-pers.-HH","537","0.964325838303265","0.949004994548661","0.979646682057869","5"
"Never","1985","Not Working","(Married) couple without C. ","1024","0.960023855376137","0.948274773483602","0.971772937268672","5"
"Never","1985","Not Working","Single parent ","191","0.906414498086012","0.867022668511437","0.945806327660588","5"
"Never","1985","Not Working","Couple + C. LE 16 ","721","0.9339076247785","0.916244443125843","0.951570806431156","5"
"Never","1985","Not Working","Couple + C. GT 16 ","625","0.908775314454187","0.8871501716855","0.930400457222874","5"
"Never","1985","Not Working","Couple + C. LE and GT 16","505","0.953816957235744","0.935880816208265","0.971753098263223","5"
"Rarely","1985","Part Time","Couple + C. LE 16 ","26","","","","4"
"Rarely","1985","Not Working","Couple + C. LE 16 ","28","","","","4"
"Rarely","1985","Full Time","(Married) couple without C. ","54","0.0575175615003194","0.0432500858428256","0.0717850371578132","4"
"Rarely","1985","Full Time","Couple + C. LE and GT 16","44","0.0854510310122546","0.0645011203201946","0.106400941704315","4"
"Rarely","1985","Not Working","Couple + C. LE and GT 16","15","","","","4"
"Rarely","1985","Part Time","Couple + C. GT 16 ","34","0.0954802753545545","0.0663512760847053","0.124609274624404","4"
"Rarely","1985","Not Working","Single parent ","12","","","","4"
"Rarely","1985","Part Time","1-pers.-HH","14","","","","4"
"Rarely","1985","Full Time","1-pers.-HH","18","","","","4"
"Rarely","1985","Not Working","Couple + C. GT 16 ","33","0.054688441719118","0.0376115119041248","0.0717653715341113","4"
"Rarely","1985","Full Time","Single parent ","13","","","","4"
"Rarely","1985","Full Time","Couple + C. LE 16 ","76","0.069736254178097","0.0561896462325899","0.0832828621236041","4"
"Rarely","1985","Full Time","Couple + C. GT 16 ","58","0.0682672838864348","0.0520494734911823","0.0844850942816873","4"
"Rarely","1985","Part Time","(Married) couple without C. ","19","","","","4"
"Rarely","1985","Part Time","Single parent ","4","","","","4"
"Rarely","1985","Part Time","Couple + C. LE and GT 16","10","","","","4"
"Rarely","1985","Not Working","1-pers.-HH","14","","","","4"
"Rarely","1985","Not Working","(Married) couple without C. ","21","","","","4"
"Daily","1986","Full Time","1-pers.-HH","","","","","1"
"Daily","1986","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1986","Full Time","Single parent ","","","","","1"
"Daily","1986","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Part Time","1-pers.-HH","","","","","1"
"Daily","1986","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1986","Part Time","Single parent ","","","","","1"
"Daily","1986","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Not Working","1-pers.-HH","","","","","1"
"Daily","1986","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1986","Not Working","Single parent ","","","","","1"
"Daily","1986","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1986","Not Working","(Married) couple without C. ","7","","","","3"
"Min 1x per month","1986","Not Working","Single parent ","7","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. GT 16 ","12","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. LE and GT 16","5","","","","3"
"Min 1x per month","1986","Full Time","1-pers.-HH","11","","","","3"
"Min 1x per month","1986","Full Time","(Married) couple without C. ","15","","","","3"
"Min 1x per month","1986","Full Time","Single parent ","3","","","","3"
"Min 1x per month","1986","Full Time","Couple + C. LE 16 ","25","","","","3"
"Min 1x per month","1986","Full Time","Couple + C. GT 16 ","19","","","","3"
"Min 1x per month","1986","Part Time","(Married) couple without C. ","2","","","","3"
"Min 1x per month","1986","Part Time","Single parent ","4","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. LE 16 ","6","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. GT 16 ","6","","","","3"
"Min 1x per month","1986","Part Time","Couple + C. LE and GT 16","4","","","","3"
"Min 1x per month","1986","Not Working","1-pers.-HH","8","","","","3"
"Min 1x per month","1986","Not Working","Couple + C. LE 16 ","5","","","","3"
"Min 1x per month","1986","Full Time","Couple + C. LE and GT 16","14","","","","3"
"Min 1x per month","1986","Part Time","1-pers.-HH","4","","","","3"
"Min 1x per week","1986","Full Time","Couple + C. GT 16 ","13","","","","2"
"Min 1x per week","1986","Part Time","Single parent ","1","","","","2"
"Min 1x per week","1986","Not Working","1-pers.-HH","4","","","","2"
"Min 1x per week","1986","Full Time","(Married) couple without C. ","10","","","","2"
"Min 1x per week","1986","Full Time","1-pers.-HH","4","","","","2"
"Min 1x per week","1986","Full Time","Couple + C. LE and GT 16","11","","","","2"
"Min 1x per week","1986","Part Time","Couple + C. LE 16 ","2","","","","2"
"Min 1x per week","1986","Full Time","Single parent ","2","","","","2"
"Min 1x per week","1986","Full Time","Couple + C. LE 16 ","18","","","","2"
"Min 1x per week","1986","Part Time","1-pers.-HH","2","","","","2"
"Min 1x per week","1986","Part Time","(Married) couple without C. ","4","","","","2"
"Min 1x per week","1986","Part Time","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","1986","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1986","Not Working","(Married) couple without C. ","9","","","","2"
"Min 1x per week","1986","Not Working","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1986","Not Working","Couple + C. LE and GT 16","1","","","","2"
"Min 1x per week","1986","Not Working","Single parent ","2","","","","2"
"Min 1x per week","1986","Not Working","Couple + C. LE 16 ","4","","","","2"
"Never","1986","Part Time","Couple + C. LE 16 ","434","0.917257020445236","0.892163089672455","0.942350951218017","5"
"Never","1986","Part Time","Single parent ","88","0.887501713725759","0.824294007829179","0.950709419622339","5"
"Never","1986","Full Time","1-pers.-HH","402","0.890299128514171","0.861262840302969","0.919335416725372","5"
"Never","1986","Full Time","(Married) couple without C. ","948","0.901189842824547","0.883045165204719","0.919334520444376","5"
"Never","1986","Full Time","Couple + C. LE 16 ","1146","0.890161273625064","0.872861583639565","0.907460963610562","5"
"Never","1986","Full Time","Couple + C. GT 16 ","876","0.88339321181166","0.863205949716386","0.903580473906935","5"
"Never","1986","Full Time","Couple + C. LE and GT 16","569","0.86431956543318","0.83760001194018","0.891039118926181","5"
"Never","1986","Part Time","1-pers.-HH","116","0.860709673168849","0.801641988730269","0.919777357607429","5"
"Never","1986","Part Time","(Married) couple without C. ","301","0.919541883225102","0.890015518493909","0.949068247956296","5"
"Never","1986","Full Time","Single parent ","200","0.925813311957139","0.890782229020492","0.960844394893786","5"
"Never","1986","Part Time","Couple + C. GT 16 ","398","0.91628261922626","0.890074130097775","0.942491108354746","5"
"Never","1986","Part Time","Couple + C. LE and GT 16","248","0.929069901740191","0.898162348201156","0.959977455279226","5"
"Never","1986","Not Working","1-pers.-HH","507","0.960960816449953","0.944502118397517","0.977419514502389","5"
"Never","1986","Not Working","(Married) couple without C. ","937","0.951816805528677","0.938463336673435","0.96517027438392","5"
"Never","1986","Not Working","Single parent ","181","0.93561906546832","0.901082798261495","0.970155332675145","5"
"Never","1986","Not Working","Couple + C. LE 16 ","635","0.944534429764059","0.927203122277517","0.961865737250601","5"
"Never","1986","Not Working","Couple + C. GT 16 ","646","0.936343665780774","0.918060926909828","0.95462640465172","5"
"Never","1986","Not Working","Couple + C. LE and GT 16","469","0.948513366235341","0.928986411641911","0.968040320828772","5"
"Rarely","1986","Full Time","(Married) couple without C. ","66","0.0748347011554774","0.0588353821034354","0.0908340202075194","4"
"Rarely","1986","Full Time","1-pers.-HH","28","","","","4"
"Rarely","1986","Full Time","Single parent ","10","","","","4"
"Rarely","1986","Full Time","Couple + C. LE 16 ","66","0.0654543143177019","0.0517708635046778","0.079137765130726","4"
"Rarely","1986","Full Time","Couple + C. GT 16 ","63","0.0789542162186057","0.0619926188882738","0.0959158135489376","4"
"Rarely","1986","Full Time","Couple + C. LE and GT 16","37","0.0818404777788924","0.0604521633135254","0.103228792244259","4"
"Rarely","1986","Part Time","1-pers.-HH","10","","","","4"
"Rarely","1986","Part Time","(Married) couple without C. ","19","","","","4"
"Rarely","1986","Part Time","Couple + C. LE 16 ","21","","","","4"
"Rarely","1986","Part Time","Couple + C. GT 16 ","24","","","","4"
"Rarely","1986","Not Working","Single parent ","4","","","","4"
"Rarely","1986","Not Working","Couple + C. LE 16 ","26","","","","4"
"Rarely","1986","Not Working","Couple + C. LE and GT 16","17","","","","4"
"Rarely","1986","Not Working","Couple + C. GT 16 ","24","","","","4"
"Rarely","1986","Part Time","Single parent ","3","","","","4"
"Rarely","1986","Part Time","Couple + C. LE and GT 16","13","","","","4"
"Rarely","1986","Not Working","1-pers.-HH","13","","","","4"
"Rarely","1986","Not Working","(Married) couple without C. ","35","0.0318219822909087","0.0208771063686258","0.0427668582131915","4"
"Daily","1987","Full Time","1-pers.-HH","","","","","1"
"Daily","1987","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1987","Full Time","Single parent ","","","","","1"
"Daily","1987","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1987","Part Time","1-pers.-HH","","","","","1"
"Daily","1987","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1987","Part Time","Single parent ","","","","","1"
"Daily","1987","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1987","Not Working","1-pers.-HH","","","","","1"
"Daily","1987","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1987","Not Working","Single parent ","","","","","1"
"Daily","1987","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1987","Full Time","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Full Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Full Time","Single parent ","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Not Working","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Not Working","Single parent ","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Full Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Part Time","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Part Time","Single parent ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Part Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Not Working","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Not Working","Couple + C. LE 16 ","","","","","3"
"Min 1x per week","1987","Full Time","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Part Time","Single parent ","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1987","Not Working","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Full Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Full Time","Single parent ","","","","","2"
"Min 1x per week","1987","Part Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Full Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1987","Part Time","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Part Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Not Working","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Not Working","Single parent ","","","","","2"
"Min 1x per week","1987","Not Working","Couple + C. LE and GT 16","","","","","2"
"Never","1987","Full Time","1-pers.-HH","","","","","5"
"Never","1987","Full Time","(Married) couple without C. ","","","","","5"
"Never","1987","Part Time","Single parent ","","","","","5"
"Never","1987","Part Time","Couple + C. LE 16 ","","","","","5"
"Never","1987","Full Time","Single parent ","","","","","5"
"Never","1987","Full Time","Couple + C. LE 16 ","","","","","5"
"Never","1987","Full Time","Couple + C. GT 16 ","","","","","5"
"Never","1987","Full Time","Couple + C. LE and GT 16","","","","","5"
"Never","1987","Part Time","1-pers.-HH","","","","","5"
"Never","1987","Part Time","(Married) couple without C. ","","","","","5"
"Never","1987","Part Time","Couple + C. GT 16 ","","","","","5"
"Never","1987","Part Time","Couple + C. LE and GT 16","","","","","5"
"Never","1987","Not Working","1-pers.-HH","","","","","5"
"Never","1987","Not Working","(Married) couple without C. ","","","","","5"
"Never","1987","Not Working","Single parent ","","","","","5"
"Never","1987","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1987","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1987","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1987","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1987","Full Time","1-pers.-HH","","","","","4"
"Rarely","1987","Full Time","Single parent ","","","","","4"
"Rarely","1987","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Part Time","1-pers.-HH","","","","","4"
"Rarely","1987","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1987","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Not Working","Single parent ","","","","","4"
"Rarely","1987","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Not Working","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Not Working","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Part Time","Single parent ","","","","","4"
"Rarely","1987","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Not Working","1-pers.-HH","","","","","4"
"Rarely","1987","Not Working","(Married) couple without C. ","","","","","4"
"Daily","1988","Full Time","1-pers.-HH","","","","","1"
"Daily","1988","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1988","Full Time","Single parent ","","","","","1"
"Daily","1988","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1988","Part Time","1-pers.-HH","","","","","1"
"Daily","1988","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1988","Part Time","Single parent ","","","","","1"
"Daily","1988","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1988","Not Working","1-pers.-HH","","","","","1"
"Daily","1988","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1988","Not Working","Single parent ","","","","","1"
"Daily","1988","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1988","Full Time","(Married) couple without C. ","10","","","","3"
"Min 1x per month","1988","Not Working","Couple + C. GT 16 ","8","","","","3"
"Min 1x per month","1988","Full Time","1-pers.-HH","9","","","","3"
"Min 1x per month","1988","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1988","Full Time","Single parent ","4","","","","3"
"Min 1x per month","1988","Full Time","Couple + C. GT 16 ","13","","","","3"
"Min 1x per month","1988","Full Time","Couple + C. LE and GT 16","10","","","","3"
"Min 1x per month","1988","Part Time","(Married) couple without C. ","3","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. GT 16 ","6","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. LE and GT 16","2","","","","3"
"Min 1x per month","1988","Not Working","1-pers.-HH","4","","","","3"
"Min 1x per month","1988","Not Working","(Married) couple without C. ","11","","","","3"
"Min 1x per month","1988","Not Working","Single parent ","3","","","","3"
"Min 1x per month","1988","Not Working","Couple + C. LE 16 ","5","","","","3"
"Min 1x per month","1988","Full Time","Couple + C. LE 16 ","19","","","","3"
"Min 1x per month","1988","Part Time","1-pers.-HH","3","","","","3"
"Min 1x per month","1988","Part Time","Single parent ","1","","","","3"
"Min 1x per month","1988","Part Time","Couple + C. LE 16 ","8","","","","3"
"Min 1x per week","1988","Part Time","Single parent ","1","","","","2"
"Min 1x per week","1988","Full Time","Couple + C. GT 16 ","7","","","","2"
"Min 1x per week","1988","Full Time","Couple + C. LE 16 ","15","","","","2"
"Min 1x per week","1988","Full Time","1-pers.-HH","6","","","","2"
"Min 1x per week","1988","Full Time","Single parent ","1","","","","2"
"Min 1x per week","1988","Part Time","(Married) couple without C. ","3","","","","2"
"Min 1x per week","1988","Not Working","1-pers.-HH","2","","","","2"
"Min 1x per week","1988","Not Working","Couple + C. LE 16 ","3","","","","2"
"Min 1x per week","1988","Full Time","(Married) couple without C. ","4","","","","2"
"Min 1x per week","1988","Part Time","1-pers.-HH","2","","","","2"
"Min 1x per week","1988","Part Time","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","1988","Not Working","(Married) couple without C. ","6","","","","2"
"Min 1x per week","1988","Not Working","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1988","Full Time","Couple + C. LE and GT 16","4","","","","2"
"Min 1x per week","1988","Part Time","Couple + C. LE 16 ","2","","","","2"
"Min 1x per week","1988","Not Working","Single parent ","","","","","2"
"Min 1x per week","1988","Part Time","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","1988","Not Working","Couple + C. LE and GT 16","1","","","","2"
"Never","1988","Full Time","(Married) couple without C. ","929","0.922079859151919","0.905416443356746","0.938743274947092","5"
"Never","1988","Part Time","Single parent ","122","0.917573617834583","0.870658295590269","0.964488940078896","5"
"Never","1988","Part Time","Couple + C. LE 16 ","456","0.919938733978466","0.895982678472311","0.943894789484621","5"
"Never","1988","Full Time","1-pers.-HH","382","0.898016717766496","0.869109003952413","0.926924431580579","5"
"Never","1988","Full Time","Single parent ","191","0.917904206272897","0.880326497739474","0.955481914806321","5"
"Never","1988","Full Time","Couple + C. LE 16 ","1038","0.882577576376288","0.863955456775057","0.901199695977518","5"
"Never","1988","Full Time","Couple + C. GT 16 ","958","0.890963272228926","0.872119708590562","0.909806835867289","5"
"Never","1988","Full Time","Couple + C. LE and GT 16","441","0.865307724501095","0.8347666644005","0.89584878460169","5"
"Never","1988","Part Time","1-pers.-HH","101","0.823395325447823","0.754881233488467","0.891909417407179","5"
"Never","1988","Part Time","(Married) couple without C. ","311","0.934922623434046","0.908429764479825","0.961415482388267","5"
"Never","1988","Part Time","Couple + C. GT 16 ","389","0.917460994603916","0.891174633872133","0.943747355335698","5"
"Never","1988","Part Time","Couple + C. LE and GT 16","215","0.889976025501575","0.850052865618285","0.929899185384866","5"
"Never","1988","Not Working","1-pers.-HH","500","0.972775246351829","0.958720186115803","0.986830306587855","5"
"Never","1988","Not Working","(Married) couple without C. ","881","0.946032739870316","0.931541921229002","0.960523558511629","5"
"Never","1988","Not Working","Single parent ","160","0.937368528208029","0.901157958279962","0.973579098136095","5"
"Never","1988","Not Working","Couple + C. LE 16 ","540","0.923542642701022","0.901747076538058","0.945338208863987","5"
"Never","1988","Not Working","Couple + C. GT 16 ","663","0.921430593632623","0.901653096034428","0.941208091230819","5"
"Never","1988","Not Working","Couple + C. LE and GT 16","354","0.955058908620683","0.93383406809841","0.976283749142957","5"
"Rarely","1988","Full Time","Couple + C. GT 16 ","73","0.0849344395590661","0.0680799831200601","0.101788895998072","4"
"Rarely","1988","Full Time","1-pers.-HH","24","","","","4"
"Rarely","1988","Full Time","Couple + C. LE 16 ","76","0.0859804985438426","0.0697640832667759","0.102196913820909","4"
"Rarely","1988","Full Time","Single parent ","9","","","","4"
"Rarely","1988","Full Time","(Married) couple without C. ","51","0.0594904646386142","0.0447856287907748","0.0741953004864536","4"
"Rarely","1988","Full Time","Couple + C. LE and GT 16","25","","","","4"
"Rarely","1988","Part Time","1-pers.-HH","13","","","","4"
"Rarely","1988","Part Time","(Married) couple without C. ","16","","","","4"
"Rarely","1988","Part Time","Couple + C. LE 16 ","27","","","","4"
"Rarely","1988","Part Time","Couple + C. GT 16 ","25","","","","4"
"Rarely","1988","Part Time","Couple + C. LE and GT 16","16","","","","4"
"Rarely","1988","Not Working","1-pers.-HH","9","","","","4"
"Rarely","1988","Not Working","Single parent ","9","","","","4"
"Rarely","1988","Not Working","Couple + C. LE 16 ","23","","","","4"
"Rarely","1988","Not Working","Couple + C. GT 16 ","37","0.0610525824608018","0.0434536653424789","0.0786514995791247","4"
"Rarely","1988","Not Working","Couple + C. LE and GT 16","11","","","","4"
"Rarely","1988","Part Time","Single parent ","8","","","","4"
"Rarely","1988","Not Working","(Married) couple without C. ","36","0.0351108699669402","0.023306735311655","0.0469150046222254","4"
"Daily","1989","Full Time","1-pers.-HH","","","","","1"
"Daily","1989","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1989","Full Time","Single parent ","","","","","1"
"Daily","1989","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1989","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1989","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1989","Part Time","1-pers.-HH","","","","","1"
"Daily","1989","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1989","Part Time","Single parent ","","","","","1"
"Daily","1989","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1989","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1989","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1989","Not Working","1-pers.-HH","","","","","1"
