"ple0017","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","9163","0.964438452471612","0.96070793148822","0.968168973455003","2"
"No","2017","no migration background","Female","9730","0.899379441905904","0.893725019665681","0.905033864146128","2"
"No","2017","direct migration background","Male","2018","0.971856763777837","0.964754584925837","0.978958942629838","2"
"No","2017","direct migration background","Female","2330","0.896915640955815","0.885193957109316","0.908637324802314","2"
"No","2017","indirect migration background","Male","759","0.951436323270196","0.936437567515588","0.966435079024805","2"
"No","2017","indirect migration background","Female","810","0.870014020218115","0.848354243299739","0.89167379713649","2"
"Yes","2017","direct migration background","Male","65","0.0281432362221627","0.0210410573701625","0.035245415074163","1"
"Yes","2017","direct migration background","Female","255","0.103084359044185","0.0913626751976857","0.114806042890684","1"
"Yes","2017","indirect migration background","Male","30","0.0485636767298037","0.0335649209751952","0.0635624324844122","1"
"Yes","2017","no migration background","Male","304","0.0355615475283884","0.0318310265449966","0.0392920685117802","1"
"Yes","2017","no migration background","Female","1143","0.100620558094096","0.0949661358538718","0.106274980334319","1"
"Yes","2017","indirect migration background","Female","116","0.129985979781885","0.10832620286351","0.151645756700261","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"No","2019","no migration background","Male","9468","0.961435095002506","0.957623536779617","0.965246653225394","2"
"No","2019","no migration background","Female","9325","0.896225977964367","0.890392226867533","0.9020597290612","2"
"No","2019","direct migration background","Male","1687","0.968736986662966","0.96057408940967","0.976899883916263","2"
"No","2019","direct migration background","Female","1899","0.902157163879091","0.88948928331736","0.914825044440821","2"
"No","2019","indirect migration background","Male","773","0.96428780065013","0.951452620956127","0.977122980344134","2"
"No","2019","indirect migration background","Female","799","0.865277262260032","0.843057339595411","0.887497184924653","2"
"Yes","2019","direct migration background","Male","59","0.0312630133370338","0.0231001160837374","0.0394259105903301","1"
"Yes","2019","direct migration background","Female","214","0.0978428361209095","0.0851749555591791","0.11051071668264","1"
"Yes","2019","no migration background","Male","336","0.0385649049974942","0.0347533467746057","0.0423764632203827","1"
"Yes","2019","indirect migration background","Male","30","0.0357121993498695","0.0228770196558659","0.0485473790438732","1"
"Yes","2019","indirect migration background","Female","108","0.134722737739968","0.112502815075347","0.156942660404589","1"
"Yes","2019","no migration background","Female","1173","0.103774022035633","0.0979402709388","0.109607773132467","1"
