"ple0017","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2015","no degree/no degree yet","direct migration background","24","","",""
"Yes","2015","no degree/no degree yet","indirect migration background","11","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","295","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","22","","",""
"Yes","2017","lower secondary degree","indirect migration background","31","1","1","1"
"Yes","2017","secondary school degree","no migration background","540","1","1","1"
"Yes","2017","secondary school degree","direct migration background","21","","",""
"Yes","2017","secondary school degree","indirect migration background","41","1","1","1"
"Yes","2017","college entrance qualification","no migration background","504","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","30","1","1","1"
"Yes","2017","college entrance qualification","indirect migration background","44","1","1","1"
"Yes","2017","Other degree","no migration background","9","","",""
"Yes","2017","Other degree","direct migration background","210","1","1","1"
"Yes","2017","Other degree","indirect migration background","4","","",""
"Yes","2017","no degree/no degree yet","no migration background","48","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","29","","",""
"Yes","2017","no degree/no degree yet","indirect migration background","16","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","293","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","15","","",""
"Yes","2019","lower secondary degree","indirect migration background","22","","",""
"Yes","2019","secondary school degree","no migration background","549","1","1","1"
"Yes","2019","secondary school degree","direct migration background","23","","",""
"Yes","2019","secondary school degree","indirect migration background","39","1","1","1"
"Yes","2019","college entrance qualification","no migration background","561","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","29","","",""
"Yes","2019","college entrance qualification","indirect migration background","53","1","1","1"
"Yes","2019","Other degree","no migration background","12","","",""
"Yes","2019","Other degree","direct migration background","179","1","1","1"
"Yes","2019","Other degree","indirect migration background","3","","",""
"Yes","2019","no degree/no degree yet","no migration background","39","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","18","","",""
"Yes","2019","no degree/no degree yet","indirect migration background","7","","",""
