"ple0017","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","35-65 y.","indirect migration background","64","0.0764374019927092","0.0563188455019288","0.0965559584834895","1"
"Yes","2015","66 and older","no migration background","169","0.0408802664354411","0.0351070187190905","0.0466535141517917","1"
"Yes","2015","66 and older","direct migration background","16","","","","1"
"Yes","2015","66 and older","indirect migration background","","","","","1"
"No","2016","16-34 y.","no migration background","","","","","2"
"No","2016","16-34 y.","direct migration background","","","","","2"
"No","2016","16-34 y.","indirect migration background","","","","","2"
"No","2016","35-65 y.","no migration background","","","","","2"
"No","2016","35-65 y.","direct migration background","","","","","2"
"No","2016","35-65 y.","indirect migration background","","","","","2"
"No","2016","66 and older","no migration background","","","","","2"
"No","2016","66 and older","direct migration background","","","","","2"
"No","2016","66 and older","indirect migration background","","","","","2"
"Yes","2016","35-65 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","direct migration background","","","","","1"
"Yes","2016","16-34 y.","indirect migration background","","","","","1"
"Yes","2016","35-65 y.","direct migration background","","","","","1"
"Yes","2016","35-65 y.","indirect migration background","","","","","1"
"Yes","2016","66 and older","no migration background","","","","","1"
"Yes","2016","66 and older","direct migration background","","","","","1"
"Yes","2016","66 and older","indirect migration background","","","","","1"
"No","2017","16-34 y.","no migration background","3764","0.91898389721307","0.910627718073342","0.927340076352799","2"
"No","2017","16-34 y.","direct migration background","1119","0.959980798565187","0.948768890580259","0.971192706550115","2"
"No","2017","16-34 y.","indirect migration background","894","0.912399733342473","0.894654117645884","0.930145349039062","2"
"No","2017","35-65 y.","no migration background","10713","0.923249946846701","0.91841847802325","0.928081415670151","2"
"No","2017","35-65 y.","direct migration background","2815","0.919638898126059","0.910006842423417","0.929270953828702","2"
"No","2017","35-65 y.","indirect migration background","660","0.91041003010601","0.889606979759879","0.93121308045214","2"
"No","2017","66 and older","no migration background","4416","0.955608318389977","0.949645330578492","0.961571306201461","2"
"No","2017","66 and older","direct migration background","414","0.938714602347888","0.916148917562956","0.96128028713282","2"
"No","2017","66 and older","indirect migration background","15","","","","2"
"Yes","2017","35-65 y.","no migration background","948","0.0767500531532993","0.0719185843298488","0.0815815219767498","1"
"Yes","2017","16-34 y.","no migration background","332","0.0810161027869297","0.0726599236472012","0.0893722819266583","1"
"Yes","2017","16-34 y.","direct migration background","55","0.0400192014348131","0.0288072934498849","0.0512311094197412","1"
"Yes","2017","16-34 y.","indirect migration background","81","0.0876002666575275","0.0698546509609386","0.105345882354116","1"
"Yes","2017","35-65 y.","direct migration background","245","0.0803611018739409","0.0707290461712985","0.0899931575765834","1"
"Yes","2017","35-65 y.","indirect migration background","64","0.0895899698939905","0.0687869195478595","0.110393020240121","1"
"Yes","2017","66 and older","no migration background","167","0.044391681610023","0.0384286937985385","0.0503546694215075","1"
"Yes","2017","66 and older","direct migration background","20","","","","1"
"Yes","2017","66 and older","indirect migration background","1","","","","1"
"No","2018","16-34 y.","no migration background","","","","","2"
"No","2018","16-34 y.","direct migration background","","","","","2"
"No","2018","16-34 y.","indirect migration background","","","","","2"
"No","2018","35-65 y.","no migration background","","","","","2"
"No","2018","35-65 y.","direct migration background","","","","","2"
"No","2018","35-65 y.","indirect migration background","","","","","2"
"No","2018","66 and older","no migration background","","","","","2"
"No","2018","66 and older","direct migration background","","","","","2"
"No","2018","66 and older","indirect migration background","","","","","2"
"Yes","2018","35-65 y.","no migration background","","","","","1"
"Yes","2018","66 and older","direct migration background","","","","","1"
"Yes","2018","16-34 y.","no migration background","","","","","1"
"Yes","2018","16-34 y.","direct migration background","","","","","1"
"Yes","2018","16-34 y.","indirect migration background","","","","","1"
"Yes","2018","35-65 y.","direct migration background","","","","","1"
"Yes","2018","35-65 y.","indirect migration background","","","","","1"
"Yes","2018","66 and older","no migration background","","","","","1"
"Yes","2018","66 and older","indirect migration background","","","","","1"
"No","2019","16-34 y.","no migration background","3440","0.922069779156901","0.913499310899546","0.930640247414255","2"
"No","2019","16-34 y.","direct migration background","768","0.954438397009115","0.940112911898034","0.968763882120196","2"
"No","2019","16-34 y.","indirect migration background","815","0.923010128897711","0.905437287545869","0.940582970249553","2"
"No","2019","35-65 y.","no migration background","10773","0.916287329653666","0.911284072216344","0.921290587090987","2"
"No","2019","35-65 y.","direct migration background","2410","0.926543334062164","0.916544238506848","0.936542429617481","2"
"No","2019","35-65 y.","indirect migration background","724","0.903210404990813","0.88260559321489","0.923815216766736","2"
"No","2019","66 and older","no migration background","4587","0.954375655885333","0.94846076533656","0.960290546434106","2"
"No","2019","66 and older","direct migration background","408","0.935838564143101","0.912677880778687","0.958999247507515","2"
"No","2019","66 and older","indirect migration background","34","0.929242159726664","0.845479862870281","1.01300445658305","2"
"Yes","2019","35-65 y.","no migration background","998","0.0837126703463344","0.0787094129090128","0.088715927783656","1"
"Yes","2019","66 and older","direct migration background","22","","","","1"
"Yes","2019","16-34 y.","indirect migration background","69","0.0769898711022891","0.0594170297504471","0.0945627124541311","1"
"Yes","2019","35-65 y.","direct migration background","205","0.0734566659378355","0.0634575703825188","0.0834557614931523","1"
"Yes","2019","35-65 y.","indirect migration background","67","0.0967895950091871","0.0761847832332638","0.11739440678511","1"
"Yes","2019","66 and older","no migration background","194","0.045624344114667","0.0397094535658944","0.0515392346634395","1"
"Yes","2019","66 and older","indirect migration background","2","","","","1"
"Yes","2019","16-34 y.","no migration background","318","0.0779302208430993","0.0693597525857448","0.0865006891004539","1"
"Yes","2019","16-34 y.","direct migration background","46","0.0455616029908851","0.0312361178798038","0.0598870881019664","1"
