"ple0017","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Saxony-Anhalt","direct migration background","","","",""
"Yes","2009","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2009","Thuringia","no migration background","42","0.0457131300016887","0.0312760281558011","0.0601502318475764"
"Yes","2009","Thuringia","direct migration background","1","","",""
"Yes","2009","Thuringia","indirect migration background","","","",""
"No","2009","Schleswig-Holstein","no migration background","434","0.937137966735401","0.915005843396317","0.959270090074486"
"No","2009","Schleswig-Holstein","direct migration background","42","0.897495884470012","0.808876502217826","0.986115266722197"
"No","2009","Schleswig-Holstein","indirect migration background","8","","",""
"No","2009","Hamburg","no migration background","235","0.958602044731907","0.933908314027898","0.983295775435915"
"No","2009","Hamburg","direct migration background","13","","",""
"No","2009","Hamburg","indirect migration background","8","","",""
"No","2009","Lower Saxony","no migration background","1394","0.948484520840446","0.937184651564846","0.959784390116045"
"No","2009","Lower Saxony","direct migration background","128","0.968663423734657","0.93894174410457","0.998385103364744"
"No","2009","Lower Saxony","indirect migration background","41","0.899960160004221","0.812292387802349","0.987627932206093"
"No","2009","Bremen","no migration background","110","0.987937868608056","0.967810559653905","1.00806517756221"
"No","2009","Bremen","direct migration background","5","","",""
"No","2009","Bremen","indirect migration background","1","","",""
"No","2009","North Rhine-Westphalia","no migration background","2853","0.954680434822384","0.947238480987685","0.962122388657083"
"No","2009","North Rhine-Westphalia","direct migration background","426","0.949880465542703","0.929653426076966","0.970107505008439"
"No","2009","North Rhine-Westphalia","indirect migration background","189","0.9479533509528","0.916935989741059","0.97897071216454"
"No","2009","Hesse","no migration background","953","0.947960702694916","0.934222114263432","0.9616992911264"
"No","2009","Hesse","direct migration background","151","0.963480773842057","0.93450617295022","0.992455374733895"
"No","2009","Hesse","indirect migration background","59","0.987734931610385","0.960113997166565","1.01535586605421"
"No","2009","Rhineland-Palatinate,Saarland","no migration background","795","0.952229463976258","0.937789139680039","0.966669788272478"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","125","0.928839858371477","0.88514693589535","0.972532780847604"
"No","2009","Rhineland-Palatinate,Saarland","indirect migration background","53","0.883716618829302","0.799757201826582","0.967676035832021"
"No","2009","Baden-Württemberg","no migration background","1531","0.952791249406913","0.942434810344791","0.963147688469036"
"No","2009","Baden-Württemberg","direct migration background","331","0.917982942449773","0.889318324535423","0.946647560364124"
"No","2009","Baden-Württemberg","indirect migration background","142","0.931299048110581","0.891478411507556","0.971119684713607"
"No","2009","Bavaria","no migration background","2132","0.948667927811778","0.939533490613504","0.957802365010052"
"No","2009","Bavaria","direct migration background","245","0.932968516227134","0.90268750627437","0.963249526179898"
"No","2009","Bavaria","indirect migration background","114","0.918143399257881","0.869890950358496","0.966395848157266"
"No","2009","Berlin","no migration background","574","0.948024402880579","0.930466469072808","0.965582336688351"
"No","2009","Berlin","direct migration background","44","0.842555703000837","0.741601159999332","0.943510246002342"
"No","2009","Berlin","indirect migration background","21","","",""
"No","2009","Brandenburg","no migration background","733","0.955623904130975","0.941078667991036","0.970169140270914"
"No","2009","Brandenburg","direct migration background","12","","",""
"No","2009","Brandenburg","indirect migration background","11","","",""
"No","2009","Mecklenburg-Western Pomerania","no migration background","450","0.953489794995652","0.934451357015772","0.972528232975533"
"No","2009","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"No","2009","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2009","Saxony","no migration background","1280","0.952396251996036","0.940999971901016","0.963792532091055"
"No","2009","Saxony","direct migration background","21","","",""
"No","2009","Saxony","indirect migration background","9","","",""
"No","2009","Saxony-Anhalt","no migration background","717","0.94796678411469","0.93210370474798","0.963829863481401"
"No","2009","Saxony-Anhalt","direct migration background","13","","",""
"No","2009","Saxony-Anhalt","indirect migration background","6","","",""
"No","2009","Thuringia","no migration background","762","0.954286869998311","0.939849768152424","0.968723971844199"
"No","2009","Thuringia","direct migration background","12","","",""
"No","2009","Thuringia","indirect migration background","8","","",""
"Yes","2010","Schleswig-Holstein","no migration background","","","",""
"Yes","2010","Schleswig-Holstein","direct migration background","","","",""
"Yes","2010","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2010","Hamburg","no migration background","","","",""
"Yes","2010","Hamburg","direct migration background","","","",""
"Yes","2010","Hamburg","indirect migration background","","","",""
"Yes","2010","Lower Saxony","no migration background","","","",""
"Yes","2010","Lower Saxony","direct migration background","","","",""
"Yes","2010","Lower Saxony","indirect migration background","","","",""
"Yes","2010","Bremen","no migration background","","","",""
"Yes","2010","Bremen","direct migration background","","","",""
"Yes","2010","Bremen","indirect migration background","","","",""
"Yes","2010","North Rhine-Westphalia","no migration background","","","",""
"Yes","2010","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2010","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2010","Hesse","no migration background","","","",""
"Yes","2010","Hesse","direct migration background","","","",""
"Yes","2010","Hesse","indirect migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2010","Baden-Württemberg","no migration background","","","",""
"Yes","2010","Baden-Württemberg","direct migration background","","","",""
"Yes","2010","Baden-Württemberg","indirect migration background","","","",""
"Yes","2010","Bavaria","no migration background","","","",""
"Yes","2010","Bavaria","direct migration background","","","",""
"Yes","2010","Bavaria","indirect migration background","","","",""
"Yes","2010","Berlin","no migration background","","","",""
"Yes","2010","Berlin","direct migration background","","","",""
"Yes","2010","Berlin","indirect migration background","","","",""
"Yes","2010","Brandenburg","no migration background","","","",""
"Yes","2010","Brandenburg","direct migration background","","","",""
"Yes","2010","Brandenburg","indirect migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2010","Saxony","no migration background","","","",""
"Yes","2010","Saxony","direct migration background","","","",""
"Yes","2010","Saxony","indirect migration background","","","",""
"Yes","2010","Saxony-Anhalt","no migration background","","","",""
"Yes","2010","Saxony-Anhalt","direct migration background","","","",""
"Yes","2010","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2010","Thuringia","no migration background","","","",""
"Yes","2010","Thuringia","direct migration background","","","",""
"Yes","2010","Thuringia","indirect migration background","","","",""
"No","2010","Schleswig-Holstein","no migration background","","","",""
"No","2010","Schleswig-Holstein","direct migration background","","","",""
"No","2010","Schleswig-Holstein","indirect migration background","","","",""
"No","2010","Hamburg","no migration background","","","",""
"No","2010","Hamburg","direct migration background","","","",""
"No","2010","Hamburg","indirect migration background","","","",""
"No","2010","Lower Saxony","no migration background","","","",""
"No","2010","Lower Saxony","direct migration background","","","",""
"No","2010","Lower Saxony","indirect migration background","","","",""
"No","2010","Bremen","no migration background","","","",""
"No","2010","Bremen","direct migration background","","","",""
"No","2010","Bremen","indirect migration background","","","",""
"No","2010","North Rhine-Westphalia","no migration background","","","",""
"No","2010","North Rhine-Westphalia","direct migration background","","","",""
"No","2010","North Rhine-Westphalia","indirect migration background","","","",""
"No","2010","Hesse","no migration background","","","",""
"No","2010","Hesse","direct migration background","","","",""
"No","2010","Hesse","indirect migration background","","","",""
"No","2010","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2010","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2010","Baden-Württemberg","no migration background","","","",""
"No","2010","Baden-Württemberg","direct migration background","","","",""
"No","2010","Baden-Württemberg","indirect migration background","","","",""
"No","2010","Bavaria","no migration background","","","",""
"No","2010","Bavaria","direct migration background","","","",""
"No","2010","Bavaria","indirect migration background","","","",""
"No","2010","Berlin","no migration background","","","",""
"No","2010","Berlin","direct migration background","","","",""
"No","2010","Berlin","indirect migration background","","","",""
"No","2010","Brandenburg","no migration background","","","",""
"No","2010","Brandenburg","direct migration background","","","",""
"No","2010","Brandenburg","indirect migration background","","","",""
"No","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2010","Saxony","no migration background","","","",""
"No","2010","Saxony","direct migration background","","","",""
"No","2010","Saxony","indirect migration background","","","",""
"No","2010","Saxony-Anhalt","no migration background","","","",""
"No","2010","Saxony-Anhalt","direct migration background","","","",""
"No","2010","Saxony-Anhalt","indirect migration background","","","",""
"No","2010","Thuringia","no migration background","","","",""
"No","2010","Thuringia","direct migration background","","","",""
"No","2010","Thuringia","indirect migration background","","","",""
"Yes","2011","Schleswig-Holstein","no migration background","34","0.0610167553015161","0.0414523052428136","0.0805812053602186"
"Yes","2011","Schleswig-Holstein","direct migration background","2","","",""
"Yes","2011","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2011","Hamburg","no migration background","19","","",""
"Yes","2011","Hamburg","direct migration background","1","","",""
"Yes","2011","Hamburg","indirect migration background","","","",""
"Yes","2011","Lower Saxony","no migration background","86","0.0472667651763421","0.0371613307970592","0.057372199555625"
"Yes","2011","Lower Saxony","direct migration background","5","","",""
"Yes","2011","Lower Saxony","indirect migration background","3","","",""
"Yes","2011","Bremen","no migration background","5","","",""
"Yes","2011","Bremen","direct migration background","","","",""
"Yes","2011","Bremen","indirect migration background","","","",""
"Yes","2011","North Rhine-Westphalia","no migration background","197","0.0570329515762954","0.0492032659850735","0.0648626371675173"
"Yes","2011","North Rhine-Westphalia","direct migration background","26","","",""
"Yes","2011","North Rhine-Westphalia","indirect migration background","11","","",""
"Yes","2011","Hesse","no migration background","73","0.0708852270486584","0.056065698027375","0.0857047560699419"
"Yes","2011","Hesse","direct migration background","12","","",""
"Yes","2011","Hesse","indirect migration background","3","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","58","0.0594472717154305","0.0447548262188135","0.0741397172120476"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Yes","2011","Baden-Württemberg","no migration background","114","0.0551498311632104","0.0450516883752695","0.0652479739511514"
"Yes","2011","Baden-Württemberg","direct migration background","21","","",""
"Yes","2011","Baden-Württemberg","indirect migration background","10","","",""
"Yes","2011","Bavaria","no migration background","151","0.0501277709915505","0.0419692484302808","0.0582862935528202"
"Yes","2011","Bavaria","direct migration background","21","","",""
"Yes","2011","Bavaria","indirect migration background","14","","",""
"Yes","2011","Berlin","no migration background","40","0.0518233897640192","0.0354720528244944","0.068174726703544"
"Yes","2011","Berlin","direct migration background","7","","",""
"Yes","2011","Berlin","indirect migration background","3","","",""
"Yes","2011","Brandenburg","no migration background","46","0.0526820079402157","0.0377339938100053","0.0676300220704262"
"Yes","2011","Brandenburg","direct migration background","1","","",""
"Yes","2011","Brandenburg","indirect migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","31","0.0570209220478817","0.036935486352582","0.0771063577431813"
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2011","Saxony","no migration background","50","0.0349083020410834","0.0251925143518028","0.044624089730364"
"Yes","2011","Saxony","direct migration background","1","","",""
"Yes","2011","Saxony","indirect migration background","","","",""
"Yes","2011","Saxony-Anhalt","no migration background","41","0.0514033274376933","0.0365058312662485","0.0663008236091382"
"Yes","2011","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2011","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2011","Thuringia","no migration background","54","0.0536767738704271","0.0386833375008433","0.068670210240011"
"Yes","2011","Thuringia","direct migration background","2","","",""
"Yes","2011","Thuringia","indirect migration background","","","",""
"No","2011","Schleswig-Holstein","no migration background","541","0.938983244698484","0.919418794639781","0.958547694757186"
"No","2011","Schleswig-Holstein","direct migration background","62","0.93229945783342","0.870748914188235","0.993850001478605"
"No","2011","Schleswig-Holstein","indirect migration background","13","","",""
"No","2011","Hamburg","no migration background","260","0.943420827429315","0.916310983634854","0.970530671223776"
"No","2011","Hamburg","direct migration background","20","","",""
"No","2011","Hamburg","indirect migration background","15","","",""
"No","2011","Lower Saxony","no migration background","1608","0.952733234823658","0.942627800444375","0.962838669202941"
"No","2011","Lower Saxony","direct migration background","167","0.989217166640738","0.973782539713498","1.00465179356798"
"No","2011","Lower Saxony","indirect migration background","51","0.971778169577821","0.927608172611877","1.01594816654377"
"No","2011","Bremen","no migration background","101","0.943699684088171","0.899819597175569","0.987579771000773"
"No","2011","Bremen","direct migration background","18","","",""
"No","2011","Bremen","indirect migration background","3","","",""
"No","2011","North Rhine-Westphalia","no migration background","3173","0.942967048423704","0.935137362832483","0.950796734014926"
"No","2011","North Rhine-Westphalia","direct migration background","538","0.943919741711623","0.92493166068597","0.962907822737277"
"No","2011","North Rhine-Westphalia","indirect migration background","210","0.942644453341897","0.911988584869238","0.973300321814556"
"No","2011","Hesse","no migration background","1079","0.929114772951342","0.914295243930058","0.943934301972625"
"No","2011","Hesse","direct migration background","180","0.958709732627535","0.930567088925323","0.986852376329746"
"No","2011","Hesse","indirect migration background","70","0.971906464595348","0.934000976402311","1.00981195278839"
"No","2011","Rhineland-Palatinate,Saarland","no migration background","937","0.940552728284569","0.925860282787952","0.955245173781187"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","143","0.921531977548568","0.879061290224726","0.96400266487241"
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","60","0.921817676604765","0.85552666927002","0.988108683939511"
"No","2011","Baden-Württemberg","no migration background","1849","0.94485016883679","0.934752026048849","0.954948311624731"
"No","2011","Baden-Württemberg","direct migration background","355","0.966627008629964","0.948472637919423","0.984781379340505"
"No","2011","Baden-Württemberg","indirect migration background","150","0.93642991111848","0.898624658215083","0.974235164021878"
"No","2011","Bavaria","no migration background","2597","0.949872229008449","0.94171370644718","0.958030751569719"
"No","2011","Bavaria","direct migration background","301","0.907876313341391","0.876288529849127","0.939464096833655"
"No","2011","Bavaria","indirect migration background","117","0.902676459683752","0.851920452399082","0.953432466968422"
"No","2011","Berlin","no migration background","666","0.948176610235981","0.931825273296456","0.964527947175506"
"No","2011","Berlin","direct migration background","45","0.898859230232741","0.816908016928476","0.980810443537006"
"No","2011","Berlin","indirect migration background","22","","",""
"No","2011","Brandenburg","no migration background","812","0.947317992059784","0.932369977929574","0.962266006189995"
"No","2011","Brandenburg","direct migration background","21","","",""
"No","2011","Brandenburg","indirect migration background","9","","",""
"No","2011","Mecklenburg-Western Pomerania","no migration background","481","0.942979077952118","0.922893642256819","0.963064513647418"
"No","2011","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"No","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2011","Saxony","no migration background","1321","0.965091697958917","0.955375910269636","0.974807485648197"
"No","2011","Saxony","direct migration background","25","","",""
"No","2011","Saxony","indirect migration background","13","","",""
"No","2011","Saxony-Anhalt","no migration background","803","0.948596672562307","0.933699176390862","0.963494168733752"
"No","2011","Saxony-Anhalt","direct migration background","15","","",""
"No","2011","Saxony-Anhalt","indirect migration background","9","","",""
"No","2011","Thuringia","no migration background","814","0.946323226129573","0.931329789759989","0.961316662499157"
"No","2011","Thuringia","direct migration background","12","","",""
"No","2011","Thuringia","indirect migration background","8","","",""
"Yes","2012","Schleswig-Holstein","no migration background","","","",""
"Yes","2012","Schleswig-Holstein","direct migration background","","","",""
"Yes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2012","Hamburg","no migration background","","","",""
"Yes","2012","Hamburg","direct migration background","","","",""
"Yes","2012","Hamburg","indirect migration background","","","",""
"Yes","2012","Lower Saxony","no migration background","","","",""
"Yes","2012","Lower Saxony","direct migration background","","","",""
"Yes","2012","Lower Saxony","indirect migration background","","","",""
"Yes","2012","Bremen","no migration background","","","",""
"Yes","2012","Bremen","direct migration background","","","",""
"Yes","2012","Bremen","indirect migration background","","","",""
"Yes","2012","North Rhine-Westphalia","no migration background","","","",""
"Yes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2012","Hesse","no migration background","","","",""
"Yes","2012","Hesse","direct migration background","","","",""
"Yes","2012","Hesse","indirect migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2012","Baden-Württemberg","no migration background","","","",""
"Yes","2012","Baden-Württemberg","direct migration background","","","",""
"Yes","2012","Baden-Württemberg","indirect migration background","","","",""
"Yes","2012","Bavaria","no migration background","","","",""
"Yes","2012","Bavaria","direct migration background","","","",""
"Yes","2012","Bavaria","indirect migration background","","","",""
"Yes","2012","Berlin","no migration background","","","",""
"Yes","2012","Berlin","direct migration background","","","",""
"Yes","2012","Berlin","indirect migration background","","","",""
"Yes","2012","Brandenburg","no migration background","","","",""
"Yes","2012","Brandenburg","direct migration background","","","",""
"Yes","2012","Brandenburg","indirect migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2012","Saxony","no migration background","","","",""
"Yes","2012","Saxony","direct migration background","","","",""
"Yes","2012","Saxony","indirect migration background","","","",""
"Yes","2012","Saxony-Anhalt","no migration background","","","",""
"Yes","2012","Saxony-Anhalt","direct migration background","","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2012","Thuringia","no migration background","","","",""
"Yes","2012","Thuringia","direct migration background","","","",""
"Yes","2012","Thuringia","indirect migration background","","","",""
"No","2012","Schleswig-Holstein","no migration background","","","",""
"No","2012","Schleswig-Holstein","direct migration background","","","",""
"No","2012","Schleswig-Holstein","indirect migration background","","","",""
"No","2012","Hamburg","no migration background","","","",""
"No","2012","Hamburg","direct migration background","","","",""
"No","2012","Hamburg","indirect migration background","","","",""
"No","2012","Lower Saxony","no migration background","","","",""
"No","2012","Lower Saxony","direct migration background","","","",""
"No","2012","Lower Saxony","indirect migration background","","","",""
"No","2012","Bremen","no migration background","","","",""
"No","2012","Bremen","direct migration background","","","",""
"No","2012","Bremen","indirect migration background","","","",""
"No","2012","North Rhine-Westphalia","no migration background","","","",""
"No","2012","North Rhine-Westphalia","direct migration background","","","",""
"No","2012","North Rhine-Westphalia","indirect migration background","","","",""
"No","2012","Hesse","no migration background","","","",""
"No","2012","Hesse","direct migration background","","","",""
"No","2012","Hesse","indirect migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2012","Baden-Württemberg","no migration background","","","",""
"No","2012","Baden-Württemberg","direct migration background","","","",""
"No","2012","Baden-Württemberg","indirect migration background","","","",""
"No","2012","Bavaria","no migration background","","","",""
"No","2012","Bavaria","direct migration background","","","",""
"No","2012","Bavaria","indirect migration background","","","",""
"No","2012","Berlin","no migration background","","","",""
"No","2012","Berlin","direct migration background","","","",""
"No","2012","Berlin","indirect migration background","","","",""
"No","2012","Brandenburg","no migration background","","","",""
"No","2012","Brandenburg","direct migration background","","","",""
"No","2012","Brandenburg","indirect migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2012","Saxony","no migration background","","","",""
"No","2012","Saxony","direct migration background","","","",""
"No","2012","Saxony","indirect migration background","","","",""
"No","2012","Saxony-Anhalt","no migration background","","","",""
"No","2012","Saxony-Anhalt","direct migration background","","","",""
"No","2012","Saxony-Anhalt","indirect migration background","","","",""
"No","2012","Thuringia","no migration background","","","",""
"No","2012","Thuringia","direct migration background","","","",""
"No","2012","Thuringia","indirect migration background","","","",""
"Yes","2013","Schleswig-Holstein","no migration background","39","0.0816831108821217","0.0584318286910579","0.104934393073186"
"Yes","2013","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2013","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2013","Hamburg","no migration background","19","","",""
"Yes","2013","Hamburg","direct migration background","1","","",""
"Yes","2013","Hamburg","indirect migration background","","","",""
"Yes","2013","Lower Saxony","no migration background","113","0.0724795216353863","0.0597471409300037","0.0852119023407688"
"Yes","2013","Lower Saxony","direct migration background","8","","",""
"Yes","2013","Lower Saxony","indirect migration background","2","","",""
"Yes","2013","Bremen","no migration background","5","","",""
"Yes","2013","Bremen","direct migration background","2","","",""
"Yes","2013","Bremen","indirect migration background","1","","",""
"Yes","2013","North Rhine-Westphalia","no migration background","203","0.0608587511582272","0.0524456875902058","0.0692718147262486"
"Yes","2013","North Rhine-Westphalia","direct migration background","29","","",""
"Yes","2013","North Rhine-Westphalia","indirect migration background","12","","",""
"Yes","2013","Hesse","no migration background","84","0.0916636482645609","0.0743256404732786","0.109001656055843"
"Yes","2013","Hesse","direct migration background","10","","",""
"Yes","2013","Hesse","indirect migration background","3","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","48","0.0507955123639899","0.0365367619686815","0.0650542627592984"
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","8","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Yes","2013","Baden-Württemberg","no migration background","113","0.0660956031613123","0.0543507484761303","0.0778404578464943"
"Yes","2013","Baden-Württemberg","direct migration background","17","","",""
"Yes","2013","Baden-Württemberg","indirect migration background","14","","",""
"Yes","2013","Bavaria","no migration background","151","0.0557005182753989","0.0467621515280469","0.0646388850227508"
"Yes","2013","Bavaria","direct migration background","23","","",""
"Yes","2013","Bavaria","indirect migration background","8","","",""
"Yes","2013","Berlin","no migration background","48","0.0643785155741251","0.0461583518911696","0.0825986792570806"
"Yes","2013","Berlin","direct migration background","6","","",""
"Yes","2013","Berlin","indirect migration background","5","","",""
"Yes","2013","Brandenburg","no migration background","37","0.0422200124687275","0.0279421674622555","0.0564978574751996"
"Yes","2013","Brandenburg","direct migration background","","","",""
"Yes","2013","Brandenburg","indirect migration background","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","27","","",""
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2013","Saxony","no migration background","70","0.0581435248740793","0.045442103105636","0.0708449466425226"
"Yes","2013","Saxony","direct migration background","1","","",""
"Yes","2013","Saxony","indirect migration background","1","","",""
"Yes","2013","Saxony-Anhalt","no migration background","48","0.0544253872063815","0.0381464014636827","0.0707043729490804"
"Yes","2013","Saxony-Anhalt","direct migration background","","","",""
"Yes","2013","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2013","Thuringia","no migration background","51","0.0643015094576527","0.0471752101104467","0.0814278088048588"
"Yes","2013","Thuringia","direct migration background","","","",""
"Yes","2013","Thuringia","indirect migration background","","","",""
"No","2013","Schleswig-Holstein","no migration background","494","0.918316889117878","0.895065606926814","0.941568171308942"
"No","2013","Schleswig-Holstein","direct migration background","48","0.878583946180116","0.788945836069777","0.968222056290456"
"No","2013","Schleswig-Holstein","indirect migration background","8","","",""
"No","2013","Hamburg","no migration background","252","0.912368730971091","0.878703764028813","0.946033697913369"
"No","2013","Hamburg","direct migration background","23","","",""
"No","2013","Hamburg","indirect migration background","17","","",""
"No","2013","Lower Saxony","no migration background","1480","0.927520478364614","0.914788097659231","0.940252859069996"
"No","2013","Lower Saxony","direct migration background","133","0.948472255583563","0.911982461173897","0.984962049993228"
"No","2013","Lower Saxony","indirect migration background","48","0.998533485227261","0.987926605934877","1.00914036451964"
"No","2013","Bremen","no migration background","92","0.915349998958677","0.859955160468954","0.970744837448399"
"No","2013","Bremen","direct migration background","18","","",""
"No","2013","Bremen","indirect migration background","2","","",""
"No","2013","North Rhine-Westphalia","no migration background","2899","0.939141248841773","0.930728185273751","0.947554312409794"
"No","2013","North Rhine-Westphalia","direct migration background","419","0.941068743488883","0.919261909916963","0.962875577060803"
"No","2013","North Rhine-Westphalia","indirect migration background","173","0.935350689301105","0.899915772981964","0.970785605620246"
"No","2013","Hesse","no migration background","980","0.908336351735439","0.890998343944157","0.925674359526722"
"No","2013","Hesse","direct migration background","157","0.961041955925003","0.931695233675562","0.990388678174444"
"No","2013","Hesse","indirect migration background","61","0.964934374752393","0.919868501951556","1.01000024755323"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","863","0.94920448763601","0.934945737240702","0.963463238031319"
