"ple0017","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2010","middle vocational","East Germany","","","","","2"
"No","2010","higher vocational","West Germany","","","","","2"
"No","2010","higher vocational","East Germany","","","","","2"
"Yes","2010","in school","West Germany","","","","","1"
"Yes","2010","in school","East Germany","","","","","1"
"Yes","2010","inadequately","West Germany","","","","","1"
"Yes","2010","inadequately","East Germany","","","","","1"
"Yes","2010","general elemantary","West Germany","","","","","1"
"Yes","2010","general elemantary","East Germany","","","","","1"
"Yes","2010","middle vocational","West Germany","","","","","1"
"Yes","2010","middle vocational","East Germany","","","","","1"
"Yes","2010","vocational + Abi","West Germany","","","","","1"
"Yes","2010","vocational + Abi","East Germany","","","","","1"
"Yes","2010","higher vocational","West Germany","","","","","1"
"Yes","2010","higher vocational","East Germany","","","","","1"
"Yes","2010","higher education","West Germany","","","","","1"
"Yes","2010","higher education","East Germany","","","","","1"
"No","2011","in school","West Germany","271","0.985033490044635","0.970760615099344","0.999306364989927","2"
"No","2011","general elemantary","West Germany","1762","0.943989367475747","0.933620032556531","0.954358702394963","2"
"No","2011","vocational + Abi","West Germany","952","0.936884138425528","0.922040821543983","0.951727455307073","2"
"No","2011","in school","East Germany","31","0.913769440661351","0.820773715496783","1.00676516582592","2"
"No","2011","general elemantary","East Germany","288","0.968645902619162","0.948892488382355","0.988399316855969","2"
"No","2011","vocational + Abi","East Germany","168","0.95648942552136","0.926520195498079","0.986458655544641","2"
"No","2011","inadequately","West Germany","192","0.916931101061752","0.879058896520108","0.954803305603397","2"
"No","2011","inadequately","East Germany","27","","","","2"
"No","2011","middle vocational","West Germany","7472","0.944137462964284","0.939074205132474","0.949200720796093","2"
"No","2011","middle vocational","East Germany","2512","0.949766516728542","0.941442358493463","0.958090674963621","2"
"No","2011","higher vocational","West Germany","987","0.935078452130181","0.920175513981436","0.949981390278927","2"
"No","2011","higher vocational","East Germany","382","0.948981312893577","0.927525208282979","0.970437417504176","2"
"No","2011","higher education","West Germany","3124","0.945474822754424","0.937737532880554","0.953212112628294","2"
"No","2011","higher education","East Germany","1229","0.958190880918165","0.947277021397287","0.969104740439044","2"
"Yes","2011","in school","West Germany","7","","","","1"
"Yes","2011","in school","East Germany","4","","","","1"
"Yes","2011","inadequately","West Germany","12","","","","1"
"Yes","2011","inadequately","East Germany","2","","","","1"
"Yes","2011","general elemantary","West Germany","127","0.0560106325242531","0.0456412976050373","0.066379967443469","1"
"Yes","2011","general elemantary","East Germany","11","","","","1"
"Yes","2011","middle vocational","West Germany","431","0.0558625370357162","0.0507992792039068","0.0609257948675256","1"
"Yes","2011","middle vocational","East Germany","133","0.0502334832714578","0.0419093250363788","0.0585576415065368","1"
"Yes","2011","vocational + Abi","West Germany","79","0.0631158615744719","0.0482725446929269","0.0779591784560168","1"
"Yes","2011","vocational + Abi","East Germany","10","","","","1"
"Yes","2011","higher vocational","West Germany","63","0.0649215478698188","0.0500186097210732","0.0798244860185644","1"
"Yes","2011","higher vocational","East Germany","22","","","","1"
"Yes","2011","higher education","West Germany","184","0.0545251772455762","0.046787887371706","0.0622624671194463","1"
"Yes","2011","higher education","East Germany","63","0.0418091190818346","0.030895259560956","0.0527229786027132","1"
"No","2012","in school","West Germany","","","","","2"
"No","2012","in school","East Germany","","","","","2"
"No","2012","general elemantary","West Germany","","","","","2"
"No","2012","general elemantary","East Germany","","","","","2"
"No","2012","vocational + Abi","West Germany","","","","","2"
"No","2012","vocational + Abi","East Germany","","","","","2"
"No","2012","higher vocational","West Germany","","","","","2"
"No","2012","higher vocational","East Germany","","","","","2"
"No","2012","higher education","West Germany","","","","","2"
"No","2012","higher education","East Germany","","","","","2"
"No","2012","inadequately","West Germany","","","","","2"
"No","2012","inadequately","East Germany","","","","","2"
"No","2012","middle vocational","West Germany","","","","","2"
"No","2012","middle vocational","East Germany","","","","","2"
"Yes","2012","higher vocational","West Germany","","","","","1"
"Yes","2012","higher vocational","East Germany","","","","","1"
"Yes","2012","in school","West Germany","","","","","1"
"Yes","2012","in school","East Germany","","","","","1"
"Yes","2012","inadequately","West Germany","","","","","1"
"Yes","2012","inadequately","East Germany","","","","","1"
"Yes","2012","general elemantary","West Germany","","","","","1"
"Yes","2012","general elemantary","East Germany","","","","","1"
"Yes","2012","middle vocational","West Germany","","","","","1"
"Yes","2012","middle vocational","East Germany","","","","","1"
"Yes","2012","vocational + Abi","West Germany","","","","","1"
"Yes","2012","vocational + Abi","East Germany","","","","","1"
"Yes","2012","higher education","West Germany","","","","","1"
"Yes","2012","higher education","East Germany","","","","","1"
"No","2013","in school","West Germany","217","0.932416833733798","0.899761097273753","0.965072570193844","2"
"No","2013","in school","East Germany","28","","","","2"
"No","2013","general elemantary","West Germany","1507","0.94466289536709","0.933522374995418","0.955803415738762","2"
"No","2013","general elemantary","East Germany","237","0.951607027602783","0.924898975178433","0.978315080027133","2"
"No","2013","vocational + Abi","West Germany","850","0.915953955775676","0.898141016194099","0.933766895357253","2"
"No","2013","vocational + Abi","East Germany","164","0.95524620235221","0.924256126254636","0.986236278449784","2"
"No","2013","higher vocational","West Germany","888","0.930596947647305","0.914495600276608","0.946698295018001","2"
"No","2013","higher vocational","East Germany","348","0.933838896563906","0.908714738436612","0.958963054691201","2"
"No","2013","higher education","West Germany","3069","0.935105760917673","0.926658674012534","0.943552847822812","2"
"No","2013","higher education","East Germany","1151","0.964029023583441","0.953540914699326","0.974517132467555","2"
"No","2013","inadequately","West Germany","147","0.888809698122619","0.840696523458934","0.936922872786305","2"
"No","2013","inadequately","East Germany","26","","","","2"
"No","2013","middle vocational","West Germany","6617","0.934254592652414","0.928484914768187","0.94002427053664","2"
"No","2013","middle vocational","East Germany","2244","0.942161858898642","0.932765659234961","0.951558058562322","2"
"Yes","2013","higher vocational","West Germany","69","0.0694030523526953","0.0533017049819988","0.0855043997233919","1"
"Yes","2013","higher vocational","East Germany","28","","","","1"
"Yes","2013","in school","West Germany","10","","","","1"
"Yes","2013","in school","East Germany","5","","","","1"
"Yes","2013","inadequately","West Germany","17","","","","1"
"Yes","2013","inadequately","East Germany","5","","","","1"
"Yes","2013","general elemantary","West Germany","111","0.05533710463291","0.0441965842612377","0.0664776250045823","1"
"Yes","2013","general elemantary","East Germany","11","","","","1"
"Yes","2013","middle vocational","West Germany","471","0.0657454073475864","0.0599757294633599","0.0715150852318129","1"
"Yes","2013","middle vocational","East Germany","127","0.0578381411013583","0.0484419414376775","0.0672343407650391","1"
"Yes","2013","vocational + Abi","West Germany","82","0.0840460442243243","0.0662331046427475","0.101858983805901","1"
"Yes","2013","vocational + Abi","East Germany","7","","","","1"
"Yes","2013","higher education","West Germany","198","0.0648942390823271","0.056447152177188","0.0733413259874662","1"
"Yes","2013","higher education","East Germany","60","0.0359709764165593","0.0254828675324445","0.0464590853006741","1"
"No","2014","in school","West Germany","","","","","2"
"No","2014","in school","East Germany","","","","","2"
"No","2014","general elemantary","West Germany","","","","","2"
"No","2014","general elemantary","East Germany","","","","","2"
"No","2014","inadequately","West Germany","","","","","2"
"No","2014","inadequately","East Germany","","","","","2"
"No","2014","middle vocational","West Germany","","","","","2"
"No","2014","middle vocational","East Germany","","","","","2"
"No","2014","vocational + Abi","West Germany","","","","","2"
"No","2014","vocational + Abi","East Germany","","","","","2"
"No","2014","higher vocational","West Germany","","","","","2"
"No","2014","higher vocational","East Germany","","","","","2"
"No","2014","higher education","West Germany","","","","","2"
"No","2014","higher education","East Germany","","","","","2"
"Yes","2014","in school","West Germany","","","","","1"
"Yes","2014","in school","East Germany","","","","","1"
"Yes","2014","inadequately","West Germany","","","","","1"
"Yes","2014","inadequately","East Germany","","","","","1"
"Yes","2014","general elemantary","West Germany","","","","","1"
"Yes","2014","general elemantary","East Germany","","","","","1"
"Yes","2014","middle vocational","West Germany","","","","","1"
"Yes","2014","middle vocational","East Germany","","","","","1"
"Yes","2014","higher vocational","West Germany","","","","","1"
"Yes","2014","higher vocational","East Germany","","","","","1"
"Yes","2014","vocational + Abi","West Germany","","","","","1"
"Yes","2014","vocational + Abi","East Germany","","","","","1"
"Yes","2014","higher education","West Germany","","","","","1"
"Yes","2014","higher education","East Germany","","","","","1"
"No","2015","in school","West Germany","278","0.975744490278314","0.958218785483135","0.993270195073492","2"
"No","2015","in school","East Germany","54","0.983602469408031","0.950340105732646","1.01686483308342","2"
"No","2015","general elemantary","West Germany","2184","0.936036791414028","0.926133301863427","0.945940280964629","2"
"No","2015","general elemantary","East Germany","327","0.968230232530087","0.949669403571883","0.98679106148829","2"
"No","2015","middle vocational","West Germany","8376","0.931795329125396","0.926588208107275","0.937002450143516","2"
"No","2015","middle vocational","East Germany","2544","0.947806432373854","0.939427816489031","0.956185048258678","2"
"No","2015","vocational + Abi","West Germany","1531","0.916394696570265","0.903174581214811","0.929614811925719","2"
"No","2015","vocational + Abi","East Germany","261","0.944056728076611","0.916993401148438","0.971120055004784","2"
"No","2015","higher vocational","West Germany","1056","0.941930224854517","0.928312091749292","0.955548357959741","2"
"No","2015","higher vocational","East Germany","379","0.949784764032374","0.928356252931199","0.97121327513355","2"
"No","2015","higher education","West Germany","4211","0.930087289086974","0.922652530927323","0.937522047246624","2"
"No","2015","higher education","East Germany","1302","0.953939324927157","0.942855740080139","0.965022909774175","2"
"No","2015","inadequately","West Germany","323","0.872231553195267","0.837937003591964","0.906526102798571","2"
"No","2015","inadequately","East Germany","44","0.980294699213087","0.940976163675305","1.01961323475087","2"
"Yes","2015","middle vocational","West Germany","628","0.0682046708746043","0.0629975498564836","0.0734117918927249","1"
"Yes","2015","middle vocational","East Germany","163","0.0521935676261456","0.0438149517413222","0.0605721835109689","1"
"Yes","2015","higher vocational","West Germany","77","0.0580697751454832","0.0444516420402588","0.0716879082507076","1"
"Yes","2015","higher vocational","East Germany","20","","","","1"
"Yes","2015","in school","West Germany","18","","","","1"
"Yes","2015","in school","East Germany","2","","","","1"
"Yes","2015","inadequately","West Germany","41","0.127768446804733","0.0934738972014288","0.162062996408036","1"
"Yes","2015","inadequately","East Germany","4","","","","1"
"Yes","2015","general elemantary","West Germany","161","0.0639632085859725","0.0540597190353714","0.0738666981365735","1"
"Yes","2015","general elemantary","East Germany","16","","","","1"
"Yes","2015","vocational + Abi","West Germany","153","0.0836053034297348","0.0703851880742804","0.0968254187851891","1"
"Yes","2015","vocational + Abi","East Germany","16","","","","1"
"Yes","2015","higher education","West Germany","308","0.0699127109130262","0.0624779527533757","0.0773474690726767","1"
"Yes","2015","higher education","East Germany","72","0.046060675072843","0.0349770902258247","0.0571442599198614","1"
"No","2016","in school","West Germany","","","","","2"
"No","2016","in school","East Germany","","","","","2"
"No","2016","general elemantary","West Germany","","","","","2"
"No","2016","general elemantary","East Germany","","","","","2"
"No","2016","middle vocational","West Germany","","","","","2"
"No","2016","middle vocational","East Germany","","","","","2"
"No","2016","vocational + Abi","West Germany","","","","","2"
"No","2016","vocational + Abi","East Germany","","","","","2"
"No","2016","higher vocational","West Germany","","","","","2"
"No","2016","higher vocational","East Germany","","","","","2"
"No","2016","higher education","West Germany","","","","","2"
"No","2016","higher education","East Germany","","","","","2"
"No","2016","inadequately","West Germany","","","","","2"
"No","2016","inadequately","East Germany","","","","","2"
"Yes","2016","middle vocational","West Germany","","","","","1"
"Yes","2016","middle vocational","East Germany","","","","","1"
"Yes","2016","higher vocational","West Germany","","","","","1"
"Yes","2016","higher vocational","East Germany","","","","","1"
"Yes","2016","in school","West Germany","","","","","1"
"Yes","2016","in school","East Germany","","","","","1"
"Yes","2016","inadequately","West Germany","","","","","1"
"Yes","2016","inadequately","East Germany","","","","","1"
"Yes","2016","general elemantary","West Germany","","","","","1"
"Yes","2016","general elemantary","East Germany","","","","","1"
"Yes","2016","vocational + Abi","West Germany","","","","","1"
"Yes","2016","vocational + Abi","East Germany","","","","","1"
"Yes","2016","higher education","West Germany","","","","","1"
"Yes","2016","higher education","East Germany","","","","","1"
"No","2017","in school","West Germany","317","0.922398371293276","0.894166918641738","0.950629823944814","2"
"No","2017","in school","East Germany","62","0.867660696520932","0.786521617381863","0.948799775660001","2"
"No","2017","inadequately","West Germany","362","0.882759326396473","0.851466457254103","0.914052195538844","2"
"No","2017","inadequately","East Germany","42","0.886222898695433","0.799073996807745","0.973371800583121","2"
"No","2017","general elemantary","West Germany","2206","0.931654448214728","0.921529438948565","0.941779457480892","2"
"No","2017","general elemantary","East Germany","356","0.942646241918478","0.919268013210106","0.96602447062685","2"
"No","2017","middle vocational","West Germany","8598","0.927466891571973","0.922188416385284","0.932745366758662","2"
"No","2017","middle vocational","East Germany","2709","0.941521867383312","0.932925296869902","0.950118437896722","2"
"No","2017","vocational + Abi","West Germany","1726","0.920578298559987","0.908410433486668","0.932746163633306","2"
"No","2017","vocational + Abi","East Germany","307","0.953870017077276","0.931203416699299","0.976536617455254","2"
"No","2017","higher vocational","West Germany","1062","0.932834994275768","0.918336620542448","0.947333368009089","2"
"No","2017","higher vocational","East Germany","373","0.920515591318625","0.894040805645889","0.946990376991362","2"
"No","2017","higher education","West Germany","4754","0.934843737955402","0.928072932266511","0.941614543644292","2"
"No","2017","higher education","East Germany","1363","0.958678369942541","0.94843390508679","0.968922834798291","2"
"Yes","2017","in school","West Germany","28","","","","1"
"Yes","2017","in school","East Germany","5","","","","1"
"Yes","2017","inadequately","West Germany","44","0.117240673603527","0.0859478044611563","0.148533542745897","1"
"Yes","2017","inadequately","East Germany","9","","","","1"
"Yes","2017","middle vocational","West Germany","677","0.072533108428027","0.0672546332413382","0.0778115836147157","1"
"Yes","2017","middle vocational","East Germany","153","0.0584781326166878","0.0498815621032776","0.067074703130098","1"
"Yes","2017","higher vocational","West Germany","83","0.0671650057242316","0.0526666319909108","0.0816633794575523","1"
"Yes","2017","higher vocational","East Germany","28","","","","1"
"Yes","2017","general elemantary","West Germany","180","0.0683455517852715","0.058220542519108","0.0784705610514351","1"
"Yes","2017","vocational + Abi","West Germany","171","0.0794217014400131","0.0672538363666941","0.0915895665133322","1"
"Yes","2017","higher education","West Germany","350","0.0651562620445983","0.0583854563557079","0.0719270677334887","1"
"Yes","2017","general elemantary","East Germany","24","","","","1"
"Yes","2017","vocational + Abi","East Germany","22","","","","1"
"Yes","2017","higher education","East Germany","87","0.0413216300574595","0.0310771652017092","0.0515660949132097","1"
"No","2018","in school","West Germany","","","","","2"
"No","2018","in school","East Germany","","","","","2"
"No","2018","inadequately","West Germany","","","","","2"
"No","2018","inadequately","East Germany","","","","","2"
"No","2018","general elemantary","West Germany","","","","","2"
"No","2018","general elemantary","East Germany","","","","","2"
"No","2018","middle vocational","West Germany","","","","","2"
"No","2018","middle vocational","East Germany","","","","","2"
"No","2018","vocational + Abi","West Germany","","","","","2"
"No","2018","vocational + Abi","East Germany","","","","","2"
"No","2018","higher vocational","West Germany","","","","","2"
"No","2018","higher vocational","East Germany","","","","","2"
"No","2018","higher education","West Germany","","","","","2"
"No","2018","higher education","East Germany","","","","","2"
"Yes","2018","inadequately","West Germany","","","","","1"
"Yes","2018","inadequately","East Germany","","","","","1"
"Yes","2018","middle vocational","West Germany","","","","","1"
"Yes","2018","middle vocational","East Germany","","","","","1"
"Yes","2018","higher vocational","West Germany","","","","","1"
"Yes","2018","higher vocational","East Germany","","","","","1"
"Yes","2018","in school","West Germany","","","","","1"
"Yes","2018","in school","East Germany","","","","","1"
"Yes","2018","general elemantary","West Germany","","","","","1"
"Yes","2018","general elemantary","East Germany","","","","","1"
"Yes","2018","vocational + Abi","West Germany","","","","","1"
"Yes","2018","vocational + Abi","East Germany","","","","","1"
"Yes","2018","higher education","West Germany","","","","","1"
"Yes","2018","higher education","East Germany","","","","","1"
"No","2019","in school","West Germany","260","0.933809878649482","0.904585080940942","0.963034676358022","2"
"No","2019","in school","East Germany","45","0.869039348059951","0.778215417923813","0.959863278196089","2"
"No","2019","inadequately","West Germany","311","0.9034842194246","0.87218781196375","0.934780626885451","2"
"No","2019","inadequately","East Germany","43","0.938762470462305","0.870215880795953","1.00730906012866","2"
"No","2019","general elemantary","West Germany","1896","0.93132787539323","0.920369736032653","0.942286014753807","2"
"No","2019","general elemantary","East Germany","342","0.946967162347564","0.924194358067298","0.96973996662783","2"
"No","2019","middle vocational","West Germany","7824","0.926309437006202","0.920752607400388","0.931866266612016","2"
"No","2019","middle vocational","East Germany","2463","0.932721839270757","0.923118806138029","0.942324872403485","2"
"No","2019","vocational + Abi","West Germany","1684","0.925483768913434","0.91349442916814","0.937473108658727","2"
"No","2019","vocational + Abi","East Germany","297","0.942367805299906","0.916913400015918","0.967822210583895","2"
"No","2019","higher vocational","West Germany","1137","0.924982090210433","0.910254852689716","0.939709327731151","2"
"No","2019","higher vocational","East Germany","410","0.92973496737663","0.905880045151497","0.953589889601762","2"
"No","2019","higher education","West Germany","5006","0.928727389988647","0.921864024772198","0.935590755205096","2"
"No","2019","higher education","East Germany","1487","0.938907959312357","0.927143272079953","0.950672646544762","2"
"Yes","2019","inadequately","West Germany","31","0.0965157805753995","0.0652193731145487","0.12781218803625","1"
"Yes","2019","inadequately","East Germany","4","","","","1"
"Yes","2019","middle vocational","West Germany","668","0.0736905629937981","0.0681337333879839","0.0792473925996122","1"
"Yes","2019","middle vocational","East Germany","151","0.0672781607292431","0.057675127596515","0.0768811938619712","1"
"Yes","2019","higher vocational","West Germany","92","0.0750179097895667","0.0602906722688493","0.0897451473102841","1"
"Yes","2019","higher vocational","East Germany","31","0.0702650326233704","0.0464101103982379","0.0941199548485029","1"
"Yes","2019","in school","West Germany","18","","","","1"
"Yes","2019","general elemantary","West Germany","150","0.0686721246067698","0.057713985246193","0.0796302639673467","1"
"Yes","2019","vocational + Abi","West Germany","159","0.0745162310865664","0.0625268913412729","0.0865055708318599","1"
"Yes","2019","higher education","West Germany","392","0.071272610011353","0.0644092447949043","0.0781359752278017","1"
"Yes","2019","higher education","East Germany","105","0.0610920406876427","0.0493273534552379","0.0728567279200474","1"
"Yes","2019","in school","East Germany","8","","","","1"
"Yes","2019","general elemantary","East Germany","30","0.0530328376524364","0.0302600333721705","0.0758056419327023","1"
"Yes","2019","vocational + Abi","East Germany","25","","","","1"
