"ple0017","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2009","66 and older","1-pers.-HH","1145","0.973337216238892","0.964141710953571","0.982532721524213"
"No","2009","66 and older","(Married) couple without C. ","2623","0.965886551430697","0.959058621649781","0.972714481211614"
"No","2009","66 and older","Single parent ","59","0.955781549662582","0.904609439423663","1.0069536599015"
"No","2009","66 and older","Couple + C. LE 16 ","5","","",""
"No","2009","66 and older","Couple + C. GT 16 ","176","0.977069677278204","0.955203156371038","0.998936198185371"
"No","2009","66 and older","Couple + C. LE and GT 16","2","","",""
"Yes","2010","16-34 y.","1-pers.-HH","","","",""
"Yes","2010","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2010","16-34 y.","Single parent ","","","",""
"Yes","2010","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2010","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2010","35-65 y.","1-pers.-HH","","","",""
"Yes","2010","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2010","35-65 y.","Single parent ","","","",""
"Yes","2010","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2010","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2010","66 and older","1-pers.-HH","","","",""
"Yes","2010","66 and older","(Married) couple without C. ","","","",""
"Yes","2010","66 and older","Single parent ","","","",""
"Yes","2010","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2010","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","",""
"No","2010","16-34 y.","1-pers.-HH","","","",""
"No","2010","16-34 y.","(Married) couple without C. ","","","",""
"No","2010","16-34 y.","Single parent ","","","",""
"No","2010","16-34 y.","Couple + C. LE 16 ","","","",""
"No","2010","16-34 y.","Couple + C. GT 16 ","","","",""
"No","2010","16-34 y.","Couple + C. LE and GT 16","","","",""
"No","2010","35-65 y.","1-pers.-HH","","","",""
"No","2010","35-65 y.","(Married) couple without C. ","","","",""
"No","2010","35-65 y.","Single parent ","","","",""
"No","2010","35-65 y.","Couple + C. LE 16 ","","","",""
"No","2010","35-65 y.","Couple + C. GT 16 ","","","",""
"No","2010","35-65 y.","Couple + C. LE and GT 16","","","",""
"No","2010","66 and older","1-pers.-HH","","","",""
"No","2010","66 and older","(Married) couple without C. ","","","",""
"No","2010","66 and older","Single parent ","","","",""
"No","2010","66 and older","Couple + C. LE 16 ","","","",""
"No","2010","66 and older","Couple + C. GT 16 ","","","",""
"No","2010","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2011","16-34 y.","1-pers.-HH","46","0.0616088257113742","0.0429514234826684","0.08026622794008"
"Yes","2011","16-34 y.","(Married) couple without C. ","68","0.074331738605369","0.0565399469045332","0.0921235303062048"
"Yes","2011","16-34 y.","Single parent ","28","","",""
"Yes","2011","16-34 y.","Couple + C. LE 16 ","65","0.0889512998881188","0.0693348336053142","0.108567766170923"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","42","0.0376893028492208","0.0262889732595235","0.049089632438918"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","24","","",""
"Yes","2011","35-65 y.","1-pers.-HH","101","0.0677607675713259","0.0550033692483414","0.0805181658943105"
"Yes","2011","35-65 y.","(Married) couple without C. ","210","0.0576685051139743","0.0504005736518931","0.0649364365760554"
"Yes","2011","35-65 y.","Single parent ","57","0.0788936582319134","0.0580736407067015","0.0997136757571253"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","161","0.0675340972049616","0.057280699309776","0.0777874951001472"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","98","0.0495304586318084","0.0398379097299813","0.0592230075336355"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","56","0.0638692240653866","0.0473922677181556","0.0803461804126176"
"Yes","2011","66 and older","1-pers.-HH","52","0.0335383842638508","0.0242556153182136","0.042821153209488"
"Yes","2011","66 and older","(Married) couple without C. ","119","0.0401524372701014","0.0335124868814837","0.0467923876587191"
"Yes","2011","66 and older","Single parent ","2","","",""
"Yes","2011","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2011","66 and older","Couple + C. GT 16 ","3","","",""
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","",""
"No","2011","16-34 y.","1-pers.-HH","592","0.938391174288626","0.91973377205992","0.957048576517332"
"No","2011","16-34 y.","(Married) couple without C. ","767","0.925668261394631","0.907876469693795","0.943460053095467"
"No","2011","16-34 y.","Single parent ","421","0.959236999146679","0.940946693818449","0.977527304474909"
"No","2011","16-34 y.","Couple + C. LE 16 ","744","0.911048700111881","0.891432233829076","0.930665166394686"
"No","2011","16-34 y.","Couple + C. GT 16 ","1030","0.962310697150779","0.950910367561082","0.973711026740476"
"No","2011","16-34 y.","Couple + C. LE and GT 16","363","0.941281924779883","0.917859148325418","0.964704701234348"
"No","2011","35-65 y.","1-pers.-HH","1390","0.932239232428674","0.91948183410569","0.944996630751659"
"No","2011","35-65 y.","(Married) couple without C. ","3742","0.942331494886026","0.935063563423945","0.949599426348107"
"No","2011","35-65 y.","Single parent ","587","0.921106341768087","0.900286324242875","0.941926359293299"
"No","2011","35-65 y.","Couple + C. LE 16 ","2140","0.932465902795038","0.922212504899853","0.942719300690224"
"No","2011","35-65 y.","Couple + C. GT 16 ","1827","0.950469541368192","0.940776992466364","0.960162090270019"
"No","2011","35-65 y.","Couple + C. LE and GT 16","790","0.936130775934613","0.919653819587382","0.952607732281844"
"No","2011","66 and older","1-pers.-HH","1393","0.966461615736149","0.957178846790512","0.975744384681786"
"No","2011","66 and older","(Married) couple without C. ","3239","0.959847562729899","0.953207612341281","0.966487513118516"
"No","2011","66 and older","Single parent ","79","0.985542782976999","0.959548031315451","1.01153753463855"
"No","2011","66 and older","Couple + C. LE 16 ","7","","",""
"No","2011","66 and older","Couple + C. GT 16 ","201","0.989132373230253","0.974904906694102","1.00335983976641"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","",""
"Yes","2012","16-34 y.","1-pers.-HH","","","",""
"Yes","2012","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2012","16-34 y.","Single parent ","","","",""
"Yes","2012","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2012","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2012","35-65 y.","1-pers.-HH","","","",""
"Yes","2012","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2012","35-65 y.","Single parent ","","","",""
"Yes","2012","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2012","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2012","66 and older","1-pers.-HH","","","",""
"Yes","2012","66 and older","(Married) couple without C. ","","","",""
"Yes","2012","66 and older","Single parent ","","","",""
"Yes","2012","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2012","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","",""
"No","2012","16-34 y.","1-pers.-HH","","","",""
"No","2012","16-34 y.","(Married) couple without C. ","","","",""
"No","2012","16-34 y.","Single parent ","","","",""
"No","2012","16-34 y.","Couple + C. LE 16 ","","","",""
"No","2012","16-34 y.","Couple + C. GT 16 ","","","",""
"No","2012","16-34 y.","Couple + C. LE and GT 16","","","",""
"No","2012","35-65 y.","1-pers.-HH","","","",""
"No","2012","35-65 y.","(Married) couple without C. ","","","",""
"No","2012","35-65 y.","Single parent ","","","",""
"No","2012","35-65 y.","Couple + C. LE 16 ","","","",""
"No","2012","35-65 y.","Couple + C. GT 16 ","","","",""
"No","2012","35-65 y.","Couple + C. LE and GT 16","","","",""
"No","2012","66 and older","1-pers.-HH","","","",""
"No","2012","66 and older","(Married) couple without C. ","","","",""
"No","2012","66 and older","Single parent ","","","",""
"No","2012","66 and older","Couple + C. LE 16 ","","","",""
"No","2012","66 and older","Couple + C. GT 16 ","","","",""
"No","2012","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2013","16-34 y.","1-pers.-HH","45","0.0687895049175648","0.0487211160042992","0.0888578938308304"
"Yes","2013","16-34 y.","(Married) couple without C. ","65","0.0789125123343168","0.0594217961298853","0.0984032285387483"
"Yes","2013","16-34 y.","Single parent ","28","","",""
"Yes","2013","16-34 y.","Couple + C. LE 16 ","61","0.0873105737289183","0.0664433170039416","0.108177830453895"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","47","0.0577646398317349","0.0420065787569886","0.0735227009064812"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Yes","2013","35-65 y.","1-pers.-HH","116","0.0758530128995522","0.0622953065696536","0.0894107192294507"
"Yes","2013","35-65 y.","(Married) couple without C. ","246","0.0733450937142122","0.064850192000755","0.0818399954276693"
"Yes","2013","35-65 y.","Single parent ","69","0.0977063498563907","0.0748453125088557","0.120567387203926"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","149","0.0760235604782044","0.0645812521430734","0.0874658688133354"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","105","0.0664933518545837","0.054439062255464","0.0785476414537034"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","58","0.090496241008066","0.068252123474337","0.112740358541795"
"Yes","2013","66 and older","1-pers.-HH","64","0.0496986830150273","0.0383026685005705","0.0610946975294842"
"Yes","2013","66 and older","(Married) couple without C. ","120","0.036376500401481","0.0299905769910539","0.0427624238119082"
"Yes","2013","66 and older","Single parent ","2","","",""
"Yes","2013","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2013","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","",""
"No","2013","16-34 y.","1-pers.-HH","566","0.931210495082435","0.911142106169169","0.951278883995701"
"No","2013","16-34 y.","(Married) couple without C. ","670","0.921087487665683","0.901596771461252","0.940578203870115"
"No","2013","16-34 y.","Single parent ","374","0.953412738411474","0.932810750348819","0.974014726474128"
"No","2013","16-34 y.","Couple + C. LE 16 ","642","0.912689426271082","0.891822169546105","0.933556682996058"
"No","2013","16-34 y.","Couple + C. GT 16 ","795","0.942235360168265","0.926477299093519","0.957993421243011"
"No","2013","16-34 y.","Couple + C. LE and GT 16","284","0.932373758511785","0.904100268295338","0.960647248728232"
"No","2013","35-65 y.","1-pers.-HH","1349","0.924146987100448","0.910589280770549","0.937704693430346"
"No","2013","35-65 y.","(Married) couple without C. ","3372","0.926654906285788","0.918160004572331","0.935149807999245"
"No","2013","35-65 y.","Single parent ","579","0.902293650143609","0.879432612796075","0.925154687491144"
"No","2013","35-65 y.","Couple + C. LE 16 ","1912","0.923976439521796","0.912534131186665","0.935418747856927"
"No","2013","35-65 y.","Couple + C. GT 16 ","1536","0.933506648145416","0.921452358546296","0.945560937744536"
"No","2013","35-65 y.","Couple + C. LE and GT 16","581","0.909503758991934","0.887259641458205","0.931747876525663"
"No","2013","66 and older","1-pers.-HH","1333","0.950301316984973","0.938905302470516","0.961697331499429"
"No","2013","66 and older","(Married) couple without C. ","3182","0.963623499598519","0.957237576188092","0.970009423008946"
"No","2013","66 and older","Single parent ","64","0.958079492412856","0.909730195652227","1.00642878917348"
"No","2013","66 and older","Couple + C. LE 16 ","9","","",""
"No","2013","66 and older","Couple + C. GT 16 ","151","1","1","1"
"No","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2014","16-34 y.","1-pers.-HH","","","",""
"Yes","2014","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2014","16-34 y.","Single parent ","","","",""
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2014","35-65 y.","1-pers.-HH","","","",""
"Yes","2014","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2014","35-65 y.","Single parent ","","","",""
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2014","66 and older","1-pers.-HH","","","",""
"Yes","2014","66 and older","(Married) couple without C. ","","","",""
"Yes","2014","66 and older","Single parent ","","","",""
"Yes","2014","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2014","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","",""
"No","2014","16-34 y.","1-pers.-HH","","","",""
"No","2014","16-34 y.","(Married) couple without C. ","","","",""
"No","2014","16-34 y.","Single parent ","","","",""
"No","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"No","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"No","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"No","2014","35-65 y.","1-pers.-HH","","","",""
"No","2014","35-65 y.","(Married) couple without C. ","","","",""
"No","2014","35-65 y.","Single parent ","","","",""
"No","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"No","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"No","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"No","2014","66 and older","1-pers.-HH","","","",""
"No","2014","66 and older","(Married) couple without C. ","","","",""
"No","2014","66 and older","Single parent ","","","",""
"No","2014","66 and older","Couple + C. LE 16 ","","","",""
"No","2014","66 and older","Couple + C. GT 16 ","","","",""
"No","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2015","16-34 y.","1-pers.-HH","57","0.075837052368762","0.0557911464326186","0.0958829583049055"
"Yes","2015","16-34 y.","(Married) couple without C. ","73","0.107378657691832","0.0865902649912512","0.128167050392413"
"Yes","2015","16-34 y.","Single parent ","63","0.0627253045658685","0.0460068070098117","0.0794438021219254"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","120","0.068199153994387","0.0553474143798941","0.0810508936088799"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","55","0.0573530885787792","0.0426293442951476","0.0720768328624108"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","39","0.0451063249934408","0.0299047771544511","0.0603078728324306"
"Yes","2015","35-65 y.","1-pers.-HH","106","0.0669252833090669","0.0541290367756227","0.0797215298425111"
"Yes","2015","35-65 y.","(Married) couple without C. ","224","0.0742402247351748","0.06550111498526","0.0829793344850897"
"Yes","2015","35-65 y.","Single parent ","178","0.108971495293147","0.0929162820035093","0.125026708582784"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","342","0.0772101415347952","0.0694931742028256","0.0849271088667648"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","117","0.0573642240535004","0.0464662515637022","0.0682621965432986"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","109","0.067777333226977","0.0547900066362164","0.0807646598177375"
"Yes","2015","66 and older","1-pers.-HH","60","0.0422487440299096","0.0316624701151738","0.0528350179446453"
"Yes","2015","66 and older","(Married) couple without C. ","115","0.0429547511660392","0.0359220774060525","0.049987424926026"
"Yes","2015","66 and older","Single parent ","3","","",""
"Yes","2015","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2015","66 and older","Couple + C. GT 16 ","4","","",""
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","",""
"No","2015","16-34 y.","1-pers.-HH","613","0.924162947631238","0.904117041695095","0.944208853567381"
"No","2015","16-34 y.","(Married) couple without C. ","779","0.892621342308168","0.871832949607587","0.913409735008749"
"No","2015","16-34 y.","Single parent ","745","0.937274695434131","0.920556197878075","0.953993192990188"
"No","2015","16-34 y.","Couple + C. LE 16 ","1358","0.931800846005613","0.91894910639112","0.944652585620106"
"No","2015","16-34 y.","Couple + C. GT 16 ","903","0.942646911421221","0.927923167137589","0.957370655704852"
"No","2015","16-34 y.","Couple + C. LE and GT 16","677","0.954893675006559","0.939692127167569","0.970095222845549"
"No","2015","35-65 y.","1-pers.-HH","1359","0.933074716690933","0.920278470157489","0.945870963224377"
"No","2015","35-65 y.","(Married) couple without C. ","3233","0.925759775264825","0.91702066551491","0.93449888501474"
"No","2015","35-65 y.","Single parent ","1269","0.891028504706853","0.874973291417216","0.907083717996491"
"No","2015","35-65 y.","Couple + C. LE 16 ","4254","0.922789858465205","0.915072891133235","0.930506825797174"
"No","2015","35-65 y.","Couple + C. GT 16 ","1632","0.9426357759465","0.931737803456701","0.953533748436298"
"No","2015","35-65 y.","Couple + C. LE and GT 16","1330","0.932222666773023","0.919235340182263","0.945209993363784"
"No","2015","66 and older","1-pers.-HH","1327","0.95775125597009","0.947164982055355","0.968337529884826"
"No","2015","66 and older","(Married) couple without C. ","3078","0.957045248833961","0.950012575073974","0.964077922593947"
"No","2015","66 and older","Single parent ","72","0.936046108743315","0.880672915690057","0.991419301796572"
"No","2015","66 and older","Couple + C. LE 16 ","10","","",""
"No","2015","66 and older","Couple + C. GT 16 ","193","0.989580706648754","0.97540124571279","1.00376016758472"
"No","2015","66 and older","Couple + C. LE and GT 16","3","","",""
"Yes","2016","16-34 y.","1-pers.-HH","","","",""
"Yes","2016","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2016","16-34 y.","Single parent ","","","",""
"Yes","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2016","35-65 y.","1-pers.-HH","","","",""
"Yes","2016","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2016","35-65 y.","Single parent ","","","",""
"Yes","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2016","66 and older","1-pers.-HH","","","",""
"Yes","2016","66 and older","(Married) couple without C. ","","","",""
"Yes","2016","66 and older","Single parent ","","","",""
"Yes","2016","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2016","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","",""
"No","2016","16-34 y.","1-pers.-HH","","","",""
"No","2016","16-34 y.","(Married) couple without C. ","","","",""
"No","2016","16-34 y.","Single parent ","","","",""
"No","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"No","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"No","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"No","2016","35-65 y.","1-pers.-HH","","","",""
"No","2016","35-65 y.","(Married) couple without C. ","","","",""
"No","2016","35-65 y.","Single parent ","","","",""
"No","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"No","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"No","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"No","2016","66 and older","1-pers.-HH","","","",""
"No","2016","66 and older","(Married) couple without C. ","","","",""
"No","2016","66 and older","Single parent ","","","",""
"No","2016","66 and older","Couple + C. LE 16 ","","","",""
"No","2016","66 and older","Couple + C. GT 16 ","","","",""
"No","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Yes","2017","16-34 y.","1-pers.-HH","73","0.100279501803432","0.0802740190244271","0.120284984582436"
"Yes","2017","16-34 y.","(Married) couple without C. ","99","0.0781476758107462","0.0621623102159569","0.0941330414055356"
"Yes","2017","16-34 y.","Single parent ","73","0.0968207239342222","0.076543513534881","0.117097934333563"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","96","0.0629413492017537","0.04990903363561","0.0759736647678973"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","69","0.0664558176832219","0.0517231679938732","0.0811884673725705"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","41","0.0395173960537521","0.0251769095554657","0.0538578825520385"
"Yes","2017","35-65 y.","1-pers.-HH","138","0.0746448776897661","0.0621772004019086","0.0871125549776235"
"Yes","2017","35-65 y.","(Married) couple without C. ","274","0.0770368317244968","0.0686713643984644","0.0854022990505291"
"Yes","2017","35-65 y.","Single parent ","166","0.126794463554578","0.10908413443876","0.144504792670395"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","357","0.0671572418686103","0.0599367657011217","0.074377718036099"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","143","0.0755282452032457","0.0638567430732554","0.087199747333236"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","145","0.0893292574608062","0.0750656283633026","0.10359288655831"
"Yes","2017","66 and older","1-pers.-HH","61","0.050232455849643","0.0387041145383735","0.0617607971609124"
"Yes","2017","66 and older","(Married) couple without C. ","111","0.042219714345621","0.0353295110559364","0.0491099176353056"
"Yes","2017","66 and older","Single parent ","2","","",""
"Yes","2017","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2017","66 and older","Couple + C. GT 16 ","9","","",""
"Yes","2017","66 and older","Couple + C. LE and GT 16","","","",""
"No","2017","16-34 y.","1-pers.-HH","793","0.899720498196568","0.879715015417564","0.919725980975573"
"No","2017","16-34 y.","(Married) couple without C. ","984","0.921852324189254","0.905866958594464","0.937837689784043"
"No","2017","16-34 y.","Single parent ","744","0.903179276065778","0.882902065666437","0.923456486465119"
"No","2017","16-34 y.","Couple + C. LE 16 ","1238","0.937058650798246","0.924026335232103","0.95009096636439"
"No","2017","16-34 y.","Couple + C. GT 16 ","1029","0.933544182316778","0.91881153262743","0.948276832006127"
"No","2017","16-34 y.","Couple + C. LE and GT 16","668","0.960482603946248","0.946142117447962","0.974823090444534"
"No","2017","35-65 y.","1-pers.-HH","1569","0.925355122310234","0.912887445022376","0.937822799598091"
"No","2017","35-65 y.","(Married) couple without C. ","3629","0.922963168275503","0.914597700949471","0.931328635601536"
"No","2017","35-65 y.","Single parent ","1190","0.873205536445422","0.855495207329605","0.89091586556124"
"No","2017","35-65 y.","Couple + C. LE 16 ","4259","0.93284275813139","0.925622281963901","0.940063234298878"
"No","2017","35-65 y.","Couple + C. GT 16 ","1826","0.924471754796754","0.912800252666764","0.936143256926744"
"No","2017","35-65 y.","Couple + C. LE and GT 16","1391","0.910670742539194","0.89640711344169","0.924934371636697"
"No","2017","66 and older","1-pers.-HH","1318","0.949767544150357","0.938239202839088","0.961295885461627"
"No","2017","66 and older","(Married) couple without C. ","3161","0.957780285654379","0.950890082364694","0.964670488944063"
"No","2017","66 and older","Single parent ","69","0.988704837519354","0.964123897475414","1.01328577756329"
"No","2017","66 and older","Couple + C. LE 16 ","7","","",""
"No","2017","66 and older","Couple + C. GT 16 ","194","0.928257993747484","0.892758580102464","0.963757407392504"
"No","2017","66 and older","Couple + C. LE and GT 16","2","","",""
"Yes","2018","16-34 y.","1-pers.-HH","","","",""
"Yes","2018","16-34 y.","(Married) couple without C. ","","","",""
"Yes","2018","16-34 y.","Single parent ","","","",""
"Yes","2018","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes","2018","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes","2018","35-65 y.","1-pers.-HH","","","",""
"Yes","2018","35-65 y.","(Married) couple without C. ","","","",""
"Yes","2018","35-65 y.","Single parent ","","","",""
"Yes","2018","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes","2018","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes","2018","66 and older","1-pers.-HH","","","",""
"Yes","2018","66 and older","(Married) couple without C. ","","","",""
"Yes","2018","66 and older","Single parent ","","","",""
"Yes","2018","66 and older","Couple + C. LE 16 ","","","",""
"Yes","2018","66 and older","Couple + C. GT 16 ","","","",""
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","",""
"No","2018","16-34 y.","1-pers.-HH","","","",""
"No","2018","16-34 y.","(Married) couple without C. ","","","",""
"No","2018","16-34 y.","Single parent ","","","",""
"No","2018","16-34 y.","Couple + C. LE 16 ","","","",""
"No","2018","16-34 y.","Couple + C. GT 16 ","","","",""
"No","2018","16-34 y.","Couple + C. LE and GT 16","","","",""
"No","2018","35-65 y.","1-pers.-HH","","","",""
"No","2018","35-65 y.","(Married) couple without C. ","","","",""
"No","2018","35-65 y.","Single parent ","","","",""
"No","2018","35-65 y.","Couple + C. LE 16 ","","","",""
"No","2018","35-65 y.","Couple + C. GT 16 ","","","",""
"No","2018","35-65 y.","Couple + C. LE and GT 16","","","",""
"No","2018","66 and older","1-pers.-HH","","","",""
"No","2018","66 and older","(Married) couple without C. ","","","",""
"No","2018","66 and older","Single parent ","","","",""
"No","2018","66 and older","Couple + C. LE 16 ","","","",""
"No","2018","66 and older","Couple + C. GT 16 ","","","",""
