"ple0017","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2013","inadequately","Male","77","0.941597463079023","0.891744942166422","0.991449983991623","2"
"No","2013","inadequately","Female","96","0.847058174949139","0.779795907786676","0.914320442111601","2"
"No","2013","middle vocational","Male","4208","0.969719120444736","0.9646180565616","0.974820184327871","2"
"No","2013","middle vocational","Female","4653","0.904823843108341","0.896788773733262","0.91285891248342","2"
"Yes","2013","higher vocational","Male","17","","","","1"
"Yes","2013","higher vocational","Female","80","0.151847075805058","0.120608990274319","0.183085161335797","1"
"Yes","2013","in school","Male","6","","","","1"
"Yes","2013","in school","Female","9","","","","1"
"Yes","2013","inadequately","Male","8","","","","1"
"Yes","2013","inadequately","Female","14","","","","1"
"Yes","2013","general elemantary","Male","13","","","","1"
"Yes","2013","general elemantary","Female","109","0.0737981007048747","0.059481202002517","0.0881149994072323","1"
"Yes","2013","middle vocational","Male","127","0.0302808795552645","0.0251798156721291","0.0353819434383999","1"
"Yes","2013","middle vocational","Female","471","0.0951761568916589","0.0871410875165799","0.103211226266738","1"
"Yes","2013","vocational + Abi","Male","15","","","","1"
"Yes","2013","vocational + Abi","Female","74","0.11918075048477","0.0948819857738359","0.143479515195705","1"
"Yes","2013","higher education","Male","52","0.0253736181136779","0.0190277009070317","0.0317195353203241","1"
"Yes","2013","higher education","Female","206","0.0996462838896383","0.086893066961351","0.112399500817926","1"
"No","2014","in school","Male","","","","","2"
"No","2014","in school","Female","","","","","2"
"No","2014","general elemantary","Male","","","","","2"
"No","2014","general elemantary","Female","","","","","2"
"No","2014","inadequately","Male","","","","","2"
"No","2014","inadequately","Female","","","","","2"
"No","2014","middle vocational","Male","","","","","2"
"No","2014","middle vocational","Female","","","","","2"
"No","2014","vocational + Abi","Male","","","","","2"
"No","2014","vocational + Abi","Female","","","","","2"
"No","2014","higher vocational","Male","","","","","2"
"No","2014","higher vocational","Female","","","","","2"
"No","2014","higher education","Male","","","","","2"
"No","2014","higher education","Female","","","","","2"
"Yes","2014","in school","Male","","","","","1"
"Yes","2014","in school","Female","","","","","1"
"Yes","2014","inadequately","Male","","","","","1"
"Yes","2014","inadequately","Female","","","","","1"
"Yes","2014","general elemantary","Male","","","","","1"
"Yes","2014","general elemantary","Female","","","","","1"
"Yes","2014","middle vocational","Male","","","","","1"
"Yes","2014","middle vocational","Female","","","","","1"
"Yes","2014","higher vocational","Male","","","","","1"
"Yes","2014","higher vocational","Female","","","","","1"
"Yes","2014","vocational + Abi","Male","","","","","1"
"Yes","2014","vocational + Abi","Female","","","","","1"
"Yes","2014","higher education","Male","","","","","1"
"Yes","2014","higher education","Female","","","","","1"
"No","2015","in school","Male","150","0.993777028633802","0.981396886803005","1.0061571704646","2"
"No","2015","in school","Female","182","0.960322139398163","0.93306391438715","0.987580364409175","2"
"No","2015","general elemantary","Male","989","0.964823716167304","0.953529096616282","0.976118335718326","2"
"No","2015","general elemantary","Female","1522","0.923939939678059","0.911210455789047","0.936669423567071","2"
"No","2015","middle vocational","Male","5091","0.968365843949164","0.963626461570656","0.973105226327672","2"
"No","2015","middle vocational","Female","5829","0.904817369822376","0.897667664344134","0.911967075300617","2"
"No","2015","vocational + Abi","Male","694","0.958799718271197","0.944251742973942","0.973347693568452","2"
"No","2015","vocational + Abi","Female","1098","0.888759110174999","0.871286324062796","0.906231896287203","2"
"No","2015","higher vocational","Male","927","0.978559386002755","0.969329109194731","0.98778966281078","2"
"No","2015","higher vocational","Female","508","0.879250318979175","0.852868875999325","0.905631761959025","2"
"No","2015","higher education","Male","2878","0.96916814289051","0.96294186794545","0.97539441783557","2"
"No","2015","higher education","Female","2635","0.895166744930465","0.884078377374911","0.906255112486019","2"
"No","2015","inadequately","Male","156","0.966514731802673","0.938897164649187","0.994132298956159","2"
"No","2015","inadequately","Female","211","0.829247200726253","0.782508746966206","0.875985654486301","2"
"Yes","2015","middle vocational","Male","148","0.0316341560508357","0.0268947736723278","0.0363735384293436","1"
"Yes","2015","middle vocational","Female","643","0.0951826301776242","0.0880329246993825","0.102332335655866","1"
"Yes","2015","higher vocational","Male","19","","","","1"
"Yes","2015","higher vocational","Female","78","0.120749681020825","0.0943682380409752","0.147131124000675","1"
"Yes","2015","in school","Male","5","","","","1"
"Yes","2015","in school","Female","15","","","","1"
"Yes","2015","inadequately","Male","7","","","","1"
"Yes","2015","inadequately","Female","38","0.170752799273747","0.124014345513699","0.217491253033794","1"
"Yes","2015","general elemantary","Male","33","0.0351762838326961","0.023881664281674","0.0464709033837182","1"
"Yes","2015","general elemantary","Female","144","0.0760600603219408","0.0633305764329287","0.088789544210953","1"
"Yes","2015","vocational + Abi","Male","23","","","","1"
"Yes","2015","vocational + Abi","Female","146","0.111240889825001","0.0937681037127975","0.128713675937204","1"
"Yes","2015","higher education","Male","83","0.0308318571094899","0.02460558216443","0.0370581320545497","1"
"Yes","2015","higher education","Female","297","0.104833255069535","0.0937448875139812","0.115921622625089","1"
"No","2016","in school","Male","","","","","2"
"No","2016","in school","Female","","","","","2"
"No","2016","general elemantary","Male","","","","","2"
"No","2016","general elemantary","Female","","","","","2"
"No","2016","middle vocational","Male","","","","","2"
"No","2016","middle vocational","Female","","","","","2"
"No","2016","vocational + Abi","Male","","","","","2"
"No","2016","vocational + Abi","Female","","","","","2"
"No","2016","higher vocational","Male","","","","","2"
"No","2016","higher vocational","Female","","","","","2"
"No","2016","higher education","Male","","","","","2"
"No","2016","higher education","Female","","","","","2"
"No","2016","inadequately","Male","","","","","2"
"No","2016","inadequately","Female","","","","","2"
"Yes","2016","middle vocational","Male","","","","","1"
"Yes","2016","middle vocational","Female","","","","","1"
"Yes","2016","higher vocational","Male","","","","","1"
"Yes","2016","higher vocational","Female","","","","","1"
"Yes","2016","in school","Male","","","","","1"
"Yes","2016","in school","Female","","","","","1"
"Yes","2016","inadequately","Male","","","","","1"
"Yes","2016","inadequately","Female","","","","","1"
"Yes","2016","general elemantary","Male","","","","","1"
"Yes","2016","general elemantary","Female","","","","","1"
"Yes","2016","vocational + Abi","Male","","","","","1"
"Yes","2016","vocational + Abi","Female","","","","","1"
"Yes","2016","higher education","Male","","","","","1"
"Yes","2016","higher education","Female","","","","","1"
"No","2017","in school","Male","179","0.915869617662362","0.876707813258151","0.955031422066573","2"
"No","2017","in school","Female","200","0.912841848241806","0.875484347778636","0.950199348704977","2"
"No","2017","inadequately","Male","178","0.934506128869145","0.899421021100381","0.969591236637908","2"
"No","2017","inadequately","Female","226","0.844242149320445","0.800664303205851","0.88781999543504","2"
"No","2017","general elemantary","Male","1024","0.960679800442757","0.948990648096567","0.972368952788948","2"
"No","2017","general elemantary","Female","1538","0.915361688978866","0.902145898163633","0.928577479794099","2"
"No","2017","middle vocational","Male","5341","0.966730662067497","0.961995366221358","0.971465957913636","2"
"No","2017","middle vocational","Female","5966","0.896169998494507","0.888825769052579","0.903514227936435","2"
"No","2017","vocational + Abi","Male","804","0.968356030929745","0.9564183195716","0.98029374228789","2"
"No","2017","vocational + Abi","Female","1229","0.890225245938436","0.873850096850586","0.906600395026286","2"
"No","2017","higher vocational","Male","922","0.964395364989946","0.952605853472231","0.976184876507661","2"
"No","2017","higher vocational","Female","513","0.866601779796212","0.83932797477627","0.893875584816154","2"
"No","2017","higher education","Male","3175","0.968090959994854","0.962073339129705","0.974108580860003","2"
"No","2017","higher education","Female","2942","0.906512251730206","0.89654503138882","0.916479472071593","2"
"Yes","2017","in school","Male","14","","","","1"
"Yes","2017","in school","Female","19","","","","1"
"Yes","2017","inadequately","Male","13","","","","1"
"Yes","2017","inadequately","Female","40","0.155757850679555","0.11218000456496","0.199335696794149","1"
"Yes","2017","middle vocational","Male","169","0.033269337932503","0.0285340420863642","0.0380046337786418","1"
"Yes","2017","middle vocational","Female","661","0.103830001505493","0.0964857720635647","0.111174230947421","1"
"Yes","2017","higher vocational","Male","27","","","","1"
"Yes","2017","higher vocational","Female","84","0.133398220203788","0.106124415183846","0.160672025223729","1"
"Yes","2017","general elemantary","Male","38","0.0393201995572428","0.0276310472110525","0.051009351903433","1"
"Yes","2017","vocational + Abi","Male","22","","","","1"
"Yes","2017","higher education","Male","102","0.0319090400051457","0.0258914191399966","0.0379266608702948","1"
"Yes","2017","general elemantary","Female","166","0.0846383110211341","0.071422520205901","0.0978541018363671","1"
"Yes","2017","vocational + Abi","Female","171","0.109774754061564","0.0933996049737137","0.126149903149414","1"
"Yes","2017","higher education","Female","335","0.0934877482697939","0.0835205279284075","0.10345496861118","1"
"No","2018","in school","Male","","","","","2"
"No","2018","in school","Female","","","","","2"
"No","2018","inadequately","Male","","","","","2"
"No","2018","inadequately","Female","","","","","2"
"No","2018","general elemantary","Male","","","","","2"
"No","2018","general elemantary","Female","","","","","2"
"No","2018","middle vocational","Male","","","","","2"
"No","2018","middle vocational","Female","","","","","2"
"No","2018","vocational + Abi","Male","","","","","2"
"No","2018","vocational + Abi","Female","","","","","2"
"No","2018","higher vocational","Male","","","","","2"
"No","2018","higher vocational","Female","","","","","2"
"No","2018","higher education","Male","","","","","2"
"No","2018","higher education","Female","","","","","2"
"Yes","2018","inadequately","Male","","","","","1"
"Yes","2018","inadequately","Female","","","","","1"
"Yes","2018","middle vocational","Male","","","","","1"
"Yes","2018","middle vocational","Female","","","","","1"
"Yes","2018","higher vocational","Male","","","","","1"
"Yes","2018","higher vocational","Female","","","","","1"
"Yes","2018","in school","Male","","","","","1"
"Yes","2018","in school","Female","","","","","1"
"Yes","2018","general elemantary","Male","","","","","1"
"Yes","2018","general elemantary","Female","","","","","1"
"Yes","2018","vocational + Abi","Male","","","","","1"
"Yes","2018","vocational + Abi","Female","","","","","1"
"Yes","2018","higher education","Male","","","","","1"
"Yes","2018","higher education","Female","","","","","1"
"No","2019","in school","Male","156","0.899781049402157","0.854372586962552","0.945189511841763","2"
"No","2019","in school","Female","149","0.944222366145661","0.908991649771906","0.979453082519416","2"
"No","2019","inadequately","Male","167","0.941537126684303","0.906676734407118","0.976397518961487","2"
"No","2019","inadequately","Female","188","0.881245276417334","0.838203313229703","0.924287239604965","2"
"No","2019","general elemantary","Male","960","0.957925573063449","0.945438850706656","0.970412295420241","2"
"No","2019","general elemantary","Female","1280","0.914820479024813","0.900342113956877","0.929298844092748","2"
"No","2019","middle vocational","Male","4895","0.964942850394713","0.959879639202104","0.970006061587322","2"
"No","2019","middle vocational","Female","5414","0.893862417439666","0.886109337861811","0.90161549701752","2"
"No","2019","vocational + Abi","Male","805","0.967254647444456","0.955161713635723","0.979347581253189","2"
"No","2019","vocational + Abi","Female","1184","0.898927970150549","0.882795099830437","0.915060840470661","2"
"No","2019","higher vocational","Male","1052","0.970695877394731","0.960651111565133","0.980740643224329","2"
"No","2019","higher vocational","Female","497","0.842955948465044","0.813572441451418","0.872339455478669","2"
"No","2019","higher education","Male","3536","0.959328617292622","0.952937123024398","0.965720111560846","2"
"No","2019","higher education","Female","2984","0.897507996397289","0.887239070213836","0.907776922580742","2"
"Yes","2019","inadequately","Male","7","","","","1"
"Yes","2019","inadequately","Female","29","","","","1"
"Yes","2019","middle vocational","Male","174","0.0350571496052868","0.0299939384126777","0.040120360797896","1"
"Yes","2019","middle vocational","Female","649","0.106137582560334","0.0983845029824798","0.113890662138189","1"
"Yes","2019","higher vocational","Male","31","0.0293041226052688","0.0192593567756709","0.0393488884348667","1"
"Yes","2019","higher vocational","Female","92","0.157044051534956","0.127660544521331","0.186427558548582","1"
"Yes","2019","in school","Male","12","","","","1"
"Yes","2019","general elemantary","Male","33","0.0420744269365513","0.0295877045797592","0.0545611492933434","1"
"Yes","2019","vocational + Abi","Male","27","","","","1"
"Yes","2019","higher education","Male","133","0.040671382707378","0.034279888439154","0.047062876975602","1"
"Yes","2019","higher education","Female","367","0.102492003602711","0.0922230774192575","0.112760929786164","1"
"Yes","2019","in school","Female","14","","","","1"
"Yes","2019","general elemantary","Female","148","0.0851795209751875","0.070701155907252","0.0996578860431229","1"
"Yes","2019","vocational + Abi","Female","157","0.101072029849451","0.0849391595293394","0.117204900169563","1"
