"ple0017","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2015","Single parent ","2086","0.912282887177501","0.900796669062218","0.923769105292785","2"
"No","2015","Couple + C. LE 16 ","5622","0.925182699999374","0.918571683277531","0.931793716721216","2"
"No","2015","Couple + C. GT 16 ","2728","0.945433835210497","0.937172940811177","0.953694729609817","2"
"No","2015","Couple + C. LE and GT 16","2010","0.939761799723712","0.929723335891394","0.94980026355603","2"
"Yes","2015","1-pers.-HH","223","0.0587189421587728","0.050954644325659","0.0664832399918866","1"
"Yes","2015","(Married) couple without C. ","412","0.0661715698121742","0.0605464882257682","0.0717966513985803","1"
"Yes","2015","Single parent ","244","0.0877171128224987","0.0762308947072155","0.0992033309377818","1"
"Yes","2015","Couple + C. LE 16 ","462","0.0748173000006264","0.0682062832787841","0.0814283167224687","1"
"Yes","2015","Couple + C. GT 16 ","176","0.0545661647895029","0.0463052703901825","0.0628270591888233","1"
"Yes","2015","Couple + C. LE and GT 16","148","0.0602382002762877","0.0501997364439696","0.0702766641086058","1"
"No","2016","1-pers.-HH","","","","","2"
"No","2016","(Married) couple without C. ","","","","","2"
"No","2016","Single parent ","","","","","2"
"No","2016","Couple + C. LE 16 ","","","","","2"
"No","2016","Couple + C. GT 16 ","","","","","2"
"No","2016","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","Single parent ","","","","","1"
"Yes","2016","Couple + C. LE 16 ","","","","","1"
"Yes","2016","1-pers.-HH","","","","","1"
"Yes","2016","(Married) couple without C. ","","","","","1"
"Yes","2016","Couple + C. GT 16 ","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","","","","","1"
"No","2017","1-pers.-HH","3680","0.929389313865817","0.921402497922679","0.937376129808955","2"
"No","2017","(Married) couple without C. ","7774","0.936129135555845","0.930855259367918","0.941403011743772","2"
"No","2017","Single parent ","2003","0.890632893193511","0.87771982656878","0.903545959818242","2"
"No","2017","Couple + C. LE 16 ","5504","0.933933423678046","0.927625547627685","0.940241299728408","2"
"No","2017","Couple + C. GT 16 ","3049","0.928073850946013","0.919218436589917","0.936929265302109","2"
"No","2017","Couple + C. LE and GT 16","2061","0.926875446545202","0.916111070598604","0.937639822491801","2"
"Yes","2017","Single parent ","241","0.109367106806489","0.096454040181758","0.12228017343122","1"
"Yes","2017","Couple + C. LE 16 ","453","0.0660665763219536","0.059758700271592","0.0723744523723152","1"
"Yes","2017","Couple + C. GT 16 ","221","0.0719261490539871","0.0630707346978914","0.0807815634100828","1"
"Yes","2017","1-pers.-HH","272","0.0706106861341827","0.0626238701910445","0.0785975020773209","1"
"Yes","2017","(Married) couple without C. ","484","0.0638708644441548","0.0585969882562278","0.0691447406320818","1"
"Yes","2017","Couple + C. LE and GT 16","186","0.0731245534547977","0.062360177508199","0.0838889294013963","1"
"No","2018","1-pers.-HH","","","","","2"
"No","2018","(Married) couple without C. ","","","","","2"
"No","2018","Single parent ","","","","","2"
"No","2018","Couple + C. LE 16 ","","","","","2"
"No","2018","Couple + C. GT 16 ","","","","","2"
"No","2018","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","Single parent ","","","","","1"
"Yes","2018","Couple + C. LE 16 ","","","","","1"
"Yes","2018","Couple + C. GT 16 ","","","","","1"
"Yes","2018","1-pers.-HH","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","(Married) couple without C. ","","","","","1"
"No","2019","1-pers.-HH","3946","0.932882499712319","0.925369321617524","0.940395677807113","2"
"No","2019","(Married) couple without C. ","8030","0.937087752830161","0.93194232847242","0.942233177187903","2"
"No","2019","Single parent ","1852","0.892431234315708","0.87908071008841","0.905781758543005","2"
"No","2019","Couple + C. LE 16 ","4801","0.927436867472117","0.920388644470027","0.934485090474206","2"
"No","2019","Couple + C. GT 16 ","2759","0.917985142487154","0.908130296583203","0.927839988391105","2"
"No","2019","Couple + C. LE and GT 16","2004","0.913280444255161","0.901491204183689","0.925069684326633","2"
"Yes","2019","Single parent ","217","0.107568765684292","0.094218241456995","0.120919289911589","1"
"Yes","2019","Couple + C. LE 16 ","403","0.0725631325278833","0.0655149095257937","0.0796113555299729","1"
"Yes","2019","1-pers.-HH","315","0.0671175002876815","0.0596043221928872","0.0746306783824759","1"
"Yes","2019","Couple + C. GT 16 ","219","0.0820148575128461","0.0721600116088952","0.091869703416797","1"
"Yes","2019","Couple + C. LE and GT 16","185","0.0867195557448391","0.0749303156733671","0.0985087958163112","1"
"Yes","2019","(Married) couple without C. ","524","0.0629122471698389","0.0577668228120976","0.0680576715275802","1"
