"ple0017","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Not Employed","in school","","","","","1"
"Yes","2010","Not Employed","inadequately","","","","","1"
"Yes","2010","Not Employed","general elemantary","","","","","1"
"Yes","2010","Not Employed","middle vocational","","","","","1"
"Yes","2010","Not Employed","vocational + Abi","","","","","1"
"Yes","2010","Not Employed","higher vocational","","","","","1"
"Yes","2010","Not Employed","higher education","","","","","1"
"Yes","2010","Employed","in school","","","","","1"
"Yes","2010","Employed","inadequately","","","","","1"
"Yes","2010","Employed","general elemantary","","","","","1"
"Yes","2010","Employed","middle vocational","","","","","1"
"Yes","2010","Employed","vocational + Abi","","","","","1"
"Yes","2010","Employed","higher vocational","","","","","1"
"Yes","2010","Employed","higher education","","","","","1"
"No","2011","Not Employed","in school","244","0.990226767363639","0.978007789819414","1.00244574490786","2"
"No","2011","Not Employed","vocational + Abi","255","0.953003365586044","0.927944961650419","0.978061769521669","2"
"No","2011","Employed","inadequately","91","0.986359489955087","0.962910881072284","1.00980809883789","2"
"No","2011","Not Employed","inadequately","128","0.884788325987533","0.831711049973009","0.937865602002056","2"
"No","2011","Not Employed","higher vocational","452","0.939221235770345","0.917734958750803","0.960707512789888","2"
"No","2011","Employed","general elemantary","849","0.940054269767189","0.924639235546368","0.95546930398801","2"
"No","2011","Not Employed","general elemantary","1201","0.951461713001061","0.939675059311675","0.963248366690446","2"
"No","2011","Not Employed","middle vocational","4074","0.950154529395356","0.943621713842617","0.956687344948094","2"
"No","2011","Not Employed","higher education","1283","0.963566740822412","0.953527290235362","0.973606191409462","2"
"No","2011","Employed","in school","58","0.943331456129705","0.886686494234153","0.999976418025258","2"
"No","2011","Employed","middle vocational","5910","0.942003314990996","0.936224706772108","0.947781923209884","2"
"No","2011","Employed","vocational + Abi","865","0.935032362600401","0.919234288604367","0.950830436596434","2"
"No","2011","Employed","higher vocational","917","0.937760551102287","0.922627183067","0.952893919137575","2"
"No","2011","Employed","higher education","3070","0.942271624191991","0.934267960373493","0.950275288010489","2"
"Yes","2011","Not Employed","in school","5","","","","1"
"Yes","2011","Not Employed","inadequately","11","","","","1"
"Yes","2011","Not Employed","general elemantary","76","0.0485382869989395","0.0367516333095535","0.0603249406883254","1"
"Yes","2011","Not Employed","middle vocational","189","0.0498454706046441","0.0433126550519057","0.0563782861573826","1"
"Yes","2011","Not Employed","vocational + Abi","19","","","","1"
"Yes","2011","Not Employed","higher vocational","23","","","","1"
"Yes","2011","Not Employed","higher education","55","0.0364332591775881","0.0263938085905377","0.0464727097646384","1"
"Yes","2011","Employed","in school","6","","","","1"
"Yes","2011","Employed","inadequately","3","","","","1"
"Yes","2011","Employed","general elemantary","62","0.0599457302328108","0.0445306960119899","0.0753607644536318","1"
"Yes","2011","Employed","middle vocational","375","0.0579966850090039","0.0522180767901162","0.0637752932278916","1"
"Yes","2011","Employed","vocational + Abi","70","0.0649676373995995","0.0491695634035656","0.0807657113956333","1"
"Yes","2011","Employed","higher vocational","62","0.0622394488977128","0.0471060808624251","0.0773728169330005","1"
"Yes","2011","Employed","higher education","192","0.0577283758080089","0.049724711989511","0.0657320396265068","1"
"No","2012","Not Employed","in school","","","","","2"
"No","2012","Not Employed","inadequately","","","","","2"
"No","2012","Not Employed","vocational + Abi","","","","","2"
"No","2012","Not Employed","higher vocational","","","","","2"
"No","2012","Employed","inadequately","","","","","2"
"No","2012","Employed","general elemantary","","","","","2"
"No","2012","Employed","middle vocational","","","","","2"
"No","2012","Employed","vocational + Abi","","","","","2"
"No","2012","Employed","higher vocational","","","","","2"
"No","2012","Employed","higher education","","","","","2"
"No","2012","Not Employed","general elemantary","","","","","2"
"No","2012","Not Employed","middle vocational","","","","","2"
"No","2012","Not Employed","higher education","","","","","2"
"No","2012","Employed","in school","","","","","2"
"Yes","2012","Employed","middle vocational","","","","","1"
"Yes","2012","Employed","vocational + Abi","","","","","1"
"Yes","2012","Not Employed","in school","","","","","1"
"Yes","2012","Not Employed","inadequately","","","","","1"
"Yes","2012","Not Employed","general elemantary","","","","","1"
"Yes","2012","Not Employed","middle vocational","","","","","1"
"Yes","2012","Not Employed","vocational + Abi","","","","","1"
"Yes","2012","Not Employed","higher vocational","","","","","1"
"Yes","2012","Not Employed","higher education","","","","","1"
"Yes","2012","Employed","in school","","","","","1"
"Yes","2012","Employed","inadequately","","","","","1"
"Yes","2012","Employed","general elemantary","","","","","1"
"Yes","2012","Employed","higher vocational","","","","","1"
"Yes","2012","Employed","higher education","","","","","1"
"No","2013","Not Employed","in school","183","0.909323029420625","0.868916195528199","0.949729863313051","2"
"No","2013","Not Employed","inadequately","103","0.864370250009594","0.801791547135608","0.926948952883579","2"
"No","2013","Not Employed","vocational + Abi","219","0.951701858863594","0.924290546615255","0.979113171111933","2"
"No","2013","Not Employed","higher vocational","426","0.962325006552799","0.944693210146888","0.97995680295871","2"
"No","2013","Employed","inadequately","70","0.922489888627064","0.863894547726904","0.981085229527224","2"
"No","2013","Employed","general elemantary","733","0.930795663381308","0.913131001544685","0.948460325217932","2"
"No","2013","Employed","middle vocational","5217","0.934009086094884","0.927505554327359","0.940512617862408","2"
"No","2013","Employed","vocational + Abi","795","0.911449911840988","0.892550463354274","0.930349360327703","2"
"No","2013","Employed","higher vocational","810","0.915609056764923","0.897295216744811","0.933922896785035","2"
"No","2013","Employed","higher education","2944","0.936992523259433","0.928491215706193","0.945493830812674","2"
"No","2013","Not Employed","general elemantary","1011","0.955182596679603","0.942802763979252","0.967562429379954","2"
"No","2013","Not Employed","middle vocational","3644","0.938507441146562","0.930929899479618","0.946084982813507","2"
"No","2013","Not Employed","higher education","1276","0.951411474497923","0.939899581499258","0.962923367496587","2"
"No","2013","Employed","in school","62","0.971809025555603","0.931876973251716","1.01174107785949","2"
"Yes","2013","Employed","middle vocational","381","0.0659909139051161","0.0594873821375916","0.0724944456726407","1"
"Yes","2013","Employed","vocational + Abi","73","0.0885500881590118","0.0696506396722974","0.107449536645726","1"
"Yes","2013","Not Employed","in school","11","","","","1"
"Yes","2013","Not Employed","inadequately","12","","","","1"
"Yes","2013","Not Employed","general elemantary","62","0.0448174033203971","0.0324375706200461","0.057197236020748","1"
"Yes","2013","Not Employed","middle vocational","217","0.0614925588534376","0.0539150171864926","0.0690701005203825","1"
"Yes","2013","Not Employed","vocational + Abi","16","","","","1"
"Yes","2013","Not Employed","higher vocational","22","","","","1"
"Yes","2013","Not Employed","higher education","64","0.0485885255020771","0.0370766325034125","0.0601004185007417","1"
"Yes","2013","Employed","in school","4","","","","1"
"Yes","2013","Employed","inadequately","10","","","","1"
"Yes","2013","Employed","general elemantary","60","0.0692043366186915","0.051539674782068","0.0868689984553151","1"
"Yes","2013","Employed","higher vocational","75","0.0843909432350766","0.0660771032149647","0.102704783255189","1"
"Yes","2013","Employed","higher education","194","0.0630074767405665","0.0545061691873262","0.0715087842938069","1"
"No","2014","Not Employed","in school","","","","","2"
"No","2014","Not Employed","inadequately","","","","","2"
"No","2014","Not Employed","vocational + Abi","","","","","2"
"No","2014","Not Employed","higher vocational","","","","","2"
"No","2014","Not Employed","general elemantary","","","","","2"
"No","2014","Not Employed","middle vocational","","","","","2"
"No","2014","Not Employed","higher education","","","","","2"
"No","2014","Employed","in school","","","","","2"
"No","2014","Employed","inadequately","","","","","2"
"No","2014","Employed","general elemantary","","","","","2"
"No","2014","Employed","middle vocational","","","","","2"
"No","2014","Employed","vocational + Abi","","","","","2"
"No","2014","Employed","higher vocational","","","","","2"
"No","2014","Employed","higher education","","","","","2"
"Yes","2014","Not Employed","in school","","","","","1"
"Yes","2014","Not Employed","inadequately","","","","","1"
"Yes","2014","Not Employed","general elemantary","","","","","1"
"Yes","2014","Not Employed","middle vocational","","","","","1"
"Yes","2014","Not Employed","vocational + Abi","","","","","1"
"Yes","2014","Not Employed","higher vocational","","","","","1"
"Yes","2014","Not Employed","higher education","","","","","1"
"Yes","2014","Employed","in school","","","","","1"
"Yes","2014","Employed","middle vocational","","","","","1"
"Yes","2014","Employed","vocational + Abi","","","","","1"
"Yes","2014","Employed","inadequately","","","","","1"
"Yes","2014","Employed","general elemantary","","","","","1"
"Yes","2014","Employed","higher vocational","","","","","1"
"Yes","2014","Employed","higher education","","","","","1"
"No","2015","Not Employed","in school","259","0.975087677331034","0.956733405868979","0.993441948793089","2"
"No","2015","Not Employed","inadequately","209","0.856589181941276","0.812060805376762","0.901117558505791","2"
"No","2015","Not Employed","vocational + Abi","309","0.90749834824947","0.876969690711452","0.938027005787488","2"
"No","2015","Not Employed","higher vocational","418","0.979707037334815","0.966441523763229","0.992972550906401","2"
"No","2015","Not Employed","higher education","1409","0.957302881706282","0.947009739931504","0.967596023481059","2"
"No","2015","Employed","in school","73","0.984098597592627","0.955787645174558","1.0124095500107","2"
"No","2015","Employed","inadequately","158","0.919655619550778","0.879266551296206","0.96004468780535","2"
"No","2015","Employed","general elemantary","1271","0.934231714940676","0.921091592992636","0.947371836888716","2"
"No","2015","Employed","middle vocational","7040","0.932023101568616","0.926351083103476","0.937695120033757","2"
"No","2015","Employed","vocational + Abi","1483","0.922531875056465","0.909493783086443","0.935569967026487","2"
"No","2015","Employed","higher vocational","1017","0.927257882732173","0.911896151699566","0.942619613764781","2"
"No","2015","Employed","higher education","4104","0.926520262744579","0.918820261057679","0.93422026443148","2"
"No","2015","Not Employed","general elemantary","1240","0.944417473342102","0.932062328772362","0.956772617911842","2"
"No","2015","Not Employed","middle vocational","3880","0.939469898763935","0.932211169856465","0.946728627671404","2"
"Yes","2015","Not Employed","higher education","73","0.0426971182937183","0.0324039765189408","0.0529902600684959","1"
"Yes","2015","Employed","in school","2","","","","1"
"Yes","2015","Employed","middle vocational","525","0.0679768984313835","0.0623048799662429","0.0736489168965241","1"
"Yes","2015","Employed","vocational + Abi","132","0.0774681249435349","0.0644300329735127","0.0905062169135571","1"
"Yes","2015","Not Employed","in school","18","","","","1"
"Yes","2015","Not Employed","inadequately","29","","","","1"
"Yes","2015","Not Employed","general elemantary","81","0.0555825266578978","0.0432273820881579","0.0679376712276376","1"
"Yes","2015","Not Employed","middle vocational","266","0.0605301012360655","0.0532713723285959","0.067788830143535","1"
"Yes","2015","Not Employed","vocational + Abi","37","0.0925016517505299","0.0619729942125123","0.123030309288547","1"
"Yes","2015","Not Employed","higher vocational","16","","","","1"
"Yes","2015","Employed","inadequately","16","","","","1"
"Yes","2015","Employed","general elemantary","96","0.0657682850593239","0.052628163111284","0.0789084070073637","1"
"Yes","2015","Employed","higher vocational","81","0.0727421172678265","0.0573803862352191","0.088103848300434","1"
"Yes","2015","Employed","higher education","307","0.0734797372554206","0.0657797355685203","0.081179738942321","1"
"No","2016","Not Employed","in school","","","","","2"
"No","2016","Not Employed","inadequately","","","","","2"
"No","2016","Not Employed","vocational + Abi","","","","","2"
"No","2016","Not Employed","higher vocational","","","","","2"
"No","2016","Not Employed","higher education","","","","","2"
"No","2016","Employed","in school","","","","","2"
"No","2016","Employed","inadequately","","","","","2"
"No","2016","Employed","general elemantary","","","","","2"
"No","2016","Employed","middle vocational","","","","","2"
"No","2016","Employed","vocational + Abi","","","","","2"
"No","2016","Employed","higher vocational","","","","","2"
"No","2016","Employed","higher education","","","","","2"
"No","2016","Not Employed","general elemantary","","","","","2"
"No","2016","Not Employed","middle vocational","","","","","2"
"Yes","2016","Not Employed","higher education","","","","","1"
"Yes","2016","Employed","in school","","","","","1"
"Yes","2016","Employed","middle vocational","","","","","1"
"Yes","2016","Employed","vocational + Abi","","","","","1"
"Yes","2016","Not Employed","in school","","","","","1"
"Yes","2016","Not Employed","inadequately","","","","","1"
"Yes","2016","Not Employed","general elemantary","","","","","1"
"Yes","2016","Not Employed","middle vocational","","","","","1"
"Yes","2016","Not Employed","vocational + Abi","","","","","1"
"Yes","2016","Not Employed","higher vocational","","","","","1"
"Yes","2016","Employed","inadequately","","","","","1"
"Yes","2016","Employed","general elemantary","","","","","1"
"Yes","2016","Employed","higher vocational","","","","","1"
"Yes","2016","Employed","higher education","","","","","1"
"No","2017","Not Employed","in school","306","0.916063959158984","0.88610082211508","0.946027096202888","2"
"No","2017","Not Employed","inadequately","216","0.851789043871917","0.807478631303395","0.89609945644044","2"
"No","2017","Not Employed","general elemantary","1225","0.936432525574852","0.923210440645205","0.9496546105045","2"
"No","2017","Not Employed","middle vocational","3824","0.936439797143846","0.92894919288977","0.943930401397921","2"
"No","2017","Not Employed","vocational + Abi","352","0.91857424888466","0.8915008315839","0.94564766618542","2"
"No","2017","Not Employed","higher vocational","401","0.956666464076126","0.937286297671155","0.976046630481098","2"
"No","2017","Not Employed","higher education","1498","0.95050102687741","0.939825952996025","0.961176100758796","2"
"No","2017","Employed","in school","73","0.905688868700557","0.842813573498618","0.968564163902496","2"
"No","2017","Employed","inadequately","188","0.923233631331087","0.88722722728836","0.959240035373814","2"
"No","2017","Employed","general elemantary","1337","0.928936473579213","0.915748267825153","0.942124679333272","2"
"No","2017","Employed","middle vocational","7483","0.926376749430199","0.92067605173205","0.932077447128348","2"
"No","2017","Employed","vocational + Abi","1681","0.926164700099396","0.914196618017835","0.938132782180956","2"
"No","2017","Employed","higher vocational","1034","0.918655951878367","0.9026607030748","0.934651200681934","2"
"No","2017","Employed","higher education","4619","0.935067768240513","0.928215899952121","0.941919636528905","2"
"Yes","2017","Not Employed","in school","23","","","","1"
"Yes","2017","Not Employed","inadequately","31","0.148210956128082","0.10390054355956","0.192521368696605","1"
"Yes","2017","Not Employed","general elemantary","83","0.0635674744251478","0.0503453894955004","0.0767895593547951","1"
"Yes","2017","Not Employed","middle vocational","251","0.0635602028561543","0.0560695986020788","0.0710508071102297","1"
"Yes","2017","Not Employed","higher education","88","0.0494989731225897","0.0388238992412042","0.0601740470039751","1"
"Yes","2017","Employed","in school","10","","","","1"
"Yes","2017","Employed","middle vocational","579","0.073623250569801","0.0679225528716521","0.0793239482679498","1"
"Yes","2017","Employed","vocational + Abi","153","0.0738352999006045","0.0618672178190442","0.0858033819821647","1"
"Yes","2017","Not Employed","vocational + Abi","40","0.0814257511153399","0.0543523338145799","0.1084991684161","1"
"Yes","2017","Employed","inadequately","22","","","","1"
"Yes","2017","Employed","higher vocational","88","0.0813440481216333","0.0653487993180665","0.0973392969252001","1"
"Yes","2017","Not Employed","higher vocational","23","","","","1"
"Yes","2017","Employed","general elemantary","121","0.0710635264207873","0.0578753206667275","0.0842517321748471","1"
"Yes","2017","Employed","higher education","349","0.064932231759487","0.0580803634710947","0.0717841000478794","1"
"No","2018","Not Employed","in school","","","","","2"
"No","2018","Not Employed","inadequately","","","","","2"
"No","2018","Not Employed","general elemantary","","","","","2"
"No","2018","Not Employed","middle vocational","","","","","2"
"No","2018","Not Employed","vocational + Abi","","","","","2"
"No","2018","Not Employed","higher vocational","","","","","2"
"No","2018","Not Employed","higher education","","","","","2"
"No","2018","Employed","in school","","","","","2"
"No","2018","Employed","inadequately","","","","","2"
"No","2018","Employed","general elemantary","","","","","2"
"No","2018","Employed","middle vocational","","","","","2"
"No","2018","Employed","vocational + Abi","","","","","2"
"No","2018","Employed","higher vocational","","","","","2"
"No","2018","Employed","higher education","","","","","2"
"Yes","2018","Not Employed","general elemantary","","","","","1"
"Yes","2018","Not Employed","middle vocational","","","","","1"
"Yes","2018","Not Employed","higher education","","","","","1"
"Yes","2018","Employed","in school","","","","","1"
"Yes","2018","Employed","middle vocational","","","","","1"
"Yes","2018","Employed","vocational + Abi","","","","","1"
"Yes","2018","Not Employed","in school","","","","","1"
"Yes","2018","Not Employed","inadequately","","","","","1"
"Yes","2018","Not Employed","vocational + Abi","","","","","1"
"Yes","2018","Not Employed","higher vocational","","","","","1"
"Yes","2018","Employed","inadequately","","","","","1"
"Yes","2018","Employed","general elemantary","","","","","1"
"Yes","2018","Employed","higher vocational","","","","","1"
"Yes","2018","Employed","higher education","","","","","1"
"No","2019","Not Employed","in school","242","0.92359888984793","0.891494697224635","0.955703082471224","2"
"No","2019","Not Employed","inadequately","180","0.875010035385101","0.829404611591499","0.920615459178702","2"
"No","2019","Not Employed","general elemantary","1035","0.927079994207176","0.911852759858731","0.942307228555621","2"
"No","2019","Not Employed","middle vocational","3575","0.936608808404149","0.928886876847524","0.944330739960773","2"
"No","2019","Not Employed","vocational + Abi","339","0.902857241010206","0.873002249584935","0.932712232435477","2"
"No","2019","Not Employed","higher vocational","405","0.942338733070538","0.920382908389917","0.964294557751158","2"
"No","2019","Not Employed","higher education","1534","0.950115737337544","0.939533978614625","0.960697496060464","2"
"No","2019","Employed","in school","63","0.9152124348586","0.849002879299577","0.981421990417623","2"
"No","2019","Employed","inadequately","175","0.941483042138715","0.908020085547716","0.974945998729714","2"
"No","2019","Employed","general elemantary","1205","0.938227086629323","0.92515046298783","0.951303710270815","2"
"No","2019","Employed","middle vocational","6738","0.921829133001295","0.915675843078975","0.927982422923614","2"
"No","2019","Employed","vocational + Abi","1650","0.933840694524705","0.922342021329092","0.945339367720318","2"
"No","2019","Employed","higher vocational","1144","0.919777009298788","0.904651739265437","0.934902279332139","2"
"No","2019","Employed","higher education","4989","0.923375518453621","0.916279008202761","0.93047202870448","2"
"Yes","2019","Not Employed","general elemantary","85","0.0729200057928236","0.0576927714443787","0.0881472401412686","1"
"Yes","2019","Not Employed","middle vocational","250","0.0633911915958515","0.0556692600392268","0.0711131231524763","1"
"Yes","2019","Not Employed","higher education","92","0.0498842626624561","0.0393025039395366","0.0604660213853755","1"
"Yes","2019","Employed","in school","5","","","","1"
"Yes","2019","Employed","middle vocational","573","0.0781708669987053","0.0720175770763859","0.0843241569210248","1"
"Yes","2019","Employed","vocational + Abi","145","0.0661593054752953","0.0546606322796824","0.0776579786709082","1"
"Yes","2019","Not Employed","in school","21","","","","1"
"Yes","2019","Not Employed","vocational + Abi","39","0.0971427589897935","0.0672877675645225","0.126997750415065","1"
"Yes","2019","Employed","inadequately","14","","","","1"
"Yes","2019","Employed","higher vocational","95","0.0802229907012122","0.065097720667861","0.0953482607345634","1"
"Yes","2019","Employed","higher education","408","0.0766244815463794","0.06952797129552","0.0837209917972389","1"
"Yes","2019","Not Employed","inadequately","22","","","","1"
"Yes","2019","Not Employed","higher vocational","28","","","","1"
"Yes","2019","Employed","general elemantary","97","0.0617729133706774","0.0486962897291846","0.0748495370121701","1"
