"ple0017","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Couple + C. LE 16 ","higher vocational","271","0.909685891039981","0.876753358714607","0.942618423365354","2"
"No","2009","Couple + C. LE 16 ","higher education","666","0.936383835658637","0.918380356732432","0.954387314584841","2"
"No","2009","Couple + C. GT 16 ","in school","136","0.980004521836445","0.956733222754056","1.00327582091883","2"
"No","2009","Couple + C. GT 16 ","inadequately","31","1","1","1","2"
"Yes","2009","1-pers.-HH","in school","","","","","1"
"Yes","2009","1-pers.-HH","inadequately","2","","","","1"
"Yes","2009","1-pers.-HH","general elemantary","18","","","","1"
"Yes","2009","1-pers.-HH","middle vocational","56","0.0387834081437266","0.0290254761386459","0.0485413401488073","1"
"Yes","2009","1-pers.-HH","vocational + Abi","12","","","","1"
"Yes","2009","1-pers.-HH","higher vocational","17","","","","1"
"Yes","2009","1-pers.-HH","higher education","29","","","","1"
"Yes","2009","(Married) couple without C. ","in school","","","","","1"
"Yes","2009","(Married) couple without C. ","inadequately","2","","","","1"
"Yes","2009","(Married) couple without C. ","general elemantary","32","0.0735647913980452","0.0511049367210658","0.0960246460750246","1"
"Yes","2009","(Married) couple without C. ","middle vocational","176","0.0514532518993947","0.0441530317503252","0.0587534720484642","1"
"Yes","2009","(Married) couple without C. ","vocational + Abi","11","","","","1"
"Yes","2009","(Married) couple without C. ","higher vocational","19","","","","1"
"Yes","2009","(Married) couple without C. ","higher education","88","0.051096562092115","0.0407622469498965","0.0614308772343335","1"
"Yes","2009","Single parent ","in school","3","","","","1"
"Yes","2009","Single parent ","inadequately","","","","","1"
"Yes","2009","Single parent ","general elemantary","13","","","","1"
"Yes","2009","Single parent ","middle vocational","37","0.0810990167187316","0.056703068364831","0.105494965072632","1"
"Yes","2009","Single parent ","vocational + Abi","2","","","","1"
"Yes","2009","Single parent ","higher vocational","2","","","","1"
"Yes","2009","Single parent ","higher education","9","","","","1"
"Yes","2009","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2009","Couple + C. LE 16 ","inadequately","4","","","","1"
"Yes","2009","Couple + C. LE 16 ","general elemantary","11","","","","1"
"Yes","2009","Couple + C. LE 16 ","middle vocational","93","0.072882997748854","0.0590575695049781","0.0867084259927299","1"
"Yes","2009","Couple + C. LE 16 ","vocational + Abi","25","","","","1"
"Yes","2009","Couple + C. LE 16 ","higher vocational","20","","","","1"
"Yes","2009","Couple + C. LE 16 ","higher education","40","0.0636161643413634","0.0456126854151587","0.0816196432675681","1"
"Yes","2009","Couple + C. GT 16 ","in school","3","","","","1"
"Yes","2009","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2009","Couple + C. GT 16 ","general elemantary","10","","","","1"
"Yes","2009","Couple + C. GT 16 ","middle vocational","56","0.0362941754806731","0.0270928511966536","0.0454954997646926","1"
"Yes","2009","Couple + C. GT 16 ","vocational + Abi","10","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher vocational","6","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher education","32","0.0643087486809708","0.0443967374913968","0.0842207598705449","1"
"Yes","2009","Couple + C. LE and GT 16","in school","1","","","","1"
"Yes","2009","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2009","Couple + C. LE and GT 16","general elemantary","11","","","","1"
"Yes","2009","Couple + C. LE and GT 16","middle vocational","21","","","","1"
"Yes","2009","Couple + C. LE and GT 16","vocational + Abi","5","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher vocational","3","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher education","12","","","","1"
"No","2010","1-pers.-HH","in school","","","","","2"
"No","2010","1-pers.-HH","inadequately","","","","","2"
"No","2010","1-pers.-HH","general elemantary","","","","","2"
"No","2010","1-pers.-HH","middle vocational","","","","","2"
"No","2010","1-pers.-HH","vocational + Abi","","","","","2"
"No","2010","(Married) couple without C. ","middle vocational","","","","","2"
"No","2010","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2010","(Married) couple without C. ","higher vocational","","","","","2"
"No","2010","(Married) couple without C. ","higher education","","","","","2"
"No","2010","Single parent ","in school","","","","","2"
"No","2010","Single parent ","higher education","","","","","2"
"No","2010","Couple + C. LE 16 ","in school","","","","","2"
"No","2010","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2010","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","higher education","","","","","2"
"No","2010","Couple + C. LE and GT 16","in school","","","","","2"
"No","2010","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2010","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2010","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2010","1-pers.-HH","higher vocational","","","","","2"
"No","2010","1-pers.-HH","higher education","","","","","2"
"No","2010","(Married) couple without C. ","in school","","","","","2"
"No","2010","(Married) couple without C. ","inadequately","","","","","2"
"No","2010","(Married) couple without C. ","general elemantary","","","","","2"
"No","2010","Single parent ","inadequately","","","","","2"
"No","2010","Single parent ","general elemantary","","","","","2"
"No","2010","Single parent ","middle vocational","","","","","2"
"No","2010","Single parent ","vocational + Abi","","","","","2"
"No","2010","Single parent ","higher vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","higher education","","","","","2"
"No","2010","Couple + C. GT 16 ","in school","","","","","2"
"No","2010","Couple + C. GT 16 ","inadequately","","","","","2"
"Yes","2010","1-pers.-HH","in school","","","","","1"
"Yes","2010","1-pers.-HH","inadequately","","","","","1"
"Yes","2010","1-pers.-HH","general elemantary","","","","","1"
"Yes","2010","1-pers.-HH","middle vocational","","","","","1"
"Yes","2010","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2010","1-pers.-HH","higher vocational","","","","","1"
"Yes","2010","1-pers.-HH","higher education","","","","","1"
"Yes","2010","(Married) couple without C. ","in school","","","","","1"
"Yes","2010","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2010","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2010","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2010","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","higher education","","","","","1"
"Yes","2010","Single parent ","in school","","","","","1"
"Yes","2010","Single parent ","inadequately","","","","","1"
"Yes","2010","Single parent ","general elemantary","","","","","1"
"Yes","2010","Single parent ","middle vocational","","","","","1"
"Yes","2010","Single parent ","vocational + Abi","","","","","1"
"Yes","2010","Single parent ","higher vocational","","","","","1"
"Yes","2010","Single parent ","higher education","","","","","1"
"Yes","2010","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2010","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2010","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2010","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2011","1-pers.-HH","inadequately","44","0.921877276777902","0.845154483852751","0.998600069703053","2"
"No","2011","(Married) couple without C. ","vocational + Abi","349","0.942082443056833","0.918472021527829","0.965692864585836","2"
"No","2011","1-pers.-HH","in school","7","","","","2"
"No","2011","(Married) couple without C. ","middle vocational","4093","0.946229617170921","0.93948062900328","0.952978605338563","2"
"No","2011","Single parent ","higher education","162","0.936203818426142","0.90009824025491","0.972309396597373","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","1-pers.-HH","general elemantary","478","0.967504923762001","0.951932048974907","0.983077798549095","2"
"No","2011","1-pers.-HH","middle vocational","1720","0.939704621261354","0.928789802910324","0.950619439612384","2"
"No","2011","1-pers.-HH","vocational + Abi","193","0.954781244901412","0.926198014328162","0.983364475474662","2"
"No","2011","(Married) couple without C. ","higher vocational","605","0.957622483801053","0.941916886119366","0.97332808148274","2"
"No","2011","(Married) couple without C. ","higher education","1940","0.949085041637939","0.939531863469194","0.958638219806684","2"
"No","2011","Single parent ","in school","49","0.994357308065563","0.973594910919912","1.01511970521121","2"
"No","2011","Couple + C. LE 16 ","inadequately","26","","","","2"
"No","2011","Couple + C. LE 16 ","general elemantary","160","0.925597086647354","0.886716301458727","0.964477871835982","2"
"No","2011","Couple + C. LE 16 ","middle vocational","1406","0.935884643633053","0.923533475043619","0.948235812222486","2"
"No","2011","1-pers.-HH","higher vocational","192","0.918028382839522","0.880926303527349","0.955130462151695","2"
"No","2011","1-pers.-HH","higher education","709","0.958280517426665","0.943951609957894","0.972609424895435","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","67","0.920190645701479","0.856706558922807","0.983674732480151","2"
"No","2011","(Married) couple without C. ","general elemantary","662","0.943514369826421","0.926497423356466","0.960531316296377","2"
"No","2011","Single parent ","inadequately","29","","","","2"
"No","2011","Single parent ","general elemantary","198","0.934508102077491","0.901284737425927","0.967731466729056","2"
"No","2011","Single parent ","middle vocational","508","0.957770202136618","0.940931912571405","0.974608491701832","2"
"No","2011","Single parent ","vocational + Abi","56","0.869472239994013","0.788197530444003","0.950746949544023","2"
"No","2011","Single parent ","higher vocational","35","0.814003385720813","0.693421042132594","0.934585729309032","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","269","0.906133101865675","0.872739250322651","0.939526953408699","2"
"No","2011","Couple + C. LE 16 ","higher vocational","248","0.902750165563379","0.867342265182567","0.938158065944192","2"
"No","2011","Couple + C. LE 16 ","higher education","764","0.930373289739341","0.912942274002434","0.947804305476248","2"
"No","2011","Couple + C. GT 16 ","in school","144","0.989521835934744","0.973061271925002","1.00598239994449","2"
"No","2011","Couple + C. GT 16 ","inadequately","31","0.919254624629542","0.826300672012839","1.01220857724624","2"
"No","2011","Couple + C. GT 16 ","general elemantary","306","0.935042231678673","0.908371045539395","0.961713417817951","2"
"No","2011","Couple + C. GT 16 ","middle vocational","1533","0.961452297769175","0.952013366534469","0.970891229003881","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","172","0.949283303388905","0.917579411391785","0.980987195386025","2"
"No","2011","Couple + C. GT 16 ","higher vocational","205","0.966895427733961","0.942755242008278","0.991035613459643","2"
"No","2011","Couple + C. GT 16 ","higher education","551","0.944848572055814","0.926302750152153","0.963394393959474","2"
"No","2011","Couple + C. LE and GT 16","in school","96","0.935796851421811","0.888460102008689","0.983133600834933","2"
"No","2011","Couple + C. LE and GT 16","inadequately","10","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","168","0.967253177589932","0.941181063951632","0.993325291228232","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","520","0.917536387713367","0.894774436605379","0.940298338821355","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","64","0.962630972892795","0.917551435999621","1.00771050978597","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","70","0.961191746474978","0.917481372200978","1.00490212074898","2"
"No","2011","Couple + C. LE and GT 16","higher education","188","0.946911999131489","0.915760815817406","0.978063182445572","2"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","3","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","20","","","","1"
"Yes","2011","1-pers.-HH","middle vocational","107","0.0602953787386456","0.0493805603876155","0.0712101970896757","1"
"Yes","2011","1-pers.-HH","vocational + Abi","10","","","","1"
"Yes","2011","1-pers.-HH","higher vocational","18","","","","1"
"Yes","2011","1-pers.-HH","higher education","39","0.0417194825733353","0.0273905751045646","0.0560483900421059","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","3","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","45","0.0564856301735785","0.0394686837036227","0.0735025766435343","1"
"Yes","2011","(Married) couple without C. ","middle vocational","198","0.0537703828290787","0.0470213946614368","0.0605193709967205","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","27","","","","1"
"Yes","2011","(Married) couple without C. ","higher vocational","27","","","","1"
"Yes","2011","(Married) couple without C. ","higher education","94","0.050914958362061","0.0413617801933163","0.0604681365308057","1"
"Yes","2011","Single parent ","in school","1","","","","1"
"Yes","2011","Single parent ","inadequately","1","","","","1"
"Yes","2011","Single parent ","general elemantary","15","","","","1"
"Yes","2011","Single parent ","middle vocational","40","0.0422297978633815","0.0253915082981684","0.0590680874285945","1"
"Yes","2011","Single parent ","vocational + Abi","10","","","","1"
"Yes","2011","Single parent ","higher vocational","5","","","","1"
"Yes","2011","Single parent ","higher education","14","","","","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","4","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","15","","","","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","105","0.0641153563669473","0.0517641877775138","0.0764665249563808","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","24","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","21","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher education","55","0.0696267102606591","0.0521956945237523","0.087057725997566","1"
"Yes","2011","Couple + C. GT 16 ","in school","3","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","2","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","22","","","","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","65","0.0385477022308246","0.0291087709961187","0.0479866334655305","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","12","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","6","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher education","31","0.0551514279441865","0.0366056060405262","0.0736972498478468","1"
"Yes","2011","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","11","","","","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","41","0.0824636122866327","0.0597016611786449","0.105225563394621","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","5","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","11","","","","1"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","","","","","2"
"No","2012","1-pers.-HH","general elemantary","","","","","2"
"No","2012","1-pers.-HH","middle vocational","","","","","2"
"No","2012","1-pers.-HH","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","higher vocational","","","","","2"
"No","2012","(Married) couple without C. ","higher education","","","","","2"
"No","2012","Single parent ","in school","","","","","2"
"No","2012","Single parent ","higher education","","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2012","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","","","","","2"
"No","2012","Couple + C. GT 16 ","in school","","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2012","1-pers.-HH","higher vocational","","","","","2"
"No","2012","1-pers.-HH","higher education","","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","","","","","2"
"No","2012","Single parent ","inadequately","","","","","2"
"No","2012","Single parent ","general elemantary","","","","","2"
"No","2012","Single parent ","middle vocational","","","","","2"
"No","2012","Single parent ","vocational + Abi","","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","","","","","1"
"Yes","2012","1-pers.-HH","middle vocational","","","","","1"
"Yes","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2012","1-pers.-HH","higher vocational","","","","","1"
"Yes","2012","1-pers.-HH","higher education","","","","","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","higher education","","","","","1"
"Yes","2012","Single parent ","in school","","","","","1"
"Yes","2012","Single parent ","inadequately","","","","","1"
"Yes","2012","Single parent ","general elemantary","","","","","1"
"Yes","2012","Single parent ","middle vocational","","","","","1"
"Yes","2012","Single parent ","vocational + Abi","","","","","1"
"Yes","2012","Single parent ","higher vocational","","","","","1"
"Yes","2012","Single parent ","higher education","","","","","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2013","1-pers.-HH","in school","1","","","","2"
"No","2013","1-pers.-HH","inadequately","42","0.860858848803162","0.761914058566249","0.959803639040075","2"
"No","2013","1-pers.-HH","general elemantary","415","0.951927323354511","0.931893581006267","0.971961065702755","2"
"No","2013","1-pers.-HH","middle vocational","1637","0.929459011998869","0.917458795628468","0.94145922836927","2"
"No","2013","1-pers.-HH","vocational + Abi","190","0.925480853153859","0.889619048790419","0.961342657517299","2"
"No","2013","(Married) couple without C. ","middle vocational","3713","0.938624322806571","0.931126944346984","0.946121701266159","2"
"No","2013","(Married) couple without C. ","vocational + Abi","323","0.940928961244516","0.916159064793676","0.965698857695355","2"
"No","2013","(Married) couple without C. ","higher vocational","568","0.940978221543","0.922183947567954","0.959772495518046","2"
"No","2013","(Married) couple without C. ","higher education","1947","0.943368436144076","0.93336776006519","0.953369112222963","2"
"No","2013","Single parent ","in school","49","0.958012115095221","0.902968049639616","1.01305618055083","2"
"No","2013","Single parent ","higher education","158","0.921266656235404","0.880900066540721","0.961633245930086","2"
"No","2013","Couple + C. LE 16 ","in school","1","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","26","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","165","0.933929390019569","0.897539331418079","0.970319448621058","2"
"No","2013","Couple + C. LE 16 ","middle vocational","1184","0.917358461661178","0.902303998988095","0.932412924334261","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","236","0.936108858414929","0.906150941644464","0.966066775185394","2"
"No","2013","Couple + C. LE 16 ","higher vocational","220","0.938687308143387","0.908144456490156","0.969230159796619","2"
"No","2013","Couple + C. LE 16 ","higher education","718","0.913336939384846","0.893465228903262","0.93320864986643","2"
"No","2013","Couple + C. GT 16 ","in school","107","0.923728909112737","0.875004350663377","0.972453467562096","2"
"No","2013","Couple + C. GT 16 ","inadequately","16","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","230","0.933774664872978","0.902887251309748","0.964662078436209","2"
"No","2013","Couple + C. GT 16 ","middle vocational","1287","0.953124505654279","0.941870006011973","0.964379005296585","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","131","0.846568600304406","0.788108458467382","0.90502874214143","2"
"No","2013","Couple + C. GT 16 ","higher vocational","158","0.929667737009677","0.891001258103615","0.96833421591574","2"
"No","2013","Couple + C. GT 16 ","higher education","467","0.940573403608287","0.919746137443964","0.96140066977261","2"
"No","2013","Couple + C. LE and GT 16","in school","77","0.932908130347482","0.878425261480499","0.987390999214465","2"
"No","2013","Couple + C. LE and GT 16","inadequately","10","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","112","0.912759543539663","0.863091802934828","0.962427284144498","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","362","0.917829560368649","0.890678259546509","0.944980861190788","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","63","0.991036689527621","0.968124293928878","1.01394908512636","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","62","0.857083931088984","0.775675174029055","0.938492688148913","2"
"No","2013","Couple + C. LE and GT 16","higher education","144","0.941647555579902","0.904625421519911","0.978669689639893","2"
