"ple0017","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Couple + C. LE and GT 16","no migration background","69","0.0824938710098049","0.0647549404328599","0.10023280158675","1"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","9","","","","1"
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","2","","","","1"
"No","2012","1-pers.-HH","no migration background","","","","","2"
"No","2012","1-pers.-HH","direct migration background","","","","","2"
"No","2012","1-pers.-HH","indirect migration background","","","","","2"
"No","2012","(Married) couple without C. ","no migration background","","","","","2"
"No","2012","(Married) couple without C. ","direct migration background","","","","","2"
"No","2012","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2012","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2012","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2012","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2012","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2012","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2012","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2012","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"No","2012","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2012","Single parent ","no migration background","","","","","2"
"No","2012","Single parent ","direct migration background","","","","","2"
"No","2012","Single parent ","indirect migration background","","","","","2"
"No","2012","Couple + C. LE 16 ","no migration background","","","","","2"
"Yes","2012","1-pers.-HH","no migration background","","","","","1"
"Yes","2012","1-pers.-HH","direct migration background","","","","","1"
"Yes","2012","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2012","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2012","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2012","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2012","Single parent ","no migration background","","","","","1"
"Yes","2012","Single parent ","direct migration background","","","","","1"
"Yes","2012","Single parent ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2013","1-pers.-HH","no migration background","2950","0.9331140786157","0.924405032882565","0.941823124348835","2"
"No","2013","1-pers.-HH","direct migration background","215","0.959146377097015","0.933281253070614","0.985011501123415","2"
"No","2013","1-pers.-HH","indirect migration background","83","0.972092042709439","0.937481677371933","1.00670240804695","2"
"No","2013","(Married) couple without C. ","no migration background","6584","0.941503752206852","0.935995111664568","0.947012392749137","2"
"No","2013","(Married) couple without C. ","direct migration background","532","0.939891937315385","0.920293150248935","0.959490724381836","2"
"No","2013","(Married) couple without C. ","indirect migration background","108","0.933313721249801","0.888300597294353","0.978326845205249","2"
"No","2013","Single parent ","no migration background","847","0.928280644578312","0.911652834282365","0.944908454874259","2"
"No","2013","Single parent ","direct migration background","94","0.922071954034328","0.870304264977414","0.973839643091243","2"
"No","2013","Single parent ","indirect migration background","76","0.954215680247644","0.910545155308388","0.9978862051869","2"
"No","2013","Couple + C. LE 16 ","no migration background","2070","0.9154938787625","0.903998450119885","0.926989307405116","2"
"No","2013","Couple + C. LE 16 ","direct migration background","325","0.960858579316213","0.940305208081923","0.981411950550502","2"
"No","2013","Couple + C. LE 16 ","indirect migration background","168","0.931119325505647","0.894326447293102","0.967912203718193","2"
"No","2013","Couple + C. GT 16 ","no migration background","2129","0.943536831041745","0.934008141254499","0.95306552082899","2"
"No","2013","Couple + C. GT 16 ","direct migration background","223","0.905541339768543","0.868769108258408","0.942313571278679","2"
"No","2013","Couple + C. GT 16 ","indirect migration background","130","0.949113916495097","0.912314028974352","0.985913804015843","2"
"No","2013","Couple + C. LE and GT 16","no migration background","650","0.915213400455623","0.894650786287075","0.935776014624172","2"
"No","2013","Couple + C. LE and GT 16","direct migration background","136","0.911929925274465","0.866577827775862","0.957282022773068","2"
"No","2013","Couple + C. LE and GT 16","indirect migration background","79","0.945013779564032","0.897113894680981","0.992913664447084","2"
"Yes","2013","1-pers.-HH","no migration background","211","0.0668859213843001","0.0581768756511647","0.0755949671174354","1"
"Yes","2013","1-pers.-HH","direct migration background","10","","","","1"
"Yes","2013","1-pers.-HH","indirect migration background","4","","","","1"
"Yes","2013","(Married) couple without C. ","no migration background","388","0.0584962477931475","0.0529876072508632","0.0640048883354319","1"
"Yes","2013","(Married) couple without C. ","direct migration background","33","0.0601080626846146","0.0405092756181638","0.0797068497510655","1"
"Yes","2013","(Married) couple without C. ","indirect migration background","10","","","","1"
"Yes","2013","Single parent ","no migration background","78","0.0717193554216877","0.0550915451257409","0.0883471657176345","1"
"Yes","2013","Single parent ","direct migration background","9","","","","1"
"Yes","2013","Single parent ","indirect migration background","12","","","","1"
"Yes","2013","Couple + C. LE 16 ","no migration background","179","0.0845061212374999","0.0730106925948844","0.0960015498801155","1"
"Yes","2013","Couple + C. LE 16 ","direct migration background","17","","","","1"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","14","","","","1"
"Yes","2013","Couple + C. GT 16 ","no migration background","125","0.0564631689582552","0.0469344791710098","0.0659918587455006","1"
"Yes","2013","Couple + C. GT 16 ","direct migration background","20","","","","1"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","7","","","","1"
"Yes","2013","Couple + C. LE and GT 16","no migration background","55","0.0847865995443767","0.0642239853758281","0.105349213712925","1"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","14","","","","1"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","8","","","","1"
"No","2014","1-pers.-HH","no migration background","","","","","2"
"No","2014","1-pers.-HH","direct migration background","","","","","2"
"No","2014","1-pers.-HH","indirect migration background","","","","","2"
"No","2014","(Married) couple without C. ","no migration background","","","","","2"
"No","2014","(Married) couple without C. ","direct migration background","","","","","2"
"No","2014","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2014","Single parent ","no migration background","","","","","2"
"No","2014","Single parent ","direct migration background","","","","","2"
"No","2014","Single parent ","indirect migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2014","1-pers.-HH","no migration background","","","","","1"
"Yes","2014","1-pers.-HH","direct migration background","","","","","1"
"Yes","2014","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2014","Single parent ","no migration background","","","","","1"
"Yes","2014","Single parent ","direct migration background","","","","","1"
"Yes","2014","Single parent ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2015","1-pers.-HH","no migration background","2815","0.942829457828282","0.934522962592479","0.951135953064085","2"
"No","2015","1-pers.-HH","direct migration background","343","0.930928444558257","0.904878598123736","0.956978290992779","2"
"No","2015","1-pers.-HH","indirect migration background","141","0.930567287937834","0.890806569750723","0.970328006124944","2"
"No","2015","(Married) couple without C. ","no migration background","6087","0.938695391407142","0.932831508588551","0.944559274225733","2"
"No","2015","(Married) couple without C. ","direct migration background","829","0.909443181971974","0.890557414257052","0.928328949686896","2"
"No","2015","(Married) couple without C. ","indirect migration background","174","0.880207371500712","0.833541523003465","0.926873219997958","2"
"No","2015","Single parent ","no migration background","1615","0.915571730084631","0.902731246887939","0.928412213281324","2"
"No","2015","Single parent ","direct migration background","271","0.910486169219627","0.878288356666142","0.942683981773112","2"
"No","2015","Single parent ","indirect migration background","200","0.887827684944156","0.846774926325654","0.928880443562658","2"
"No","2015","Couple + C. LE 16 ","no migration background","3729","0.917155945584084","0.908690630031217","0.925621261136951","2"
"No","2015","Couple + C. LE 16 ","direct migration background","1438","0.949785930985203","0.938792732634675","0.96077912933573","2"
"No","2015","Couple + C. LE 16 ","indirect migration background","455","0.940221941492873","0.919337080674149","0.961106802311597","2"
"No","2015","Couple + C. GT 16 ","no migration background","2042","0.944199356921092","0.934552853724751","0.953845860117433","2"
"No","2015","Couple + C. GT 16 ","direct migration background","470","0.950728271892755","0.931813931518467","0.969642612267042","2"
"No","2015","Couple + C. GT 16 ","indirect migration background","216","0.951211045185192","0.923124839567605","0.979297250802779","2"
"No","2015","Couple + C. LE and GT 16","no migration background","1309","0.943441101076322","0.931358166989722","0.955524035162923","2"
"No","2015","Couple + C. LE and GT 16","direct migration background","485","0.938751368516071","0.918200947065484","0.959301789966658","2"
"No","2015","Couple + C. LE and GT 16","indirect migration background","216","0.921092679219336","0.886326864192045","0.955858494246627","2"
"Yes","2015","1-pers.-HH","no migration background","186","0.0571705421717178","0.0488640469359148","0.0654770374075208","1"
"Yes","2015","1-pers.-HH","direct migration background","21","","","","1"
"Yes","2015","1-pers.-HH","indirect migration background","16","","","","1"
"Yes","2015","(Married) couple without C. ","no migration background","342","0.061304608592858","0.0554407257742667","0.0671684914114492","1"
"Yes","2015","(Married) couple without C. ","direct migration background","58","0.0905568180280259","0.071671050313104","0.109442585742948","1"
"Yes","2015","(Married) couple without C. ","indirect migration background","12","","","","1"
"Yes","2015","Single parent ","no migration background","186","0.0844282699153686","0.0715877867186763","0.0972687531120609","1"
"Yes","2015","Single parent ","direct migration background","31","0.0895138307803729","0.0573160182268876","0.121711643333858","1"
"Yes","2015","Single parent ","indirect migration background","27","","","","1"
"Yes","2015","Couple + C. LE 16 ","no migration background","344","0.0828440544159157","0.0743787388630487","0.0913093699687827","1"
"Yes","2015","Couple + C. LE 16 ","direct migration background","78","0.0502140690147974","0.0392208706642697","0.0612072673653251","1"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","40","0.0597780585071271","0.038893197688403","0.0806629193258512","1"
"Yes","2015","Couple + C. GT 16 ","no migration background","133","0.0558006430789083","0.0461541398825671","0.0654471462752494","1"
"Yes","2015","Couple + C. GT 16 ","direct migration background","33","0.0492717281072454","0.0303573877329583","0.0681860684815325","1"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","10","","","","1"
"Yes","2015","Couple + C. LE and GT 16","no migration background","95","0.0565588989236777","0.0444759648370771","0.0686418330102782","1"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","38","0.0612486314839286","0.0406982100333416","0.0817990529345156","1"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"No","2016","1-pers.-HH","no migration background","","","","","2"
"No","2016","1-pers.-HH","direct migration background","","","","","2"
"No","2016","1-pers.-HH","indirect migration background","","","","","2"
"No","2016","(Married) couple without C. ","no migration background","","","","","2"
"No","2016","(Married) couple without C. ","direct migration background","","","","","2"
"No","2016","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2016","Single parent ","no migration background","","","","","2"
"No","2016","Single parent ","direct migration background","","","","","2"
"No","2016","Single parent ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2016","Single parent ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2016","1-pers.-HH","no migration background","","","","","1"
"Yes","2016","1-pers.-HH","direct migration background","","","","","1"
"Yes","2016","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2016","Single parent ","no migration background","","","","","1"
"Yes","2016","Single parent ","direct migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2017","1-pers.-HH","no migration background","3077","0.931088373337285","0.922451237014373","0.939725509660197","2"
"No","2017","1-pers.-HH","direct migration background","438","0.942965606032126","0.921932374982593","0.963998837081659","2"
"No","2017","1-pers.-HH","indirect migration background","165","0.862364822032018","0.812174608415787","0.912555035648248","2"
"No","2017","(Married) couple without C. ","no migration background","6621","0.93865487787824","0.933037920921706","0.944271834834775","2"
"No","2017","(Married) couple without C. ","direct migration background","937","0.923445172816706","0.907039488297188","0.939850857336224","2"
"No","2017","(Married) couple without C. ","indirect migration background","216","0.92069769588209","0.886368704504712","0.955026687259468","2"
"No","2017","Single parent ","no migration background","1561","0.896016704829297","0.881670463202029","0.910362946456565","2"
"No","2017","Single parent ","direct migration background","250","0.893154782269045","0.857099869843198","0.929209694694892","2"
"No","2017","Single parent ","indirect migration background","192","0.840253293822247","0.792167506929399","0.888339080715094","2"
"No","2017","Couple + C. LE 16 ","no migration background","3548","0.926892738322935","0.91869875286314","0.935086723782731","2"
"No","2017","Couple + C. LE 16 ","direct migration background","1512","0.956604550446099","0.946614952241904","0.966594148650295","2"
"No","2017","Couple + C. LE 16 ","indirect migration background","444","0.929585040448068","0.906744751065896","0.952425329830239","2"
"No","2017","Couple + C. GT 16 ","no migration background","2333","0.930731529180002","0.920772458076935","0.94069060028307","2"
"No","2017","Couple + C. GT 16 ","direct migration background","491","0.917519443881657","0.894165086862831","0.940873800900483","2"
"No","2017","Couple + C. GT 16 ","indirect migration background","225","0.922414138994773","0.888568966033105","0.956259311956441","2"
"No","2017","Couple + C. LE and GT 16","no migration background","1383","0.924597312427987","0.911288419790531","0.937906205065443","2"
"No","2017","Couple + C. LE and GT 16","direct migration background","458","0.911122648851704","0.886079367920713","0.936165929782695","2"
"No","2017","Couple + C. LE and GT 16","indirect migration background","220","0.967507821048048","0.945029400043087","0.989986242053008","2"
"Yes","2017","Single parent ","indirect migration background","31","0.159746706177753","0.111660919284906","0.207832493070601","1"
"Yes","2017","Couple + C. LE 16 ","no migration background","329","0.0731072616770648","0.0649132762172693","0.0813012471368603","1"
"Yes","2017","Couple + C. LE 16 ","direct migration background","86","0.043395449553901","0.0334058513497055","0.0533850477580965","1"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","38","0.0704149595519323","0.0475746701697609","0.0932552489341037","1"
"Yes","2017","Couple + C. GT 16 ","no migration background","164","0.0692684708199977","0.05930939971693","0.0792275419230655","1"
"Yes","2017","Couple + C. GT 16 ","direct migration background","42","0.082480556118343","0.0591261990995171","0.105834913137169","1"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","15","","","","1"
"Yes","2017","Couple + C. LE and GT 16","no migration background","129","0.0754026875720132","0.0620937949345575","0.0887115802094689","1"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","38","0.0888773511482958","0.0638340702173047","0.113920632079287","1"
"Yes","2017","1-pers.-HH","no migration background","227","0.0689116266627151","0.0602744903398031","0.0775487629856271","1"
"Yes","2017","1-pers.-HH","direct migration background","29","","","","1"
"Yes","2017","1-pers.-HH","indirect migration background","16","","","","1"
"Yes","2017","(Married) couple without C. ","no migration background","390","0.0613451221217598","0.0557281651652253","0.0669620790782944","1"
"Yes","2017","(Married) couple without C. ","direct migration background","72","0.0765548271832938","0.0601491426637759","0.0929605117028118","1"
"Yes","2017","(Married) couple without C. ","indirect migration background","22","","","","1"
"Yes","2017","Single parent ","no migration background","178","0.103983295170703","0.0896370535434351","0.118329536797971","1"
"Yes","2017","Single parent ","direct migration background","32","0.106845217730955","0.070790305305108","0.142900130156802","1"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","19","","","","1"
"No","2018","1-pers.-HH","no migration background","","","","","2"
"No","2018","1-pers.-HH","direct migration background","","","","","2"
"No","2018","1-pers.-HH","indirect migration background","","","","","2"
"No","2018","(Married) couple without C. ","no migration background","","","","","2"
"No","2018","(Married) couple without C. ","direct migration background","","","","","2"
"No","2018","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2018","Single parent ","no migration background","","","","","2"
"No","2018","Single parent ","direct migration background","","","","","2"
"No","2018","Single parent ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2018","Single parent ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","","","","","1"
