"pli0093_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Schleswig-Holstein","middle vocational","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","vocational + Abi","3","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher vocational","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","higher education","2","","",""
"Min 1x per week","1990","Hamburg","in school","","","",""
"Min 1x per week","1990","Hamburg","inadequately","","","",""
"Min 1x per week","1990","Hamburg","general elemantary","2","","",""
"Min 1x per week","1990","Hamburg","middle vocational","4","","",""
"Min 1x per week","1990","Hamburg","vocational + Abi","2","","",""
"Min 1x per week","1990","Hamburg","higher vocational","2","","",""
"Min 1x per week","1990","Hamburg","higher education","4","","",""
"Min 1x per week","1990","Lower Saxony","in school","6","","",""
"Min 1x per week","1990","Lower Saxony","inadequately","2","","",""
"Min 1x per week","1990","Lower Saxony","general elemantary","16","","",""
"Min 1x per week","1990","Lower Saxony","middle vocational","54","0.114231430425794","0.0863499371915892","0.14211292366"
"Min 1x per week","1990","Lower Saxony","vocational + Abi","2","","",""
"Min 1x per week","1990","Lower Saxony","higher vocational","6","","",""
"Min 1x per week","1990","Lower Saxony","higher education","20","","",""
"Min 1x per week","1990","Bremen","in school","","","",""
"Min 1x per week","1990","Bremen","inadequately","","","",""
"Min 1x per week","1990","Bremen","general elemantary","2","","",""
"Min 1x per week","1990","Bremen","middle vocational","6","","",""
"Min 1x per week","1990","Bremen","vocational + Abi","","","",""
"Min 1x per week","1990","Bremen","higher vocational","1","","",""
"Min 1x per week","1990","Bremen","higher education","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","in school","14","","",""
"Min 1x per week","1990","North Rhine-Westphalia","inadequately","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","general elemantary","35","0.0533775239147553","0.0356694883982324","0.0710855594312781"
"Min 1x per week","1990","North Rhine-Westphalia","middle vocational","108","0.0841355895765252","0.0685717068121155","0.0996994723409349"
"Min 1x per week","1990","North Rhine-Westphalia","vocational + Abi","9","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher vocational","16","","",""
"Min 1x per week","1990","North Rhine-Westphalia","higher education","31","0.168899063948135","0.116580539737661","0.221217588158609"
"Min 1x per week","1990","Hesse","in school","4","","",""
"Min 1x per week","1990","Hesse","inadequately","1","","",""
"Min 1x per week","1990","Hesse","general elemantary","9","","",""
"Min 1x per week","1990","Hesse","middle vocational","35","0.0777053490599187","0.0530256888299305","0.102385009289907"
"Min 1x per week","1990","Hesse","vocational + Abi","4","","",""
"Min 1x per week","1990","Hesse","higher vocational","2","","",""
"Min 1x per week","1990","Hesse","higher education","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","general elemantary","14","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","middle vocational","35","0.113684744324385","0.0790138246202336","0.148355664028537"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","higher education","5","","",""
"Min 1x per week","1990","Baden-Württemberg","in school","2","","",""
"Min 1x per week","1990","Baden-Württemberg","inadequately","5","","",""
"Min 1x per week","1990","Baden-Württemberg","general elemantary","23","","",""
"Min 1x per week","1990","Baden-Württemberg","middle vocational","93","0.12948740269036","0.106178586328927","0.152796219051792"
"Min 1x per week","1990","Baden-Württemberg","vocational + Abi","8","","",""
"Min 1x per week","1990","Baden-Württemberg","higher vocational","16","","",""
"Min 1x per week","1990","Baden-Württemberg","higher education","13","","",""
"Min 1x per week","1990","Bavaria","in school","4","","",""
"Min 1x per week","1990","Bavaria","inadequately","1","","",""
"Min 1x per week","1990","Bavaria","general elemantary","25","","",""
"Min 1x per week","1990","Bavaria","middle vocational","77","0.0940326078166164","0.0739075130401371","0.114157702593096"
"Min 1x per week","1990","Bavaria","vocational + Abi","7","","",""
"Min 1x per week","1990","Bavaria","higher vocational","14","","",""
"Min 1x per week","1990","Bavaria","higher education","32","0.249679531523597","0.176120307717021","0.323238755330172"
"Min 1x per week","1990","Berlin","in school","3","","",""
"Min 1x per week","1990","Berlin","inadequately","1","","",""
"Min 1x per week","1990","Berlin","general elemantary","10","","",""
"Min 1x per week","1990","Berlin","middle vocational","5","","",""
"Min 1x per week","1990","Berlin","vocational + Abi","1","","",""
"Min 1x per week","1990","Berlin","higher vocational","2","","",""
"Min 1x per week","1990","Berlin","higher education","7","","",""
"Min 1x per week","1990","Brandenburg","in school","","","",""
"Min 1x per week","1990","Brandenburg","inadequately","","","",""
"Min 1x per week","1990","Brandenburg","general elemantary","","","",""
"Min 1x per week","1990","Brandenburg","middle vocational","","","",""
"Min 1x per week","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per week","1990","Brandenburg","higher vocational","","","",""
"Min 1x per week","1990","Brandenburg","higher education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per week","1990","Saxony","in school","","","",""
"Min 1x per week","1990","Saxony","inadequately","","","",""
"Min 1x per week","1990","Saxony","general elemantary","","","",""
"Min 1x per week","1990","Saxony","middle vocational","","","",""
"Min 1x per week","1990","Saxony","vocational + Abi","","","",""
"Min 1x per week","1990","Saxony","higher vocational","","","",""
"Min 1x per week","1990","Saxony","higher education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","in school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per week","1990","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per week","1990","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","higher education","","","",""
"Min 1x per week","1990","Thuringia","in school","","","",""
"Min 1x per week","1990","Thuringia","inadequately","","","",""
"Min 1x per week","1990","Thuringia","general elemantary","","","",""
"Min 1x per week","1990","Thuringia","middle vocational","","","",""
"Min 1x per week","1990","Thuringia","vocational + Abi","","","",""
"Min 1x per week","1990","Thuringia","higher vocational","","","",""
"Min 1x per week","1990","Thuringia","higher education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","in school","","","",""
"Min 1x per month","1990","Schleswig-Holstein","inadequately","","","",""
"Min 1x per month","1990","Schleswig-Holstein","general elemantary","5","","",""
"Min 1x per month","1990","Schleswig-Holstein","middle vocational","27","","",""
"Min 1x per month","1990","Schleswig-Holstein","vocational + Abi","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher vocational","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","higher education","2","","",""
"Min 1x per month","1990","Hamburg","in school","1","","",""
"Min 1x per month","1990","Hamburg","inadequately","","","",""
"Min 1x per month","1990","Hamburg","general elemantary","5","","",""
"Min 1x per month","1990","Hamburg","middle vocational","9","","",""
"Min 1x per month","1990","Hamburg","vocational + Abi","","","",""
"Min 1x per month","1990","Hamburg","higher vocational","3","","",""
"Min 1x per month","1990","Hamburg","higher education","3","","",""
"Min 1x per month","1990","Lower Saxony","in school","","","",""
"Min 1x per month","1990","Lower Saxony","inadequately","1","","",""
"Min 1x per month","1990","Lower Saxony","general elemantary","20","","",""
"Min 1x per month","1990","Lower Saxony","middle vocational","67","0.134847013422085","0.10490850146905","0.164785525375121"
"Min 1x per month","1990","Lower Saxony","vocational + Abi","6","","",""
"Min 1x per month","1990","Lower Saxony","higher vocational","10","","",""
"Min 1x per month","1990","Lower Saxony","higher education","15","","",""
"Min 1x per month","1990","Bremen","in school","","","",""
"Min 1x per month","1990","Bremen","inadequately","","","",""
"Min 1x per month","1990","Bremen","general elemantary","3","","",""
"Min 1x per month","1990","Bremen","middle vocational","8","","",""
"Min 1x per month","1990","Bremen","vocational + Abi","2","","",""
"Min 1x per month","1990","Bremen","higher vocational","","","",""
"Min 1x per month","1990","Bremen","higher education","1","","",""
"Min 1x per month","1990","North Rhine-Westphalia","in school","3","","",""
"Min 1x per month","1990","North Rhine-Westphalia","inadequately","8","","",""
"Min 1x per month","1990","North Rhine-Westphalia","general elemantary","41","0.070460333673773","0.0502994725583274","0.0906211947892185"
"Min 1x per month","1990","North Rhine-Westphalia","middle vocational","144","0.123656079349111","0.105199232290482","0.142112926407741"
"Min 1x per month","1990","North Rhine-Westphalia","vocational + Abi","9","","",""
"Min 1x per month","1990","North Rhine-Westphalia","higher vocational","22","","",""
"Min 1x per month","1990","North Rhine-Westphalia","higher education","26","","",""
"Min 1x per month","1990","Hesse","in school","","","",""
"Min 1x per month","1990","Hesse","inadequately","2","","",""
"Min 1x per month","1990","Hesse","general elemantary","15","","",""
"Min 1x per month","1990","Hesse","middle vocational","54","0.127526007233401","0.0967753430976545","0.158276671369148"
"Min 1x per month","1990","Hesse","vocational + Abi","3","","",""
"Min 1x per month","1990","Hesse","higher vocational","6","","",""
"Min 1x per month","1990","Hesse","higher education","18","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","in school","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","general elemantary","6","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","middle vocational","32","0.100254323928844","0.0674499619388278","0.13305868591886"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","higher education","9","","",""
"Min 1x per month","1990","Baden-Württemberg","in school","2","","",""
"Min 1x per month","1990","Baden-Württemberg","inadequately","6","","",""
"Min 1x per month","1990","Baden-Württemberg","general elemantary","55","0.118137237618734","0.0902064413842162","0.146068033853253"
"Min 1x per month","1990","Baden-Württemberg","middle vocational","93","0.128935556426048","0.105669090389514","0.152202022462582"
"Min 1x per month","1990","Baden-Württemberg","vocational + Abi","11","","",""
"Min 1x per month","1990","Baden-Württemberg","higher vocational","15","","",""
"Min 1x per month","1990","Baden-Württemberg","higher education","20","","",""
"Min 1x per month","1990","Bavaria","in school","3","","",""
"Min 1x per month","1990","Bavaria","inadequately","3","","",""
"Min 1x per month","1990","Bavaria","general elemantary","38","0.104532625356188","0.0746618579173531","0.134403392795022"
"Min 1x per month","1990","Bavaria","middle vocational","101","0.129456342488503","0.10630909501117","0.152603589965836"
"Min 1x per month","1990","Bavaria","vocational + Abi","11","","",""
"Min 1x per month","1990","Bavaria","higher vocational","17","","",""
"Min 1x per month","1990","Bavaria","higher education","34","0.264785260397567","0.189799935748659","0.339770585046474"
"Min 1x per month","1990","Berlin","in school","1","","",""
"Min 1x per month","1990","Berlin","inadequately","","","",""
"Min 1x per month","1990","Berlin","general elemantary","5","","",""
"Min 1x per month","1990","Berlin","middle vocational","22","","",""
"Min 1x per month","1990","Berlin","vocational + Abi","1","","",""
"Min 1x per month","1990","Berlin","higher vocational","2","","",""
"Min 1x per month","1990","Berlin","higher education","6","","",""
"Min 1x per month","1990","Brandenburg","in school","","","",""
"Min 1x per month","1990","Brandenburg","inadequately","","","",""
"Min 1x per month","1990","Brandenburg","general elemantary","","","",""
"Min 1x per month","1990","Brandenburg","middle vocational","","","",""
"Min 1x per month","1990","Brandenburg","vocational + Abi","","","",""
"Min 1x per month","1990","Brandenburg","higher vocational","","","",""
"Min 1x per month","1990","Brandenburg","higher education","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Min 1x per month","1990","Saxony","in school","","","",""
"Min 1x per month","1990","Saxony","inadequately","","","",""
"Min 1x per month","1990","Saxony","general elemantary","","","",""
"Min 1x per month","1990","Saxony","middle vocational","","","",""
"Min 1x per month","1990","Saxony","vocational + Abi","","","",""
"Min 1x per month","1990","Saxony","higher vocational","","","",""
"Min 1x per month","1990","Saxony","higher education","","","",""
"Min 1x per month","1990","Saxony-Anhalt","in school","","","",""
"Min 1x per month","1990","Saxony-Anhalt","inadequately","","","",""
"Min 1x per month","1990","Saxony-Anhalt","general elemantary","","","",""
"Min 1x per month","1990","Saxony-Anhalt","middle vocational","","","",""
"Min 1x per month","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher vocational","","","",""
"Min 1x per month","1990","Saxony-Anhalt","higher education","","","",""
"Min 1x per month","1990","Thuringia","in school","","","",""
"Min 1x per month","1990","Thuringia","inadequately","","","",""
"Min 1x per month","1990","Thuringia","general elemantary","","","",""
"Min 1x per month","1990","Thuringia","middle vocational","","","",""
"Min 1x per month","1990","Thuringia","vocational + Abi","","","",""
"Min 1x per month","1990","Thuringia","higher vocational","","","",""
"Min 1x per month","1990","Thuringia","higher education","","","",""
"Rarely","1990","Schleswig-Holstein","in school","1","","",""
"Rarely","1990","Schleswig-Holstein","inadequately","1","","",""
"Rarely","1990","Schleswig-Holstein","general elemantary","13","","",""
"Rarely","1990","Schleswig-Holstein","middle vocational","58","0.405671516652995","0.329349461030013","0.481993572275977"
"Rarely","1990","Schleswig-Holstein","vocational + Abi","1","","",""
"Rarely","1990","Schleswig-Holstein","higher vocational","5","","",""
"Rarely","1990","Schleswig-Holstein","higher education","8","","",""
"Rarely","1990","Hamburg","in school","1","","",""
"Rarely","1990","Hamburg","inadequately","","","",""
"Rarely","1990","Hamburg","general elemantary","6","","",""
"Rarely","1990","Hamburg","middle vocational","27","","",""
"Rarely","1990","Hamburg","vocational + Abi","1","","",""
"Rarely","1990","Hamburg","higher vocational","8","","",""
"Rarely","1990","Hamburg","higher education","2","","",""
"Rarely","1990","Lower Saxony","in school","4","","",""
"Rarely","1990","Lower Saxony","inadequately","7","","",""
"Rarely","1990","Lower Saxony","general elemantary","57","0.232567757762949","0.179774883065506","0.285360632460392"
"Rarely","1990","Lower Saxony","middle vocational","161","0.310121232656592","0.269578293562707","0.350664171750477"
"Rarely","1990","Lower Saxony","vocational + Abi","8","","",""
"Rarely","1990","Lower Saxony","higher vocational","26","","",""
"Rarely","1990","Lower Saxony","higher education","24","","",""
"Rarely","1990","Bremen","in school","","","",""
"Rarely","1990","Bremen","inadequately","1","","",""
"Rarely","1990","Bremen","general elemantary","4","","",""
"Rarely","1990","Bremen","middle vocational","13","","",""
"Rarely","1990","Bremen","vocational + Abi","1","","",""
"Rarely","1990","Bremen","higher vocational","2","","",""
"Rarely","1990","Bremen","higher education","2","","",""
"Rarely","1990","North Rhine-Westphalia","in school","19","","",""
"Rarely","1990","North Rhine-Westphalia","inadequately","22","","",""
"Rarely","1990","North Rhine-Westphalia","general elemantary","111","0.189193255634548","0.158339057215705","0.220047454053391"
"Rarely","1990","North Rhine-Westphalia","middle vocational","370","0.313778581005473","0.287761637723505","0.339795524287441"
"Rarely","1990","North Rhine-Westphalia","vocational + Abi","26","","",""
"Rarely","1990","North Rhine-Westphalia","higher vocational","52","0.386478648531868","0.304337872723185","0.46861942434055"
"Rarely","1990","North Rhine-Westphalia","higher education","77","0.398306918912148","0.329945445915684","0.466668391908612"
"Rarely","1990","Hesse","in school","4","","",""
"Rarely","1990","Hesse","inadequately","5","","",""
"Rarely","1990","Hesse","general elemantary","49","0.241789302900462","0.19023811831826","0.293340487482663"
"Rarely","1990","Hesse","middle vocational","123","0.301265061969617","0.258968069515766","0.343562054423468"
"Rarely","1990","Hesse","vocational + Abi","7","","",""
"Rarely","1990","Hesse","higher vocational","13","","",""
"Rarely","1990","Hesse","higher education","27","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","general elemantary","36","0.166650256615597","0.116720683757763","0.216579829473431"
"Rarely","1990","Rhineland-Palatinate,Saarland","middle vocational","73","0.225931956064917","0.180254852637703","0.271609059492131"
"Rarely","1990","Rhineland-Palatinate,Saarland","vocational + Abi","3","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher vocational","9","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","higher education","11","","",""
"Rarely","1990","Baden-Württemberg","in school","4","","",""
"Rarely","1990","Baden-Württemberg","inadequately","25","","",""
"Rarely","1990","Baden-Württemberg","general elemantary","118","0.230715725824661","0.194259522770482","0.26717192887884"
"Rarely","1990","Baden-Württemberg","middle vocational","265","0.341250395437701","0.308333740431397","0.374167050444006"
"Rarely","1990","Baden-Württemberg","vocational + Abi","15","","",""
"Rarely","1990","Baden-Württemberg","higher vocational","33","0.336758968806658","0.243190325692427","0.43032761192089"
"Rarely","1990","Baden-Württemberg","higher education","44","0.495886744732482","0.397398181481379","0.594375307983584"
"Rarely","1990","Bavaria","in school","9","","",""
"Rarely","1990","Bavaria","inadequately","12","","",""
"Rarely","1990","Bavaria","general elemantary","91","0.256323114913034","0.213696426396128","0.298949803429941"
"Rarely","1990","Bavaria","middle vocational","266","0.323464485422575","0.291209190827398","0.355719780017751"
"Rarely","1990","Bavaria","vocational + Abi","18","","",""
"Rarely","1990","Bavaria","higher vocational","27","","",""
"Rarely","1990","Bavaria","higher education","31","0.229828876043972","0.158326877164843","0.301330874923101"
"Rarely","1990","Berlin","in school","2","","",""
"Rarely","1990","Berlin","inadequately","2","","",""
"Rarely","1990","Berlin","general elemantary","21","","",""
"Rarely","1990","Berlin","middle vocational","40","0.306086668683644","0.228630955027554","0.383542382339733"
"Rarely","1990","Berlin","vocational + Abi","4","","",""
"Rarely","1990","Berlin","higher vocational","10","","",""
"Rarely","1990","Berlin","higher education","12","","",""
"Rarely","1990","Brandenburg","in school","","","",""
"Rarely","1990","Brandenburg","inadequately","","","",""
"Rarely","1990","Brandenburg","general elemantary","","","",""
"Rarely","1990","Brandenburg","middle vocational","","","",""
"Rarely","1990","Brandenburg","vocational + Abi","","","",""
"Rarely","1990","Brandenburg","higher vocational","","","",""
"Rarely","1990","Brandenburg","higher education","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Rarely","1990","Saxony","in school","","","",""
"Rarely","1990","Saxony","inadequately","","","",""
"Rarely","1990","Saxony","general elemantary","","","",""
"Rarely","1990","Saxony","middle vocational","","","",""
"Rarely","1990","Saxony","vocational + Abi","","","",""
"Rarely","1990","Saxony","higher vocational","","","",""
"Rarely","1990","Saxony","higher education","","","",""
"Rarely","1990","Saxony-Anhalt","in school","","","",""
"Rarely","1990","Saxony-Anhalt","inadequately","","","",""
"Rarely","1990","Saxony-Anhalt","general elemantary","","","",""
"Rarely","1990","Saxony-Anhalt","middle vocational","","","",""
"Rarely","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Rarely","1990","Saxony-Anhalt","higher vocational","","","",""
"Rarely","1990","Saxony-Anhalt","higher education","","","",""
"Rarely","1990","Thuringia","in school","","","",""
"Rarely","1990","Thuringia","inadequately","","","",""
"Rarely","1990","Thuringia","general elemantary","","","",""
"Rarely","1990","Thuringia","middle vocational","","","",""
"Rarely","1990","Thuringia","vocational + Abi","","","",""
"Rarely","1990","Thuringia","higher vocational","","","",""
"Rarely","1990","Thuringia","higher education","","","",""
"Never","1990","Schleswig-Holstein","in school","2","","",""
"Never","1990","Schleswig-Holstein","inadequately","6","","",""
"Never","1990","Schleswig-Holstein","general elemantary","42","0.656753702106017","0.542207598999186","0.771299805212848"
"Never","1990","Schleswig-Holstein","middle vocational","64","0.364198234090447","0.289402072429645","0.438994395751249"
"Never","1990","Schleswig-Holstein","vocational + Abi","3","","",""
"Never","1990","Schleswig-Holstein","higher vocational","8","","",""
"Never","1990","Schleswig-Holstein","higher education","1","","",""
"Never","1990","Hamburg","in school","","","",""
"Never","1990","Hamburg","inadequately","7","","",""
"Never","1990","Hamburg","general elemantary","17","","",""
"Never","1990","Hamburg","middle vocational","49","0.535283398325083","0.433367917400978","0.637198879249187"
"Never","1990","Hamburg","vocational + Abi","1","","",""
"Never","1990","Hamburg","higher vocational","","","",""
"Never","1990","Hamburg","higher education","2","","",""
"Never","1990","Lower Saxony","in school","1","","",""
"Never","1990","Lower Saxony","inadequately","32","0.730612912754632","0.59644288646611","0.864782939043155"
