"pli0093_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Rarely","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","secondary school degree","(3a) lower tertiary education","16","","",""
"Rarely","1990","secondary school degree","(3b) higher tertiary education","4","","",""
"Rarely","1990","college entrance qualification","(0) in school","","","",""
"Rarely","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1990","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1990","college entrance qualification","(2c_gen) general maturity certificate","81","0.288225089477296","0.235267018161382","0.341183160793209"
"Rarely","1990","college entrance qualification","(2c_voc) vocational maturity certificate","102","0.289115040860453","0.240275778065316","0.33795430365559"
"Rarely","1990","college entrance qualification","(3a) lower tertiary education","65","0.373160178228965","0.302110187595533","0.444210168862397"
"Rarely","1990","college entrance qualification","(3b) higher tertiary education","141","0.343922200204779","0.298054468927713","0.389789931481845"
"Rarely","1990","Other degree","(0) in school","","","",""
"Rarely","1990","Other degree","(1a) inadequately completed","","","",""
"Rarely","1990","Other degree","(1b) general elementary school","71","0.103436249268512","0.0778928471935888","0.128979651343435"
"Rarely","1990","Other degree","(1c) basic vocational qualification","53","0.190932998560664","0.146457563565271","0.235408433556058"
"Rarely","1990","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1990","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1990","Other degree","(2c_gen) general maturity certificate","9","","",""
"Rarely","1990","Other degree","(2c_voc) vocational maturity certificate","20","","",""
"Rarely","1990","Other degree","(3a) lower tertiary education","2","","",""
"Rarely","1990","Other degree","(3b) higher tertiary education","5","","",""
"Rarely","1990","no degree/no degree yet","(0) in school","44","0.295025095020289","0.224138219048366","0.365911970992212"
"Rarely","1990","no degree/no degree yet","(1a) inadequately completed","96","0.154443115560191","0.127120696603914","0.181765534516467"
"Rarely","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1990","lower secondary degree","(0) in school","","","",""
"Never","1990","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1990","lower secondary degree","(1b) general elementary school","1025","0.665851306148932","0.642658961599591","0.689043650698272"
"Never","1990","lower secondary degree","(1c) basic vocational qualification","1413","0.493027890454986","0.474875614082693","0.511180166827278"
"Never","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1990","lower secondary degree","(2c_gen) general maturity certificate","6","","",""
"Never","1990","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Never","1990","lower secondary degree","(3a) lower tertiary education","4","","",""
"Never","1990","lower secondary degree","(3b) higher tertiary education","1","","",""
"Never","1990","secondary school degree","(0) in school","","","",""
"Never","1990","secondary school degree","(1a) inadequately completed","","","",""
"Never","1990","secondary school degree","(1b) general elementary school","","","",""
"Never","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1990","secondary school degree","(2b) intermediate general qualification","117","0.306204037855275","0.258591845303724","0.353816230406825"
"Never","1990","secondary school degree","(2a) intermediate vocational","407","0.332410110812971","0.306419864140017","0.358400357485925"
"Never","1990","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"Never","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","secondary school degree","(3a) lower tertiary education","11","","",""
"Never","1990","secondary school degree","(3b) higher tertiary education","3","","",""
"Never","1990","college entrance qualification","(0) in school","","","",""
"Never","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1990","college entrance qualification","(1b) general elementary school","","","",""
"Never","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1990","college entrance qualification","(2c_gen) general maturity certificate","60","0.222464968012364","0.173837043986529","0.271092892038198"
"Never","1990","college entrance qualification","(2c_voc) vocational maturity certificate","100","0.286328607071017","0.23763010434033","0.335027109801705"
"Never","1990","college entrance qualification","(3a) lower tertiary education","48","0.264203496755832","0.199431657371877","0.328975336139787"
"Never","1990","college entrance qualification","(3b) higher tertiary education","75","0.187055497215638","0.149401145901","0.224709848530276"
"Never","1990","Other degree","(0) in school","","","",""
"Never","1990","Other degree","(1a) inadequately completed","","","",""
"Never","1990","Other degree","(1b) general elementary school","441","0.798718421835795","0.76508658133352","0.832350262338069"
"Never","1990","Other degree","(1c) basic vocational qualification","214","0.692424896584364","0.640203390792447","0.744646402376281"
"Never","1990","Other degree","(2b) intermediate general qualification","","","",""
"Never","1990","Other degree","(2a) intermediate vocational","","","",""
"Never","1990","Other degree","(2c_gen) general maturity certificate","34","0.652201326894711","0.520187965856697","0.784214687932725"
"Never","1990","Other degree","(2c_voc) vocational maturity certificate","41","0.558639350030015","0.443944370049096","0.673334330010933"
"Never","1990","Other degree","(3a) lower tertiary education","1","","",""
"Never","1990","Other degree","(3b) higher tertiary education","15","","",""
"Never","1990","no degree/no degree yet","(0) in school","44","0.202043916981177","0.139632806002799","0.264455027959556"
"Never","1990","no degree/no degree yet","(1a) inadequately completed","543","0.796885500065409","0.766467414253293","0.827303585877525"
"Never","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1991","lower secondary degree","(0) in school","","","",""
"Daily","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1991","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1991","secondary school degree","(0) in school","","","",""
"Daily","1991","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1991","secondary school degree","(1b) general elementary school","","","",""
"Daily","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1991","college entrance qualification","(0) in school","","","",""
"Daily","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1991","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1991","Other degree","(0) in school","","","",""
"Daily","1991","Other degree","(1a) inadequately completed","","","",""
"Daily","1991","Other degree","(1b) general elementary school","","","",""
"Daily","1991","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1991","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1991","Other degree","(2a) intermediate vocational","","","",""
"Daily","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Other degree","(3a) lower tertiary education","","","",""
"Daily","1991","Other degree","(3b) higher tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(0) in school","","","",""
"Daily","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(0) in school","","","",""
"Min 1x per week","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1991","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Other degree","(0) in school","","","",""
"Min 1x per week","1991","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(0) in school","","","",""
"Min 1x per month","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1991","college entrance qualification","(1a) inadequately completed","","","",""
