"pli0093_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1997","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Rarely","1997","1-pers.-HH","(0) in school","","","",""
"Rarely","1997","1-pers.-HH","(1a) inadequately completed","","","",""
"Rarely","1997","1-pers.-HH","(1b) general elementary school","","","",""
"Rarely","1997","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Rarely","1997","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Rarely","1997","1-pers.-HH","(2a) intermediate vocational","","","",""
"Rarely","1997","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","1-pers.-HH","(3a) lower tertiary education","","","",""
"Rarely","1997","1-pers.-HH","(3b) higher tertiary education","","","",""
"Rarely","1997","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1997","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Rarely","1997","(Married) couple without C. ","(1b) general elementary school","","","",""
"Rarely","1997","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Rarely","1997","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Rarely","1997","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Rarely","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Rarely","1997","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Rarely","1997","Single parent ","(0) in school","","","",""
"Rarely","1997","Single parent ","(1a) inadequately completed","","","",""
"Rarely","1997","Single parent ","(1b) general elementary school","","","",""
"Rarely","1997","Single parent ","(1c) basic vocational qualification","","","",""
"Rarely","1997","Single parent ","(2b) intermediate general qualification","","","",""
"Rarely","1997","Single parent ","(2a) intermediate vocational","","","",""
"Rarely","1997","Single parent ","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","Single parent ","(3a) lower tertiary education","","","",""
"Rarely","1997","Single parent ","(3b) higher tertiary education","","","",""
"Rarely","1997","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1997","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Rarely","1997","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Rarely","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Rarely","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Rarely","1997","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Rarely","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Rarely","1997","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Rarely","1997","Couple + C. GT 16 ","(0) in school","","","",""
"Rarely","1997","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Rarely","1997","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Rarely","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Rarely","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Rarely","1997","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Rarely","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Rarely","1997","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(0) in school","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Rarely","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Never","1997","1-pers.-HH","(0) in school","","","",""
"Never","1997","1-pers.-HH","(1a) inadequately completed","","","",""
"Never","1997","1-pers.-HH","(1b) general elementary school","","","",""
"Never","1997","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Never","1997","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Never","1997","1-pers.-HH","(2a) intermediate vocational","","","",""
"Never","1997","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Never","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","1-pers.-HH","(3a) lower tertiary education","","","",""
"Never","1997","1-pers.-HH","(3b) higher tertiary education","","","",""
"Never","1997","(Married) couple without C. ","(0) in school","","","",""
"Never","1997","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Never","1997","(Married) couple without C. ","(1b) general elementary school","","","",""
"Never","1997","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Never","1997","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Never","1997","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Never","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Never","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Never","1997","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Never","1997","Single parent ","(0) in school","","","",""
"Never","1997","Single parent ","(1a) inadequately completed","","","",""
"Never","1997","Single parent ","(1b) general elementary school","","","",""
"Never","1997","Single parent ","(1c) basic vocational qualification","","","",""
"Never","1997","Single parent ","(2b) intermediate general qualification","","","",""
"Never","1997","Single parent ","(2a) intermediate vocational","","","",""
"Never","1997","Single parent ","(2c_gen) general maturity certificate","","","",""
"Never","1997","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","Single parent ","(3a) lower tertiary education","","","",""
"Never","1997","Single parent ","(3b) higher tertiary education","","","",""
"Never","1997","Couple + C. LE 16 ","(0) in school","","","",""
"Never","1997","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Never","1997","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Never","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Never","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Never","1997","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Never","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Never","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Never","1997","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Never","1997","Couple + C. GT 16 ","(0) in school","","","",""
"Never","1997","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Never","1997","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Never","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Never","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Never","1997","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Never","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Never","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Never","1997","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Never","1997","Couple + C. LE and GT 16","(0) in school","","","",""
"Never","1997","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Never","1997","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Never","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Never","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Never","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Never","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Never","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Never","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Daily","1998","1-pers.-HH","(0) in school","","","",""
"Daily","1998","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1998","1-pers.-HH","(1b) general elementary school","4","","",""
"Daily","1998","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"Daily","1998","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Daily","1998","1-pers.-HH","(2a) intermediate vocational","12","","",""
"Daily","1998","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"Daily","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"Daily","1998","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Daily","1998","1-pers.-HH","(3b) higher tertiary education","8","","",""
"Daily","1998","(Married) couple without C. ","(0) in school","1","","",""
"Daily","1998","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Daily","1998","(Married) couple without C. ","(1b) general elementary school","6","","",""
"Daily","1998","(Married) couple without C. ","(1c) basic vocational qualification","22","","",""
"Daily","1998","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Daily","1998","(Married) couple without C. ","(2a) intermediate vocational","16","","",""
"Daily","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"Daily","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","3","","",""
"Daily","1998","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"Daily","1998","(Married) couple without C. ","(3b) higher tertiary education","12","","",""
"Daily","1998","Single parent ","(0) in school","1","","",""
"Daily","1998","Single parent ","(1a) inadequately completed","","","",""
"Daily","1998","Single parent ","(1b) general elementary school","4","","",""
"Daily","1998","Single parent ","(1c) basic vocational qualification","1","","",""
"Daily","1998","Single parent ","(2b) intermediate general qualification","","","",""
"Daily","1998","Single parent ","(2a) intermediate vocational","5","","",""
"Daily","1998","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Daily","1998","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1998","Single parent ","(3a) lower tertiary education","","","",""
"Daily","1998","Single parent ","(3b) higher tertiary education","4","","",""
"Daily","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Daily","1998","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Daily","1998","Couple + C. LE 16 ","(1b) general elementary school","6","","",""
"Daily","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","8","","",""
"Daily","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Daily","1998","Couple + C. LE 16 ","(2a) intermediate vocational","14","","",""
"Daily","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Daily","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Daily","1998","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"Daily","1998","Couple + C. LE 16 ","(3b) higher tertiary education","12","","",""
"Daily","1998","Couple + C. GT 16 ","(0) in school","12","","",""
"Daily","1998","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Daily","1998","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Daily","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","13","","",""
"Daily","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Daily","1998","Couple + C. GT 16 ","(2a) intermediate vocational","4","","",""
"Daily","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","14","","",""
"Daily","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Daily","1998","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Daily","1998","Couple + C. GT 16 ","(3b) higher tertiary education","7","","",""
"Daily","1998","Couple + C. LE and GT 16","(0) in school","13","","",""
"Daily","1998","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Daily","1998","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Daily","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","3","","",""
"Daily","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Daily","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"Daily","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Daily","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Daily","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Daily","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Min 1x per week","1998","1-pers.-HH","(0) in school","1","","",""
"Min 1x per week","1998","1-pers.-HH","(1a) inadequately completed","2","","",""
"Min 1x per week","1998","1-pers.-HH","(1b) general elementary school","10","","",""
"Min 1x per week","1998","1-pers.-HH","(1c) basic vocational qualification","23","","",""
"Min 1x per week","1998","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1998","1-pers.-HH","(2a) intermediate vocational","38","0.123896475478524","0.0882958743041279","0.15949707665292"
"Min 1x per week","1998","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per week","1998","1-pers.-HH","(3a) lower tertiary education","19","","",""
"Min 1x per week","1998","1-pers.-HH","(3b) higher tertiary education","25","","",""
"Min 1x per week","1998","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1998","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Min 1x per week","1998","(Married) couple without C. ","(1b) general elementary school","22","","",""
"Min 1x per week","1998","(Married) couple without C. ","(1c) basic vocational qualification","85","0.0502384368086281","0.0395050110944311","0.0609718625228252"
"Min 1x per week","1998","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1998","(Married) couple without C. ","(2a) intermediate vocational","54","0.0737662349172458","0.0539293128505556","0.093603156983936"
"Min 1x per week","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","19","","",""
"Min 1x per week","1998","(Married) couple without C. ","(3a) lower tertiary education","34","0.123729509825542","0.0877088790083088","0.159750140642775"
"Min 1x per week","1998","(Married) couple without C. ","(3b) higher tertiary education","37","0.133943891847272","0.0957201989932996","0.172167584701245"
"Min 1x per week","1998","Single parent ","(0) in school","6","","",""
"Min 1x per week","1998","Single parent ","(1a) inadequately completed","","","",""
"Min 1x per week","1998","Single parent ","(1b) general elementary school","11","","",""
"Min 1x per week","1998","Single parent ","(1c) basic vocational qualification","2","","",""
"Min 1x per week","1998","Single parent ","(2b) intermediate general qualification","4","","",""
"Min 1x per week","1998","Single parent ","(2a) intermediate vocational","16","","",""
"Min 1x per week","1998","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1998","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1998","Single parent ","(3a) lower tertiary education","3","","",""
"Min 1x per week","1998","Single parent ","(3b) higher tertiary education","8","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(1b) general elementary school","9","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","46","0.06033982410679","0.0438085487118219","0.076871099501758"
"Min 1x per week","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(2a) intermediate vocational","70","0.0854570340140276","0.0675950686054159","0.103318999422639"
"Min 1x per week","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(3a) lower tertiary education","28","","",""
"Min 1x per week","1998","Couple + C. LE 16 ","(3b) higher tertiary education","44","0.166779066775244","0.121726340909828","0.211831792640659"
"Min 1x per week","1998","Couple + C. GT 16 ","(0) in school","25","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(1b) general elementary school","23","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","29","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","28","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(2a) intermediate vocational","29","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","27","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(3a) lower tertiary education","10","","",""
"Min 1x per week","1998","Couple + C. GT 16 ","(3b) higher tertiary education","14","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(0) in school","31","0.230377651717924","0.162767180080742","0.297988123355106"
"Min 1x per week","1998","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","10","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","18","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Min 1x per week","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Min 1x per month","1998","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1998","1-pers.-HH","(1a) inadequately completed","2","","",""
"Min 1x per month","1998","1-pers.-HH","(1b) general elementary school","11","","",""
"Min 1x per month","1998","1-pers.-HH","(1c) basic vocational qualification","32","0.0780880557026778","0.0544036955208219","0.101772415884534"
"Min 1x per month","1998","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1998","1-pers.-HH","(2a) intermediate vocational","41","0.113987144378205","0.0796473183505882","0.148326970405822"
"Min 1x per month","1998","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per month","1998","1-pers.-HH","(3a) lower tertiary education","15","","",""
"Min 1x per month","1998","1-pers.-HH","(3b) higher tertiary education","13","","",""
"Min 1x per month","1998","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1998","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Min 1x per month","1998","(Married) couple without C. ","(1b) general elementary school","23","","",""
"Min 1x per month","1998","(Married) couple without C. ","(1c) basic vocational qualification","108","0.0722059583254738","0.0594877683188476","0.0849241483321"
"Min 1x per month","1998","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1998","(Married) couple without C. ","(2a) intermediate vocational","59","0.10547664124536","0.0821657347200695","0.128787547770651"
"Min 1x per month","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","19","","",""
"Min 1x per month","1998","(Married) couple without C. ","(3a) lower tertiary education","38","0.0861755798492326","0.0554769450940548","0.11687421460441"
"Min 1x per month","1998","(Married) couple without C. ","(3b) higher tertiary education","52","0.197404544421632","0.152733604283465","0.242075484559799"
"Min 1x per month","1998","Single parent ","(0) in school","3","","",""
"Min 1x per month","1998","Single parent ","(1a) inadequately completed","1","","",""
"Min 1x per month","1998","Single parent ","(1b) general elementary school","7","","",""
"Min 1x per month","1998","Single parent ","(1c) basic vocational qualification","18","","",""
"Min 1x per month","1998","Single parent ","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1998","Single parent ","(2a) intermediate vocational","15","","",""
"Min 1x per month","1998","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1998","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per month","1998","Single parent ","(3a) lower tertiary education","6","","",""
"Min 1x per month","1998","Single parent ","(3b) higher tertiary education","4","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(1b) general elementary school","18","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","34","0.0346034581487951","0.0219143367858266","0.0472925795117637"
"Min 1x per month","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(2a) intermediate vocational","84","0.0853025895101456","0.0674552653545818","0.103149913665709"
"Min 1x per month","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","21","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(3a) lower tertiary education","28","","",""
"Min 1x per month","1998","Couple + C. LE 16 ","(3b) higher tertiary education","28","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(0) in school","12","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","38","0.0545101391136286","0.0372425727209836","0.0717777055062735"
"Min 1x per month","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(2a) intermediate vocational","35","0.0814732593604771","0.0555565621985989","0.107389956522355"
"Min 1x per month","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","20","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"Min 1x per month","1998","Couple + C. GT 16 ","(3b) higher tertiary education","34","0.212691869108018","0.148270484607892","0.277113253608144"
"Min 1x per month","1998","Couple + C. LE and GT 16","(0) in school","20","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(1b) general elementary school","9","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","16","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Min 1x per month","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","10","","",""
"Rarely","1998","1-pers.-HH","(0) in school","","","",""
"Rarely","1998","1-pers.-HH","(1a) inadequately completed","1","","",""
"Rarely","1998","1-pers.-HH","(1b) general elementary school","35","0.0946914151033178","0.0637512595697757","0.12563157063686"
"Rarely","1998","1-pers.-HH","(1c) basic vocational qualification","77","0.157145884947033","0.125020203871877","0.18927156602219"
"Rarely","1998","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Rarely","1998","1-pers.-HH","(2a) intermediate vocational","71","0.211000118531544","0.166911147755932","0.255089089307156"
"Rarely","1998","1-pers.-HH","(2c_gen) general maturity certificate","16","","",""
"Rarely","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","25","","",""
"Rarely","1998","1-pers.-HH","(3a) lower tertiary education","34","0.260857211119172","0.182293305807483","0.339421116430862"
"Rarely","1998","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Rarely","1998","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1998","(Married) couple without C. ","(1a) inadequately completed","12","","",""
"Rarely","1998","(Married) couple without C. ","(1b) general elementary school","87","0.173514902523731","0.142827787453653","0.204202017593808"
"Rarely","1998","(Married) couple without C. ","(1c) basic vocational qualification","399","0.266656405275234","0.244927254029938","0.288385556520529"
"Rarely","1998","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Rarely","1998","(Married) couple without C. ","(2a) intermediate vocational","252","0.389194808089199","0.352193246503981","0.426196369674418"
"Rarely","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","28","","",""
"Rarely","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","78","0.468921375159279","0.397010983721871","0.540831766596686"
"Rarely","1998","(Married) couple without C. ","(3a) lower tertiary education","108","0.333156121659056","0.281593907537691","0.38471833578042"
"Rarely","1998","(Married) couple without C. ","(3b) higher tertiary education","101","0.298676509458442","0.247312620574979","0.350040398341904"
"Rarely","1998","Single parent ","(0) in school","10","","",""
"Rarely","1998","Single parent ","(1a) inadequately completed","1","","",""
"Rarely","1998","Single parent ","(1b) general elementary school","12","","",""
"Rarely","1998","Single parent ","(1c) basic vocational qualification","43","0.281918231930599","0.214872124117292","0.348964339743906"
"Rarely","1998","Single parent ","(2b) intermediate general qualification","16","","",""
"Rarely","1998","Single parent ","(2a) intermediate vocational","33","0.244240338526996","0.171766417685351","0.316714259368641"
"Rarely","1998","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Rarely","1998","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Rarely","1998","Single parent ","(3a) lower tertiary education","13","","",""
"Rarely","1998","Single parent ","(3b) higher tertiary education","17","","",""
"Rarely","1998","Couple + C. LE 16 ","(0) in school","1","","",""
"Rarely","1998","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Rarely","1998","Couple + C. LE 16 ","(1b) general elementary school","46","0.163033248208793","0.121440370371577","0.204626126046009"
"Rarely","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","202","0.285482155198798","0.25412656690065","0.316837743496947"
"Rarely","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"Rarely","1998","Couple + C. LE 16 ","(2a) intermediate vocational","332","0.389325580659863","0.358171523429474","0.420479637890251"
"Rarely","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","23","","",""
