"pli0093_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Not Employed","Other degree","","","",""
"Min 1x per week","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Employed","secondary school degree","","","",""
"Min 1x per week","1993","Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Employed","Other degree","","","",""
"Min 1x per week","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Not Employed","secondary school degree","","","",""
"Min 1x per month","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Not Employed","Other degree","","","",""
"Min 1x per month","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Employed","secondary school degree","","","",""
"Min 1x per month","1993","Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Employed","Other degree","","","",""
"Min 1x per month","1993","Employed","no degree/no degree yet","","","",""
"Rarely","1993","Not Employed","lower secondary degree","","","",""
"Rarely","1993","Not Employed","secondary school degree","","","",""
"Rarely","1993","Not Employed","college entrance qualification","","","",""
"Rarely","1993","Not Employed","Other degree","","","",""
"Rarely","1993","Not Employed","no degree/no degree yet","","","",""
"Rarely","1993","Employed","lower secondary degree","","","",""
"Rarely","1993","Employed","secondary school degree","","","",""
"Rarely","1993","Employed","college entrance qualification","","","",""
"Rarely","1993","Employed","Other degree","","","",""
"Rarely","1993","Employed","no degree/no degree yet","","","",""
"Never","1993","Not Employed","lower secondary degree","","","",""
"Never","1993","Not Employed","secondary school degree","","","",""
"Never","1993","Not Employed","college entrance qualification","","","",""
"Never","1993","Not Employed","Other degree","","","",""
"Never","1993","Not Employed","no degree/no degree yet","","","",""
"Never","1993","Employed","lower secondary degree","","","",""
"Never","1993","Employed","secondary school degree","","","",""
"Never","1993","Employed","college entrance qualification","","","",""
"Never","1993","Employed","Other degree","","","",""
"Never","1993","Employed","no degree/no degree yet","","","",""
"Daily","1994","Not Employed","lower secondary degree","","","",""
"Daily","1994","Not Employed","secondary school degree","","","",""
"Daily","1994","Not Employed","college entrance qualification","","","",""
"Daily","1994","Not Employed","Other degree","","","",""
"Daily","1994","Not Employed","no degree/no degree yet","","","",""
"Daily","1994","Employed","lower secondary degree","","","",""
"Daily","1994","Employed","secondary school degree","","","",""
"Daily","1994","Employed","college entrance qualification","","","",""
"Daily","1994","Employed","Other degree","","","",""
"Daily","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Not Employed","secondary school degree","","","",""
"Min 1x per week","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Not Employed","Other degree","","","",""
"Min 1x per week","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Employed","secondary school degree","","","",""
"Min 1x per week","1994","Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Employed","Other degree","","","",""
"Min 1x per week","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Not Employed","secondary school degree","","","",""
"Min 1x per month","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Not Employed","Other degree","","","",""
"Min 1x per month","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Employed","secondary school degree","","","",""
"Min 1x per month","1994","Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Employed","Other degree","","","",""
"Min 1x per month","1994","Employed","no degree/no degree yet","","","",""
"Rarely","1994","Not Employed","lower secondary degree","","","",""
"Rarely","1994","Not Employed","secondary school degree","","","",""
"Rarely","1994","Not Employed","college entrance qualification","","","",""
"Rarely","1994","Not Employed","Other degree","","","",""
"Rarely","1994","Not Employed","no degree/no degree yet","","","",""
"Rarely","1994","Employed","lower secondary degree","","","",""
"Rarely","1994","Employed","secondary school degree","","","",""
"Rarely","1994","Employed","college entrance qualification","","","",""
"Rarely","1994","Employed","Other degree","","","",""
"Rarely","1994","Employed","no degree/no degree yet","","","",""
"Never","1994","Not Employed","lower secondary degree","","","",""
"Never","1994","Not Employed","secondary school degree","","","",""
"Never","1994","Not Employed","college entrance qualification","","","",""
"Never","1994","Not Employed","Other degree","","","",""
"Never","1994","Not Employed","no degree/no degree yet","","","",""
"Never","1994","Employed","lower secondary degree","","","",""
"Never","1994","Employed","secondary school degree","","","",""
"Never","1994","Employed","college entrance qualification","","","",""
"Never","1994","Employed","Other degree","","","",""
"Never","1994","Employed","no degree/no degree yet","","","",""
"Daily","1995","Not Employed","lower secondary degree","41","0.0153233453893987","0.0104504418169788","0.0201962489618186"
"Daily","1995","Not Employed","secondary school degree","39","0.0440172250643162","0.0299511339435553","0.0580833161850772"
"Daily","1995","Not Employed","college entrance qualification","36","0.0714473894319448","0.0485478685126275","0.0943469103512621"
"Daily","1995","Not Employed","Other degree","7","","",""
"Daily","1995","Not Employed","no degree/no degree yet","35","0.0979577328825564","0.0732271469516824","0.12268831881343"
"Daily","1995","Employed","lower secondary degree","56","0.0205606450454208","0.0154362941273709","0.0256849959634706"
"Daily","1995","Employed","secondary school degree","58","0.0257717912603975","0.0198592403466116","0.0316843421741834"
"Daily","1995","Employed","college entrance qualification","62","0.0533609602943779","0.0416793606839954","0.0650425599047605"
"Daily","1995","Employed","Other degree","5","","",""
"Daily","1995","Employed","no degree/no degree yet","1","","",""
"Min 1x per week","1995","Not Employed","lower secondary degree","136","0.0606173123332724","0.0511509349118611","0.0700836897546837"
"Min 1x per week","1995","Not Employed","secondary school degree","84","0.117569985506947","0.095483560202158","0.139656410811737"
"Min 1x per week","1995","Not Employed","college entrance qualification","76","0.166319186630583","0.133213619214393","0.199424754046774"
"Min 1x per week","1995","Not Employed","Other degree","17","","",""
"Min 1x per week","1995","Not Employed","no degree/no degree yet","65","0.16277322930455","0.132060766564214","0.193485692044886"
"Min 1x per week","1995","Employed","lower secondary degree","202","0.0702795447846417","0.0610491052280619","0.0795099843412214"
"Min 1x per week","1995","Employed","secondary school degree","227","0.0910343743883741","0.0803006935723888","0.10176805520436"
"Min 1x per week","1995","Employed","college entrance qualification","205","0.153830021161002","0.135078018791762","0.172582023530241"
"Min 1x per week","1995","Employed","Other degree","34","0.0749499988332853","0.0566119164500303","0.0932880812165402"
"Min 1x per week","1995","Employed","no degree/no degree yet","7","","",""
"Min 1x per month","1995","Not Employed","lower secondary degree","123","0.0520583830576056","0.0432458586304741","0.060870907484737"
"Min 1x per month","1995","Not Employed","secondary school degree","88","0.0962133551900654","0.0759930501774837","0.116433660202647"
"Min 1x per month","1995","Not Employed","college entrance qualification","66","0.133428089584176","0.103196854250243","0.163659324918109"
"Min 1x per month","1995","Not Employed","Other degree","18","","",""
"Min 1x per month","1995","Not Employed","no degree/no degree yet","30","0.0624130428060161","0.0422876180023621","0.08253846760967"
"Min 1x per month","1995","Employed","lower secondary degree","220","0.0864148629716596","0.0762687322055704","0.0965609937377488"
"Min 1x per month","1995","Employed","secondary school degree","265","0.0951144594134919","0.0841675295138776","0.106061389313106"
"Min 1x per month","1995","Employed","college entrance qualification","214","0.168112054321279","0.148675013977887","0.187549094664671"
"Min 1x per month","1995","Employed","Other degree","36","0.0602433950939317","0.0436724257774521","0.0768143644104113"
"Min 1x per month","1995","Employed","no degree/no degree yet","9","","",""
"Rarely","1995","Not Employed","lower secondary degree","465","0.190438930459101","0.174862538183236","0.206015322734966"
"Rarely","1995","Not Employed","secondary school degree","228","0.303328109050604","0.271806561162228","0.334849656938979"
"Rarely","1995","Not Employed","college entrance qualification","152","0.274819396967441","0.235129795586589","0.314508998348293"
"Rarely","1995","Not Employed","Other degree","48","0.0923277287386177","0.0633356527564908","0.121319804720745"
"Rarely","1995","Not Employed","no degree/no degree yet","98","0.192381029702892","0.159587665091791","0.225174394313994"
"Rarely","1995","Employed","lower secondary degree","889","0.307520025201996","0.290856302498177","0.324183747905815"
"Rarely","1995","Employed","secondary school degree","1093","0.40799015550745","0.389651751043581","0.426328559971319"
"Rarely","1995","Employed","college entrance qualification","558","0.356674815102511","0.3317776561528","0.381571974052222"
"Rarely","1995","Employed","Other degree","141","0.183347197963632","0.156398277845518","0.210296118081746"
"Rarely","1995","Employed","no degree/no degree yet","35","0.0962557819722053","0.0632094275062473","0.129302136438163"
"Never","1995","Not Employed","lower secondary degree","1676","0.681562028760622","0.663080864843333","0.700043192677912"
"Never","1995","Not Employed","secondary school degree","378","0.438871325188067","0.404843288133626","0.472899362242508"
"Never","1995","Not Employed","college entrance qualification","156","0.353985937385855","0.311470764735361","0.396501110036348"
"Never","1995","Not Employed","Other degree","293","0.713619539525038","0.668345029179866","0.758894049870209"
"Never","1995","Not Employed","no degree/no degree yet","327","0.484474965303985","0.442897103665635","0.526052826942336"
"Never","1995","Employed","lower secondary degree","1579","0.515224921996282","0.497178118342668","0.533271725649896"
"Never","1995","Employed","secondary school degree","1116","0.380089219430287","0.361976668853951","0.398201770006622"
"Never","1995","Employed","college entrance qualification","383","0.26802214912083","0.245000702764038","0.291043595477623"
"Never","1995","Employed","Other degree","576","0.66911263541133","0.636342728519676","0.701882542302984"
"Never","1995","Employed","no degree/no degree yet","254","0.853532838380839","0.81391711159918","0.893148565162498"
"Daily","1996","Not Employed","lower secondary degree","","","",""
"Daily","1996","Not Employed","secondary school degree","","","",""
"Daily","1996","Not Employed","college entrance qualification","","","",""
"Daily","1996","Not Employed","Other degree","","","",""
"Daily","1996","Not Employed","no degree/no degree yet","","","",""
"Daily","1996","Employed","lower secondary degree","","","",""
"Daily","1996","Employed","secondary school degree","","","",""
"Daily","1996","Employed","college entrance qualification","","","",""
"Daily","1996","Employed","Other degree","","","",""
"Daily","1996","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1996","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1996","Not Employed","secondary school degree","","","",""
"Min 1x per week","1996","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1996","Not Employed","Other degree","","","",""
"Min 1x per week","1996","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1996","Employed","lower secondary degree","","","",""
"Min 1x per week","1996","Employed","secondary school degree","","","",""
"Min 1x per week","1996","Employed","college entrance qualification","","","",""
"Min 1x per week","1996","Employed","Other degree","","","",""
"Min 1x per week","1996","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1996","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1996","Not Employed","secondary school degree","","","",""
"Min 1x per month","1996","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1996","Not Employed","Other degree","","","",""
"Min 1x per month","1996","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1996","Employed","lower secondary degree","","","",""
"Min 1x per month","1996","Employed","secondary school degree","","","",""
"Min 1x per month","1996","Employed","college entrance qualification","","","",""
"Min 1x per month","1996","Employed","Other degree","","","",""
"Min 1x per month","1996","Employed","no degree/no degree yet","","","",""
"Rarely","1996","Not Employed","lower secondary degree","","","",""
"Rarely","1996","Not Employed","secondary school degree","","","",""
"Rarely","1996","Not Employed","college entrance qualification","","","",""
"Rarely","1996","Not Employed","Other degree","","","",""
"Rarely","1996","Not Employed","no degree/no degree yet","","","",""
"Rarely","1996","Employed","lower secondary degree","","","",""
"Rarely","1996","Employed","secondary school degree","","","",""
"Rarely","1996","Employed","college entrance qualification","","","",""
"Rarely","1996","Employed","Other degree","","","",""
"Rarely","1996","Employed","no degree/no degree yet","","","",""
"Never","1996","Not Employed","lower secondary degree","","","",""
"Never","1996","Not Employed","secondary school degree","","","",""
"Never","1996","Not Employed","college entrance qualification","","","",""
"Never","1996","Not Employed","Other degree","","","",""
"Never","1996","Not Employed","no degree/no degree yet","","","",""
"Never","1996","Employed","lower secondary degree","","","",""
"Never","1996","Employed","secondary school degree","","","",""
"Never","1996","Employed","college entrance qualification","","","",""
"Never","1996","Employed","Other degree","","","",""
"Never","1996","Employed","no degree/no degree yet","","","",""
"Daily","1997","Not Employed","lower secondary degree","","","",""
"Daily","1997","Not Employed","secondary school degree","","","",""
"Daily","1997","Not Employed","college entrance qualification","","","",""
"Daily","1997","Not Employed","Other degree","","","",""
"Daily","1997","Not Employed","no degree/no degree yet","","","",""
"Daily","1997","Employed","lower secondary degree","","","",""
"Daily","1997","Employed","secondary school degree","","","",""
"Daily","1997","Employed","college entrance qualification","","","",""
"Daily","1997","Employed","Other degree","","","",""
"Daily","1997","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1997","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1997","Not Employed","secondary school degree","","","",""
"Min 1x per week","1997","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1997","Not Employed","Other degree","","","",""
"Min 1x per week","1997","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1997","Employed","lower secondary degree","","","",""
"Min 1x per week","1997","Employed","secondary school degree","","","",""
"Min 1x per week","1997","Employed","college entrance qualification","","","",""
"Min 1x per week","1997","Employed","Other degree","","","",""
"Min 1x per week","1997","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1997","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1997","Not Employed","secondary school degree","","","",""
"Min 1x per month","1997","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1997","Not Employed","Other degree","","","",""
"Min 1x per month","1997","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1997","Employed","lower secondary degree","","","",""
"Min 1x per month","1997","Employed","secondary school degree","","","",""
"Min 1x per month","1997","Employed","college entrance qualification","","","",""
"Min 1x per month","1997","Employed","Other degree","","","",""
"Min 1x per month","1997","Employed","no degree/no degree yet","","","",""
"Rarely","1997","Not Employed","lower secondary degree","","","",""
"Rarely","1997","Not Employed","secondary school degree","","","",""
"Rarely","1997","Not Employed","college entrance qualification","","","",""
"Rarely","1997","Not Employed","Other degree","","","",""
"Rarely","1997","Not Employed","no degree/no degree yet","","","",""
"Rarely","1997","Employed","lower secondary degree","","","",""
"Rarely","1997","Employed","secondary school degree","","","",""
"Rarely","1997","Employed","college entrance qualification","","","",""
"Rarely","1997","Employed","Other degree","","","",""
"Rarely","1997","Employed","no degree/no degree yet","","","",""
"Never","1997","Not Employed","lower secondary degree","","","",""
"Never","1997","Not Employed","secondary school degree","","","",""
"Never","1997","Not Employed","college entrance qualification","","","",""
"Never","1997","Not Employed","Other degree","","","",""
"Never","1997","Not Employed","no degree/no degree yet","","","",""
"Never","1997","Employed","lower secondary degree","","","",""
"Never","1997","Employed","secondary school degree","","","",""
"Never","1997","Employed","college entrance qualification","","","",""
"Never","1997","Employed","Other degree","","","",""
"Never","1997","Employed","no degree/no degree yet","","","",""
"Daily","1998","Not Employed","lower secondary degree","37","0.0117312411758892","0.00766908923522721","0.0157933931165513"
"Daily","1998","Not Employed","secondary school degree","34","0.0301265079002048","0.0190447939719904","0.0412082218284192"
"Daily","1998","Not Employed","college entrance qualification","39","0.0943323858406334","0.0701021849169032","0.118562586764364"
"Daily","1998","Not Employed","Other degree","3","","",""
"Daily","1998","Not Employed","no degree/no degree yet","28","","",""
"Daily","1998","Employed","lower secondary degree","46","0.0190159989202678","0.0140381755653682","0.0239938222751674"
"Daily","1998","Employed","secondary school degree","52","0.0223597318998145","0.0170289344032135","0.0276905293964156"
"Daily","1998","Employed","college entrance qualification","56","0.0414432328054348","0.0318174286149267","0.0510690369959429"
"Daily","1998","Employed","Other degree","8","","",""
"Daily","1998","Employed","no degree/no degree yet","1","","",""
"Min 1x per week","1998","Not Employed","lower secondary degree","133","0.0507356318697912","0.0424562717105054","0.0590149920290769"
"Min 1x per week","1998","Not Employed","secondary school degree","105","0.128641356601285","0.106936157669483","0.150346555533087"
"Min 1x per week","1998","Not Employed","college entrance qualification","86","0.154966892967982","0.124968463935985","0.18496532199998"
"Min 1x per week","1998","Not Employed","Other degree","14","","",""
"Min 1x per week","1998","Not Employed","no degree/no degree yet","61","0.131412829210638","0.103480604889381","0.159345053531895"
"Min 1x per week","1998","Employed","lower secondary degree","158","0.0582407558943363","0.0497051885323922","0.0667763232562804"
"Min 1x per week","1998","Employed","secondary school degree","235","0.0833206999046338","0.0733562227600217","0.0932851770492458"
"Min 1x per week","1998","Employed","college entrance qualification","227","0.157119031809654","0.13954389103009","0.174694172589217"
"Min 1x per week","1998","Employed","Other degree","15","","",""
"Min 1x per week","1998","Employed","no degree/no degree yet","9","","",""
"Min 1x per month","1998","Not Employed","lower secondary degree","133","0.0470861604989872","0.0390948113596296","0.0550775096383448"
"Min 1x per month","1998","Not Employed","secondary school degree","102","0.094259992118127","0.0753173537398522","0.113202630496402"
"Min 1x per month","1998","Not Employed","college entrance qualification","74","0.12782593846995","0.100146755576573","0.155505121363326"
"Min 1x per month","1998","Not Employed","Other degree","16","","",""
"Min 1x per month","1998","Not Employed","no degree/no degree yet","40","0.0815346495893651","0.0589099705828434","0.104159328595887"
"Min 1x per month","1998","Employed","lower secondary degree","197","0.0749122659108125","0.0653178868066651","0.08450664501496"
