"pli0093_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Thuringia","direct migration background","","","",""
"Min 1x per month","1990","Thuringia","indirect migration background","","","",""
"Rarely","1990","Schleswig-Holstein","no migration background","84","0.352728662176436","0.29314006271901","0.412317261633862"
"Rarely","1990","Schleswig-Holstein","direct migration background","3","","",""
"Rarely","1990","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1990","Hamburg","no migration background","38","0.283443953194438","0.203144222878273","0.363743683510602"
"Rarely","1990","Hamburg","direct migration background","7","","",""
"Rarely","1990","Hamburg","indirect migration background","1","","",""
"Rarely","1990","Lower Saxony","no migration background","252","0.29981566005588","0.268125555529547","0.331505764582213"
"Rarely","1990","Lower Saxony","direct migration background","36","0.218625765280783","0.153347599147764","0.283903931413802"
"Rarely","1990","Lower Saxony","indirect migration background","3","","",""
"Rarely","1990","Bremen","no migration background","18","","",""
"Rarely","1990","Bremen","direct migration background","5","","",""
"Rarely","1990","Bremen","indirect migration background","","","",""
"Rarely","1990","North Rhine-Westphalia","no migration background","563","0.302285071702334","0.281110415270909","0.323459728133759"
"Rarely","1990","North Rhine-Westphalia","direct migration background","109","0.218192743048549","0.186872158452712","0.249513327644386"
"Rarely","1990","North Rhine-Westphalia","indirect migration background","19","","",""
"Rarely","1990","Hesse","no migration background","195","0.307353766200989","0.270587848404183","0.344119683997795"
"Rarely","1990","Hesse","direct migration background","33","0.158155303539596","0.119707820701862","0.196602786377329"
"Rarely","1990","Hesse","indirect migration background","3","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no migration background","118","0.21242197913068","0.177891688977482","0.246952269283878"
"Rarely","1990","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Rarely","1990","Baden-Württemberg","no migration background","340","0.324229671258019","0.295712670072534","0.352746672443503"
"Rarely","1990","Baden-Württemberg","direct migration background","154","0.260876418828511","0.227968836130775","0.293784001526246"
"Rarely","1990","Baden-Württemberg","indirect migration background","14","","",""
"Rarely","1990","Bavaria","no migration background","370","0.300837045892355","0.274680643843511","0.3269934479412"
"Rarely","1990","Bavaria","direct migration background","72","0.229846697570226","0.186445449832313","0.273247945308139"
"Rarely","1990","Bavaria","indirect migration background","19","","",""
"Rarely","1990","Berlin","no migration background","75","0.339580894351378","0.276426633918269","0.402735154784488"
"Rarely","1990","Berlin","direct migration background","15","","",""
"Rarely","1990","Berlin","indirect migration background","3","","",""
"Rarely","1990","Brandenburg","no migration background","","","",""
"Rarely","1990","Brandenburg","direct migration background","","","",""
"Rarely","1990","Brandenburg","indirect migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1990","Saxony","no migration background","","","",""
"Rarely","1990","Saxony","direct migration background","","","",""
"Rarely","1990","Saxony","indirect migration background","","","",""
"Rarely","1990","Saxony-Anhalt","no migration background","","","",""
"Rarely","1990","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1990","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1990","Thuringia","no migration background","","","",""
"Rarely","1990","Thuringia","direct migration background","","","",""
"Rarely","1990","Thuringia","indirect migration background","","","",""
"Never","1990","Schleswig-Holstein","no migration background","107","0.405924657606252","0.344683541870054","0.46716577334245"
"Never","1990","Schleswig-Holstein","direct migration background","22","","",""
"Never","1990","Schleswig-Holstein","indirect migration background","2","","",""
"Never","1990","Hamburg","no migration background","50","0.430690937784369","0.342461741874212","0.518920133694526"
"Never","1990","Hamburg","direct migration background","25","","",""
"Never","1990","Hamburg","indirect migration background","1","","",""
"Never","1990","Lower Saxony","no migration background","331","0.442444985193097","0.408092052374831","0.476797918011363"
"Never","1990","Lower Saxony","direct migration background","96","0.57316306358963","0.495043856717736","0.651282270461523"
"Never","1990","Lower Saxony","indirect migration background","12","","",""
"Never","1990","Bremen","no migration background","45","0.530324512852651","0.423596543589743","0.637052482115559"
"Never","1990","Bremen","direct migration background","10","","",""
"Never","1990","Bremen","indirect migration background","1","","",""
"Never","1990","North Rhine-Westphalia","no migration background","797","0.454252039513013","0.431295124927218","0.477208954098808"
"Never","1990","North Rhine-Westphalia","direct migration background","474","0.624877799606629","0.588162777744177","0.66159282146908"
"Never","1990","North Rhine-Westphalia","indirect migration background","43","0.596788089986812","0.491885744747585","0.70169043522604"
"Never","1990","Hesse","no migration background","274","0.476952484228068","0.43715290018585","0.516752068270285"
"Never","1990","Hesse","direct migration background","282","0.705458188239809","0.657427461497066","0.753488914982553"
"Never","1990","Hesse","indirect migration background","11","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no migration background","296","0.553971428954246","0.512007249919242","0.59593560798925"
"Never","1990","Rhineland-Palatinate,Saarland","direct migration background","94","0.741052894874027","0.66234745607958","0.819758333668474"
"Never","1990","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Never","1990","Baden-Württemberg","no migration background","395","0.391930664414619","0.36218942319245","0.421671905636788"
"Never","1990","Baden-Württemberg","direct migration background","447","0.544293891540772","0.506970663750756","0.581617119330787"
"Never","1990","Baden-Württemberg","indirect migration background","33","0.366320617350999","0.255032880007248","0.47760835469475"
"Never","1990","Bavaria","no migration background","472","0.426853323722452","0.398643825249381","0.455062822195522"
"Never","1990","Bavaria","direct migration background","229","0.477089867844821","0.42556604061822","0.528613695071421"
"Never","1990","Bavaria","indirect migration background","17","","",""
"Never","1990","Berlin","no migration background","75","0.399384266599193","0.334068948871114","0.464699584327272"
"Never","1990","Berlin","direct migration background","70","0.533906570381556","0.435641398789453","0.632171741973659"
"Never","1990","Berlin","indirect migration background","8","","",""
"Never","1990","Brandenburg","no migration background","","","",""
"Never","1990","Brandenburg","direct migration background","","","",""
"Never","1990","Brandenburg","indirect migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1990","Saxony","no migration background","","","",""
"Never","1990","Saxony","direct migration background","","","",""
"Never","1990","Saxony","indirect migration background","","","",""
"Never","1990","Saxony-Anhalt","no migration background","","","",""
"Never","1990","Saxony-Anhalt","direct migration background","","","",""
"Never","1990","Saxony-Anhalt","indirect migration background","","","",""
"Never","1990","Thuringia","no migration background","","","",""
"Never","1990","Thuringia","direct migration background","","","",""
"Never","1990","Thuringia","indirect migration background","","","",""
"Daily","1991","Schleswig-Holstein","no migration background","","","",""
"Daily","1991","Schleswig-Holstein","direct migration background","","","",""
"Daily","1991","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1991","Hamburg","no migration background","","","",""
"Daily","1991","Hamburg","direct migration background","","","",""
"Daily","1991","Hamburg","indirect migration background","","","",""
"Daily","1991","Lower Saxony","no migration background","","","",""
"Daily","1991","Lower Saxony","direct migration background","","","",""
"Daily","1991","Lower Saxony","indirect migration background","","","",""
"Daily","1991","Bremen","no migration background","","","",""
"Daily","1991","Bremen","direct migration background","","","",""
"Daily","1991","Bremen","indirect migration background","","","",""
"Daily","1991","North Rhine-Westphalia","no migration background","","","",""
"Daily","1991","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1991","Hesse","no migration background","","","",""
"Daily","1991","Hesse","direct migration background","","","",""
"Daily","1991","Hesse","indirect migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1991","Baden-Württemberg","no migration background","","","",""
"Daily","1991","Baden-Württemberg","direct migration background","","","",""
"Daily","1991","Baden-Württemberg","indirect migration background","","","",""
"Daily","1991","Bavaria","no migration background","","","",""
"Daily","1991","Bavaria","direct migration background","","","",""
"Daily","1991","Bavaria","indirect migration background","","","",""
"Daily","1991","Berlin","no migration background","","","",""
"Daily","1991","Berlin","direct migration background","","","",""
"Daily","1991","Berlin","indirect migration background","","","",""
"Daily","1991","Brandenburg","no migration background","","","",""
"Daily","1991","Brandenburg","direct migration background","","","",""
"Daily","1991","Brandenburg","indirect migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1991","Saxony","no migration background","","","",""
"Daily","1991","Saxony","direct migration background","","","",""
"Daily","1991","Saxony","indirect migration background","","","",""
"Daily","1991","Saxony-Anhalt","no migration background","","","",""
"Daily","1991","Saxony-Anhalt","direct migration background","","","",""
"Daily","1991","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1991","Thuringia","no migration background","","","",""
"Daily","1991","Thuringia","direct migration background","","","",""
"Daily","1991","Thuringia","indirect migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1991","Hamburg","no migration background","","","",""
"Min 1x per week","1991","Hamburg","direct migration background","","","",""
"Min 1x per week","1991","Hamburg","indirect migration background","","","",""
"Min 1x per week","1991","Lower Saxony","no migration background","","","",""
"Min 1x per week","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Bremen","no migration background","","","",""
"Min 1x per week","1991","Bremen","direct migration background","","","",""
"Min 1x per week","1991","Bremen","indirect migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1991","Hesse","no migration background","","","",""
"Min 1x per week","1991","Hesse","direct migration background","","","",""
"Min 1x per week","1991","Hesse","indirect migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1991","Bavaria","no migration background","","","",""
"Min 1x per week","1991","Bavaria","direct migration background","","","",""
"Min 1x per week","1991","Bavaria","indirect migration background","","","",""
"Min 1x per week","1991","Berlin","no migration background","","","",""
"Min 1x per week","1991","Berlin","direct migration background","","","",""
"Min 1x per week","1991","Berlin","indirect migration background","","","",""
"Min 1x per week","1991","Brandenburg","no migration background","","","",""
"Min 1x per week","1991","Brandenburg","direct migration background","","","",""
"Min 1x per week","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1991","Saxony","no migration background","","","",""
"Min 1x per week","1991","Saxony","direct migration background","","","",""
"Min 1x per week","1991","Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1991","Thuringia","no migration background","","","",""
"Min 1x per week","1991","Thuringia","direct migration background","","","",""
"Min 1x per week","1991","Thuringia","indirect migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1991","Hamburg","no migration background","","","",""
"Min 1x per month","1991","Hamburg","direct migration background","","","",""
"Min 1x per month","1991","Hamburg","indirect migration background","","","",""
"Min 1x per month","1991","Lower Saxony","no migration background","","","",""
"Min 1x per month","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Bremen","no migration background","","","",""
"Min 1x per month","1991","Bremen","direct migration background","","","",""
"Min 1x per month","1991","Bremen","indirect migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1991","Hesse","no migration background","","","",""
"Min 1x per month","1991","Hesse","direct migration background","","","",""
"Min 1x per month","1991","Hesse","indirect migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1991","Bavaria","no migration background","","","",""
"Min 1x per month","1991","Bavaria","direct migration background","","","",""
"Min 1x per month","1991","Bavaria","indirect migration background","","","",""
"Min 1x per month","1991","Berlin","no migration background","","","",""
"Min 1x per month","1991","Berlin","direct migration background","","","",""
"Min 1x per month","1991","Berlin","indirect migration background","","","",""
"Min 1x per month","1991","Brandenburg","no migration background","","","",""
"Min 1x per month","1991","Brandenburg","direct migration background","","","",""
"Min 1x per month","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1991","Saxony","no migration background","","","",""
"Min 1x per month","1991","Saxony","direct migration background","","","",""
"Min 1x per month","1991","Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1991","Thuringia","no migration background","","","",""
"Min 1x per month","1991","Thuringia","direct migration background","","","",""
"Min 1x per month","1991","Thuringia","indirect migration background","","","",""
"Rarely","1991","Schleswig-Holstein","no migration background","","","",""
"Rarely","1991","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1991","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1991","Hamburg","no migration background","","","",""
"Rarely","1991","Hamburg","direct migration background","","","",""
"Rarely","1991","Hamburg","indirect migration background","","","",""
"Rarely","1991","Lower Saxony","no migration background","","","",""
"Rarely","1991","Lower Saxony","direct migration background","","","",""
"Rarely","1991","Lower Saxony","indirect migration background","","","",""
"Rarely","1991","Bremen","no migration background","","","",""
"Rarely","1991","Bremen","direct migration background","","","",""
"Rarely","1991","Bremen","indirect migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1991","Hesse","no migration background","","","",""
"Rarely","1991","Hesse","direct migration background","","","",""
"Rarely","1991","Hesse","indirect migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1991","Baden-Württemberg","no migration background","","","",""
"Rarely","1991","Baden-Württemberg","direct migration background","","","",""
"Rarely","1991","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1991","Bavaria","no migration background","","","",""
"Rarely","1991","Bavaria","direct migration background","","","",""
"Rarely","1991","Bavaria","indirect migration background","","","",""
"Rarely","1991","Berlin","no migration background","","","",""
"Rarely","1991","Berlin","direct migration background","","","",""
"Rarely","1991","Berlin","indirect migration background","","","",""
"Rarely","1991","Brandenburg","no migration background","","","",""
"Rarely","1991","Brandenburg","direct migration background","","","",""
"Rarely","1991","Brandenburg","indirect migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1991","Saxony","no migration background","","","",""
"Rarely","1991","Saxony","direct migration background","","","",""
"Rarely","1991","Saxony","indirect migration background","","","",""
"Rarely","1991","Saxony-Anhalt","no migration background","","","",""
"Rarely","1991","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1991","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1991","Thuringia","no migration background","","","",""
"Rarely","1991","Thuringia","direct migration background","","","",""
"Rarely","1991","Thuringia","indirect migration background","","","",""
"Never","1991","Schleswig-Holstein","no migration background","","","",""
"Never","1991","Schleswig-Holstein","direct migration background","","","",""
"Never","1991","Schleswig-Holstein","indirect migration background","","","",""
"Never","1991","Hamburg","no migration background","","","",""
"Never","1991","Hamburg","direct migration background","","","",""
"Never","1991","Hamburg","indirect migration background","","","",""
"Never","1991","Lower Saxony","no migration background","","","",""
"Never","1991","Lower Saxony","direct migration background","","","",""
"Never","1991","Lower Saxony","indirect migration background","","","",""
"Never","1991","Bremen","no migration background","","","",""
"Never","1991","Bremen","direct migration background","","","",""
"Never","1991","Bremen","indirect migration background","","","",""
"Never","1991","North Rhine-Westphalia","no migration background","","","",""
"Never","1991","North Rhine-Westphalia","direct migration background","","","",""
"Never","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1991","Hesse","no migration background","","","",""
"Never","1991","Hesse","direct migration background","","","",""
"Never","1991","Hesse","indirect migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1991","Baden-Württemberg","no migration background","","","",""
"Never","1991","Baden-Württemberg","direct migration background","","","",""
