"pli0093_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","college entrance qualification","higher vocational","21","","",""
"Min 1x per week","1990","college entrance qualification","higher education","109","0.192702834708321","0.16087677665703","0.224528892759612"
"Min 1x per week","1990","Other degree","in school","","","",""
"Min 1x per week","1990","Other degree","inadequately","3","","",""
"Min 1x per week","1990","Other degree","general elemantary","9","","",""
"Min 1x per week","1990","Other degree","middle vocational","15","","",""
"Min 1x per week","1990","Other degree","vocational + Abi","1","","",""
"Min 1x per week","1990","Other degree","higher vocational","","","",""
"Min 1x per week","1990","Other degree","higher education","3","","",""
"Min 1x per week","1990","no degree/no degree yet","in school","35","0.23506019223786","0.169149980998462","0.300970403477258"
"Min 1x per week","1990","no degree/no degree yet","inadequately","8","","",""
"Min 1x per week","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1990","no degree/no degree yet","middle vocational","3","","",""
"Min 1x per week","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1990","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1990","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1990","lower secondary degree","in school","","","",""
"Min 1x per month","1990","lower secondary degree","inadequately","","","",""
"Min 1x per month","1990","lower secondary degree","general elemantary","106","0.0561299065121106","0.0448126954683983","0.0674471175558229"
"Min 1x per month","1990","lower secondary degree","middle vocational","290","0.105837304778876","0.0942315254655912","0.117443084092161"
"Min 1x per month","1990","lower secondary degree","vocational + Abi","1","","",""
"Min 1x per month","1990","lower secondary degree","higher vocational","27","","",""
"Min 1x per month","1990","lower secondary degree","higher education","1","","",""
"Min 1x per month","1990","secondary school degree","in school","","","",""
"Min 1x per month","1990","secondary school degree","inadequately","","","",""
"Min 1x per month","1990","secondary school degree","general elemantary","76","0.20277109013412","0.161238274120741","0.244303906147498"
"Min 1x per month","1990","secondary school degree","middle vocational","183","0.168507283890091","0.14639706738168","0.190617500398501"
"Min 1x per month","1990","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1990","secondary school degree","higher vocational","26","","",""
"Min 1x per month","1990","secondary school degree","higher education","12","","",""
"Min 1x per month","1990","college entrance qualification","in school","","","",""
"Min 1x per month","1990","college entrance qualification","inadequately","","","",""
"Min 1x per month","1990","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1990","college entrance qualification","middle vocational","59","0.233238180000813","0.183792882669924","0.282683477331702"
"Min 1x per month","1990","college entrance qualification","vocational + Abi","36","0.187683410423814","0.135612302292597","0.239754518555031"
"Min 1x per month","1990","college entrance qualification","higher vocational","25","","",""
"Min 1x per month","1990","college entrance qualification","higher education","114","0.182812909495802","0.151625000083189","0.214000818908414"
"Min 1x per month","1990","Other degree","in school","","","",""
"Min 1x per month","1990","Other degree","inadequately","3","","",""
"Min 1x per month","1990","Other degree","general elemantary","11","","",""
"Min 1x per month","1990","Other degree","middle vocational","20","","",""
"Min 1x per month","1990","Other degree","vocational + Abi","8","","",""
"Min 1x per month","1990","Other degree","higher vocational","1","","",""
"Min 1x per month","1990","Other degree","higher education","4","","",""
"Min 1x per month","1990","no degree/no degree yet","in school","13","","",""
"Min 1x per month","1990","no degree/no degree yet","inadequately","16","","",""
"Min 1x per month","1990","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1990","no degree/no degree yet","middle vocational","2","","",""
"Min 1x per month","1990","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1990","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1990","no degree/no degree yet","higher education","1","","",""
"Rarely","1990","lower secondary degree","in school","","","",""
"Rarely","1990","lower secondary degree","inadequately","","","",""
"Rarely","1990","lower secondary degree","general elemantary","340","0.21350815281026","0.193359756411733","0.233656549208787"
"Rarely","1990","lower secondary degree","middle vocational","835","0.301948147175062","0.284627796713037","0.319268497637086"
"Rarely","1990","lower secondary degree","vocational + Abi","2","","",""
"Rarely","1990","lower secondary degree","higher vocational","85","0.37147653564429","0.308198859269147","0.434754212019433"
"Rarely","1990","lower secondary degree","higher education","4","","",""
"Rarely","1990","secondary school degree","in school","","","",""
"Rarely","1990","secondary school degree","inadequately","","","",""
"Rarely","1990","secondary school degree","general elemantary","97","0.291665855770164","0.244713355431268","0.338618356109059"
"Rarely","1990","secondary school degree","middle vocational","392","0.358429455028624","0.330103896249768","0.386755013807479"
"Rarely","1990","secondary school degree","vocational + Abi","","","",""
"Rarely","1990","secondary school degree","higher vocational","59","0.3442147632474","0.271500144517491","0.41692938197731"
"Rarely","1990","secondary school degree","higher education","20","","",""
"Rarely","1990","college entrance qualification","in school","","","",""
"Rarely","1990","college entrance qualification","inadequately","","","",""
"Rarely","1990","college entrance qualification","general elemantary","","","",""
"Rarely","1990","college entrance qualification","middle vocational","81","0.288225089477296","0.235267018161382","0.341183160793209"
"Rarely","1990","college entrance qualification","vocational + Abi","63","0.276871705738168","0.21720003730668","0.336543374169657"
"Rarely","1990","college entrance qualification","higher vocational","39","0.311312309703324","0.226685400838969","0.395939218567679"
"Rarely","1990","college entrance qualification","higher education","206","0.352622857818022","0.314070051528927","0.391175664107116"
"Rarely","1990","Other degree","in school","","","",""
"Rarely","1990","Other degree","inadequately","2","","",""
"Rarely","1990","Other degree","general elemantary","69","0.110425541228797","0.083461167808577","0.137389914649017"
"Rarely","1990","Other degree","middle vocational","62","0.193391204763704","0.151835257189762","0.234947152337647"
"Rarely","1990","Other degree","vocational + Abi","19","","",""
"Rarely","1990","Other degree","higher vocational","1","","",""
"Rarely","1990","Other degree","higher education","7","","",""
"Rarely","1990","no degree/no degree yet","in school","44","0.295025095020289","0.224138219048366","0.365911970992212"
"Rarely","1990","no degree/no degree yet","inadequately","78","0.133187723028026","0.105863394863518","0.160512051192534"
"Rarely","1990","no degree/no degree yet","general elemantary","","","",""
"Rarely","1990","no degree/no degree yet","middle vocational","17","","",""
"Rarely","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1990","no degree/no degree yet","higher vocational","1","","",""
"Rarely","1990","no degree/no degree yet","higher education","","","",""
"Never","1990","lower secondary degree","in school","","","",""
"Never","1990","lower secondary degree","inadequately","","","",""
"Never","1990","lower secondary degree","general elemantary","1025","0.665851306148932","0.642658961599591","0.689043650698272"
"Never","1990","lower secondary degree","middle vocational","1325","0.498187887868089","0.479324755999325","0.517051019736852"
"Never","1990","lower secondary degree","vocational + Abi","3","","",""
"Never","1990","lower secondary degree","higher vocational","94","0.433866901845226","0.368964373551554","0.498769430138898"
"Never","1990","lower secondary degree","higher education","5","","",""
"Never","1990","secondary school degree","in school","","","",""
"Never","1990","secondary school degree","inadequately","","","",""
"Never","1990","secondary school degree","general elemantary","117","0.306204037855275","0.258591845303724","0.353816230406825"
"Never","1990","secondary school degree","middle vocational","364","0.33629985371918","0.308393459344002","0.364206248094357"
"Never","1990","secondary school degree","vocational + Abi","","","",""
"Never","1990","secondary school degree","higher vocational","45","0.305600547790368","0.235097496043943","0.376103599536793"
"Never","1990","secondary school degree","higher education","14","","",""
"Never","1990","college entrance qualification","in school","","","",""
"Never","1990","college entrance qualification","inadequately","","","",""
"Never","1990","college entrance qualification","general elemantary","","","",""
"Never","1990","college entrance qualification","middle vocational","60","0.222464968012364","0.173837043986529","0.271092892038198"
"Never","1990","college entrance qualification","vocational + Abi","73","0.322149407764811","0.259830924606118","0.384467890923504"
"Never","1990","college entrance qualification","higher vocational","27","","",""
"Never","1990","college entrance qualification","higher education","123","0.210013251988919","0.177146609693146","0.242879894284692"
"Never","1990","Other degree","in school","","","",""
"Never","1990","Other degree","inadequately","17","","",""
"Never","1990","Other degree","general elemantary","424","0.844484877689198","0.813306991761887","0.875662763616509"
"Never","1990","Other degree","middle vocational","246","0.684055459269148","0.635141317494402","0.732969601043895"
"Never","1990","Other degree","vocational + Abi","41","0.569395166884542","0.453398526941293","0.685391806827791"
"Never","1990","Other degree","higher vocational","2","","",""
"Never","1990","Other degree","higher education","16","","",""
"Never","1990","no degree/no degree yet","in school","44","0.202043916981177","0.139632806002799","0.264455027959556"
"Never","1990","no degree/no degree yet","inadequately","489","0.824975369288156","0.794417368012676","0.855533370563636"
"Never","1990","no degree/no degree yet","general elemantary","","","",""
"Never","1990","no degree/no degree yet","middle vocational","53","0.65271068556437","0.544959134343794","0.760462236784946"
"Never","1990","no degree/no degree yet","vocational + Abi","","","",""
"Never","1990","no degree/no degree yet","higher vocational","1","","",""
"Never","1990","no degree/no degree yet","higher education","","","",""
"Daily","1991","lower secondary degree","in school","","","",""
"Daily","1991","lower secondary degree","inadequately","","","",""
"Daily","1991","lower secondary degree","general elemantary","","","",""
"Daily","1991","lower secondary degree","middle vocational","","","",""
"Daily","1991","lower secondary degree","vocational + Abi","","","",""
"Daily","1991","lower secondary degree","higher vocational","","","",""
"Daily","1991","lower secondary degree","higher education","","","",""
"Daily","1991","secondary school degree","in school","","","",""
"Daily","1991","secondary school degree","inadequately","","","",""
"Daily","1991","secondary school degree","general elemantary","","","",""
"Daily","1991","secondary school degree","middle vocational","","","",""
"Daily","1991","secondary school degree","vocational + Abi","","","",""
"Daily","1991","secondary school degree","higher vocational","","","",""
"Daily","1991","secondary school degree","higher education","","","",""
"Daily","1991","college entrance qualification","in school","","","",""
"Daily","1991","college entrance qualification","inadequately","","","",""
"Daily","1991","college entrance qualification","general elemantary","","","",""
"Daily","1991","college entrance qualification","middle vocational","","","",""
"Daily","1991","college entrance qualification","vocational + Abi","","","",""
"Daily","1991","college entrance qualification","higher vocational","","","",""
"Daily","1991","college entrance qualification","higher education","","","",""
"Daily","1991","Other degree","in school","","","",""
"Daily","1991","Other degree","inadequately","","","",""
"Daily","1991","Other degree","general elemantary","","","",""
"Daily","1991","Other degree","middle vocational","","","",""
"Daily","1991","Other degree","vocational + Abi","","","",""
"Daily","1991","Other degree","higher vocational","","","",""
"Daily","1991","Other degree","higher education","","","",""
"Daily","1991","no degree/no degree yet","in school","","","",""
"Daily","1991","no degree/no degree yet","inadequately","","","",""
"Daily","1991","no degree/no degree yet","general elemantary","","","",""
"Daily","1991","no degree/no degree yet","middle vocational","","","",""
"Daily","1991","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1991","no degree/no degree yet","higher vocational","","","",""
"Daily","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1991","lower secondary degree","in school","","","",""
"Min 1x per week","1991","lower secondary degree","inadequately","","","",""
"Min 1x per week","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1991","lower secondary degree","higher education","","","",""
"Min 1x per week","1991","secondary school degree","in school","","","",""
"Min 1x per week","1991","secondary school degree","inadequately","","","",""
"Min 1x per week","1991","secondary school degree","general elemantary","","","",""
"Min 1x per week","1991","secondary school degree","middle vocational","","","",""
"Min 1x per week","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1991","secondary school degree","higher vocational","","","",""
"Min 1x per week","1991","secondary school degree","higher education","","","",""
"Min 1x per week","1991","college entrance qualification","in school","","","",""
"Min 1x per week","1991","college entrance qualification","inadequately","","","",""
"Min 1x per week","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1991","college entrance qualification","higher education","","","",""
"Min 1x per week","1991","Other degree","in school","","","",""
"Min 1x per week","1991","Other degree","inadequately","","","",""
"Min 1x per week","1991","Other degree","general elemantary","","","",""
"Min 1x per week","1991","Other degree","middle vocational","","","",""
"Min 1x per week","1991","Other degree","vocational + Abi","","","",""
"Min 1x per week","1991","Other degree","higher vocational","","","",""
"Min 1x per week","1991","Other degree","higher education","","","",""
"Min 1x per week","1991","no degree/no degree yet","in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1991","lower secondary degree","in school","","","",""
"Min 1x per month","1991","lower secondary degree","inadequately","","","",""
"Min 1x per month","1991","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1991","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1991","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1991","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1991","lower secondary degree","higher education","","","",""
"Min 1x per month","1991","secondary school degree","in school","","","",""
"Min 1x per month","1991","secondary school degree","inadequately","","","",""
"Min 1x per month","1991","secondary school degree","general elemantary","","","",""
"Min 1x per month","1991","secondary school degree","middle vocational","","","",""
"Min 1x per month","1991","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1991","secondary school degree","higher vocational","","","",""
"Min 1x per month","1991","secondary school degree","higher education","","","",""
"Min 1x per month","1991","college entrance qualification","in school","","","",""
"Min 1x per month","1991","college entrance qualification","inadequately","","","",""
"Min 1x per month","1991","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1991","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1991","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1991","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1991","college entrance qualification","higher education","","","",""
"Min 1x per month","1991","Other degree","in school","","","",""
"Min 1x per month","1991","Other degree","inadequately","","","",""
"Min 1x per month","1991","Other degree","general elemantary","","","",""
"Min 1x per month","1991","Other degree","middle vocational","","","",""
"Min 1x per month","1991","Other degree","vocational + Abi","","","",""
"Min 1x per month","1991","Other degree","higher vocational","","","",""
"Min 1x per month","1991","Other degree","higher education","","","",""
"Min 1x per month","1991","no degree/no degree yet","in school","","","",""
"Min 1x per month","1991","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1991","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1991","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1991","no degree/no degree yet","higher education","","","",""
"Rarely","1991","lower secondary degree","in school","","","",""
"Rarely","1991","lower secondary degree","inadequately","","","",""
"Rarely","1991","lower secondary degree","general elemantary","","","",""
"Rarely","1991","lower secondary degree","middle vocational","","","",""
"Rarely","1991","lower secondary degree","vocational + Abi","","","",""
"Rarely","1991","lower secondary degree","higher vocational","","","",""
"Rarely","1991","lower secondary degree","higher education","","","",""
"Rarely","1991","secondary school degree","in school","","","",""
"Rarely","1991","secondary school degree","inadequately","","","",""
"Rarely","1991","secondary school degree","general elemantary","","","",""
"Rarely","1991","secondary school degree","middle vocational","","","",""
"Rarely","1991","secondary school degree","vocational + Abi","","","",""
"Rarely","1991","secondary school degree","higher vocational","","","",""
"Rarely","1991","secondary school degree","higher education","","","",""
"Rarely","1991","college entrance qualification","in school","","","",""
"Rarely","1991","college entrance qualification","inadequately","","","",""
"Rarely","1991","college entrance qualification","general elemantary","","","",""
"Rarely","1991","college entrance qualification","middle vocational","","","",""
"Rarely","1991","college entrance qualification","vocational + Abi","","","",""
"Rarely","1991","college entrance qualification","higher vocational","","","",""
"Rarely","1991","college entrance qualification","higher education","","","",""
"Rarely","1991","Other degree","in school","","","",""
"Rarely","1991","Other degree","inadequately","","","",""
"Rarely","1991","Other degree","general elemantary","","","",""
"Rarely","1991","Other degree","middle vocational","","","",""
"Rarely","1991","Other degree","vocational + Abi","","","",""
"Rarely","1991","Other degree","higher vocational","","","",""
"Rarely","1991","Other degree","higher education","","","",""
"Rarely","1991","no degree/no degree yet","in school","","","",""
"Rarely","1991","no degree/no degree yet","inadequately","","","",""
"Rarely","1991","no degree/no degree yet","general elemantary","","","",""
"Rarely","1991","no degree/no degree yet","middle vocational","","","",""
"Rarely","1991","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1991","no degree/no degree yet","higher vocational","","","",""
"Rarely","1991","no degree/no degree yet","higher education","","","",""
"Never","1991","lower secondary degree","in school","","","",""
"Never","1991","lower secondary degree","inadequately","","","",""
"Never","1991","lower secondary degree","general elemantary","","","",""
"Never","1991","lower secondary degree","middle vocational","","","",""
"Never","1991","lower secondary degree","vocational + Abi","","","",""
"Never","1991","lower secondary degree","higher vocational","","","",""
"Never","1991","lower secondary degree","higher education","","","",""
"Never","1991","secondary school degree","in school","","","",""
"Never","1991","secondary school degree","inadequately","","","",""
"Never","1991","secondary school degree","general elemantary","","","",""
"Never","1991","secondary school degree","middle vocational","","","",""
"Never","1991","secondary school degree","vocational + Abi","","","",""
"Never","1991","secondary school degree","higher vocational","","","",""
"Never","1991","secondary school degree","higher education","","","",""
"Never","1991","college entrance qualification","in school","","","",""
"Never","1991","college entrance qualification","inadequately","","","",""
"Never","1991","college entrance qualification","general elemantary","","","",""
"Never","1991","college entrance qualification","middle vocational","","","",""
"Never","1991","college entrance qualification","vocational + Abi","","","",""
"Never","1991","college entrance qualification","higher vocational","","","",""
"Never","1991","college entrance qualification","higher education","","","",""
"Never","1991","Other degree","in school","","","",""
"Never","1991","Other degree","inadequately","","","",""
"Never","1991","Other degree","general elemantary","","","",""
"Never","1991","Other degree","middle vocational","","","",""
"Never","1991","Other degree","vocational + Abi","","","",""
"Never","1991","Other degree","higher vocational","","","",""
"Never","1991","Other degree","higher education","","","",""
"Never","1991","no degree/no degree yet","in school","","","",""
"Never","1991","no degree/no degree yet","inadequately","","","",""
"Never","1991","no degree/no degree yet","general elemantary","","","",""
"Never","1991","no degree/no degree yet","middle vocational","","","",""
"Never","1991","no degree/no degree yet","vocational + Abi","","","",""
"Never","1991","no degree/no degree yet","higher vocational","","","",""
"Never","1991","no degree/no degree yet","higher education","","","",""
"Daily","1992","lower secondary degree","in school","","","",""
"Daily","1992","lower secondary degree","inadequately","","","",""
"Daily","1992","lower secondary degree","general elemantary","","","",""
"Daily","1992","lower secondary degree","middle vocational","","","",""
"Daily","1992","lower secondary degree","vocational + Abi","","","",""
"Daily","1992","lower secondary degree","higher vocational","","","",""
"Daily","1992","lower secondary degree","higher education","","","",""
"Daily","1992","secondary school degree","in school","","","",""
"Daily","1992","secondary school degree","inadequately","","","",""
"Daily","1992","secondary school degree","general elemantary","","","",""
"Daily","1992","secondary school degree","middle vocational","","","",""
"Daily","1992","secondary school degree","vocational + Abi","","","",""
"Daily","1992","secondary school degree","higher vocational","","","",""
"Daily","1992","secondary school degree","higher education","","","",""
"Daily","1992","college entrance qualification","in school","","","",""
"Daily","1992","college entrance qualification","inadequately","","","",""
"Daily","1992","college entrance qualification","general elemantary","","","",""
"Daily","1992","college entrance qualification","middle vocational","","","",""
"Daily","1992","college entrance qualification","vocational + Abi","","","",""
"Daily","1992","college entrance qualification","higher vocational","","","",""
"Daily","1992","college entrance qualification","higher education","","","",""
"Daily","1992","Other degree","in school","","","",""
"Daily","1992","Other degree","inadequately","","","",""
"Daily","1992","Other degree","general elemantary","","","",""
"Daily","1992","Other degree","middle vocational","","","",""
"Daily","1992","Other degree","vocational + Abi","","","",""
"Daily","1992","Other degree","higher vocational","","","",""
"Daily","1992","Other degree","higher education","","","",""
"Daily","1992","no degree/no degree yet","in school","","","",""
"Daily","1992","no degree/no degree yet","inadequately","","","",""
"Daily","1992","no degree/no degree yet","general elemantary","","","",""
"Daily","1992","no degree/no degree yet","middle vocational","","","",""
"Daily","1992","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1992","no degree/no degree yet","higher vocational","","","",""
"Daily","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1992","lower secondary degree","in school","","","",""
"Min 1x per week","1992","lower secondary degree","inadequately","","","",""
"Min 1x per week","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1992","lower secondary degree","higher education","","","",""
"Min 1x per week","1992","secondary school degree","in school","","","",""
"Min 1x per week","1992","secondary school degree","inadequately","","","",""
"Min 1x per week","1992","secondary school degree","general elemantary","","","",""
"Min 1x per week","1992","secondary school degree","middle vocational","","","",""
"Min 1x per week","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1992","secondary school degree","higher vocational","","","",""
"Min 1x per week","1992","secondary school degree","higher education","","","",""
"Min 1x per week","1992","college entrance qualification","in school","","","",""
"Min 1x per week","1992","college entrance qualification","inadequately","","","",""
"Min 1x per week","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1992","college entrance qualification","higher education","","","",""
"Min 1x per week","1992","Other degree","in school","","","",""
"Min 1x per week","1992","Other degree","inadequately","","","",""
"Min 1x per week","1992","Other degree","general elemantary","","","",""
"Min 1x per week","1992","Other degree","middle vocational","","","",""
"Min 1x per week","1992","Other degree","vocational + Abi","","","",""
"Min 1x per week","1992","Other degree","higher vocational","","","",""
"Min 1x per week","1992","Other degree","higher education","","","",""
"Min 1x per week","1992","no degree/no degree yet","in school","","","",""
"Min 1x per week","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1992","lower secondary degree","in school","","","",""
"Min 1x per month","1992","lower secondary degree","inadequately","","","",""
"Min 1x per month","1992","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1992","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1992","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1992","lower secondary degree","higher education","","","",""
"Min 1x per month","1992","secondary school degree","in school","","","",""
"Min 1x per month","1992","secondary school degree","inadequately","","","",""
"Min 1x per month","1992","secondary school degree","general elemantary","","","",""
"Min 1x per month","1992","secondary school degree","middle vocational","","","",""
"Min 1x per month","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1992","secondary school degree","higher vocational","","","",""
"Min 1x per month","1992","secondary school degree","higher education","","","",""
"Min 1x per month","1992","college entrance qualification","in school","","","",""
"Min 1x per month","1992","college entrance qualification","inadequately","","","",""
"Min 1x per month","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1992","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1992","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1992","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1992","college entrance qualification","higher education","","","",""
"Min 1x per month","1992","Other degree","in school","","","",""
"Min 1x per month","1992","Other degree","inadequately","","","",""
"Min 1x per month","1992","Other degree","general elemantary","","","",""
"Min 1x per month","1992","Other degree","middle vocational","","","",""
"Min 1x per month","1992","Other degree","vocational + Abi","","","",""
"Min 1x per month","1992","Other degree","higher vocational","","","",""
"Min 1x per month","1992","Other degree","higher education","","","",""
"Min 1x per month","1992","no degree/no degree yet","in school","","","",""
"Min 1x per month","1992","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1992","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher education","","","",""
"Rarely","1992","lower secondary degree","in school","","","",""
"Rarely","1992","lower secondary degree","inadequately","","","",""
"Rarely","1992","lower secondary degree","general elemantary","","","",""
"Rarely","1992","lower secondary degree","middle vocational","","","",""
