"pli0093_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","Couple + C. GT 16 ","general elemantary","126","0.2493657322212","0.213659738954743","0.285071725487656"
"Rarely","1990","Couple + C. GT 16 ","middle vocational","298","0.321740383900097","0.292463191192418","0.351017576607777"
"Rarely","1990","Couple + C. GT 16 ","vocational + Abi","11","","",""
"Rarely","1990","Couple + C. GT 16 ","higher vocational","39","0.500794459179731","0.391229279915418","0.610359638444044"
"Rarely","1990","Couple + C. GT 16 ","higher education","33","0.345300566977603","0.256848857710415","0.433752276244792"
"Rarely","1990","Couple + C. LE and GT 16","in school","20","","",""
"Rarely","1990","Couple + C. LE and GT 16","inadequately","14","","",""
"Rarely","1990","Couple + C. LE and GT 16","general elemantary","63","0.287378516124847","0.235383920958868","0.339373111290825"
"Rarely","1990","Couple + C. LE and GT 16","middle vocational","92","0.324215544794902","0.272524676222329","0.375906413367475"
"Rarely","1990","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Rarely","1990","Couple + C. LE and GT 16","higher vocational","11","","",""
"Rarely","1990","Couple + C. LE and GT 16","higher education","15","","",""
"Never","1990","1-pers.-HH","in school","","","",""
"Never","1990","1-pers.-HH","inadequately","26","","",""
"Never","1990","1-pers.-HH","general elemantary","214","0.713272174892364","0.662435883474268","0.764108466310461"
"Never","1990","1-pers.-HH","middle vocational","250","0.538479681116015","0.493835957839187","0.583123404392843"
"Never","1990","1-pers.-HH","vocational + Abi","9","","",""
"Never","1990","1-pers.-HH","higher vocational","24","","",""
"Never","1990","1-pers.-HH","higher education","26","","",""
"Never","1990","(Married) couple without C. ","in school","","","",""
"Never","1990","(Married) couple without C. ","inadequately","58","0.793529695636115","0.698707619098722","0.888351772173508"
"Never","1990","(Married) couple without C. ","general elemantary","365","0.6626268508402","0.62256223594032","0.702691465740079"
"Never","1990","(Married) couple without C. ","middle vocational","586","0.465605594935542","0.43785308628251","0.493358103588575"
"Never","1990","(Married) couple without C. ","vocational + Abi","34","0.468437318529033","0.35909051742679","0.577784119631277"
"Never","1990","(Married) couple without C. ","higher vocational","64","0.417714367209782","0.339821897448415","0.49560683697115"
"Never","1990","(Married) couple without C. ","higher education","50","0.237514198099945","0.178088314697435","0.296940081502454"
"Never","1990","Single parent ","in school","4","","",""
"Never","1990","Single parent ","inadequately","26","","",""
"Never","1990","Single parent ","general elemantary","80","0.571105264951835","0.489414685965448","0.652795843938222"
"Never","1990","Single parent ","middle vocational","94","0.444236503701669","0.3762185925169","0.512254414886439"
"Never","1990","Single parent ","vocational + Abi","5","","",""
"Never","1990","Single parent ","higher vocational","8","","",""
"Never","1990","Single parent ","higher education","6","","",""
"Never","1990","Couple + C. LE 16 ","in school","","","",""
"Never","1990","Couple + C. LE 16 ","inadequately","129","0.899166710448613","0.850491089396918","0.947842331500308"
"Never","1990","Couple + C. LE 16 ","general elemantary","253","0.540971201942515","0.492197811720652","0.589744592164378"
"Never","1990","Couple + C. LE 16 ","middle vocational","470","0.384569401107409","0.355595246824306","0.413543555390511"
"Never","1990","Couple + C. LE 16 ","vocational + Abi","25","","",""
"Never","1990","Couple + C. LE 16 ","higher vocational","38","0.268067754896082","0.196944326082691","0.339191183709473"
"Never","1990","Couple + C. LE 16 ","higher education","33","0.159719610094477","0.108168447877734","0.211270772311221"
"Never","1990","Couple + C. GT 16 ","in school","19","","",""
"Never","1990","Couple + C. GT 16 ","inadequately","109","0.661912239457114","0.586208489662959","0.737615989251269"
"Never","1990","Couple + C. GT 16 ","general elemantary","323","0.540691352050078","0.499563544186442","0.581819159913715"
"Never","1990","Couple + C. GT 16 ","middle vocational","396","0.384867381994175","0.354373087177803","0.415361676810547"
"Never","1990","Couple + C. GT 16 ","vocational + Abi","32","0.492023113466265","0.363361550576239","0.620684676356291"
"Never","1990","Couple + C. GT 16 ","higher vocational","23","","",""
"Never","1990","Couple + C. GT 16 ","higher education","34","0.245295310556695","0.165252975685255","0.325337645428135"
"Never","1990","Couple + C. LE and GT 16","in school","18","","",""
"Never","1990","Couple + C. LE and GT 16","inadequately","94","0.833042147679939","0.763663870056249","0.902420425303629"
"Never","1990","Couple + C. LE and GT 16","general elemantary","172","0.501868427312443","0.444421266634381","0.559315587990504"
"Never","1990","Couple + C. LE and GT 16","middle vocational","146","0.394910165326289","0.340927801349287","0.44889252930329"
"Never","1990","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Never","1990","Couple + C. LE and GT 16","higher vocational","8","","",""
"Never","1990","Couple + C. LE and GT 16","higher education","4","","",""
"Daily","1991","1-pers.-HH","in school","","","",""
"Daily","1991","1-pers.-HH","inadequately","","","",""
"Daily","1991","1-pers.-HH","general elemantary","","","",""
"Daily","1991","1-pers.-HH","middle vocational","","","",""
"Daily","1991","1-pers.-HH","vocational + Abi","","","",""
"Daily","1991","1-pers.-HH","higher vocational","","","",""
"Daily","1991","1-pers.-HH","higher education","","","",""
"Daily","1991","(Married) couple without C. ","in school","","","",""
"Daily","1991","(Married) couple without C. ","inadequately","","","",""
"Daily","1991","(Married) couple without C. ","general elemantary","","","",""
"Daily","1991","(Married) couple without C. ","middle vocational","","","",""
"Daily","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","1991","(Married) couple without C. ","higher vocational","","","",""
"Daily","1991","(Married) couple without C. ","higher education","","","",""
"Daily","1991","Single parent ","in school","","","",""
"Daily","1991","Single parent ","inadequately","","","",""
"Daily","1991","Single parent ","general elemantary","","","",""
"Daily","1991","Single parent ","middle vocational","","","",""
"Daily","1991","Single parent ","vocational + Abi","","","",""
"Daily","1991","Single parent ","higher vocational","","","",""
"Daily","1991","Single parent ","higher education","","","",""
"Daily","1991","Couple + C. LE 16 ","in school","","","",""
"Daily","1991","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","1991","Couple + C. LE 16 ","higher education","","","",""
"Daily","1991","Couple + C. GT 16 ","in school","","","",""
"Daily","1991","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","1991","Couple + C. GT 16 ","higher education","","","",""
"Daily","1991","Couple + C. LE and GT 16","in school","","","",""
"Daily","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","1991","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per week","1991","1-pers.-HH","in school","","","",""
"Min 1x per week","1991","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1991","1-pers.-HH","general elemantary","","","",""
"Min 1x per week","1991","1-pers.-HH","middle vocational","","","",""
"Min 1x per week","1991","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per week","1991","1-pers.-HH","higher vocational","","","",""
"Min 1x per week","1991","1-pers.-HH","higher education","","","",""
"Min 1x per week","1991","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1991","(Married) couple without C. ","inadequately","","","",""
"Min 1x per week","1991","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per week","1991","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per week","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per week","1991","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per week","1991","(Married) couple without C. ","higher education","","","",""
"Min 1x per week","1991","Single parent ","in school","","","",""
"Min 1x per week","1991","Single parent ","inadequately","","","",""
"Min 1x per week","1991","Single parent ","general elemantary","","","",""
"Min 1x per week","1991","Single parent ","middle vocational","","","",""
"Min 1x per week","1991","Single parent ","vocational + Abi","","","",""
"Min 1x per week","1991","Single parent ","higher vocational","","","",""
"Min 1x per week","1991","Single parent ","higher education","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","in school","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per month","1991","1-pers.-HH","in school","","","",""
"Min 1x per month","1991","1-pers.-HH","inadequately","","","",""
"Min 1x per month","1991","1-pers.-HH","general elemantary","","","",""
"Min 1x per month","1991","1-pers.-HH","middle vocational","","","",""
"Min 1x per month","1991","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per month","1991","1-pers.-HH","higher vocational","","","",""
"Min 1x per month","1991","1-pers.-HH","higher education","","","",""
"Min 1x per month","1991","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1991","(Married) couple without C. ","inadequately","","","",""
"Min 1x per month","1991","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per month","1991","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per month","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per month","1991","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per month","1991","(Married) couple without C. ","higher education","","","",""
"Min 1x per month","1991","Single parent ","in school","","","",""
"Min 1x per month","1991","Single parent ","inadequately","","","",""
"Min 1x per month","1991","Single parent ","general elemantary","","","",""
"Min 1x per month","1991","Single parent ","middle vocational","","","",""
"Min 1x per month","1991","Single parent ","vocational + Abi","","","",""
"Min 1x per month","1991","Single parent ","higher vocational","","","",""
"Min 1x per month","1991","Single parent ","higher education","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","in school","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","higher education","","","",""
"Rarely","1991","1-pers.-HH","in school","","","",""
"Rarely","1991","1-pers.-HH","inadequately","","","",""
"Rarely","1991","1-pers.-HH","general elemantary","","","",""
"Rarely","1991","1-pers.-HH","middle vocational","","","",""
"Rarely","1991","1-pers.-HH","vocational + Abi","","","",""
"Rarely","1991","1-pers.-HH","higher vocational","","","",""
"Rarely","1991","1-pers.-HH","higher education","","","",""
"Rarely","1991","(Married) couple without C. ","in school","","","",""
"Rarely","1991","(Married) couple without C. ","inadequately","","","",""
"Rarely","1991","(Married) couple without C. ","general elemantary","","","",""
"Rarely","1991","(Married) couple without C. ","middle vocational","","","",""
"Rarely","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely","1991","(Married) couple without C. ","higher vocational","","","",""
"Rarely","1991","(Married) couple without C. ","higher education","","","",""
"Rarely","1991","Single parent ","in school","","","",""
"Rarely","1991","Single parent ","inadequately","","","",""
"Rarely","1991","Single parent ","general elemantary","","","",""
"Rarely","1991","Single parent ","middle vocational","","","",""
"Rarely","1991","Single parent ","vocational + Abi","","","",""
"Rarely","1991","Single parent ","higher vocational","","","",""
"Rarely","1991","Single parent ","higher education","","","",""
"Rarely","1991","Couple + C. LE 16 ","in school","","","",""
"Rarely","1991","Couple + C. LE 16 ","inadequately","","","",""
"Rarely","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely","1991","Couple + C. LE 16 ","higher education","","","",""
"Rarely","1991","Couple + C. GT 16 ","in school","","","",""
"Rarely","1991","Couple + C. GT 16 ","inadequately","","","",""
"Rarely","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely","1991","Couple + C. GT 16 ","higher education","","","",""
"Rarely","1991","Couple + C. LE and GT 16","in school","","","",""
"Rarely","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely","1991","Couple + C. LE and GT 16","higher education","","","",""
"Never","1991","1-pers.-HH","in school","","","",""
"Never","1991","1-pers.-HH","inadequately","","","",""
"Never","1991","1-pers.-HH","general elemantary","","","",""
"Never","1991","1-pers.-HH","middle vocational","","","",""
"Never","1991","1-pers.-HH","vocational + Abi","","","",""
"Never","1991","1-pers.-HH","higher vocational","","","",""
"Never","1991","1-pers.-HH","higher education","","","",""
"Never","1991","(Married) couple without C. ","in school","","","",""
"Never","1991","(Married) couple without C. ","inadequately","","","",""
"Never","1991","(Married) couple without C. ","general elemantary","","","",""
"Never","1991","(Married) couple without C. ","middle vocational","","","",""
"Never","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Never","1991","(Married) couple without C. ","higher vocational","","","",""
"Never","1991","(Married) couple without C. ","higher education","","","",""
"Never","1991","Single parent ","in school","","","",""
"Never","1991","Single parent ","inadequately","","","",""
"Never","1991","Single parent ","general elemantary","","","",""
"Never","1991","Single parent ","middle vocational","","","",""
"Never","1991","Single parent ","vocational + Abi","","","",""
"Never","1991","Single parent ","higher vocational","","","",""
"Never","1991","Single parent ","higher education","","","",""
"Never","1991","Couple + C. LE 16 ","in school","","","",""
