"plh0108","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very important","1994","Rural Area","West Germany","","","","","1"
"Important","1995","Urban Area","East Germany","309","0.232782877631205","0.209439167295182","0.256126587967228","2"
"Important","1995","Rural Area","West Germany","687","0.371092814380345","0.348681695893212","0.393503932867477","2"
"Important","1995","Urban Area","West Germany","1881","0.314424686747841","0.302428338459423","0.326421035036258","2"
"Important","1995","Rural Area","East Germany","759","0.288213958267576","0.270093269185801","0.306334647349352","2"
"Less important","1995","Rural Area","West Germany","466","0.255117421856949","0.234894544507523","0.275340299206375","3"
"Less important","1995","Urban Area","East Germany","488","0.370222862912023","0.343550573889099","0.396895151934947","3"
"Less important","1995","Rural Area","East Germany","673","0.269036953578625","0.251295216073201","0.286778691084049","3"
"Less important","1995","Urban Area","West Germany","1817","0.310395333954623","0.298441124804239","0.322349543105008","3"
"Quite unimportant","1995","Urban Area","East Germany","273","0.254902867891269","0.230829933471611","0.278975802310927","4"
"Quite unimportant","1995","Urban Area","West Germany","748","0.158764936135686","0.149322171998324","0.168207700273047","4"
"Quite unimportant","1995","Rural Area","West Germany","149","0.105170143267725","0.0909388146642066","0.119401471871244","4"
"Quite unimportant","1995","Rural Area","East Germany","271","0.156851853918067","0.142302649594519","0.171401058241614","4"
"Very important","1995","Rural Area","East Germany","697","0.285897234235732","0.267820174017751","0.303974294453713","1"
"Very important","1995","Urban Area","West Germany","1308","0.21641504316185","0.205774839764517","0.227055246559183","1"
"Very important","1995","Urban Area","East Germany","189","0.142091391565503","0.122805504355028","0.161377278775978","1"
"Very important","1995","Rural Area","West Germany","483","0.268619620494981","0.24805742427787","0.289181816712092","1"
"Important","1996","Urban Area","East Germany","","","","","2"
"Important","1996","Urban Area","West Germany","","","","","2"
"Important","1996","Rural Area","West Germany","","","","","2"
"Important","1996","Rural Area","East Germany","","","","","2"
"Less important","1996","Rural Area","West Germany","","","","","3"
"Less important","1996","Urban Area","East Germany","","","","","3"
"Less important","1996","Rural Area","East Germany","","","","","3"
"Less important","1996","Urban Area","West Germany","","","","","3"
"Quite unimportant","1996","Urban Area","East Germany","","","","","4"
"Quite unimportant","1996","Urban Area","West Germany","","","","","4"
"Quite unimportant","1996","Rural Area","West Germany","","","","","4"
"Quite unimportant","1996","Rural Area","East Germany","","","","","4"
"Very important","1996","Rural Area","East Germany","","","","","1"
"Very important","1996","Urban Area","West Germany","","","","","1"
"Very important","1996","Urban Area","East Germany","","","","","1"
"Very important","1996","Rural Area","West Germany","","","","","1"
"Important","1997","Rural Area","West Germany","","","","","2"
"Important","1997","Urban Area","West Germany","","","","","2"
"Important","1997","Urban Area","East Germany","","","","","2"
"Important","1997","Rural Area","East Germany","","","","","2"
"Less important","1997","Rural Area","West Germany","","","","","3"
"Less important","1997","Urban Area","East Germany","","","","","3"
"Less important","1997","Rural Area","East Germany","","","","","3"
"Less important","1997","Urban Area","West Germany","","","","","3"
"Quite unimportant","1997","Urban Area","East Germany","","","","","4"
"Quite unimportant","1997","Urban Area","West Germany","","","","","4"
"Quite unimportant","1997","Rural Area","West Germany","","","","","4"
"Quite unimportant","1997","Rural Area","East Germany","","","","","4"
"Very important","1997","Rural Area","East Germany","","","","","1"
"Very important","1997","Urban Area","West Germany","","","","","1"
"Very important","1997","Urban Area","East Germany","","","","","1"
"Very important","1997","Rural Area","West Germany","","","","","1"
"Important","1998","Rural Area","West Germany","","","","","2"
"Important","1998","Urban Area","East Germany","","","","","2"
"Important","1998","Urban Area","West Germany","","","","","2"
"Important","1998","Rural Area","East Germany","","","","","2"
"Less important","1998","Urban Area","West Germany","","","","","3"
"Less important","1998","Rural Area","West Germany","","","","","3"
"Less important","1998","Urban Area","East Germany","","","","","3"
"Less important","1998","Rural Area","East Germany","","","","","3"
"Quite unimportant","1998","Urban Area","East Germany","","","","","4"
"Quite unimportant","1998","Urban Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","East Germany","","","","","4"
"Very important","1998","Urban Area","West Germany","","","","","1"
"Very important","1998","Urban Area","East Germany","","","","","1"
"Very important","1998","Rural Area","West Germany","","","","","1"
"Very important","1998","Rural Area","East Germany","","","","","1"
"Important","1999","Urban Area","East Germany","","","","","2"
"Important","1999","Urban Area","West Germany","","","","","2"
"Important","1999","Rural Area","West Germany","","","","","2"
"Important","1999","Rural Area","East Germany","","","","","2"
"Less important","1999","Urban Area","West Germany","","","","","3"
"Less important","1999","Rural Area","West Germany","","","","","3"
"Less important","1999","Rural Area","East Germany","","","","","3"
"Less important","1999","Urban Area","East Germany","","","","","3"
"Quite unimportant","1999","Urban Area","West Germany","","","","","4"
"Quite unimportant","1999","Urban Area","East Germany","","","","","4"
"Quite unimportant","1999","Rural Area","West Germany","","","","","4"
"Quite unimportant","1999","Rural Area","East Germany","","","","","4"
"Very important","1999","Rural Area","West Germany","","","","","1"
"Very important","1999","Urban Area","West Germany","","","","","1"
"Very important","1999","Urban Area","East Germany","","","","","1"
"Very important","1999","Rural Area","East Germany","","","","","1"
"Important","2000","Urban Area","East Germany","","","","","2"
"Important","2000","Urban Area","West Germany","","","","","2"
"Important","2000","Rural Area","West Germany","","","","","2"
"Important","2000","Rural Area","East Germany","","","","","2"
"Less important","2000","Urban Area","West Germany","","","","","3"
"Less important","2000","Urban Area","East Germany","","","","","3"
"Less important","2000","Rural Area","East Germany","","","","","3"
"Less important","2000","Rural Area","West Germany","","","","","3"
"Quite unimportant","2000","Urban Area","East Germany","","","","","4"
"Quite unimportant","2000","Urban Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","East Germany","","","","","4"
"Very important","2000","Rural Area","West Germany","","","","","1"
"Very important","2000","Rural Area","East Germany","","","","","1"
"Very important","2000","Urban Area","West Germany","","","","","1"
"Very important","2000","Urban Area","East Germany","","","","","1"
"Important","2001","Urban Area","East Germany","","","","","2"
"Important","2001","Rural Area","West Germany","","","","","2"
"Important","2001","Urban Area","West Germany","","","","","2"
"Important","2001","Rural Area","East Germany","","","","","2"
"Less important","2001","Urban Area","West Germany","","","","","3"
"Less important","2001","Rural Area","East Germany","","","","","3"
"Less important","2001","Urban Area","East Germany","","","","","3"
"Less important","2001","Rural Area","West Germany","","","","","3"
"Quite unimportant","2001","Urban Area","West Germany","","","","","4"
"Quite unimportant","2001","Urban Area","East Germany","","","","","4"
"Quite unimportant","2001","Rural Area","West Germany","","","","","4"
"Quite unimportant","2001","Rural Area","East Germany","","","","","4"
"Very important","2001","Urban Area","West Germany","","","","","1"
"Very important","2001","Urban Area","East Germany","","","","","1"
"Very important","2001","Rural Area","West Germany","","","","","1"
"Very important","2001","Rural Area","East Germany","","","","","1"
"Important","2002","Urban Area","East Germany","","","","","2"
"Important","2002","Rural Area","West Germany","","","","","2"
"Important","2002","Urban Area","West Germany","","","","","2"
"Important","2002","Rural Area","East Germany","","","","","2"
"Less important","2002","Urban Area","West Germany","","","","","3"
"Less important","2002","Rural Area","East Germany","","","","","3"
"Less important","2002","Urban Area","East Germany","","","","","3"
"Less important","2002","Rural Area","West Germany","","","","","3"
"Quite unimportant","2002","Urban Area","East Germany","","","","","4"
"Quite unimportant","2002","Rural Area","West Germany","","","","","4"
"Quite unimportant","2002","Urban Area","West Germany","","","","","4"
"Quite unimportant","2002","Rural Area","East Germany","","","","","4"
"Very important","2002","Urban Area","West Germany","","","","","1"
"Very important","2002","Urban Area","East Germany","","","","","1"
"Very important","2002","Rural Area","West Germany","","","","","1"
"Very important","2002","Rural Area","East Germany","","","","","1"
"Important","2003","Urban Area","East Germany","","","","","2"
"Important","2003","Urban Area","West Germany","","","","","2"
"Important","2003","Rural Area","West Germany","","","","","2"
"Important","2003","Rural Area","East Germany","","","","","2"
"Less important","2003","Urban Area","West Germany","","","","","3"
"Less important","2003","Urban Area","East Germany","","","","","3"
"Less important","2003","Rural Area","East Germany","","","","","3"
"Less important","2003","Rural Area","West Germany","","","","","3"
"Quite unimportant","2003","Urban Area","East Germany","","","","","4"
"Quite unimportant","2003","Rural Area","West Germany","","","","","4"
"Quite unimportant","2003","Rural Area","East Germany","","","","","4"
"Quite unimportant","2003","Urban Area","West Germany","","","","","4"
"Very important","2003","Rural Area","East Germany","","","","","1"
"Very important","2003","Urban Area","West Germany","","","","","1"
"Very important","2003","Urban Area","East Germany","","","","","1"
"Very important","2003","Rural Area","West Germany","","","","","1"
"Important","2004","Urban Area","East Germany","386","0.170692252466873","0.153397437593594","0.187987067340152","2"
"Important","2004","Rural Area","West Germany","1431","0.362665072115289","0.347269319290856","0.378060824939723","2"
"Important","2004","Urban Area","West Germany","4345","0.315620201374616","0.307500267955176","0.323740134794056","2"
"Important","2004","Rural Area","East Germany","1092","0.296481440410767","0.281075670489984","0.311887210331549","2"
"Less important","2004","Urban Area","West Germany","3639","0.29510821179562","0.287139770932348","0.303076652658891","3"
"Less important","2004","Rural Area","East Germany","977","0.292276825422499","0.276935044694922","0.307618606150076","3"
"Less important","2004","Urban Area","East Germany","667","0.395416997474273","0.372941630831554","0.417892364116993","3"
"Less important","2004","Rural Area","West Germany","915","0.253937888723993","0.239999407666563","0.267876369781423","3"
"Quite unimportant","2004","Urban Area","West Germany","1585","0.165031489999626","0.158546042621947","0.171516937377305","4"
"Quite unimportant","2004","Urban Area","East Germany","527","0.331206116737798","0.309571636185454","0.352840597290141","4"
"Quite unimportant","2004","Rural Area","West Germany","293","0.097297927851071","0.0878074469440339","0.106788408758108","4"
"Quite unimportant","2004","Rural Area","East Germany","492","0.188604096489887","0.175408201887221","0.201799991092554","4"
"Very important","2004","Urban Area","West Germany","3016","0.224240096830139","0.216953214082199","0.231526979578078","1"
"Very important","2004","Rural Area","East Germany","815","0.222637637676847","0.20860439875239","0.236670876601304","1"
"Very important","2004","Urban Area","East Germany","238","0.102684633321056","0.0887313493633357","0.116637917278776","1"
"Very important","2004","Rural Area","West Germany","1107","0.286099111309647","0.271626682558265","0.300571540061028","1"
"Important","2005","Urban Area","East Germany","","","","","2"
"Important","2005","Rural Area","West Germany","","","","","2"
"Important","2005","Urban Area","West Germany","","","","","2"
"Important","2005","Rural Area","East Germany","","","","","2"
"Less important","2005","Urban Area","West Germany","","","","","3"
"Less important","2005","Rural Area","East Germany","","","","","3"
"Less important","2005","Urban Area","East Germany","","","","","3"
"Less important","2005","Rural Area","West Germany","","","","","3"
"Quite unimportant","2005","Urban Area","West Germany","","","","","4"
"Quite unimportant","2005","Urban Area","East Germany","","","","","4"
"Quite unimportant","2005","Rural Area","West Germany","","","","","4"
"Quite unimportant","2005","Rural Area","East Germany","","","","","4"
"Very important","2005","Urban Area","West Germany","","","","","1"
"Very important","2005","Urban Area","East Germany","","","","","1"
"Very important","2005","Rural Area","West Germany","","","","","1"
"Very important","2005","Rural Area","East Germany","","","","","1"
"Important","2006","Urban Area","East Germany","","","","","2"
"Important","2006","Urban Area","West Germany","","","","","2"
"Important","2006","Rural Area","West Germany","","","","","2"
"Important","2006","Rural Area","East Germany","","","","","2"
"Less important","2006","Urban Area","West Germany","","","","","3"
"Less important","2006","Urban Area","East Germany","","","","","3"
"Less important","2006","Rural Area","East Germany","","","","","3"
"Less important","2006","Rural Area","West Germany","","","","","3"
"Quite unimportant","2006","Rural Area","West Germany","","","","","4"
"Quite unimportant","2006","Rural Area","East Germany","","","","","4"
"Quite unimportant","2006","Urban Area","West Germany","","","","","4"
"Quite unimportant","2006","Urban Area","East Germany","","","","","4"
"Very important","2006","Urban Area","West Germany","","","","","1"
"Very important","2006","Urban Area","East Germany","","","","","1"
"Very important","2006","Rural Area","East Germany","","","","","1"
"Very important","2006","Rural Area","West Germany","","","","","1"
"Important","2007","Rural Area","West Germany","","","","","2"
"Important","2007","Urban Area","West Germany","","","","","2"
"Important","2007","Urban Area","East Germany","","","","","2"
"Important","2007","Rural Area","East Germany","","","","","2"
"Less important","2007","Urban Area","West Germany","","","","","3"
"Less important","2007","Urban Area","East Germany","","","","","3"
"Less important","2007","Rural Area","East Germany","","","","","3"
"Less important","2007","Rural Area","West Germany","","","","","3"
"Quite unimportant","2007","Urban Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","East Germany","","","","","4"
"Quite unimportant","2007","Urban Area","East Germany","","","","","4"
"Very important","2007","Urban Area","West Germany","","","","","1"
"Very important","2007","Urban Area","East Germany","","","","","1"
"Very important","2007","Rural Area","West Germany","","","","","1"
"Very important","2007","Rural Area","East Germany","","","","","1"
"Important","2008","Urban Area","West Germany","3860","0.317624585970959","0.308963839151445","0.326285332790473","2"
"Important","2008","Rural Area","West Germany","1408","0.387857830986919","0.371548851754759","0.404166810219079","2"
"Important","2008","Urban Area","East Germany","342","0.151766117561307","0.134547618624719","0.168984616497894","2"
"Important","2008","Rural Area","East Germany","980","0.302856216931124","0.28664710570959","0.319065328152658","2"
"Less important","2008","Urban Area","West Germany","3407","0.326764917592311","0.318039470634105","0.335490364550516","3"
"Less important","2008","Rural Area","East Germany","945","0.299291453846354","0.283136874959988","0.315446032732719","3"
"Less important","2008","Rural Area","West Germany","838","0.268739354943662","0.253901672083175","0.283577037804149","3"
"Less important","2008","Urban Area","East Germany","592","0.368466068965476","0.345316273246021","0.391615864684931","3"
"Quite unimportant","2008","Urban Area","West Germany","1609","0.174187089891156","0.167131466076762","0.18124271370555","4"
"Quite unimportant","2008","Urban Area","East Germany","530","0.389335692892048","0.365935822809701","0.412735562974395","4"
"Quite unimportant","2008","Rural Area","West Germany","319","0.111138305325354","0.100618363723864","0.121658246926843","4"
"Quite unimportant","2008","Rural Area","East Germany","528","0.209531276622641","0.195174843532728","0.223887709712554","4"
"Very important","2008","Urban Area","West Germany","2224","0.181423406545575","0.17425433488736","0.18859247820379","1"
"Very important","2008","Urban Area","East Germany","204","0.0904321205811688","0.0766686175469553","0.104195623615382","1"
"Very important","2008","Rural Area","East Germany","634","0.188321052599882","0.174529239802584","0.20211286539718","1"
"Very important","2008","Rural Area","West Germany","864","0.232264508744065","0.218130622761241","0.24639839472689","1"
"Important","2009","Rural Area","East Germany","","","","","2"
"Important","2009","Urban Area","West Germany","","","","","2"
"Important","2009","Rural Area","West Germany","","","","","2"
"Important","2009","Urban Area","East Germany","","","","","2"
"Less important","2009","Urban Area","West Germany","","","","","3"
"Less important","2009","Rural Area","West Germany","","","","","3"
"Less important","2009","Rural Area","East Germany","","","","","3"
"Less important","2009","Urban Area","East Germany","","","","","3"
"Quite unimportant","2009","Urban Area","East Germany","","","","","4"
"Quite unimportant","2009","Rural Area","West Germany","","","","","4"
"Quite unimportant","2009","Rural Area","East Germany","","","","","4"
"Quite unimportant","2009","Urban Area","West Germany","","","","","4"
"Very important","2009","Urban Area","West Germany","","","","","1"
"Very important","2009","Urban Area","East Germany","","","","","1"
"Very important","2009","Rural Area","East Germany","","","","","1"
"Very important","2009","Rural Area","West Germany","","","","","1"
"Important","2010","Rural Area","East Germany","282","0.334826247905615","0.303006477888945","0.366646017922286","2"
"Important","2010","Urban Area","West Germany","1532","0.351876979355108","0.337504287781168","0.366249670929048","2"
"Important","2010","Rural Area","West Germany","711","0.405600655071509","0.382396147718191","0.428805162424827","2"
"Important","2010","Urban Area","East Germany","136","0.276524947313578","0.237436984391388","0.315612910235769","2"
"Less important","2010","Urban Area","West Germany","1362","0.322185744222861","0.308121303588452","0.336250184857269","3"
"Less important","2010","Urban Area","East Germany","187","0.357764296702847","0.315874348823766","0.399654244581927","3"
"Less important","2010","Rural Area","East Germany","276","0.333676880037787","0.301884339340627","0.365469420734946","3"
"Less important","2010","Rural Area","West Germany","450","0.279929752118471","0.258712172973855","0.301147331263087","3"
"Quite unimportant","2010","Urban Area","East Germany","118","0.247710901325428","0.209985919211009","0.285435883439846","4"
"Quite unimportant","2010","Rural Area","West Germany","114","0.0726707235584225","0.0604025306810855","0.0849389164357595","4"
"Quite unimportant","2010","Rural Area","East Germany","115","0.134429842652427","0.111430325478492","0.157429359826363","4"
"Quite unimportant","2010","Urban Area","West Germany","374","0.0937287607400185","0.0849571471622812","0.102500374317756","4"
"Very important","2010","Urban Area","West Germany","973","0.232208515682013","0.219500589849625","0.244916441514401","1"
"Very important","2010","Urban Area","East Germany","62","0.117999854658147","0.0898069928209141","0.14619271649538","1"
"Very important","2010","Rural Area","East Germany","172","0.197067029404171","0.170246560439015","0.223887498369326","1"
"Very important","2010","Rural Area","West Germany","445","0.241798869251598","0.221563868994151","0.262033869509046","1"
"Important","2011","Rural Area","East Germany","","","","","2"
"Important","2011","Urban Area","West Germany","","","","","2"
"Important","2011","Rural Area","West Germany","","","","","2"
"Important","2011","Urban Area","East Germany","","","","","2"
"Less important","2011","Urban Area","West Germany","","","","","3"
"Less important","2011","Rural Area","East Germany","","","","","3"
"Less important","2011","Urban Area","East Germany","","","","","3"
"Less important","2011","Rural Area","West Germany","","","","","3"
"Quite unimportant","2011","Urban Area","East Germany","","","","","4"
"Quite unimportant","2011","Rural Area","West Germany","","","","","4"
"Quite unimportant","2011","Rural Area","East Germany","","","","","4"
"Quite unimportant","2011","Urban Area","West Germany","","","","","4"
"Very important","2011","Urban Area","West Germany","","","","","1"
"Very important","2011","Urban Area","East Germany","","","","","1"
"Very important","2011","Rural Area","East Germany","","","","","1"
"Very important","2011","Rural Area","West Germany","","","","","1"
"Important","2012","Urban Area","West Germany","5431","0.335284202012804","0.327840408107471","0.342727995918137","2"
"Important","2012","Urban Area","East Germany","473","0.190786572369304","0.17431525044605","0.207257894292559","2"
"Important","2012","Rural Area","West Germany","2414","0.386856005883747","0.374478916645352","0.399233095122142","2"
"Important","2012","Rural Area","East Germany","1264","0.311625447183699","0.297238095378572","0.326012798988827","2"
"Less important","2012","Urban Area","West Germany","4775","0.309898046928058","0.302606228554368","0.317189865301749","3"
"Less important","2012","Urban Area","East Germany","749","0.320561306497726","0.300997484625708","0.340125128369744","3"
"Less important","2012","Rural Area","East Germany","1140","0.282365883165474","0.268382583918074","0.296349182412873","3"
"Less important","2012","Rural Area","West Germany","1467","0.252107498920631","0.241072429175009","0.263142568666253","3"
"Quite unimportant","2012","Urban Area","East Germany","727","0.406614690696364","0.386023429862868","0.42720595152986","4"
"Quite unimportant","2012","Rural Area","West Germany","601","0.125818947654752","0.117390718602446","0.134247176707059","4"
"Quite unimportant","2012","Rural Area","East Germany","702","0.212689328634757","0.199977795864199","0.225400861405315","4"
"Quite unimportant","2012","Urban Area","West Germany","2258","0.173799191814496","0.167824211499753","0.179774172129238","4"
"Very important","2012","Urban Area","West Germany","2987","0.181018559244642","0.174947445399457","0.187089673089828","1"
"Very important","2012","Urban Area","East Germany","237","0.0820374304366052","0.0705336251244531","0.0935412357487574","1"
"Very important","2012","Rural Area","East Germany","875","0.19331934101607","0.181052281355648","0.205586400676492","1"
"Very important","2012","Rural Area","West Germany","1466","0.23521754754087","0.224438846480727","0.245996248601013","1"
"Important","2013","Urban Area","East Germany","","","","","2"
"Important","2013","Rural Area","West Germany","","","","","2"
"Important","2013","Rural Area","East Germany","","","","","2"
"Important","2013","Urban Area","West Germany","","","","","2"
"Less important","2013","Urban Area","West Germany","","","","","3"
"Less important","2013","Urban Area","East Germany","","","","","3"
"Less important","2013","Rural Area","West Germany","","","","","3"
"Less important","2013","Rural Area","East Germany","","","","","3"
"Quite unimportant","2013","Urban Area","East Germany","","","","","4"
"Quite unimportant","2013","Rural Area","East Germany","","","","","4"
"Quite unimportant","2013","Rural Area","West Germany","","","","","4"
"Quite unimportant","2013","Urban Area","West Germany","","","","","4"
"Very important","2013","Urban Area","West Germany","","","","","1"
"Very important","2013","Urban Area","East Germany","","","","","1"
"Very important","2013","Rural Area","East Germany","","","","","1"
"Very important","2013","Rural Area","West Germany","","","","","1"
"Important","2014","Urban Area","East Germany","","","","","2"
"Important","2014","Rural Area","West Germany","","","","","2"
"Important","2014","Rural Area","East Germany","","","","","2"
"Important","2014","Urban Area","West Germany","","","","","2"
"Less important","2014","Urban Area","West Germany","","","","","3"
"Less important","2014","Urban Area","East Germany","","","","","3"
"Less important","2014","Rural Area","West Germany","","","","","3"
"Less important","2014","Rural Area","East Germany","","","","","3"
"Quite unimportant","2014","Urban Area","West Germany","","","","","4"
"Quite unimportant","2014","Urban Area","East Germany","","","","","4"
"Quite unimportant","2014","Rural Area","East Germany","","","","","4"
"Quite unimportant","2014","Rural Area","West Germany","","","","","4"
"Very important","2014","Urban Area","West Germany","","","","","1"
"Very important","2014","Urban Area","East Germany","","","","","1"
"Very important","2014","Rural Area","West Germany","","","","","1"
"Very important","2014","Rural Area","East Germany","","","","","1"
"Important","2015","Urban Area","East Germany","","","","","2"
"Important","2015","Rural Area","West Germany","","","","","2"
"Important","2015","Urban Area","West Germany","","","","","2"
"Important","2015","Rural Area","East Germany","","","","","2"
"Less important","2015","Urban Area","West Germany","","","","","3"
"Less important","2015","Urban Area","East Germany","","","","","3"
"Less important","2015","Rural Area","West Germany","","","","","3"
"Less important","2015","Rural Area","East Germany","","","","","3"
"Quite unimportant","2015","Urban Area","West Germany","","","","","4"
"Quite unimportant","2015","Urban Area","East Germany","","","","","4"
"Quite unimportant","2015","Rural Area","East Germany","","","","","4"
"Quite unimportant","2015","Rural Area","West Germany","","","","","4"
"Very important","2015","Urban Area","East Germany","","","","","1"
"Very important","2015","Urban Area","West Germany","","","","","1"
"Very important","2015","Rural Area","West Germany","","","","","1"
"Very important","2015","Rural Area","East Germany","","","","","1"
"Important","2016","Urban Area","East Germany","373","0.177429727272992","0.160021204319658","0.194838250226325","2"
"Important","2016","Rural Area","West Germany","2068","0.385585194719985","0.372308558994624","0.398861830445346","2"
"Important","2016","Rural Area","East Germany","1119","0.315007044222316","0.298910073413077","0.331104015031555","2"
"Important","2016","Urban Area","West Germany","4995","0.343508201635607","0.335659041406302","0.351357361864911","2"
"Less important","2016","Urban Area","West Germany","4153","0.298683603848743","0.291118712853768","0.306248494843717","3"
"Less important","2016","Rural Area","West Germany","1246","0.253884652219645","0.242012806633935","0.265756497805354","3"
"Less important","2016","Urban Area","East Germany","636","0.352009821188746","0.330246567281207","0.373773075096285","3"
"Less important","2016","Rural Area","East Germany","825","0.271171407164473","0.255765913508993","0.286576900819952","3"
"Quite unimportant","2016","Urban Area","West Germany","2036","0.167493147317615","0.161321054946007","0.173665239689223","4"
