"plh0192","year","e11103","n","percent","lower_confidence","upper_confidence"
"Disagree fully","2005","Part Time","","","",""
"Disagree fully","2005","Not Working","","","",""
"Fully agree","2006","Full Time","","","",""
"Fully agree","2006","Part Time","","","",""
"Fully agree","2006","Not Working","","","",""
"Rather agree","2006","Full Time","","","",""
"Rather agree","2006","Part Time","","","",""
"Rather agree","2006","Not Working","","","",""
"Rather disagree","2006","Full Time","","","",""
"Rather disagree","2006","Part Time","","","",""
"Rather disagree","2006","Not Working","","","",""
"Disagree fully","2006","Full Time","","","",""
"Disagree fully","2006","Part Time","","","",""
"Disagree fully","2006","Not Working","","","",""
"Fully agree","2007","Full Time","","","",""
"Fully agree","2007","Part Time","","","",""
"Fully agree","2007","Not Working","","","",""
"Rather agree","2007","Full Time","","","",""
"Rather agree","2007","Part Time","","","",""
"Rather agree","2007","Not Working","","","",""
"Rather disagree","2007","Full Time","","","",""
"Rather disagree","2007","Part Time","","","",""
"Rather disagree","2007","Not Working","","","",""
"Disagree fully","2007","Full Time","","","",""
"Disagree fully","2007","Part Time","","","",""
"Disagree fully","2007","Not Working","","","",""
"Fully agree","2008","Full Time","342","0.0398122000270347","0.0353855271751445","0.0442388728789249"
"Fully agree","2008","Part Time","252","0.0549404753752667","0.0482160473378027","0.0616649034127307"
"Fully agree","2008","Not Working","533","0.0719158349096649","0.0660560596453203","0.0777756101740095"
"Rather agree","2008","Full Time","4184","0.527185200977373","0.515881559287121","0.538488842667626"
"Rather agree","2008","Part Time","2529","0.559059917915336","0.544407863272345","0.573711972558327"
"Rather agree","2008","Not Working","4071","0.526516678192498","0.515191802997584","0.537841553387412"
"Rather disagree","2008","Full Time","2652","0.381946382086252","0.370946056907562","0.392946707264942"
"Rather disagree","2008","Part Time","1435","0.33922850367299","0.325256735184989","0.353200272160991"
"Rather disagree","2008","Not Working","2458","0.345579102375217","0.334792682268238","0.356365522482196"
"Disagree fully","2008","Full Time","316","0.0510562169093398","0.046072701504657","0.0560397323140226"
"Disagree fully","2008","Part Time","195","0.046771103036407","0.040539970798585","0.053002235274229"
"Disagree fully","2008","Not Working","405","0.0559883845226197","0.0507738847518838","0.0612028842933556"
"Fully agree","2009","Full Time","","","",""
"Fully agree","2009","Part Time","","","",""
"Fully agree","2009","Not Working","","","",""
"Rather agree","2009","Full Time","","","",""
"Rather agree","2009","Part Time","","","",""
"Rather agree","2009","Not Working","","","",""
"Rather disagree","2009","Full Time","","","",""
"Rather disagree","2009","Part Time","","","",""
"Rather disagree","2009","Not Working","","","",""
"Disagree fully","2009","Full Time","","","",""
"Disagree fully","2009","Part Time","","","",""
"Disagree fully","2009","Not Working","","","",""
"Fully agree","2010","Full Time","","","",""
"Fully agree","2010","Part Time","","","",""
"Fully agree","2010","Not Working","","","",""
"Rather agree","2010","Full Time","","","",""
"Rather agree","2010","Part Time","","","",""
"Rather agree","2010","Not Working","","","",""
"Rather disagree","2010","Full Time","","","",""
"Rather disagree","2010","Part Time","","","",""
"Rather disagree","2010","Not Working","","","",""
"Disagree fully","2010","Full Time","","","",""
"Disagree fully","2010","Part Time","","","",""
"Disagree fully","2010","Not Working","","","",""
"Fully agree","2011","Full Time","","","",""
"Fully agree","2011","Part Time","","","",""
"Fully agree","2011","Not Working","","","",""
"Rather agree","2011","Full Time","","","",""
"Rather agree","2011","Part Time","","","",""
"Rather agree","2011","Not Working","","","",""
"Rather disagree","2011","Full Time","","","",""
"Rather disagree","2011","Part Time","","","",""
"Rather disagree","2011","Not Working","","","",""
"Disagree fully","2011","Full Time","","","",""
"Disagree fully","2011","Part Time","","","",""
"Disagree fully","2011","Not Working","","","",""
"Fully agree","2012","Full Time","","","",""
"Fully agree","2012","Part Time","","","",""
"Fully agree","2012","Not Working","","","",""
"Rather agree","2012","Full Time","","","",""
"Rather agree","2012","Part Time","","","",""
"Rather agree","2012","Not Working","","","",""
"Rather disagree","2012","Full Time","","","",""
"Rather disagree","2012","Part Time","","","",""
"Rather disagree","2012","Not Working","","","",""
"Disagree fully","2012","Full Time","","","",""
"Disagree fully","2012","Part Time","","","",""
"Disagree fully","2012","Not Working","","","",""
"Fully agree","2013","Full Time","616","0.0610986094254998","0.0563146977602943","0.0658825210907054"
"Fully agree","2013","Part Time","510","0.0664957817696039","0.0607045828693582","0.0722869806698496"
"Fully agree","2013","Not Working","639","0.0723087405930318","0.0668943350132018","0.0777231461728619"
"Rather agree","2013","Full Time","5899","0.599851118228177","0.590065460129733","0.609636776326622"
"Rather agree","2013","Part Time","4384","0.608180777674991","0.596834001069017","0.619527554280965"
"Rather agree","2013","Not Working","5128","0.574450147369342","0.564114086736239","0.584786208002444"
"Rather disagree","2013","Full Time","2823","0.307200938490137","0.297986424959919","0.316415452020356"
"Rather disagree","2013","Part Time","1994","0.295161418833549","0.284559415914617","0.30576342175248"
"Rather disagree","2013","Not Working","2601","0.302746901161038","0.293142092153736","0.31235171016834"
"Disagree fully","2013","Full Time","291","0.0318493338561854","0.0283419835158738","0.035356684196497"
"Disagree fully","2013","Part Time","222","0.0301620217218569","0.02618650935979","0.0341375340839238"
"Disagree fully","2013","Not Working","422","0.0504942108765884","0.0459167645915756","0.0550716571616012"
"Fully agree","2014","Full Time","","","",""
"Fully agree","2014","Part Time","","","",""
"Fully agree","2014","Not Working","","","",""
"Rather agree","2014","Full Time","","","",""
"Rather agree","2014","Part Time","","","",""
"Rather agree","2014","Not Working","","","",""
"Rather disagree","2014","Full Time","","","",""
"Rather disagree","2014","Part Time","","","",""
"Rather disagree","2014","Not Working","","","",""
"Disagree fully","2014","Full Time","","","",""
"Disagree fully","2014","Part Time","","","",""
"Disagree fully","2014","Not Working","","","",""
"Fully agree","2015","Full Time","","","",""
"Fully agree","2015","Part Time","","","",""
"Fully agree","2015","Not Working","","","",""
"Rather agree","2015","Full Time","","","",""
"Rather agree","2015","Part Time","","","",""
"Rather agree","2015","Not Working","","","",""
"Rather disagree","2015","Full Time","","","",""
"Rather disagree","2015","Part Time","","","",""
"Rather disagree","2015","Not Working","","","",""
"Disagree fully","2015","Full Time","","","",""
"Disagree fully","2015","Part Time","","","",""
"Disagree fully","2015","Not Working","","","",""
"Fully agree","2016","Full Time","","","",""
"Fully agree","2016","Part Time","","","",""
"Fully agree","2016","Not Working","","","",""
"Rather agree","2016","Full Time","","","",""
"Rather agree","2016","Part Time","","","",""
"Rather agree","2016","Not Working","","","",""
"Rather disagree","2016","Full Time","","","",""
"Rather disagree","2016","Part Time","","","",""
"Rather disagree","2016","Not Working","","","",""
"Disagree fully","2016","Full Time","","","",""
"Disagree fully","2016","Part Time","","","",""
"Disagree fully","2016","Not Working","","","",""
"Fully agree","2017","Full Time","","","",""
"Fully agree","2017","Part Time","","","",""
"Fully agree","2017","Not Working","","","",""
"Rather agree","2017","Full Time","","","",""
"Rather agree","2017","Part Time","","","",""
"Rather agree","2017","Not Working","","","",""
"Rather disagree","2017","Full Time","","","",""
"Rather disagree","2017","Part Time","","","",""
"Rather disagree","2017","Not Working","","","",""
"Disagree fully","2017","Full Time","","","",""
"Disagree fully","2017","Part Time","","","",""
"Disagree fully","2017","Not Working","","","",""
"Fully agree","2018","Full Time","791","0.0689425712640263","0.0639941652174505","0.0738909773106021"
"Fully agree","2018","Part Time","651","0.0688639817047945","0.0632740698990582","0.0744538935105309"
"Fully agree","2018","Not Working","1303","0.0800868514015021","0.0751350686908888","0.0850386341121154"
"Rather agree","2018","Full Time","6202","0.617313771640798","0.607820678204985","0.626806865076611"
"Rather agree","2018","Part Time","4847","0.613979399455626","0.603232468255359","0.624726330655894"
"Rather agree","2018","Not Working","6496","0.589904583830795","0.580931517070249","0.59887765059134"
"Rather disagree","2018","Full Time","2735","0.283433341694522","0.274631224985494","0.29223545840355"
"Rather disagree","2018","Part Time","2084","0.278975698590994","0.269075122501146","0.288876274680843"
"Rather disagree","2018","Not Working","2835","0.27886279794004","0.270681696143818","0.287043899736261"
"Disagree fully","2018","Full Time","342","0.0303103154006536","0.0269618565105998","0.0336587742907073"
"Disagree fully","2018","Part Time","301","0.0381809202485847","0.0339506100183202","0.0424112304788493"
"Disagree fully","2018","Not Working","908","0.0511457668276632","0.0471268209936928","0.0551647126616336"
