"plh0192","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather agree","2012","no migration background","Female","","","","","2"
"Rather agree","2012","direct migration background","Female","","","","","2"
"Rather agree","2012","direct migration background","Male","","","","","2"
"Rather agree","2012","indirect migration background","Female","","","","","2"
"Rather agree","2012","indirect migration background","Male","","","","","2"
"Rather disagree","2012","no migration background","Female","","","","","3"
"Rather disagree","2012","no migration background","Male","","","","","3"
"Rather disagree","2012","direct migration background","Female","","","","","3"
"Rather disagree","2012","direct migration background","Male","","","","","3"
"Rather disagree","2012","indirect migration background","Male","","","","","3"
"Rather disagree","2012","indirect migration background","Female","","","","","3"
"Disagree fully","2013","no migration background","Male","399","0.0424534115393937","0.0384723388792354","0.046434484199552","4"
"Disagree fully","2013","no migration background","Female","337","0.0322846430389136","0.0291013933695293","0.0354678927082979","4"
"Disagree fully","2013","direct migration background","Male","62","0.0528700936585228","0.039959238722846","0.0657809485941996","4"
"Disagree fully","2013","direct migration background","Female","75","0.0520325952382352","0.0407670391695759","0.0632981513068945","4"
"Disagree fully","2013","indirect migration background","Male","28","","","","4"
"Disagree fully","2013","indirect migration background","Female","34","0.0522621648998097","0.035192330509241","0.0693319992903783","4"
"Fully agree","2013","no migration background","Male","668","0.0642941278187035","0.059451075265064","0.0691371803723431","1"
"Fully agree","2013","no migration background","Female","820","0.0654934209281772","0.0610379982501625","0.0699488436061919","1"
"Fully agree","2013","direct migration background","Female","127","0.0851674230799955","0.0710086457672841","0.099326200392707","1"
"Fully agree","2013","indirect migration background","Male","32","0.055183893761114","0.035780750539671","0.074587036982557","1"
"Fully agree","2013","indirect migration background","Female","32","0.0425474587143537","0.0270668889376109","0.0580280284910964","1"
"Fully agree","2013","direct migration background","Male","86","0.0931491613948702","0.0763803380037387","0.109917984786002","1"
"Rather agree","2013","no migration background","Male","5974","0.596815183396439","0.58712937517675","0.606500991616129","2"
"Rather agree","2013","no migration background","Female","7309","0.597497734745364","0.588665894847014","0.606329574643715","2"
"Rather agree","2013","direct migration background","Female","828","0.562385422513764","0.537221339753614","0.587549505273915","2"
"Rather agree","2013","direct migration background","Male","637","0.533105594644255","0.504320932145678","0.561890257142831","2"
"Rather agree","2013","indirect migration background","Female","373","0.578130525970493","0.540251962364858","0.616009089576127","2"
"Rather agree","2013","indirect migration background","Male","290","0.570139751798682","0.528072263887827","0.612207239709536","2"
"Rather disagree","2013","no migration background","Male","2812","0.296437277245463","0.287419870329534","0.305454684161392","3"
"Rather disagree","2013","no migration background","Female","3378","0.304724201287545","0.296434651931571","0.313013750643519","3"
"Rather disagree","2013","direct migration background","Male","369","0.320875150302352","0.293941945089892","0.347808355514813","3"
"Rather disagree","2013","direct migration background","Female","463","0.300414559168005","0.277160484818746","0.323668633517263","3"
"Rather disagree","2013","indirect migration background","Female","214","0.327059850415344","0.291077184428692","0.363042516401996","3"
"Rather disagree","2013","indirect migration background","Male","182","0.35001340516936","0.309482452325638","0.390544358013081","3"
"Disagree fully","2014","no migration background","Male","","","","","4"
"Disagree fully","2014","no migration background","Female","","","","","4"
"Disagree fully","2014","direct migration background","Male","","","","","4"
"Disagree fully","2014","direct migration background","Female","","","","","4"
"Disagree fully","2014","indirect migration background","Male","","","","","4"
"Disagree fully","2014","indirect migration background","Female","","","","","4"
"Fully agree","2014","no migration background","Male","","","","","1"
"Fully agree","2014","no migration background","Female","","","","","1"
"Fully agree","2014","direct migration background","Female","","","","","1"
"Fully agree","2014","indirect migration background","Female","","","","","1"
"Fully agree","2014","direct migration background","Male","","","","","1"
"Fully agree","2014","indirect migration background","Male","","","","","1"
"Rather agree","2014","no migration background","Male","","","","","2"
"Rather agree","2014","no migration background","Female","","","","","2"
"Rather agree","2014","direct migration background","Female","","","","","2"
"Rather agree","2014","direct migration background","Male","","","","","2"
"Rather agree","2014","indirect migration background","Female","","","","","2"
"Rather agree","2014","indirect migration background","Male","","","","","2"
"Rather disagree","2014","no migration background","Male","","","","","3"
"Rather disagree","2014","no migration background","Female","","","","","3"
"Rather disagree","2014","direct migration background","Female","","","","","3"
"Rather disagree","2014","direct migration background","Male","","","","","3"
"Rather disagree","2014","indirect migration background","Female","","","","","3"
"Rather disagree","2014","indirect migration background","Male","","","","","3"
"Disagree fully","2015","no migration background","Male","","","","","4"
"Disagree fully","2015","no migration background","Female","","","","","4"
"Disagree fully","2015","direct migration background","Male","","","","","4"
"Disagree fully","2015","direct migration background","Female","","","","","4"
"Disagree fully","2015","indirect migration background","Male","","","","","4"
"Disagree fully","2015","indirect migration background","Female","","","","","4"
"Fully agree","2015","no migration background","Male","","","","","1"
"Fully agree","2015","no migration background","Female","","","","","1"
"Fully agree","2015","direct migration background","Female","","","","","1"
"Fully agree","2015","indirect migration background","Male","","","","","1"
"Fully agree","2015","indirect migration background","Female","","","","","1"
"Fully agree","2015","direct migration background","Male","","","","","1"
"Rather agree","2015","no migration background","Male","","","","","2"
"Rather agree","2015","no migration background","Female","","","","","2"
"Rather agree","2015","direct migration background","Female","","","","","2"
"Rather agree","2015","direct migration background","Male","","","","","2"
"Rather agree","2015","indirect migration background","Female","","","","","2"
"Rather agree","2015","indirect migration background","Male","","","","","2"
"Rather disagree","2015","no migration background","Male","","","","","3"
"Rather disagree","2015","no migration background","Female","","","","","3"
"Rather disagree","2015","direct migration background","Male","","","","","3"
"Rather disagree","2015","direct migration background","Female","","","","","3"
"Rather disagree","2015","indirect migration background","Female","","","","","3"
"Rather disagree","2015","indirect migration background","Male","","","","","3"
"Disagree fully","2016","no migration background","Male","","","","","4"
"Disagree fully","2016","no migration background","Female","","","","","4"
"Disagree fully","2016","direct migration background","Male","","","","","4"
"Disagree fully","2016","direct migration background","Female","","","","","4"
"Disagree fully","2016","indirect migration background","Male","","","","","4"
"Disagree fully","2016","indirect migration background","Female","","","","","4"
"Fully agree","2016","no migration background","Male","","","","","1"
"Fully agree","2016","no migration background","Female","","","","","1"
"Fully agree","2016","direct migration background","Female","","","","","1"
"Fully agree","2016","direct migration background","Male","","","","","1"
"Fully agree","2016","indirect migration background","Female","","","","","1"
"Fully agree","2016","indirect migration background","Male","","","","","1"
"Rather agree","2016","no migration background","Male","","","","","2"
"Rather agree","2016","no migration background","Female","","","","","2"
"Rather agree","2016","direct migration background","Female","","","","","2"
"Rather agree","2016","direct migration background","Male","","","","","2"
"Rather agree","2016","indirect migration background","Female","","","","","2"
"Rather agree","2016","indirect migration background","Male","","","","","2"
"Rather disagree","2016","no migration background","Male","","","","","3"
"Rather disagree","2016","no migration background","Female","","","","","3"
"Rather disagree","2016","direct migration background","Female","","","","","3"
"Rather disagree","2016","direct migration background","Male","","","","","3"
"Rather disagree","2016","indirect migration background","Female","","","","","3"
"Rather disagree","2016","indirect migration background","Male","","","","","3"
"Disagree fully","2017","no migration background","Male","","","","","4"
"Disagree fully","2017","no migration background","Female","","","","","4"
"Disagree fully","2017","direct migration background","Male","","","","","4"
"Disagree fully","2017","direct migration background","Female","","","","","4"
"Disagree fully","2017","indirect migration background","Male","","","","","4"
"Disagree fully","2017","indirect migration background","Female","","","","","4"
"Fully agree","2017","no migration background","Male","","","","","1"
"Fully agree","2017","no migration background","Female","","","","","1"
"Fully agree","2017","direct migration background","Female","","","","","1"
"Fully agree","2017","indirect migration background","Female","","","","","1"
"Fully agree","2017","direct migration background","Male","","","","","1"
"Fully agree","2017","indirect migration background","Male","","","","","1"
"Rather agree","2017","no migration background","Male","","","","","2"
"Rather agree","2017","no migration background","Female","","","","","2"
"Rather agree","2017","direct migration background","Female","","","","","2"
"Rather agree","2017","direct migration background","Male","","","","","2"
"Rather agree","2017","indirect migration background","Female","","","","","2"
"Rather agree","2017","indirect migration background","Male","","","","","2"
"Rather disagree","2017","no migration background","Male","","","","","3"
"Rather disagree","2017","no migration background","Female","","","","","3"
"Rather disagree","2017","direct migration background","Female","","","","","3"
"Rather disagree","2017","direct migration background","Male","","","","","3"
"Rather disagree","2017","indirect migration background","Female","","","","","3"
"Rather disagree","2017","indirect migration background","Male","","","","","3"
"Disagree fully","2018","no migration background","Male","289","0.031046846109029","0.0274795317001662","0.0346141605178918","4"
"Disagree fully","2018","no migration background","Female","289","0.0270178468490193","0.0239156020900195","0.0301200916080191","4"
"Disagree fully","2018","direct migration background","Male","446","0.0926342183784361","0.0840137647514721","0.1012546720054","4"
"Disagree fully","2018","direct migration background","Female","417","0.0781591661337195","0.069712095402517","0.0866062368649219","4"
"Disagree fully","2018","indirect migration background","Male","47","0.0539421162092344","0.037954885075045","0.0699293473434238","4"
"Disagree fully","2018","indirect migration background","Female","63","0.0594741914970657","0.0442737483684364","0.074674634625695","4"
"Fully agree","2018","no migration background","Male","684","0.0701758782372637","0.0649220534435034","0.0754297030310241","1"
"Fully agree","2018","no migration background","Female","788","0.0734278890419904","0.0684371094771773","0.0784186686068035","1"
"Fully agree","2018","direct migration background","Female","484","0.0778923276123486","0.0694584681491491","0.0863261870755481","1"
"Fully agree","2018","indirect migration background","Female","50","0.0536391977172333","0.0391589455370269","0.0681194498974397","1"
"Fully agree","2018","direct migration background","Male","687","0.0896575880632114","0.0811628671586116","0.0981523089678112","1"
"Fully agree","2018","indirect migration background","Male","52","0.0588461118195737","0.0421913043812685","0.075500919257879","1"
"Rather agree","2018","no migration background","Male","5686","0.617352089655023","0.607355603072078","0.627348576237968","2"
"Rather agree","2018","no migration background","Female","6601","0.627904142972705","0.618655620713414","0.637152665231996","2"
"Rather agree","2018","direct migration background","Female","2058","0.569300465282725","0.553717641055464","0.584883289509986","2"
"Rather agree","2018","direct migration background","Male","2276","0.524421149865029","0.509571898255904","0.539270401474153","2"
"Rather agree","2018","indirect migration background","Male","408","0.535441384824664","0.500145291759422","0.570737477889906","2"
"Rather agree","2018","indirect migration background","Female","516","0.580886193928385","0.549174595909734","0.612597791947037","2"
"Rather disagree","2018","no migration background","Male","2422","0.281425185998684","0.272176101872343","0.290674270125025","3"
"Rather disagree","2018","no migration background","Female","2815","0.271650121136285","0.26313926533679","0.280160976935781","3"
"Rather disagree","2018","direct migration background","Female","920","0.274648040971207","0.260602099700961","0.288693982241453","3"
"Rather disagree","2018","indirect migration background","Female","301","0.306000416857316","0.276382996411074","0.335617837303558","3"
"Rather disagree","2018","indirect migration background","Male","260","0.351770387146528","0.31797600732764","0.385564766965416","3"
"Rather disagree","2018","direct migration background","Male","936","0.293287043693324","0.279750083049442","0.306824004337206","3"
