"plh0177","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","general elemantary","2","","","","1"
"10 Completely satisfied","1984","indirect migration background","higher education","","","","","10"
"10 Completely satisfied","1984","indirect migration background","middle vocational","18","","","","10"
"10 Completely satisfied","1984","indirect migration background","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","indirect migration background","higher vocational","2","","","","10"
"10 Completely satisfied","1984","no migration background","in school","56","0.367843405904282","0.290929752445576","0.444757059362989","10"
"10 Completely satisfied","1984","no migration background","inadequately","14","","","","10"
"10 Completely satisfied","1984","no migration background","general elemantary","826","0.362177829454511","0.342620262082754","0.381735396826269","10"
"10 Completely satisfied","1984","no migration background","middle vocational","1609","0.353796284896067","0.340001224770253","0.367591345021881","10"
"10 Completely satisfied","1984","no migration background","vocational + Abi","60","0.333967612219266","0.26600624975974","0.401928974678792","10"
"10 Completely satisfied","1984","no migration background","higher vocational","219","0.377297538370934","0.338513346831539","0.41608172991033","10"
"10 Completely satisfied","1984","no migration background","higher education","227","0.349442324339874","0.313258386436569","0.385626262243179","10"
"10 Completely satisfied","1984","direct migration background","in school","6","","","","10"
"10 Completely satisfied","1984","direct migration background","inadequately","201","0.203672599745724","0.177899965828527","0.229445233662921","10"
"10 Completely satisfied","1984","direct migration background","general elemantary","252","0.28784845464765","0.260656436040009","0.315040473255291","10"
"10 Completely satisfied","1984","direct migration background","middle vocational","249","0.294033238640653","0.266141441427387","0.32192503585392","10"
"10 Completely satisfied","1984","direct migration background","vocational + Abi","27","","","","10"
"10 Completely satisfied","1984","direct migration background","higher vocational","15","","","","10"
"10 Completely satisfied","1984","direct migration background","higher education","29","","","","10"
"10 Completely satisfied","1984","indirect migration background","in school","5","","","","10"
"10 Completely satisfied","1984","indirect migration background","inadequately","","","","","10"
"10 Completely satisfied","1984","indirect migration background","general elemantary","12","","","","10"
"2 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","middle vocational","61","0.0124640604697268","0.00926318729402455","0.0156649336454291","2"
"2 on Scale 1 to 10","1984","no migration background","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","middle vocational","2","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","inadequately","4","","","","2"
"2 on Scale 1 to 10","1984","no migration background","general elemantary","26","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","middle vocational","38","0.0251162480615826","0.0155368117078338","0.0346956844153315","2"
"2 on Scale 1 to 10","1984","indirect migration background","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher education","5","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher education","8","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","inadequately","37","0.0426946069332203","0.029756866480384","0.0556323473860565","2"
"2 on Scale 1 to 10","1984","direct migration background","general elemantary","43","0.0367572536891852","0.0254563626229358","0.0480581447554346","2"
"2 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","2"
"3 on Scale 1 to 10","1984","no migration background","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1984","no migration background","middle vocational","106","0.0209635612657094","0.0168302872539839","0.0250968352774348","3"
"3 on Scale 1 to 10","1984","no migration background","in school","3","","","","3"
"3 on Scale 1 to 10","1984","no migration background","inadequately","2","","","","3"
"3 on Scale 1 to 10","1984","no migration background","general elemantary","55","0.0221084104601235","0.0161252835686657","0.0280915373515813","3"
"3 on Scale 1 to 10","1984","no migration background","higher vocational","15","","","","3"
"3 on Scale 1 to 10","1984","no migration background","higher education","23","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","general elemantary","51","0.0374457524931586","0.0260435913168076","0.0488479136695096","3"
"3 on Scale 1 to 10","1984","direct migration background","middle vocational","48","0.0322744163664963","0.021455308061148","0.0430935246718446","3"
"3 on Scale 1 to 10","1984","direct migration background","higher education","2","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","in school","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","middle vocational","2","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","inadequately","60","0.0686599841094877","0.0524772218960879","0.0848427463228874","3"
"3 on Scale 1 to 10","1984","direct migration background","vocational + Abi","8","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","in school","1","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","general elemantary","","","","","3"
"4 on Scale 1 to 10","1984","no migration background","middle vocational","117","0.0238301854600196","0.0194298211201257","0.0282305497999136","4"
"4 on Scale 1 to 10","1984","no migration background","general elemantary","51","0.0221521362883032","0.0161632295300932","0.0281410430465132","4"
"4 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","middle vocational","3","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","4"
"4 on Scale 1 to 10","1984","no migration background","in school","3","","","","4"
"4 on Scale 1 to 10","1984","no migration background","inadequately","6","","","","4"
"4 on Scale 1 to 10","1984","no migration background","vocational + Abi","7","","","","4"
"4 on Scale 1 to 10","1984","no migration background","higher vocational","23","","","","4"
"4 on Scale 1 to 10","1984","no migration background","higher education","18","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","in school","","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","inadequately","63","0.0803924231248129","0.0629921725768863","0.0977926736727394","4"
"4 on Scale 1 to 10","1984","direct migration background","general elemantary","57","0.0439196282475596","0.0316126958226556","0.0562265606724636","4"
"4 on Scale 1 to 10","1984","direct migration background","middle vocational","42","0.0302740123722525","0.0197847326385807","0.0407632921059242","4"
"4 on Scale 1 to 10","1984","direct migration background","vocational + Abi","9","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","higher vocational","1","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","higher education","11","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","in school","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","general elemantary","3","","","","4"
"5 on Scale 1 to 10","1984","no migration background","in school","12","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","inadequately","112","0.112517427520199","0.0922948510759351","0.132740003964464","5"
"5 on Scale 1 to 10","1984","direct migration background","general elemantary","120","0.0885565220561071","0.0714937953847662","0.105619248727448","5"
"5 on Scale 1 to 10","1984","indirect migration background","middle vocational","2","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1984","no migration background","inadequately","12","","","","5"
"5 on Scale 1 to 10","1984","no migration background","general elemantary","192","0.0808397670983588","0.0697477063700808","0.0919318278266367","5"
"5 on Scale 1 to 10","1984","no migration background","middle vocational","403","0.0848856472061464","0.0768445177508518","0.0929267766614409","5"
"5 on Scale 1 to 10","1984","no migration background","vocational + Abi","15","","","","5"
"5 on Scale 1 to 10","1984","no migration background","higher vocational","49","0.0818324074007315","0.0598995048175888","0.103765309983874","5"
"5 on Scale 1 to 10","1984","no migration background","higher education","45","0.0640485252297057","0.0454676397070716","0.0826294107523398","5"
"5 on Scale 1 to 10","1984","direct migration background","in school","","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","middle vocational","131","0.113761286126217","0.094322964496468","0.133199607755965","5"
"5 on Scale 1 to 10","1984","direct migration background","vocational + Abi","15","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","higher vocational","9","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","higher education","14","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","in school","1","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","inadequately","1","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","general elemantary","10","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","higher education","1","","","","5"
"6 on Scale 1 to 10","1984","direct migration background","general elemantary","64","0.0496040764181762","0.0365638763818677","0.0626442764544848","6"
"6 on Scale 1 to 10","1984","indirect migration background","higher education","1","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","inadequately","68","0.0743951747620756","0.0576020366038913","0.0911883129202599","6"
"6 on Scale 1 to 10","1984","direct migration background","middle vocational","64","0.0608267294899558","0.0461946432129871","0.0754588157669246","6"
"6 on Scale 1 to 10","1984","direct migration background","vocational + Abi","6","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","higher vocational","3","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","higher education","6","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","in school","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","middle vocational","6","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","6"
"6 on Scale 1 to 10","1984","no migration background","in school","11","","","","6"
"6 on Scale 1 to 10","1984","no migration background","inadequately","8","","","","6"
"6 on Scale 1 to 10","1984","no migration background","general elemantary","120","0.0479269734285088","0.0392347830186904","0.0566191638383272","6"
"6 on Scale 1 to 10","1984","no migration background","middle vocational","259","0.0551708487904568","0.048583757031696","0.0617579405492175","6"
"6 on Scale 1 to 10","1984","no migration background","vocational + Abi","10","","","","6"
"6 on Scale 1 to 10","1984","no migration background","higher vocational","19","","","","6"
"6 on Scale 1 to 10","1984","no migration background","higher education","38","0.0556389233223791","0.0382431567240901","0.0730346899206682","6"
"6 on Scale 1 to 10","1984","direct migration background","in school","2","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","general elemantary","2","","","","6"
"7 on Scale 1 to 10","1984","no migration background","general elemantary","204","0.0872081473108589","0.0757274436736001","0.0986888509481177","7"
"7 on Scale 1 to 10","1984","indirect migration background","higher education","1","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","middle vocational","6","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","general elemantary","6","","","","7"
"7 on Scale 1 to 10","1984","no migration background","in school","22","","","","7"
"7 on Scale 1 to 10","1984","no migration background","inadequately","5","","","","7"
"7 on Scale 1 to 10","1984","no migration background","middle vocational","457","0.0975716326056706","0.0890105163695769","0.106132748841764","7"
"7 on Scale 1 to 10","1984","no migration background","vocational + Abi","23","","","","7"
"7 on Scale 1 to 10","1984","no migration background","higher vocational","58","0.0925398138309453","0.0693524932479224","0.115727134413968","7"
"7 on Scale 1 to 10","1984","no migration background","higher education","61","0.0954966401894403","0.0731925602786379","0.117800720100243","7"
"7 on Scale 1 to 10","1984","direct migration background","in school","1","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","inadequately","101","0.0984269950572312","0.0793634249977863","0.117490565116676","7"
"7 on Scale 1 to 10","1984","direct migration background","general elemantary","102","0.0973901803096004","0.0795835845705923","0.115196776048608","7"
"7 on Scale 1 to 10","1984","direct migration background","middle vocational","110","0.0990227043055587","0.0807370513416057","0.117308357269512","7"
"7 on Scale 1 to 10","1984","direct migration background","vocational + Abi","13","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","higher vocational","3","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","higher education","11","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","in school","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","7"
"8 on Scale 1 to 10","1984","direct migration background","inadequately","140","0.146374076505474","0.12375303723709","0.168995115773858","8"
"8 on Scale 1 to 10","1984","indirect migration background","middle vocational","8","","","","8"
"8 on Scale 1 to 10","1984","no migration background","in school","19","","","","8"
"8 on Scale 1 to 10","1984","no migration background","general elemantary","445","0.192231026299607","0.176196378509391","0.208265674089823","8"
"8 on Scale 1 to 10","1984","no migration background","middle vocational","884","0.193332049994931","0.181938434280073","0.204725665709788","8"
"8 on Scale 1 to 10","1984","direct migration background","vocational + Abi","20","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","in school","2","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","general elemantary","7","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","1","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","higher vocational","1","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","middle vocational","174","0.17704718954766","0.153679372528107","0.200415006567214","8"
"8 on Scale 1 to 10","1984","direct migration background","higher education","26","","","","8"
"8 on Scale 1 to 10","1984","no migration background","inadequately","12","","","","8"
"8 on Scale 1 to 10","1984","no migration background","vocational + Abi","34","0.193322785232328","0.13641736385129","0.250228206613367","8"
"8 on Scale 1 to 10","1984","no migration background","higher vocational","117","0.191604969068541","0.160113880932499","0.223096057204582","8"
"8 on Scale 1 to 10","1984","no migration background","higher education","130","0.18500073332037","0.155532743714522","0.214468722926217","8"
"8 on Scale 1 to 10","1984","direct migration background","in school","6","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","general elemantary","177","0.176031327531908","0.153158301764085","0.19890435329973","8"
"8 on Scale 1 to 10","1984","direct migration background","higher vocational","12","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","inadequately","2","","","","8"
"9 on Scale 1 to 10","1984","no migration background","middle vocational","642","0.142714874031526","0.13262328625714","0.152806461805912","9"
"9 on Scale 1 to 10","1984","no migration background","higher vocational","88","0.144568989822689","0.1164303867095","0.172707592935878","9"
"9 on Scale 1 to 10","1984","direct migration background","general elemantary","115","0.105232358757422","0.0868033034018101","0.123661414113034","9"
"9 on Scale 1 to 10","1984","direct migration background","middle vocational","103","0.123711225598306","0.103554762064656","0.143867689131956","9"
"9 on Scale 1 to 10","1984","indirect migration background","middle vocational","3","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","9"
"9 on Scale 1 to 10","1984","no migration background","general elemantary","353","0.154821403814421","0.140101877165168","0.169540930463675","9"
"9 on Scale 1 to 10","1984","no migration background","vocational + Abi","25","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","inadequately","77","0.0869994906861382","0.0689634778043677","0.105035503567909","9"
"9 on Scale 1 to 10","1984","direct migration background","vocational + Abi","14","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","higher vocational","8","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","higher education","11","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","higher vocational","1","","","","9"
"9 on Scale 1 to 10","1984","no migration background","in school","22","","","","9"
"9 on Scale 1 to 10","1984","no migration background","inadequately","9","","","","9"
"9 on Scale 1 to 10","1984","no migration background","higher education","111","0.168323744196034","0.139929192458797","0.196718295933272","9"
"9 on Scale 1 to 10","1984","direct migration background","in school","3","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","inadequately","1","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","in school","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","general elemantary","9","","","","9"
"0 Completely dissatisfied","1985","no migration background","in school","1","","","","0"
"0 Completely dissatisfied","1985","no migration background","inadequately","2","","","","0"
"0 Completely dissatisfied","1985","no migration background","general elemantary","15","","","","0"
"0 Completely dissatisfied","1985","no migration background","middle vocational","25","","","","0"
"0 Completely dissatisfied","1985","no migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1985","no migration background","higher vocational","3","","","","0"
"0 Completely dissatisfied","1985","no migration background","higher education","1","","","","0"
"0 Completely dissatisfied","1985","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","1985","direct migration background","inadequately","36","0.0470348551220682","0.0319532153003329","0.0621164949438034","0"
"0 Completely dissatisfied","1985","direct migration background","general elemantary","46","0.0530118941706862","0.0384783469656952","0.0675454413756773","0"
"0 Completely dissatisfied","1985","direct migration background","middle vocational","25","","","","0"
"0 Completely dissatisfied","1985","direct migration background","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","1985","direct migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1985","direct migration background","higher education","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","general elemantary","1","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","middle vocational","1","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","general elemantary","12","","","","1"
"1 on Scale 1 to 10","1985","no migration background","middle vocational","30","0.00668420919521599","0.00422079702576179","0.00914762136467019","1"
"1 on Scale 1 to 10","1985","no migration background","vocational + Abi","4","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","general elemantary","8","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1985","no migration background","in school","1","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","inadequately","13","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","middle vocational","20","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","inadequately","2","","","","1"
"1 on Scale 1 to 10","1985","no migration background","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1985","no migration background","higher education","3","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","higher education","2","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","1"
"10 Completely satisfied","1985","indirect migration background","vocational + Abi","","","","","10"
"10 Completely satisfied","1985","indirect migration background","higher education","","","","","10"
"10 Completely satisfied","1985","indirect migration background","higher vocational","3","","","","10"
"10 Completely satisfied","1985","indirect migration background","middle vocational","20","","","","10"
"10 Completely satisfied","1985","no migration background","in school","52","0.35977082559883","0.282709644962266","0.436832006235394","10"
"10 Completely satisfied","1985","no migration background","inadequately","22","","","","10"
"10 Completely satisfied","1985","no migration background","general elemantary","647","0.320011595193597","0.299872372415505","0.34015081797169","10"
"10 Completely satisfied","1985","no migration background","middle vocational","1233","0.299958402705664","0.28610486038681","0.313811945024518","10"
"10 Completely satisfied","1985","no migration background","vocational + Abi","41","0.240709112030321","0.177003836430909","0.304414387629733","10"
"10 Completely satisfied","1985","no migration background","higher vocational","185","0.343430185709342","0.304310121054235","0.382550250364449","10"
"10 Completely satisfied","1985","no migration background","higher education","163","0.271208799956095","0.236818653486282","0.305598946425909","10"
"10 Completely satisfied","1985","direct migration background","in school","8","","","","10"
"10 Completely satisfied","1985","direct migration background","inadequately","126","0.180240444569214","0.152858170054341","0.207622719084087","10"
"10 Completely satisfied","1985","direct migration background","general elemantary","187","0.246507537540796","0.218552037812131","0.274463037269461","10"
"10 Completely satisfied","1985","direct migration background","middle vocational","207","0.262828435556383","0.234071189160777","0.291585681951989","10"
"10 Completely satisfied","1985","direct migration background","vocational + Abi","23","","","","10"
"10 Completely satisfied","1985","direct migration background","higher vocational","11","","","","10"
"10 Completely satisfied","1985","direct migration background","higher education","29","","","","10"
"10 Completely satisfied","1985","indirect migration background","in school","4","","","","10"
"10 Completely satisfied","1985","indirect migration background","inadequately","2","","","","10"
"10 Completely satisfied","1985","indirect migration background","general elemantary","15","","","","10"
"2 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","middle vocational","1","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","no migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1985","no migration background","inadequately","3","","","","2"
"2 on Scale 1 to 10","1985","no migration background","general elemantary","21","","","","2"
"2 on Scale 1 to 10","1985","no migration background","middle vocational","49","0.0119829730551736","0.00869345024727346","0.0152724958630737","2"
"2 on Scale 1 to 10","1985","no migration background","higher education","10","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","general elemantary","37","0.0280469566461612","0.0173372341988029","0.0387566790935195","2"
"2 on Scale 1 to 10","1985","direct migration background","middle vocational","24","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","higher education","5","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","general elemantary","1","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","higher education","1","","","","2"
"2 on Scale 1 to 10","1985","no migration background","vocational + Abi","4","","","","2"
"2 on Scale 1 to 10","1985","no migration background","higher vocational","7","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","inadequately","25","","","","2"
"3 on Scale 1 to 10","1985","no migration background","in school","3","","","","3"
"3 on Scale 1 to 10","1985","no migration background","inadequately","4","","","","3"
"3 on Scale 1 to 10","1985","no migration background","general elemantary","45","0.0208228234596857","0.0146581575578174","0.0269874893615539","3"
"3 on Scale 1 to 10","1985","no migration background","middle vocational","103","0.0230030422834064","0.018470857163629","0.0275352274031839","3"
"3 on Scale 1 to 10","1985","no migration background","vocational + Abi","11","","","","3"
"3 on Scale 1 to 10","1985","no migration background","higher vocational","8","","","","3"
"3 on Scale 1 to 10","1985","no migration background","higher education","16","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","in school","2","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","inadequately","43","0.0711407553196049","0.0528288159744871","0.0894526946647227","3"
"3 on Scale 1 to 10","1985","direct migration background","general elemantary","61","0.0623261281750488","0.0466451307393299","0.0780071256107678","3"
"3 on Scale 1 to 10","1985","direct migration background","middle vocational","43","0.03698865594565","0.0246582659464441","0.0493190459448559","3"
"3 on Scale 1 to 10","1985","direct migration background","vocational + Abi","8","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","higher vocational","2","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","higher education","3","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","in school","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","middle vocational","2","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","general elemantary","4","","","","3"
"4 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","4"
