"plh0206i02","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
"4 on scale 1-7","2007","Not Employed","Female","","","",""
"4 on scale 1-7","2007","Employed","Male","","","",""
"4 on scale 1-7","2007","Employed","Female","","","",""
"5 on scale 1-7","2007","Not Employed","Male","","","",""
"5 on scale 1-7","2007","Not Employed","Female","","","",""
"5 on scale 1-7","2007","Employed","Male","","","",""
"5 on scale 1-7","2007","Employed","Female","","","",""
"6 on scale 1-7","2007","Not Employed","Male","","","",""
"6 on scale 1-7","2007","Not Employed","Female","","","",""
"6 on scale 1-7","2007","Employed","Male","","","",""
"6 on scale 1-7","2007","Employed","Female","","","",""
"7 Strongly agree","2007","Not Employed","Male","","","",""
"7 Strongly agree","2007","Not Employed","Female","","","",""
"7 Strongly agree","2007","Employed","Male","","","",""
"7 Strongly agree","2007","Employed","Female","","","",""
"1 Strongly disagree","2008","Not Employed","Male","","","",""
"1 Strongly disagree","2008","Not Employed","Female","","","",""
"1 Strongly disagree","2008","Employed","Male","","","",""
"1 Strongly disagree","2008","Employed","Female","","","",""
"2 on scale 1-7 ","2008","Not Employed","Male","","","",""
"2 on scale 1-7 ","2008","Not Employed","Female","","","",""
"2 on scale 1-7 ","2008","Employed","Male","","","",""
"2 on scale 1-7 ","2008","Employed","Female","","","",""
"3 on scale 1-7 ","2008","Not Employed","Male","","","",""
"3 on scale 1-7 ","2008","Not Employed","Female","","","",""
"3 on scale 1-7 ","2008","Employed","Male","","","",""
"3 on scale 1-7 ","2008","Employed","Female","","","",""
"4 on scale 1-7","2008","Not Employed","Male","","","",""
"4 on scale 1-7","2008","Not Employed","Female","","","",""
"4 on scale 1-7","2008","Employed","Male","","","",""
"4 on scale 1-7","2008","Employed","Female","","","",""
"5 on scale 1-7","2008","Not Employed","Male","","","",""
"5 on scale 1-7","2008","Not Employed","Female","","","",""
"5 on scale 1-7","2008","Employed","Male","","","",""
"5 on scale 1-7","2008","Employed","Female","","","",""
"6 on scale 1-7","2008","Not Employed","Male","","","",""
"6 on scale 1-7","2008","Not Employed","Female","","","",""
"6 on scale 1-7","2008","Employed","Male","","","",""
"6 on scale 1-7","2008","Employed","Female","","","",""
"7 Strongly agree","2008","Not Employed","Male","","","",""
"7 Strongly agree","2008","Not Employed","Female","","","",""
"7 Strongly agree","2008","Employed","Male","","","",""
"7 Strongly agree","2008","Employed","Female","","","",""
"1 Strongly disagree","2009","Not Employed","Male","","","",""
"1 Strongly disagree","2009","Not Employed","Female","","","",""
"1 Strongly disagree","2009","Employed","Male","","","",""
"1 Strongly disagree","2009","Employed","Female","","","",""
"2 on scale 1-7 ","2009","Not Employed","Male","","","",""
"2 on scale 1-7 ","2009","Not Employed","Female","","","",""
"2 on scale 1-7 ","2009","Employed","Male","","","",""
"2 on scale 1-7 ","2009","Employed","Female","","","",""
"3 on scale 1-7 ","2009","Not Employed","Male","","","",""
"3 on scale 1-7 ","2009","Not Employed","Female","","","",""
"3 on scale 1-7 ","2009","Employed","Male","","","",""
"3 on scale 1-7 ","2009","Employed","Female","","","",""
"4 on scale 1-7","2009","Not Employed","Male","","","",""
"4 on scale 1-7","2009","Not Employed","Female","","","",""
"4 on scale 1-7","2009","Employed","Male","","","",""
"4 on scale 1-7","2009","Employed","Female","","","",""
"5 on scale 1-7","2009","Not Employed","Male","","","",""
"5 on scale 1-7","2009","Not Employed","Female","","","",""
"5 on scale 1-7","2009","Employed","Male","","","",""
"5 on scale 1-7","2009","Employed","Female","","","",""
"6 on scale 1-7","2009","Not Employed","Male","","","",""
"6 on scale 1-7","2009","Not Employed","Female","","","",""
"6 on scale 1-7","2009","Employed","Male","","","",""
"6 on scale 1-7","2009","Employed","Female","","","",""
"7 Strongly agree","2009","Not Employed","Male","","","",""
"7 Strongly agree","2009","Not Employed","Female","","","",""
"7 Strongly agree","2009","Employed","Male","","","",""
"7 Strongly agree","2009","Employed","Female","","","",""
"1 Strongly disagree","2010","Not Employed","Male","479","0.172215769370499","0.157913039449251","0.186518499291747"
"1 Strongly disagree","2010","Not Employed","Female","920","0.264646889671035","0.250331537381214","0.278962241960856"
"1 Strongly disagree","2010","Employed","Male","619","0.122635074968615","0.113771448927767","0.131498701009463"
"1 Strongly disagree","2010","Employed","Female","969","0.189527133558356","0.178751676569303","0.200302590547409"
"2 on scale 1-7 ","2010","Not Employed","Male","576","0.208312884691394","0.192929257012881","0.223696512369906"
"2 on scale 1-7 ","2010","Not Employed","Female","800","0.201692438550997","0.188671250648786","0.214713626453208"
"2 on scale 1-7 ","2010","Employed","Male","1055","0.189453156486655","0.178864181503026","0.200042131470284"
"2 on scale 1-7 ","2010","Employed","Female","1205","0.230554326130413","0.218974384250849","0.242134268009977"
"3 on scale 1-7 ","2010","Not Employed","Male","517","0.191994506412669","0.177074278289474","0.206914734535863"
"3 on scale 1-7 ","2010","Not Employed","Female","676","0.183189825683155","0.170637276830297","0.195742374536013"
"3 on scale 1-7 ","2010","Employed","Male","1126","0.213238678279041","0.202170696596073","0.224306659962009"
"3 on scale 1-7 ","2010","Employed","Female","1094","0.211572881461632","0.200343869668035","0.222801893255228"
"4 on scale 1-7","2010","Not Employed","Male","473","0.18069993699243","0.16612440550064","0.195275468484221"
"4 on scale 1-7","2010","Not Employed","Female","603","0.168847737938315","0.156691236797932","0.181004239078697"
"4 on scale 1-7","2010","Employed","Male","1106","0.203872850444363","0.192986436224066","0.21475926466466"
"4 on scale 1-7","2010","Employed","Female","865","0.160601034750203","0.150506434045185","0.170695635455222"
"5 on scale 1-7","2010","Not Employed","Male","285","0.113285356477296","0.101279234991014","0.125291477963578"
"5 on scale 1-7","2010","Not Employed","Female","326","0.0925001179633923","0.0830982292108224","0.101902006715962"
"5 on scale 1-7","2010","Employed","Male","714","0.147521156922575","0.137938567081405","0.157103746763745"
"5 on scale 1-7","2010","Employed","Female","536","0.11011581328335","0.101509396958433","0.118722229608266"
"6 on scale 1-7","2010","Not Employed","Male","154","0.0586200605120126","0.0497213002590865","0.0675188207649386"
"6 on scale 1-7","2010","Not Employed","Female","147","0.0382843256277397","0.0320576746326593","0.04451097662282"
"6 on scale 1-7","2010","Employed","Male","315","0.0557903429951074","0.0495884013613348","0.0619922846288799"
"6 on scale 1-7","2010","Employed","Female","228","0.0502177655006057","0.044213339819157","0.0562221911820545"
"7 Strongly agree","2010","Not Employed","Male","193","0.0748714855436995","0.0649017608898291","0.0848412101975698"
"7 Strongly agree","2010","Not Employed","Female","176","0.0508386645653672","0.0437103351279331","0.0579669940028013"
"7 Strongly agree","2010","Employed","Male","326","0.0674887399036434","0.0607098802566889","0.0742675995505979"
"7 Strongly agree","2010","Employed","Female","185","0.0474110453154406","0.0415682146924228","0.0532538759384585"
"1 Strongly disagree","2011","Not Employed","Male","","","",""
"1 Strongly disagree","2011","Not Employed","Female","","","",""
"1 Strongly disagree","2011","Employed","Male","","","",""
"1 Strongly disagree","2011","Employed","Female","","","",""
"2 on scale 1-7 ","2011","Not Employed","Male","","","",""
"2 on scale 1-7 ","2011","Not Employed","Female","","","",""
"2 on scale 1-7 ","2011","Employed","Male","","","",""
"2 on scale 1-7 ","2011","Employed","Female","","","",""
"3 on scale 1-7 ","2011","Not Employed","Male","","","",""
"3 on scale 1-7 ","2011","Not Employed","Female","","","",""
"3 on scale 1-7 ","2011","Employed","Male","","","",""
"3 on scale 1-7 ","2011","Employed","Female","","","",""
"4 on scale 1-7","2011","Not Employed","Male","","","",""
"4 on scale 1-7","2011","Not Employed","Female","","","",""
"4 on scale 1-7","2011","Employed","Male","","","",""
"4 on scale 1-7","2011","Employed","Female","","","",""
"5 on scale 1-7","2011","Not Employed","Male","","","",""
"5 on scale 1-7","2011","Not Employed","Female","","","",""
"5 on scale 1-7","2011","Employed","Male","","","",""
"5 on scale 1-7","2011","Employed","Female","","","",""
"6 on scale 1-7","2011","Not Employed","Male","","","",""
"6 on scale 1-7","2011","Not Employed","Female","","","",""
"6 on scale 1-7","2011","Employed","Male","","","",""
"6 on scale 1-7","2011","Employed","Female","","","",""
"7 Strongly agree","2011","Not Employed","Male","","","",""
"7 Strongly agree","2011","Not Employed","Female","","","",""
"7 Strongly agree","2011","Employed","Male","","","",""
"7 Strongly agree","2011","Employed","Female","","","",""
"1 Strongly disagree","2012","Not Employed","Male","","","",""
"1 Strongly disagree","2012","Not Employed","Female","","","",""
"1 Strongly disagree","2012","Employed","Male","","","",""
"1 Strongly disagree","2012","Employed","Female","","","",""
"2 on scale 1-7 ","2012","Not Employed","Male","","","",""
"2 on scale 1-7 ","2012","Not Employed","Female","","","",""
"2 on scale 1-7 ","2012","Employed","Male","","","",""
"2 on scale 1-7 ","2012","Employed","Female","","","",""
"3 on scale 1-7 ","2012","Not Employed","Male","","","",""
"3 on scale 1-7 ","2012","Not Employed","Female","","","",""
"3 on scale 1-7 ","2012","Employed","Male","","","",""
"3 on scale 1-7 ","2012","Employed","Female","","","",""
"4 on scale 1-7","2012","Not Employed","Male","","","",""
"4 on scale 1-7","2012","Not Employed","Female","","","",""
"4 on scale 1-7","2012","Employed","Male","","","",""
"4 on scale 1-7","2012","Employed","Female","","","",""
"5 on scale 1-7","2012","Not Employed","Male","","","",""
"5 on scale 1-7","2012","Not Employed","Female","","","",""
"5 on scale 1-7","2012","Employed","Male","","","",""
"5 on scale 1-7","2012","Employed","Female","","","",""
"6 on scale 1-7","2012","Not Employed","Male","","","",""
"6 on scale 1-7","2012","Not Employed","Female","","","",""
"6 on scale 1-7","2012","Employed","Male","","","",""
"6 on scale 1-7","2012","Employed","Female","","","",""
"7 Strongly agree","2012","Not Employed","Male","","","",""
"7 Strongly agree","2012","Not Employed","Female","","","",""
"7 Strongly agree","2012","Employed","Male","","","",""
"7 Strongly agree","2012","Employed","Female","","","",""
"1 Strongly disagree","2013","Not Employed","Male","","","",""
"1 Strongly disagree","2013","Not Employed","Female","","","",""
"1 Strongly disagree","2013","Employed","Male","","","",""
"1 Strongly disagree","2013","Employed","Female","","","",""
"2 on scale 1-7 ","2013","Not Employed","Male","","","",""
"2 on scale 1-7 ","2013","Not Employed","Female","","","",""
"2 on scale 1-7 ","2013","Employed","Male","","","",""
"2 on scale 1-7 ","2013","Employed","Female","","","",""
"3 on scale 1-7 ","2013","Not Employed","Male","","","",""
"3 on scale 1-7 ","2013","Not Employed","Female","","","",""
"3 on scale 1-7 ","2013","Employed","Male","","","",""
"3 on scale 1-7 ","2013","Employed","Female","","","",""
"4 on scale 1-7","2013","Not Employed","Male","","","",""
"4 on scale 1-7","2013","Not Employed","Female","","","",""
"4 on scale 1-7","2013","Employed","Male","","","",""
"4 on scale 1-7","2013","Employed","Female","","","",""
"5 on scale 1-7","2013","Not Employed","Male","","","",""
"5 on scale 1-7","2013","Not Employed","Female","","","",""
"5 on scale 1-7","2013","Employed","Male","","","",""
"5 on scale 1-7","2013","Employed","Female","","","",""
"6 on scale 1-7","2013","Not Employed","Male","","","",""
"6 on scale 1-7","2013","Not Employed","Female","","","",""
"6 on scale 1-7","2013","Employed","Male","","","",""
"6 on scale 1-7","2013","Employed","Female","","","",""
"7 Strongly agree","2013","Not Employed","Male","","","",""
"7 Strongly agree","2013","Not Employed","Female","","","",""
"7 Strongly agree","2013","Employed","Male","","","",""
"7 Strongly agree","2013","Employed","Female","","","",""
"1 Strongly disagree","2014","Not Employed","Male","","","",""
"1 Strongly disagree","2014","Not Employed","Female","","","",""
"1 Strongly disagree","2014","Employed","Male","","","",""
"1 Strongly disagree","2014","Employed","Female","","","",""
"2 on scale 1-7 ","2014","Not Employed","Male","","","",""
"2 on scale 1-7 ","2014","Not Employed","Female","","","",""
"2 on scale 1-7 ","2014","Employed","Male","","","",""
"2 on scale 1-7 ","2014","Employed","Female","","","",""
"3 on scale 1-7 ","2014","Not Employed","Male","","","",""
"3 on scale 1-7 ","2014","Not Employed","Female","","","",""
"3 on scale 1-7 ","2014","Employed","Male","","","",""
"3 on scale 1-7 ","2014","Employed","Female","","","",""
"4 on scale 1-7","2014","Not Employed","Male","","","",""
"4 on scale 1-7","2014","Not Employed","Female","","","",""
"4 on scale 1-7","2014","Employed","Male","","","",""
"4 on scale 1-7","2014","Employed","Female","","","",""
"5 on scale 1-7","2014","Not Employed","Male","","","",""
"5 on scale 1-7","2014","Not Employed","Female","","","",""
"5 on scale 1-7","2014","Employed","Male","","","",""
"5 on scale 1-7","2014","Employed","Female","","","",""
"6 on scale 1-7","2014","Not Employed","Male","","","",""
"6 on scale 1-7","2014","Not Employed","Female","","","",""
"6 on scale 1-7","2014","Employed","Male","","","",""
"6 on scale 1-7","2014","Employed","Female","","","",""
"7 Strongly agree","2014","Not Employed","Male","","","",""
"7 Strongly agree","2014","Not Employed","Female","","","",""
"7 Strongly agree","2014","Employed","Male","","","",""
"7 Strongly agree","2014","Employed","Female","","","",""
"1 Strongly disagree","2015","Not Employed","Male","1124","0.229834491237189","0.217169175607644","0.242499806866733"
"1 Strongly disagree","2015","Not Employed","Female","2033","0.326826462947603","0.314823203697491","0.338829722197715"
"1 Strongly disagree","2015","Employed","Male","1699","0.184443430482037","0.175966771779826","0.192920089184249"
"1 Strongly disagree","2015","Employed","Female","2616","0.295085455389308","0.285419241903911","0.304751668874705"
"2 on scale 1-7 ","2015","Not Employed","Male","1013","0.239446681594624","0.226600157763809","0.252293205425439"
"2 on scale 1-7 ","2015","Not Employed","Female","1460","0.25433279121311","0.243188543344868","0.265477039081353"
"2 on scale 1-7 ","2015","Employed","Male","2061","0.263805114018943","0.254173389338184","0.273436838699701"
"2 on scale 1-7 ","2015","Employed","Female","2330","0.274771697096138","0.265310684617744","0.284232709574532"
"3 on scale 1-7 ","2015","Not Employed","Male","658","0.166482074718611","0.155268151078988","0.177695998358234"
"3 on scale 1-7 ","2015","Not Employed","Female","832","0.144505105555476","0.135507491335605","0.153502719775348"
"3 on scale 1-7 ","2015","Employed","Male","1542","0.200446642864659","0.191697023189957","0.20919626253936"
"3 on scale 1-7 ","2015","Employed","Female","1369","0.161992958121485","0.154184124907619","0.169801791335352"
"4 on scale 1-7","2015","Not Employed","Male","640","0.153079904757388","0.142240718147844","0.163919091366932"
"4 on scale 1-7","2015","Not Employed","Female","694","0.125759621732805","0.117274401799696","0.134244841665913"
"4 on scale 1-7","2015","Employed","Male","1225","0.165222768038455","0.157105940821184","0.173339595255727"
"4 on scale 1-7","2015","Employed","Female","1076","0.126888762491278","0.119834353828364","0.133943171154192"
"5 on scale 1-7","2015","Not Employed","Male","364","0.0994736694238601","0.0904637966195525","0.108483542228168"
"5 on scale 1-7","2015","Not Employed","Female","420","0.0748841054281557","0.0681486036353273","0.0816196072209842"
"5 on scale 1-7","2015","Employed","Male","768","0.0979557776564346","0.0914590449417499","0.104452510371119"
"5 on scale 1-7","2015","Employed","Female","588","0.0711717797865763","0.0657225407507287","0.076621018822424"
"6 on scale 1-7","2015","Not Employed","Male","227","0.0623405397740291","0.0550623356484274","0.0696187438996309"
"6 on scale 1-7","2015","Not Employed","Female","202","0.0373553564158277","0.0325026222269849","0.0422080906046705"
"6 on scale 1-7","2015","Employed","Male","388","0.0487829813527841","0.0440749425688975","0.0534910201366706"
"6 on scale 1-7","2015","Employed","Female","296","0.0368505855695817","0.0328577330066261","0.0408434381325374"
"7 Strongly agree","2015","Not Employed","Male","213","0.0493426384942991","0.0428227589088949","0.0558625180797033"
"7 Strongly agree","2015","Not Employed","Female","225","0.036336556707022","0.0315479227685251","0.0411251906455189"
"7 Strongly agree","2015","Employed","Male","359","0.0393432855866874","0.0350942978211563","0.0435922733522184"
"7 Strongly agree","2015","Employed","Female","277","0.0332387615456327","0.0294395255039477","0.0370379975873176"
"1 Strongly disagree","2016","Not Employed","Male","1848","0.569589187119963","0.5507411693795","0.588437204860425"
"1 Strongly disagree","2016","Not Employed","Female","1204","0.569456525076342","0.5453818629356","0.593531187217084"
"1 Strongly disagree","2016","Employed","Male","","","",""
"1 Strongly disagree","2016","Employed","Female","","","",""
"2 on scale 1-7 ","2016","Not Employed","Male","249","0.138452839942779","0.125305627248634","0.151600052636925"
"2 on scale 1-7 ","2016","Not Employed","Female","128","0.1164629600966","0.100866440296826","0.132059479896373"
"2 on scale 1-7 ","2016","Employed","Male","","","",""
"2 on scale 1-7 ","2016","Employed","Female","","","",""
"3 on scale 1-7 ","2016","Not Employed","Male","132","0.0762071088345479","0.0661069482706176","0.0863072693984782"
"3 on scale 1-7 ","2016","Not Employed","Female","75","0.108146264265063","0.093046367181365","0.123246161348761"
"3 on scale 1-7 ","2016","Employed","Male","","","",""
"3 on scale 1-7 ","2016","Employed","Female","","","",""
"4 on scale 1-7","2016","Not Employed","Male","129","0.0653759410083898","0.0559663514120015","0.0747855306047781"
"4 on scale 1-7","2016","Not Employed","Female","69","0.0641650345963114","0.0522506872130035","0.0760793819796192"
"4 on scale 1-7","2016","Employed","Male","","","",""
"4 on scale 1-7","2016","Employed","Female","","","",""
"5 on scale 1-7","2016","Not Employed","Male","103","0.075684895026499","0.0656165553552308","0.0857532346977673"
"5 on scale 1-7","2016","Not Employed","Female","40","0.0497289272845219","0.0391595425122528","0.060298312056791"
"5 on scale 1-7","2016","Employed","Male","","","",""
"5 on scale 1-7","2016","Employed","Female","","","",""
"6 on scale 1-7","2016","Not Employed","Male","57","0.0264628052887311","0.0203528583008295","0.0325727522766328"
"6 on scale 1-7","2016","Not Employed","Female","34","0.0458783447402488","0.0357058574697639","0.0560508320107337"
"6 on scale 1-7","2016","Employed","Male","","","",""
"6 on scale 1-7","2016","Employed","Female","","","",""
"7 Strongly agree","2016","Not Employed","Male","133","0.04822722277909","0.0400716213512385","0.0563828242069415"
"7 Strongly agree","2016","Not Employed","Female","75","0.0461619439409139","0.0359595808411382","0.0563643070406895"
"7 Strongly agree","2016","Employed","Male","","","",""
"7 Strongly agree","2016","Employed","Female","","","",""
"1 Strongly disagree","2017","Not Employed","Male","1187","0.711531713127315","0.689415450386263","0.733647975868367"
"1 Strongly disagree","2017","Not Employed","Female","909","0.738123026491025","0.71322684647984","0.76301920650221"
"1 Strongly disagree","2017","Employed","Male","","","",""
"1 Strongly disagree","2017","Employed","Female","","","",""
"2 on scale 1-7 ","2017","Not Employed","Male","161","0.114824446973238","0.0992612985602877","0.130387595386188"
"2 on scale 1-7 ","2017","Not Employed","Female","120","0.107420227962736","0.0898860166118769","0.124954439313596"
"2 on scale 1-7 ","2017","Employed","Male","","","",""
"2 on scale 1-7 ","2017","Employed","Female","","","",""
"3 on scale 1-7 ","2017","Not Employed","Male","71","0.0336880684430094","0.0248803728030175","0.0424957640830013"
"3 on scale 1-7 ","2017","Not Employed","Female","46","0.0405255859285879","0.0293594982841566","0.0516916735730193"
"3 on scale 1-7 ","2017","Employed","Male","","","",""
"3 on scale 1-7 ","2017","Employed","Female","","","",""
"4 on scale 1-7","2017","Not Employed","Male","70","0.0510598264047165","0.0403143752153748","0.0618052775940581"
"4 on scale 1-7","2017","Not Employed","Female","39","0.0346685499620357","0.0243093611593346","0.0450277387647368"
"4 on scale 1-7","2017","Employed","Male","","","",""
"4 on scale 1-7","2017","Employed","Female","","","",""
"5 on scale 1-7","2017","Not Employed","Male","44","0.0339931650160918","0.0251470725796509","0.0428392574525327"
"5 on scale 1-7","2017","Not Employed","Female","29","","",""
"5 on scale 1-7","2017","Employed","Male","","","",""
"5 on scale 1-7","2017","Employed","Female","","","",""
"6 on scale 1-7","2017","Not Employed","Male","17","","",""
"6 on scale 1-7","2017","Not Employed","Female","13","","",""
"6 on scale 1-7","2017","Employed","Male","","","",""
"6 on scale 1-7","2017","Employed","Female","","","",""
"7 Strongly agree","2017","Not Employed","Male","62","0.0424037168679664","0.0325668054363676","0.0522406282995653"
"7 Strongly agree","2017","Not Employed","Female","42","0.0383903003341397","0.0275102763050628","0.0492703243632165"
"7 Strongly agree","2017","Employed","Male","","","",""
"7 Strongly agree","2017","Employed","Female","","","",""
"1 Strongly disagree","2018","Not Employed","Male","128","0.699689946657583","0.634338539782949","0.765041353532217"
"1 Strongly disagree","2018","Not Employed","Female","155","0.698080998295764","0.637553867685383","0.758608128906145"
"1 Strongly disagree","2018","Employed","Male","","","",""
"1 Strongly disagree","2018","Employed","Female","","","",""
"2 on scale 1-7 ","2018","Not Employed","Male","17","","",""
"2 on scale 1-7 ","2018","Not Employed","Female","22","","",""
"2 on scale 1-7 ","2018","Employed","Male","","","",""
"2 on scale 1-7 ","2018","Employed","Female","","","",""
"3 on scale 1-7 ","2018","Not Employed","Male","9","","",""
"3 on scale 1-7 ","2018","Not Employed","Female","12","","",""
"3 on scale 1-7 ","2018","Employed","Male","","","",""
"3 on scale 1-7 ","2018","Employed","Female","","","",""
"4 on scale 1-7","2018","Not Employed","Male","13","","",""
"4 on scale 1-7","2018","Not Employed","Female","12","","",""
"4 on scale 1-7","2018","Employed","Male","","","",""
"4 on scale 1-7","2018","Employed","Female","","","",""
"5 on scale 1-7","2018","Not Employed","Male","8","","",""
"5 on scale 1-7","2018","Not Employed","Female","3","","",""
"5 on scale 1-7","2018","Employed","Male","","","",""
"5 on scale 1-7","2018","Employed","Female","","","",""
"6 on scale 1-7","2018","Not Employed","Male","8","","",""
"6 on scale 1-7","2018","Not Employed","Female","6","","",""
"6 on scale 1-7","2018","Employed","Male","","","",""
"6 on scale 1-7","2018","Employed","Female","","","",""
"7 Strongly agree","2018","Not Employed","Male","6","","",""
"7 Strongly agree","2018","Not Employed","Female","11","","",""
"7 Strongly agree","2018","Employed","Male","","","",""
"7 Strongly agree","2018","Employed","Female","","","",""
"1 Strongly disagree","2019","Not Employed","Male","70","0.624281001848409","0.541346721526745","0.707215282170073"
"1 Strongly disagree","2019","Not Employed","Female","81","0.62078765549574","0.540128539063991","0.70144677192749"
"1 Strongly disagree","2019","Employed","Male","","","",""
"1 Strongly disagree","2019","Employed","Female","","","",""
"2 on scale 1-7 ","2019","Not Employed","Male","17","","",""
"2 on scale 1-7 ","2019","Not Employed","Female","26","","",""
"2 on scale 1-7 ","2019","Employed","Male","","","",""
"2 on scale 1-7 ","2019","Employed","Female","","","",""
"3 on scale 1-7 ","2019","Not Employed","Male","16","","",""
"3 on scale 1-7 ","2019","Not Employed","Female","15","","",""
"3 on scale 1-7 ","2019","Employed","Male","","","",""
"3 on scale 1-7 ","2019","Employed","Female","","","",""
"4 on scale 1-7","2019","Not Employed","Male","12","","",""
"4 on scale 1-7","2019","Not Employed","Female","5","","",""
"4 on scale 1-7","2019","Employed","Male","","","",""
"4 on scale 1-7","2019","Employed","Female","","","",""
"5 on scale 1-7","2019","Not Employed","Male","4","","",""
"5 on scale 1-7","2019","Not Employed","Female","5","","",""
