"plh0206i02","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","1169","0.187156808146409","0.177246302588941","0.197067313703877"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","139","0.18756083909897","0.156142208486126","0.218979469711815"
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","243","0.206712463593129","0.182727466045773","0.230697461140485"
"2 on scale 1-7 ","2005","35-65 y.","higher education","698","0.226019599406337","0.210990164976429","0.241049033836245"
"2 on scale 1-7 ","2005","66 and older","in school","","","",""
"2 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2005","66 and older","general elemantary","147","0.186044409372132","0.158006805316185","0.214082013428078"
"2 on scale 1-7 ","2005","66 and older","middle vocational","382","0.192742730694705","0.175230673881861","0.210254787507549"
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","66 and older","higher vocational","48","0.197021230503715","0.148297935190849","0.24574452581658"
"2 on scale 1-7 ","2005","66 and older","higher education","149","0.220083990201032","0.188618889946193","0.25154909045587"
"3 on scale 1-7 ","2005","16-34 y.","in school","137","0.22097189521161","0.189026690812256","0.252917099610964"
"3 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","153","0.186871565490295","0.160400173668259","0.213342957312331"
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","450","0.194201261176326","0.178145787138973","0.210256735213679"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","86","0.193855054834113","0.15679103624301","0.230919073425217"
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","45","0.207672151244419","0.152279000026957","0.263065302461881"
"3 on scale 1-7 ","2005","16-34 y.","higher education","104","0.18295904145499","0.149759806056365","0.216158276853614"
"3 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","125","0.14434947753734","0.120280260767837","0.168418694306844"
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","1034","0.170046829135239","0.160501285408133","0.179592372862344"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","103","0.192164978721234","0.160453302123045","0.223876655319424"
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","188","0.177870839915337","0.155221088726609","0.200520591104065"
"3 on scale 1-7 ","2005","35-65 y.","higher education","619","0.200009283452173","0.185635464954237","0.214383101950109"
"3 on scale 1-7 ","2005","66 and older","in school","","","",""
"3 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2005","66 and older","general elemantary","113","0.157862715443537","0.131592510345572","0.184132920541502"
"3 on scale 1-7 ","2005","66 and older","middle vocational","318","0.152203853075881","0.136256055516698","0.168151650635065"
"3 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","66 and older","higher vocational","52","0.203389980100149","0.154082163989617","0.252697796210682"
"3 on scale 1-7 ","2005","66 and older","higher education","128","0.176317799681124","0.147375109499366","0.205260489862883"
"4 on scale 1-7","2005","16-34 y.","in school","138","0.194379446051009","0.163910949335246","0.224847942766772"
"4 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2005","16-34 y.","general elemantary","171","0.205523092773052","0.178082307034268","0.232963878511836"
"4 on scale 1-7","2005","16-34 y.","middle vocational","509","0.232848373918496","0.215694546846092","0.250002200990899"
"4 on scale 1-7","2005","16-34 y.","vocational + Abi","92","0.203982462790435","0.166202188560611","0.241762737020259"
"4 on scale 1-7","2005","16-34 y.","higher vocational","48","0.23579564724677","0.177827806141797","0.293763488351742"
"4 on scale 1-7","2005","16-34 y.","higher education","112","0.183934702813406","0.150666945713038","0.217202459913774"
"4 on scale 1-7","2005","35-65 y.","in school","","","",""
"4 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2005","35-65 y.","general elemantary","153","0.189376775458271","0.162543170614192","0.21621038030235"
"4 on scale 1-7","2005","35-65 y.","middle vocational","1147","0.185529887012354","0.175652680719168","0.195407093305541"
"4 on scale 1-7","2005","35-65 y.","vocational + Abi","102","0.189831627494996","0.158267581144529","0.221395673845464"
"4 on scale 1-7","2005","35-65 y.","higher vocational","232","0.210865133164863","0.186703903423178","0.235026362906548"
"4 on scale 1-7","2005","35-65 y.","higher education","567","0.191585611445578","0.177443864292462","0.205727358598694"
"4 on scale 1-7","2005","66 and older","in school","","","",""
"4 on scale 1-7","2005","66 and older","inadequately","","","",""
"4 on scale 1-7","2005","66 and older","general elemantary","115","0.148944629520763","0.123292491750152","0.174596767291373"
"4 on scale 1-7","2005","66 and older","middle vocational","315","0.155189339175591","0.139114271639123","0.171264406712058"
"4 on scale 1-7","2005","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2005","66 and older","higher vocational","34","0.1339356371863","0.0922149679140121","0.175656306458588"
"4 on scale 1-7","2005","66 and older","higher education","99","0.167397776637185","0.139044412055693","0.195751141218678"
"5 on scale 1-7","2005","16-34 y.","in school","79","0.118856072527401","0.093939132778043","0.14377301227676"
"5 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2005","16-34 y.","general elemantary","122","0.137787945327281","0.114381349955487","0.161194540699075"
"5 on scale 1-7","2005","16-34 y.","middle vocational","331","0.140979087077685","0.126854913914947","0.155103260240423"
"5 on scale 1-7","2005","16-34 y.","vocational + Abi","55","0.10431887018097","0.0756595738997579","0.132978166462183"
"5 on scale 1-7","2005","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2005","16-34 y.","higher education","72","0.148433958359589","0.117905488924811","0.178962427794367"
"5 on scale 1-7","2005","35-65 y.","in school","","","",""
"5 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2005","35-65 y.","general elemantary","94","0.112058607531856","0.090455267484329","0.133661947579382"
"5 on scale 1-7","2005","35-65 y.","middle vocational","655","0.112627627562832","0.104594863191739","0.120660391933924"
"5 on scale 1-7","2005","35-65 y.","vocational + Abi","73","0.12586083387968","0.0991642103971474","0.152557457362213"
"5 on scale 1-7","2005","35-65 y.","higher vocational","124","0.110501930974153","0.0919325053852062","0.129071356563099"
"5 on scale 1-7","2005","35-65 y.","higher education","327","0.112053116923396","0.100718415870206","0.123387817976585"
"5 on scale 1-7","2005","66 and older","in school","","","",""
"5 on scale 1-7","2005","66 and older","inadequately","","","",""
"5 on scale 1-7","2005","66 and older","general elemantary","51","0.0548083297018026","0.0384094017616596","0.0712072576419455"
"5 on scale 1-7","2005","66 and older","middle vocational","170","0.0803013181830749","0.0682363469508489","0.0923662894153009"
"5 on scale 1-7","2005","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2005","66 and older","higher vocational","","","",""
"5 on scale 1-7","2005","66 and older","higher education","52","0.064622002001952","0.0459498335924396","0.0832941704114643"
"6 on scale 1-7","2005","16-34 y.","in school","39","0.0678649189664794","0.048499687959862","0.0872301499730967"
"6 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2005","16-34 y.","general elemantary","71","0.0767314203691151","0.0586565064746697","0.0948063342635605"
"6 on scale 1-7","2005","16-34 y.","middle vocational","161","0.0643667975042257","0.0544066084593009","0.0743269865491504"
"6 on scale 1-7","2005","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2005","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2005","16-34 y.","higher education","","","",""
"6 on scale 1-7","2005","35-65 y.","in school","","","",""
"6 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2005","35-65 y.","general elemantary","50","0.0442435487362812","0.0301602388262422","0.0583268586463201"
"6 on scale 1-7","2005","35-65 y.","middle vocational","370","0.068987818110616","0.0625482981344389","0.0754273380867931"
"6 on scale 1-7","2005","35-65 y.","vocational + Abi","31","0.0387054727269943","0.0231803455206733","0.0542305999333152"
"6 on scale 1-7","2005","35-65 y.","higher vocational","55","0.0492094356442502","0.0363977092546065","0.062021162033894"
"6 on scale 1-7","2005","35-65 y.","higher education","130","0.043676080845582","0.0363321437926771","0.051020017898487"
"6 on scale 1-7","2005","66 and older","in school","","","",""
"6 on scale 1-7","2005","66 and older","inadequately","","","",""
"6 on scale 1-7","2005","66 and older","general elemantary","40","0.0490214818287128","0.0334650209192574","0.0645779427381682"
"6 on scale 1-7","2005","66 and older","middle vocational","93","0.0483381295344814","0.0388161240649425","0.0578601350040203"
"6 on scale 1-7","2005","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2005","66 and older","higher vocational","","","",""
"6 on scale 1-7","2005","66 and older","higher education","36","0.0546369993479499","0.0373764864402187","0.071897512255681"
"7 Strongly agree","2005","16-34 y.","in school","49","0.0910410250195387","0.0688921690731073","0.11318988096597"
"7 Strongly agree","2005","16-34 y.","inadequately","","","",""
"7 Strongly agree","2005","16-34 y.","general elemantary","70","0.122515531827645","0.100249599534327","0.144781464120964"
"7 Strongly agree","2005","16-34 y.","middle vocational","128","0.050113437453824","0.041258269826485","0.0589686050811631"
"7 Strongly agree","2005","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2005","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2005","16-34 y.","higher education","","","",""
"7 Strongly agree","2005","35-65 y.","in school","","","",""
"7 Strongly agree","2005","35-65 y.","inadequately","","","",""
"7 Strongly agree","2005","35-65 y.","general elemantary","66","0.0996337991633582","0.0791212763387548","0.120146321987961"
"7 Strongly agree","2005","35-65 y.","middle vocational","399","0.0728923442009355","0.0662869970024933","0.0794976913993777"
"7 Strongly agree","2005","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2005","35-65 y.","higher vocational","63","0.0592906246010106","0.0453024263008132","0.073278822901208"
"7 Strongly agree","2005","35-65 y.","higher education","72","0.0211450371186092","0.0159753054079283","0.0263147688292902"
"7 Strongly agree","2005","66 and older","in school","","","",""
"7 Strongly agree","2005","66 and older","inadequately","","","",""
"7 Strongly agree","2005","66 and older","general elemantary","37","0.0584493694439414","0.0415471402827911","0.0753515986050917"
"7 Strongly agree","2005","66 and older","middle vocational","117","0.052996139616542","0.0430503294904683","0.0629419497426156"
"7 Strongly agree","2005","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2005","66 and older","higher vocational","","","",""
"7 Strongly agree","2005","66 and older","higher education","","","",""
"1 Strongly disagree","2006","16-34 y.","in school","","","",""
"1 Strongly disagree","2006","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2006","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2006","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2006","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2006","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2006","16-34 y.","higher education","","","",""
"1 Strongly disagree","2006","35-65 y.","in school","","","",""
"1 Strongly disagree","2006","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2006","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2006","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2006","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2006","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2006","35-65 y.","higher education","","","",""
"1 Strongly disagree","2006","66 and older","in school","","","",""
"1 Strongly disagree","2006","66 and older","inadequately","","","",""
"1 Strongly disagree","2006","66 and older","general elemantary","","","",""
"1 Strongly disagree","2006","66 and older","middle vocational","","","",""
"1 Strongly disagree","2006","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2006","66 and older","higher vocational","","","",""
"1 Strongly disagree","2006","66 and older","higher education","","","",""
"2 on scale 1-7 ","2006","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2006","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2006","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2006","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2006","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2006","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2006","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2006","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2006","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2006","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2006","66 and older","in school","","","",""
"2 on scale 1-7 ","2006","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2006","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2006","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2006","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2006","66 and older","higher education","","","",""
"3 on scale 1-7 ","2006","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2006","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2006","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2006","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2006","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2006","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2006","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2006","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2006","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2006","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2006","66 and older","in school","","","",""
"3 on scale 1-7 ","2006","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2006","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2006","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2006","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2006","66 and older","higher education","","","",""
"4 on scale 1-7","2006","16-34 y.","in school","","","",""
"4 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2006","16-34 y.","higher education","","","",""
"4 on scale 1-7","2006","35-65 y.","in school","","","",""
"4 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2006","35-65 y.","higher education","","","",""
"4 on scale 1-7","2006","66 and older","in school","","","",""
"4 on scale 1-7","2006","66 and older","inadequately","","","",""
"4 on scale 1-7","2006","66 and older","general elemantary","","","",""
"4 on scale 1-7","2006","66 and older","middle vocational","","","",""
"4 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2006","66 and older","higher vocational","","","",""
"4 on scale 1-7","2006","66 and older","higher education","","","",""
"5 on scale 1-7","2006","16-34 y.","in school","","","",""
"5 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2006","16-34 y.","higher education","","","",""
"5 on scale 1-7","2006","35-65 y.","in school","","","",""
"5 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2006","35-65 y.","higher education","","","",""
"5 on scale 1-7","2006","66 and older","in school","","","",""
"5 on scale 1-7","2006","66 and older","inadequately","","","",""
"5 on scale 1-7","2006","66 and older","general elemantary","","","",""
"5 on scale 1-7","2006","66 and older","middle vocational","","","",""
"5 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2006","66 and older","higher vocational","","","",""
"5 on scale 1-7","2006","66 and older","higher education","","","",""
"6 on scale 1-7","2006","16-34 y.","in school","","","",""
"6 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2006","16-34 y.","higher education","","","",""
"6 on scale 1-7","2006","35-65 y.","in school","","","",""
"6 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2006","35-65 y.","higher education","","","",""
"6 on scale 1-7","2006","66 and older","in school","","","",""
"6 on scale 1-7","2006","66 and older","inadequately","","","",""
"6 on scale 1-7","2006","66 and older","general elemantary","","","",""
"6 on scale 1-7","2006","66 and older","middle vocational","","","",""
"6 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2006","66 and older","higher vocational","","","",""
"6 on scale 1-7","2006","66 and older","higher education","","","",""
"7 Strongly agree","2006","16-34 y.","in school","","","",""
"7 Strongly agree","2006","16-34 y.","inadequately","","","",""
"7 Strongly agree","2006","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2006","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2006","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2006","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2006","16-34 y.","higher education","","","",""
"7 Strongly agree","2006","35-65 y.","in school","","","",""
"7 Strongly agree","2006","35-65 y.","inadequately","","","",""
"7 Strongly agree","2006","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2006","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2006","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2006","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2006","35-65 y.","higher education","","","",""
"7 Strongly agree","2006","66 and older","in school","","","",""
"7 Strongly agree","2006","66 and older","inadequately","","","",""
"7 Strongly agree","2006","66 and older","general elemantary","","","",""
"7 Strongly agree","2006","66 and older","middle vocational","","","",""
"7 Strongly agree","2006","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2006","66 and older","higher vocational","","","",""
"7 Strongly agree","2006","66 and older","higher education","","","",""
"1 Strongly disagree","2007","16-34 y.","in school","","","",""
"1 Strongly disagree","2007","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2007","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2007","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2007","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2007","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2007","16-34 y.","higher education","","","",""
"1 Strongly disagree","2007","35-65 y.","in school","","","",""
"1 Strongly disagree","2007","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2007","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2007","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2007","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2007","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2007","35-65 y.","higher education","","","",""
"1 Strongly disagree","2007","66 and older","in school","","","",""
"1 Strongly disagree","2007","66 and older","inadequately","","","",""
"1 Strongly disagree","2007","66 and older","general elemantary","","","",""
"1 Strongly disagree","2007","66 and older","middle vocational","","","",""
"1 Strongly disagree","2007","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2007","66 and older","higher vocational","","","",""
"1 Strongly disagree","2007","66 and older","higher education","","","",""
"2 on scale 1-7 ","2007","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2007","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2007","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2007","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2007","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2007","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2007","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2007","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2007","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2007","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2007","66 and older","in school","","","",""
"2 on scale 1-7 ","2007","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2007","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2007","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2007","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2007","66 and older","higher education","","","",""
"3 on scale 1-7 ","2007","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2007","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2007","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2007","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2007","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2007","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2007","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2007","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2007","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2007","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2007","66 and older","in school","","","",""
"3 on scale 1-7 ","2007","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2007","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2007","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2007","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2007","66 and older","higher education","","","",""
"4 on scale 1-7","2007","16-34 y.","in school","","","",""
"4 on scale 1-7","2007","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2007","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2007","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2007","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2007","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2007","16-34 y.","higher education","","","",""
"4 on scale 1-7","2007","35-65 y.","in school","","","",""
"4 on scale 1-7","2007","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2007","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2007","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2007","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2007","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2007","35-65 y.","higher education","","","",""
"4 on scale 1-7","2007","66 and older","in school","","","",""
"4 on scale 1-7","2007","66 and older","inadequately","","","",""
"4 on scale 1-7","2007","66 and older","general elemantary","","","",""
"4 on scale 1-7","2007","66 and older","middle vocational","","","",""
