"plh0206i02","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2007","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2007","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2007","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2007","66 and older","no migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","no migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","no migration background","","","","","4"
"5 on scale 1-7","2008","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","","","5"
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2008","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","66 and older","no migration background","","","","","7"
"7 Strongly agree","2008","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2009","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","direct migration background","","","","","4"
"5 on scale 1-7","2009","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","5"
"6 on scale 1-7","2009","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","no migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","no migration background","","","","","6"
"7 Strongly agree","2009","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","66 and older","no migration background","","","","","7"
"7 Strongly agree","2009","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2009","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2010","35-65 y.","direct migration background","204","0.208300234388267","0.181886469716626","0.234713999059907","1"
"1 Strongly disagree","2010","35-65 y.","indirect migration background","36","0.156841443692556","0.107061293580566","0.206621593804546","1"
"1 Strongly disagree","2010","66 and older","no migration background","876","0.248095796179754","0.234195929537718","0.26199566282179","1"
"1 Strongly disagree","2010","66 and older","direct migration background","80","0.242575640438274","0.194860031386582","0.290291249489966","1"
"1 Strongly disagree","2010","66 and older","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","16-34 y.","direct migration background","45","0.170081445941751","0.122449826528695","0.217713065354807","1"
"1 Strongly disagree","2010","16-34 y.","no migration background","332","0.117027448409524","0.105315846623393","0.128739050195655","1"
"1 Strongly disagree","2010","16-34 y.","indirect migration background","70","0.119964817250312","0.0898436848302133","0.150085949670412","1"
"1 Strongly disagree","2010","35-65 y.","no migration background","1343","0.166808915795483","0.158613962864116","0.175003868726849","1"
"2 on scale 1-7 ","2010","35-65 y.","indirect migration background","55","0.247277587869894","0.188219285103572","0.306335890636215","2"
"2 on scale 1-7 ","2010","66 and older","no migration background","796","0.206470940836883","0.193444356354324","0.219497525319443","2"
"2 on scale 1-7 ","2010","66 and older","direct migration background","67","0.248225794901816","0.200138050208301","0.29631353959533","2"
"2 on scale 1-7 ","2010","16-34 y.","no migration background","613","0.196729165104099","0.182245975989884","0.211212354218314","2"
"2 on scale 1-7 ","2010","35-65 y.","direct migration background","204","0.198898438944581","0.172934854884805","0.224862023004357","2"
"2 on scale 1-7 ","2010","66 and older","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","indirect migration background","92","0.175266929698271","0.140021644955915","0.210512214440628","2"
"2 on scale 1-7 ","2010","35-65 y.","no migration background","1755","0.21257574213323","0.20358230354212","0.22156918072434","2"
"2 on scale 1-7 ","2010","16-34 y.","direct migration background","51","0.185845974664514","0.136530978096739","0.23516097123229","2"
"3 on scale 1-7 ","2010","66 and older","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","indirect migration background","43","0.230143953434088","0.172523627888234","0.287764278979941","3"
"3 on scale 1-7 ","2010","66 and older","no migration background","679","0.187741043297569","0.175173611346828","0.200308475248311","3"
"3 on scale 1-7 ","2010","66 and older","direct migration background","61","0.152740600733848","0.112695195848295","0.192786005619401","3"
"3 on scale 1-7 ","2010","16-34 y.","no migration background","667","0.223056444525477","0.207889400421324","0.23822348862963","3"
"3 on scale 1-7 ","2010","16-34 y.","direct migration background","45","0.189269783062642","0.139607353427281","0.238932212698002","3"
"3 on scale 1-7 ","2010","35-65 y.","direct migration background","174","0.176683974652923","0.151876244374199","0.201491704931648","3"
"3 on scale 1-7 ","2010","16-34 y.","indirect migration background","77","0.183392092114385","0.147517132360558","0.219267051868212","3"
"3 on scale 1-7 ","2010","35-65 y.","no migration background","1665","0.21151950443569","0.202542421980491","0.220496586890888","3"
"4 on scale 1-7","2010","35-65 y.","indirect migration background","33","0.178880895706872","0.126417521474162","0.231344269939581","4"
"4 on scale 1-7","2010","66 and older","no migration background","627","0.159824609605778","0.148031550404078","0.171617668807479","4"
"4 on scale 1-7","2010","35-65 y.","direct migration background","148","0.163317570892675","0.139273835103352","0.187361306681998","4"
"4 on scale 1-7","2010","35-65 y.","no migration background","1468","0.174305998984454","0.16596668629361","0.182645311675299","4"
"4 on scale 1-7","2010","66 and older","direct migration background","48","0.177808030671337","0.135245293886152","0.220370767456522","4"
"4 on scale 1-7","2010","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2010","16-34 y.","no migration background","587","0.22142653762885","0.206299166543419","0.236553908714281","4"
"4 on scale 1-7","2010","16-34 y.","indirect migration background","91","0.235027813526446","0.195720190522733","0.274335436530159","4"
"4 on scale 1-7","2010","16-34 y.","direct migration background","45","0.178423890712023","0.129883916176305","0.226963865247741","4"
"5 on scale 1-7","2010","35-65 y.","indirect migration background","24","","","","5"
"5 on scale 1-7","2010","66 and older","no migration background","311","0.082940117377587","0.0740644535455016","0.0918157812096724","5"
"5 on scale 1-7","2010","66 and older","direct migration background","30","0.108844063936479","0.0741746523641156","0.143513475508843","5"
"5 on scale 1-7","2010","66 and older","indirect migration background","","","","","5"
